ngram,department,deprtment,deparment,departmnt
1922,0.000150960121702935,9.086376452836577e-10,2.574492010052966e-08,6.5537199159645556e-09
1923,0.00014776725895769362,8.880355042587393e-10,2.4719240749553658e-08,6.074320284860895e-09
1924,0.00014599669832802777,7.273925489714728e-10,2.3872130177388888e-08,6.6912122192215e-09
1925,0.00014294089383578727,4.771731700246664e-10,2.341726888589944e-08,5.949147016285192e-09
1926,0.00014162627589290163,5.349650008693427e-10,2.2075800489216946e-08,5.737676365770637e-09
1927,0.00014190145884640515,5.567768230590226e-10,2.103087507318183e-08,5.332592875209993e-09
1928,0.0001390955169751708,6.321084053010192e-10,2.000586084095955e-08,4.8770059102309915e-09
1929,0.0001397424888896889,5.400412260238494e-10,1.9262670442848114e-08,4.4476282974008944e-09
1930,0.00013752748782280833,7.060795301613457e-10,1.8813155477914734e-08,4.45734826826083e-09
1931,0.00013347473785480752,7.097024892369472e-10,1.789889062361486e-08,3.6723032234168127e-09
1932,0.00013070949249335432,7.103405601822337e-10,1.71127821754372e-08,3.799452435211086e-09
1933,0.00012804973292596905,7.810630118866766e-10,1.6538518618095362e-08,3.6197316572688418e-09
1934,0.00012527240843545378,7.802515022969914e-10,1.7117559940922026e-08,3.703381601383171e-09
1935,0.00012422741669329947,7.094744276197368e-10,1.5327174704030507e-08,3.6933999668166605e-09
1936,0.00012383843152617504,6.502061032444471e-10,1.4998634207635016e-08,3.5384675824344315e-09
1937,0.00012407735734346455,7.962505972030393e-10,1.4258577429870911e-08,3.253658802699582e-09
1938,0.0001272260446317627,8.090413299617033e-10,1.4248804295188426e-08,2.9241173292250876e-09
1939,0.0001280061385062124,1.1339144425002802e-09,1.3131682661894826e-08,2.9478821288770565e-09
1940,0.00012940101649811759,1.1549232720969066e-09,1.318485308234228e-08,3.1420332684868005e-09
1941,0.0001295604576755847,1.3081482127689066e-09,1.2382468637740982e-08,2.893922022652516e-09
1942,0.00013056632971191512,1.4185232472779014e-09,1.3459837688856169e-08,3.089027414812254e-09
1943,0.00012798378884326667,1.5268216532352393e-09,1.3743802286723752e-08,3.20867551576295e-09
1944,0.0001269541815937763,1.22812805560178e-09,1.3900839336754091e-08,3.3497933950497684e-09
1945,0.0001253140518591473,1.2191795628613278e-09,1.351976803525596e-08,3.32382036180182e-09
1946,0.0001243912837318411,1.0195961337127508e-09,1.3946281463006471e-08,3.1983440657817094e-09
1947,0.00012058139587419905,8.4636398683153e-10,1.3818071004883287e-08,3.2196227271543064e-09
1948,0.00011803075592199872,6.941354237431443e-10,1.332949966276991e-08,3.322801335668503e-09
1949,0.00011365101298516882,5.969080309396548e-10,1.2612833063688607e-08,3.073033383316215e-09
1950,0.00011215636706245797,4.6365473563688854e-10,1.2293644451639402e-08,2.8400463568191624e-09
1951,0.0001111523192126437,4.919084841839957e-10,1.2356572527088311e-08,2.748814794831641e-09
1952,0.00010939018933900766,4.826520710876636e-10,1.2473807764479261e-08,2.7935509461229913e-09
1953,0.00010619474778650329,4.278545632864704e-10,1.2761027282489782e-08,2.759825510980006e-09
1954,0.0001085171804464023,5.108682584107984e-10,1.2646748537292751e-08,2.6468829667740987e-09
1955,0.00010592507065406867,5.729165296936805e-10,1.2662704662602664e-08,2.3591139835283617e-09
1956,0.00010501830235755603,5.112835730188995e-10,1.2898627689748667e-08,2.2110809691103637e-09
1957,0.00010172427573706955,5.9631340341783e-10,1.285999814574065e-08,2.089539779299392e-09
1958,9.843029485117378e-05,5.539206256375908e-10,1.2635006691701684e-08,1.844477697560925e-09
1959,9.422764976209561e-05,5.746324150639787e-10,1.2759464342236373e-08,1.7366035435070363e-09
1960,9.190881246468052e-05,5.334362971184551e-10,1.2318245471273518e-08,1.549873134593887e-09
1961,8.545287710148841e-05,4.173086499375296e-10,1.1965188966606938e-08,1.2912231601396635e-09
1962,8.391470328206196e-05,3.174656470245856e-10,1.2239359367275223e-08,1.4029412869526985e-09
1963,8.094071901203799e-05,3.0677320009672316e-10,1.2294994482837346e-08,1.4061266278326506e-09
1964,8.110690500221349e-05,2.3180332455106723e-10,1.2220328875806835e-08,1.417300990854845e-09
1965,7.876915853038164e-05,2.432600351312938e-10,1.2305190263564976e-08,1.5098448681781308e-09
1966,7.868819063462849e-05,2.370479011494707e-10,1.2219101159465545e-08,1.4661197176936624e-09
1967,7.770201149729214e-05,3.0793410281988136e-10,1.2084935718803536e-08,1.4098228140468905e-09
1968,7.845978377320404e-05,4.1421259676179187e-10,1.2735286476177926e-08,1.4664613015976817e-09
1969,7.707762727347602e-05,4.733761874550371e-10,1.2220200343701241e-08,1.2346734587101845e-09
1970,7.751241563320426e-05,5.313597062350794e-10,1.2252183902359905e-08,1.170407659678574e-09
1971,7.497624652127602e-05,5.670360807880875e-10,1.2100487596049853e-08,9.990258620362624e-10
1972,7.503245017557804e-05,6.361210962741686e-10,1.2067864929576899e-08,9.961545873896478e-10
1973,7.376245256247265e-05,6.406023687701077e-10,1.2399154084416101e-08,8.604856906378546e-10
1974,7.355851578592722e-05,6.552844179972896e-10,1.2815799342393217e-08,8.874982970752399e-10
1975,7.183094151384597e-05,7.193054287122993e-10,1.2478693760848664e-08,7.530481397185643e-10
1976,7.190690251133804e-05,7.179373088092181e-10,1.3089288256448332e-08,8.759883057025369e-10
1977,7.03024655064967e-05,7.586647936858831e-10,1.2978276104596326e-08,8.743544380581828e-10
1978,7.001222755726693e-05,7.612879176261649e-10,1.3526331166247019e-08,9.219822762394716e-10
1979,6.879449418712673e-05,7.626026913129128e-10,1.3811607349875236e-08,7.539300969242443e-10
1980,6.836734766173842e-05,8.297959819270062e-10,1.3628921737206059e-08,7.745196904464433e-10
1981,6.66670935710759e-05,8.209950061058688e-10,1.387000330461368e-08,7.301582433909865e-10
1982,6.695367379247077e-05,7.618679298548869e-10,1.4053182871366841e-08,6.907401952003869e-10
1983,6.557502326489027e-05,7.771022674558331e-10,1.4384534706225947e-08,5.805612657283632e-10
1984,6.533435537546341e-05,7.074844400799054e-10,1.4786390144040849e-08,6.078527839800277e-10
1985,6.453348552375766e-05,6.928435365110325e-10,1.4284142884386192e-08,5.902615539201048e-10
1986,6.512543872564233e-05,7.115374083583553e-10,1.3836715138739107e-08,5.703487146854361e-10
1987,6.467539787990972e-05,7.58872972398247e-10,1.348061916063768e-08,5.187303126723869e-10
1988,6.477686110883951e-05,6.776862642483244e-10,1.2630776678536546e-08,5.138415922914927e-10
1989,6.314064843796327e-05,6.729460243017269e-10,1.1852124234427005e-08,4.729866994100464e-10
1990,6.330648726101831e-05,6.025982570077661e-10,1.0672820976204939e-08,4.2633653750203035e-10
1991,6.222104847048675e-05,6.423325363666013e-10,9.387659221411176e-09,3.063830756560344e-10
1992,6.295676524002505e-05,6.36230433416683e-10,8.636512901663958e-09,2.1983442645621765e-10
1993,6.146434004352028e-05,5.312005240438416e-10,7.905647565158752e-09,2.506396360299082e-10
1994,6.19094748149759e-05,3.7665141442274775e-10,7.063733598045019e-09,2.433991559889849e-10
1995,6.150062004702963e-05,3.792285949552213e-10,6.551144261988741e-09,2.4597633652145845e-10
1996,6.203717566677369e-05,3.169106822203156e-10,6.1268331995125075e-09,2.3792443412265895e-10
1997,6.091934483265504e-05,3.2964356839431426e-10,5.821618235099127e-09,2.3520961963833086e-10
1998,6.170034924122904e-05,2.3688232972385315e-10,5.357020287683716e-09,2.386129647044147e-10
1999,6.0082638810854405e-05,2.086156401396152e-10,4.892638548272186e-09,1.9856068376812785e-10
2000,5.940189242080253e-05,2.152537092022947e-10,4.642006334876214e-09,1.7818438391437041e-10
2001,5.710346366478396e-05,2.0952410986763148e-10,4.47639214584683e-09,1.8909937504751895e-10
2002,5.627636918299166e-05,1.799012739373789e-10,4.258271766945297e-09,1.4337087766991274e-10
2003,5.4198781331901304e-05,1.4610327283321693e-10,3.8785922093101786e-09,1.3879526992007944e-10
2004,5.3514252483312574e-05,1.2531580782991292e-10,3.4525404122933067e-09,1.6191006571178842e-10
2005,5.114275492295357e-05,1.3941239432721123e-10,3.3556791948338318e-09,1.5370469678778675e-10
2006,4.9525075675254424e-05,1.385823787074842e-10,3.192374618622905e-09,1.7888421200667233e-10
2007,4.753679812503313e-05,1.1262023159280027e-10,2.943761266495569e-09,1.6919828137768837e-10
2008,4.6057348039799505e-05,9.762839098656099e-11,2.6170256755315383e-09,1.387739001093965e-10
2009,4.36551017628517e-05,8.030285489148335e-11,2.318595712250523e-09,1.3340534629361197e-10
2010,4.156708330681015e-05,8.636216469142572e-11,2.1391337272953184e-09,1.3324227832178792e-10
2011,3.916426118978832e-05,7.505662485378967e-11,1.9342248437835353e-09,1.067971009246652e-10
2012,3.73597010496139e-05,5.518225088184194e-11,1.7197775743176586e-09,9.189131995006911e-11
2013,3.588609199921068e-05,4.5093556616923205e-11,1.5770693957100385e-09,6.656736174186812e-11
2014,3.4242189680558764e-05,5.0289306697101235e-11,1.3376575085694802e-09,4.5098717419264236e-11
2015,3.2546324551471374e-05,6.129024049196717e-11,1.288376088354986e-09,5.5960059998559435e-11
2016,3.1714580213052356e-05,6.965853291010911e-11,1.2833234792302456e-09,7.473551737786316e-11
2017,3.1303855697236337e-05,6.216343990487576e-11,1.2010855828433382e-09,6.331037546066416e-11
2018,3.091142498305999e-05,5.509806083603408e-11,1.1488316742358507e-09,5.647438350298018e-11
2019,3.0372998480743263e-05,6.88725760450426e-11,1.0809390604826774e-09,7.059297937872522e-11
