ngram,department,deprtment,deparment,departmnt
1538,1.2523403191672905e-05,0.0,0.0,0.0
1539,1.418362548325344e-05,0.0,0.0,0.0
1540,1.418362548325344e-05,0.0,0.0,0.0
1541,1.418362548325344e-05,0.0,0.0,0.0
1542,1.5688271819921544e-05,0.0,0.0,0.0
1543,3.164868628248639e-06,0.0,0.0,0.0
1544,3.7212883268823916e-06,0.0,0.0,0.0
1545,3.7212883268823916e-06,0.0,0.0,0.0
1546,2.061066035301857e-06,0.0,0.0,0.0
1547,2.061066035301857e-06,0.0,0.0,0.0
1548,7.102119531867044e-05,0.0,0.0,0.0
1549,6.951654898200234e-05,0.0,0.0,0.0
1550,7.059724040508237e-05,0.0,0.0,0.0
1551,7.004082070644862e-05,0.0,0.0,0.0
1552,7.004082070644862e-05,0.0,0.0,0.0
1553,7.004082070644862e-05,0.0,0.0,0.0
1554,7.004082070644862e-05,0.0,0.0,0.0
1555,1.08069142308003e-06,0.0,0.0,0.0
1556,1.08069142308003e-06,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,1.7733265329817577e-05,0.0,0.0,0.0
1559,1.7733265329817577e-05,0.0,0.0,0.0
1560,1.8630645822018517e-05,0.0,0.0,0.0
1561,1.8630645822018517e-05,0.0,0.0,0.0
1562,1.8630645822018517e-05,0.0,0.0,0.0
1563,1.8630645822018517e-05,0.0,0.0,0.0
1564,1.8630645822018517e-05,0.0,0.0,0.0
1565,1.909181134708758e-06,0.0,0.0,0.0
1566,1.909181134708758e-06,0.0,0.0,0.0
1567,1.011800642507816e-06,0.0,0.0,0.0
1568,1.011800642507816e-06,0.0,0.0,0.0
1569,6.210737930294792e-06,0.0,0.0,0.0
1570,6.210737930294792e-06,0.0,0.0,0.0
1571,1.8469996835587415e-05,0.0,0.0,0.0
1572,1.7458196193079596e-05,0.0,0.0,0.0
1573,1.7458196193079596e-05,0.0,0.0,0.0
1574,1.7458196193079596e-05,0.0,0.0,0.0
1575,1.7458196193079596e-05,0.0,0.0,0.0
1576,1.3611300216455544e-05,0.0,0.0,0.0
1577,1.3611300216455544e-05,0.0,0.0,0.0
1578,1.59295442309875e-06,0.0,0.0,0.0
1579,1.59295442309875e-06,0.0,0.0,0.0
1580,1.59295442309875e-06,0.0,0.0,0.0
1581,1.59295442309875e-06,0.0,0.0,0.0
1582,2.4309171716855156e-06,0.0,0.0,0.0
1583,1.7998097681421704e-06,0.0,0.0,0.0
1584,1.7998097681421704e-06,0.0,0.0,0.0
1585,1.74761474422017e-06,0.0,0.0,0.0
1586,1.74761474422017e-06,0.0,0.0,0.0
1587,1.74761474422017e-06,0.0,0.0,0.0
1588,1.74761474422017e-06,0.0,0.0,0.0
1589,1.976902560077828e-05,0.0,0.0,0.0
1590,2.0607945527574755e-05,0.0,0.0,0.0
1591,2.0607945527574755e-05,0.0,0.0,0.0
1592,2.0419227439560927e-05,0.0,0.0,0.0
1593,2.064250416619221e-05,0.0,0.0,0.0
1594,2.064250416619221e-05,0.0,0.0,0.0
1595,2.064250416619221e-05,0.0,0.0,0.0
1596,1.993548786621042e-06,0.0,0.0,0.0
1597,5.547570448730507e-07,0.0,0.0,0.0
1598,1.612509533645477e-05,0.0,0.0,0.0
1599,2.5911720870551236e-05,0.0,0.0,0.0
1600,3.3037364021635896e-05,0.0,0.0,0.0
1601,3.362333560679482e-05,0.0,0.0,0.0
1602,3.383213704312636e-05,0.0,0.0,0.0
1603,3.362171881755265e-05,0.0,0.0,0.0
1604,3.350065672488459e-05,0.0,0.0,0.0
1605,1.8155192216389488e-05,0.0,0.0,0.0
1606,9.729928495159714e-06,0.0,0.0,0.0
1607,2.381008617443773e-06,0.0,0.0,0.0
1608,1.7950370322848488e-06,0.0,0.0,0.0
1609,2.152257544756659e-06,0.0,0.0,0.0
1610,2.152257544756659e-06,0.0,0.0,0.0
1611,1.7411686891526707e-05,0.0,0.0,0.0
1612,1.718681310844009e-05,0.0,0.0,0.0
1613,1.5985261776612398e-05,0.0,0.0,0.0
1614,1.5985261776612398e-05,0.0,0.0,0.0
1615,1.5985261776612398e-05,0.0,0.0,0.0
1616,1.541923982780905e-05,0.0,0.0,0.0
1617,1.541923982780905e-05,0.0,0.0,0.0
1618,2.852122716896182e-05,0.0,0.0,0.0
1619,2.852122716896182e-05,0.0,0.0,0.0
1620,2.856289451561419e-05,0.0,0.0,0.0
1621,2.856289451561419e-05,0.0,0.0,0.0
1622,2.877393974033891e-05,0.0,0.0,0.0
1623,3.523988058467304e-05,0.0,0.0,0.0
1624,3.643453812531204e-05,0.0,0.0,0.0
1625,8.073121437389221e-06,0.0,0.0,0.0
1626,9.680474152316623e-06,0.0,0.0,0.0
1627,9.47899632462525e-06,0.0,0.0,0.0
1628,9.610019576809594e-06,0.0,0.0,0.0
1629,9.398974352084874e-06,0.0,0.0,0.0
1630,2.9330335077507437e-06,0.0,0.0,0.0
1631,1.7383759671117462e-06,0.0,0.0,0.0
1632,1.830002101347158e-06,0.0,0.0,0.0
1633,3.597421839783367e-07,0.0,0.0,0.0
1634,4.831603470328056e-07,0.0,0.0,0.0
1635,3.521370948484608e-07,0.0,0.0,0.0
1636,3.521370948484608e-07,0.0,0.0,0.0
1637,3.521370948484608e-07,0.0,0.0,0.0
1638,3.521370948484608e-07,0.0,0.0,0.0
1639,3.383811904963555e-07,0.0,0.0,0.0
1640,2.0128839293777544e-07,0.0,0.0,0.0
1641,7.787022988330656e-08,0.0,0.0,0.0
1642,1.8582006435151145e-07,0.0,0.0,0.0
1643,1.8582006435151145e-07,0.0,0.0,0.0
1644,2.7748153083198955e-07,0.0,0.0,0.0
1645,3.2659836181535085e-07,0.0,0.0,0.0
1646,3.494665423074496e-07,0.0,0.0,0.0
1647,3.494665423074496e-07,0.0,0.0,0.0
1648,6.034771973060872e-06,0.0,0.0,0.0
1649,5.9268221385926675e-06,0.0,0.0,0.0
1650,6.102502685020486e-06,0.0,0.0,0.0
1651,6.010841218540008e-06,0.0,0.0,0.0
1652,6.017395784445918e-06,0.0,0.0,0.0
1653,5.916657374070512e-06,0.0,0.0,0.0
1654,5.958140560226509e-06,0.0,0.0,0.0
1655,2.7283512947308607e-07,0.0,0.0,0.0
1656,3.181424606931874e-07,0.0,0.0,0.0
1657,2.258752138979097e-07,0.0,0.0,0.0
1658,7.83929538020597e-06,0.0,0.0,0.0
1659,7.88012553698536e-06,0.0,0.0,0.0
1660,8.280999553887472e-06,0.0,0.0,0.0
1661,8.239516367731475e-06,0.0,0.0,0.0
1662,8.239516367731475e-06,0.0,0.0,0.0
1663,8.259904015111325e-06,0.0,0.0,0.0
1664,8.766035445465345e-06,0.0,0.0,0.0
1665,1.1526152791572843e-06,0.0,0.0,0.0
1666,1.0960621230944007e-06,0.0,0.0,0.0
1667,8.094316249136163e-06,0.0,0.0,0.0
1668,8.138069465043632e-06,0.0,0.0,0.0
1669,8.168023557329565e-06,0.0,0.0,0.0
1670,8.102328578729612e-06,0.0,0.0,0.0
1671,7.512783848743051e-06,0.0,0.0,0.0
1672,7.758789854912201e-06,0.0,0.0,0.0
1673,7.743584327662184e-06,0.0,0.0,0.0
1674,5.071088042184004e-07,0.0,0.0,0.0
1675,4.976740878451633e-07,0.0,0.0,0.0
1676,5.106665059072059e-07,0.0,0.0,0.0
1677,6.785974915958702e-07,0.0,0.0,0.0
1678,6.785974915958702e-07,0.0,0.0,0.0
1679,5.248785624546924e-07,0.0,0.0,0.0
1680,5.363395497884735e-07,0.0,0.0,0.0
1681,7.540763330585573e-07,0.0,0.0,0.0
1682,7.802409324345458e-07,0.0,0.0,0.0
1683,7.372944220865715e-07,0.0,0.0,0.0
1684,5.693634363979072e-07,0.0,0.0,0.0
1685,9.128625647138376e-07,0.0,0.0,0.0
1686,9.034631075012709e-07,0.0,0.0,0.0
1687,8.67259249811728e-07,0.0,0.0,0.0
1688,5.334614253830036e-07,0.0,0.0,0.0
1689,4.7297832647278225e-07,0.0,0.0,0.0
1690,5.5605949000892e-07,0.0,0.0,0.0
1691,5.5605949000892e-07,0.0,0.0,0.0
1692,2.5989645077321e-07,0.0,0.0,0.0
1693,1.7700883095780488e-07,0.0,0.0,0.0
1694,2.0139438155248562e-07,0.0,0.0,0.0
1695,1.8581641013172755e-07,0.0,0.0,0.0
1696,3.1178397616063845e-07,0.0,0.0,0.0
1697,2.491601768334866e-06,0.0,0.0,0.0
1698,1.710472235215223e-05,0.0,0.0,0.0
1699,1.707045580344259e-05,0.0,0.0,0.0
1700,1.7161440776395205e-05,0.0,0.0,0.0
1701,1.7137055225800524e-05,0.0,0.0,0.0
1702,1.7645373796020586e-05,0.0,0.0,0.0
1703,1.7707106804566918e-05,0.0,0.0,0.0
1704,1.544420784885655e-05,0.0,0.0,0.0
1705,1.1973994438514118e-06,0.0,0.0,0.0
1706,1.8488528569702924e-06,0.0,0.0,0.0
1707,1.782172790041971e-06,0.0,0.0,0.0
1708,1.8689855940985062e-06,0.0,0.0,0.0
1709,1.3296534169577562e-06,0.0,0.0,0.0
1710,1.7444786603196657e-06,0.0,0.0,0.0
1711,1.7638633177544501e-06,0.0,0.0,0.0
1712,1.3975511389422276e-06,0.0,0.0,0.0
1713,7.546642158169041e-07,0.0,0.0,0.0
1714,1.5726610627098125e-06,0.0,0.0,0.0
1715,2.029321235243385e-06,0.0,0.0,0.0
1716,2.029321235243385e-06,0.0,0.0,0.0
1717,1.442078228259496e-06,0.0,0.0,0.0
1718,1.4226935708247116e-06,0.0,0.0,0.0
1719,1.4951271499593792e-06,0.0,0.0,0.0
1720,1.5278578869372592e-06,0.0,0.0,0.0
1721,7.906768309291172e-07,0.0,0.0,0.0
1722,2.0013660346762663e-06,0.0,0.0,0.0
1723,2.0137163870361164e-06,0.0,0.0,0.0
1724,2.004304495833204e-06,0.0,0.0,0.0
1725,2.0263633559685398e-06,0.0,0.0,0.0
1726,3.5699667369572452e-06,0.0,0.0,0.0
1727,3.5224426854694812e-06,0.0,0.0,0.0
1728,3.5793109855067736e-06,0.0,0.0,0.0
1729,1.831520781893557e-06,0.0,0.0,0.0
1730,1.819170429533707e-06,0.0,0.0,0.0
1731,1.8411664680481214e-06,0.0,0.0,0.0
1732,1.8253661317706765e-06,0.0,0.0,0.0
1733,2.8660163613786996e-07,0.0,0.0,0.0
1734,4.294491451974279e-07,0.0,0.0,0.0
1735,1.6837169824717485e-06,0.0,0.0,0.0
1736,1.6773450057477085e-06,0.0,0.0,0.0
1737,1.6911882621936262e-06,0.0,0.0,0.0
1738,1.8335676032726106e-06,0.0,0.0,0.0
1739,1.9371602369184463e-06,0.0,0.0,0.0
1740,1.934760559509284e-06,0.0,0.0,0.0
1741,1.7969530361483521e-06,0.0,0.0,0.0
1742,3.870735742087358e-07,0.0,0.0,0.0
1743,1.0227455367685577e-06,0.0,0.0,0.0
1744,1.0490788230502597e-06,0.0,0.0,0.0
1745,8.977672512701571e-07,0.0,0.0,0.0
1746,9.621452977829189e-07,0.0,0.0,0.0
1747,9.496597869989338e-07,0.0,0.0,0.0
1748,2.9833064176492437e-06,0.0,0.0,0.0
1749,2.9967501668742055e-06,0.0,0.0,0.0
1750,2.747029784343015e-06,0.0,0.0,0.0
1751,2.828203952682478e-06,0.0,0.0,0.0
1752,4.197167364899153e-06,0.0,0.0,0.0
1753,6.768964600009245e-06,0.0,0.0,0.0
1754,7.0329346856721846e-06,0.0,0.0,0.0
1755,5.353469597529121e-06,0.0,0.0,0.0
1756,6.839241856531382e-06,0.0,0.0,0.0
1757,7.77791889764298e-06,0.0,0.0,0.0
1758,8.079199720408983e-06,0.0,0.0,0.0
1759,8.782057355866918e-06,0.0,0.0,0.0
1760,6.749277255429271e-06,0.0,0.0,0.0
1761,8.632271698973324e-06,0.0,0.0,0.0
1762,8.657864425133863e-06,0.0,0.0,0.0
1763,7.674587160571328e-06,0.0,0.0,0.0
1764,7.218458547088501e-06,0.0,0.0,0.0
1765,7.68004952078627e-06,0.0,0.0,0.0
1766,7.058548265246957e-06,0.0,0.0,0.0
1767,7.293431638442728e-06,0.0,0.0,0.0
1768,6.5136990932452524e-06,0.0,0.0,0.0
1769,7.1943255274423535e-06,0.0,0.0,0.0
1770,8.29509430591965e-06,0.0,0.0,0.0
1771,8.892976893548621e-06,0.0,0.0,0.0
1772,9.408513895842979e-06,0.0,2.6360818290121254e-09,0.0
1773,1.0744660747669904e-05,0.0,7.826463540741964e-09,0.0
1774,1.4614981994652356e-05,0.0,1.3171389820091202e-08,0.0
1775,1.4987904835704415e-05,0.0,1.3171389820091202e-08,0.0
1776,1.6194011940180125e-05,2.712369503602271e-09,1.3171389820091202e-08,0.0
1777,1.931275905267934e-05,2.712369503602271e-09,1.3171389820091202e-08,0.0
1778,2.110309560521273e-05,2.712369503602271e-09,2.4295964605260323e-08,0.0
1779,2.2838839348488754e-05,2.712369503602271e-09,2.1659882776248196e-08,0.0
1780,2.2460100028963226e-05,2.712369503602271e-09,1.6469501064518355e-08,0.0
1781,1.9097074462998925e-05,2.712369503602271e-09,1.1124574785169119e-08,0.0
1782,1.934260100305047e-05,2.712369503602271e-09,1.759897522950788e-08,0.0
1783,1.934319035561722e-05,0.0,1.759897522950788e-08,0.0
1784,1.694160619081231e-05,0.0,1.759897522950788e-08,0.0
1785,1.594054953914435e-05,0.0,1.2946890036248857e-08,0.0
1786,1.5128776664953745e-05,1.3400983180287896e-09,1.2946890036248857e-08,0.0
1787,1.620729056282601e-05,1.3400983180287896e-09,1.2946890036248857e-08,0.0
1788,1.694295302253782e-05,2.6466503909107685e-09,1.2946890036248857e-08,0.0
1789,1.7932482088716434e-05,2.6466503909107685e-09,9.962644043071123e-09,0.0
1790,1.8441034626448527e-05,2.6466503909107685e-09,9.962644043071123e-09,0.0
1791,2.0050446047597298e-05,2.6466503909107685e-09,9.962644043071123e-09,0.0
1792,2.1011686060644153e-05,2.6466503909107685e-09,4.578416503063311e-09,0.0
1793,2.2378636588525425e-05,1.3065520728819786e-09,9.508526918214751e-09,0.0
1794,2.1770612615260427e-05,1.3065520728819786e-09,1.0506512485416612e-08,0.0
1795,2.4801614667272327e-05,0.0,1.1419784610008525e-08,0.0
1796,2.4843645795564434e-05,9.481616127158888e-10,9.825953384279273e-09,0.0
1797,2.5598252250347286e-05,9.481616127158888e-10,1.1526724336923572e-08,0.0
1798,2.5214275540617693e-05,9.481616127158888e-10,1.3262694434753745e-08,0.0
1799,2.7239087752864828e-05,9.481616127158888e-10,1.2775201975655039e-08,0.0
1800,2.7192867491976358e-05,9.481616127158888e-10,1.0315075143247604e-08,0.0
1801,2.7950539463615443e-05,9.481616127158888e-10,9.317089576045743e-09,0.0
1802,2.6814016954241587e-05,9.481616127158888e-10,1.1008578302908388e-08,0.0
1803,2.8299493351369165e-05,0.0,1.0516254914502302e-08,7.019999185128459e-10
1804,2.9446701384066338e-05,0.0,9.425639062905183e-09,1.0070774690364358e-09
1805,2.915840845422021e-05,0.0,1.0286444077475413e-08,1.0070774690364358e-09
1806,2.725974653523216e-05,0.0,1.0978425026207463e-08,1.0070774690364358e-09
1807,2.888054716874779e-05,2.092212276443612e-10,1.1019096238637109e-08,1.0070774690364358e-09
1808,2.8827250779223895e-05,2.092212276443612e-10,1.1019096238637109e-08,1.2424406582921067e-09
1809,2.9598610126413405e-05,2.092212276443612e-10,9.138034646432353e-09,1.2424406582921067e-09
1810,2.9030045490279527e-05,2.092212276443612e-10,7.951972461458671e-09,5.404407397792608e-10
1811,2.957589822472073e-05,2.092212276443612e-10,8.51373706454796e-09,4.697471300829648e-10
1812,3.217049327629086e-05,2.092212276443612e-10,1.1645960434109831e-08,4.697471300829648e-10
1813,3.448504373539306e-05,2.092212276443612e-10,1.1323106944135678e-08,4.697471300829648e-10
1814,3.431418190302793e-05,0.0,9.439326574346905e-09,4.697471300829648e-10
1815,3.5045379783176554e-05,0.0,9.825607993896313e-09,2.343839408272938e-10
1816,3.607696089602541e-05,0.0,1.1193808594330993e-08,2.343839408272938e-10
1817,3.666225451784807e-05,0.0,1.2346651510698945e-08,2.343839408272938e-10
1818,3.633422160679142e-05,0.0,1.1174731806562477e-08,0.0
1819,3.713018278566389e-05,1.5029744115935273e-10,7.5498975325518e-09,0.0
1820,3.69737278690861e-05,1.5029744115935273e-10,9.23314523250594e-09,1.4739693909859852e-09
1821,3.677428867376875e-05,1.5029744115935273e-10,1.1177355993144796e-08,1.4739693909859852e-09
1822,3.8610262501086777e-05,1.5029744115935273e-10,1.141491910518409e-08,1.4739693909859852e-09
1823,3.705264316522516e-05,1.5029744115935273e-10,1.0868109650325713e-08,1.4739693909859852e-09
1824,3.837128471267144e-05,1.5029744115935273e-10,1.0570289215345546e-08,1.4739693909859852e-09
1825,3.8940801459830254e-05,1.5029744115935273e-10,1.2722774897103558e-08,1.4739693909859852e-09
1826,3.792154841773611e-05,0.0,1.1448098405760935e-08,1.4739693909859852e-09
1827,3.782178568404301e-05,0.0,9.108665472672733e-09,0.0
1828,3.9018547665494096e-05,0.0,6.758238905010419e-09,0.0
1829,4.087826320236283e-05,0.0,8.73454278746014e-09,1.405485569197903e-10
1830,4.31415911797168e-05,0.0,8.047193245097617e-09,1.405485569197903e-10
1831,4.563294039274167e-05,0.0,8.367652967348046e-09,2.33443217137871e-10
1832,4.773924177113388e-05,0.0,7.662708039519422e-09,2.33443217137871e-10
1833,4.859560950925308e-05,0.0,8.400307354478847e-09,2.33443217137871e-10
1834,5.01300824648102e-05,0.0,9.249438310503827e-09,2.33443217137871e-10
1835,5.047007653047331e-05,0.0,1.1290931554798687e-08,2.33443217137871e-10
1836,4.8894746474356256e-05,0.0,1.1392985539109596e-08,9.289466021808072e-11
1837,4.809368952659757e-05,0.0,1.2393838463456826e-08,9.289466021808072e-11
1838,4.5954698829778605e-05,0.0,1.1840001804383097e-08,7.632574730972611e-11
1839,4.4519785920523903e-05,3.0312574672564097e-10,1.1908089815802571e-08,7.632574730972611e-11
1840,4.3959864082613164e-05,3.0312574672564097e-10,1.2608581670800082e-08,1.5191171336732216e-10
1841,4.26523744993444e-05,3.0312574672564097e-10,1.2845291116495413e-08,2.2188932437470855e-10
1842,4.2009314971177704e-05,6.072029545833857e-10,1.2346787021349265e-08,2.2188932437470855e-10
1843,4.163400548610038e-05,6.072029545833857e-10,1.0365904452263358e-08,2.2188932437470855e-10
1844,4.194887307156543e-05,6.072029545833857e-10,8.774442093541422e-09,2.2188932437470855e-10
1845,4.23861326583262e-05,6.072029545833857e-10,8.468769019387423e-09,1.4556357706498246e-10
1846,4.3077995152478774e-05,3.040772078577447e-10,8.714093795753847e-09,1.4556357706498246e-10
1847,4.479441746038252e-05,3.646826729486463e-10,9.29497187155245e-09,3.1239947137099277e-10
1848,4.660570526279376e-05,3.646826729486463e-10,1.0028239032828473e-08,2.4242186036360636e-10
1849,4.8649961952053544e-05,6.060546509090159e-11,1.105904723353035e-08,2.4242186036360636e-10
1850,4.939712536205272e-05,1.080753740469374e-10,1.1429535318185913e-08,2.4242186036360636e-10
1851,5.0782023338667515e-05,1.080753740469374e-10,1.2926690511656197e-08,2.4242186036360636e-10
1852,5.23198141308967e-05,1.080753740469374e-10,1.421299700155032e-08,2.929834311668092e-10
1853,5.380490568183761e-05,1.5633471501479741e-10,1.4430676463307788e-08,3.412427721346692e-10
1854,5.3785690397489816e-05,1.4623111055378502e-10,1.2945769789496353e-08,2.503264976258127e-10
1855,5.553436442694094e-05,1.9873285953383605e-10,1.31755291121749e-08,2.503264976258127e-10
1856,5.625978415732139e-05,2.98130468724876e-10,1.2120531245329857e-08,2.503264976258127e-10
1857,5.825457628816366e-05,3.469290132951386e-10,1.2713421299841748e-08,3.4659495115211113e-10
1858,5.976197020832582e-05,5.197395569478402e-10,1.1813187380685771e-08,3.4659495115211113e-10
1859,6.111376933404244e-05,5.806689454665051e-10,1.2125499334761765e-08,2.960333803489082e-10
1860,6.155979385117203e-05,5.934048133823414e-10,1.3196626902356456e-08,2.477740393810482e-10
1861,6.302456988903162e-05,7.123629860597955e-10,1.4262003768448852e-08,1.5275513393880098e-10
1862,6.291714765081582e-05,6.598612370797444e-10,1.407243756444489e-08,2.641916764721332e-10
1863,6.397050310624763e-05,6.082015089971447e-10,1.5197252345444667e-08,4.074053237625362e-10
1864,6.458877552566784e-05,5.59028176924262e-10,1.558473972096408e-08,3.111368702362378e-10
1865,6.615718718551631e-05,3.862176332715604e-10,1.6489749121717523e-08,3.995899722220031e-10
1866,6.555478362965264e-05,3.252882447528955e-10,1.5330492177310717e-08,4.438295921259185e-10
1867,6.558079517812334e-05,2.6429303586919927e-10,1.5003116463471348e-08,4.870420495477796e-10
1868,6.388902381461645e-05,9.4833002561856e-11,1.4142598711178574e-08,4.753670671383706e-10
1869,6.307127322153454e-05,9.4833002561856e-11,1.4265567520916583e-08,4.035164107613858e-10
1870,6.16968349537014e-05,8.933158181432889e-11,1.4104428101648279e-08,2.6030276347098283e-10
1871,6.047390187242334e-05,1.2338858506361865e-10,1.3533557005221804e-08,2.6030276347098283e-10
1872,5.795881640681598e-05,2.4624371589406936e-10,1.3525418499479462e-08,2.128013717620344e-10
1873,5.784877170559152e-05,4.022787262033692e-10,1.3644391902037763e-08,3.636055107796616e-10
1874,5.732970073170561e-05,4.022787262033692e-10,1.2948783505757028e-08,3.203930533578005e-10
1875,5.896899477063146e-05,4.022787262033692e-10,1.294486029479458e-08,3.5581141604496784e-10
1876,6.0045117736860577e-05,4.4061071061537605e-10,1.2565478181768088e-08,3.1622552988862044e-10
1877,6.133450525729651e-05,3.9837425025446294e-10,1.2099251759220157e-08,3.1622552988862044e-10
1878,6.214073800947517e-05,3.172221255517574e-10,1.2303349450348833e-08,3.1622552988862044e-10
1879,6.333597203982728e-05,1.943669947213067e-10,1.3300617242504944e-08,3.101876335152655e-10
1880,6.340842186805926e-05,3.833198441200685e-11,1.4641986670734956e-08,1.809172415053898e-10
1881,6.418094978601272e-05,3.833198441200685e-11,1.608742574075807e-08,3.3874521441847246e-10
1882,6.423501742704372e-05,1.0315114238958399e-10,1.7472211360265126e-08,2.5851515372821154e-10
1883,6.435569022349747e-05,1.2906441391814993e-10,1.7804196212572217e-08,3.227604096687843e-10
1884,6.420423077153308e-05,1.2906441391814993e-10,1.730641090753287e-08,3.227604096687843e-10
1885,6.478498939291708e-05,1.5808769174682372e-10,1.719727928316063e-08,3.517836874974581e-10
1886,6.598499541204157e-05,1.5808769174682372e-10,1.672894305621802e-08,5.099901869857046e-10
1887,6.701431993860751e-05,1.8572166027297499e-10,1.689292160124621e-08,4.442168200740377e-10
1888,7.024342422872516e-05,3.2073586643731137e-10,1.5688944746524872e-08,3.403945320057389e-10
1889,7.278007979039103e-05,2.5591670845973423e-10,1.619423097208385e-08,3.665654268220868e-10
1890,7.503681159245648e-05,2.6755852692136474e-10,1.7461747857185272e-08,3.782072452837174e-10
1891,7.729784868258451e-05,2.9316357873034246e-10,1.846236674651891e-08,5.062325023460648e-10
1892,7.989936213042321e-05,3.3155504928851695e-10,2.0394124738183043e-08,5.670955530564673e-10
1893,8.137195566502799e-05,4.6992509486873e-10,2.0179820227537804e-08,5.584686284849332e-10
1894,8.527319940705118e-05,4.422911263425787e-10,1.9548395029695646e-08,7.572945841844663e-10
1895,8.612387422804854e-05,3.7079054311066935e-10,2.0413495021338283e-08,1.0420282216459599e-09
1896,8.759694277874328e-05,5.258339497953607e-10,1.9769098738972194e-08,1.6747918210998795e-09
1897,8.988668456108176e-05,6.171376762794825e-10,1.9578237063301784e-08,1.7289420292268938e-09
1898,9.36090135447947e-05,6.817234633947424e-10,1.9399916213152276e-08,1.7632602917443713e-09
1899,9.541282530075737e-05,6.507365281547908e-10,1.8840744710400614e-08,2.0558660012477095e-09
1900,9.80166795281028e-05,5.665782961842122e-10,1.9891408520322784e-08,2.1243610680089985e-09
1901,9.799968912765118e-05,7.208084803636946e-10,2.099270776259995e-08,2.2168587759147887e-09
1902,9.930353553500026e-05,1.0877521145718256e-09,1.985669076784039e-08,2.549632774747782e-09
1903,0.00010088846673690049,1.028343572993608e-09,2.0282175431215625e-08,2.384811760767848e-09
1904,0.00010251951815527198,9.56275213776741e-10,2.0619150069884588e-08,3.2059988473522237e-09
1905,0.00010269043663616426,9.728124139574135e-10,2.0268525397731148e-08,3.6687766792807354e-09
1906,0.00010556206689216197,1.138079420386668e-09,1.931660672685861e-08,3.844824141603047e-09
1907,0.00010881190662205751,1.2010689982260609e-09,1.828536712521002e-08,4.368294900406308e-09
1908,0.0001138086330943874,1.2938789801480205e-09,1.8347075731688685e-08,4.790642834809741e-09
1909,0.00011862235468080533,9.736697955834268e-10,1.900948884018102e-08,4.904647005992453e-09
1910,0.00012421894643921405,9.055827100106534e-10,1.845975080730763e-08,4.837524095587956e-09
1911,0.000130039439162439,9.083057936739739e-10,1.776085843476137e-08,4.459394948546398e-09
1912,0.00013690589548787102,1.0177893746053458e-09,1.89517927700373e-08,4.324353256432037e-09
1913,0.00014283127217952694,8.446903930283054e-10,2.01518763580972e-08,4.952541043934389e-09
1914,0.00014741520655141876,9.321198535250375e-10,2.1053281784588762e-08,4.87767331287208e-09
1915,0.00015096423781609962,7.807120228076059e-10,2.1462502632272973e-08,5.1362637952325125e-09
1916,0.00015505592455156147,7.156195358515305e-10,2.2701200157777228e-08,5.419428588433155e-09
1917,0.00015634943390198584,8.975577721535646e-10,2.3744142905814314e-08,5.816416364418891e-09
1918,0.00015794120346462087,1.0729368009134076e-09,2.4433402095220506e-08,6.307458809219822e-09
1919,0.00015689936325153603,9.135481676691981e-10,2.5009281756638302e-08,6.556077966227544e-09
1920,0.00015459506955396916,9.313556394362011e-10,2.5156489970510976e-08,6.297416873682746e-09
1921,0.0001539559182544638,8.110596123283337e-10,2.62644044925407e-08,6.4391736387392484e-09
