ngram,pause,puse,pase,pause
1664,2.2308601290075913e-06,3.9302981187055204e-08,8.578281957787632e-08,2.2308601290075913e-06
1665,2.4763617960031425e-06,3.9302981187055204e-08,3.2167185232927816e-08,2.4763617960031425e-06
1666,1.6555774128132076e-06,3.9302981187055204e-08,7.989679521155527e-08,1.6555774128132076e-06
1667,1.3539723551860204e-06,3.9302981187055204e-08,7.989679521155527e-08,1.3539723551860204e-06
1668,1.922764170103619e-06,3.9302981187055204e-08,1.236500111190253e-07,1.922764170103619e-06
1669,1.80962714629069e-06,3.9302981187055204e-08,1.236500111190253e-07,1.80962714629069e-06
1670,2.1304238576444083e-06,3.9302981187055204e-08,1.622991793023435e-07,2.1304238576444083e-06
1671,2.0893857676388246e-06,0.0,1.622991793023435e-07,2.0893857676388246e-06
1672,1.8842564486476476e-06,0.0,2.1150038216027107e-07,1.8842564486476476e-06
1673,2.150759842477003e-06,0.0,2.0583220004612356e-07,2.150759842477003e-06
1674,2.1839160402643235e-06,0.0,2.3836272435216544e-07,2.1839160402643235e-06
1675,1.9926277364642634e-06,0.0,2.289280079789283e-07,1.9926277364642634e-06
1676,2.0745515030284878e-06,0.0,2.289280079789283e-07,2.0745515030284878e-06
1677,1.8895770088939962e-06,0.0,2.238650377453918e-07,1.8895770088939962e-06
1678,2.095305295110198e-06,3.983714285433442e-08,2.4378360917255903e-07,2.095305295110198e-06
1679,2.8475006469566973e-06,3.983714285433442e-08,2.1765417557162436e-07,2.8475006469566973e-06
1680,2.8269351852421617e-06,5.793907169910588e-08,1.7962942016375954e-07,2.8269351852421617e-06
1681,3.004053269251017e-06,5.793907169910588e-08,1.91850590778943e-07,3.004053269251017e-06
1682,2.8886431826841933e-06,5.793907169910588e-08,2.3817622312500524e-07,2.8886431826841933e-06
1683,2.981663880875983e-06,5.793907169910588e-08,2.823106797222863e-07,2.981663880875983e-06
1684,2.9846977440683986e-06,5.793907169910588e-08,3.36389222508972e-07,2.9846977440683986e-06
1685,2.4875952249203692e-06,1.8101928844771464e-08,3.9729397777981443e-07,2.4875952249203692e-06
1686,1.6983130828001386e-06,4.5731135449906494e-08,4.018514151279565e-07,1.6983130828001386e-06
1687,1.5372787142301344e-06,2.762920660513503e-08,3.656475574384136e-07,1.5372787142301344e-06
1688,1.1605690620594293e-06,2.762920660513503e-08,3.6748744085863496e-07,1.1605690620594293e-06
1689,1.0563314845057903e-06,2.762920660513503e-08,3.499856485892191e-07,1.0563314845057903e-06
1690,1.165389984894968e-06,2.762920660513503e-08,3.4739177376000694e-07,1.165389984894968e-06
1691,1.132101293218771e-06,2.762920660513503e-08,2.597270330235395e-07,1.132101293218771e-06
1692,1.1424879338457167e-06,2.762920660513503e-08,2.025717508656401e-07,1.1424879338457167e-06
1693,1.376834250420091e-06,0.0,2.376449320503785e-07,1.376834250420091e-06
1694,1.3095760940424434e-06,0.0,2.6203048264505924e-07,1.3095760940424434e-06
1695,1.4955153996457478e-06,1.550680346034434e-08,3.394933319863672e-07,1.4955153996457478e-06
1696,1.54235684541553e-06,9.423653019829154e-08,2.920969381291018e-07,1.54235684541553e-06
1697,1.7856458660909475e-06,9.423653019829154e-08,2.7994465564721137e-07,1.7856458660909475e-06
1698,1.8840365295805635e-06,1.0460780077080147e-07,2.9031592621972126e-07,1.8840365295805635e-06
1699,2.126701360793959e-06,1.0460780077080147e-07,2.9278696242077527e-07,2.126701360793959e-06
1700,2.0028017096202736e-06,1.0460780077080147e-07,3.0807169082436303e-07,2.0028017096202736e-06
1701,2.1952622871270122e-06,1.0460780077080147e-07,3.223531775477438e-07,2.1952622871270122e-06
1702,2.1079023814049184e-06,8.910099731045712e-08,3.0616518691723673e-07,2.1079023814049184e-06
1703,1.9915347674473845e-06,1.0371270572509924e-08,3.6770771113684274e-07,1.9915347674473845e-06
1704,2.101968927295924e-06,1.9033037241505165e-08,3.9029000983451366e-07,2.101968927295924e-06
1705,2.0978922309820647e-06,8.66176666899524e-09,4.165499579552748e-07,2.0978922309820647e-06
1706,3.179721529379874e-06,1.9737149565506636e-08,4.3471240880015624e-07,3.179721529379874e-06
1707,3.1653497428253885e-06,1.9737149565506636e-08,4.053351046552832e-07,3.1653497428253885e-06
1708,3.203306464781365e-06,1.9737149565506636e-08,4.148974020219092e-07,3.203306464781365e-06
1709,3.396344425254938e-06,3.1762165722934044e-08,3.3108099728451634e-07,3.396344425254938e-06
1710,3.445734932938649e-06,3.1762165722934044e-08,3.398676418393214e-07,3.445734932938649e-06
1711,2.9410700790322153e-06,3.2792727771331035e-08,3.26666358725041e-07,2.9410700790322153e-06
1712,2.7515376846817422e-06,3.2792727771331035e-08,3.878059179182206e-07,2.7515376846817422e-06
1713,1.5291276603030774e-06,2.171734487481964e-08,3.8677644706045354e-07,1.5291276603030774e-06
1714,1.7532584187003003e-06,2.171734487481964e-08,4.5302595757285804e-07,1.7532584187003003e-06
1715,1.6177789185738739e-06,2.171734487481964e-08,4.840530932272356e-07,1.6177789185738739e-06
1716,1.6491614230419925e-06,9.692328717392229e-09,5.219877680571829e-07,1.6491614230419925e-06
1717,1.8247388717489749e-06,9.692328717392229e-09,4.970438973422071e-07,1.8247388717489749e-06
1718,1.9734196062667512e-06,0.0,5.047251201111586e-07,1.9734196062667512e-06
1719,2.081752053787308e-06,0.0,4.662181822823186e-07,2.081752053787308e-06
1720,2.3164145821803165e-06,0.0,4.954351473835621e-07,2.3164145821803165e-06
1721,2.1134536284859806e-06,1.7520116151510072e-08,4.068559990498345e-07,2.1134536284859806e-06
1722,2.1991667478817234e-06,1.7520116151510072e-08,4.5896850256862566e-07,2.1991667478817234e-06
1723,2.2214212387033124e-06,2.3695292331435018e-08,4.278596768309788e-07,2.2214212387033124e-06
1724,2.1312185611220358e-06,2.3695292331435018e-08,4.0195395050497087e-07,2.1312185611220358e-06
1725,2.0537323734970414e-06,2.3695292331435018e-08,4.584447574578527e-07,2.0537323734970414e-06
1726,2.0290434414554122e-06,3.008279035400717e-08,4.3750590350555285e-07,2.0290434414554122e-06
1727,1.785517854711673e-06,3.008279035400717e-08,4.2660132188692454e-07,1.785517854711673e-06
1728,1.9076525989346138e-06,1.2562674202497095e-08,4.3919850562750593e-07,1.9076525989346138e-06
1729,1.8907105316299879e-06,1.2562674202497095e-08,4.097811593542896e-07,1.8907105316299879e-06
1730,1.9841834923032105e-06,6.3874980225721495e-09,5.425700351224805e-07,1.9841834923032105e-06
1731,1.8864898428156657e-06,6.3874980225721495e-09,6.188123506944976e-07,1.8864898428156657e-06
1732,1.761351865882586e-06,6.3874980225721495e-09,6.34782955850304e-07,1.761351865882586e-06
1733,1.7562093392241098e-06,0.0,6.807552007817971e-07,1.7562093392241098e-06
1734,1.7984534192042441e-06,0.0,7.327288520692881e-07,1.7984534192042441e-06
1735,1.6748995709089546e-06,6.466926042289092e-09,7.779215301135472e-07,1.6748995709089546e-06
1736,1.5624812996455667e-06,1.1979251114878155e-08,8.082657002108005e-07,1.5624812996455667e-06
1737,1.3697306258109165e-06,1.1979251114878155e-08,7.415037381568774e-07,1.3697306258109165e-06
1738,1.436542886170043e-06,2.296288365804295e-08,7.343804132428236e-07,1.436542886170043e-06
1739,1.4194158178984902e-06,3.911746659923665e-08,6.994722931657244e-07,1.4194158178984902e-06
1740,1.6167729687107827e-06,3.911746659923665e-08,7.948697446278987e-07,1.6167729687107827e-06
1741,1.6836058551104673e-06,3.911746659923665e-08,7.466665091929567e-07,1.6836058551104673e-06
1742,1.7888868179787615e-06,3.265054055694756e-08,7.837665439832822e-07,1.7888868179787615e-06
1743,1.7652621490274863e-06,2.7138215484358496e-08,7.285218950008649e-07,1.7652621490274863e-06
1744,2.176064469949779e-06,2.7138215484358496e-08,7.43220612418684e-07,2.176064469949779e-06
1745,2.2615602363527742e-06,1.61545829411937e-08,7.083034379970091e-07,2.2615602363527742e-06
1746,2.4482095974625347e-06,0.0,6.691014026013622e-07,2.4482095974625347e-06
1747,2.720180280643295e-06,0.0,5.517939963998028e-07,2.720180280643295e-06
1748,2.741696391694859e-06,0.0,5.592337767471431e-07,2.741696391694859e-06
1749,2.960109173143012e-06,0.0,5.223034764055358e-07,2.960109173143012e-06
1750,3.3824904741257863e-06,6.597462893458734e-09,5.244218844576867e-07,3.3824904741257863e-06
1751,3.1464843297206765e-06,6.597462893458734e-09,4.984797011989681e-07,3.1464843297206765e-06
1752,3.367794533915003e-06,6.597462893458734e-09,5.265171247564078e-07,3.367794533915003e-06
1753,3.6730492151296597e-06,6.597462893458734e-09,5.672143207188388e-07,3.6730492151296597e-06
1754,3.509424004732864e-06,6.597462893458734e-09,5.717721437901803e-07,3.509424004732864e-06
1755,3.865814733217121e-06,6.597462893458734e-09,5.760436587414526e-07,3.865814733217121e-06
1756,3.931979108529049e-06,6.597462893458734e-09,5.464423590443143e-07,3.931979108529049e-06
1757,3.9507826516325754e-06,3.045123264655558e-09,5.464460051436098e-07,3.9507826516325754e-06
1758,3.9868691926260776e-06,6.1527080573244214e-09,5.167232026386565e-07,3.9868691926260776e-06
1759,5.317695825267167e-06,6.1527080573244214e-09,4.957919372827746e-07,5.317695825267167e-06
1760,5.299359957332074e-06,6.1527080573244214e-09,4.874725862334474e-07,5.299359957332074e-06
1761,5.463615057773755e-06,6.1527080573244214e-09,4.843655371392483e-07,5.463615057773755e-06
1762,5.957868649732388e-06,6.1527080573244214e-09,4.58268439323157e-07,5.957868649732388e-06
1763,5.912241704209009e-06,6.1527080573244214e-09,4.3485538826969007e-07,5.912241704209009e-06
1764,6.138460386344897e-06,5.918264481660376e-09,4.090850995096064e-07,6.138460386344897e-06
1765,6.042318773324951e-06,5.758088101564291e-09,4.3272859581325716e-07,6.042318773324951e-06
1766,4.777047284473415e-06,5.758088101564291e-09,4.2081509629302414e-07,4.777047284473415e-06
1767,4.76113801336656e-06,5.758088101564291e-09,4.0841450957681704e-07,4.76113801336656e-06
1768,4.852786105402629e-06,5.758088101564291e-09,3.740807963075505e-07,4.852786105402629e-06
1769,4.727820493956512e-06,5.758088101564291e-09,3.5966685629773565e-07,4.727820493956512e-06
1770,4.89527483945754e-06,8.641009685561585e-09,3.9186571143545734e-07,4.89527483945754e-06
1771,5.239965275904979e-06,5.830329996570072e-09,4.1480946931317574e-07,5.239965275904979e-06
1772,6.565419555824649e-06,5.5190034130094185e-09,3.879510838292585e-07,6.565419555824649e-06
1773,6.761235778997486e-06,5.5190034130094185e-09,3.9080605266203096e-07,6.761235778997486e-06
1774,6.787770027066082e-06,5.5190034130094185e-09,4.035284299724091e-07,6.787770027066082e-06
1775,6.837121938068387e-06,5.5190034130094185e-09,4.173544303804582e-07,6.837121938068387e-06
1776,7.042616029398882e-06,5.5190034130094185e-09,4.160601179137302e-07,7.042616029398882e-06
1777,7.004920202494499e-06,5.554132138334873e-09,3.993246480149537e-07,7.004920202494499e-06
1778,9.152148842466496e-06,5.554132138334873e-09,3.61913988302019e-07,9.152148842466496e-06
1779,8.192533057029192e-06,2.9180503093227473e-09,3.501793222377663e-07,8.192533057029192e-06
1780,8.757057262950444e-06,7.616330931016689e-09,3.5552770733764713e-07,8.757057262950444e-06
1781,8.98929368174452e-06,7.616330931016689e-09,3.143640989427305e-07,8.98929368174452e-06
1782,9.21437432615286e-06,9.774464412462943e-09,3.5088470034289845e-07,9.21437432615286e-06
1783,8.938683030074962e-06,9.774464412462943e-09,3.830364667984603e-07,8.938683030074962e-06
1784,9.295290705527545e-06,6.856414103140196e-09,3.896107695514469e-07,9.295290705527545e-06
1785,7.83276579698265e-06,8.474536501117719e-09,3.862734518276868e-07,7.83276579698265e-06
1786,7.853268016333459e-06,1.1154733137175299e-08,3.8816962647355726e-07,7.853268016333459e-06
1787,7.4565348638446134e-06,6.456452515481357e-09,3.565988119394855e-07,7.4565348638446134e-06
1788,7.542035226444048e-06,1.8215421171419166e-08,3.8428204415400356e-07,7.542035226444048e-06
1789,7.556616375430687e-06,1.605728768997291e-08,3.521298838547539e-07,7.556616375430687e-06
1790,7.570849252910453e-06,1.605728768997291e-08,3.2780639815298075e-07,7.570849252910453e-06
1791,7.557523011720539e-06,1.71432539275429e-08,3.2558370272844126e-07,7.557523011720539e-06
1792,7.241671872699433e-06,1.7701655633369943e-08,3.400450623303186e-07,7.241671872699433e-06
1793,7.587614813279028e-06,1.5021458997312365e-08,3.454769991354364e-07,7.587614813279028e-06
1794,7.993739537986194e-06,1.7017430131716083e-08,3.391539605347914e-07,7.993739537986194e-06
1795,8.097525681348219e-06,5.258461475778274e-09,3.043576149203935e-07,8.097525681348219e-06
1796,8.957395103997051e-06,5.258461475778274e-09,2.9079265573273005e-07,8.957395103997051e-06
1797,1.0066102277050959e-05,6.39230877754114e-09,2.74348981374065e-07,1.0066102277050959e-05
1798,1.0778133141034882e-05,5.88499921810077e-09,2.586066269064499e-07,1.0778133141034882e-05
1799,1.086942484107567e-05,6.712322951431458e-09,2.3017427760610838e-07,1.086942484107567e-05
1800,1.098409822069308e-05,7.947314742803461e-09,1.942091115227283e-07,1.098409822069308e-05
1801,1.1221119686004905e-05,6.415684079235413e-09,1.7460285407975918e-07,1.1221119686004905e-05
1802,1.1877917261569695e-05,6.849810877237619e-09,1.6665035827502705e-07,1.1877917261569695e-05
1803,1.1905475210889044e-05,8.604810705240392e-09,1.4971553647618358e-07,1.1905475210889044e-05
1804,1.135121653663061e-05,8.691273605571886e-09,1.4961187235128038e-07,1.135121653663061e-05
1805,1.1094950033501455e-05,1.019003694123301e-08,1.4495575888824013e-07,1.1094950033501455e-05
1806,1.0863165308754625e-05,7.444739206060749e-09,1.3780685951100429e-07,1.0863165308754625e-05
1807,1.1257626933261885e-05,8.3019596594117e-09,1.4324074726346225e-07,1.1257626933261885e-05
1808,1.121874850338957e-05,1.1132703774714109e-08,1.4604047647383466e-07,1.121874850338957e-05
1809,1.0953046772296407e-05,1.1603201034913826e-08,1.329098811960908e-07,1.0953046772296407e-05
1810,1.039924596365641e-05,1.050201414720675e-08,1.242104522093866e-07,1.039924596365641e-05
1811,1.0378446989177195e-05,9.984855767594273e-09,1.0563775885787305e-07,1.0378446989177195e-05
1812,1.0620684536531502e-05,1.0055810184539382e-08,8.40667279281401e-08,1.0620684536531502e-05
1813,1.077814912215607e-05,1.1155115878632874e-08,7.676516032363776e-08,1.077814912215607e-05
1814,1.0866914115987519e-05,1.0316652484679674e-08,6.775759788167437e-08,1.0866914115987519e-05
1815,1.0897745336738548e-05,7.987271479135773e-09,5.6394557848956795e-08,1.0897745336738548e-05
1816,1.1219398142462264e-05,7.84333829630311e-09,5.319743172955376e-08,1.1219398142462264e-05
1817,1.2196026805863117e-05,7.360872927059907e-09,4.983829019319533e-08,1.2196026805863117e-05
1818,1.3083126240027404e-05,7.373860569767235e-09,4.706124708978418e-08,1.3083126240027404e-05
1819,1.3302140879594454e-05,6.127270817708157e-09,4.5505205698808434e-08,1.3302140879594454e-05
1820,1.3905068044550717e-05,5.506399717144664e-09,4.74665777159901e-08,1.3905068044550717e-05
1821,1.4201634127987615e-05,4.895422162880842e-09,4.576081938775392e-08,1.4201634127987615e-05
1822,1.4790866251652396e-05,5.426945432723025e-09,4.8233793340354425e-08,1.4790866251652396e-05
1823,1.5156284851920126e-05,5.930419457099236e-09,4.9329201548938984e-08,1.5156284851920126e-05
1824,1.4949231886670791e-05,6.4296719694466125e-09,4.9151215161405814e-08,1.4949231886670791e-05
1825,1.4475484152041776e-05,6.979700500104562e-09,5.13029791347565e-08,1.4475484152041776e-05
1826,1.4510127454871378e-05,7.025901765140523e-09,4.8883531381501855e-08,1.4510127454871378e-05
1827,1.4449971006667641e-05,6.498058281932475e-09,4.340489263248466e-08,1.4449971006667641e-05
1828,1.4517983670105292e-05,6.186274920898833e-09,4.328515501583752e-08,1.4517983670105292e-05
1829,1.4010872551547696e-05,5.040419446901621e-09,3.819843844407192e-08,1.4010872551547696e-05
1830,1.4317601068926575e-05,3.966863631228128e-09,3.711437557285535e-08,1.4317601068926575e-05
