ngram,pause,puse,pase,pause
1831,1.4423936071190318e-05,3.760736833058331e-09,3.884035036451548e-08,1.4423936071190318e-05
1832,1.4737272327433207e-05,3.260913983282876e-09,3.345501310901357e-08,1.4737272327433207e-05
1833,1.5005862223915756e-05,4.457362764601466e-09,5.401032776575221e-08,1.5005862223915756e-05
1834,1.5141890928914239e-05,7.404508974216486e-09,5.69121117217313e-08,1.5141890928914239e-05
1835,1.5267779287699212e-05,8.246488666533277e-09,5.5155936326148746e-08,1.5267779287699212e-05
1836,1.5923527826089412e-05,8.495606726047607e-09,6.226893096388559e-08,1.5923527826089412e-05
1837,1.5577944005989203e-05,9.776384463882387e-09,6.23467866540344e-08,1.5577944005989203e-05
1838,1.5662555337517654e-05,9.998842896509684e-09,6.37489006345098e-08,1.5662555337517654e-05
1839,1.579918638786434e-05,1.158172231135219e-08,7.10357984498192e-08,1.579918638786434e-05
1840,1.563041496410733e-05,1.1024592857670053e-08,5.21122106736779e-08,1.563041496410733e-05
1841,1.569331457825943e-05,8.778014378866113e-09,5.24082613497155e-08,1.569331457825943e-05
1842,1.5570048292699668e-05,8.091570270961159e-09,5.77347617333349e-08,1.5570048292699668e-05
1843,1.547902164540054e-05,7.884528014605913e-09,5.427895390295946e-08,1.547902164540054e-05
1844,1.5551381303729223e-05,7.014186882108626e-09,5.2985102020183406e-08,1.5551381303729223e-05
1845,1.5484346606951605e-05,6.927904028231069e-09,4.92325923521061e-08,1.5484346606951605e-05
1846,1.5215379919806895e-05,5.36132547880795e-09,4.9118126962558306e-08,1.5215379919806895e-05
1847,1.5354266127230532e-05,4.6224967345917125e-09,4.6754569485837494e-08,1.5354266127230532e-05
1848,1.5246103950110929e-05,4.6424782748236535e-09,4.5310843585103355e-08,1.5246103950110929e-05
1849,1.5444579730683472e-05,5.929359416155324e-09,4.0109986443326306e-08,1.5444579730683472e-05
1850,1.5444037671841215e-05,6.4378404829312785e-09,3.971192314671563e-08,1.5444037671841215e-05
1851,1.5446726657890914e-05,7.136795408614814e-09,4.14042286170765e-08,1.5446726657890914e-05
1852,1.5277107585071853e-05,7.345131677486247e-09,4.161675042675077e-08,1.5277107585071853e-05
1853,1.5283709607112022e-05,7.141597789330132e-09,4.3054675761108485e-08,1.5283709607112022e-05
1854,1.529539765345232e-05,7.1516529206608735e-09,4.5155320244865445e-08,1.529539765345232e-05
1855,1.5144668915516896e-05,7.061990421013726e-09,4.367887156726218e-08,1.5144668915516896e-05
1856,1.4752295230989279e-05,6.332260684059423e-09,4.64098638884382e-08,1.4752295230989279e-05
1857,1.464916346906518e-05,6.441151167990711e-09,4.2951564590712876e-08,1.464916346906518e-05
1858,1.4382527556985483e-05,5.717185708980261e-09,4.299175288784747e-08,1.4382527556985483e-05
1859,1.4496997209789697e-05,5.8830707924276535e-09,4.337649198557106e-08,1.4496997209789697e-05
1860,1.436757897213933e-05,6.6458532645339935e-09,3.970015503641987e-08,1.436757897213933e-05
1861,1.4166617672474655e-05,6.2392150493703215e-09,3.7472417803639605e-08,1.4166617672474655e-05
1862,1.4236913297541573e-05,1.698858774292132e-08,4.4957032128780024e-08,1.4236913297541573e-05
1863,1.4242650649975985e-05,1.7663476522703344e-08,4.382781832695011e-08,1.4242650649975985e-05
1864,1.4081558869552932e-05,1.7217799249838857e-08,4.6097367954546694e-08,1.4081558869552932e-05
1865,1.4231738272688485e-05,1.7437842027488515e-08,4.734746994472516e-08,1.4231738272688485e-05
1866,1.3969388549282615e-05,1.7347764240988843e-08,4.8871174028265937e-08,1.3969388549282615e-05
1867,1.3932390694597935e-05,1.7388668283047082e-08,4.785561001442927e-08,1.3932390694597935e-05
1868,1.3793303358917391e-05,1.7788197074050264e-08,4.899651275179297e-08,1.3793303358917391e-05
1869,1.3486047854322741e-05,7.109271774449358e-09,4.3512150073508696e-08,1.3486047854322741e-05
1870,1.341993135741047e-05,6.277673745915178e-09,4.250326211620502e-08,1.341993135741047e-05
1871,1.3255172494349868e-05,6.686357753185998e-09,4.436134253588924e-08,1.3255172494349868e-05
1872,1.3074960017027998e-05,6.95502430251135e-09,4.4395938861693396e-08,1.3074960017027998e-05
1873,1.2954388434341776e-05,6.655363181197669e-09,4.226692545168069e-08,1.2954388434341776e-05
1874,1.2701627253721068e-05,5.9084159786948476e-09,4.302673062284157e-08,1.2701627253721068e-05
1875,1.2494159299032098e-05,5.698834229913732e-09,4.36665814618209e-08,1.2494159299032098e-05
1876,1.2413708775836443e-05,5.55499855638329e-09,4.363182424884014e-08,1.2413708775836443e-05
1877,1.2322513612161856e-05,5.1923079803982225e-09,4.45342957432006e-08,1.2322513612161856e-05
1878,1.2207666259200778e-05,4.980475079971061e-09,3.99793389505021e-08,1.2207666259200778e-05
1879,1.213552942707403e-05,4.788575948465125e-09,3.7551619972272677e-08,1.213552942707403e-05
1880,1.2097141864485042e-05,5.3873652840406655e-09,3.851640454196773e-08,1.2097141864485042e-05
1881,1.2056384028775418e-05,5.951006417806834e-09,3.6330453819946995e-08,1.2056384028775418e-05
1882,1.1979783006868924e-05,5.795309629011822e-09,3.579041799436514e-08,1.1979783006868924e-05
1883,1.1773364998849242e-05,6.3456976816058025e-09,3.374200779100127e-08,1.1773364998849242e-05
1884,1.1492822652923809e-05,7.041858905511487e-09,3.1197958756073215e-08,1.1492822652923809e-05
1885,1.1380541634155503e-05,6.860331921590809e-09,3.208981702584879e-08,1.1380541634155503e-05
1886,1.1152975925402383e-05,6.842733681265502e-09,3.2754043540908894e-08,1.1152975925402383e-05
1887,1.092484451094476e-05,7.095779392634378e-09,3.3151885046679904e-08,1.092484451094476e-05
1888,1.0745362747651857e-05,6.787380625792951e-09,3.52088210015771e-08,1.0745362747651857e-05
1889,1.076771280038104e-05,7.505098066827389e-09,3.881290285992886e-08,1.076771280038104e-05
1890,1.0942246912496298e-05,7.2757849903634255e-09,3.928375034791186e-08,1.0942246912496298e-05
1891,1.0963393184023776e-05,6.772290093794351e-09,3.9544317534786644e-08,1.0963393184023776e-05
1892,1.0872777238546405e-05,6.7760856608296245e-09,3.89080051986314e-08,1.0872777238546405e-05
1893,1.090574772076382e-05,6.520442091024441e-09,3.836536878663667e-08,1.090574772076382e-05
1894,1.0802602836130453e-05,5.7241371642646754e-09,3.740041064150189e-08,1.0802602836130453e-05
1895,1.081553117338834e-05,5.531693198739569e-09,3.4661200893586804e-08,1.081553117338834e-05
1896,1.1006900812000303e-05,4.889864386419569e-09,4.815809617753075e-08,1.1006900812000303e-05
1897,1.1102383203771232e-05,4.712410715614266e-09,4.669335369149914e-08,1.1102383203771232e-05
1898,1.1043303207510949e-05,4.644843367072684e-09,4.621984725109282e-08,1.1043303207510949e-05
1899,1.1001661083095574e-05,4.953063610051751e-09,4.7253092613378355e-08,1.1001661083095574e-05
1900,1.0802332326420583e-05,4.660660333856624e-09,4.7247557992997306e-08,1.0802332326420583e-05
1901,1.0735631154342887e-05,4.945380010263583e-09,4.791797536540798e-08,1.0735631154342887e-05
1902,1.054691659062103e-05,4.780497172721507e-09,5.0158683555829546e-08,1.054691659062103e-05
1903,9.98010143250992e-06,4.871969779988003e-09,3.2872283688740415e-08,9.98010143250992e-06
1904,9.518378257260857e-06,4.405613493066848e-09,3.4767585128341645e-08,9.518378257260857e-06
1905,9.214060420552933e-06,4.564323109944115e-09,3.4505465913119744e-08,9.214060420552933e-06
1906,9.02133966259758e-06,4.044201386475623e-09,3.4382520703551174e-08,9.02133966259758e-06
1907,8.840468970967258e-06,4.249757212804184e-09,3.468380858708185e-08,8.840468970967258e-06
1908,8.60694737119567e-06,3.996874355292692e-09,3.3814821926674606e-08,8.60694737119567e-06
1909,8.564806843683723e-06,4.097033791593065e-09,3.3262918514813985e-08,8.564806843683723e-06
1910,8.418168233349985e-06,4.269962256791311e-09,3.2557827671959265e-08,8.418168233349985e-06
1911,8.206683625238448e-06,4.385174794714024e-09,3.158972537521874e-08,8.206683625238448e-06
1912,8.034424873975305e-06,4.225725959626305e-09,3.249225599688543e-08,8.034424873975305e-06
1913,7.82882014911073e-06,4.29660177278127e-09,3.1266826588145184e-08,7.82882014911073e-06
1914,7.727261423237256e-06,4.543903158500078e-09,2.9969661799863645e-08,7.727261423237256e-06
1915,7.599126547574997e-06,4.206118088743795e-09,2.98396791720279e-08,7.599126547574997e-06
1916,7.356611734264464e-06,4.144162441781824e-09,2.8205572480796296e-08,7.356611734264464e-06
1917,7.31257491029932e-06,3.946187091382772e-09,2.7389615654880928e-08,7.31257491029932e-06
1918,7.266190160797643e-06,4.005420090840468e-09,2.7441119852613027e-08,7.266190160797643e-06
1919,7.362171020629051e-06,3.640900152796738e-09,2.7273753541326836e-08,7.362171020629051e-06
1920,7.469830571998111e-06,3.8705126722707715e-09,2.9126835800395512e-08,7.469830571998111e-06
1921,7.544690691117596e-06,3.70079896886263e-09,3.093421493563905e-08,7.544690691117596e-06
1922,7.832170077952988e-06,4.018170780233683e-09,3.257295182785518e-08,7.832170077952988e-06
1923,7.965517852426274e-06,3.81450166691317e-09,3.410242957865453e-08,7.965517852426274e-06
1924,8.011350408716161e-06,3.381415861599838e-09,3.65835930438152e-08,8.011350408716161e-06
1925,8.040555323012605e-06,3.637262253291291e-09,3.667795413418519e-08,8.040555323012605e-06
1926,8.08532610920208e-06,4.178374011866635e-09,3.716645023489816e-08,8.08532610920208e-06
1927,8.04713083977861e-06,4.142200598395667e-09,3.778798835745485e-08,8.04713083977861e-06
1928,7.84439602544548e-06,4.441426766048957e-09,3.759482376202479e-08,7.84439602544548e-06
1929,7.600103214956887e-06,4.5984872893661026e-09,3.9446168236574e-08,7.600103214956887e-06
1930,7.462094020281386e-06,5.1831443422959265e-09,4.002908886897265e-08,7.462094020281386e-06
1931,7.356718145144571e-06,5.538665335892899e-09,4.0282963758337635e-08,7.356718145144571e-06
1932,7.313156077413753e-06,5.657485020143278e-09,4.065214958310597e-08,7.313156077413753e-06
1933,7.169623846233922e-06,5.480938813917646e-09,4.086779828834811e-08,7.169623846233922e-06
1934,7.024405346913097e-06,5.3610253379434065e-09,4.046017869947198e-08,7.024405346913097e-06
1935,6.9446696865530356e-06,5.071458364369619e-09,4.139650247988616e-08,6.9446696865530356e-06
1936,6.790468822665778e-06,4.827623507302243e-09,3.9662939091808114e-08,6.790468822665778e-06
1937,6.663206672133778e-06,4.1888586250442876e-09,4.2255486221165484e-08,6.663206672133778e-06
1938,6.489155501705162e-06,4.181771659109554e-09,4.592975295330299e-08,6.489155501705162e-06
1939,6.280785393235939e-06,3.5621657052636077e-09,4.680463965606967e-08,6.280785393235939e-06
1940,6.077529438438692e-06,3.532523511801904e-09,4.894573483024292e-08,6.077529438438692e-06
1941,6.004719645196539e-06,3.5121766764742037e-09,4.805183755658098e-08,6.004719645196539e-06
1942,5.926504919833471e-06,4.057943790515748e-09,4.830372698653004e-08,5.926504919833471e-06
1943,5.944217718933942e-06,3.857339654038989e-09,4.6867853090556566e-08,5.944217718933942e-06
1944,5.953167601546738e-06,4.055371530650323e-09,4.236165475544697e-08,5.953167601546738e-06
1945,5.966596875493581e-06,3.8681842491022115e-09,3.63296432936977e-08,5.966596875493581e-06
1946,5.968875874324502e-06,3.858832174431979e-09,3.548728929761832e-08,5.968875874324502e-06
1947,6.037615159064964e-06,3.6371613022976946e-09,3.20013057323162e-08,6.037615159064964e-06
1948,6.0270468955942694e-06,3.5169470193250974e-09,3.089070586627583e-08,6.0270468955942694e-06
1949,6.089655861225245e-06,2.8643556415630655e-09,2.821008062068943e-08,6.089655861225245e-06
1950,6.011755366281639e-06,3.261048003062277e-09,2.8211022089814312e-08,6.011755366281639e-06
1951,5.974837806986345e-06,3.311491620599278e-09,2.85746126443038e-08,5.974837806986345e-06
1952,6.000121954587355e-06,3.20581581915645e-09,2.9319962838566686e-08,6.000121954587355e-06
1953,6.033407771610655e-06,3.2496776539555785e-09,2.978526580932339e-08,6.033407771610655e-06
1954,5.962517207080964e-06,3.345852753585835e-09,2.9566913235206423e-08,5.962517207080964e-06
1955,5.907570279565075e-06,3.5349285879401495e-09,3.052303705024835e-08,5.907570279565075e-06
1956,5.78610297452542e-06,3.87676619378092e-09,3.654096276355696e-08,5.78610297452542e-06
1957,5.824786642603742e-06,3.7015787102134823e-09,3.80902027379599e-08,5.824786642603742e-06
1958,5.899327723974628e-06,3.9601341095263365e-09,4.0286391873272416e-08,5.899327723974628e-06
1959,5.911972818596821e-06,4.2174181924536924e-09,3.931199670554568e-08,5.911972818596821e-06
1960,5.894576068905215e-06,4.5188847584500175e-09,4.012265643536596e-08,5.894576068905215e-06
1961,5.9251856328046415e-06,5.015832289194983e-09,4.149261455056928e-08,5.9251856328046415e-06
1962,5.953329426639746e-06,5.307503991858198e-09,4.376745315377255e-08,5.953329426639746e-06
1963,6.051675362479207e-06,5.839219932976139e-09,4.201218370017809e-08,6.051675362479207e-06
1964,6.0937777561775874e-06,5.918513457103813e-09,4.103033696927534e-08,6.0937777561775874e-06
1965,6.0875475875426285e-06,6.0140572204809524e-09,4.031066629701334e-08,6.0875475875426285e-06
1966,6.046710106082693e-06,6.262034065887942e-09,4.033975845426799e-08,6.046710106082693e-06
1967,6.065891609198713e-06,6.304445092959148e-09,4.1087516373344054e-08,6.065891609198713e-06
1968,6.056748523925697e-06,6.049047992665432e-09,4.528239472278983e-08,6.056748523925697e-06
1969,5.982975380902644e-06,5.919228218687067e-09,4.31609054528183e-08,5.982975380902644e-06
1970,5.803208555984643e-06,5.324212753216833e-09,3.957139733350752e-08,5.803208555984643e-06
1971,5.5942838506390606e-06,5.580650608294491e-09,3.858871419229867e-08,5.5942838506390606e-06
1972,5.37058719731119e-06,5.202999681890625e-09,3.6865716828466636e-08,5.37058719731119e-06
1973,5.235466947591963e-06,5.115377391514844e-09,3.714372530185171e-08,5.235466947591963e-06
1974,5.10551496647947e-06,5.096854938102524e-09,3.4809267849108694e-08,5.10551496647947e-06
1975,4.9569323112206935e-06,5.278135515953051e-09,3.012132410162849e-08,4.9569323112206935e-06
1976,4.893654217344842e-06,5.62788958293124e-09,2.98851787761123e-08,4.893654217344842e-06
1977,4.901696034461825e-06,5.690919545133153e-09,2.9276700682804143e-08,4.901696034461825e-06
1978,4.916029151250509e-06,5.438090929946579e-09,2.9002322321503016e-08,4.916029151250509e-06
1979,4.9770781385762215e-06,5.646721820288089e-09,2.8569521859367342e-08,4.9770781385762215e-06
1980,5.026459413264612e-06,5.777496386067631e-09,2.8261838076153774e-08,5.026459413264612e-06
1981,5.0836455817001735e-06,5.822460545447581e-09,2.8578326752689724e-08,5.0836455817001735e-06
1982,5.159069847390388e-06,5.565710115007505e-09,2.8127453889835252e-08,5.159069847390388e-06
1983,5.2408366043112305e-06,5.317908906883011e-09,2.7188496025993506e-08,5.2408366043112305e-06
1984,5.320663473997099e-06,5.254974487302531e-09,2.735278873241701e-08,5.320663473997099e-06
1985,5.402274382504402e-06,5.504587833168476e-09,2.7242652832017355e-08,5.402274382504402e-06
1986,5.44258195337274e-06,5.406243516351392e-09,2.690088761271779e-08,5.44258195337274e-06
1987,5.460223487066937e-06,5.3023837384306e-09,2.62125206619755e-08,5.460223487066937e-06
1988,5.515866502849219e-06,5.397501937462071e-09,2.476156346631342e-08,5.515866502849219e-06
1989,5.579830550621929e-06,5.403080015144366e-09,2.4574389761206865e-08,5.579830550621929e-06
1990,5.605293738751373e-06,5.539331406266359e-09,2.439289100867167e-08,5.605293738751373e-06
1991,5.6437640653582226e-06,5.4178766235273605e-09,2.362763622849278e-08,5.6437640653582226e-06
1992,5.667747115824438e-06,6.560549310157577e-09,2.2767056049945367e-08,5.667747115824438e-06
1993,5.797771076946187e-06,6.999734950393791e-09,2.4987248080167645e-08,5.797771076946187e-06
1994,5.869662085647828e-06,7.18866401326425e-09,2.517134437393257e-08,5.869662085647828e-06
1995,5.9824882165620304e-06,7.1839562235506295e-09,2.5436189281841896e-08,5.9824882165620304e-06
1996,6.110277224381987e-06,7.684632359022153e-09,2.531863404645459e-08,6.110277224381987e-06
1997,6.374525388049993e-06,7.518901247647948e-09,2.5057485483362792e-08,6.374525388049993e-06
1998,6.634905535715266e-06,7.561878171255136e-09,2.551226709255973e-08,6.634905535715266e-06
1999,6.9374743491477735e-06,6.41700622797511e-09,2.521240993758056e-08,6.9374743491477735e-06
2000,7.175144414109777e-06,6.102088421857031e-09,2.395304500778041e-08,7.175144414109777e-06
2001,7.584450876103281e-06,6.059403962715188e-09,2.3743603147100397e-08,7.584450876103281e-06
2002,7.908670600694937e-06,6.570472420110361e-09,2.378264975431778e-08,7.908670600694937e-06
2003,8.351450560439844e-06,6.8798224260392866e-09,2.3671732003143527e-08,8.351450560439844e-06
2004,8.73140275611409e-06,7.008785996021061e-09,2.422027074138506e-08,8.73140275611409e-06
2005,9.30121716789602e-06,7.4234478881456715e-09,2.392032400726813e-08,9.30121716789602e-06
2006,1.0060106952940779e-05,7.772976357805256e-09,2.4258128965876883e-08,1.0060106952940779e-05
2007,1.0780221340870152e-05,8.679225845956547e-09,2.506384179566469e-08,1.0780221340870152e-05
2008,1.1548763203401385e-05,1.0054446989268432e-08,2.6171370594495003e-08,1.1548763203401385e-05
2009,1.2179882885123203e-05,1.1736454030852883e-08,2.749499244154257e-08,1.2179882885123203e-05
2010,1.280011786418202e-05,1.2119855531876413e-08,2.821711448624293e-08,1.280011786418202e-05
2011,1.3718479879441605e-05,1.2732566873856804e-08,2.785286464960076e-08,1.3718479879441605e-05
2012,1.4412942618946545e-05,1.2681862290467701e-08,2.8801417378027898e-08,1.4412942618946545e-05
2013,1.46733279637244e-05,1.2748210233480352e-08,2.9422141929152142e-08,1.46733279637244e-05
2014,1.5349773613187218e-05,1.6227668478815564e-08,3.609587955517262e-08,1.5349773613187218e-05
2015,1.5971056849853733e-05,2.0402606461443285e-08,5.759020029115293e-08,1.5971056849853733e-05
2016,1.6545533201549135e-05,1.9437473852690346e-08,5.6445612882173787e-08,1.6545533201549135e-05
2017,1.69631985045271e-05,2.0508652553985485e-08,6.071401100390024e-08,1.69631985045271e-05
2018,1.7038267833413558e-05,2.245259693722801e-08,6.837875687892847e-08,1.7038267833413558e-05
2019,1.71824253811792e-05,2.6215485560143748e-08,7.823126413342152e-08,1.71824253811792e-05
