ngram,path,pah,pth,paath
1865,3.3685036344520215e-05,2.7344374992870666e-07,2.216006654366863e-08,1.0071323140538522e-10
1866,3.353464801745888e-05,2.638112590602759e-07,2.174545496050736e-08,1.0071323140538522e-10
1867,3.328209225271296e-05,2.576290297286375e-07,2.2195903527842476e-08,1.0071323140538522e-10
1868,3.3036475152974685e-05,2.4608845957832924e-07,2.266806145964243e-08,4.422655099288266e-11
1869,3.2513248048157296e-05,2.481387610941965e-07,2.3167776522622522e-08,4.422655099288266e-11
1870,3.25452175664915e-05,2.6954375138237605e-07,2.3609127097756755e-08,4.422655099288266e-11
1871,3.224666787511004e-05,3.1084088902844087e-07,2.514607747424894e-08,4.422655099288266e-11
1872,3.208716225344688e-05,2.960779101255996e-07,2.5239556222800275e-08,0.0
1873,3.203270586839478e-05,2.866128454570571e-07,2.649890871810255e-08,7.801750515464993e-11
1874,3.1762412358408e-05,2.490319884275648e-07,2.67740674075867e-08,1.9723964525145528e-10
1875,3.151147757307626e-05,2.383248077616632e-07,2.77878834862934e-08,2.3735467559658577e-10
1876,3.1422369180030986e-05,2.507540049886562e-07,3.2283648008858886e-08,2.3735467559658577e-10
1877,3.116680740536789e-05,2.192188901517511e-07,3.304352169664071e-08,3.771613656309926e-10
1878,3.0935878385207616e-05,1.7661724476576118e-07,3.3111533832246616e-08,3.771613656309926e-10
1879,3.073706440253383e-05,1.7654944680803704e-07,3.600647678427192e-08,3.771613656309926e-10
1880,3.05227541892756e-05,2.2179589263617216e-07,3.47984637930462e-08,2.991438604763427e-10
1881,3.026680912755962e-05,2.1843482248381667e-07,3.881979816964888e-08,4.955776662057027e-10
1882,2.998453601321671e-05,2.2201453881669814e-07,3.896442660586022e-08,5.526913688618557e-10
1883,2.9591371588009808e-05,2.0468097870564505e-07,3.6290531468807785e-08,5.526913688618557e-10
1884,2.916965994310366e-05,1.9910649484700116e-07,3.5280489387089024e-08,4.128846788274489e-10
1885,2.883855865677885e-05,2.029997939903946e-07,3.46557000239857e-08,4.128846788274489e-10
1886,2.8593690720819203e-05,2.0462640699341656e-07,3.2725078773816156e-08,4.128846788274489e-10
1887,2.8542176940910785e-05,1.5171837373730212e-07,3.474464424105658e-08,4.957865863884438e-10
1888,2.847774495811401e-05,1.4938442762156357e-07,3.094436275473202e-08,2.0713348298467034e-10
1889,2.8622380861114444e-05,1.4981027009395932e-07,3.2141037767782366e-08,1.0990474998338686e-10
1890,2.8920477364278797e-05,1.4125387691267731e-07,3.125792018871769e-08,1.0990474998338686e-10
1891,2.9204013636834653e-05,1.3806829863532194e-07,3.314034177240696e-08,6.476108201290489e-10
1892,2.9272293042075554e-05,1.4714495425291067e-07,3.3597605967169586e-08,6.700824022638179e-10
1893,2.954639889399654e-05,1.4856775923785141e-07,3.348323345570796e-08,6.700824022638179e-10
1894,2.9373662982834503e-05,1.442624742204706e-07,3.3573677425481815e-08,5.87180494702823e-10
1895,2.959787317584934e-05,1.371946782212165e-07,3.925249890203629e-08,5.813488599245734e-10
1896,2.989246734484498e-05,1.3078675006486913e-07,3.899809871857737e-08,5.813488599245734e-10
1897,3.0046666194851112e-05,1.294964501344761e-07,3.95665209802181e-08,7.113861424537912e-10
1898,2.974230405275843e-05,1.2440569564984928e-07,3.914582842006504e-08,2.0975640867084066e-10
1899,2.9787399398628622e-05,1.0513081808280081e-07,3.925844741356091e-08,1.872848265360716e-10
1900,2.946956556115765e-05,9.967819331840084e-08,4.016573537260878e-08,1.872848265360716e-10
1901,2.949804781694963e-05,9.964605648552346e-08,4.181211922725327e-08,1.872848265360716e-10
1902,2.9289437017203973e-05,9.624984288945728e-08,3.7732821311919906e-08,1.6611361889192925e-10
1903,2.86564276653475e-05,8.913421315323181e-08,3.775911697597881e-08,1.6611361889192925e-10
1904,2.8054458847951276e-05,9.115819413604445e-08,3.884805214024059e-08,3.607633636271146e-11
1905,2.7784255507867783e-05,1.3462810447403433e-07,3.739928468503097e-08,0.0
1906,2.739194184999048e-05,1.401834006336295e-07,3.679201223048624e-08,1.5514986121242405e-11
1907,2.716887969914491e-05,1.3785138922425437e-07,3.8902957046259094e-08,7.411568184575605e-11
1908,2.668715751497075e-05,1.397489331874827e-07,4.1634624383034084e-08,7.411568184575605e-11
1909,2.6281891872973313e-05,1.3921329765155731e-07,4.860695998079986e-08,1.1545871005301324e-10
1910,2.5985677504130373e-05,1.3785784805772243e-07,4.870135558324559e-08,1.1545871005301324e-10
1911,2.570506356797913e-05,1.3252471018988997e-07,4.804736443629411e-08,1.8534836760635594e-10
1912,2.5451690557279756e-05,8.740512364673642e-08,4.9900650468868794e-08,1.9976247541052062e-10
1913,2.5127356171391773e-05,7.783074806866352e-08,5.110952879964056e-08,1.8424748928927822e-10
1914,2.472457552877521e-05,7.261376769715103e-08,4.796394951053376e-08,1.8411275182999328e-10
1915,2.439835641000952e-05,6.861474893022595e-08,4.2995877842193815e-08,1.8411275182999328e-10
1916,2.392402633891574e-05,6.470800327308877e-08,3.647844692977742e-08,1.4276972362273606e-10
1917,2.377095448277292e-05,6.214667637647966e-08,3.768180485102286e-08,1.9863266091459308e-10
1918,2.361741982375471e-05,5.861451565384154e-08,4.125476443001779e-08,1.2874300336125037e-10
1919,2.3666501614830588e-05,5.815217767641505e-08,4.0203137327158145e-08,1.4274038895312202e-10
1920,2.376253827865834e-05,5.961590687775242e-08,4.438834620503128e-08,1.4274038895312202e-10
1921,2.376359277280114e-05,6.595300610407711e-08,4.562011416250503e-08,8.427443068789334e-11
1922,2.3946054820303937e-05,6.964960367180798e-08,4.7452547542141995e-08,8.427443068789334e-11
1923,2.4209462156120155e-05,7.312135506611281e-08,5.5446269036402944e-08,1.5793476249026384e-10
1924,2.4356287862506827e-05,7.553449776764865e-08,5.5877535487525165e-08,1.0207182519840683e-10
1925,2.4459874371781814e-05,8.078730877920342e-08,5.593382163786893e-08,1.0207182519840683e-10
1926,2.4416523956460878e-05,8.57170603702733e-08,5.656276158561013e-08,1.4242921921235408e-10
1927,2.4388893507421017e-05,9.019960346888314e-08,5.751390627243122e-08,2.5612111637889663e-10
1928,2.432135962797994e-05,8.781795151386567e-08,5.6951589349247504e-08,2.789306028213748e-10
1929,2.4250306004043004e-05,8.1347944253756e-08,5.6816700931351857e-08,3.04216400086916e-10
1930,2.4262903804940705e-05,8.090251008801325e-08,4.7972562303552225e-08,2.3055606828454549e-10
1931,2.427347083409716e-05,8.486268602122696e-08,4.598582898600918e-08,2.567890780965801e-10
1932,2.4161423685395027e-05,8.232212930384516e-08,4.488382135800098e-08,3.040755702787834e-10
1933,2.4081296422601944e-05,7.694317259522774e-08,4.732864563753278e-08,2.353066828687998e-10
1934,2.4000818874420865e-05,7.264921565917706e-08,4.5184539792282e-08,1.2161478570225726e-10
1935,2.415829424405404e-05,6.95667812879362e-08,5.076180897845006e-08,9.880529925977908e-11
1936,2.391277874786673e-05,6.81663046009362e-08,5.2112960803794654e-08,7.35195019942379e-11
1937,2.3726802152980652e-05,6.693117932903598e-08,5.8694798354963496e-08,9.596191896665829e-11
1938,2.317999029141252e-05,6.319763252398453e-08,6.28516048095662e-08,9.148115994886804e-11
1939,2.311601357567789e-05,6.33209035681505e-08,6.154417267875293e-08,6.908869309985022e-11
1940,2.293415829106899e-05,6.369593614457309e-08,6.030408528090447e-08,6.908869309985022e-11
1941,2.3038808649289422e-05,6.33490745575013e-08,5.8508675238044816e-08,6.908869309985022e-11
1942,2.2775689493365852e-05,6.208568643322516e-08,5.435638326746682e-08,6.908869309985022e-11
1943,2.2972613286193727e-05,6.051575900707056e-08,5.323242037645416e-08,1.1199534355466056e-10
1944,2.328001859755854e-05,6.44395302832176e-08,4.975959047978254e-08,8.955292658224018e-11
1945,2.3779223088890183e-05,6.63433523990469e-08,4.916584117609091e-08,8.657009632960313e-11
1946,2.4133933818250496e-05,6.650483643154206e-08,4.946991489467629e-08,6.167607099641766e-11
1947,2.4801527615636587e-05,6.566804141730895e-08,5.1754105255343216e-08,9.47900230530152e-11
1948,2.5021849069162272e-05,6.957577777403198e-08,5.250091256974494e-08,9.47900230530152e-11
1949,2.5664125652318554e-05,7.233763911683257e-08,5.742255686819979e-08,1.1179618540437173e-10
1950,2.609276920598599e-05,7.724338400651374e-08,5.949398687984545e-08,6.888953494956139e-11
1951,2.647368585582756e-05,7.610768497962844e-08,6.109745699843319e-08,1.18536829161821e-10
1952,2.6780416581979288e-05,7.34860928933553e-08,6.456459138754716e-08,1.1545135779928678e-10
1953,2.7371812393539585e-05,7.314787759631664e-08,6.851302407946086e-08,1.1545135779928678e-10
1954,2.761841772423525e-05,7.526214521444022e-08,6.892892504392226e-08,1.1136931753792062e-10
1955,2.842842435971501e-05,7.28332695741431e-08,7.236046327209675e-08,1.1136931753792062e-10
1956,2.9241967110595268e-05,7.695427736312663e-08,7.363482065362145e-08,1.0783116066725995e-10
1957,3.0038324569302078e-05,7.430238976472278e-08,7.815212248780362e-08,1.0783116066725995e-10
1958,3.0815332398300855e-05,7.202001991605097e-08,8.179537250693361e-08,5.818386645500035e-11
1959,3.197452419304422e-05,7.442731332827992e-08,8.382985226619764e-08,3.361423292491672e-10
1960,3.251330833466325e-05,7.388591833595066e-08,8.923392970570734e-08,3.6790591307583094e-10
1961,3.337771912421366e-05,7.198826779131196e-08,9.575422004510464e-08,3.613851390757031e-10
1962,3.403750503951285e-05,7.485170527843366e-08,9.85124626952581e-08,3.9199040739536425e-10
1963,3.426672109136624e-05,7.572369550449107e-08,1.015271879266168e-07,4.0823397242016416e-10
1964,3.43943403484965e-05,7.598720738347506e-08,1.0183195087165586e-07,4.0823397242016416e-10
1965,3.444605265810553e-05,7.875754550111327e-08,1.017452362361837e-07,4.0823397242016416e-10
1966,3.412202152373668e-05,7.959587427259456e-08,1.0372518488566129e-07,1.4097077473605524e-10
1967,3.396250706698213e-05,8.143156853585814e-08,1.0061388167059704e-07,1.5343058569681845e-10
1968,3.3627288108358956e-05,8.689980189404065e-08,9.724582789821007e-08,1.309194479017149e-10
1969,3.296249373566492e-05,8.577101340279114e-08,9.732442204527355e-08,1.3622172239419987e-10
1970,3.2409742873694215e-05,8.410640158932178e-08,9.536151830096579e-08,1.5912720546002694e-10
1971,3.2113193550945395e-05,8.830918168151974e-08,9.742032704350225e-08,1.680781059966639e-10
1972,3.189932873023541e-05,8.677235691883262e-08,9.963746500878707e-08,3.3329156795547377e-10
1973,3.1732761271996424e-05,8.566312662391543e-08,9.783095273568116e-08,4.885024775564644e-10
1974,3.1793417812358325e-05,8.429932003244695e-08,9.94547398087369e-08,6.805566675681187e-10
1975,3.1657478497696244e-05,8.20883333371317e-08,1.0244207564775415e-07,7.129946682663376e-10
1976,3.168182593071833e-05,7.998617945759179e-08,1.0360912280508014e-07,7.253057133068833e-10
1977,3.1970896608462294e-05,7.895684664812766e-08,1.0560397356584872e-07,7.208471250463866e-10
1978,3.236906403409583e-05,7.637171555480953e-08,1.0308295981888347e-07,8.750947902821541e-10
1979,3.287327074628722e-05,8.15807337874373e-08,9.862073215215008e-08,8.155414439008674e-10
1980,3.34490391001704e-05,8.879627395279905e-08,9.735329038156643e-08,6.574618032535134e-10
1981,3.39514460522748e-05,9.669247345657692e-08,9.33954983192312e-08,4.440736151816489e-10
1982,3.4780075761123695e-05,9.616067789660779e-08,9.366571670657972e-08,4.1904710951223834e-10
1983,3.571378796810417e-05,9.97909412246502e-08,9.018292347816117e-08,4.3745107040717354e-10
1984,3.670698840453822e-05,1.0157077363308937e-07,8.817792819724803e-08,4.2604557084649896e-10
1985,3.7353403708298826e-05,1.0358177401518073e-07,8.851931454501027e-08,3.134855301932328e-10
1986,3.8106734012087274e-05,9.969634260999425e-08,9.043503114623621e-08,3.7363073646894714e-10
1987,3.92083171131422e-05,9.410447278566738e-08,8.94208095506396e-08,4.2368239373218637e-10
1988,4.041728607262485e-05,8.777713743159308e-08,9.247924128073595e-08,4.839699147393287e-10
1989,4.1498693982638155e-05,8.829719685568957e-08,8.890946442566669e-08,5.763385958955172e-10
1990,4.236225660341526e-05,8.628208141609711e-08,9.168214022890555e-08,5.363458962673714e-10
1991,4.322647146182135e-05,8.669008926582527e-08,9.257349883487872e-08,5.718548809089238e-10
1992,4.438704334981074e-05,8.583039853452387e-08,9.513781813146644e-08,5.848398194301702e-10
1993,4.5215202719971004e-05,8.617301615134108e-08,9.660030794326044e-08,4.963308097849506e-10
1994,4.5895163826311803e-05,9.401074712351537e-08,9.864914675615313e-08,4.747937083176318e-10
1995,4.665782502602919e-05,9.894809238630842e-08,9.966061144593499e-08,6.151663821198281e-10
1996,4.743913138684418e-05,1.0308879540486617e-07,1.0081239411517475e-07,8.052799974464112e-10
1997,4.860727027075232e-05,1.0537653898674243e-07,1.0109546419049106e-07,8.649380140684266e-10
1998,4.975691990694031e-05,1.0664004739575311e-07,9.915024179463217e-08,9.891208447536976e-10
1999,5.117103345193235e-05,1.0957629825725235e-07,9.633808316168921e-08,1.1749666200306613e-09
2000,5.3099928793796736e-05,1.1351653889895325e-07,9.69389546412458e-08,1.3417144895111477e-09
2001,5.492716913327708e-05,1.0758095011656873e-07,9.555036939445927e-08,1.700418583716612e-09
2002,5.626756371514473e-05,1.0705760087960568e-07,9.441482262673162e-08,2.131832567618476e-09
2003,5.762968742471587e-05,1.0601611575923795e-07,9.645499180318698e-08,2.1050037744631466e-09
2004,5.8576932393147475e-05,1.0857025399348328e-07,9.838691486915455e-08,2.225624288040454e-09
2005,5.940907015298892e-05,1.1542841349410082e-07,9.719910057778439e-08,2.1732687237120884e-09
2006,6.046494101091022e-05,1.1711988585310402e-07,9.488397876923824e-08,2.031877499586443e-09
2007,6.182077933252523e-05,1.2396726845054218e-07,9.003379882902404e-08,1.8522392508657504e-09
2008,6.317276503458353e-05,1.3825354321690092e-07,9.148460224293688e-08,1.5473317072078885e-09
2009,6.473654606712184e-05,1.4474644619407888e-07,9.394681248815167e-08,1.3196820937620502e-09
2010,6.588330818755952e-05,1.5079405914418332e-07,9.433550981644398e-08,1.1425889123728439e-09
2011,6.722206983665404e-05,1.5365691906156697e-07,9.183764555180979e-08,1.0888796372502237e-09
2012,6.852268415968865e-05,1.5241698138522353e-07,9.049533084797596e-08,1.1477050103942637e-09
2013,6.911661746146689e-05,1.5599624297075415e-07,9.25530940776298e-08,1.189455637159601e-09
2014,6.913497366310497e-05,1.6447101610797939e-07,9.57139870852838e-08,1.3224882141774481e-09
2015,6.885828666522034e-05,1.5897351041920566e-07,9.669422037664585e-08,1.3524334033629008e-09
2016,6.918274136426459e-05,1.8686066027839843e-07,9.195417456047445e-08,1.2755946457839888e-09
2017,6.938646887041007e-05,1.9280480737885833e-07,8.881503414196838e-08,1.3878933002864358e-09
2018,6.958587473491207e-05,2.0444543622488708e-07,8.767141395082944e-08,1.4509932144690652e-09
2019,6.983610910538118e-05,2.1923375115306953e-07,9.160062219848442e-08,1.4586409857741955e-09
