ngram,path,pah,pth,paath
1715,3.908546692140849e-06,2.1071831416260727e-07,9.437454317711464e-07,0.0
1716,3.850175192253248e-06,1.9235317998728923e-07,1.0505541264852321e-06,0.0
1717,3.3674550325356123e-06,1.7513815667565984e-07,1.102024315611873e-06,0.0
1718,3.572097057258361e-06,1.5185235469061809e-07,1.1910242473537177e-06,0.0
1719,3.381534562712269e-06,1.258469651028398e-07,1.044551303104007e-06,0.0
1720,3.213896954028834e-06,1.3139431840971027e-07,1.0503753498726707e-06,0.0
1721,2.523595412640134e-06,1.210111553819258e-07,1.0031618233240027e-06,0.0
1722,2.7135335390734587e-06,8.344932871701921e-08,8.653129758126202e-07,0.0
1723,2.9711435607688534e-06,1.274911752042434e-07,7.188567435280544e-07,0.0
1724,2.667540976679967e-06,1.3923301470494413e-07,6.752461558789946e-07,0.0
1725,2.971596424166429e-06,1.3845540790059984e-07,8.683326525117861e-07,0.0
1726,3.2826816485404767e-06,1.3825803486205196e-07,9.412325425728341e-07,0.0
1727,3.159731558558373e-06,1.2476008289955383e-07,9.212668357706986e-07,0.0
1728,3.2128716286803993e-06,1.2247958482346023e-07,9.220995999774979e-07,0.0
1729,2.9905394122969094e-06,1.3386792829805927e-07,9.467753605869283e-07,0.0
1730,3.100076875333408e-06,1.130323547775853e-07,9.687130467942292e-07,0.0
1731,3.2784693563111692e-06,1.1522399440926684e-07,1.0350133347206532e-06,0.0
1732,3.4415965209128833e-06,1.0677661218697462e-07,8.96263876321817e-07,0.0
1733,3.2122099712848595e-06,1.2146342192360343e-07,8.457715888913039e-07,0.0
1734,3.395976932552003e-06,1.3358664828290655e-07,8.203192659753508e-07,0.0
1735,3.6088548703056792e-06,1.5944171798716005e-07,8.007289774728374e-07,0.0
1736,3.615483202728293e-06,1.4583811288762911e-07,7.64925248729144e-07,0.0
1737,3.308815199229035e-06,1.5337332115450408e-07,7.057329461141697e-07,0.0
1738,3.454992988086555e-06,1.55915290836869e-07,6.388588157538575e-07,0.0
1739,2.8607246674385223e-06,1.4965676697897834e-07,5.407555201080478e-07,0.0
1740,2.891799892625256e-06,1.6601885276047922e-07,4.531335946467152e-07,0.0
1741,3.5973945224603606e-06,1.5803424651445702e-07,5.120630857748308e-07,0.0
1742,3.915923960968419e-06,1.5120910593477026e-07,4.727242039085208e-07,0.0
1743,3.898901370900733e-06,1.7459096060942363e-07,4.258390922424431e-07,0.0
1744,4.188520831251351e-06,1.4399580448655668e-07,3.74930126818234e-07,0.0
1745,5.258381666603132e-06,1.3383193169553514e-07,2.8788082927024205e-07,0.0
1746,5.722432173830125e-06,1.4378788597874908e-07,2.780202460631439e-07,0.0
1747,6.9510036999937645e-06,1.1882894769753096e-07,2.264403207163923e-07,0.0
1748,6.7211608113991265e-06,1.0464462769326538e-07,1.6049656283355163e-07,0.0
1749,6.9433549794796686e-06,9.400097969855129e-08,1.420534516682892e-07,0.0
1750,8.047007473318704e-06,6.840553139803823e-08,1.3268685908737359e-07,0.0
1751,8.562405192995876e-06,6.12567061202591e-08,1.3536107599877922e-07,0.0
1752,8.285902042968831e-06,6.664090105143064e-08,1.4464386057154245e-07,0.0
1753,9.164970638916462e-06,8.686106132773017e-08,1.0497416929362252e-07,0.0
1754,8.714415798749542e-06,9.530394936721872e-08,1.1757620908627229e-07,0.0
1755,9.711229462742007e-06,1.0322414085400006e-07,1.0001827785036507e-07,0.0
1756,9.990738752614042e-06,9.139377026607625e-08,1.0144544962794758e-07,0.0
1757,1.0165390839184901e-05,1.2159139574561907e-07,1.2504561196026641e-07,0.0
1758,1.0670071398115916e-05,1.20206733709795e-07,1.4276801303075054e-07,0.0
1759,1.0829277016455308e-05,1.1894734746371277e-07,1.4108883204601496e-07,0.0
1760,1.0867500999925791e-05,1.0473943439543681e-07,1.260007747662582e-07,0.0
1761,1.2534000104226703e-05,1.0047249533938287e-07,1.2173383571020428e-07,0.0
1762,1.2816429261874873e-05,9.696031812365748e-08,1.209042405240065e-07,0.0
1763,1.323141363432764e-05,1.308276154077248e-07,1.3372003999328236e-07,0.0
1764,1.3750103529933508e-05,1.2824873506035927e-07,1.2270912057894228e-07,0.0
1765,1.4053723264493914e-05,1.3955783982412739e-07,1.066906674753097e-07,0.0
1766,1.4805315004196018e-05,1.427256636686382e-07,1.2338495634724366e-07,0.0
1767,1.513986262580147e-05,1.3853547134853477e-07,1.469409746895118e-07,0.0
1768,1.4663673287681636e-05,1.2992870474753155e-07,1.4369863318311866e-07,0.0
1769,1.4331450074678287e-05,1.3101973804298594e-07,1.6952342260115723e-07,0.0
1770,1.5102057659532875e-05,1.4312663511516023e-07,1.6140562410425575e-07,0.0
1771,1.4889729495085443e-05,1.3063766500311302e-07,1.547160489881857e-07,0.0
1772,1.5334452655224595e-05,1.3636662491275535e-07,1.5378206898373848e-07,0.0
1773,1.5363678098115736e-05,1.2535760721529447e-07,1.413389369986362e-07,0.0
1774,1.5539010226867894e-05,1.5366654336292284e-07,1.2847277121506651e-07,0.0
1775,1.5243869321628673e-05,1.6584072984723468e-07,1.2950515428298915e-07,0.0
1776,1.6541472177777905e-05,1.5941431996679967e-07,1.3634794880447642e-07,0.0
1777,1.7423894080690972e-05,1.3666710836040303e-07,1.4250020744352048e-07,0.0
1778,1.758350728258457e-05,1.2380088928612816e-07,1.7120264418833487e-07,0.0
1779,1.7929651611276703e-05,1.1793355625400181e-07,2.529534017168901e-07,0.0
1780,1.81293057071993e-05,1.411789085636883e-07,2.559293272546321e-07,0.0
1781,1.7885030501929577e-05,1.0491699699498116e-07,2.681896761812043e-07,0.0
1782,1.8815837522976964e-05,9.332870679453923e-08,2.861182325984503e-07,0.0
1783,1.828606933226443e-05,1.014893322397776e-07,2.883869021681156e-07,0.0
1784,1.737455737124297e-05,9.686501657922366e-08,2.7293307068378324e-07,0.0
1785,1.7749256845231036e-05,1.0101146332073898e-07,2.510884858760879e-07,0.0
1786,1.7563027670673493e-05,8.453827250929993e-08,1.7081017184799358e-07,0.0
1787,1.796585846542647e-05,6.772172054882373e-08,1.844747349163559e-07,0.0
1788,1.8518386631123057e-05,8.088186374623416e-08,1.863490228158428e-07,0.0
1789,1.855683642913521e-05,9.086348689330797e-08,1.691010232158468e-07,0.0
1790,1.8469756728986147e-05,1.1313594429550124e-07,1.488459549900004e-07,3.3145453366094965e-09
1791,1.8724004153877365e-05,1.1647503025561231e-07,1.5609249004455705e-07,3.3145453366094965e-09
1792,1.9526782385323065e-05,1.2853153766708862e-07,1.5738054161472193e-07,3.3145453366094965e-09
1793,1.9857861843775027e-05,1.4028759665052348e-07,1.7659449420242318e-07,3.3145453366094965e-09
1794,1.996177005431881e-05,1.482293602147625e-07,1.68733278777771e-07,3.3145453366094965e-09
1795,2.0408267508693306e-05,1.440299927578183e-07,1.58521143386484e-07,3.3145453366094965e-09
1796,2.1335061319405213e-05,1.3394929051660904e-07,1.794272809060463e-07,3.3145453366094965e-09
1797,2.298479947577497e-05,1.1554385334225767e-07,1.749919432216172e-07,0.0
1798,2.3642366224001827e-05,9.924647973288561e-08,1.7482561125754209e-07,0.0
1799,2.4053068045759574e-05,9.129893844114381e-08,1.815230936992001e-07,0.0
1800,2.4214766069365267e-05,8.169754295295206e-08,1.698066723422796e-07,0.0
1801,2.4656679410587197e-05,7.819766218679953e-08,1.632920429983642e-07,0.0
1802,2.498024904135881e-05,8.364517916399044e-08,1.6734714084317863e-07,0.0
1803,2.4443573108458493e-05,8.739672300147764e-08,1.4325099938007823e-07,0.0
1804,2.3386769628684435e-05,9.157151583037506e-08,1.3356269334963145e-07,0.0
1805,2.3110115112753453e-05,8.938360350287309e-08,1.313910006826648e-07,0.0
1806,2.2632553477056456e-05,8.383950651185452e-08,1.108352064095795e-07,0.0
1807,2.286629959209157e-05,8.247663631420568e-08,1.0525493264270023e-07,0.0
1808,2.268336460734385e-05,7.771920047210707e-08,9.282630080471271e-08,0.0
1809,2.183207470807247e-05,6.90748887929463e-08,8.48334126755747e-08,0.0
1810,2.1317900193805273e-05,6.528945866486019e-08,8.336042104214617e-08,0.0
1811,2.131665548534199e-05,5.715631244486628e-08,7.886968538579303e-08,0.0
1812,2.2130021534394473e-05,5.400629048730414e-08,6.471640950118334e-08,0.0
1813,2.1899306115561297e-05,5.194002815146957e-08,6.025835830314463e-08,0.0
1814,2.217106287259542e-05,5.1933976865013524e-08,5.376644907073569e-08,0.0
1815,2.2608304789173417e-05,4.863347845075948e-08,5.252402550987816e-08,0.0
1816,2.3788471870440325e-05,5.140569037109799e-08,5.078757985594555e-08,0.0
1817,2.492917675616419e-05,5.010271994113477e-08,4.426756688198046e-08,0.0
1818,2.626830869953015e-05,4.952604548691397e-08,3.979788612947946e-08,0.0
1819,2.696539689038348e-05,6.166476599186613e-08,3.4201499537240513e-08,0.0
1820,2.8405540173740258e-05,7.358724778734021e-08,3.2850607567525e-08,0.0
1821,2.942229132583764e-05,8.266507072513768e-08,2.9587221688538127e-08,0.0
1822,3.030602004270934e-05,8.461849633688092e-08,2.4698830282586315e-08,0.0
1823,3.1257828335843184e-05,8.096596155431663e-08,2.1800611221018633e-08,0.0
1824,3.217063255890805e-05,8.101184434394781e-08,1.97372973837722e-08,0.0
1825,3.249647852499038e-05,7.675784680876469e-08,1.9815563412350912e-08,0.0
1826,3.296249425537618e-05,6.743911943171302e-08,1.9552471261111544e-08,0.0
1827,3.327064925023089e-05,5.6001815502375914e-08,1.747394318130091e-08,0.0
1828,3.3748181262386166e-05,5.1937264393992725e-08,1.8248207516486607e-08,0.0
1829,3.316336525520975e-05,5.3149361483357486e-08,2.0663405209120356e-08,0.0
1830,3.369070379579041e-05,5.1207291867123265e-08,1.5862465246081163e-08,0.0
1831,3.3807464205892757e-05,5.09319103717384e-08,1.5378204868251747e-08,0.0
1832,3.4371649235254154e-05,5.324041804247567e-08,1.6548762867988183e-08,0.0
1833,3.451889175006987e-05,5.433659617486748e-08,1.8224938003186253e-08,0.0
1834,3.45817747334617e-05,6.284409285025763e-08,1.818852015032592e-08,0.0
1835,3.4606880944920704e-05,6.16544747953997e-08,1.8133756591558788e-08,0.0
1836,3.582470838279862e-05,6.456537247702596e-08,1.54233101211178e-08,0.0
1837,3.563974106717589e-05,8.126349827973303e-08,1.581062074913169e-08,0.0
1838,3.5984538823998135e-05,1.0826135670478315e-07,1.6706973328593577e-08,0.0
1839,3.597228974935466e-05,1.1834096724783194e-07,1.5707264822140132e-08,0.0
1840,3.603224987663063e-05,1.2204284567068108e-07,1.664784069329731e-08,0.0
1841,3.639095978412245e-05,1.3546367227945666e-07,1.5607917498121944e-08,0.0
1842,3.642009167898712e-05,1.4526106083069733e-07,1.72987691472924e-08,6.081543998551605e-11
1843,3.645672872413083e-05,2.325319416383666e-07,1.9001210763544155e-08,6.081543998551605e-11
1844,3.678991197375581e-05,2.693053297824528e-07,2.672454156384317e-08,6.081543998551605e-11
1845,3.661498963733071e-05,2.540939659313933e-07,2.690410332612763e-08,6.081543998551605e-11
1846,3.630516325106977e-05,2.645170980031253e-07,2.7719000428305662e-08,6.081543998551605e-11
1847,3.6426341726577706e-05,2.9137494144444123e-07,2.925868614056526e-08,6.081543998551605e-11
1848,3.6268923785038556e-05,2.989573398995812e-07,3.120155410231616e-08,6.081543998551605e-11
1849,3.657322460120278e-05,3.310991648472087e-07,3.418095064132233e-08,0.0
1850,3.635215762187727e-05,2.776302190048747e-07,3.322824986590993e-08,0.0
1851,3.627411414137376e-05,2.465028115596267e-07,2.8521508710355192e-08,0.0
1852,3.632464254873672e-05,2.77906295309549e-07,2.8630814544580322e-08,1.5168471240960864e-10
1853,3.685411294489833e-05,2.836494843450055e-07,2.799013110177384e-08,1.5168471240960864e-10
1854,3.6978160746262544e-05,2.681534973752215e-07,2.5222325053927567e-08,1.5168471240960864e-10
1855,3.7250609498836896e-05,2.4859331152323906e-07,2.4574895769140833e-08,1.5168471240960864e-10
1856,3.6879459782669854e-05,2.1631356820047847e-07,2.0674122731228247e-08,1.5168471240960864e-10
1857,3.722487911415685e-05,2.0602085726295627e-07,2.0851076801672467e-08,1.5168471240960864e-10
1858,3.660297962986598e-05,2.3647216096378543e-07,1.949161771668579e-08,1.5168471240960864e-10
1859,3.6104111911429625e-05,2.3310885361687334e-07,2.0203164601590677e-08,0.0
1860,3.543076620969389e-05,2.6990682653961683e-07,2.0502142713699608e-08,0.0
1861,3.4768908725319693e-05,2.8932865957033626e-07,2.0058448870128942e-08,5.648668041250257e-11
1862,3.45228956056027e-05,2.993746558591478e-07,2.0429281885217928e-08,5.648668041250257e-11
1863,3.418117973654132e-05,3.170798562125908e-07,2.126442336499882e-08,5.648668041250257e-11
1864,3.363641423805218e-05,3.012068918094103e-07,2.1728436446924856e-08,5.648668041250257e-11
