ngram,unit,unt,uni,unitt
1832,5.214306416486839e-06,5.165260777825356e-07,9.74193247722204e-07,6.989218251770727e-10
1833,5.376769909811888e-06,5.300848166760781e-07,9.278212555078166e-07,1.111313152613036e-09
1834,5.293598535770018e-06,5.418994127077375e-07,9.086169581808332e-07,1.0067425464705642e-09
1835,5.139511716021973e-06,5.375380607931999e-07,9.09395071500642e-07,1.2580927569568905e-09
1836,3.067584040244193e-06,5.22319396623061e-07,9.264829015722041e-07,1.2676665590254694e-09
1837,3.0428659881311304e-06,5.186498250558153e-07,9.149915578226293e-07,1.3093816983048408e-09
1838,3.0715205606871417e-06,5.322358244289457e-07,9.250636026081338e-07,1.4454642879461029e-09
1839,3.1060603110485578e-06,5.237340060050753e-07,9.515972903630297e-07,1.5025096722354192e-09
1840,3.0863808595833168e-06,5.153917957808776e-07,9.84795446713958e-07,1.241290276914648e-09
1841,3.0948075553689184e-06,5.154954050924841e-07,9.850586236227952e-07,1.3812454989294208e-09
1842,3.15710352489467e-06,5.151634557673138e-07,1.0014654857773815e-06,1.1298952884430946e-09
1843,3.1603103057672603e-06,5.179269310571856e-07,9.992230129033227e-07,1.3732201090529576e-09
1844,3.291229794350719e-06,5.196383524110258e-07,1.0017302055790163e-06,1.274461599746043e-09
1845,3.3593422098679833e-06,4.936133158090732e-07,9.891803642858576e-07,1.0454843498867002e-09
1846,3.2999159559819546e-06,4.95496660083258e-07,9.671081540675784e-07,8.833605474085309e-10
1847,3.5599558227009505e-06,4.73619378128985e-07,9.581984353904512e-07,9.746104756569451e-10
1848,3.87134043324165e-06,4.505713978427853e-07,9.76610554711702e-07,8.893429286655724e-10
1849,3.9788053202625766e-06,4.2800055309401485e-07,9.668289229531574e-07,1.2655196692166827e-09
1850,4.21763606287381e-06,4.039301992569173e-07,9.776491083357541e-07,1.3467715633184797e-09
1851,4.454958798305597e-06,3.888413857566775e-07,9.908894185173267e-07,1.3524916385256246e-09
1852,4.653424509472513e-06,3.7646436875807663e-07,1.0079254398728414e-06,1.605299492541639e-09
1853,5.033658713468217e-06,3.6336254944607e-07,1.0287893863798153e-06,1.7813756898148775e-09
1854,5.341046354650254e-06,3.7593471802210843e-07,1.0125500011781696e-06,1.740961271970828e-09
1855,5.540332495002076e-06,3.79600412056139e-07,9.971781602351776e-07,1.738775345927479e-09
1856,5.775235032550492e-06,3.850044874655266e-07,9.896481125386863e-07,1.5613938237584485e-09
1857,5.992613880932497e-06,3.9855186579578525e-07,9.811760069819035e-07,1.3273658838741653e-09
1858,6.075972968184422e-06,3.9928047661825463e-07,9.532367682498131e-07,1.4760976726638626e-09
1859,6.200657675695506e-06,4.0750780223269043e-07,9.295118762305979e-07,1.406077984203843e-09
1860,6.289671091508353e-06,4.0629661108531376e-07,9.076519843022522e-07,1.2257764961784039e-09
1861,6.322079506000071e-06,4.1298231475853496e-07,8.861901343542351e-07,1.2497157753088572e-09
1862,6.5525602102362816e-06,4.193437551488647e-07,8.758693184063304e-07,1.69867848358913e-09
1863,6.781517835666559e-06,4.2530481485820406e-07,8.639798271100776e-07,1.7385726667841693e-09
1864,6.9017803850459e-06,4.213021043142362e-07,8.605540285446165e-07,1.5920917758752547e-09
1865,7.261220162035897e-06,4.331932359491475e-07,8.69807617423898e-07,1.5694335037912716e-09
1866,7.534263139470048e-06,4.302219817223626e-07,8.778405994494928e-07,1.519364197947023e-09
1867,7.674063064249431e-06,4.347912506221162e-07,8.815891955496877e-07,1.6744312682424679e-09
1868,7.814957176118956e-06,4.280866140301701e-07,8.843900332067278e-07,1.627731338604832e-09
1869,8.091454999105605e-06,4.2823977050180216e-07,8.825668779926283e-07,1.4033680804738579e-09
1870,8.594278239927786e-06,4.286812570951172e-07,8.990608323853979e-07,1.4180974410622176e-09
1871,8.896386134438217e-06,4.322067630775044e-07,8.962052382750179e-07,1.526787513877232e-09
1872,8.975203724860745e-06,4.301987977279558e-07,8.976504091151583e-07,1.4252350490272038e-09
1873,9.238048083456566e-06,4.399479556533541e-07,8.87737663950767e-07,1.4485511996247575e-09
1874,9.796997281747671e-06,4.407510841377059e-07,8.830462872668119e-07,1.311970349820208e-09
1875,1.0263389283084376e-05,4.345025266567453e-07,8.945595644555786e-07,1.1728385881529642e-09
1876,1.060173404506973e-05,4.348531652859882e-07,8.880422391095115e-07,1.2023932643196694e-09
1877,1.045539816654387e-05,4.260799682599879e-07,8.659960875385358e-07,1.1237328686622812e-09
1878,1.0744918524453948e-05,4.2557447597703556e-07,8.588162196636924e-07,9.57137912578026e-10
1879,1.112823766951416e-05,4.2519540751787386e-07,8.604716137077568e-07,8.282448853742202e-10
1880,1.1464450575918558e-05,4.204304267269825e-07,8.562180369153793e-07,8.03756608888254e-10
1881,1.1651627054171903e-05,4.213687451023621e-07,8.434705266933764e-07,8.505375610161942e-10
1882,1.1850709727566158e-05,4.2357035161850423e-07,8.271330541122422e-07,8.752416886486409e-10
1883,1.2091064620887795e-05,4.192017887102598e-07,8.39470033042744e-07,9.540573410658583e-10
1884,1.2268928263178428e-05,4.310540232056935e-07,8.371222699159781e-07,8.098098818505e-10
1885,1.2538705180174605e-05,4.3838617053942084e-07,8.335536319594082e-07,8.31571077870257e-10
1886,1.2988885698307837e-05,4.3654629929993203e-07,8.189290139983183e-07,1.0173661912915577e-09
1887,1.340194921795046e-05,4.3200386861436915e-07,8.233377408422322e-07,9.687213650292188e-10
1888,1.3729394985213211e-05,4.469019846250636e-07,8.363673730725298e-07,1.0044760340959564e-09
1889,1.4343623401405889e-05,4.5268158390042247e-07,8.372798236320835e-07,1.0705113462350369e-09
1890,1.4925064013888395e-05,4.61557610671142e-07,8.287670587898382e-07,8.368139673261713e-10
1891,1.6052871745029863e-05,4.547462058975985e-07,8.286873967985489e-07,9.343283170957862e-10
1892,1.6755577624800416e-05,4.4793398501496995e-07,8.292020814743799e-07,9.43696509825287e-10
1893,1.7187767558165694e-05,4.535089723438952e-07,8.310904036079592e-07,8.152342769106115e-10
1894,1.7564439986017533e-05,4.4965690092015264e-07,8.16999975735858e-07,8.42791233627135e-10
1895,1.80138031282695e-05,4.3147185075602987e-07,8.106186117272176e-07,8.713150518551466e-10
1896,1.8734727356266895e-05,4.182522153379458e-07,8.089620077303802e-07,7.792214334096619e-10
1897,1.898914498659516e-05,4.068077755294196e-07,7.971024891568439e-07,7.203310646376946e-10
1898,1.883164856865603e-05,4.0272895164759704e-07,7.963144282387345e-07,7.36611153026193e-10
1899,1.9201265136611516e-05,3.986285556883169e-07,7.989979329587576e-07,7.056242177862413e-10
1900,1.9782996657470774e-05,3.968541234046695e-07,7.971684843661413e-07,7.760129681701398e-10
1901,2.030868927249685e-05,3.945865541611836e-07,8.116090027345178e-07,8.197842880721038e-10
1902,2.1258835788882736e-05,3.9045476033347117e-07,8.084979299383122e-07,8.186446124166683e-10
1903,2.1496942801085034e-05,3.9209829034397057e-07,8.152814773763697e-07,1.1305449433761184e-09
1904,2.240208336193713e-05,4.0291216610707383e-07,8.179552293898138e-07,1.2120522997958817e-09
1905,2.416840574629272e-05,4.0496818444678085e-07,8.256950699043435e-07,1.1592281261891507e-09
1906,2.5626492320692966e-05,4.0250928837589785e-07,8.274095486220696e-07,1.277950174254678e-09
1907,2.719626536418218e-05,3.967637992120997e-07,8.46779739406754e-07,1.3790178522908393e-09
1908,2.9209125776625505e-05,4.0186943855197957e-07,8.680181378752292e-07,1.4581033840650142e-09
1909,3.095130237592717e-05,4.02058467281157e-07,8.771713087948488e-07,1.6683514569848512e-09
1910,3.35373666270503e-05,4.0996805848538186e-07,8.880626052944405e-07,1.951289225437287e-09
1911,3.602355900511611e-05,4.016168954227136e-07,9.024316877262859e-07,2.3779491709063905e-09
1912,3.8265829581567754e-05,3.978124993864185e-07,9.041932571562938e-07,2.56033603841997e-09
1913,4.0929878325966585e-05,4.0073667914189824e-07,9.157667558870994e-07,2.605357041218781e-09
1914,4.371768851082639e-05,3.971341259654894e-07,9.183982082764228e-07,2.4585858349190914e-09
1915,4.6451821357810073e-05,3.987582520689362e-07,9.1721212973945e-07,2.400596063204371e-09
1916,4.911057840217836e-05,4.0636327623490486e-07,9.494254332561727e-07,2.166517290965889e-09
1917,5.140011281972485e-05,4.0091487107929424e-07,9.67950898354632e-07,1.7005071557234836e-09
1918,5.332590080797672e-05,4.023024635963728e-07,9.95114240660249e-07,1.1857375081802957e-09
1919,5.5390812381769395e-05,4.094539219425185e-07,1.0139566159393456e-06,1.1675729113694695e-09
1920,5.795313544305307e-05,4.0983887775577645e-07,1.0059764658113375e-06,1.1994185961888044e-09
1921,5.9639301200929496e-05,4.1465308088715703e-07,9.738176751333022e-07,1.2230447210548334e-09
1922,6.155676289511445e-05,4.1880362492260505e-07,9.578825483913533e-07,1.1201726609780645e-09
1923,6.328605325377014e-05,4.2457946035158655e-07,9.063641885274722e-07,1.2001366170696519e-09
1924,6.577358986500517e-05,4.224216435691882e-07,8.780038699894379e-07,1.2279200434228699e-09
1925,6.817562617860469e-05,4.369960200684935e-07,8.38896393621066e-07,1.4177007028643678e-09
1926,7.086343560201515e-05,4.351161513633477e-07,8.116216300939933e-07,1.4829187401841993e-09
1927,7.335374851079126e-05,4.338819061493788e-07,8.076224113600412e-07,1.6147162495983025e-09
1928,7.63421890691721e-05,4.2767980598260434e-07,8.151271393736741e-07,1.8847289602013414e-09
1929,7.971573774869154e-05,4.206960763245401e-07,8.023059763218043e-07,1.9892756489677967e-09
1930,8.319877711723425e-05,4.0734593653724005e-07,8.112144282027398e-07,2.0976973015761148e-09
1931,8.50918420058276e-05,4.1397636404586334e-07,8.22324044033199e-07,2.1384221536381786e-09
1932,8.998882965118225e-05,4.020048314552176e-07,8.241583730393489e-07,2.0278627824562736e-09
1933,9.262080337586147e-05,4.0658349982030426e-07,8.353790527897737e-07,2.077615841271958e-09
1934,9.493669079217528e-05,4.047216017560069e-07,8.317722241762178e-07,2.118223517223937e-09
1935,9.867469530685671e-05,4.030334374809692e-07,8.396636985708028e-07,2.3298780841126845e-09
1936,0.00010290635171778766,4.053384096940655e-07,8.439012698805268e-07,2.6972507560785175e-09
1937,0.00010863175391153033,4.1384625758057935e-07,8.626391913172224e-07,2.881912692614159e-09
1938,0.00011503368295961991,4.110103353533694e-07,8.517040441802237e-07,3.2548786205970667e-09
1939,0.0001209292303039027,4.087679233829736e-07,8.686399723956129e-07,3.512574326640967e-09
1940,0.00012763635251238675,4.065675755425348e-07,8.698279592473617e-07,4.147837026228071e-09
1941,0.0001355844412630956,4.1537917029797556e-07,8.853802455632831e-07,4.543193821149316e-09
1942,0.00014114147467937852,4.245391218254164e-07,8.985605453355155e-07,4.892382308798103e-09
1943,0.0001445988184838955,4.216874945736241e-07,9.197383974424156e-07,5.141782111195425e-09
1944,0.00014588847989216447,4.2539097324022025e-07,9.193370017003742e-07,5.5707015508435884e-09
1945,0.000147151858462686,4.204407600484826e-07,9.29796807927882e-07,5.918878974244178e-09
1946,0.00014860068248318776,4.145974474210691e-07,9.288521271498342e-07,6.289989545089319e-09
1947,0.00014902253834796802,4.1144748154563005e-07,9.344488814479388e-07,5.91321740779043e-09
1948,0.00014738407168936516,4.01412482428246e-07,9.473328970800919e-07,5.98553885820609e-09
1949,0.0001468112480194707,3.9429506922975375e-07,9.5633466961382e-07,5.9494639690983925e-09
1950,0.0001480306195194966,3.891234306203322e-07,9.656521829778545e-07,6.204729365220731e-09
1951,0.00014919681832127805,3.736966992359417e-07,9.602716691655848e-07,6.147392309482516e-09
1952,0.00015015510975250175,3.658086557477093e-07,9.645408372957069e-07,6.037085117530491e-09
1953,0.00014930336536573513,3.577697417053319e-07,9.68853401315885e-07,6.042927174527384e-09
1954,0.0001495719251189647,3.4567258921924804e-07,9.684191013548116e-07,6.197623684097867e-09
1955,0.00015063123594570373,3.364904362764979e-07,9.641644526579642e-07,5.861811036567133e-09
1956,0.000151524120675666,3.322408669451501e-07,9.644557833001142e-07,5.6268084160292025e-09
1957,0.00015249786624086222,3.2926349393034927e-07,9.618809713174414e-07,5.367880996841125e-09
1958,0.00015404902348693992,3.271438515639602e-07,9.803792815026618e-07,5.1241818407480164e-09
1959,0.0001543693007468911,3.2774480830864506e-07,9.89033115469543e-07,4.785475856853136e-09
1960,0.00015460621839987913,3.3279083108287265e-07,9.934654404527725e-07,4.694711508435034e-09
1961,0.0001548583324100556,3.321365227293427e-07,1.0020957331237566e-06,4.552417331993297e-09
1962,0.00015415208222943226,3.2879712616055e-07,1.0040592184980466e-06,4.781261704016921e-09
1963,0.00015376826299221387,3.176901170068699e-07,1.0035794275609078e-06,4.774195356509787e-09
1964,0.00015092980382697924,3.104443635493226e-07,9.972559869960866e-07,4.577642804497779e-09
1965,0.0001479866457105215,3.0808161406119847e-07,9.9054653089427e-07,4.484121867471507e-09
1966,0.00014602839655708522,3.0738305716632955e-07,9.917410709801646e-07,4.538651169180444e-09
1967,0.00014421089976427278,3.025955014176621e-07,9.901413022816996e-07,4.31572181166676e-09
1968,0.00014306374318299016,3.001545759876275e-07,9.81364637807149e-07,4.116981454162425e-09
1969,0.00014427688022676324,3.0015429583077745e-07,9.70625559862778e-07,4.043069974051556e-09
1970,0.0001436161234908338,3.060886594344733e-07,9.602467149047049e-07,3.946126631808917e-09
1971,0.0001442943009481366,3.1472972393333164e-07,9.528360952312401e-07,3.9970330220232395e-09
1972,0.00014573315482786193,3.1815493782362735e-07,9.365876719259956e-07,5.241400742000175e-09
1973,0.00014751467304969474,3.1954333426905836e-07,9.164348365889705e-07,5.190398174751262e-09
1974,0.00014915454292869463,3.239684604393135e-07,8.987955197881092e-07,5.046135953534758e-09
1975,0.00015010951028671116,3.293169876477415e-07,8.911670355311279e-07,5.219630917961484e-09
1976,0.00014936370384280702,3.3711581539007186e-07,8.785656941004813e-07,5.0427422872344e-09
1977,0.0001508135423396847,3.3397542763071086e-07,8.626286346822911e-07,4.944053166866524e-09
1978,0.00015193411049300006,3.3097351449993896e-07,8.502367693706349e-07,4.781024084568994e-09
1979,0.00015189791156444699,3.252762041938695e-07,8.460281963250184e-07,3.3700610873361417e-09
1980,0.00015461099142807404,3.2326531546849377e-07,8.639091788609221e-07,3.2658221206714545e-09
1981,0.0001534333756093734,3.1889319578632627e-07,8.880904098467519e-07,3.1982997520226976e-09
1982,0.00015188373799901456,3.14524576034663e-07,8.868985982449626e-07,3.0637248928298634e-09
1983,0.00014968082957368876,3.054116867977947e-07,9.208459183745228e-07,2.9343236094904667e-09
1984,0.00014650905255361328,3.0203990166098394e-07,9.218280102426693e-07,2.716008656073703e-09
1985,0.0001428823494019785,2.919849220818703e-07,9.250525019004791e-07,2.5528721676287044e-09
1986,0.00013999219351847257,2.852914024385557e-07,9.162312478240762e-07,2.464280652552426e-09
1987,0.00013397149034842317,2.704208493956425e-07,8.903915451290751e-07,2.2975144485317044e-09
1988,0.0001309663473096277,2.574999809569688e-07,8.588489046295373e-07,2.3208923195992627e-09
1989,0.0001293612876906991,2.4316142953141805e-07,8.397950799527669e-07,2.1118776092978108e-09
1990,0.00012971449177712202,2.2939657640108635e-07,7.988709691224878e-07,1.959958481226717e-09
1991,0.00012730936681951528,2.1181442783862231e-07,8.016500276296159e-07,1.92369888272838e-09
1992,0.00012586634069780951,2.029362430481082e-07,8.001329336236398e-07,1.7644582461784353e-09
1993,0.00012361236648367985,1.900993465499466e-07,7.995477631084213e-07,1.742967246722214e-09
1994,0.00012155592412455007,1.8311783581534007e-07,7.991498510559072e-07,1.6647966656029617e-09
1995,0.00011922051011684484,1.707217539400777e-07,7.984024737847253e-07,1.5775213675033634e-09
1996,0.00011603154208777206,1.6605955011073092e-07,8.102560400402581e-07,1.4308296769627304e-09
1997,0.00011082073615398258,1.5758879661526797e-07,8.216087426912313e-07,1.3301265565170338e-09
1998,0.0001083861175824755,1.5614433834798547e-07,8.294375025538361e-07,1.2372860910428836e-09
1999,0.00010492420031888676,1.477121977749058e-07,8.276071525870066e-07,1.1541528526543792e-09
2000,0.0001020103320895162,1.4354832395773493e-07,8.425404546739758e-07,9.46121609628798e-10
2001,9.89190666587092e-05,1.378602892795503e-07,8.479297304932385e-07,9.05240882254077e-10
2002,9.62764596416881e-05,1.3719273640942576e-07,8.58820125618617e-07,7.803624096120692e-10
2003,9.358870218940345e-05,1.3240345302684936e-07,8.623840618123982e-07,7.059030027178892e-10
2004,9.116380845495899e-05,1.3096233634054704e-07,8.608554123514165e-07,6.442465846515485e-10
2005,8.853753284451418e-05,1.2830865614432696e-07,8.532207808847099e-07,5.834587971495101e-10
2006,8.592599208766063e-05,1.220435968158589e-07,8.521324811486661e-07,5.795853876198822e-10
2007,8.311882473727954e-05,1.1808650717577101e-07,8.451583783296103e-07,5.771886698749792e-10
2008,8.045518188737333e-05,1.1417070717405814e-07,8.410619573494062e-07,4.92528700363997e-10
2009,7.895210001152009e-05,1.1095683813014798e-07,8.571347669723244e-07,4.564159883369001e-10
2010,7.741894036631234e-05,1.0820072812326284e-07,8.795774338718079e-07,6.218111145031965e-10
2011,7.470296571097736e-05,1.0361685858535046e-07,8.71814458085802e-07,6.0222584062432e-10
2012,7.207388469916103e-05,9.529917629639126e-08,8.558549617581386e-07,5.71529593492873e-10
2013,7.074658476215388e-05,9.26385419169102e-08,8.535300415652663e-07,5.369347466643859e-10
2014,6.844104375756745e-05,8.899515181935516e-08,8.461819658935253e-07,4.770389202704958e-10
2015,6.59164267874855e-05,8.556333394186108e-08,8.605035353476913e-07,4.780160632402084e-10
2016,6.254868899954349e-05,8.161315077716478e-08,8.337331191147054e-07,5.1585071531817e-10
2017,6.0352296107642665e-05,7.60866131580921e-08,8.053874864799582e-07,3.486865842357763e-10
2018,5.930674306000583e-05,7.293675565733793e-08,8.064833423304663e-07,3.469309839410073e-10
2019,5.856219559063902e-05,7.429432535843716e-08,8.281523093955911e-07,3.3087146911192633e-10
