ngram,politics,poltics,politcs,politis
1788,1.739173655680913e-05,0.0,1.2891416188511228e-09,1.6181223979775235e-09
1789,1.8604605429572985e-05,0.0,1.2891416188511228e-09,1.6181223979775235e-09
1790,1.970111718817082e-05,0.0,1.2891416188511228e-09,1.6181223979775235e-09
1791,2.0341491368266622e-05,0.0,2.3751078564211117e-09,1.6181223979775235e-09
1792,2.1468962326512804e-05,0.0,2.3751078564211117e-09,0.0
1793,2.128831770927978e-05,0.0,2.3751078564211117e-09,0.0
1794,2.173062213322347e-05,0.0,1.0859662375699892e-09,9.979855672018596e-10
1795,2.2330536012304947e-05,0.0,1.0859662375699892e-09,9.979855672018596e-10
1796,2.2055132441372344e-05,0.0,1.0859662375699892e-09,9.979855672018596e-10
1797,2.104533216749717e-05,0.0,1.0859662375699892e-09,2.6987565198461586e-09
1798,2.045990627915931e-05,0.0,0.0,3.8560698761053965e-09
1799,1.999640777025239e-05,0.0,0.0,8.061457152613066e-09
1800,1.968654864218219e-05,0.0,0.0,8.884784971233524e-09
1801,1.9607139100636622e-05,0.0,0.0,1.3458885180942356e-08
1802,1.868413164629601e-05,8.682535960044138e-10,0.0,1.3458885180942356e-08
1803,1.783393495965616e-05,8.682535960044138e-10,0.0,1.4862885017968047e-08
1804,1.7236218159918542e-05,8.682535960044138e-10,3.0507755052358986e-10,1.4077346716894518e-08
1805,1.7013198885251768e-05,1.1279310977282568e-09,1.0841100715554474e-09,1.4218420916835482e-08
1806,1.5913003932967384e-05,1.1279310977282568e-09,1.0841100715554474e-09,1.0271583742290805e-08
1807,1.559073487961931e-05,1.1279310977282568e-09,1.0841100715554474e-09,1.0285140834247791e-08
1808,1.5113979056228086e-05,1.1279310977282568e-09,1.0841100715554474e-09,6.125234129429811e-09
1809,1.5134660186179514e-05,2.5967750172384285e-10,1.0841100715554474e-09,6.668008589727492e-09
1810,1.4868375079199073e-05,2.5967750172384285e-10,1.0841100715554474e-09,7.879260513884593e-09
1811,1.5526293152236447e-05,7.284453833784304e-10,7.790325210318575e-10,7.901563625622998e-09
1812,1.529201472294517e-05,4.687678816545876e-10,0.0,7.558009107455632e-09
1813,1.5355243054468053e-05,4.687678816545876e-10,0.0,8.075376621365292e-09
1814,1.589515315052787e-05,4.687678816545876e-10,0.0,8.283282377468432e-09
1815,1.6117803430201354e-05,8.550493012039948e-10,0.0,7.4505254029791754e-09
1816,1.5967903631722686e-05,8.550493012039948e-10,0.0,7.288096380366125e-09
1817,1.618555857671059e-05,8.550493012039948e-10,0.0,5.7009300454983045e-09
1818,1.5314517700712065e-05,3.862814195494073e-10,0.0,4.9424291484864315e-09
1819,1.5585128104638507e-05,3.862814195494073e-10,0.0,3.987596110453597e-09
1820,1.595710468141728e-05,3.862814195494073e-10,0.0,3.801266238287074e-09
1821,1.5700656799059027e-05,3.862814195494073e-10,0.0,3.142138343165917e-09
1822,1.5754267873749734e-05,0.0,0.0,2.8122540486817472e-09
1823,1.582731121223852e-05,0.0,2.809255368012893e-10,3.1342224371400107e-09
1824,1.572969904373167e-05,1.3412001667997434e-10,2.809255368012893e-10,2.2402570275050137e-09
1825,1.60722151382028e-05,8.93820826876533e-10,2.809255368012893e-10,3.833857406146787e-09
1826,1.612625679367089e-05,1.012319069840625e-09,2.809255368012893e-10,4.5448468956519966e-09
1827,1.6257180374980506e-05,1.012319069840625e-09,2.809255368012893e-10,4.896394575507454e-09
1828,1.63290852859583e-05,1.012319069840625e-09,2.809255368012893e-10,4.8417197394203166e-09
1829,1.5839280422369484e-05,1.0825933483005201e-09,2.809255368012893e-10,7.262604549497707e-09
1830,1.637228693393159e-05,1.0825933483005201e-09,2.859136419682987e-10,7.418031585818394e-09
1831,1.6688672595981708e-05,9.484733316205458e-10,3.7880830218637943e-10,7.283911569138419e-09
1832,1.7290910363954026e-05,1.8877252142398707e-10,5.491072200111294e-10,5.766724700936468e-09
1833,1.7991654723508483e-05,3.177090654052758e-10,5.491072200111294e-10,5.138213473746386e-09
1834,1.847812940728285e-05,3.177090654052758e-10,8.813479945857239e-10,4.363198437472095e-09
1835,1.8874961174982934e-05,4.014924662573297e-10,1.1326982050720501e-09,5.037611343945108e-09
1836,1.962408974317701e-05,3.312181877974345e-10,1.1326982050720501e-09,3.1178004939696233e-09
1837,1.9383329345146194e-05,3.312181877974345e-10,1.0016673839580952e-09,2.6472666915720667e-09
1838,1.9222133882327137e-05,4.838696824168867e-10,9.087727237400145e-10,3.181546930670314e-09
1839,1.8472551995988136e-05,5.59651119098297e-10,8.142552425966748e-10,5.0479787492920176e-09
1840,1.7974326380811234e-05,3.1221633215291634e-10,1.0410131407694629e-09,1.0029760355578787e-08
1841,1.7495143245988792e-05,3.8219394316030275e-10,7.787499772022549e-10,1.0983281744409673e-08
1842,1.67806765603018e-05,2.984105423082488e-10,5.273997667159286e-10,1.0950927942232624e-08
1843,1.6402727981455557e-05,2.984105423082488e-10,6.585488265820061e-10,1.1315083124431778e-08
1844,1.606524594015874e-05,2.984105423082488e-10,7.04014568864153e-10,1.2664230362803762e-08
1845,1.6078105155819295e-05,1.4575904768879663e-10,7.707533341719649e-10,1.29308152756786e-08
1846,1.643402525327734e-05,1.3519811064328328e-10,7.601923971264516e-10,1.5374370094483377e-08
1847,1.6287803451372645e-05,1.9580357573418487e-10,7.758563593172698e-10,1.1643430473741643e-08
1848,1.6250331490092712e-05,1.8051363975019845e-10,7.058787483098833e-10,1.2219106615418696e-08
1849,1.7038567810751764e-05,2.342531763804041e-10,7.058787483098833e-10,1.1783454973673152e-08
1850,1.7144482886318917e-05,3.291929942924757e-10,6.221995973998418e-10,1.128579686847177e-08
1851,1.734601469901723e-05,4.684787835440574e-10,5.147082244543505e-10,1.0013728513058595e-08
1852,1.7206189763133546e-05,4.684787835440574e-10,4.479694591465387e-10,9.971286907273225e-09
1853,1.7272023667049196e-05,4.0325828390816044e-10,4.3100830047850177e-10,7.239706865748628e-09
1854,1.721249879795193e-05,3.931546794471481e-10,1.8858644011489544e-10,6.613412674637078e-09
1855,1.7066510866113405e-05,3.384670044237481e-10,2.410881890949465e-10,5.705620991542608e-09
1856,1.6555401348991188e-05,3.3442627238906246e-10,2.410881890949465e-10,6.062804100029748e-09
1857,1.6452017267251256e-05,2.394864544769908e-10,1.9361828013891065e-10,6.745319414136475e-09
1858,1.6436570149380714e-05,1.0020066522540918e-10,1.0076108994791103e-10,6.396240497570054e-09
1859,1.6505466451885047e-05,1.6113005374407408e-10,1.0076108994791103e-10,6.429899033845641e-09
1860,1.6329117508056307e-05,2.2212526262777033e-10,5.250174898005103e-11,5.87694351120557e-09
1861,1.6317870696574183e-05,1.7162340199788114e-10,5.250174898005103e-11,7.542357984201078e-09
1862,1.6365239519343178e-05,2.2734167326454724e-10,2.2287308506666444e-10,1.0599392482760602e-08
1863,1.649025138509127e-05,1.7764286866902727e-10,2.706109661751047e-10,1.1375639866592228e-08
1864,1.6694739575281608e-05,1.7764286866902727e-10,3.177060876285205e-10,1.2054010876751318e-08
1865,1.685454299149569e-05,2.660959706547926e-10,3.619326386214031e-10,1.2469522462207498e-08
1866,1.709537251112384e-05,3.3788544184787384e-10,5.388911182370646e-10,1.2783430853551586e-08
1867,1.722220492540925e-05,3.201026903860387e-10,6.253160330807869e-10,1.3317454599410489e-08
1868,1.751569470798131e-05,3.201026903860387e-10,6.701277310838805e-10,1.1303507653691116e-08
1869,1.8722981621976942e-05,5.018997281272927e-10,4.47254646017216e-10,8.963210554721205e-09
1870,1.8792576156556606e-05,5.441361884882059e-10,5.262261459915152e-10,8.263823276471222e-09
1871,1.8860218135939378e-05,6.252883131909113e-10,8.443155738050276e-10,7.016197210520301e-09
1872,1.8879405355879237e-05,5.36835211205146e-10,8.819924433657787e-10,8.000691823336784e-09
1873,1.9140192307531834e-05,4.821338566480498e-10,7.050339637501171e-10,7.284788867372478e-09
1874,1.9638846424641088e-05,7.965878353769337e-10,6.583497635936908e-10,6.7415685415081074e-09
1875,1.9856676382395172e-05,8.367028657220641e-10,6.135380655905972e-10,6.98480042059048e-09
1876,1.9382091392929268e-05,6.375195411261509e-10,9.20193940886652e-10,5.825524634112915e-09
1877,2.010576671247171e-05,6.651864257824412e-10,8.284362323125143e-10,5.343409429211679e-09
1878,2.056440722039302e-05,6.928903839575895e-10,5.7210776592344e-10,5.1573206974861054e-09
1879,2.1095164161774198e-05,1.0420285309223738e-09,5.9494578311511e-10,3.851590348245639e-09
1880,2.1171998793891233e-05,1.062671074152683e-09,7.922658798850282e-10,4.316556572498647e-09
1881,2.1705561656355193e-05,7.681358287532041e-10,9.103531381108151e-10,3.297378465510243e-09
1882,2.1911397197982296e-05,7.280207984080736e-10,1.0075818711120986e-09,3.6031211982288725e-09
1883,2.2099011662898454e-05,9.145472157356949e-10,7.330486237863301e-10,3.5472370120613407e-09
1884,2.2073431994483273e-05,8.751547780112239e-10,6.980969512777285e-10,3.6681317665860594e-09
1885,2.256748302897904e-05,8.533685306019326e-10,6.472874240572222e-10,3.849433343512081e-09
1886,2.2779898894701285e-05,7.801165546883482e-10,5.977232181431091e-10,4.108956952464382e-09
1887,2.3191803588166033e-05,7.91992380407994e-10,4.280370898993421e-10,3.447340984103724e-09
1888,2.3123257311194072e-05,7.558640320791201e-10,2.972119594086513e-10,3.6268616998569314e-09
1889,2.3539331907938633e-05,8.605476113445119e-10,3.046668056727597e-10,3.0072733509760904e-09
1890,2.370898255321663e-05,6.356892096048838e-10,3.4843125210467663e-10,2.9458308966770883e-09
1891,2.396417897086524e-05,9.380439738463205e-10,4.5085145934058753e-10,2.6940834483925512e-09
1892,2.3784450864435973e-05,9.408604669168342e-10,4.826912322223162e-10,2.0134446689277853e-09
1893,2.3897633842092807e-05,7.341593186557408e-10,5.197606948012126e-10,1.9134249621252255e-09
1894,2.3862293216682572e-05,6.678069902621431e-10,5.584020448415724e-10,1.852537825522812e-09
1895,2.3766271624481305e-05,8.101738089928898e-10,6.372552406398922e-10,1.780402860854632e-09
1896,2.3907787700799027e-05,9.961966093311299e-10,6.488542163880189e-10,1.802609827279105e-09
1897,2.419327185115045e-05,1.1448106510389015e-09,6.844276732666441e-10,2.057944263413246e-09
1898,2.4042079530772753e-05,8.29983147686088e-10,7.443509856105582e-10,1.8798552278312795e-09
1899,2.3963895728229545e-05,9.040219783080466e-10,6.908924702183786e-10,2.0352650358696725e-09
1900,2.3993178339359084e-05,9.43260582737209e-10,8.697048557517104e-10,2.154184576750952e-09
1901,2.4228308705330293e-05,1.0361705323123717e-09,1.0262064610776024e-09,2.3129576032232535e-09
1902,2.3977459932211787e-05,1.0906386448723232e-09,1.1097516159987363e-09,2.417940926844965e-09
1903,2.3702266584483107e-05,1.0390194438952044e-09,1.0412864935384546e-09,2.4425761413482405e-09
1904,2.3362372563237193e-05,1.00138158281344e-09,1.0408021428836329e-09,2.3242165017986085e-09
1905,2.3439449640656157e-05,1.1663057583203136e-09,9.546929358172918e-10,2.2048222731679043e-09
1906,2.3253426011901217e-05,1.3592252799478543e-09,1.0734149838828193e-09,2.1285891898299117e-09
1907,2.3354922762207154e-05,1.3973033841097049e-09,1.066059026769547e-09,1.919036179964806e-09
1908,2.3177822315899122e-05,1.4111788880301545e-09,1.0079755522315485e-09,1.7924059657138868e-09
1909,2.3629566255424705e-05,1.6145523965401968e-09,1.0804135284838067e-09,1.6169133294179667e-09
