ngram,politics,poltics,politcs,politis
1910,2.3727706190714214e-05,1.499430222841523e-09,1.1565611008584093e-09,1.6954080004984361e-09
1911,2.366016581488241e-05,1.7239244238480872e-09,1.129452515640545e-09,1.5544189070824744e-09
1912,2.3316374478911583e-05,1.85807244986894e-09,1.4135709031875316e-09,1.637572537888892e-09
1913,2.3218733466429902e-05,1.930165352944816e-09,1.415698153944029e-09,1.6993256008695263e-09
1914,2.2387429583302166e-05,2.2660077861732677e-09,1.2543104570867619e-09,1.6109866615313502e-09
1915,2.220452734036371e-05,2.3700583479906764e-09,1.2011880617152875e-09,1.605680445747128e-09
1916,2.200355005957785e-05,2.0632619660406905e-09,1.0146082069744417e-09,1.4216422800877077e-09
1917,2.195417229294045e-05,2.162748710280279e-09,1.0861634845506428e-09,1.134117189049988e-09
1918,2.181555880399953e-05,1.9998411974039445e-09,1.0741970884226809e-09,1.0830331472913964e-09
1919,2.206360555386969e-05,2.123108974342155e-09,8.55901849394769e-10,1.166184014435499e-09
1920,2.220867567562631e-05,1.902986292355381e-09,7.450280471919615e-10,1.0499160271340964e-09
1921,2.3432997165530522e-05,1.6736466022594853e-09,9.238287040120546e-10,1.422133823401696e-09
1922,2.3283012394261148e-05,1.780896493766956e-09,8.122576500291245e-10,1.5042595581858465e-09
1923,2.3176696621313958e-05,1.8323557116062261e-09,1.0070862239380013e-09,1.668984410991519e-09
1924,2.3161886669445914e-05,1.9996484468265407e-09,8.848305342392036e-10,1.8607726867284465e-09
1925,2.3474006281633463e-05,2.0111269792368246e-09,8.819448584139269e-10,1.895256388336922e-09
1926,2.334733419827119e-05,1.8458243822294662e-09,7.857333236430516e-10,1.9888859210353313e-09
1927,2.361029250356036e-05,1.796178126868751e-09,8.757602777885256e-10,2.2376182494200846e-09
1928,2.306220137273028e-05,1.702840059434964e-09,6.17453681438031e-10,1.7894335140639888e-09
1929,2.3346878671353416e-05,1.5681427902235002e-09,6.680252759691133e-10,1.72492111863828e-09
1930,2.3281145331566222e-05,1.532405630959894e-09,4.796195643022979e-10,1.618197583866784e-09
1931,2.33599740957808e-05,1.3777582408280864e-09,4.850540029157e-10,1.720445857207003e-09
1932,2.3298208751449628e-05,1.382862808390379e-09,4.16038479460796e-10,1.7734749938444087e-09
1933,2.3506181605625898e-05,1.1541215760857426e-09,4.165268705344108e-10,1.6842251006541987e-09
1934,2.3601442600400852e-05,1.0848244287003134e-09,2.800966066228229e-10,1.5905665594141892e-09
1935,2.3768622278501944e-05,1.0584920162592937e-09,2.795094532810032e-10,1.6542977939896071e-09
1936,2.385013872948808e-05,1.2496684877381726e-09,2.4987529109335837e-10,1.623859253412669e-09
1937,2.396881557485488e-05,1.2481860386540485e-09,1.6819311419803895e-10,1.6624766484087316e-09
1938,2.3597335062472018e-05,1.207859201546313e-09,1.9825533675061584e-10,1.50377550094711e-09
1939,2.3387896102836487e-05,1.1680773887816948e-09,3.2272546143400204e-10,1.393063949909187e-09
1940,2.3297803636523895e-05,1.224916120915306e-09,3.795641935676132e-10,1.2903586770513747e-09
1941,2.327726230890091e-05,1.2453589033028273e-09,6.277713309505678e-10,1.20357278112136e-09
1942,2.2977787791335557e-05,1.2614731878127623e-09,8.795375122661042e-10,1.1254262997719066e-09
1943,2.305448781823673e-05,9.285378339234691e-10,1.0087733505668795e-09,1.2577574933939469e-09
1944,2.3086600517022555e-05,9.077112553664993e-10,1.293343178586172e-09,1.6249154006458306e-09
1945,2.3592973125882315e-05,8.057881029088776e-10,1.2596596067813793e-09,1.5515826004960535e-09
1946,2.3679347058142802e-05,8.550011968263707e-10,1.3006705236660666e-09,1.5346032777863172e-09
1947,2.3808783745542833e-05,8.842839555838517e-10,1.2471684002995126e-09,1.7036625364420998e-09
1948,2.3557526479375417e-05,9.107696739642433e-10,1.0502612628788504e-09,1.7709696804273684e-09
1949,2.3697211612930653e-05,8.973706936262918e-10,8.613035562543558e-10,2.0114607281383557e-09
1950,2.3372408447487813e-05,9.299972220893388e-10,8.634100617006218e-10,2.0371270543455874e-09
1951,2.3228205723821054e-05,8.823656844863287e-10,7.112330208907431e-10,1.6500274797286757e-09
1952,2.290571605304389e-05,9.767259659795462e-10,6.988911354406063e-10,1.7603282958284743e-09
1953,2.3192780645331368e-05,1.029176501957504e-09,8.315055786768864e-10,2.0515528640986857e-09
1954,2.3019995101744177e-05,1.2160717155484946e-09,8.253825202673783e-10,2.0438464254368682e-09
1955,2.335153970177219e-05,1.2387084810264577e-09,1.1074503298529643e-09,2.0560602109753745e-09
1956,2.350145457187734e-05,1.2642752519490382e-09,1.1301635659068309e-09,2.0122331102965875e-09
1957,2.4454964139814755e-05,1.3752224874747603e-09,1.092577322265547e-09,1.8988294428875665e-09
1958,2.504060830688104e-05,1.6303749144392604e-09,1.1030062260378566e-09,1.8477092475091946e-09
1959,2.6059725184625548e-05,1.6341644862702002e-09,1.1419158832800695e-09,1.8207687659175876e-09
1960,2.6803324674671914e-05,1.6584210988617493e-09,9.60286869863428e-10,1.8630252499437663e-09
1961,2.812968991098127e-05,1.6092037385157759e-09,1.074316968718847e-09,1.8090730580233583e-09
1962,2.9011905488524853e-05,1.7456179041935066e-09,8.939754968041922e-10,1.969124252543253e-09
1963,3.0246684088654418e-05,1.881117531584867e-09,9.44693157034493e-10,1.8709052481849906e-09
1964,3.1039901451939454e-05,1.831596667984619e-09,1.2526851936708487e-09,2.0035085416100375e-09
1965,3.251201867117613e-05,1.818775717334274e-09,1.3919461139266787e-09,2.2780824211159664e-09
1966,3.354185615275388e-05,1.9960877554022918e-09,1.598058161990577e-09,2.411509151098049e-09
1967,3.467853197694889e-05,1.933075651930746e-09,1.7292427014124557e-09,2.1844496053294702e-09
1968,3.5275825731722375e-05,1.9463513182113192e-09,1.8727871317228815e-09,2.1606396513210566e-09
1969,3.612989790521429e-05,1.946737612382573e-09,2.0788362301412835e-09,1.9627123894392996e-09
1970,3.651453049055168e-05,1.9390156940397266e-09,2.2886939010646756e-09,2.010181513309054e-09
1971,3.675262580925066e-05,2.018725615242951e-09,2.0360754352363333e-09,1.9818020557949012e-09
1972,3.638409128013466e-05,2.0406246692417085e-09,2.1278969697391403e-09,1.7936944152197043e-09
1973,3.5967104590132036e-05,1.984971346021983e-09,2.158557428038372e-09,1.6615983351136216e-09
1974,3.530289697144846e-05,2.2126642264451236e-09,2.3101340523063688e-09,1.6183320715258885e-09
1975,3.4848194315730196e-05,2.221196893081867e-09,2.244187153570871e-09,1.6977170780307915e-09
1976,3.418768184409211e-05,2.133906876597028e-09,2.2306782452931527e-09,1.6949808382246294e-09
1977,3.3875769336840934e-05,2.1896487638934606e-09,2.2877586491887314e-09,1.7464117929577583e-09
1978,3.3519417359327364e-05,2.1911903561441395e-09,2.6562468415290498e-09,1.8427086364728292e-09
1979,3.346010946968038e-05,2.0639559585232193e-09,2.7049831580987823e-09,1.796004234222437e-09
1980,3.3438875107094646e-05,2.0402629109992988e-09,2.7819170459305755e-09,1.656845105557636e-09
1981,3.374517213420144e-05,1.9894174561686994e-09,2.855736916781585e-09,1.8199055754461062e-09
1982,3.3871761323618034e-05,1.912408818606691e-09,3.109720100472454e-09,1.839246358389549e-09
1983,3.447540854852248e-05,1.9477442991799876e-09,3.3637565431478477e-09,1.9289350751604063e-09
1984,3.488125210943898e-05,1.9039829554249164e-09,3.29118526083099e-09,1.8965792270009274e-09
1985,3.565048142003694e-05,1.9032919367540605e-09,3.403696721296764e-09,1.6929886064482552e-09
1986,3.6537793286178e-05,2.02480148520883e-09,3.354118221261209e-09,1.7088378648618833e-09
1987,3.7660372202351156e-05,2.0023375497351434e-09,3.386826692113638e-09,2.0036097225784033e-09
1988,3.8616262047850925e-05,1.8419543509498988e-09,3.3920464532449e-09,1.8806771061109983e-09
1989,4.005422826074729e-05,1.8731454324135856e-09,3.155664221995583e-09,1.775606693423169e-09
1990,4.1175805693325985e-05,1.9550784007600034e-09,2.9089067503968683e-09,1.8153597514114495e-09
1991,4.2381678732843806e-05,1.9164748201104332e-09,3.009357762984166e-09,1.8003705986353274e-09
1992,4.3510658412872415e-05,2.0123395013830046e-09,2.682770656419515e-09,1.9113149158605277e-09
1993,4.4940210500499234e-05,2.061236261040124e-09,2.7090729818165673e-09,1.982438308749985e-09
1994,4.608265018240283e-05,1.9303032981556255e-09,2.6902192378536985e-09,1.8145655771612773e-09
1995,4.7536992497043684e-05,2.0017619466778616e-09,2.6335026381829607e-09,1.8088343838635573e-09
1996,4.88191180920694e-05,1.9825109173357956e-09,2.6958281638757497e-09,2.144597372704433e-09
1997,5.02879915334883e-05,1.834623516597641e-09,2.613351313129897e-09,2.074207615189648e-09
1998,5.136172486735242e-05,1.750964183168589e-09,2.43162781973386e-09,2.021020192469588e-09
1999,5.2861485268554785e-05,1.6387187955808307e-09,2.4759287635995567e-09,2.1721191987923915e-09
2000,5.342670140505236e-05,1.4105079802563735e-09,2.481573962193855e-09,2.231203015996235e-09
2001,5.454446467670745e-05,1.3956397783486197e-09,2.336328273701481e-09,2.33617038412705e-09
2002,5.51533667021431e-05,1.2403955640394315e-09,2.1778367363469086e-09,2.46592674851038e-09
2003,5.5608247618822914e-05,1.2095313798151812e-09,2.2238043787378305e-09,2.2231233520741966e-09
2004,5.625225094263442e-05,1.2027856805778875e-09,2.2511819392739038e-09,2.2698764296740545e-09
2005,5.7018522576462214e-05,1.167763489081811e-09,2.2330241941251725e-09,2.4112960199979786e-09
2006,5.695478518776197e-05,1.0060626538204482e-09,1.9980544837697576e-09,2.336866509823819e-09
2007,5.716568193747662e-05,9.57283530222952e-10,1.7164897043413824e-09,2.347525158390746e-09
2008,5.609817526419647e-05,9.41407594736075e-10,1.5436414924074882e-09,2.2416954958970337e-09
2009,5.473550014098042e-05,8.877275819203184e-10,1.4050427408842025e-09,2.0272061648388527e-09
2010,5.514710522090484e-05,7.940657575922216e-10,1.2814190898856127e-09,2.0801092753026343e-09
2011,5.455634111837883e-05,6.596223765610785e-10,1.3318526519740764e-09,1.9971257822096587e-09
2012,5.4843462878904704e-05,5.902911691192867e-10,1.2119508174812665e-09,1.9689731591197658e-09
2013,5.650471731704394e-05,5.935623778200291e-10,1.2921808464508695e-09,1.8394204413598102e-09
2014,5.6765864428598434e-05,5.852812322095145e-10,1.303825634759091e-09,2.177079611825101e-09
2015,5.7542305252614566e-05,5.663503832575856e-10,1.3502024260552454e-09,2.2816716928529347e-09
2016,5.875244979896317e-05,5.314058122112592e-10,1.3196193344405011e-09,2.36803189755465e-09
2017,5.868957972173424e-05,5.005681471178155e-10,1.2625355945890722e-09,2.351949635048811e-09
2018,5.937463283771649e-05,5.486869292248286e-10,1.0275910344859084e-09,2.5428672500993343e-09
2019,5.918229726376012e-05,5.550321452441054e-10,1.0508700298839102e-09,2.6365885030799063e-09
