ngram,election,electin,electon,election
1863,7.245227815084425e-05,7.632783357739266e-09,3.036825255550316e-09,7.245227815084425e-05
1864,7.250818037261655e-05,8.123813050835743e-09,3.4502902638130652e-09,7.250818037261655e-05
1865,7.511996227549389e-05,8.427123316628077e-09,2.452467994557799e-09,7.511996227549389e-05
1866,8.046803330736501e-05,8.741031707972167e-09,2.817245028533374e-09,8.046803330736501e-05
1867,8.851192978909239e-05,9.147907003332584e-09,3.244391917821078e-09,8.851192978909239e-05
1868,8.988926960487984e-05,9.173490792388098e-09,3.6243472389951847e-09,8.988926960487984e-05
1869,9.578751529001497e-05,9.27896667438485e-09,4.391121311802288e-09,9.578751529001497e-05
1870,9.608550317352638e-05,8.959707515592591e-09,4.765748050163308e-09,9.608550317352638e-05
1871,9.799728598279347e-05,8.475045934882734e-09,4.520157771890711e-09,9.799728598279347e-05
1872,9.758545638760552e-05,8.29817218114418e-09,4.733119610530626e-09,9.758545638760552e-05
1873,9.821708226809278e-05,8.440461789811188e-09,4.948641369700064e-09,9.821708226809278e-05
1874,0.00010224416577589832,8.051180991738453e-09,5.421689573483133e-09,0.00010224416577589832
1875,0.00010130344578231285,8.308889512928123e-09,5.3299111790749976e-09,0.00010130344578231285
1876,9.865880565484986e-05,9.193747921695409e-09,4.800247818284983e-09,9.865880565484986e-05
1877,9.806628804653883e-05,9.345103167492295e-09,5.00701328017986e-09,9.806628804653883e-05
1878,9.58689654778157e-05,9.320947505894343e-09,5.083503459449698e-09,9.58689654778157e-05
1879,9.564028005115688e-05,9.437234803146209e-09,5.370949082309348e-09,9.564028005115688e-05
1880,9.329339393713911e-05,8.978235107751483e-09,5.260751834157418e-09,9.329339393713911e-05
1881,8.510761004540004e-05,9.278906658900204e-09,4.6660069458986135e-09,8.510761004540004e-05
1882,8.48524526060958e-05,8.910399402444519e-09,4.751000355034713e-09,8.48524526060958e-05
1883,8.128871870992173e-05,8.683880789054195e-09,5.126204857422831e-09,8.128871870992173e-05
1884,8.076343302881079e-05,8.2488405947093e-09,5.046271083537184e-09,8.076343302881079e-05
1885,8.060487743932754e-05,8.147046085379576e-09,4.813959643610945e-09,8.060487743932754e-05
1886,8.054464914104236e-05,8.166550229710928e-09,4.395470368631241e-09,8.054464914104236e-05
1887,8.124657844226541e-05,8.233922876854649e-09,4.549627182929125e-09,8.124657844226541e-05
1888,8.198907848314516e-05,8.42488986510911e-09,4.606327224416467e-09,8.198907848314516e-05
1889,8.268049818330578e-05,8.649008874174667e-09,6.2138550495559136e-09,8.268049818330578e-05
1890,8.402615744021855e-05,8.450597047523648e-09,6.086946090024168e-09,8.402615744021855e-05
1891,8.506992682149368e-05,7.997236523798229e-09,6.587556880940529e-09,8.506992682149368e-05
1892,8.576296074482213e-05,7.786663631342045e-09,6.678422291374529e-09,8.576296074482213e-05
1893,8.485197759000584e-05,7.3523345507047515e-09,6.661595402286074e-09,8.485197759000584e-05
1894,8.423869647750897e-05,7.48981131083935e-09,6.7107820887559095e-09,8.423869647750897e-05
1895,8.175761052241017e-05,6.851503237775043e-09,6.013905437133157e-09,8.175761052241017e-05
1896,8.082015639437097e-05,6.353118792950292e-09,4.249701162401769e-09,8.082015639437097e-05
1897,7.964464540626588e-05,5.490702749609357e-09,4.265915303542605e-09,7.964464540626588e-05
1898,7.900879947036239e-05,5.796128085425575e-09,3.991749407207732e-09,7.900879947036239e-05
1899,7.65768438993421e-05,5.4394243395198114e-09,3.84462201757125e-09,7.65768438993421e-05
1900,7.658492333056139e-05,5.300878085685261e-09,3.969736349164675e-09,7.658492333056139e-05
1901,7.459107083767387e-05,5.180719345584553e-09,3.75707985357719e-09,7.459107083767387e-05
1902,7.59685634485712e-05,5.160348973528731e-09,4.549388167772252e-09,7.59685634485712e-05
1903,7.736456713506154e-05,5.292756455332892e-09,4.905304162861057e-09,7.736456713506154e-05
1904,7.941617202180038e-05,5.284404279239295e-09,5.005205139241298e-09,7.941617202180038e-05
1905,7.981591521196865e-05,4.98957903565562e-09,5.007153929576751e-09,7.981591521196865e-05
1906,8.372219391666087e-05,5.386877039675093e-09,5.625039228058475e-09,8.372219391666087e-05
1907,8.41161236166954e-05,5.597275151306544e-09,5.915529019010332e-09,8.41161236166954e-05
1908,8.825305121717975e-05,5.711464761455025e-09,6.115175603988681e-09,8.825305121717975e-05
1909,8.9040476138637e-05,5.808314464315702e-09,5.819378122242012e-09,8.9040476138637e-05
1910,9.065102390845173e-05,5.667391064382141e-09,6.167036595680234e-09,9.065102390845173e-05
1911,8.926672827718514e-05,5.8085024409341e-09,6.041538761333445e-09,8.926672827718514e-05
1912,9.068980268369029e-05,6.105883988892304e-09,6.042310588380165e-09,9.068980268369029e-05
1913,8.87966837451261e-05,5.6872757931663335e-09,5.659293732053681e-09,8.87966837451261e-05
1914,8.88049669031586e-05,5.4513908942510625e-09,6.066433387376589e-09,8.88049669031586e-05
1915,8.58995969922814e-05,5.180472749190455e-09,5.826056018573159e-09,8.58995969922814e-05
1916,8.470042459001499e-05,4.783960307262549e-09,6.153105453725922e-09,8.470042459001499e-05
1917,8.185899475522871e-05,5.183250178270831e-09,5.930076303022653e-09,8.185899475522871e-05
1918,8.116180002356746e-05,4.876643089346544e-09,6.2665569241663175e-09,8.116180002356746e-05
1919,7.903480582172051e-05,4.3661068411487185e-09,6.326334186671342e-09,7.903480582172051e-05
1920,7.823610212653875e-05,4.51883552798904e-09,6.907221334578091e-09,7.823610212653875e-05
1921,7.717038845709925e-05,4.690946615275899e-09,6.19557611563388e-09,7.717038845709925e-05
1922,7.697076112630643e-05,4.408427432624405e-09,6.3781984773113115e-09,7.697076112630643e-05
1923,7.535013615519606e-05,4.323574228795987e-09,5.893248619262945e-09,7.535013615519606e-05
1924,7.516957079392991e-05,3.86928073708199e-09,5.840303478927516e-09,7.516957079392991e-05
1925,7.300805425204868e-05,3.797315414491972e-09,5.196014222060999e-09,7.300805425204868e-05
1926,7.278389031333583e-05,3.958422859337166e-09,4.930949236227531e-09,7.278389031333583e-05
1927,7.184298010542989e-05,3.444280257828122e-09,4.0646123292528304e-09,7.184298010542989e-05
1928,7.185497712011315e-05,2.8115195092683264e-09,3.947965636947564e-09,7.185497712011315e-05
1929,7.030524180403777e-05,2.6296541452300713e-09,3.754428482391095e-09,7.030524180403777e-05
1930,7.072190575334909e-05,2.541648256938954e-09,3.848504594370996e-09,7.072190575334909e-05
1931,6.886012020653911e-05,2.3716367282742924e-09,3.537398342499744e-09,6.886012020653911e-05
1932,7.069398790398347e-05,2.1952521705210462e-09,4.044753706570045e-09,7.069398790398347e-05
1933,7.015472302945065e-05,2.085521247760117e-09,3.703351197132625e-09,7.015472302945065e-05
1934,7.045458395233644e-05,2.195696576937475e-09,3.856027735211447e-09,7.045458395233644e-05
1935,7.057335044789528e-05,2.5465566639531242e-09,3.7097763749827095e-09,7.057335044789528e-05
1936,7.373184572705733e-05,2.5240104450929834e-09,3.8278350489306945e-09,7.373184572705733e-05
1937,7.53674830775708e-05,2.4393633620992514e-09,4.084946777663642e-09,7.53674830775708e-05
1938,7.793132577457332e-05,2.3548804969511903e-09,4.052278370002073e-09,7.793132577457332e-05
1939,7.783517191585685e-05,2.3698898557863603e-09,3.6019274705724668e-09,7.783517191585685e-05
1940,7.986094507422032e-05,2.1902725823506687e-09,4.066673981688902e-09,7.986094507422032e-05
1941,8.144302929784837e-05,2.3394473501271916e-09,4.382380680567621e-09,8.144302929784837e-05
1942,8.294836568113948e-05,2.3789964125648614e-09,4.774064730840775e-09,8.294836568113948e-05
1943,8.052077152699764e-05,2.5133911777227726e-09,4.832964028977926e-09,8.052077152699764e-05
1944,8.032985767515908e-05,2.775279181069631e-09,4.797534909022667e-09,8.032985767515908e-05
1945,8.076883490762807e-05,2.7928106494101712e-09,4.947324740354832e-09,8.076883490762807e-05
1946,8.25589501930933e-05,2.9905254780463306e-09,5.475570409783716e-09,8.25589501930933e-05
1947,8.093937607814691e-05,3.0544960846360223e-09,5.524216259037271e-09,8.093937607814691e-05
1948,7.996159131705229e-05,2.989438950353117e-09,5.438780600489476e-09,7.996159131705229e-05
1949,7.821158838591405e-05,2.8076956315459256e-09,5.031662451772588e-09,7.821158838591405e-05
1950,8.031567059723394e-05,2.747548664773701e-09,5.00050172697846e-09,8.031567059723394e-05
1951,8.013736078282818e-05,2.3983917233191423e-09,4.749419968419488e-09,8.013736078282818e-05
1952,7.9122136022696e-05,2.239236542221436e-09,5.143058296701903e-09,7.9122136022696e-05
1953,7.623211006700461e-05,1.978131943961411e-09,4.872735802154336e-09,7.623211006700461e-05
1954,7.640750222240708e-05,1.949786459271812e-09,4.91153346564894e-09,7.640750222240708e-05
1955,7.512380605995921e-05,1.9939197911814486e-09,4.852251806702108e-09,7.512380605995921e-05
1956,7.549100908883182e-05,1.8047981521972035e-09,5.616504975388839e-09,7.549100908883182e-05
1957,7.341260685019993e-05,2.0227313474967853e-09,5.69158580583056e-09,7.341260685019993e-05
1958,7.231726963904553e-05,2.245352745003767e-09,6.048530057764115e-09,7.231726963904553e-05
1959,7.082186909558783e-05,2.635012335312175e-09,6.368024203189699e-09,7.082186909558783e-05
1960,7.105393160600215e-05,2.6961338875760734e-09,6.9537275620185875e-09,7.105393160600215e-05
1961,7.03539460248846e-05,2.7594722062929122e-09,7.2841672376406615e-09,7.03539460248846e-05
1962,7.133431375093226e-05,2.624788037713139e-09,7.818563066816101e-09,7.133431375093226e-05
1963,7.009747475551973e-05,2.6802682295823388e-09,8.080918918145536e-09,7.009747475551973e-05
1964,7.030173375304522e-05,2.4275747761188474e-09,8.381256387325818e-09,7.030173375304522e-05
1965,6.978803035703354e-05,2.3402562427626047e-09,8.491759739825966e-09,6.978803035703354e-05
1966,7.038873965419563e-05,2.002888680304896e-09,8.253127070645405e-09,7.038873965419563e-05
1967,7.081568245277075e-05,1.9983029834033263e-09,7.810497264821542e-09,7.081568245277075e-05
1968,7.092766879525567e-05,2.2267150345811615e-09,8.006964107616049e-09,7.092766879525567e-05
1969,7.032250349376617e-05,2.1654880269902523e-09,8.1447903659588e-09,7.032250349376617e-05
1970,7.053771800461359e-05,2.267537602129721e-09,7.812860200065837e-09,7.053771800461359e-05
1971,6.979568778271121e-05,2.3110198358164016e-09,8.004818078230106e-09,6.979568778271121e-05
1972,6.988074684548857e-05,2.3327992394937625e-09,8.267519557847436e-09,6.988074684548857e-05
1973,6.889394405464242e-05,2.502531911855296e-09,8.542338519086051e-09,6.889394405464242e-05
1974,6.870168726891279e-05,2.683212683786605e-09,9.363487509160353e-09,6.870168726891279e-05
1975,6.719353509002499e-05,2.428929295789877e-09,1.0096313372644415e-08,6.719353509002499e-05
1976,6.562043407549416e-05,2.4777458180429743e-09,1.0948000728205898e-08,6.562043407549416e-05
1977,6.372261278946618e-05,2.3991203626902038e-09,1.232914824202323e-08,6.372261278946618e-05
1978,6.21671169938054e-05,2.306156900365254e-09,1.3018876135869765e-08,6.21671169938054e-05
1979,6.028002670583581e-05,2.1946101761268923e-09,1.382907629679916e-08,6.028002670583581e-05
1980,5.920776519425479e-05,2.0586979264182658e-09,1.4656128755063946e-08,5.920776519425479e-05
1981,5.7171274550325635e-05,1.921853898245729e-09,1.521379175021106e-08,5.7171274550325635e-05
1982,5.6012394842192794e-05,1.6910313070463344e-09,1.5853158912599545e-08,5.6012394842192794e-05
1983,5.528746831779634e-05,1.6472703122184994e-09,1.567692769250633e-08,5.528746831779634e-05
1984,5.4885929005519885e-05,1.5721625350779383e-09,1.550290917862185e-08,5.4885929005519885e-05
1985,5.4951459398060774e-05,1.5182281860275688e-09,1.5435397468114128e-08,5.4951459398060774e-05
1986,5.46215674798337e-05,1.5669947482445578e-09,1.4943673980789233e-08,5.46215674798337e-05
1987,5.4098750946910256e-05,1.6272878679478099e-09,1.4462712170727952e-08,5.4098750946910256e-05
1988,5.3729525201820903e-05,1.5203132483091304e-09,1.3759721108540037e-08,5.3729525201820903e-05
1989,5.415432627030116e-05,1.567270139065816e-09,1.2520246553801177e-08,5.415432627030116e-05
1990,5.432823932746292e-05,1.5708036458862905e-09,1.164737829993458e-08,5.432823932746292e-05
1991,5.4366995235406126e-05,1.5095109289526525e-09,1.0804701387558322e-08,5.4366995235406126e-05
1992,5.4262951640079594e-05,1.6739692013497835e-09,1.0147155750571204e-08,5.4262951640079594e-05
1993,5.48195764297686e-05,1.7196949737246265e-09,9.64387515876654e-09,5.48195764297686e-05
1994,5.5655764299444854e-05,1.7833028545918443e-09,9.11042466863624e-09,5.5655764299444854e-05
1995,5.612181692932998e-05,1.7781159243414534e-09,8.498874366174342e-09,5.612181692932998e-05
1996,5.6044735434365324e-05,1.9076615208137225e-09,7.830538566772865e-09,5.6044735434365324e-05
1997,5.605144854468692e-05,1.9967917002412197e-09,7.680964626238002e-09,5.605144854468692e-05
1998,5.642251822532022e-05,2.12960160617115e-09,6.969267131649661e-09,5.642251822532022e-05
1999,5.6153630534286746e-05,1.983149914127783e-09,6.568484803689703e-09,5.6153630534286746e-05
2000,5.496422038829353e-05,1.7857002543308909e-09,5.9832953829592435e-09,5.496422038829353e-05
2001,5.425391178245523e-05,1.7539872411629987e-09,5.466741472202687e-09,5.425391178245523e-05
2002,5.331725697033107e-05,1.766654013555881e-09,5.063394275290583e-09,5.331725697033107e-05
2003,5.265132339055916e-05,1.6498490510282897e-09,4.90721996371235e-09,5.265132339055916e-05
2004,5.1954186346847564e-05,1.5396626196206853e-09,4.346140907480438e-09,5.1954186346847564e-05
2005,5.119215607659758e-05,1.6300047343621925e-09,4.095820444709781e-09,5.119215607659758e-05
2006,4.9472709568882624e-05,1.579425320688951e-09,3.66345680775331e-09,4.9472709568882624e-05
2007,4.775732148638261e-05,1.5889860538464973e-09,3.34145051310892e-09,4.775732148638261e-05
2008,4.4858401711930386e-05,1.3277319442307954e-09,3.1086295442556936e-09,4.4858401711930386e-05
2009,4.172353536497602e-05,1.199381241149108e-09,3.424204094873825e-09,4.172353536497602e-05
2010,3.855347677017562e-05,1.1037540207211753e-09,3.3292463072090837e-09,3.855347677017562e-05
2011,3.5790354169356374e-05,9.800046369650467e-10,3.086990821695882e-09,3.5790354169356374e-05
2012,3.304531102393022e-05,7.351454405541651e-10,2.77791118679411e-09,3.304531102393022e-05
2013,3.1733582155928684e-05,7.404611408150836e-10,2.568093134972368e-09,3.1733582155928684e-05
2014,3.0232214287804838e-05,7.153928600305598e-10,2.428086128983661e-09,3.0232214287804838e-05
2015,2.958476735719679e-05,9.124325422200335e-10,2.361967748371845e-09,2.958476735719679e-05
2016,2.9869264835724607e-05,1.061164798889434e-09,1.7116181963824521e-09,2.9869264835724607e-05
2017,3.006590456304063e-05,1.1329489291167505e-09,1.3855327440914778e-09,3.006590456304063e-05
2018,3.0081668228376657e-05,1.2360509504816263e-09,1.337671506895788e-09,3.0081668228376657e-05
2019,2.9623247428389732e-05,1.3301344192750975e-09,1.4478153675945293e-09,2.9623247428389732e-05
