ngram,suit,sut,suit,suit
1538,0.00018044363449527218,3.1764385702055212e-06,0.00018044363449527218,0.00018044363449527218
1539,0.0001821038567868527,3.1764385702055212e-06,0.0001821038567868527,0.0001821038567868527
1540,0.0001821038567868527,3.1764385702055212e-06,0.0001821038567868527,0.0001821038567868527
1541,0.0001652502089979992,3.1764385702055212e-06,0.0001652502089979992,0.0001652502089979992
1542,0.00012571531117698344,3.1764385702055212e-06,0.00012571531117698344,0.00012571531117698344
1543,3.164868628248639e-06,3.1764385702055212e-06,3.164868628248639e-06,3.164868628248639e-06
1544,1.1511164302646648e-05,3.1764385702055212e-06,1.1511164302646648e-05,1.1511164302646648e-05
1545,1.5529965951697833e-05,2.679201023576232e-07,1.5529965951697833e-05,1.5529965951697833e-05
1546,1.638709948435592e-05,2.679201023576232e-07,1.638709948435592e-05,1.638709948435592e-05
1547,1.638709948435592e-05,2.679201023576232e-07,1.638709948435592e-05,1.638709948435592e-05
1548,1.9359518903781592e-05,2.679201023576232e-07,1.9359518903781592e-05,1.9359518903781592e-05
1549,1.785487256711349e-05,2.679201023576232e-07,1.785487256711349e-05,1.785487256711349e-05
1550,2.1096946771389673e-05,2.679201023576232e-07,2.1096946771389673e-05,2.1096946771389673e-05
1551,1.2750651096991663e-05,2.679201023576232e-07,1.2750651096991663e-05,1.2750651096991663e-05
1552,1.2337404509058355e-05,0.0,1.2337404509058355e-05,1.2337404509058355e-05
1553,9.820048684819735e-06,0.0,9.820048684819735e-06,9.820048684819735e-06
1554,9.820048684819735e-06,0.0,9.820048684819735e-06,9.820048684819735e-06
1555,1.1054524293285795e-05,0.0,1.1054524293285795e-05,1.1054524293285795e-05
1556,1.1054524293285795e-05,0.0,1.1054524293285795e-05,1.1054524293285795e-05
1557,7.812450089009612e-06,0.0,7.812450089009612e-06,7.812450089009612e-06
1558,9.176547402083607e-06,0.0,9.176547402083607e-06,9.176547402083607e-06
1559,1.5886331571631933e-05,0.0,1.5886331571631933e-05,1.5886331571631933e-05
1560,1.8129782672206473e-05,0.0,1.8129782672206473e-05,1.8129782672206473e-05
1561,1.8129782672206473e-05,0.0,1.8129782672206473e-05,1.8129782672206473e-05
1562,1.3922887644314739e-05,1.7777145850621828e-06,1.3922887644314739e-05,1.3922887644314739e-05
1563,1.4377509355004544e-05,1.7777145850621828e-06,1.4377509355004544e-05,1.4377509355004544e-05
1564,1.4377509355004544e-05,1.7777145850621828e-06,1.4377509355004544e-05,1.4377509355004544e-05
1565,1.6048813969453996e-05,1.7777145850621828e-06,1.6048813969453996e-05,1.6048813969453996e-05
1566,5.733474738787793e-06,3.6813850913728985e-06,5.733474738787793e-06,5.733474738787793e-06
1567,4.172420956040566e-06,3.6813850913728985e-06,4.172420956040566e-06,4.172420956040566e-06
1568,4.172420956040566e-06,3.6813850913728985e-06,4.172420956040566e-06,4.172420956040566e-06
1569,7.88594759017412e-06,1.9036705063107156e-06,7.88594759017412e-06,7.88594759017412e-06
1570,7.4313258794843155e-06,1.9036705063107156e-06,7.4313258794843155e-06,7.4313258794843155e-06
1571,1.9690584784776937e-05,1.9036705063107156e-06,1.9690584784776937e-05,1.9690584784776937e-05
1572,4.785283018853599e-05,1.9036705063107156e-06,4.785283018853599e-05,4.785283018853599e-05
1573,4.911123953986264e-05,0.0,4.911123953986264e-05,4.911123953986264e-05
1574,4.897355376799949e-05,0.0,4.897355376799949e-05,4.897355376799949e-05
1575,4.897355376799949e-05,0.0,4.897355376799949e-05,4.897355376799949e-05
1576,5.562567753258918e-05,0.0,5.562567753258918e-05,5.562567753258918e-05
1577,5.817715344034825e-05,0.0,5.817715344034825e-05,5.817715344034825e-05
1578,4.8327025686895854e-05,0.0,4.8327025686895854e-05,4.8327025686895854e-05
1579,2.2950171471945525e-05,0.0,2.2950171471945525e-05,2.2950171471945525e-05
1580,2.1691762120618868e-05,0.0,2.1691762120618868e-05,2.1691762120618868e-05
1581,2.2926972763213727e-05,0.0,2.2926972763213727e-05,2.2926972763213727e-05
1582,2.2926972763213727e-05,0.0,2.2926972763213727e-05,2.2926972763213727e-05
1583,1.8809416360454634e-05,2.403113025398592e-07,1.8809416360454634e-05,1.8809416360454634e-05
1584,1.9854386794447366e-05,2.403113025398592e-07,1.9854386794447366e-05,1.9854386794447366e-05
1585,1.83888460664353e-05,4.2902939055368604e-07,1.83888460664353e-05,1.83888460664353e-05
1586,1.2568052950103135e-05,4.2902939055368604e-07,1.2568052950103135e-05,1.2568052950103135e-05
1587,1.360629162913288e-05,4.2902939055368604e-07,1.360629162913288e-05,1.360629162913288e-05
1588,1.2495875255678715e-05,4.2902939055368604e-07,1.2495875255678715e-05,1.2495875255678715e-05
1589,1.9031302014939554e-05,4.2902939055368604e-07,1.9031302014939554e-05,1.9031302014939554e-05
1590,1.7722745464457796e-05,1.887180880138268e-07,1.7722745464457796e-05,1.7722745464457796e-05
1591,1.6791633632757502e-05,1.887180880138268e-07,1.6791633632757502e-05,1.6791633632757502e-05
1592,1.5848043208929346e-05,0.0,1.5848043208929346e-05,1.5848043208929346e-05
1593,1.9643747626625035e-05,0.0,1.9643747626625035e-05,1.9643747626625035e-05
1594,2.1622877414171982e-05,0.0,2.1622877414171982e-05,2.1622877414171982e-05
1595,2.1404168689644264e-05,0.0,2.1404168689644264e-05,2.1404168689644264e-05
1596,1.549999660710455e-05,2.1041822557370843e-07,1.549999660710455e-05,1.549999660710455e-05
1597,1.2376390584125016e-05,2.1041822557370843e-07,1.2376390584125016e-05,1.2376390584125016e-05
1598,1.4090213816026725e-05,2.1041822557370843e-07,1.4090213816026725e-05,1.4090213816026725e-05
1599,1.6330525600746375e-05,2.1041822557370843e-07,1.6330525600746375e-05,1.6330525600746375e-05
1600,1.3706388082417626e-05,3.1692431028724446e-07,1.3706388082417626e-05,1.3706388082417626e-05
1601,1.2446934371317703e-05,3.1692431028724446e-07,1.2446934371317703e-05,1.2446934371317703e-05
1602,1.5128158728267798e-05,4.213250284530139e-07,1.5128158728267798e-05,1.5128158728267798e-05
1603,1.4909014160886208e-05,1.0351270215583748e-06,1.4909014160886208e-05,1.4909014160886208e-05
1604,2.6203896855544633e-05,1.5459379645627841e-06,2.6203896855544633e-05,2.6203896855544633e-05
1605,2.486053524210417e-05,1.7708117476494017e-06,2.486053524210417e-05,2.486053524210417e-05
1606,2.4462065864229642e-05,1.7708117476494017e-06,2.4462065864229642e-05,2.4462065864229642e-05
1607,2.4036996040065007e-05,1.6643056629358658e-06,2.4036996040065007e-05,2.4036996040065007e-05
1608,2.2878114058195414e-05,1.6643056629358658e-06,2.2878114058195414e-05,2.2878114058195414e-05
1609,2.0123440565709772e-05,1.5599049447700963e-06,2.0123440565709772e-05,2.0123440565709772e-05
1610,1.9966226984381918e-05,7.356847260910269e-07,1.9966226984381918e-05,1.9966226984381918e-05
1611,9.620544411908278e-06,3.272860616172173e-07,9.620544411908278e-06,9.620544411908278e-06
1612,8.198752652788244e-06,3.7141300676272036e-07,8.198752652788244e-06,8.198752652788244e-06
1613,9.553119931687043e-06,3.7141300676272036e-07,9.553119931687043e-06,9.553119931687043e-06
1614,9.465842351476437e-06,3.7141300676272036e-07,9.465842351476437e-06,9.465842351476437e-06
1615,9.628696082992455e-06,3.7141300676272036e-07,9.628696082992455e-06,9.628696082992455e-06
1616,9.251348127950873e-06,3.7141300676272036e-07,9.251348127950873e-06,9.251348127950873e-06
1617,9.490616938429802e-06,3.7141300676272036e-07,9.490616938429802e-06,9.490616938429802e-06
1618,8.695028132673802e-06,2.6900072823212084e-07,8.695028132673802e-06,8.695028132673802e-06
1619,1.259521426228665e-05,0.0,1.259521426228665e-05,1.259521426228665e-05
1620,1.1615260746111744e-05,1.0073891384568664e-07,1.1615260746111744e-05,1.1615260746111744e-05
1621,1.1312877242224723e-05,1.0073891384568664e-07,1.1312877242224723e-05,1.1312877242224723e-05
1622,1.25910945436252e-05,1.7108732208725996e-07,1.25910945436252e-05,1.25910945436252e-05
1623,1.286050873464514e-05,1.7108732208725996e-07,1.286050873464514e-05,1.286050873464514e-05
1624,1.266500778131428e-05,1.7108732208725996e-07,1.266500778131428e-05,1.266500778131428e-05
1625,1.0695465042382629e-05,1.7108732208725996e-07,1.0695465042382629e-05,1.0695465042382629e-05
1626,9.084845552414273e-06,4.007091385054602e-07,9.084845552414273e-06,9.084845552414273e-06
1627,7.347903419940849e-06,2.999702246597735e-07,7.347903419940849e-06,7.347903419940849e-06
1628,8.628858073019988e-06,3.6548185075194593e-07,8.628858073019988e-06,8.628858073019988e-06
1629,7.826694400137058e-06,2.9513344251037257e-07,7.826694400137058e-06,7.826694400137058e-06
1630,8.419770210821298e-06,2.9513344251037257e-07,8.419770210821298e-06,8.419770210821298e-06
1631,8.744585686924569e-06,2.9513344251037257e-07,8.744585686924569e-06,8.744585686924569e-06
1632,1.0851986774339042e-05,4.783857109811964e-07,1.0851986774339042e-05,1.0851986774339042e-05
1633,1.0375735590579488e-05,5.229494896801563e-07,1.0375735590579488e-05,1.0375735590579488e-05
1634,1.0019839716538367e-05,6.463676527346252e-07,1.0019839716538367e-05,1.0019839716538367e-05
1635,1.241571498310025e-05,5.808560266424527e-07,1.241571498310025e-05,1.241571498310025e-05
1636,1.1872530121438882e-05,8.413892617552068e-07,1.1872530121438882e-05,1.1872530121438882e-05
1637,1.2765883176208653e-05,8.413892617552068e-07,1.2765883176208653e-05,1.2765883176208653e-05
1638,1.3556439033176762e-05,8.413892617552068e-07,1.3556439033176762e-05,1.3556439033176762e-05
1639,1.3395793684724464e-05,6.58136993284383e-07,1.3395793684724464e-05,1.3395793684724464e-05
1640,1.0893746345378272e-05,3.839513981672228e-07,1.0893746345378272e-05,1.0893746345378272e-05
1641,1.226338041046152e-05,2.6053323511275396e-07,1.226338041046152e-05,1.226338041046152e-05
1642,1.2115908443125331e-05,2.6053323511275396e-07,1.2115908443125331e-05,1.2115908443125331e-05
1643,1.2234055183008813e-05,0.0,1.2234055183008813e-05,1.2234055183008813e-05
1644,1.2769748731703398e-05,0.0,1.2769748731703398e-05,1.2769748731703398e-05
1645,1.2288932794035645e-05,0.0,1.2288932794035645e-05,1.2288932794035645e-05
1646,1.2256206835965194e-05,1.007384103754053e-07,1.2256206835965194e-05,1.2256206835965194e-05
1647,1.3932073086055294e-05,1.007384103754053e-07,1.3932073086055294e-05,1.3932073086055294e-05
1648,1.5235824126388512e-05,1.9243688192156177e-07,1.5235824126388512e-05,1.5235824126388512e-05
1649,1.1975452382882526e-05,2.706646569095028e-07,1.1975452382882526e-05,1.1975452382882526e-05
1650,1.3622077923563275e-05,3.5850493012341236e-07,1.3622077923563275e-05,1.3622077923563275e-05
1651,1.3050544566794997e-05,3.5850493012341236e-07,1.3050544566794997e-05,1.3050544566794997e-05
1652,1.4177166446773168e-05,4.1417632701268303e-07,1.4177166446773168e-05,1.4177166446773168e-05
1653,1.550429513892076e-05,9.918199452840781e-07,1.550429513892076e-05,1.550429513892076e-05
1654,1.651219352944671e-05,1.0333031314400744e-06,1.651219352944671e-05,1.651219352944671e-05
1655,1.685295468892686e-05,9.416046598939179e-07,1.685295468892686e-05,1.685295468892686e-05
1656,1.74504304076046e-05,8.633768849059769e-07,1.74504304076046e-05,1.74504304076046e-05
1657,1.785475952991484e-05,7.755366116920673e-07,1.785475952991484e-05,1.785475952991484e-05
1658,2.026316009765391e-05,7.755366116920673e-07,2.026316009765391e-05,2.026316009765391e-05
1659,2.0712358881220488e-05,7.520324000357245e-07,2.0712358881220488e-05,2.0712358881220488e-05
1660,1.9235045978608207e-05,3.1417477178560406e-07,1.9235045978608207e-05,1.9235045978608207e-05
1661,1.723845863515245e-05,2.726915856296078e-07,1.723845863515245e-05,1.723845863515245e-05
1662,1.8039080584588062e-05,2.726915856296078e-07,1.8039080584588062e-05,1.8039080584588062e-05
1663,2.0757481252076104e-05,4.0408154282951206e-07,2.0757481252076104e-05,2.0757481252076104e-05
1664,2.2452770281233825e-05,4.4338452401656727e-07,2.2452770281233825e-05,2.2452770281233825e-05
1665,2.1410779611739728e-05,5.315677579379294e-07,2.1410779611739728e-05,2.1410779611739728e-05
1666,2.185792046865182e-05,4.994005727050015e-07,2.185792046865182e-05,2.185792046865182e-05
1667,2.1424619912327864e-05,3.5623312198497713e-07,2.1424619912327864e-05,2.1424619912327864e-05
1668,2.2568622755768176e-05,3.5623312198497713e-07,2.2568622755768176e-05,2.2568622755768176e-05
1669,2.0787131039209532e-05,4.1614130655684025e-07,2.0787131039209532e-05,2.0787131039209532e-05
1670,1.8584645009208805e-05,3.234005175402542e-07,1.8584645009208805e-05,1.8584645009208805e-05
1671,1.5981008930663976e-05,3.2320772902494355e-07,1.5981008930663976e-05,1.5981008930663976e-05
1672,1.4616637859684748e-05,2.596250965325453e-07,1.4616637859684748e-05,1.4616637859684748e-05
1673,1.319451452478201e-05,3.0911083724406906e-07,1.319451452478201e-05,1.319451452478201e-05
1674,1.4238697856074265e-05,2.1175388756741347e-07,1.4238697856074265e-05,1.4238697856074265e-05
1675,1.2992259274012343e-05,2.803908866358792e-07,1.2992259274012343e-05,1.2992259274012343e-05
1676,1.349824833596358e-05,2.6342921241199034e-07,1.349824833596358e-05,1.349824833596358e-05
1677,1.3068897455273795e-05,2.2478004422867214e-07,1.3068897455273795e-05,1.3068897455273795e-05
1678,1.3423942229045288e-05,1.8566985155692756e-07,1.3423942229045288e-05,1.3423942229045288e-05
1679,1.391679000205061e-05,1.841410193849567e-07,1.391679000205061e-05,1.391679000205061e-05
1680,1.4392046198606425e-05,1.7085913636297585e-07,1.4392046198606425e-05,1.4392046198606425e-05
1681,1.4724795489330842e-05,1.9323498382358855e-07,1.4724795489330842e-05,1.4724795489330842e-05
1682,1.454540961276507e-05,1.4475901772519656e-07,1.454540961276507e-05,1.454540961276507e-05
1683,1.2765415054413357e-05,1.4594696397450336e-07,1.2765415054413357e-05,1.2765415054413357e-05
1684,1.256597339046753e-05,2.043901231120669e-07,1.256597339046753e-05,1.256597339046753e-05
1685,1.1386945516278502e-05,2.8521344981007654e-07,1.1386945516278502e-05,1.1386945516278502e-05
1686,1.2708594113064464e-05,2.8977088715821863e-07,1.2708594113064464e-05,1.2708594113064464e-05
1687,1.181168240041838e-05,2.535670294686757e-07,1.181168240041838e-05,1.181168240041838e-05
1688,9.709895298978413e-06,2.3119118200806303e-07,9.709895298978413e-06,9.709895298978413e-06
1689,9.200117541955219e-06,2.4260131884342885e-07,9.200117541955219e-06,9.200117541955219e-06
1690,1.0477538580744294e-05,2.60777732868129e-07,1.0477538580744294e-05,1.0477538580744294e-05
1691,1.174032571985403e-05,2.51266679843606e-07,1.174032571985403e-05,1.174032571985403e-05
1692,1.1602857089850918e-05,1.7044335314559638e-07,1.1602857089850918e-05,1.1602857089850918e-05
1693,9.602527175697365e-06,1.7416534043539806e-07,9.602527175697365e-06,9.602527175697365e-06
1694,1.1196920760474833e-05,1.985508910300788e-07,1.1196920760474833e-05,1.1196920760474833e-05
1695,1.1862788142025238e-05,2.295644979507675e-07,1.1862788142025238e-05,1.1862788142025238e-05
1696,1.343532137200652e-05,2.137392738989417e-07,1.343532137200652e-05,1.343532137200652e-05
1697,1.3280962580860692e-05,1.9551085220622815e-07,1.3280962580860692e-05,1.3280962580860692e-05
1698,1.3324261544767069e-05,1.5695001666569753e-07,1.3324261544767069e-05,1.3324261544767069e-05
1699,1.3963896240706422e-05,1.961586377774438e-07,1.3963896240706422e-05,1.3963896240706422e-05
1700,1.3948436519837872e-05,1.908031492803275e-07,1.3948436519837872e-05,1.3948436519837872e-05
1701,1.2575653272506315e-05,1.7608435801516213e-07,1.2575653272506315e-05,1.2575653272506315e-05
1702,1.2958047461454822e-05,1.6904107066498648e-07,1.2958047461454822e-05,1.2958047461454822e-05
1703,1.2607287707006825e-05,1.6433633476253817e-07,1.2607287707006825e-05,1.2607287707006825e-05
1704,1.2307904268839462e-05,1.722244838171199e-07,1.2307904268839462e-05,1.2307904268839462e-05
1705,1.2272427479079592e-05,1.801688225912455e-07,1.2272427479079592e-05,1.2272427479079592e-05
1706,1.2864886879729706e-05,1.5203558437601066e-07,1.2864886879729706e-05,1.2864886879729706e-05
1707,1.3252073196261855e-05,1.3819233199033727e-07,1.3252073196261855e-05,1.3252073196261855e-05
1708,1.4059442946745548e-05,1.5746317468970768e-07,1.4059442946745548e-05,1.4059442946745548e-05
1709,1.35839424858984e-05,1.3349285511919463e-07,1.35839424858984e-05,1.35839424858984e-05
1710,1.3469401242868376e-05,1.568816918912879e-07,1.3469401242868376e-05,1.3469401242868376e-05
1711,1.3682114383430286e-05,1.2429575134222303e-07,1.3682114383430286e-05,1.3682114383430286e-05
1712,1.2941461396362034e-05,1.2770698175147898e-07,1.2941461396362034e-05,1.2941461396362034e-05
1713,1.542114620990885e-05,1.9235770309933287e-07,1.542114620990885e-05,1.542114620990885e-05
1714,1.516909976219592e-05,2.2806330386109558e-07,1.516909976219592e-05,1.516909976219592e-05
1715,1.5439378590339663e-05,2.1044805517281669e-07,1.5439378590339663e-05,1.5439378590339663e-05
1716,1.6359552059189548e-05,2.1044805517281669e-07,1.6359552059189548e-05,1.6359552059189548e-05
1717,1.6318896606597783e-05,2.142250364402441e-07,1.6318896606597783e-05,1.6318896606597783e-05
1718,1.6319771150717444e-05,2.1032389188998683e-07,1.6319771150717444e-05,1.6319771150717444e-05
1719,1.7010439088543145e-05,2.2152140794722592e-07,1.7010439088543145e-05,1.7010439088543145e-05
1720,1.4877962712489534e-05,1.6391756016024113e-07,1.4877962712489534e-05,1.4877962712489534e-05
1721,1.5193087035316108e-05,1.3357962253784145e-07,1.5193087035316108e-05,1.5193087035316108e-05
1722,1.4574225783040415e-05,1.2225726919723456e-07,1.4574225783040415e-05,1.4574225783040415e-05
1723,1.5816370900470895e-05,1.4078279722947888e-07,1.5816370900470895e-05,1.5816370900470895e-05
1724,1.5954411017966258e-05,1.2605944834019412e-07,1.5954411017966258e-05,1.5954411017966258e-05
1725,1.6607988852358956e-05,1.546936557263377e-07,1.6607988852358956e-05,1.6607988852358956e-05
1726,1.621874395953325e-05,1.3454429595835142e-07,1.621874395953325e-05,1.621874395953325e-05
1727,1.6149817513775944e-05,1.3010747120948247e-07,1.6149817513775944e-05,1.6149817513775944e-05
1728,1.6083795214529217e-05,1.6442383505526387e-07,1.6083795214529217e-05,1.6083795214529217e-05
1729,1.6151612336605986e-05,1.8991174195142386e-07,1.6151612336605986e-05,1.6151612336605986e-05
1730,1.6288718143186998e-05,2.2048564269588106e-07,1.6288718143186998e-05,1.6288718143186998e-05
1731,1.6311472271419397e-05,2.318356594953132e-07,1.6311472271419397e-05,1.6311472271419397e-05
1732,1.6447879586069446e-05,2.0023498694042375e-07,1.6447879586069446e-05,1.6447879586069446e-05
1733,1.7421359708740575e-05,2.3663337702016308e-07,1.7421359708740575e-05,1.7421359708740575e-05
1734,1.9082443161875873e-05,2.5391833499302917e-07,1.9082443161875873e-05,1.9082443161875873e-05
1735,1.951847960819058e-05,2.0208185499573768e-07,1.951847960819058e-05,1.951847960819058e-05
1736,2.0937695678315193e-05,1.9864324838993396e-07,2.0937695678315193e-05,2.0937695678315193e-05
1737,1.978548672403641e-05,1.6338707605915e-07,1.978548672403641e-05,1.978548672403641e-05
1738,2.1125715907796154e-05,1.340451965298988e-07,2.1125715907796154e-05,2.1125715907796154e-05
1739,2.029293760382903e-05,1.376827317553112e-07,2.029293760382903e-05,2.029293760382903e-05
1740,1.9399223284770934e-05,1.1097118094279982e-07,1.9399223284770934e-05,1.9399223284770934e-05
1741,1.8156850403881564e-05,1.1564889490500718e-07,1.8156850403881564e-05,1.8156850403881564e-05
1742,1.8947112948808353e-05,1.1564889490500718e-07,1.8947112948808353e-05,1.8947112948808353e-05
1743,1.771876642513754e-05,1.0323098820208543e-07,1.771876642513754e-05,1.771876642513754e-05
1744,1.9401825608968337e-05,1.2956427448378755e-07,1.9401825608968337e-05,1.9401825608968337e-05
1745,1.830447711524487e-05,1.3669561025965648e-07,1.830447711524487e-05,1.830447711524487e-05
1746,1.8866523532778956e-05,2.2507854323196496e-07,1.8866523532778956e-05,1.8866523532778956e-05
1747,1.9436109791318552e-05,2.275716184385601e-07,1.9436109791318552e-05,1.9436109791318552e-05
1748,1.9395632859543965e-05,2.1740163650260262e-07,1.9395632859543965e-05,1.9395632859543965e-05
1749,2.097681460457222e-05,2.471333187616308e-07,2.097681460457222e-05,2.097681460457222e-05
1750,2.234611227842314e-05,2.539955821540778e-07,2.234611227842314e-05,2.234611227842314e-05
1751,2.3005819197611084e-05,2.3523387174658898e-07,2.3005819197611084e-05,2.3005819197611084e-05
1752,2.4110389079266626e-05,2.304078999973821e-07,2.4110389079266626e-05,2.4110389079266626e-05
1753,2.6031628814442748e-05,1.5101714520174676e-07,2.6031628814442748e-05,2.6031628814442748e-05
1754,2.657434483158535e-05,1.5116664745359491e-07,2.657434483158535e-05,2.657434483158535e-05
1755,2.771453052576232e-05,1.5651498789078948e-07,2.771453052576232e-05,2.771453052576232e-05
1756,2.6158948458032683e-05,1.3588971674900157e-07,2.6158948458032683e-05,2.6158948458032683e-05
1757,2.6657237737838712e-05,1.3766679935705334e-07,2.6657237737838712e-05,2.6657237737838712e-05
1758,2.6656396845023016e-05,1.628657386731902e-07,2.6656396845023016e-05,2.6656396845023016e-05
1759,2.9115536692968037e-05,1.759413277925757e-07,2.9115536692968037e-05,2.9115536692968037e-05
1760,3.117430527968931e-05,1.6676276816594638e-07,3.117430527968931e-05,3.117430527968931e-05
1761,3.6697432473634505e-05,1.610873283652836e-07,3.6697432473634505e-05,3.6697432473634505e-05
1762,4.4113109002604946e-05,1.5440410550127126e-07,4.4113109002604946e-05,4.4113109002604946e-05
1763,4.705369246948976e-05,1.7084576597881096e-07,4.705369246948976e-05,4.705369246948976e-05
1764,4.909607014269568e-05,1.722497842138182e-07,4.909607014269568e-05,4.909607014269568e-05
1765,5.026139894783098e-05,1.3153082940269606e-07,5.026139894783098e-05,5.026139894783098e-05
1766,4.83688127133064e-05,1.480696332529468e-07,4.83688127133064e-05,4.83688127133064e-05
1767,4.564789040679378e-05,1.7037996055283395e-07,4.564789040679378e-05,4.564789040679378e-05
1768,4.249211373722314e-05,1.9386638833956177e-07,4.249211373722314e-05,4.249211373722314e-05
1769,3.4876639672022846e-05,1.9409322606277003e-07,3.4876639672022846e-05,3.4876639672022846e-05
1770,3.4934204450109974e-05,1.8872560555597113e-07,3.4934204450109974e-05,3.4934204450109974e-05
1771,3.326396238532782e-05,1.927446423418847e-07,3.326396238532782e-05,3.326396238532782e-05
1772,3.259776167396922e-05,2.1584672538210725e-07,3.259776167396922e-05,3.259776167396922e-05
1773,3.318750090589414e-05,2.0698225203627123e-07,3.318750090589414e-05,3.318750090589414e-05
1774,3.614096697544612e-05,2.0611820770812172e-07,3.614096697544612e-05,3.614096697544612e-05
1775,3.6763770237614934e-05,1.8631232023835764e-07,3.6763770237614934e-05,3.6763770237614934e-05
1776,3.680312875076197e-05,1.8635356825922956e-07,3.680312875076197e-05,3.680312875076197e-05
1777,3.479755858799243e-05,2.18698023754119e-07,3.479755858799243e-05,3.479755858799243e-05
1778,3.463912876863365e-05,2.450648151709954e-07,3.463912876863365e-05,3.463912876863365e-05
1779,3.4565039771093454e-05,2.4936982916707553e-07,3.4565039771093454e-05,3.4565039771093454e-05
1780,3.7304806288115545e-05,2.5605983466903126e-07,3.7304806288115545e-05,3.7304806288115545e-05
1781,3.601956762265347e-05,2.3585800233507014e-07,3.601956762265347e-05,3.601956762265347e-05
1782,3.49391045477075e-05,2.3648795734386242e-07,3.49391045477075e-05,3.49391045477075e-05
1783,3.6263108735771053e-05,2.490448147390063e-07,3.6263108735771053e-05,3.6263108735771053e-05
1784,3.8428648622357287e-05,2.1150015681671774e-07,3.8428648622357287e-05,3.8428648622357287e-05
1785,3.95078412631327e-05,1.743845499748074e-07,3.95078412631327e-05,3.95078412631327e-05
1786,3.808171875009846e-05,1.5850391374020285e-07,3.808171875009846e-05,3.808171875009846e-05
1787,3.750254784660813e-05,1.4389307421782049e-07,3.750254784660813e-05,3.750254784660813e-05
1788,3.954156272811815e-05,1.4889180732780005e-07,3.954156272811815e-05,3.954156272811815e-05
1789,4.3395571473021323e-05,1.4260311027263534e-07,4.3395571473021323e-05,4.3395571473021323e-05
1790,4.6296643371793576e-05,1.431997753391962e-07,4.6296643371793576e-05,4.6296643371793576e-05
1791,4.693073424277827e-05,1.618844791551055e-07,4.693073424277827e-05,4.693073424277827e-05
1792,4.8054623870744505e-05,1.707047415168615e-07,4.8054623870744505e-05,4.8054623870744505e-05
1793,4.9061859629416305e-05,1.9765445813391125e-07,4.9061859629416305e-05,4.9061859629416305e-05
