ngram,suit,sut,suit,suit
1794,5.18970269435418e-05,2.0596977330049932e-07,5.18970269435418e-05,5.18970269435418e-05
1795,5.1056089952388515e-05,2.184627285422331e-07,5.1056089952388515e-05,5.1056089952388515e-05
1796,4.8105392904419985e-05,2.3230129134585047e-07,4.8105392904419985e-05,4.8105392904419985e-05
1797,4.546150324001376e-05,2.1798031265721614e-07,4.546150324001376e-05,4.546150324001376e-05
1798,4.335518263230499e-05,1.9820312096336628e-07,4.335518263230499e-05,4.335518263230499e-05
1799,4.198708484182134e-05,1.9566250638750455e-07,4.198708484182134e-05,4.198708484182134e-05
1800,4.213310135777907e-05,1.7599134594092902e-07,4.213310135777907e-05,4.213310135777907e-05
1801,3.686102068708611e-05,1.6840942659460518e-07,3.686102068708611e-05,3.686102068708611e-05
1802,3.5617512756808924e-05,1.675669766752565e-07,3.5617512756808924e-05,3.5617512756808924e-05
1803,3.535087541552327e-05,1.6541063985187066e-07,3.535087541552327e-05,3.535087541552327e-05
1804,3.60619090185667e-05,1.6626789748183261e-07,3.60619090185667e-05,3.60619090185667e-05
1805,3.776274466612709e-05,1.7497207847684747e-07,3.776274466612709e-05,3.776274466612709e-05
1806,3.91599670755178e-05,1.8935896507952877e-07,3.91599670755178e-05,3.91599670755178e-05
1807,4.0089605265945594e-05,1.935316597772336e-07,4.0089605265945594e-05,4.0089605265945594e-05
1808,4.267008781815613e-05,1.952375896507874e-07,4.267008781815613e-05,4.267008781815613e-05
1809,4.3136961072117887e-05,1.847149998671479e-07,4.3136961072117887e-05,4.3136961072117887e-05
1810,4.369584764520239e-05,1.7802958041102102e-07,4.369584764520239e-05,4.369584764520239e-05
1811,4.372496498815183e-05,1.8275767794356007e-07,4.372496498815183e-05,4.372496498815183e-05
1812,4.241550777805969e-05,1.904816855358149e-07,4.241550777805969e-05,4.241550777805969e-05
1813,4.3769349888732124e-05,1.7491025719859214e-07,4.3769349888732124e-05,4.3769349888732124e-05
1814,4.4717685731094594e-05,1.6421708640531767e-07,4.4717685731094594e-05,4.4717685731094594e-05
1815,4.3379200048678156e-05,1.610449881387207e-07,4.3379200048678156e-05,4.3379200048678156e-05
1816,4.49341834090384e-05,1.5349002272354744e-07,4.49341834090384e-05,4.49341834090384e-05
1817,4.489270577323623e-05,1.4509294540435542e-07,4.489270577323623e-05,4.489270577323623e-05
1818,4.653421014414302e-05,1.3022844111024563e-07,4.653421014414302e-05,4.653421014414302e-05
1819,4.858572252227792e-05,1.0938123092988203e-07,4.858572252227792e-05,4.858572252227792e-05
1820,4.803598598560451e-05,1.0519645802073033e-07,4.803598598560451e-05,4.803598598560451e-05
1821,4.8651187950911534e-05,1.0668590176367485e-07,4.8651187950911534e-05,4.8651187950911534e-05
1822,4.980655908834056e-05,1.0550774273302263e-07,4.980655908834056e-05,4.980655908834056e-05
1823,4.950978473061696e-05,1.0587662606959774e-07,4.950978473061696e-05,4.950978473061696e-05
1824,5.05031218511119e-05,1.1100528800917736e-07,5.05031218511119e-05,5.05031218511119e-05
1825,4.9530114275902247e-05,1.1109503361694806e-07,4.9530114275902247e-05,4.9530114275902247e-05
1826,4.9711020048042496e-05,1.1549058902866299e-07,4.9711020048042496e-05,4.9711020048042496e-05
1827,4.989711097940537e-05,1.1627516118193983e-07,4.989711097940537e-05,4.989711097940537e-05
1828,5.0914698866628374e-05,1.1139048743708762e-07,5.0914698866628374e-05,5.0914698866628374e-05
1829,6.265305377642758e-05,1.0405958659833101e-07,6.265305377642758e-05,6.265305377642758e-05
1830,6.30189996237667e-05,9.743682178558239e-08,6.30189996237667e-05,6.30189996237667e-05
1831,6.304110554213236e-05,9.358527819358642e-08,6.304110554213236e-05,6.304110554213236e-05
1832,6.313322124437295e-05,9.45171174342769e-08,6.313322124437295e-05,6.313322124437295e-05
1833,6.319485068421013e-05,9.219977974745624e-08,6.319485068421013e-05,6.319485068421013e-05
1834,6.422733505522566e-05,8.927138241330925e-08,6.422733505522566e-05,6.422733505522566e-05
1835,6.388538947378817e-05,8.730611459181351e-08,6.388538947378817e-05,6.388538947378817e-05
1836,5.4224726357330966e-05,8.793146934392229e-08,5.4224726357330966e-05,5.4224726357330966e-05
1837,5.545382841124332e-05,9.017211003278394e-08,5.545382841124332e-05,5.545382841124332e-05
1838,5.7114375002648945e-05,8.911740577234792e-08,5.7114375002648945e-05,5.7114375002648945e-05
1839,5.868693499776002e-05,8.322487384962837e-08,5.868693499776002e-05,5.868693499776002e-05
1840,6.105195175872982e-05,8.649276647279944e-08,6.105195175872982e-05,6.105195175872982e-05
1841,6.156858580652624e-05,8.534789839943966e-08,6.156858580652624e-05,6.156858580652624e-05
1842,6.299368916578325e-05,8.329337118441669e-08,6.299368916578325e-05,6.299368916578325e-05
1843,6.450657695365538e-05,8.105418812322438e-08,6.450657695365538e-05,6.450657695365538e-05
1844,6.621823350932183e-05,7.970121933859836e-08,6.621823350932183e-05,6.621823350932183e-05
1845,6.673214375041425e-05,7.570607505970526e-08,6.673214375041425e-05,6.673214375041425e-05
1846,6.771197617386601e-05,7.698236207228807e-08,6.771197617386601e-05,6.771197617386601e-05
1847,6.761417483046119e-05,7.550071501327693e-08,6.761417483046119e-05,6.761417483046119e-05
1848,6.822481788861166e-05,7.866070258647337e-08,6.822481788861166e-05,6.822481788861166e-05
1849,6.906157588153812e-05,8.47168450945901e-08,6.906157588153812e-05,6.906157588153812e-05
1850,6.919009319972247e-05,8.62440785454055e-08,6.919009319972247e-05,6.919009319972247e-05
1851,6.838869012426585e-05,8.785095876159435e-08,6.838869012426585e-05,6.838869012426585e-05
1852,6.851178061749254e-05,9.02135813670871e-08,6.851178061749254e-05,6.851178061749254e-05
1853,6.807658376471539e-05,9.345265640701785e-08,6.807658376471539e-05,6.807658376471539e-05
1854,6.766637982634296e-05,9.38054581313606e-08,6.766637982634296e-05,6.766637982634296e-05
1855,6.81628890950898e-05,9.551436517897725e-08,6.81628890950898e-05,6.81628890950898e-05
1856,6.74576502725748e-05,9.325564016242944e-08,6.74576502725748e-05,6.74576502725748e-05
1857,6.648781293603991e-05,9.43764320027185e-08,6.648781293603991e-05,6.648781293603991e-05
1858,6.59763442984383e-05,9.404493945502119e-08,6.59763442984383e-05,6.59763442984383e-05
1859,6.486659549409524e-05,9.730711728447464e-08,6.486659549409524e-05,6.486659549409524e-05
1860,6.506581641068416e-05,9.693394328483659e-08,6.506581641068416e-05,6.506581641068416e-05
1861,6.525718345073983e-05,9.584446912315667e-08,6.525718345073983e-05,6.525718345073983e-05
1862,6.375686280080117e-05,9.656725451025392e-08,6.375686280080117e-05,6.375686280080117e-05
1863,6.383929316403478e-05,9.46083054438012e-08,6.383929316403478e-05,6.383929316403478e-05
1864,6.389156780122513e-05,9.48111674249828e-08,6.389156780122513e-05,6.389156780122513e-05
1865,6.48833806085999e-05,9.709324392101085e-08,6.48833806085999e-05,6.48833806085999e-05
1866,6.632337993193817e-05,9.441831951205262e-08,6.632337993193817e-05,6.632337993193817e-05
1867,6.816189176918539e-05,9.367075952988152e-08,6.816189176918539e-05,6.816189176918539e-05
1868,7.013444961298123e-05,9.3845563193489e-08,7.013444961298123e-05,7.013444961298123e-05
1869,7.301304659839454e-05,9.098812167199607e-08,7.301304659839454e-05,7.301304659839454e-05
1870,7.484606612706557e-05,8.945127356290478e-08,7.484606612706557e-05,7.484606612706557e-05
1871,7.680337564254711e-05,8.944893689236519e-08,7.680337564254711e-05,7.680337564254711e-05
1872,7.771909440634772e-05,8.685792250519495e-08,7.771909440634772e-05,7.771909440634772e-05
1873,7.867372810973652e-05,8.576199864559645e-08,7.867372810973652e-05,7.867372810973652e-05
1874,7.914550120144018e-05,8.444073833808424e-08,7.914550120144018e-05,7.914550120144018e-05
1875,7.980276339886976e-05,8.494748016119047e-08,7.980276339886976e-05,7.980276339886976e-05
1876,8.050796272332914e-05,8.460283343733213e-08,8.050796272332914e-05,8.050796272332914e-05
1877,8.082938022978072e-05,8.769230776449279e-08,8.082938022978072e-05,8.082938022978072e-05
1878,8.140278701570683e-05,8.875273290901272e-08,8.140278701570683e-05,8.140278701570683e-05
1879,8.324215325826247e-05,9.011169968938962e-08,8.324215325826247e-05,8.324215325826247e-05
1880,8.55743107552241e-05,9.060846346236368e-08,8.55743107552241e-05,8.55743107552241e-05
1881,8.692660984317107e-05,9.310922572629871e-08,8.692660984317107e-05,8.692660984317107e-05
1882,8.685273392724671e-05,9.321630654669986e-08,8.685273392724671e-05,8.685273392724671e-05
1883,8.919374522520229e-05,9.269155246524211e-08,8.919374522520229e-05,8.919374522520229e-05
1884,9.200324296086495e-05,9.17473477508273e-08,9.200324296086495e-05,9.200324296086495e-05
1885,9.365998890383967e-05,9.01994973950033e-08,9.365998890383967e-05,9.365998890383967e-05
1886,9.293030182431852e-05,8.771892063513015e-08,9.293030182431852e-05,9.293030182431852e-05
1887,9.18563995842955e-05,8.827183758545029e-08,9.18563995842955e-05,9.18563995842955e-05
1888,9.081579732342757e-05,8.729527069460476e-08,9.081579732342757e-05,9.081579732342757e-05
1889,9.137450667497302e-05,8.566084578173364e-08,9.137450667497302e-05,9.137450667497302e-05
1890,8.80971024993674e-05,8.40306485981403e-08,8.80971024993674e-05,8.80971024993674e-05
1891,8.587956108385697e-05,8.188080816548141e-08,8.587956108385697e-05,8.587956108385697e-05
1892,8.459972845490224e-05,8.03556647253702e-08,8.459972845490224e-05,8.459972845490224e-05
1893,8.433961712788525e-05,8.04243285301709e-08,8.433961712788525e-05,8.433961712788525e-05
1894,8.43651411871958e-05,7.943758362216613e-08,8.43651411871958e-05,8.43651411871958e-05
1895,8.501452664079676e-05,7.81363575746192e-08,8.501452664079676e-05,8.501452664079676e-05
1896,8.403610367427714e-05,7.716114274509372e-08,8.403610367427714e-05,8.403610367427714e-05
1897,8.386792822940541e-05,7.548106952169422e-08,8.386792822940541e-05,8.386792822940541e-05
1898,8.431638811349071e-05,7.497201538951361e-08,8.431638811349071e-05,8.431638811349071e-05
1899,8.365449424932844e-05,7.400058470758658e-08,8.365449424932844e-05,8.365449424932844e-05
1900,8.314925694971212e-05,7.364392879643284e-08,8.314925694971212e-05,8.314925694971212e-05
1901,8.316188177559525e-05,7.104581507227132e-08,8.316188177559525e-05,8.316188177559525e-05
1902,8.343146432058088e-05,6.823041433433121e-08,8.343146432058088e-05,8.343146432058088e-05
1903,8.480325465955372e-05,6.652427129795666e-08,8.480325465955372e-05,8.480325465955372e-05
1904,8.604900046650852e-05,6.743850227459397e-08,8.604900046650852e-05,8.604900046650852e-05
1905,8.54219771489235e-05,6.688811587147419e-08,8.54219771489235e-05,8.54219771489235e-05
1906,8.526004655452977e-05,6.82841141091168e-08,8.526004655452977e-05,8.526004655452977e-05
1907,8.623268721359116e-05,6.699669390692569e-08,8.623268721359116e-05,8.623268721359116e-05
1908,8.594368825600083e-05,6.961491396038713e-08,8.594368825600083e-05,8.594368825600083e-05
1909,8.567161005755355e-05,7.078337814294042e-08,8.567161005755355e-05,8.567161005755355e-05
1910,8.455402400743748e-05,7.021249461201608e-08,8.455402400743748e-05,8.455402400743748e-05
1911,8.632901881355792e-05,7.176478281475543e-08,8.632901881355792e-05,8.632901881355792e-05
1912,8.759381099870163e-05,7.059868879975641e-08,8.759381099870163e-05,8.759381099870163e-05
1913,8.879065821279905e-05,6.784602949291444e-08,8.879065821279905e-05,8.879065821279905e-05
1914,8.867335730298822e-05,6.674443448722351e-08,8.867335730298822e-05,8.867335730298822e-05
1915,8.93883895644519e-05,6.267435738647822e-08,8.93883895644519e-05,8.93883895644519e-05
1916,8.802100325868065e-05,6.087856771078545e-08,8.802100325868065e-05,8.802100325868065e-05
1917,8.735753051171611e-05,6.001933426448756e-08,8.735753051171611e-05,8.735753051171611e-05
1918,8.450703275489754e-05,5.813829011864462e-08,8.450703275489754e-05,8.450703275489754e-05
1919,8.257023832162044e-05,5.837991423618405e-08,8.257023832162044e-05,8.257023832162044e-05
1920,8.057566239066156e-05,6.024054195157597e-08,8.057566239066156e-05,8.057566239066156e-05
1921,7.847953384043649e-05,6.061016882037101e-08,7.847953384043649e-05,7.847953384043649e-05
1922,7.515039968503905e-05,6.118409956457072e-08,7.515039968503905e-05,7.515039968503905e-05
1923,7.419453426596842e-05,6.379469701706902e-08,7.419453426596842e-05,7.419453426596842e-05
1924,7.173077860248409e-05,6.421454555395809e-08,7.173077860248409e-05,7.173077860248409e-05
1925,7.023181907633054e-05,6.55963786146328e-08,7.023181907633054e-05,7.023181907633054e-05
1926,6.758261796286596e-05,6.616947396358747e-08,6.758261796286596e-05,6.758261796286596e-05
1927,6.539597546049793e-05,6.362496916624747e-08,6.539597546049793e-05,6.539597546049793e-05
1928,6.415118176456807e-05,6.534060657616334e-08,6.415118176456807e-05,6.415118176456807e-05
1929,6.430503500658753e-05,6.468815781447899e-08,6.430503500658753e-05,6.430503500658753e-05
1930,6.278066056048763e-05,6.66275507147215e-08,6.278066056048763e-05,6.278066056048763e-05
1931,6.270298555526617e-05,6.733027088249141e-08,6.270298555526617e-05,6.270298555526617e-05
1932,6.161031550228862e-05,6.45405557569185e-08,6.161031550228862e-05,6.161031550228862e-05
1933,6.189665249881468e-05,6.360084065753264e-08,6.189665249881468e-05,6.189665249881468e-05
1934,6.20295099257159e-05,6.849836050751687e-08,6.20295099257159e-05,6.20295099257159e-05
1935,6.212442271394789e-05,6.704940095200332e-08,6.212442271394789e-05,6.212442271394789e-05
1936,6.09703799584947e-05,6.83841382250908e-08,6.09703799584947e-05,6.09703799584947e-05
1937,6.086508281961349e-05,6.428022812445176e-08,6.086508281961349e-05,6.086508281961349e-05
1938,6.0475845592528845e-05,6.511114593519909e-08,6.0475845592528845e-05,6.0475845592528845e-05
1939,5.987295922490635e-05,6.701891714604763e-08,5.987295922490635e-05,5.987295922490635e-05
1940,5.8907733806076325e-05,6.805791841202335e-08,5.8907733806076325e-05,5.8907733806076325e-05
1941,5.735276083994124e-05,6.679025840331373e-08,5.735276083994124e-05,5.735276083994124e-05
1942,5.561469151871279e-05,6.808286912018957e-08,5.561469151871279e-05,5.561469151871279e-05
1943,5.3902112475563104e-05,6.880793230428545e-08,5.3902112475563104e-05,5.3902112475563104e-05
1944,5.1625437273677175e-05,7.003292929701794e-08,5.1625437273677175e-05,5.1625437273677175e-05
1945,4.991975947632454e-05,7.172060837287323e-08,4.991975947632454e-05,4.991975947632454e-05
1946,4.861871847034698e-05,6.99039465043175e-08,4.861871847034698e-05,4.861871847034698e-05
1947,4.703689981917185e-05,6.84656953353624e-08,4.703689981917185e-05,4.703689981917185e-05
1948,4.6351260347624444e-05,6.514141708586457e-08,4.6351260347624444e-05,4.6351260347624444e-05
1949,4.624339167743788e-05,6.504795736970794e-08,4.624339167743788e-05,4.624339167743788e-05
1950,4.618529055733234e-05,6.366961510398791e-08,4.618529055733234e-05,4.618529055733234e-05
1951,4.6420210959955254e-05,6.267323422142518e-08,4.6420210959955254e-05,4.6420210959955254e-05
1952,4.5857989919438425e-05,6.26068360328905e-08,4.5857989919438425e-05,4.5857989919438425e-05
1953,4.5058489506897915e-05,6.279895968321267e-08,4.5058489506897915e-05,4.5058489506897915e-05
1954,4.464332336543261e-05,6.335660681803087e-08,4.464332336543261e-05,4.464332336543261e-05
1955,4.413347882551274e-05,6.39210502941166e-08,4.413347882551274e-05,4.413347882551274e-05
1956,4.301663804134088e-05,6.231107972455772e-08,4.301663804134088e-05,4.301663804134088e-05
1957,4.3314899292974065e-05,6.31212466422377e-08,4.3314899292974065e-05,4.3314899292974065e-05
1958,4.241217019235981e-05,6.344932655468125e-08,4.241217019235981e-05,4.241217019235981e-05
1959,4.1666155344241164e-05,6.330336280565721e-08,4.1666155344241164e-05,4.1666155344241164e-05
1960,4.094752668087105e-05,6.466335175251256e-08,4.094752668087105e-05,4.094752668087105e-05
1961,3.979329059282983e-05,6.564272528716434e-08,3.979329059282983e-05,3.979329059282983e-05
1962,3.894642577506602e-05,6.674732944134121e-08,3.894642577506602e-05,3.894642577506602e-05
1963,3.821351128863171e-05,6.808704914159794e-08,3.821351128863171e-05,3.821351128863171e-05
1964,3.6604529408837804e-05,6.784632335308873e-08,3.6604529408837804e-05,3.6604529408837804e-05
1965,3.5763457812468656e-05,6.943900083505078e-08,3.5763457812468656e-05,3.5763457812468656e-05
1966,3.500040475046262e-05,6.890504014985968e-08,3.500040475046262e-05,3.500040475046262e-05
1967,3.4474743318112034e-05,6.936438166706336e-08,3.4474743318112034e-05,3.4474743318112034e-05
1968,3.403649991793957e-05,6.996647832530861e-08,3.403649991793957e-05,3.403649991793957e-05
1969,3.37113202216902e-05,7.112460918636185e-08,3.37113202216902e-05,3.37113202216902e-05
1970,3.3452308083984205e-05,7.152344088418821e-08,3.3452308083984205e-05,3.3452308083984205e-05
1971,3.308254911514398e-05,7.226718423680722e-08,3.308254911514398e-05,3.308254911514398e-05
1972,3.301968068366737e-05,7.18284545493069e-08,3.301968068366737e-05,3.301968068366737e-05
1973,3.305356845625543e-05,7.199991866205632e-08,3.305356845625543e-05,3.305356845625543e-05
1974,3.311934259337639e-05,7.518861114671641e-08,3.311934259337639e-05,3.311934259337639e-05
1975,3.32244074213252e-05,7.49964093366933e-08,3.32244074213252e-05,3.32244074213252e-05
1976,3.295153562378671e-05,7.755325169357872e-08,3.295153562378671e-05,3.295153562378671e-05
1977,3.252693672298587e-05,7.755468597484391e-08,3.252693672298587e-05,3.252693672298587e-05
1978,3.245837381525364e-05,7.625763690352219e-08,3.245837381525364e-05,3.245837381525364e-05
1979,3.283759724581614e-05,7.624000630812588e-08,3.283759724581614e-05,3.283759724581614e-05
1980,3.2744186423120224e-05,7.946048542960074e-08,3.2744186423120224e-05,3.2744186423120224e-05
1981,3.269170909853918e-05,7.681921130954703e-08,3.269170909853918e-05,3.269170909853918e-05
1982,3.286510608242159e-05,7.854508104238838e-08,3.286510608242159e-05,3.286510608242159e-05
1983,3.314610252605884e-05,7.658669431975795e-08,3.314610252605884e-05,3.314610252605884e-05
1984,3.348308902267101e-05,8.20231248001489e-08,3.348308902267101e-05,3.348308902267101e-05
1985,3.325372641224281e-05,8.766240508098885e-08,3.325372641224281e-05,3.325372641224281e-05
1986,3.2581594236294874e-05,8.655014076858996e-08,3.2581594236294874e-05,3.2581594236294874e-05
1987,3.23533212005194e-05,8.122418141251078e-08,3.23533212005194e-05,3.23533212005194e-05
1988,3.2034624122648635e-05,7.672163146058405e-08,3.2034624122648635e-05,3.2034624122648635e-05
1989,3.143538898647031e-05,7.110321931236285e-08,3.143538898647031e-05,3.143538898647031e-05
1990,3.069792546739336e-05,6.638824550415328e-08,3.069792546739336e-05,3.069792546739336e-05
1991,2.995953192501994e-05,5.8074762522762417e-08,2.995953192501994e-05,2.995953192501994e-05
1992,2.955063558017303e-05,5.431592445656211e-08,2.955063558017303e-05,2.955063558017303e-05
1993,2.9158989491406828e-05,5.4327407842233045e-08,2.9158989491406828e-05,2.9158989491406828e-05
1994,2.901319125417753e-05,5.18532726597901e-08,2.901319125417753e-05,2.901319125417753e-05
1995,2.9263553057847146e-05,5.146844931199926e-08,2.9263553057847146e-05,2.9263553057847146e-05
1996,2.938431446507041e-05,5.197169678743714e-08,2.938431446507041e-05,2.938431446507041e-05
1997,2.9724846951596972e-05,5.183242685851448e-08,2.9724846951596972e-05,2.9724846951596972e-05
1998,3.043182706668241e-05,5.243228479961155e-08,3.043182706668241e-05,3.043182706668241e-05
1999,3.105919807109915e-05,4.742825357847583e-08,3.105919807109915e-05,3.105919807109915e-05
2000,3.153580031981359e-05,4.425807834504017e-08,3.153580031981359e-05,3.153580031981359e-05
2001,3.168505073907519e-05,4.3573023284742314e-08,3.168505073907519e-05,3.168505073907519e-05
2002,3.13336037964161e-05,4.337946484562443e-08,3.13336037964161e-05,3.13336037964161e-05
2003,3.125545377510467e-05,4.190049551766606e-08,3.125545377510467e-05,3.125545377510467e-05
2004,3.106287113041617e-05,4.568348645404642e-08,3.106287113041617e-05,3.106287113041617e-05
2005,3.0887014872860163e-05,4.415791465817165e-08,3.0887014872860163e-05,3.0887014872860163e-05
2006,3.101606437537287e-05,4.248574774529905e-08,3.101606437537287e-05,3.101606437537287e-05
2007,3.106788374550108e-05,4.045407564490233e-08,3.106788374550108e-05,3.106788374550108e-05
2008,3.125006904675891e-05,3.8960327789335936e-08,3.125006904675891e-05,3.125006904675891e-05
2009,3.116703399947645e-05,4.192918545697921e-08,3.116703399947645e-05,3.116703399947645e-05
2010,3.081605115897089e-05,4.3686874816119466e-08,3.081605115897089e-05,3.081605115897089e-05
2011,3.130456830798981e-05,3.958346970835334e-08,3.130456830798981e-05,3.130456830798981e-05
2012,3.1117984690354206e-05,3.744989055373285e-08,3.1117984690354206e-05,3.1117984690354206e-05
2013,3.059704015738264e-05,3.777875460083838e-08,3.059704015738264e-05,3.059704015738264e-05
2014,3.034578419049337e-05,4.030774215989043e-08,3.034578419049337e-05,3.034578419049337e-05
2015,3.0229952504409346e-05,5.252227503709557e-08,3.0229952504409346e-05,3.0229952504409346e-05
2016,3.069059312110767e-05,5.174025931507588e-08,3.069059312110767e-05,3.069059312110767e-05
2017,3.116613697784487e-05,5.202436940502745e-08,3.116613697784487e-05,3.116613697784487e-05
2018,3.0831310141365975e-05,5.381759677902665e-08,3.0831310141365975e-05,3.0831310141365975e-05
2019,3.07253376377048e-05,6.09455996780639e-08,3.07253376377048e-05,3.07253376377048e-05
