ngram,bone,bne,bon,bonee
1838,2.6133435052802918e-05,2.999683777561911e-08,2.168795975064443e-06,1.3368744762003765e-09
1839,2.676886028244293e-05,2.882766761810477e-08,2.2050904655251154e-06,1.3845518461888924e-09
1840,2.598245997173113e-05,2.7837011426104904e-08,2.24881166234679e-06,1.4532455159889578e-09
1841,2.583302089728282e-05,2.761126565482235e-08,2.2651630778065216e-06,1.5932007380037305e-09
1842,2.7249997531596038e-05,2.622250480247398e-08,2.2114085628085637e-06,1.6918636491780603e-09
1843,2.6928574308320613e-05,2.513902838277967e-08,2.1911071793770783e-06,1.513281357366582e-09
1844,2.786079910168025e-05,2.4929356357006327e-08,2.16907869798888e-06,1.1928571543227763e-09
1845,2.8371169849249e-05,2.651006220893188e-08,2.116298186852613e-06,1.1736831903189478e-09
1846,2.8479474037469898e-05,2.7360351952308648e-08,2.0107468442022636e-06,1.1314394421368945e-09
1847,2.8871509909679715e-05,2.8398846449054612e-08,1.915310901625032e-06,1.2226893703853087e-09
1848,2.942229210540453e-05,2.868870550644585e-08,1.849541019639998e-06,1.7936738998842421e-09
1849,2.842463436536491e-05,2.8295135885108332e-08,1.815398442366651e-06,1.933664807639092e-09
1850,2.8553167794598266e-05,3.012748222326016e-08,1.7963527625397546e-06,1.9268208536641194e-09
1851,2.7927829640767804e-05,3.070550188713891e-08,1.7790140905812483e-06,2.0457523770239003e-09
1852,2.801106945428598e-05,3.0800723241749695e-08,1.7770707927411422e-06,2.2662058261703676e-09
1853,2.7640976830818026e-05,3.1566024968502204e-08,1.8060032159285453e-06,2.3431392223319645e-09
1854,2.788317397062201e-05,3.038403255979054e-08,1.8768250161623915e-06,2.4542303903426645e-09
1855,2.7836092028467518e-05,3.149543153264338e-08,1.897642976343507e-06,2.163304630669367e-09
1856,2.8040297235877786e-05,3.078387398959746e-08,1.8955600061027717e-06,2.188759031161526e-09
1857,2.8258787226929728e-05,3.02232321709133e-08,1.891191995387739e-06,2.3358189826794273e-09
1858,2.885790958576503e-05,3.0398446426715964e-08,1.9054046528513676e-06,2.380518655214254e-09
1859,2.886278915476786e-05,3.0407241423193095e-08,1.9013234415459529e-06,2.331234618045487e-09
1860,2.941231702737111e-05,3.029067434973902e-08,1.8620888308110547e-06,2.1764048499913915e-09
1861,2.9705334392409505e-05,3.268066046351643e-08,1.8058077720135252e-06,2.1618118882317715e-09
1862,2.9953631383250467e-05,3.247511618350732e-08,1.757691523250417e-06,2.131825779397697e-09
1863,3.0171866975641543e-05,3.369675814570071e-08,1.7334963656269662e-06,2.3090508394219e-09
1864,3.043819664786237e-05,3.4738717045814024e-08,1.7062106962839607e-06,2.3488722237071815e-09
1865,3.00319968248784e-05,3.54643760707469e-08,1.6747073264663674e-06,2.3838174767476517e-09
1866,3.005441690869962e-05,3.573348042859184e-08,1.6370407170792793e-06,2.6100459730013117e-09
1867,3.0593214562811356e-05,3.655026148408069e-08,1.6167865786493557e-06,2.8159724552168086e-09
1868,3.0931882585199287e-05,3.5649745504835144e-08,1.595686187881386e-06,2.745922584550848e-09
1869,3.1407403574641126e-05,3.61317081650928e-08,1.5933547631772984e-06,2.6329959006738638e-09
1870,3.164461018708867e-05,3.6444750963125575e-08,1.5990444645857288e-06,2.3612979825417467e-09
1871,3.1201492415025965e-05,3.52472608560512e-08,1.5784228090914049e-06,2.1874173266362665e-09
1872,3.169818488199131e-05,3.424655403705401e-08,1.5796271424863204e-06,2.249671702893506e-09
1873,3.201452273060568e-05,3.3213515239692374e-08,1.5583094961714648e-06,2.18690131083475e-09
1874,3.115266372333281e-05,3.2447734404123755e-08,1.554569426584099e-06,2.036433482161775e-09
1875,3.134185889004064e-05,3.1886288910852404e-08,1.56207212447563e-06,2.0082534682838318e-09
1876,3.107305799078729e-05,3.1916195654600547e-08,1.574209997150839e-06,2.037808144450537e-09
1877,3.0610277982694765e-05,3.132450286459841e-08,1.5665055863272365e-06,1.9940994094065037e-09
1878,3.101446314498649e-05,3.2613716425901525e-08,1.5701326674388838e-06,2.0452166151128738e-09
1879,3.1186450671936784e-05,3.384224557732653e-08,1.561472004141251e-06,1.8572581885121865e-09
1880,3.1422807036765986e-05,3.496463410864895e-08,1.5782069502685253e-06,1.7837933352637947e-09
1881,3.216651800487723e-05,3.44489287889311e-08,1.5849647882402808e-06,1.7347426352541463e-09
1882,3.204062938623663e-05,3.454120697402427e-08,1.5636300239358597e-06,1.6561003520923885e-09
1883,3.1877989905686786e-05,3.3163068481810246e-08,1.542586281695029e-06,1.54218024065297e-09
1884,3.202324608407382e-05,3.178689540155639e-08,1.5443212890074522e-06,1.5460465606155692e-09
1885,3.177866762728497e-05,3.0131666812443266e-08,1.5452627621925785e-06,1.669351641047407e-09
1886,3.16880991054599e-05,2.8685460863796053e-08,1.5574215207639748e-06,1.667639470959159e-09
1887,3.1508799760818616e-05,2.7714621454931277e-08,1.5250182384209308e-06,1.7151427738377428e-09
1888,3.0575402239004946e-05,2.755313539231403e-08,1.528382897829163e-06,1.7147690886279828e-09
1889,3.019670267739067e-05,2.7157034716245628e-08,1.5319539313298134e-06,1.7882592391010072e-09
1890,3.0069166054350456e-05,2.7724250070296615e-08,1.5631854921593913e-06,1.7978889964100274e-09
1891,2.9907769723130123e-05,2.713064160632582e-08,1.5696954441019834e-06,1.8403631634506772e-09
1892,3.0187522757582235e-05,2.7605663279116144e-08,1.5430315118335005e-06,1.7102479591254598e-09
1893,2.9962679036543705e-05,2.651108488294085e-08,1.5042146027813682e-06,1.6414898963899661e-09
1894,2.9601129686592946e-05,2.5111065734709622e-08,1.4988861819022401e-06,1.46444767423759e-09
1895,3.006410328712913e-05,2.4282339187006334e-08,1.469366549957028e-06,1.5294822709930956e-09
1896,2.964185270164827e-05,2.3099952934606856e-08,1.4799843321660383e-06,1.5071288978723324e-09
1897,2.9536085743789693e-05,2.2229666488523695e-08,1.4335664510716534e-06,1.4719541775930013e-09
1898,2.934352700581907e-05,2.190933326825676e-08,1.3867819461665931e-06,1.3782471830481313e-09
1899,2.888253870228904e-05,2.1652941027485084e-08,1.3737184190176777e-06,1.3314127578212265e-09
1900,2.89742537071496e-05,2.212637311466941e-08,1.3621101970784366e-06,1.3345101531772992e-09
1901,2.8579191816139167e-05,2.2868836475303008e-08,1.3689279642546483e-06,1.1379556265543401e-09
1902,2.78358649146477e-05,2.242436433367142e-08,1.3580837503468501e-06,1.2110486502514561e-09
1903,2.7649887800050366e-05,2.2861079632515872e-08,1.3038256188987622e-06,1.109437985924444e-09
1904,2.7511844434359644e-05,2.275094220952464e-08,1.2703470702035702e-06,9.89808405872848e-10
1905,2.7123922856325017e-05,2.2671758819521008e-08,1.2313446079912995e-06,8.427117485974658e-10
1906,2.6991966348889817e-05,2.1505298875013068e-08,1.2006938894566183e-06,6.889037346532615e-10
1907,2.6457861947294858e-05,2.1437035258031756e-08,1.1638002531201761e-06,7.191725379900632e-10
1908,2.623960348760842e-05,2.105288794090094e-08,1.1065917533414904e-06,7.741458733976993e-10
1909,2.6519091209463242e-05,2.0992196425595466e-08,1.0743233685518914e-06,5.296844143853896e-10
1910,2.640412120464524e-05,2.021852805812939e-08,1.0441123257416102e-06,5.145276337928781e-10
1911,2.651222426460923e-05,1.9613063681081907e-08,1.0150266770584234e-06,5.368560705114917e-10
1912,2.6910849815716835e-05,1.998457399565723e-08,9.946736067182168e-07,6.513361754707197e-10
1913,2.728697628689198e-05,2.0236423076929507e-08,9.69025531308684e-07,6.90578729121784e-10
1914,2.7324267388654073e-05,2.047729072022061e-08,9.529323473803483e-07,6.464934659040316e-10
1915,2.8163852610824896e-05,2.1240694282807582e-08,9.456841699570109e-07,6.504831633653246e-10
1916,2.7946151021751575e-05,2.2130855878036267e-08,9.301439182049112e-07,6.129526925706991e-10
1917,2.8120827274895938e-05,2.3409872897315964e-08,9.278863818248542e-07,5.584326651890998e-10
1918,2.8046887174631202e-05,2.432277896551633e-08,9.2496207214156e-07,5.892046771118129e-10
1919,2.7850531686064122e-05,2.4292603738120177e-08,9.278385277866619e-07,5.447121880537103e-10
1920,2.6686091067469014e-05,2.471335694817104e-08,9.638774989590665e-07,5.749329504542036e-10
1921,2.6049251703495558e-05,2.44787197496115e-08,9.71622642152527e-07,7.413598584233532e-10
1922,2.4834193027345464e-05,2.3468969751710185e-08,9.848143836929272e-07,7.587578462356756e-10
1923,2.4430497952770175e-05,2.3046871585766634e-08,9.881120084693457e-07,9.100298173755509e-10
1924,2.4039074300422465e-05,2.1522830248191634e-08,9.914361872428605e-07,9.658187345123232e-10
1925,2.3684021081343027e-05,2.0262787765139885e-08,9.927060367382573e-07,8.651570650362674e-10
1926,2.3240703740157187e-05,1.9790129915772274e-08,1.0006312355212036e-06,8.716144393540657e-10
1927,2.3594967777691117e-05,1.9337792319821086e-08,9.676654956690202e-07,7.556061649387808e-10
1928,2.380620571784675e-05,1.8050666865982682e-08,9.640591380437918e-07,7.131891902442281e-10
1929,2.4146889700205065e-05,1.809733556663267e-08,9.583302146763475e-07,5.935672191854329e-10
1930,2.410300398228823e-05,1.695546395349571e-08,9.483660018564219e-07,5.605040162163074e-10
1931,2.4484962913058033e-05,1.7234297925280576e-08,9.442893786269581e-07,5.677499343675103e-10
1932,2.3868283668499707e-05,1.722972761289806e-08,9.43194436331396e-07,5.91393180458612e-10
1933,2.3752329330558757e-05,1.7396080385724744e-08,9.334121630542671e-07,5.228684866028946e-10
1934,2.3736252842354588e-05,1.6778102589804737e-08,9.225369045192824e-07,7.250793537012206e-10
1935,2.3667421763613155e-05,1.7325848946013267e-08,8.950456162892806e-07,7.20382126966663e-10
1936,2.331059477000963e-05,1.6911145499826878e-08,8.597990910987261e-07,7.369711943879967e-10
1937,2.355326432734728e-05,1.761515352630535e-08,8.500485039673679e-07,5.960492575697782e-10
1938,2.2764764123296898e-05,1.786314968959297e-08,8.172910546428673e-07,5.781262214986173e-10
1939,2.3353318413553226e-05,1.798947835141007e-08,7.928082287175389e-07,6.042710260738865e-10
1940,2.335816498089116e-05,1.806721933966011e-08,7.689604980701656e-07,7.100701812249152e-10
1941,2.3631958486345995e-05,1.9235064081206995e-08,7.638341636655761e-07,5.354378845063528e-10
1942,2.364801080797666e-05,1.9920227499272058e-08,7.562820444815901e-07,4.323833592754868e-10
1943,2.3702451081979753e-05,2.0661934385657332e-08,7.659224528262192e-07,5.621350964078533e-10
1944,2.3265489029914272e-05,2.1211085205712673e-08,7.580525789308012e-07,6.155779695506323e-10
1945,2.384994851516759e-05,2.183090026213514e-08,7.653623989816489e-07,7.162631757548102e-10
1946,2.3887144249913816e-05,2.18153672904009e-08,7.571737309522827e-07,7.823118541860907e-10
1947,2.3884258033441646e-05,2.1735802744972588e-08,7.559439073442523e-07,7.195734444806082e-10
1948,2.33651179379584e-05,2.3131638319081763e-08,7.454524230914623e-07,7.432948740631368e-10
1949,2.3298994814727587e-05,2.5599761041153864e-08,7.465595867220795e-07,7.365953838941611e-10
1950,2.3416282991612597e-05,2.6373983378188574e-08,7.393835273562997e-07,6.326486834407063e-10
1951,2.3526705522921736e-05,2.624071119125152e-08,7.429381087474342e-07,6.229597869302137e-10
1952,2.3448242375577267e-05,2.5541341993776508e-08,7.367472351558848e-07,4.666334759072046e-10
1953,2.3281725329330323e-05,2.5427342263485897e-08,7.341561334734641e-07,4.1355369327446464e-10
1954,2.369846697547473e-05,2.539540895034926e-08,7.285487169740788e-07,4.199055726144303e-10
1955,2.4343175287607926e-05,2.2622110153390296e-08,7.336597361375295e-07,3.8309982468089284e-10
1956,2.4860938667968314e-05,1.946342236586978e-08,7.28112817276789e-07,3.285431807561626e-10
1957,2.53098569373833e-05,1.8294164151809256e-08,7.163962761426644e-07,3.245819089693823e-10
1958,2.5501738751440177e-05,1.7359491621959933e-08,7.084672688506544e-07,2.8218913118914305e-10
1959,2.5640177877253984e-05,1.7120178798433827e-08,7.093403756438679e-07,3.41172744817391e-10
1960,2.5863096847647933e-05,1.7509434410304233e-08,7.122486798445087e-07,3.313551020868642e-10
1961,2.5815058636778432e-05,1.6936769193469966e-08,7.029523609552208e-07,3.150531621301919e-10
1962,2.5601507201957118e-05,1.743170027371629e-08,7.105483876200327e-07,3.413659345276519e-10
1963,2.532725479146133e-05,1.717681362224864e-08,7.271141839737538e-07,3.8732107005794754e-10
1964,2.500480721729608e-05,1.6829171706993814e-08,7.381472235985192e-07,4.495087813876404e-10
1965,2.4986683326590408e-05,1.6891477930666302e-08,7.471711813065797e-07,5.4030122836097e-10
1966,2.4770449921821376e-05,1.713524458831931e-08,7.623442570547923e-07,5.554665735311001e-10
1967,2.4381035992908956e-05,1.685542448472331e-08,7.829199262232578e-07,5.555953435416277e-10
1968,2.4134862022557562e-05,1.7526789162859912e-08,8.115826355086548e-07,5.878829169501745e-10
1969,2.453366973246115e-05,1.7279332250755682e-08,7.971638556877483e-07,6.727522903839298e-10
1970,2.4640860699167077e-05,1.7496218061653834e-08,7.775844486397026e-07,6.74715711872815e-10
1971,2.5087897873683168e-05,1.792425205085887e-08,7.637140454010347e-07,6.293674787676601e-10
1972,2.5814108864454154e-05,1.7918156101716576e-08,7.386712874384622e-07,6.01725867545509e-10
1973,2.6326427749674103e-05,1.780454082579906e-08,7.099705905082894e-07,5.704958806949736e-10
1974,2.6768884449016434e-05,1.8072344890437568e-08,6.775380013225783e-07,5.500178189883037e-10
1975,2.7259222666283938e-05,1.8347178252854845e-08,6.424089633583208e-07,5.425474058113571e-10
1976,2.7188591307744252e-05,1.8881680980647227e-08,6.313155397817484e-07,4.5705316317360255e-10
1977,2.7517825011662872e-05,1.8731136768630156e-08,6.267176948832847e-07,5.160627619682501e-10
1978,2.7741973878749248e-05,1.8226149478550724e-08,6.207247094737665e-07,5.007840828527169e-10
1979,2.7849465238562387e-05,1.825053251382412e-08,6.234461043927045e-07,4.788512384231883e-10
1980,2.8090623735416947e-05,1.780928369856026e-08,6.224367276835048e-07,4.280748513599672e-10
1981,2.8473045988773394e-05,1.7282811118743017e-08,6.197582820277603e-07,4.412636327761581e-10
1982,2.885160211008042e-05,1.6469816494739982e-08,6.163444124597715e-07,3.824031131432244e-10
1983,2.9356498998822644e-05,1.5997525336177076e-08,6.18302522070735e-07,3.644284754919117e-10
1984,2.9890049907927668e-05,1.606877957678015e-08,6.146168922376611e-07,3.1018765334067666e-10
1985,3.046821776868975e-05,1.607662117716505e-08,6.10060924697921e-07,3.027808242223833e-10
1986,3.072178593096656e-05,1.6277785214973458e-08,6.069883673782377e-07,2.653934373851387e-10
1987,3.1441520799749666e-05,1.6637877361550376e-08,6.022413328667296e-07,3.020701625341563e-10
1988,3.167876535111905e-05,1.6869928438317013e-08,5.976028855262225e-07,2.7708559851331264e-10
1989,3.146877575740551e-05,1.7250271052863094e-08,6.009222732115762e-07,3.0141519637348427e-10
1990,3.1446689068356394e-05,1.8287902747715634e-08,5.963081710953182e-07,3.524397658636959e-10
1991,3.1044482966535725e-05,1.912400802796453e-08,5.967442819253068e-07,3.7168491498881396e-10
1992,3.073703919653781e-05,1.9250592485166507e-08,6.008375440355199e-07,4.919580040959762e-10
1993,3.0568095878282164e-05,1.8714678061217327e-08,6.039874571277843e-07,5.802682520991301e-10
1994,3.0006332443528144e-05,1.8051185942827682e-08,6.054532052855523e-07,5.590998239776316e-10
1995,3.052642672888136e-05,1.7787164249430783e-08,6.156142425035276e-07,6.277254311586639e-10
1996,3.101519359915983e-05,1.7232290642052054e-08,6.205453197643302e-07,8.395449652936244e-10
1997,3.1196320248584796e-05,1.621730216783135e-08,6.276503086155572e-07,8.583532694141281e-10
1998,3.160800016693039e-05,1.5006102138670485e-08,6.293009684148794e-07,9.2895304147435e-10
1999,3.210052766787287e-05,1.4444733282508487e-08,6.321683128719866e-07,8.863884546985088e-10
2000,3.266663692816759e-05,1.4072286700996171e-08,6.372153750687306e-07,1.024873019783712e-09
2001,3.336731762309293e-05,1.4086584977844398e-08,6.501826825504915e-07,1.0923395680048235e-09
2002,3.36723356407934e-05,1.371370153943222e-08,6.629205781142186e-07,1.142502124652976e-09
2003,3.39680232822762e-05,1.3623925733595245e-08,6.814208778190992e-07,1.0491789024870611e-09
2004,3.4838564585827824e-05,1.2805999181710246e-08,6.945049335627118e-07,1.0580694336554635e-09
2005,3.5607674362836406e-05,1.234078858150919e-08,7.264612236212997e-07,1.0859071340542569e-09
2006,3.6062589060747996e-05,1.1855967382449047e-08,7.470420086974627e-07,1.0995766281623226e-09
2007,3.644226671895012e-05,1.125241969443128e-08,7.650009398016014e-07,9.202878538592887e-10
2008,3.778099874450293e-05,1.0665287193083778e-08,7.731155083742383e-07,8.561311619954231e-10
2009,3.985519184165501e-05,9.639454123799851e-09,7.690970928056881e-07,7.663329177581041e-10
2010,4.0975792736779635e-05,8.810015383886594e-09,7.790419707427125e-07,6.217420051024547e-10
2011,4.1100003207767645e-05,7.749794044593322e-09,7.838183120968876e-07,5.440230686572432e-10
2012,4.178765344217287e-05,7.261711073728147e-09,7.812876918121349e-07,4.349431172366382e-10
2013,4.2033916543005034e-05,6.840502608795873e-09,7.773166674139378e-07,3.92712977216801e-10
2014,4.204687398409338e-05,6.6657637187717e-09,8.307396878340764e-07,3.6953021991565597e-10
2015,4.0968497549848894e-05,5.800286980875821e-09,9.271773494999382e-07,3.4349359666143084e-10
2016,3.922626534144261e-05,5.70891061408523e-09,9.633674998050473e-07,3.3126036239458246e-10
2017,3.8645175057657376e-05,5.299175246757197e-09,9.838758785463142e-07,3.625893613135034e-10
2018,3.868674612022005e-05,5.702575345267746e-09,1.024543018957047e-06,4.02610453309471e-10
2019,3.7818338569195475e-05,5.15647685661591e-09,1.0679922439749134e-06,3.724365503499083e-10
