ngram,paper,pper,papr,papper
1885,0.00017762026150843928,1.0498058397193485e-07,3.669858956405798e-09,4.987882369038894e-09
1886,0.00017927432782016695,1.0555863687906302e-07,3.5565566364985965e-09,3.73146159209676e-09
1887,0.00018079950573987195,1.1756297928806297e-07,3.738347409409926e-09,3.3724488995063543e-09
1888,0.00018165485068623508,1.1816327624306463e-07,3.791605727800272e-09,3.4568991240974914e-09
1889,0.00018399222088711604,1.1839777260190334e-07,3.881221724963016e-09,2.583056633666457e-09
1890,0.00018568100183204348,1.192882349089684e-07,3.721399347408497e-09,2.4328640134209577e-09
1891,0.00018752317867308323,1.1987249694454606e-07,3.6123947642709352e-09,2.7412004174490588e-09
1892,0.00018992871628142893,1.1818196554713722e-07,3.5721658964149583e-09,3.344197934446973e-09
1893,0.00019157282284660532,1.184830367151335e-07,3.389807323728178e-09,3.4657410592180734e-09
1894,0.00019309516522168581,1.1482533933206338e-07,3.0357998971806767e-09,3.6201524317951747e-09
1895,0.00019336602833521153,1.1412590237926321e-07,2.92132254894487e-09,4.163503446769872e-09
1896,0.00019192751122838153,1.1955100173314088e-07,2.6556496684244327e-09,4.459018329175787e-09
1897,0.00019027511422921504,1.1964921802538292e-07,2.5987380818699127e-09,4.2926249856277215e-09
1898,0.00018742896333735968,1.1823312969941721e-07,2.5498206086232197e-09,4.1564210803305255e-09
1899,0.0001849703341057258,1.2130449838260964e-07,2.868447511263282e-09,3.965533742647917e-09
1900,0.0001829177324127938,1.2679821180329653e-07,2.848997006564348e-09,3.590865985511219e-09
1901,0.00018106745431266193,1.2034191192762072e-07,2.874807185954913e-09,3.413307351049103e-09
1902,0.0001800567385674055,1.2145179896703796e-07,2.9532597320017626e-09,2.7137848159140633e-09
1903,0.00017894121577098434,1.1696108056672269e-07,3.025712379058275e-09,2.7177723880912806e-09
1904,0.0001777177073693435,1.2022255698898983e-07,3.267511467746382e-09,2.8983951746600465e-09
1905,0.0001789358481931101,1.2244846914200025e-07,3.5623631663587017e-09,2.8024110651106835e-09
1906,0.0001808698517769309,1.2078098572081736e-07,3.325567154988107e-09,2.5845074969055304e-09
1907,0.00017991727716954692,1.1703497396605858e-07,3.1453144850550937e-09,2.7236533028940357e-09
1908,0.00018003979182269956,1.194816487018865e-07,2.987974185535742e-09,2.9641710673290943e-09
1909,0.00017952758103742132,1.1929961272829003e-07,3.060507815431736e-09,3.174546657293474e-09
1910,0.00018145360809285194,1.2081806387089144e-07,3.077411151305601e-09,3.1849542051328885e-09
1911,0.00018202245285335396,1.238135983580183e-07,2.9437440104577004e-09,3.173336831403211e-09
1912,0.0001822985110006162,1.2226667881317814e-07,2.778208615542407e-09,4.213075380629253e-09
1913,0.00018132261175196618,1.22359845176691e-07,2.8454332223759593e-09,4.074350682233988e-09
1914,0.00018260349419766238,1.1911891866540308e-07,4.744869449727471e-09,4.190339424654204e-09
1915,0.00018339791235380938,1.1610724166238079e-07,5.030449929626408e-09,3.9760744696692996e-09
1916,0.0001837316293468965,1.1682248413080742e-07,5.043555224253688e-09,3.6469978941562023e-09
1917,0.00018372507059081857,1.1501911042647147e-07,5.091015926288784e-09,3.653136919951854e-09
1918,0.00018559545735895102,1.0949357687195516e-07,5.131443302021564e-09,4.0431154456145785e-09
1919,0.00018597864878496954,1.1320937228934521e-07,5.3942682384392324e-09,3.0729946365326555e-09
1920,0.0001848302428178223,1.1426698571475364e-07,5.488180354618066e-09,3.063831188754307e-09
1921,0.00018330474891367236,1.1704253312570603e-07,3.787099427705292e-09,3.296650983943193e-09
1922,0.00018091273419226387,1.1954858994808353e-07,3.696331336249565e-09,3.2759046586505747e-09
1923,0.00017886866823703582,1.1858137887494585e-07,3.5829734100291587e-09,3.175246256402277e-09
1924,0.00017640386275681003,1.1599444909344519e-07,3.6245005092488166e-09,2.8748719436779068e-09
1925,0.0001737716790687825,1.1415175699929542e-07,3.5007855661969447e-09,2.201838251408057e-09
1926,0.00017282582120969892,1.0900317448658825e-07,3.435569860345465e-09,2.3390538870872645e-09
1927,0.0001716930543937321,1.0677816066260806e-07,3.3330344516104203e-09,2.76784013169313e-09
1928,0.00017096239233589067,1.0541634460586075e-07,3.328834192422343e-09,3.0352535881509166e-09
1929,0.00017074610721985145,9.922188683373991e-08,3.1239520177044663e-09,2.8224299246965803e-09
1930,0.00016986038826871663,9.599970850006554e-08,3.2729708150063583e-09,3.148670736839522e-09
1931,0.00016942395970025764,9.78164921759474e-08,3.204268374444398e-09,3.4481027239812487e-09
1932,0.00016721891630108336,9.76510392547425e-08,3.331417586238672e-09,3.526689321528157e-09
1933,0.00016411462690614696,9.677795783805518e-08,3.269241988235194e-09,3.6703320065762615e-09
1934,0.00016242619936487505,9.595164434423558e-08,3.2186256834368774e-09,3.2364093151469676e-09
1935,0.0001613025420478412,9.419623125950238e-08,2.894595658402872e-09,2.432205770119822e-09
1936,0.00015896653349045664,9.641310327879182e-08,3.0770754040026257e-09,2.5823117612487424e-09
1937,0.00015794852723567083,9.741319217937416e-08,2.873948777372602e-09,2.2798455187203868e-09
1938,0.00015576139932298766,9.627110131305017e-08,2.8892656362649357e-09,2.1601681078818403e-09
1939,0.00015535903470923325,9.570969033185455e-08,2.9130304359169047e-09,1.8802014944974133e-09
1940,0.00015462858677243015,9.827628844050196e-08,2.726002614115787e-09,1.5331618593731174e-09
1941,0.00015518901636824012,1.0123653737537097e-07,2.90584155150851e-09,1.6516724416731116e-09
1942,0.0001535797761919509,1.0180572473927896e-07,3.550028429951827e-09,1.8030697966432895e-09
1943,0.00015324532744541232,1.012875655094701e-07,3.497018103664524e-09,1.7449005494464741e-09
1944,0.00015316807964284505,1.0044151618363425e-07,3.6950499802758584e-09,2.0067885527933325e-09
1945,0.00015295537845564207,1.0035190050367809e-07,3.7855487316258114e-09,1.9995849499996966e-09
1946,0.00015212584860689406,1.0318325292603601e-07,3.6269762431524147e-09,2.57027894206325e-09
1947,0.00015196477137838623,1.015508429093513e-07,3.6024151598265266e-09,3.066646555741467e-09
1948,0.00015026867497778897,9.84592156377013e-08,3.269286587480126e-09,3.3209608396589374e-09
1949,0.00015137169767902897,9.853340746498621e-08,2.8384627664174947e-09,3.8656729246205094e-09
1950,0.0001512028434912541,9.906049923204461e-08,2.904608902604926e-09,3.926392623730481e-09
1951,0.00015138924520994936,9.793206601216298e-08,2.7730124545805826e-09,3.974414051834328e-09
1952,0.00015194027011083172,9.641167305777084e-08,2.5454637128266964e-09,4.267007905741796e-09
1953,0.0001523003593320027,9.107879606062852e-08,2.4977667553319603e-09,4.092308920305194e-09
1954,0.00015189253775003766,9.11640885955681e-08,2.3451295825895257e-09,3.755732756540096e-09
1955,0.00015300301726840968,8.944852274745635e-08,2.317931862323113e-09,3.6894488258149796e-09
1956,0.0001523660445984985,8.830674959524134e-08,2.8695505495589048e-09,3.0674121813995772e-09
1957,0.0001539589388162962,8.65683580692738e-08,2.7143843839283477e-09,3.272386679092116e-09
1958,0.0001540001041056322,8.58828711004987e-08,2.6074966788921674e-09,3.514392967117276e-09
1959,0.00015469682693947107,8.392754986224255e-08,2.6031440653844537e-09,3.4787098281339824e-09
1960,0.0001550128695920908,8.538928751379769e-08,2.611711434420881e-09,3.2515535502193008e-09
1961,0.00015589340182486922,8.230612382119165e-08,2.7556246966804157e-09,4.018946302737041e-09
1962,0.0001548261726774009,8.055335598555757e-08,2.733661043561954e-09,3.8713846890152985e-09
1963,0.00015425432190698172,7.786112580073937e-08,2.474266759731693e-09,4.149512241749928e-09
1964,0.00015252497022239759,7.503793954453743e-08,2.4524528439785952e-09,4.491142679974303e-09
1965,0.00015216502236268883,7.82708815855975e-08,2.654725677382024e-09,4.101856933478944e-09
1966,0.0001511169456145061,7.733954175494415e-08,2.7215991999745323e-09,4.044657259909863e-09
1967,0.00015111759421415627,7.47400901803173e-08,2.8531700494279934e-09,4.464487351236406e-09
1968,0.0001500571088399738,7.346678237191944e-08,2.722522366279837e-09,3.82769974446465e-09
1969,0.00015007845857845887,7.303350559238555e-08,2.8840898241051197e-09,4.076989095531352e-09
1970,0.0001494423278407859,7.134733388219111e-08,2.542734562587563e-09,4.046274997599702e-09
1971,0.0001500750388783802,7.100835728936414e-08,2.5592368541842755e-09,4.0693532987745584e-09
1972,0.00014920032117515802,6.572260348645744e-08,2.4397357150413815e-09,4.0547956738277796e-09
1973,0.00014917941423066492,6.475614152837547e-08,2.491924634893751e-09,4.245856777274071e-09
1974,0.00014883514502019222,6.31675669231819e-08,2.704279593907748e-09,6.605229537929144e-09
1975,0.00014906394270448281,6.238882528058249e-08,2.705449800696361e-09,6.59359208502305e-09
1976,0.00014948416043937738,6.049109302352917e-08,2.6810831332824137e-09,6.7513271164086424e-09
1977,0.00015121978399942497,6.017027485784507e-08,2.716313586757581e-09,7.299209363915387e-09
1978,0.00015164998226932118,5.948117731691127e-08,2.8763079219982858e-09,6.891882842197106e-09
1979,0.00015289667187192078,5.8187797183758705e-08,3.1456276313893537e-09,7.010929709798981e-09
1980,0.00015334985801018775,6.029287748430891e-08,3.148274625124665e-09,6.9985550370838774e-09
1981,0.00015353370898602798,6.423664546316234e-08,2.796107377380151e-09,4.479398090546332e-09
1982,0.00015398793454681124,7.02508913263955e-08,2.9280165910908605e-09,4.4280122743093185e-09
1983,0.00015505178764994656,7.134999080449234e-08,2.8698799210096534e-09,4.785499266698626e-09
1984,0.000155195955552959,7.181833794334125e-08,2.7793117331396745e-09,4.134943022902706e-09
1985,0.00015523826212821796,7.00974892099891e-08,2.530292197988615e-09,4.369853431488277e-09
1986,0.00015488697681576014,7.3838685007591e-08,2.844022699883502e-09,4.227212833742198e-09
1987,0.0001556687181748982,6.877048822470247e-08,2.7630442378523412e-09,4.225231815218373e-09
1988,0.00015657640220264772,6.117478130412174e-08,2.6970121691505256e-09,4.234589441003729e-09
1989,0.00015697224547953477,5.134763522310745e-08,2.648588586546501e-09,4.333845726733898e-09
1990,0.00015633450155811652,4.7462796613574806e-08,2.651329092781144e-09,3.8389365971828025e-09
1991,0.00015642289197005863,4.2625117657735245e-08,2.785089143435877e-09,3.8511805173462625e-09
1992,0.00015678195008409342,4.0468038317190546e-08,2.796239620802713e-09,3.639115643748271e-09
1993,0.0001564333402451926,3.437222874578895e-08,2.2624817892185386e-09,3.8443744061161004e-09
1994,0.0001550481704595898,3.3113931660214546e-08,2.1166991651507973e-09,3.467531151102321e-09
1995,0.00015340583091269115,3.2628021427529216e-08,2.1073022216100412e-09,3.2420277256457145e-09
1996,0.0001514384473141815,3.171958188171889e-08,2.0001751524897517e-09,3.1307035376824744e-09
1997,0.00014938103725268905,3.057712051811125e-08,1.8780126818742004e-09,2.999296271661527e-09
1998,0.00014657509122376462,3.067067108223195e-08,1.6713576395892866e-09,2.9735730385941193e-09
1999,0.00014321539492812008,3.025255652338339e-08,1.7721919646060007e-09,2.849119321421004e-09
2000,0.0001417573616241238,2.9064646054978638e-08,1.6675472272861418e-09,2.6966218464557254e-09
2001,0.00013991646535162414,2.8119835602881593e-08,1.6615027449112014e-09,2.656858637856934e-09
2002,0.00013815546533026333,2.7160344830333216e-08,1.6309454104706284e-09,2.820396234020401e-09
2003,0.00013624270130614086,2.695666547124022e-08,1.5336079707749052e-09,2.7649699038282247e-09
2004,0.00013394903258553574,2.6177651284748597e-08,1.561482118209564e-09,2.6738717906482634e-09
2005,0.0001314104031605114,2.4759952564425347e-08,1.5414791189525901e-09,2.6835517300379965e-09
2006,0.00012904299260948652,2.298506756354917e-08,1.4265405840723539e-09,2.6829444697641846e-09
2007,0.0001253465494041198,2.1403991975635757e-08,1.2595587112989343e-09,2.54769088365541e-09
2008,0.00012321292680488632,2.243236682123292e-08,1.3098199350533184e-09,2.5439368706819162e-09
2009,0.00012105085417195889,2.0758461235662447e-08,1.2773723745418408e-09,2.590819876096313e-09
2010,0.00011946367885684595,1.938549549456476e-08,1.3191352692716001e-09,2.6040971284097783e-09
2011,0.0001171859195372755,1.747455094910525e-08,1.241809853360008e-09,2.4357264935151844e-09
2012,0.00011507356871983834,1.6948014927972314e-08,1.1601717205981084e-09,2.286842572450455e-09
2013,0.00011356233777145722,1.5936311191312924e-08,1.1047508304987526e-09,2.2832609929730144e-09
2014,0.00011204129155625456,1.4615452974859572e-08,1.0485080502244314e-09,2.4188001601643805e-09
2015,0.00010946273063642106,1.0973442345272945e-08,9.568979973474866e-10,3.235228957747844e-09
2016,0.00010752900249956707,1.0019708110827911e-08,9.847510901954998e-10,3.1316720486681706e-09
2017,0.00010576664863037877,8.838260937930423e-09,9.196180853858019e-10,3.1807724047242894e-09
2018,0.00010502784716663882,8.766595449571923e-09,9.150603830221371e-10,3.5439539303183664e-09
2019,0.00010489772830624133,6.82786471806196e-09,9.475857182250635e-10,3.9253258976579275e-09
