ngram,theory,theoy,thery,theroy
1559,6.245257931628398e-06,0.0,0.0,0.0
1560,6.245257931628398e-06,0.0,0.0,0.0
1561,6.245257931628398e-06,0.0,0.0,0.0
1562,6.245257931628398e-06,0.0,0.0,0.0
1563,4.5462171068980493e-07,0.0,0.0,0.0
1564,4.5462171068980493e-07,0.0,0.0,0.0
1565,4.5462171068980493e-07,0.0,0.0,0.0
1566,4.5462171068980493e-07,0.0,0.0,0.0
1567,1.8194163463444317e-06,0.0,0.0,0.0
1568,1.8194163463444317e-06,0.0,0.0,0.0
1569,2.4100577190568272e-05,0.0,0.0,0.0
1570,2.3645955479878467e-05,0.0,1.5110122798692567e-06,0.0
1571,3.100151051122728e-05,0.0,1.5110122798692567e-06,0.0
1572,3.100151051122728e-05,0.0,1.5110122798692567e-06,0.0
1573,3.100151051122728e-05,0.0,1.5110122798692567e-06,0.0
1574,2.9636715875572657e-05,0.0,1.5110122798692567e-06,0.0
1575,2.9636715875572657e-05,0.0,1.5110122798692567e-06,0.0
1576,8.256915927112069e-06,0.0,1.5110122798692567e-06,0.0
1577,2.101429520605182e-05,0.0,0.0,0.0
1578,1.4140566398574655e-05,0.0,0.0,0.0
1579,1.6727585619134645e-05,0.0,0.0,0.0
1580,1.6727585619134645e-05,0.0,0.0,0.0
1581,1.791420036819805e-05,0.0,0.0,0.0
1582,1.791420036819805e-05,0.0,0.0,0.0
1583,1.7493462077514516e-05,0.0,0.0,0.0
1584,4.7360827985747685e-06,0.0,0.0,0.0
1585,5.197846998531272e-06,0.0,0.0,0.0
1586,4.767509316090062e-06,0.0,0.0,0.0
1587,5.113588875766644e-06,0.0,0.0,0.0
1588,3.926974126703239e-06,0.0,0.0,0.0
1589,4.8606064930416844e-06,0.0,0.0,0.0
1590,6.459789087135245e-06,0.0,0.0,0.0
1591,6.99285601513111e-06,0.0,0.0,0.0
1592,6.646237384952006e-06,0.0,0.0,0.0
1593,5.829216206620913e-06,0.0,0.0,0.0
1594,7.494715711280671e-06,0.0,0.0,0.0
1595,8.396309892434925e-06,0.0,0.0,0.0
1596,7.462677526096481e-06,0.0,0.0,0.0
1597,6.3513690682676886e-06,0.0,0.0,0.0
1598,1.5815167509052636e-05,0.0,0.0,0.0
1599,1.5218195715403584e-05,0.0,0.0,0.0
1600,1.3985041440329432e-05,0.0,0.0,0.0
1601,1.334072940803058e-05,0.0,0.0,0.0
1602,1.3691943909829466e-05,0.0,0.0,0.0
1603,1.3691943909829466e-05,0.0,4.121101093395347e-07,0.0
1604,1.2893717488233441e-05,0.0,4.121101093395347e-07,0.0
1605,3.0092890109959366e-06,0.0,4.121101093395347e-07,0.0
1606,8.214496095401305e-06,0.0,4.121101093395347e-07,0.0
1607,8.107990010687769e-06,0.0,4.121101093395347e-07,0.0
1608,6.940400575266332e-06,0.0,4.121101093395347e-07,0.0
1609,8.329027480158402e-06,0.0,4.121101093395347e-07,0.0
1610,8.329027480158402e-06,0.0,0.0,0.0
1611,8.363581717471139e-06,0.0,0.0,0.0
1612,8.52014555415995e-06,0.0,0.0,0.0
1613,4.913043312626542e-06,0.0,0.0,0.0
1614,4.913043312626542e-06,0.0,0.0,0.0
1615,5.475252221133685e-06,0.0,0.0,0.0
1616,2.833816633288474e-06,0.0,0.0,0.0
1617,2.833816633288474e-06,0.0,0.0,0.0
1618,2.8259463533686358e-06,0.0,0.0,0.0
1619,2.556945625136515e-06,0.0,0.0,0.0
1620,1.4625353514929884e-06,0.0,0.0,0.0
1621,1.6409533470453295e-06,0.0,0.0,0.0
1622,1.2308088831300016e-06,0.0,0.0,0.0
1623,3.1167082527515177e-06,0.0,0.0,0.0
1624,3.104182733945241e-05,0.0,0.0,0.0
1625,3.084487306231105e-05,0.0,0.0,0.0
1626,3.084487306231105e-05,0.0,0.0,0.0
1627,3.0341178493082615e-05,0.0,0.0,0.0
1628,3.029378374971462e-05,0.0,0.0,0.0
1629,2.994204170850675e-05,0.0,0.0,0.0
1630,2.9694873270662875e-05,0.0,0.0,0.0
1631,1.769754183961985e-06,0.0,0.0,0.0
1632,2.411137123609868e-06,0.0,0.0,0.0
1633,2.548229921168448e-06,0.0,0.0,0.0
1634,2.081411821563961e-05,0.0,0.0,0.0
1635,2.0847734390372352e-05,0.0,0.0,0.0
1636,2.0847734390372352e-05,0.0,0.0,0.0
1637,1.9209003458594714e-05,0.0,0.0,0.0
1638,1.9411008565839438e-05,0.0,0.0,0.0
1639,1.9003236323961964e-05,0.0,0.0,0.0
1640,1.9482991872012333e-05,0.0,0.0,0.0
1641,8.921252856453066e-06,0.0,0.0,0.0
1642,8.864563264004183e-06,0.0,0.0,0.0
1643,8.864563264004183e-06,0.0,0.0,0.0
1644,1.01478237784899e-05,0.0,0.0,0.0
1645,1.0142285995178618e-05,0.0,0.0,0.0
1646,1.2124920293185174e-05,0.0,0.0,0.0
1647,1.1612117499940463e-05,0.0,0.0,0.0
1648,4.0455159283478026e-06,0.0,0.0,0.0
1649,5.815032628626275e-06,0.0,0.0,0.0
1650,6.429914516762178e-06,0.0,0.0,0.0
1651,5.146654002276461e-06,0.0,0.0,0.0
1652,5.5625720684864584e-06,0.0,0.0,0.0
1653,3.4217028509634214e-06,0.0,0.0,0.0
1654,3.4835900432231677e-06,0.0,0.0,4.1483186155996266e-08
1655,3.5784545145491265e-06,0.0,5.81030446612983e-08,4.1483186155996266e-08
1656,4.600657177888934e-06,0.0,5.81030446612983e-08,4.1483186155996266e-08
1657,4.458450632682798e-06,0.0,8.590747719543807e-08,4.1483186155996266e-08
1658,4.672913170062591e-06,0.0,8.590747719543807e-08,4.1483186155996266e-08
1659,4.221363699993422e-06,0.0,8.590747719543807e-08,4.1483186155996266e-08
1660,4.306337522003949e-06,0.0,8.590747719543807e-08,4.1483186155996266e-08
1661,4.274775595344441e-06,0.0,8.590747719543807e-08,0.0
1662,4.36716229452421e-06,0.0,2.7804432534139778e-08,0.0
1663,5.277801920198856e-06,0.0,2.7804432534139778e-08,0.0
1664,5.158853395771855e-06,0.0,0.0,0.0
1665,5.032574092313423e-06,0.0,0.0,0.0
1666,5.151376967660326e-06,0.0,3.9948397605777634e-08,0.0
1667,4.991027367395873e-06,0.0,3.9948397605777634e-08,0.0
1668,4.900409765338866e-06,0.0,3.9948397605777634e-08,0.0
1669,4.84519772011741e-06,0.0,3.9948397605777634e-08,0.0
1670,1.2667838973356993e-06,0.0,3.9948397605777634e-08,0.0
1671,1.147718242983891e-06,0.0,3.9948397605777634e-08,0.0
1672,1.2071386257568e-06,0.0,3.9948397605777634e-08,0.0
1673,1.0264713117586716e-06,0.0,0.0,0.0
1674,1.6120207614481582e-06,0.0,0.0,0.0
1675,1.6025860450749211e-06,0.0,0.0,0.0
1676,1.4188922331673633e-06,0.0,0.0,0.0
1677,1.2205834301377244e-06,0.0,0.0,0.0
1678,1.0456779802682701e-06,0.0,0.0,0.0
1679,1.5210121010308545e-06,0.0,0.0,0.0
1680,1.8021811131672751e-06,0.0,1.8101928844771464e-08,0.0
1681,1.2837592058596265e-06,0.0,1.8101928844771464e-08,0.0
1682,1.309923805235615e-06,0.0,1.8101928844771464e-08,0.0
1683,1.2681652411369474e-06,0.0,1.8101928844771464e-08,0.0
1684,1.4975732572760795e-06,0.0,1.8101928844771464e-08,0.0
1685,1.5590525371018366e-06,0.0,1.8101928844771464e-08,0.0
1686,1.2676652789066014e-06,0.0,1.8101928844771464e-08,0.0
1687,9.699249647253185e-07,0.0,0.0,0.0
1688,1.9278121133733554e-06,0.0,0.0,0.0
1689,1.8989001842685736e-06,0.0,0.0,0.0
1690,1.93784689120743e-06,0.0,0.0,0.0
1691,1.723784783231557e-06,0.0,0.0,0.0
1692,1.6972219672847392e-06,0.0,0.0,0.0
1693,1.3656714880231187e-06,0.0,0.0,0.0
1694,1.332042409834295e-06,0.0,2.4385550594680742e-08,0.0
1695,4.310821464871749e-07,0.0,2.4385550594680742e-08,0.0
1696,6.199542212925735e-07,0.0,2.4385550594680742e-08,0.0
1697,1.6462813212975952e-06,0.0,4.6426775059314555e-08,0.0
1698,2.696703924292316e-06,0.0,4.6426775059314555e-08,0.0
1699,2.6543099076142037e-06,0.0,4.6426775059314555e-08,0.0
1700,2.667307760313114e-06,0.0,4.6426775059314555e-08,0.0
1701,2.6282034184532677e-06,0.0,2.204122446463381e-08,0.0
1702,2.528119310341026e-06,0.0,2.204122446463381e-08,0.0
1703,2.5285002586932544e-06,0.0,2.204122446463381e-08,0.0
1704,1.4364155284900853e-06,0.0,0.0,0.0
1705,8.224244579326166e-07,0.0,0.0,0.0
1706,1.2796139157801787e-06,0.0,1.1075382896511395e-08,0.0
1707,1.3152258751298568e-06,0.0,1.1075382896511395e-08,0.0
1708,1.353788450485029e-06,0.0,2.072125023947332e-08,0.0
1709,1.4260182601739352e-06,0.0,3.274626639690073e-08,0.0
1710,3.5120070651016377e-06,0.0,3.274626639690073e-08,0.0
1711,3.5334528466332164e-06,0.0,5.213092383168519e-08,0.0
1712,3.080679468731822e-06,0.0,6.299434370963094e-08,0.0
1713,2.5928478797660707e-06,0.0,5.1918960813119545e-08,0.0
1714,4.046980961902591e-06,0.0,6.149057136488928e-08,0.0
1715,4.055363392905877e-06,0.0,5.184470402192736e-08,0.0
1716,3.985728138137087e-06,0.0,3.981968786449995e-08,0.0
1717,1.8011776278724158e-06,0.0,3.981968786449995e-08,0.0
1718,1.87853465912927e-06,0.0,2.043503042971549e-08,0.0
1719,1.9315477207523405e-06,0.0,9.571610551769742e-09,0.0
1720,2.2361122944403178e-06,0.0,1.8632738780459997e-08,0.0
1721,8.735303294672901e-07,0.0,9.061128228690255e-09,0.0
1722,1.612859993623975e-06,0.0,2.4516301623732162e-08,0.0
1723,1.8394773470780429e-06,0.0,3.069147780365711e-08,0.0
1724,1.8639878476278682e-06,0.0,3.069147780365711e-08,0.0
1725,2.5493333737358626e-06,0.0,4.539738388383999e-08,0.0
1726,3.958404558293946e-06,0.0,4.539738388383999e-08,0.0
1727,4.172778501145201e-06,0.0,4.317897150940553e-08,0.0
1728,4.7648078407291905e-06,0.0,4.965853150906696e-08,0.0
1729,4.287465263327509e-06,0.0,4.057533483806505e-08,0.0
1730,4.558010264840309e-06,0.0,3.44001586581401e-08,0.0
1731,4.724740555112865e-06,0.0,3.44001586581401e-08,0.0
1732,5.400280282888811e-06,0.0,2.5952776435847876e-08,0.0
1733,4.123373628317495e-06,0.0,4.702708419504883e-08,0.0
1734,4.068001836848063e-06,0.0,4.534609995435598e-08,0.0
1735,3.833764887011577e-06,0.0,4.533346599698364e-08,0.0
1736,3.7687329950131243e-06,0.0,3.896148927294364e-08,0.0
1737,3.722598129180759e-06,0.0,3.896148927294364e-08,0.0
1738,4.3921299948124215e-06,0.0,4.4453305544526045e-08,0.0
1739,3.596841777055358e-06,0.0,3.8194781686635386e-08,0.0
1740,3.62615412541345e-06,0.0,1.7120473927434432e-08,0.0
1741,5.0362423118193485e-06,0.0,1.79000930903125e-08,0.0
1742,4.984705047458452e-06,0.0,1.1433167048023409e-08,0.0
1743,5.126025225113803e-06,0.0,1.1433167048023409e-08,0.0
1744,4.902884305530668e-06,0.0,1.5897227407484545e-08,0.0
1745,5.390446355184915e-06,0.0,1.0405411135902146e-08,0.0
1746,5.988063045541432e-06,0.0,1.5383388277509117e-08,0.0
1747,6.93881854983504e-06,0.0,1.5383388277509117e-08,0.0
1748,5.8770261668022224e-06,0.0,9.442037501068107e-09,0.0
1749,6.832954405971188e-06,0.0,9.442037501068107e-09,0.0
1750,8.803257612401336e-06,0.0,1.2740768947797473e-08,0.0
1751,1.0800932549110648e-05,0.0,8.276708588336338e-09,0.0
1752,1.057398555661036e-05,0.0,1.2175298737458564e-08,0.0
1753,1.1567912679311121e-05,0.0,1.2226674022437173e-08,0.0
1754,1.2596001592360803e-05,0.0,1.2226674022437173e-08,0.0
1755,1.391264881281781e-05,0.0,1.2226674022437173e-08,0.0
1756,1.4207132543171091e-05,0.0,1.5262144564027428e-08,0.0
1757,1.3306646516347037e-05,0.0,1.1963413117298062e-08,3.045123264655558e-09
1758,1.2934608873495432e-05,0.0,1.5070997909966925e-08,3.045123264655558e-09
1759,1.4035666416540543e-05,3.4787949029383267e-09,1.11724077608447e-08,3.045123264655558e-09
1760,1.325808742486905e-05,3.4787949029383267e-09,1.412715607987788e-08,3.045123264655558e-09
1761,1.5209391936618236e-05,3.4787949029383267e-09,1.412715607987788e-08,3.045123264655558e-09
1762,1.5081913001527677e-05,3.4787949029383267e-09,1.412715607987788e-08,3.045123264655558e-09
1763,1.5284158247855624e-05,3.4787949029383267e-09,1.3930360103537559e-08,3.045123264655558e-09
1764,1.87128472524429e-05,3.4787949029383267e-09,1.674103979252907e-08,0.0
1765,1.963869129083053e-05,3.4787949029383267e-09,1.6580863412432985e-08,0.0
1766,2.0953515559085645e-05,0.0,1.6580863412432985e-08,0.0
1767,2.25701662982049e-05,0.0,8.596762666814226e-09,0.0
1768,2.1764478463280413e-05,0.0,1.3961187761424299e-08,0.0
1769,2.4171073164325207e-05,0.0,1.3961187761424299e-08,0.0
1770,2.6945215982518027e-05,0.0,1.1122513196174363e-08,0.0
1771,2.7119662263430655e-05,0.0,8.31183350718285e-09,0.0
1772,2.9469905452320484e-05,0.0,5.364425094610072e-09,0.0
1773,3.163917218833896e-05,0.0,5.364425094610072e-09,0.0
1774,3.328381743423441e-05,0.0,5.364425094610072e-09,0.0
1775,3.374845541007484e-05,0.0,5.777378321779127e-09,0.0
1776,3.296190620208758e-05,0.0,8.489747825381398e-09,0.0
1777,3.2977996982351344e-05,0.0,8.489747825381398e-09,0.0
1778,3.25435427969621e-05,0.0,1.1270891521673678e-08,0.0
1779,3.098653516125134e-05,2.5616857206906776e-09,1.3832577242364356e-08,0.0
1780,2.939088725335231e-05,2.5616857206906776e-09,1.6181717553211328e-08,0.0
1781,2.7410877529681394e-05,2.5616857206906776e-09,1.6181717553211328e-08,0.0
1782,2.8944134620750056e-05,2.5616857206906776e-09,1.0404339231432199e-08,0.0
1783,3.0379110934778248e-05,4.736284761211859e-09,7.691969727829928e-09,0.0
1784,2.9850984252074602e-05,4.736284761211859e-09,9.356441843522134e-09,0.0
1785,3.100885883863417e-05,4.736284761211859e-09,6.575298147229855e-09,0.0
1786,3.0100607805902007e-05,2.174599040521181e-09,5.353710744567966e-09,1.3400983180287896e-09
1787,3.0352380625637515e-05,2.174599040521181e-09,5.582853671423241e-09,1.3400983180287896e-09
1788,3.235346723938294e-05,2.174599040521181e-09,5.582853671423241e-09,1.3400983180287896e-09
1789,3.132578292154774e-05,2.174599040521181e-09,5.582853671423241e-09,1.3400983180287896e-09
1790,3.06520198916717e-05,0.0,5.582853671423241e-09,1.3400983180287896e-09
1791,3.152972307621634e-05,0.0,3.918381555731035e-09,1.3400983180287896e-09
1792,3.0264544745607835e-05,0.0,3.918381555731035e-09,2.428360369931072e-09
1793,3.1515743882794466e-05,0.0,2.5782832377022456e-09,1.0882620519022827e-09
1794,3.1138528876389114e-05,0.0,0.0,1.0882620519022827e-09
1795,3.169671695754265e-05,0.0,5.479632493786215e-09,3.82807829879539e-09
1796,3.2711129928689585e-05,1.8963232254317776e-09,6.427794106502103e-09,3.82807829879539e-09
1797,3.23879207176755e-05,1.8963232254317776e-09,8.128565059146403e-09,4.395001949676823e-09
1798,3.182263234131304e-05,1.8963232254317776e-09,9.28587841540564e-09,4.395001949676823e-09
1799,3.2315980726187786e-05,1.8963232254317776e-09,9.886648008209216e-09,3.907509490578118e-09
1800,3.319362544321588e-05,1.8963232254317776e-09,1.0298311917519446e-08,4.319173399888346e-09
1801,3.493567809138247e-05,1.8963232254317776e-09,1.122699285919079e-08,4.319173399888346e-09
1802,3.4686960913989295e-05,1.8963232254317776e-09,6.615613961408988e-09,1.579357152995239e-09
1803,3.453893311546251e-05,3.5099995925642295e-10,6.0184523079495224e-09,1.579357152995239e-09
1804,3.5328169490510065e-05,3.5099995925642295e-10,4.622758905828814e-09,1.012433502113806e-09
1805,3.4631064409040846e-05,3.5099995925642295e-10,3.984800553017262e-09,1.2721110038376488e-09
1806,3.493026841689633e-05,6.095500612194168e-10,3.9011311641396725e-09,9.298915129970656e-10
1807,3.416354099629514e-05,6.095500612194168e-10,4.326352165406888e-09,5.182276036868367e-10
1808,3.216385084670037e-05,8.449132504750878e-10,4.1037607597819e-09,7.535907929425077e-10
1809,3.0319938949625274e-05,8.449132504750878e-10,5.0447552801813345e-09,7.535907929425077e-10
1810,2.9716824428760447e-05,4.939132912186648e-10,5.7834435336039695e-09,1.1894660970465258e-09
1811,2.9677524902841208e-05,7.282972320459586e-10,6.415901746389555e-09,1.1894660970465258e-09
1812,3.1334273704227856e-05,7.282972320459586e-10,6.612671553187153e-09,9.297885953226828e-10
1813,2.967059949047065e-05,8.577059380192915e-10,6.483530157197492e-09,8.652178973278524e-10
1814,3.011727052840537e-05,8.577059380192915e-10,6.273519672004925e-09,8.652178973278524e-10
1815,3.093521731248724e-05,6.223427487636205e-10,6.533133716552746e-09,6.298547080721814e-10
1816,3.239494877301955e-05,6.223427487636205e-10,7.196130992679985e-09,6.298547080721814e-10
1817,3.136389360796394e-05,6.223427487636205e-10,7.134528206315898e-09,2.5928452718204653e-09
1818,3.107660813839175e-05,3.8795880793632675e-10,6.9131319081959324e-09,2.5928452718204653e-09
1819,3.080293026869185e-05,3.8795880793632675e-10,7.098791776627422e-09,2.5928452718204653e-09
1820,3.139285477768031e-05,0.0,7.3004207123972265e-09,2.398865867852302e-09
1821,3.097101944149472e-05,0.0,7.4448718301312056e-09,2.398865867852302e-09
1822,3.0120929815374048e-05,0.0,6.853474962146119e-09,2.398865867852302e-09
1823,3.0689145725253706e-05,1.4046276840064464e-10,5.224006211739558e-09,2.398865867852302e-09
1824,3.147702955175191e-05,1.4046276840064464e-10,4.866520868824458e-09,0.0
1825,3.1306373005333755e-05,1.4046276840064464e-10,5.289932587209429e-09,0.0
1826,3.1914595768155e-05,1.4046276840064464e-10,4.980639107492786e-09,0.0
1827,3.317598098614586e-05,1.4046276840064464e-10,4.9139043944990135e-09,0.0
1828,3.46513167772043e-05,1.4046276840064464e-10,4.914883991854627e-09,0.0
1829,3.8033480190538936e-05,1.4046276840064464e-10,5.313594358164713e-09,0.0
1830,3.868032477579878e-05,9.530454203598993e-11,5.709776746647728e-09,0.0
1831,4.0286676396915156e-05,1.8819920225407064e-10,6.246807230222576e-09,0.0
1832,4.224031467206909e-05,1.8819920225407064e-10,5.788451717947396e-09,0.0
1833,4.219215095093075e-05,2.7067746456919753e-10,5.608351846423229e-09,0.0
1834,4.273548776317122e-05,4.3679785185649477e-10,6.746702688583842e-09,0.0
1835,4.2827859683062085e-05,4.3679785185649477e-10,6.225747758595698e-09,0.0
1836,4.156600802421703e-05,5.869202108448641e-10,6.128281279263856e-09,0.0
1837,4.125435433317242e-05,4.916156688088741e-10,6.05094339713373e-09,0.0
1838,4.114812119431528e-05,5.513725032102457e-10,5.682896026775503e-09,0.0
1839,4.1624519716216514e-05,5.513725032102457e-10,5.835296151041851e-09,6.062514934512819e-10
1840,4.224845179123804e-05,5.444802069527149e-10,5.952006601869389e-09,7.574234255664741e-10
1841,4.1601676847286786e-05,3.7835981966541764e-10,4.850623617055508e-09,7.574234255664741e-10
1842,4.228406812347073e-05,3.7835981966541764e-10,5.02498147853763e-09,1.304762361645625e-09
1843,4.307744685710142e-05,2.9381199061008697e-10,4.742878058548529e-09,1.370336891578664e-09
1844,4.425462455921141e-05,4.273777046545238e-10,4.64978262242661e-09,1.370336891578664e-09
1845,4.504610894530613e-05,2.747262100350716e-10,4.34410954827261e-09,1.7707694675652063e-09
1846,4.483911003002764e-05,4.0516720930686544e-10,4.0322777497944375e-09,1.2297384737498212e-09
1847,4.507912983951558e-05,4.5079217343107254e-10,4.594074390748151e-09,1.1391720067255307e-09
1848,4.6198678839053695e-05,4.5079217343107254e-10,4.5264425858298245e-09,1.2485473567723305e-09
1849,4.621138473989309e-05,5.582712466914838e-10,5.121785693974954e-09,7.012084206931795e-10
1850,4.599178282660432e-05,5.401666257144808e-10,5.345447354595681e-09,6.356338907601408e-10
1851,4.574109282527518e-05,4.0660091167004404e-10,4.926921949786691e-09,6.356338907601408e-10
1852,4.595657966482187e-05,4.0660091167004404e-10,4.99975067696263e-09,2.3520131477359843e-10
1853,4.6333050704561174e-05,3.7267859433397025e-10,5.1053581045274706e-09,1.699808151377015e-10
1854,4.7109316905594566e-05,4.029732500069169e-10,4.7719875670030174e-09,2.1037907130657833e-10
1855,4.8218275748825234e-05,4.029732500069169e-10,4.594808977742559e-09,1.010037212597784e-10
1856,4.920096866304188e-05,2.9549417674650565e-10,4.269541038175768e-09,2.997989396418583e-10
1857,5.085805189862315e-05,3.924269480799174e-10,4.037506012062002e-09,2.997989396418583e-10
1858,5.229252357301968e-05,4.5003046130912393e-10,3.790730301085026e-09,2.997989396418583e-10
1859,5.2939710128287387e-05,5.718892383464538e-10,3.7323559798352335e-09,2.997989396418583e-10
1860,5.4282112874456546e-05,5.3636576529443e-10,3.5319510173690917e-09,2.997989396418583e-10
1861,5.516560226429387e-05,3.8486017943968013e-10,3.169829890633683e-09,2.552818987945825e-10
1862,5.5737162516119755e-05,3.8486017943968013e-10,3.3005655668867054e-09,3.110001700612486e-10
1863,5.674773118309011e-05,3.8486017943968013e-10,3.2731126697882473e-09,1.1220495167916868e-10
1864,5.709244006928722e-05,2.4045749915023254e-10,3.2647998273103796e-09,2.5349031603941595e-10
1865,5.75483323440754e-05,2.2708053691390872e-10,3.392293842655444e-09,3.861699690180639e-10
1866,5.854430595978296e-05,1.9370099968440968e-10,3.8614405958473495e-09,4.746492088258947e-10
1867,5.872309130998994e-05,1.7591824822257455e-10,4.385148212802749e-09,4.746492088258947e-10
1868,6.0096488596173e-05,3.5516504023494887e-10,4.393046751768484e-09,5.077859244195793e-10
1869,6.156703394870939e-05,4.739226947389089e-10,4.620260618537486e-09,4.5206765315291316e-10
1870,6.291513065142291e-05,4.739226947389089e-10,4.712186577445923e-09,4.943041135138263e-10
1871,6.487242041787664e-05,4.739226947389089e-10,4.9034905025280295e-09,5.55899064875425e-10
1872,6.635957522251244e-05,4.706478540228431e-10,5.31466125077072e-09,4.2321941189677707e-10
1873,6.760871266513797e-05,4.601861193696623e-10,4.921290010427372e-09,4.127576772435962e-10
1874,6.900052851831009e-05,4.5671437663509703e-10,4.4077638047416e-09,4.127576772435962e-10
1875,6.9263534637035e-05,2.7746758462272274e-10,4.485838874960077e-09,3.231342812374091e-10
1876,6.897816742171667e-05,1.587099301187627e-10,5.001170335004547e-09,3.997982500614228e-10
1877,6.838472264852109e-05,1.9366160262736442e-10,4.835092453398764e-09,4.2746513471771305e-10
1878,6.743370509606652e-05,1.9366160262736442e-10,4.629881145135073e-09,3.3344090187372085e-10
1879,6.689132922994239e-05,2.225375201574715e-10,4.106957535959006e-09,3.6835471577718286e-10
1880,6.697567317002852e-05,1.7740669845865498e-10,3.8116843332452226e-09,4.2188394444586663e-10
1881,6.701460889806705e-05,2.3236277386334033e-10,4.132110780525571e-09,4.2188394444586663e-10
1882,6.655841674988292e-05,2.9718193184091746e-10,4.007235781295597e-09,4.542935234346552e-10
1883,6.728517681559814e-05,3.6142718778149023e-10,3.2044158120620683e-09,4.4187481055121426e-10
1884,6.717079252536808e-05,3.5698642256562097e-10,3.0679010125973197e-09,4.6350418344712606e-10
1885,6.738218715846804e-05,3.5698642256562097e-10,3.430629367885883e-09,4.417179360378347e-10
1886,6.759869055323569e-05,3.4233602658988767e-10,3.7565562723987765e-09,5.723358215930269e-10
1887,6.82995845896325e-05,3.370833116602055e-10,4.008002755081666e-09,4.684230562958445e-10
1888,6.849649486996765e-05,3.774007277325607e-10,3.8444909478130285e-09,6.034372624601809e-10
1889,6.941312936500513e-05,3.387524645713315e-10,3.880548993251409e-09,5.710276834713923e-10
1890,6.985362623319296e-05,2.9980289877646575e-10,3.8492171355082e-09,5.826695019330228e-10
1891,7.143684654563134e-05,3.2050209510168873e-10,3.903654542471356e-09,7.727923400408748e-10
1892,7.154115987110085e-05,4.1038842364076496e-10,3.515146332741129e-09,8.879667418026926e-10
1893,7.210421089049695e-05,3.552111918095743e-10,3.0239320888573016e-09,7.916200651341449e-10
1894,7.113358982938475e-05,4.1594431470543773e-10,2.8191789220548866e-09,8.302614151745047e-10
1895,7.080511360462489e-05,3.021013161852437e-10,2.415657277384956e-09,7.799320395867377e-10
1896,6.94902690676307e-05,4.5035426181933806e-10,2.3719415479358676e-09,1.1093992867218715e-09
1897,6.811775944827656e-05,4.2505857167363104e-10,2.482220762267673e-09,1.2564332748813252e-09
1898,6.67981689080729e-05,3.918866362370313e-10,2.835951838444016e-09,1.0288922253869665e-09
