ngram,address,adress,adres,adres
1668,1.1037613408656658e-05,4.3753215907470026e-08,3.245231588217783e-08,3.245231588217783e-08
1669,1.1757971021454847e-05,4.3753215907470026e-08,3.245231588217783e-08,3.245231588217783e-08
1670,1.2596821501834451e-05,4.3753215907470026e-08,3.245231588217783e-08,3.245231588217783e-08
1671,1.1921730479766016e-05,4.3753215907470026e-08,3.245231588217783e-08,3.245231588217783e-08
1672,1.1817472503545495e-05,4.3753215907470026e-08,3.245231588217783e-08,3.245231588217783e-08
1673,1.19420001283288e-05,4.3753215907470026e-08,3.245231588217783e-08,3.245231588217783e-08
1674,1.2240171210058698e-05,7.628374021351192e-08,0.0,0.0
1675,1.2981496703495005e-05,6.684902384027477e-08,0.0,0.0
1676,1.2670417293390659e-05,6.684902384027477e-08,0.0,0.0
1677,1.1758879216878476e-05,6.684902384027477e-08,0.0,0.0
1678,1.2880570985933965e-05,1.066861666946092e-07,0.0,0.0
1679,1.181232190512154e-05,1.066861666946092e-07,0.0,0.0
1680,1.1451247571260734e-05,1.066861666946092e-07,0.0,0.0
1681,1.0234041708047568e-05,7.415564238856729e-08,0.0,0.0
1682,1.022409807254527e-05,5.99981758244082e-08,0.0,0.0
1683,1.0531670860863024e-05,5.99981758244082e-08,4.413445659728106e-08,4.413445659728106e-08
1684,1.0612681762722787e-05,8.921975539318997e-08,4.413445659728106e-08,4.413445659728106e-08
1685,8.729609687309545e-06,4.938261253885555e-08,4.413445659728106e-08,4.413445659728106e-08
1686,9.459933932833207e-06,4.938261253885555e-08,4.413445659728106e-08,4.413445659728106e-08
1687,8.838894635638489e-06,4.938261253885555e-08,4.413445659728106e-08,4.413445659728106e-08
1688,8.590325965737325e-06,4.938261253885555e-08,4.413445659728106e-08,4.413445659728106e-08
1689,8.421739429260405e-06,2.9221579568781764e-08,4.413445659728106e-08,4.413445659728106e-08
1690,7.502755384588714e-06,2.9221579568781764e-08,0.0,0.0
1691,6.90681093016922e-06,2.446605305652026e-08,0.0,0.0
1692,7.206946065707598e-06,2.446605305652026e-08,0.0,0.0
1693,6.79951946429875e-06,2.446605305652026e-08,0.0,0.0
1694,1.0073962649974938e-05,2.446605305652026e-08,0.0,0.0
1695,1.0025805425227321e-05,2.446605305652026e-08,0.0,0.0
1696,1.0117109988121748e-05,2.446605305652026e-08,0.0,0.0
1697,1.1320445732313342e-05,2.446605305652026e-08,0.0,0.0
1698,1.2900056650063821e-05,0.0,0.0,0.0
1699,1.293355041655429e-05,0.0,0.0,0.0
1700,1.2867662722523424e-05,1.29978526989102e-08,0.0,0.0
1701,9.985161796066677e-06,1.29978526989102e-08,0.0,0.0
1702,1.0411917108805418e-05,1.29978526989102e-08,0.0,0.0
1703,1.1155595594963025e-05,1.29978526989102e-08,0.0,0.0
1704,1.0628685426386905e-05,1.29978526989102e-08,0.0,0.0
1705,1.0055211597708486e-05,1.29978526989102e-08,0.0,0.0
1706,1.1112866559415124e-05,1.29978526989102e-08,0.0,0.0
1707,1.1584486336297622e-05,0.0,0.0,0.0
1708,1.1736459392912885e-05,0.0,0.0,0.0
1709,1.1729256974441732e-05,0.0,0.0,0.0
1710,1.1507864655868616e-05,1.72150233116294e-08,0.0,0.0
1711,1.092416284466578e-05,1.72150233116294e-08,0.0,0.0
1712,1.0398101494502043e-05,1.72150233116294e-08,0.0,0.0
1713,9.88557121672784e-06,1.72150233116294e-08,0.0,0.0
1714,1.0975480043790803e-05,1.72150233116294e-08,0.0,0.0
1715,1.175786441568302e-05,1.72150233116294e-08,0.0,0.0
1716,1.1749365707406209e-05,2.6069981475172555e-08,0.0,0.0
1717,1.1767996706372027e-05,8.854958163543155e-09,0.0,0.0
1718,1.2590889647461673e-05,8.854958163543155e-09,0.0,0.0
1719,1.247088552450545e-05,8.854958163543155e-09,0.0,0.0
1720,1.2639976310830597e-05,8.854958163543155e-09,0.0,0.0
1721,1.2794937837108072e-05,8.854958163543155e-09,0.0,0.0
1722,1.2738771212233197e-05,8.854958163543155e-09,0.0,0.0
1723,1.2848062072277702e-05,6.175176179924944e-09,0.0,0.0
1724,1.2596851060412259e-05,6.175176179924944e-09,0.0,0.0
1725,1.2334809135999031e-05,6.175176179924944e-09,0.0,0.0
1726,1.3709465877452334e-05,6.175176179924944e-09,0.0,0.0
1727,1.3109869412021777e-05,6.175176179924944e-09,0.0,0.0
1728,1.3340279500490787e-05,6.175176179924944e-09,0.0,0.0
1729,1.3102922561561822e-05,6.175176179924944e-09,0.0,0.0
1730,1.3228508968105806e-05,0.0,0.0,0.0
1731,1.3953342853970493e-05,0.0,0.0,0.0
1732,1.4493003098842954e-05,0.0,0.0,0.0
1733,1.3924131443283322e-05,7.024769591420668e-09,1.4049539182841336e-08,1.4049539182841336e-08
1734,1.4568800517216524e-05,7.024769591420668e-09,1.4049539182841336e-08,1.4049539182841336e-08
1735,1.3023620600246691e-05,7.024769591420668e-09,1.4049539182841336e-08,1.4049539182841336e-08
1736,1.4603350401947474e-05,1.8049419736598793e-08,1.4049539182841336e-08,1.4049539182841336e-08
1737,1.6353254198163215e-05,1.8049419736598793e-08,1.4049539182841336e-08,1.4049539182841336e-08
1738,3.122886612670429e-05,1.8049419736598793e-08,1.4049539182841336e-08,1.4049539182841336e-08
1739,3.500708317005774e-05,5.682041554726831e-08,1.7280455669573972e-08,1.7280455669573972e-08
1740,3.52396447332077e-05,4.979564595584764e-08,3.2309164867326346e-09,3.2309164867326346e-09
1741,3.596580180393565e-05,4.979564595584764e-08,3.2309164867326346e-09,3.2309164867326346e-09
1742,3.6951844127283297e-05,4.979564595584764e-08,3.2309164867326346e-09,3.2309164867326346e-09
1743,3.6460935007198714e-05,3.877099581066952e-08,3.2309164867326346e-09,3.2309164867326346e-09
1744,3.501922947179992e-05,3.877099581066952e-08,3.2309164867326346e-09,3.2309164867326346e-09
1745,2.123366981062905e-05,5.139414785812083e-08,3.2309164867326346e-09,3.2309164867326346e-09
1746,1.8075398007308e-05,1.2623152047451316e-08,0.0,0.0
1747,1.9077532020414117e-05,1.2623152047451316e-08,0.0,0.0
1748,1.989126966301618e-05,1.2623152047451316e-08,0.0,0.0
1749,2.1068113710498437e-05,1.2623152047451316e-08,0.0,0.0
1750,2.3890245107135604e-05,2.251934664140468e-08,0.0,0.0
1751,2.7266374153051792e-05,3.322676280147009e-08,0.0,0.0
1752,2.8216936178588575e-05,2.060361075401878e-08,0.0,0.0
1753,2.983457073111952e-05,2.060361075401878e-08,0.0,0.0
1754,3.151398492004124e-05,2.478767946456628e-08,0.0,0.0
1755,3.408005457978496e-05,2.478767946456628e-08,0.0,0.0
1756,4.106474391716931e-05,2.782315000615654e-08,0.0,0.0
1757,4.226909628154577e-05,2.0972078676858733e-08,0.0,0.0
1758,4.3963390843211005e-05,1.3372247309462182e-08,0.0,0.0
1759,4.7148294210533746e-05,1.685104221240051e-08,0.0,0.0
1760,5.1392338459014096e-05,1.951240921219518e-08,0.0,0.0
1761,5.179213933713202e-05,1.532834050164768e-08,0.0,0.0
1762,5.082897041575052e-05,1.532834050164768e-08,0.0,0.0
1763,4.732174420496449e-05,1.2292869960057423e-08,0.0,0.0
1764,4.64684417238459e-05,9.247746695401865e-09,0.0,0.0
1765,4.525925552505734e-05,1.2034978727878557e-08,2.9474084125727782e-09,2.9474084125727782e-09
1766,4.596361395670101e-05,1.1957235963271679e-08,2.9474084125727782e-09,2.9474084125727782e-09
1767,4.3734828068409115e-05,9.295868963477005e-09,5.891910705356298e-09,5.891910705356298e-09
1768,4.340636639556449e-05,1.197808151078204e-08,5.891910705356298e-09,5.891910705356298e-09
1769,4.3471193099061824e-05,1.502434113628429e-08,5.891910705356298e-09,5.891910705356298e-09
1770,4.1977616222409e-05,2.6556027472273465e-08,5.891910705356298e-09,5.891910705356298e-09
1771,4.313796255571235e-05,3.182131510673766e-08,1.1157198339820492e-08,1.1157198339820492e-08
1772,4.637253992508964e-05,3.1198661939616356e-08,8.209789927247714e-09,8.209789927247714e-09
1773,4.565192960269217e-05,3.039280065714982e-08,8.209789927247714e-09,8.209789927247714e-09
1774,4.7165649448288605e-05,3.573772693649906e-08,5.265287634464195e-09,5.265287634464195e-09
1775,4.8792648677980264e-05,3.305551438919403e-08,5.265287634464195e-09,5.265287634464195e-09
1776,5.1377773031293016e-05,3.0009254763691777e-08,5.265287634464195e-09,5.265287634464195e-09
1777,5.326815620979427e-05,2.4313669046348097e-08,5.265287634464195e-09,5.265287634464195e-09
1778,5.2306237193988636e-05,2.1829525108176184e-08,0.0,0.0
1779,5.2521516149032065e-05,1.655736145015193e-08,0.0,0.0
1780,5.374343891162425e-05,1.6311310905133984e-08,0.0,0.0
1781,5.521266523698744e-05,1.0966384625784746e-08,0.0,0.0
1782,5.6599169121389945e-05,1.5282651588677254e-08,0.0,0.0
1783,5.616263557125681e-05,1.7457250629198436e-08,0.0,0.0
1784,5.788133629331631e-05,1.495009424193735e-08,0.0,0.0
1785,5.955665879550257e-05,1.3787072943622597e-08,0.0,0.0
1786,6.02946020080708e-05,1.7807367897708966e-08,0.0,0.0
1787,5.969881957363603e-05,2.190393580800024e-08,0.0,0.0
1788,5.689141523492124e-05,2.3210487880882217e-08,0.0,0.0
1789,5.7102685137319244e-05,2.2384375369150737e-08,1.163384817053676e-09,1.163384817053676e-09
1790,5.8378404771376934e-05,2.3524321665239053e-08,1.163384817053676e-09,1.163384817053676e-09
1791,5.785274385873761e-05,2.8883107334414556e-08,1.163384817053676e-09,1.163384817053676e-09
1792,5.935919242412118e-05,3.379455699408547e-08,1.163384817053676e-09,1.163384817053676e-09
1793,5.6576881304083925e-05,3.273232833984301e-08,1.163384817053676e-09,1.163384817053676e-09
1794,5.582075027632527e-05,3.626647604448863e-08,1.163384817053676e-09,1.163384817053676e-09
1795,5.669485420055155e-05,3.952628472144884e-08,2.076656941645589e-09,2.076656941645589e-09
1796,5.614582447118924e-05,3.603613027028782e-08,2.8095953500236905e-09,2.8095953500236905e-09
1797,5.601405687879638e-05,3.669005036296572e-08,2.8095953500236905e-09,2.8095953500236905e-09
1798,5.490063423556941e-05,2.9738290560235977e-08,5.1242220625421655e-09,5.1242220625421655e-09
1799,5.629345001320222e-05,2.6813336059409006e-08,6.32576124814932e-09,6.32576124814932e-09
1800,5.686293817624184e-05,2.5501925396806006e-08,6.737425157459549e-09,6.737425157459549e-09
1801,5.82894468347409e-05,2.2022836126162863e-08,6.737425157459549e-09,6.737425157459549e-09
1802,6.21237865873679e-05,1.8758855802047947e-08,6.69240662887205e-09,6.69240662887205e-09
1803,6.317598308669403e-05,2.016285563907364e-08,5.1470833626966945e-09,5.1470833626966945e-09
1804,6.301446306419425e-05,1.8940088227939863e-08,6.3673935647910545e-09,6.3673935647910545e-09
1805,6.266803913084524e-05,1.902186065803692e-08,5.091476859167951e-09,5.091476859167951e-09
1806,5.969409695743317e-05,1.8002744184286712e-08,4.407037877486784e-09,4.407037877486784e-09
1807,5.954449599292795e-05,1.761141594463262e-08,4.8322588787540005e-09,4.8322588787540005e-09
1808,5.9113675108944464e-05,1.464109709660631e-08,5.5383484148003555e-09,5.5383484148003555e-09
1809,5.786639823262314e-05,1.6595363432665115e-08,5.393794078045744e-09,5.393794078045744e-09
1810,5.711369937801335e-05,1.933217903220858e-08,5.478669422893339e-09,5.478669422893339e-09
1811,5.772603877371044e-05,1.916470436315519e-08,4.727127102453567e-09,4.727127102453567e-09
1812,5.8689885398572574e-05,2.3075960317190232e-08,3.6884170955581955e-09,3.6884170955581955e-09
1813,5.89752640475386e-05,5.055726592928522e-08,5.111110994755157e-09,5.111110994755157e-09
1814,6.172721779356445e-05,5.389901756659908e-08,5.319016750858298e-09,5.319016750858298e-09
1815,6.304335017505634e-05,5.5776509506293744e-08,5.3854900539107575e-09,5.3854900539107575e-09
1816,6.04221027710342e-05,5.4421589901210154e-08,6.373345248381465e-09,6.373345248381465e-09
1817,6.313172447594948e-05,5.3707725885690904e-08,6.451512657434932e-09,6.451512657434932e-09
1818,6.303759541229479e-05,5.453116498037909e-08,6.161779642077647e-09,6.161779642077647e-09
1819,6.302821358466255e-05,5.270990006372196e-08,6.462374524396353e-09,6.462374524396353e-09
1820,6.290624930573228e-05,2.618061970390987e-08,4.669977357199936e-09,4.669977357199936e-09
1821,6.0318157920846716e-05,2.5697276814388e-08,4.653620726864054e-09,4.653620726864054e-09
1822,5.8798733204769504e-05,2.3658097322457446e-08,5.128746950942644e-09,5.128746950942644e-09
1823,5.9645031537261927e-05,2.4987013854830105e-08,3.698118034023423e-09,3.698118034023423e-09
1824,5.656028848274478e-05,2.3437742667299843e-08,3.4523153542258863e-09,3.4523153542258863e-09
1825,5.534163730252268e-05,2.193533228072348e-08,3.6531308930268634e-09,3.6531308930268634e-09
1826,5.389078432926908e-05,2.0634559965466385e-08,4.300521954420893e-09,4.300521954420893e-09
1827,5.292972855386324e-05,1.918844575296167e-08,5.407972292204022e-09,5.407972292204022e-09
1828,5.232868560207342e-05,1.6067673413999728e-08,4.931184793832699e-09,4.931184793832699e-09
1829,5.081532903464644e-05,1.4526044367357827e-08,4.034867107094442e-09,4.034867107094442e-09
1830,5.014639931947126e-05,1.3773318739497751e-08,4.421073380405411e-09,4.421073380405411e-09
1831,4.9875853229813015e-05,1.3474847777266469e-08,4.617306632275537e-09,4.617306632275537e-09
1832,4.9763011962308413e-05,1.3704332145282803e-08,4.578054062826758e-09,4.578054062826758e-09
1833,5.051819191846464e-05,1.4643936095483566e-08,6.104415956847171e-09,6.104415956847171e-09
1834,5.038775270804763e-05,1.4712088943927678e-08,5.2648696513557525e-09,5.2648696513557525e-09
1835,5.009507471446081e-05,1.6316410571854638e-08,4.797006514234425e-09,4.797006514234425e-09
1836,5.039161884009705e-05,1.7116420534892185e-08,5.3463692917254946e-09,5.3463692917254946e-09
1837,5.0294323695457675e-05,1.70391863158719e-08,4.7566788920404085e-09,4.7566788920404085e-09
1838,5.041640075173096e-05,1.919993878171259e-08,4.597508596049238e-09,4.597508596049238e-09
1839,4.977020944352262e-05,1.942042691739841e-08,4.484255062513804e-09,4.484255062513804e-09
1840,4.926947959964829e-05,2.214749678890777e-08,2.9925247676690756e-09,2.9925247676690756e-09
1841,4.917245262601812e-05,2.1597416934225422e-08,3.1370446875099235e-09,3.1370446875099235e-09
1842,4.836770780717156e-05,2.1797641786796314e-08,3.722231118568382e-09,3.722231118568382e-09
1843,4.793131665792316e-05,2.0941012987155513e-08,2.952646024504243e-09,2.952646024504243e-09
1844,4.684382760647817e-05,2.1011294799271648e-08,3.008770328121508e-09,3.008770328121508e-09
1845,4.635113613663374e-05,1.8672847141536815e-08,3.103899914869146e-09,3.103899914869146e-09
1846,4.6260511485992796e-05,1.97150884823876e-08,3.92008360692943e-09,3.92008360692943e-09
1847,4.5711992113086e-05,1.7138386709802944e-08,4.028364483258226e-09,4.028364483258226e-09
1848,4.558313490373881e-05,2.105235681020596e-08,4.015420361293463e-09,4.015420361293463e-09
1849,4.60788251075428e-05,2.0888083897472953e-08,3.883845927405665e-09,3.883845927405665e-09
1850,4.592659284493753e-05,2.263034483616723e-08,4.179926040213746e-09,4.179926040213746e-09
1851,4.580186422182513e-05,2.5034381425013763e-08,4.6963606337158126e-09,4.6963606337158126e-09
1852,4.54553186760417e-05,2.727330057033279e-08,5.6610905169967344e-09,5.6610905169967344e-09
1853,4.535801833428975e-05,2.9672955394387046e-08,5.437971343066497e-09,5.437971343066497e-09
1854,4.5294289780680887e-05,2.8753624497263834e-08,4.599582223033646e-09,4.599582223033646e-09
1855,4.492937971787926e-05,2.6800288210893086e-08,5.73276142430095e-09,5.73276142430095e-09
1856,4.475361440979343e-05,2.7695665951098036e-08,5.8414504820549135e-09,5.8414504820549135e-09
1857,4.4811851174537356e-05,2.6252664423306475e-08,5.7511608967228e-09,5.7511608967228e-09
1858,4.4927098705167214e-05,2.4718665844350847e-08,5.216367615634709e-09,5.216367615634709e-09
1859,4.4472535851777396e-05,2.3454478867027514e-08,4.0339933219232395e-09,4.0339933219232395e-09
1860,4.425274476359066e-05,2.089610427548548e-08,3.335574919446519e-09,3.335574919446519e-09
1861,4.450137982660506e-05,2.0264995649808626e-08,3.5349590635621755e-09,3.5349590635621755e-09
1862,4.520694502779017e-05,1.8254988251190492e-08,2.3563675534608664e-09,2.3563675534608664e-09
1863,4.6034546747770424e-05,1.7638383832872606e-08,2.855992276007413e-09,2.855992276007413e-09
1864,4.626981691607008e-05,1.867689012970329e-08,2.848718538839279e-09,2.848718538839279e-09
1865,4.676102253142744e-05,1.8033706083997458e-08,3.396909801064599e-09,3.396909801064599e-09
1866,4.7624755617497226e-05,1.9462067259366578e-08,4.143153661420992e-09,4.143153661420992e-09
1867,4.780694975384644e-05,2.0075229859425496e-08,4.410075352520185e-09,4.410075352520185e-09
1868,4.769231704163498e-05,2.1648107052994548e-08,4.854415853421707e-09,4.854415853421707e-09
1869,4.7313944378402084e-05,2.3848654606695163e-08,4.827982014177223e-09,4.827982014177223e-09
1870,4.6329175217709106e-05,2.3048466881091046e-08,4.2735832650464545e-09,4.2735832650464545e-09
1871,4.634411847551486e-05,2.3226849903729933e-08,4.5931344124941884e-09,4.5931344124941884e-09
1872,4.642008674896455e-05,2.2945181120194646e-08,4.666866924653488e-09,4.666866924653488e-09
1873,4.6516557631548494e-05,2.2144247705365875e-08,3.8938699090504005e-09,3.8938699090504005e-09
1874,4.693377091565968e-05,2.088148536622774e-08,3.7434020803774254e-09,3.7434020803774254e-09
1875,4.701193081148501e-05,2.3540404292532457e-08,3.729698819629082e-09,3.729698819629082e-09
1876,4.7283819835034334e-05,2.4264587418697048e-08,4.519623707034879e-09,4.519623707034879e-09
1877,4.7617926611565053e-05,2.819940395478885e-08,5.29142848585248e-09,5.29142848585248e-09
1878,4.793756826464752e-05,2.7706715651934895e-08,6.238767264703833e-09,6.238767264703833e-09
1879,4.778396032634191e-05,2.8886687581624367e-08,7.456810010734013e-09,7.456810010734013e-09
