ngram,address,adress,adres,adres
1500,1.6681724446243607e-05,0.0,0.0,0.0
1501,1.3345379556994885e-05,0.0,0.0,0.0
1502,1.533821008100252e-05,0.0,0.0,0.0
1503,1.3147037212287874e-05,0.0,0.0,0.0
1504,9.538190300060836e-06,0.0,0.0,0.0
1505,1.5609849080127397e-05,3.156638480764481e-07,0.0,0.0
1506,1.5609849080127397e-05,3.156638480764481e-07,0.0,0.0
1507,1.5609849080127397e-05,3.156638480764481e-07,0.0,0.0
1508,1.5609849080127397e-05,3.156638480764481e-07,0.0,0.0
1509,1.1995225837121584e-05,3.156638480764481e-07,0.0,0.0
1510,1.1995225837121584e-05,3.156638480764481e-07,0.0,0.0
1511,1.1995225837121584e-05,3.156638480764481e-07,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,1.4283056901019466e-06,0.0,0.0,0.0
1515,1.4283056901019466e-06,0.0,0.0,0.0
1516,1.4283056901019466e-06,0.0,0.0,0.0
1517,4.084689732865497e-06,0.0,0.0,0.0
1518,4.084689732865497e-06,0.0,0.0,0.0
1519,4.084689732865497e-06,0.0,0.0,0.0
1520,5.574246642936487e-06,0.0,0.0,0.0
1521,4.14594095283454e-06,0.0,0.0,0.0
1522,4.14594095283454e-06,0.0,0.0,0.0
1523,1.4002660983741017e-05,0.0,0.0,0.0
1524,1.1346276940977467e-05,0.0,0.0,0.0
1525,1.1346276940977467e-05,0.0,0.0,0.0
1526,2.024536973164816e-05,0.0,0.0,0.0
1527,1.875581282157717e-05,0.0,0.0,0.0
1528,2.189151018683333e-05,0.0,0.0,0.0
1529,2.189151018683333e-05,0.0,0.0,0.0
1530,1.2034790155926853e-05,0.0,0.0,0.0
1531,1.2034790155926853e-05,0.0,0.0,0.0
1532,1.3838456522665052e-05,0.0,0.0,0.0
1533,4.93936373199436e-06,0.0,0.0,0.0
1534,9.15277567920774e-06,0.0,0.0,0.0
1535,1.0158683575614954e-05,0.0,0.0,0.0
1536,1.15004767004783e-05,0.0,0.0,0.0
1537,1.15004767004783e-05,0.0,0.0,0.0
1538,1.15004767004783e-05,0.0,0.0,0.0
1539,1.3847366062691435e-05,0.0,0.0,0.0
1540,1.3847366062691435e-05,0.0,0.0,0.0
1541,9.633954115478055e-06,0.0,0.0,0.0
1542,1.000628799374681e-05,0.0,0.0,0.0
1543,8.664494868883463e-06,0.0,0.0,0.0
1544,9.77733426615097e-06,0.0,0.0,0.0
1545,1.0581094556982862e-05,2.679201023576232e-07,0.0,0.0
1546,6.710245023506494e-06,2.679201023576232e-07,0.0,0.0
1547,6.710245023506494e-06,2.679201023576232e-07,0.0,0.0
1548,1.0574390216788743e-05,2.679201023576232e-07,0.0,0.0
1549,6.060451076856614e-06,2.679201023576232e-07,0.0,0.0
1550,2.9835663294111976e-05,2.679201023576232e-07,0.0,0.0
1551,2.8722823896844473e-05,2.679201023576232e-07,0.0,0.0
1552,3.0082396538741057e-05,0.0,0.0,0.0
1553,2.9802690343266086e-05,0.0,0.0,0.0
1554,2.9802690343266086e-05,0.0,0.0,0.0
1555,2.653953015396837e-05,0.0,0.0,0.0
1556,2.966215911978257e-05,0.0,0.0,0.0
1557,5.886946902527208e-06,0.0,0.0,0.0
1558,2.4984308765851893e-05,0.0,0.0,0.0
1559,2.4540199124852995e-05,0.0,0.0,0.0
1560,2.8578411209829418e-05,0.0,0.0,0.0
1561,2.8578411209829418e-05,0.0,0.0,0.0
1562,2.7977426205844885e-05,0.0,0.0,0.0
1563,2.5764040661410297e-05,0.0,0.0,0.0
1564,2.5764040661410297e-05,0.0,0.0,0.0
1565,6.666678798085611e-06,0.0,0.0,0.0
1566,6.85112601266675e-06,0.0,0.0,0.0
1567,6.90729796458202e-06,0.0,0.0,0.0
1568,6.90729796458202e-06,0.0,0.0,0.0
1569,6.90729796458202e-06,0.0,0.0,0.0
1570,5.9980545432024106e-06,0.0,0.0,0.0
1571,1.3353609574551228e-05,0.0,0.0,0.0
1572,1.439353114359879e-05,0.0,0.0,0.0
1573,1.2489860637288075e-05,0.0,0.0,0.0
1574,8.395476600396381e-06,0.0,0.0,0.0
1575,8.395476600396381e-06,0.0,0.0,0.0
1576,9.296837496159632e-06,0.0,0.0,0.0
1577,2.2054216775099382e-05,0.0,0.0,0.0
1578,1.6866879702450077e-05,0.0,0.0,0.0
1579,2.035424189931031e-05,0.0,0.0,0.0
1580,2.035424189931031e-05,0.0,0.0,0.0
1581,2.0947549273842014e-05,0.0,0.0,0.0
1582,2.178551202242878e-05,0.0,0.0,0.0
1583,2.4248509232295745e-05,0.0,0.0,0.0
1584,1.1491129953355994e-05,0.0,0.0,0.0
1585,9.322911994656482e-06,0.0,0.0,0.0
1586,7.671203612907057e-06,0.0,0.0,0.0
1587,2.4975181206952713e-05,0.0,0.0,0.0
1588,2.4381873832421013e-05,0.0,0.0,0.0
1589,2.5224449408207355e-05,0.0,0.0,0.0
1590,2.21200669524738e-05,0.0,0.0,0.0
1591,2.318620080846553e-05,0.0,0.0,0.0
1592,2.3783172602114583e-05,0.0,0.0,0.0
1593,2.113087394458749e-05,0.0,0.0,0.0
1594,4.665054250706037e-06,0.0,0.0,0.0
1595,5.115851341283165e-06,0.0,0.0,0.0
1596,3.8561494680574726e-06,0.0,0.0,0.0
1597,4.0804221888330564e-06,0.0,0.0,0.0
1598,6.022194676396404e-06,0.0,0.0,0.0
1599,1.0613313276865353e-05,0.0,0.0,0.0
1600,2.2531730532396716e-05,0.0,0.0,0.0
1601,2.227954421739144e-05,0.0,0.0,0.0
1602,2.2872754275990053e-05,0.0,0.0,0.0
1603,2.2451917824842633e-05,0.0,0.0,0.0
1604,2.401091322618803e-05,0.0,0.0,0.0
1605,2.100300688263295e-05,0.0,0.0,0.0
1606,2.013924235403205e-05,0.0,0.0,0.0
1607,8.744045447071716e-06,0.0,0.0,0.0
1608,8.15807386191279e-06,0.0,0.0,0.0
1609,7.302740690257841e-06,0.0,0.0,0.0
1610,7.302740690257841e-06,0.0,0.0,0.0
1611,9.560812567802454e-06,0.0,0.0,0.0
1612,9.560812567802454e-06,0.0,0.0,0.0
1613,9.231748809465248e-06,0.0,0.0,0.0
1614,9.144471229254642e-06,0.0,0.0,0.0
1615,9.144471229254642e-06,0.0,0.0,0.0
1616,8.955797251733852e-06,0.0,0.0,0.0
1617,9.079338586356503e-06,0.0,0.0,0.0
1618,7.141474327454489e-06,0.0,0.0,0.0
1619,7.479077818775945e-06,0.0,0.0,0.0
1620,5.9015496438925245e-06,0.0,0.0,0.0
1621,5.599166140005504e-06,0.0,0.0,0.0
1622,6.161953405938091e-06,0.0,0.0,0.0
1623,8.317266934097591e-06,0.0,0.0,0.0
1624,1.6854992801589625e-05,0.0,0.0,0.0
1625,1.449154141092939e-05,0.0,0.0,0.0
1626,1.4383559736026135e-05,0.0,0.0,0.0
1627,1.2125597144014527e-05,0.0,0.0,0.0
1628,1.3144505325206929e-05,0.0,0.0,0.0
1629,1.2664247403141157e-05,0.0,8.252934386681382e-08,8.252934386681382e-08
1630,1.0681431872074296e-05,0.0,8.252934386681382e-08,8.252934386681382e-08
1631,2.416924587578251e-06,0.0,8.252934386681382e-08,8.252934386681382e-08
1632,2.966681392990722e-06,0.0,8.252934386681382e-08,8.252934386681382e-08
1633,3.970894770840719e-06,1.3709279755858006e-07,2.1962214142539388e-07,2.1962214142539388e-07
1634,8.007340990648767e-06,1.3709279755858006e-07,2.1962214142539388e-07,2.1962214142539388e-07
1635,6.713916531810225e-06,1.3709279755858006e-07,2.1962214142539388e-07,2.1962214142539388e-07
1636,8.976186141548429e-06,1.3709279755858006e-07,1.3709279755858006e-07,1.3709279755858006e-07
1637,8.950008399161951e-06,1.3709279755858006e-07,1.3709279755858006e-07,1.3709279755858006e-07
1638,8.755253588788037e-06,1.3709279755858006e-07,1.3709279755858006e-07,1.3709279755858006e-07
1639,1.0930954869893736e-05,2.1496302744188662e-07,1.3709279755858006e-07,1.3709279755858006e-07
1640,9.799927730520202e-06,7.787022988330656e-08,0.0,0.0
1641,5.842598519783289e-06,7.787022988330656e-08,0.0,0.0
1642,6.300027986786258e-06,7.787022988330656e-08,0.0,0.0
1643,3.95522903318124e-06,7.787022988330656e-08,0.0,0.0
1644,5.642138140566593e-06,7.787022988330656e-08,0.0,0.0
1645,6.422469685471047e-06,7.787022988330656e-08,0.0,0.0
1646,4.502918881956118e-06,0.0,0.0,0.0
1647,4.816293036518411e-06,0.0,0.0,0.0
1648,4.944198573347032e-06,0.0,0.0,0.0
1649,4.873816026572188e-06,7.822777498794104e-08,0.0,0.0
1650,5.356937533308935e-06,7.822777498794104e-08,0.0,0.0
1651,4.0827092107065255e-06,7.822777498794104e-08,0.0,0.0
1652,3.879772098766157e-06,7.822777498794104e-08,0.0,0.0
1653,4.053749924943466e-06,7.822777498794104e-08,0.0,0.0
1654,4.7576136889152366e-06,7.822777498794104e-08,0.0,0.0
1655,4.739438086939377e-06,7.822777498794104e-08,0.0,0.0
1656,5.4480621136982724e-06,0.0,0.0,0.0
1657,6.410771090616306e-06,0.0,0.0,0.0
1658,7.942779835242878e-06,0.0,0.0,0.0
1659,8.610903608184475e-06,3.2167185232927816e-08,0.0,0.0
1660,8.593116100590642e-06,3.2167185232927816e-08,0.0,0.0
1661,8.68240743199879e-06,3.2167185232927816e-08,0.0,0.0
1662,9.4705852851413e-06,3.2167185232927816e-08,0.0,0.0
1663,9.540799185612872e-06,3.2167185232927816e-08,0.0,0.0
1664,1.0178026643968354e-05,3.2167185232927816e-08,0.0,0.0
1665,1.0159322885426394e-05,3.2167185232927816e-08,0.0,0.0
1666,1.0269787123563998e-05,0.0,0.0,0.0
1667,1.1546899258974008e-05,0.0,3.245231588217783e-08,3.245231588217783e-08
