ngram,level,lvel,leve,lvel
1644,1.1241553291288905e-05,0.0,1.6181909399749981e-06,0.0
1645,1.156715290205414e-05,0.0,1.1959624990660295e-06,0.0
1646,3.0150304561565074e-06,0.0,1.0630902116710267e-06,0.0
1647,3.22435906647505e-06,0.0,1.375226876884231e-06,0.0
1648,3.3619067737942842e-06,0.0,1.544750968410621e-06,0.0
1649,2.457647675717973e-06,0.0,1.87644571626931e-06,0.0
1650,4.6022878612867705e-06,0.0,1.8250790471289032e-06,0.0
1651,5.084321027685032e-06,0.0,1.5444333436270036e-06,0.0
1652,6.6398852303401716e-06,0.0,1.662330695190966e-06,0.0
1653,6.764562044736522e-06,0.0,1.7877196276978275e-06,0.0
1654,7.282089118884219e-06,0.0,1.807448451732593e-06,0.0
1655,7.609365768855371e-06,0.0,1.8687174880532048e-06,0.0
1656,8.12437347771525e-06,0.0,1.5023523961385114e-06,0.0
1657,6.376072341091847e-06,0.0,1.3939694473005408e-06,0.0
1658,8.721855238036369e-06,0.0,1.4688161838551293e-06,0.0
1659,7.577536020367656e-06,0.0,1.3661363717736613e-06,0.0
1660,7.210255164734138e-06,0.0,1.3805334292880746e-06,0.0
1661,6.9180746972311425e-06,0.0,1.3174095759690578e-06,0.0
1662,7.305847377990306e-06,0.0,1.0268943607830546e-06,0.0
1663,7.582210465833279e-06,0.0,9.113600145026015e-07,0.0
1664,8.133296432788484e-06,0.0,1.0359601633678852e-06,0.0
1665,5.5050690467136775e-06,0.0,8.751132643932838e-07,0.0
1666,6.29882535057342e-06,0.0,8.906756891389835e-07,0.0
1667,9.870492151873935e-06,0.0,8.12412874243559e-07,0.0
1668,1.0208073230647382e-05,0.0,6.749308860370158e-07,0.0
1669,1.049373167916201e-05,0.0,7.348390706088789e-07,0.0
1670,1.108908379267502e-05,0.0,9.010390929883474e-07,0.0
1671,1.0887556462486308e-05,0.0,8.21661984673483e-07,0.0
1672,1.099902004040944e-05,0.0,8.21661984673483e-07,0.0
1673,9.92068437101677e-06,0.0,7.912509301734514e-07,0.0
1674,7.42482783217773e-06,0.0,6.940503932842798e-07,0.0
1675,6.995903959250427e-06,0.0,5.971092450961026e-07,0.0
1676,6.845418186328191e-06,0.0,7.94880122612085e-07,0.0
1677,5.638521770379157e-06,0.0,6.301575175322276e-07,0.0
1678,7.191152332909821e-06,0.0,4.7371674684524935e-07,0.0
1679,6.676207833931715e-06,0.0,5.89075593130214e-07,0.0
1680,7.695271473754214e-06,0.0,5.938956389530046e-07,0.0
1681,8.719072119285037e-06,0.0,6.183379801833715e-07,0.0
1682,9.401949520387071e-06,0.0,6.646636125294338e-07,0.0
1683,9.782348018104261e-06,0.0,4.0698455044158824e-07,0.0
1684,1.1140006953220499e-05,0.0,3.3981215454202486e-07,0.0
1685,9.762655443929752e-06,0.0,4.408413108844148e-07,0.0
1686,1.0217825872262307e-05,0.0,3.531116712045852e-07,0.0
1687,9.709164195166003e-06,0.0,4.224061496773045e-07,0.0
1688,8.893542599253124e-06,0.0,3.794943381763005e-07,0.0
1689,8.837944473530765e-06,0.0,3.6199254590688466e-07,0.0
1690,1.3451620101737457e-05,0.0,4.2430341652886584e-07,0.0
1691,1.1841054466848228e-05,0.0,4.7323552264190637e-07,0.0
1692,1.1737640436747046e-05,0.0,4.905465849398232e-07,0.0
1693,1.2253143657809623e-05,0.0,5.256197661245616e-07,0.0
1694,1.3100828839794434e-05,0.0,4.2640505171220866e-07,0.0
1695,1.2602404954772542e-05,0.0,3.9532027683110626e-07,0.0
1696,1.2583963585452043e-05,0.0,3.4792388297384083e-07,0.0
1697,8.83563058908164e-06,0.0,3.223483884897048e-07,0.0
1698,1.117261717809015e-05,0.0,3.2527263320909175e-07,0.0
1699,1.1103311278150483e-05,0.0,2.200019549393671e-07,0.0
1700,1.0553434419437377e-05,0.0,1.7029741984840386e-07,0.0
1701,9.942092479572498e-06,0.0,2.1357918456033076e-07,0.0
1702,9.895064457461039e-06,0.0,2.4601302024101255e-07,0.0
1703,9.922124653322889e-06,0.0,2.5234949418972974e-07,0.0
1704,8.658731660813959e-06,0.0,2.1561411805188462e-07,0.0
1705,7.377357048556275e-06,0.0,2.003889859127282e-07,0.0
1706,7.897411056286988e-06,0.0,2.6484712886290905e-07,0.0
1707,8.127038849384657e-06,0.0,2.761541821882929e-07,0.0
1708,7.468383046216331e-06,0.0,2.952996709382205e-07,0.0
1709,7.627697479100399e-06,0.0,2.7140906411204924e-07,0.0
1710,9.351707571373222e-06,0.0,2.8375669103297696e-07,0.0
1711,9.428361214044603e-06,0.0,3.1283367718515365e-07,0.0
1712,9.282256996812066e-06,0.0,3.4138297978967914e-07,0.0
1713,8.921942480810685e-06,0.0,3.0712735719719474e-07,0.0
1714,1.3390830970040821e-05,0.0,3.40252112453397e-07,0.0
1715,1.4447527259367884e-05,0.0,3.3269577873592683e-07,0.0
1716,1.4319096408144105e-05,0.0,4.149052443835899e-07,0.0
1717,1.2720389739635201e-05,0.0,4.4160644157338016e-07,0.0
1718,1.3206486073613632e-05,0.0,4.2801296830573066e-07,0.0
1719,1.2940310820600384e-05,0.0,4.286811586341953e-07,0.0
1720,1.3111255287055559e-05,0.0,4.2165361082067777e-07,0.0
1721,8.574431831220863e-06,0.0,4.0802423991895663e-07,0.0
1722,8.934673587646103e-06,0.0,4.21498809950143e-07,0.0
1723,9.344916244507268e-06,0.0,3.4611519339478036e-07,0.0
1724,9.288274473614625e-06,0.0,5.02207972731737e-07,0.0
1725,8.924526225330607e-06,0.0,5.308421801178806e-07,0.0
1726,9.278959623770788e-06,0.0,4.841559615442748e-07,0.0
1727,9.153697646979708e-06,0.0,4.958104580867127e-07,0.0
1728,9.495125206220628e-06,0.0,4.908875256757841e-07,0.0
1729,8.611081284470856e-06,0.0,4.172724154776526e-07,0.0
1730,9.24322843535005e-06,0.0,4.600456772355496e-07,0.0
1731,9.130572379945079e-06,6.966739566191141e-09,3.2642252887983757e-07,6.966739566191141e-09
1732,9.864043996848132e-06,6.966739566191141e-09,3.3237299947229205e-07,6.966739566191141e-09
1733,9.960198115420229e-06,6.966739566191141e-09,3.4130958478531935e-07,6.966739566191141e-09
1734,1.2142094874434406e-05,6.966739566191141e-09,3.2954269662306093e-07,6.966739566191141e-09
1735,1.2896249050494849e-05,6.966739566191141e-09,3.165330428243708e-07,6.966739566191141e-09
1736,1.3172332793536562e-05,6.966739566191141e-09,3.2497873852272665e-07,6.966739566191141e-09
1737,1.2273024757243028e-05,6.966739566191141e-09,3.482323904790974e-07,6.966739566191141e-09
1738,1.2311376589683018e-05,0.0,2.9758241331429805e-07,0.0
1739,1.230856430213732e-05,0.0,2.572069714038402e-07,0.0
1740,1.2573736057674978e-05,0.0,2.590570074646946e-07,0.0
1741,1.1478178488947119e-05,0.0,3.3581054838448055e-07,0.0
1742,1.1552186021747599e-05,0.0,3.5458444967519297e-07,0.0
1743,1.1310548481040833e-05,0.0,3.8481118329920197e-07,0.0
1744,1.237598105165359e-05,0.0,3.682614736330184e-07,0.0
1745,1.3931512252643838e-05,0.0,3.8580318419332927e-07,0.0
1746,1.3579884190611275e-05,0.0,4.507800964250107e-07,0.0
1747,1.4190267263204856e-05,0.0,4.4994504427060225e-07,0.0
1748,1.389549340404171e-05,0.0,3.77096431033611e-07,0.0
1749,1.356637312710518e-05,0.0,3.7705234896228443e-07,0.0
1750,1.5125991532321287e-05,0.0,3.984335462194265e-07,0.0
1751,1.5293370259834254e-05,0.0,3.8589409509118665e-07,0.0
1752,1.4903132328722027e-05,0.0,3.6659020809435917e-07,0.0
1753,1.6392710417026785e-05,0.0,3.3215536632269504e-07,0.0
1754,1.6636538410758866e-05,0.0,3.197775788927564e-07,0.0
1755,1.7571760768727733e-05,0.0,3.3754014440644043e-07,0.0
1756,1.8009512651977794e-05,0.0,3.7490032310318255e-07,0.0
1757,1.824690454148887e-05,0.0,3.322722455274223e-07,0.0
1758,1.8135195724815795e-05,0.0,2.8621170449533953e-07,0.0
1759,1.8119935183286933e-05,0.0,3.489504477118187e-07,0.0
1760,1.7634457305705708e-05,0.0,3.6460433351846534e-07,0.0
1761,1.888341856621472e-05,0.0,3.672970316464281e-07,0.0
1762,1.8960419765789993e-05,0.0,4.0607037427824774e-07,0.0
1763,2.0256557036191225e-05,0.0,3.6953146523696236e-07,0.0
1764,2.1528643108987516e-05,0.0,3.9201425952991744e-07,0.0
1765,2.195788173204554e-05,1.473704206286389e-08,4.2626192607388346e-07,1.473704206286389e-08
1766,2.3482813568469802e-05,2.4940198224092976e-08,4.3776707465375306e-07,2.4940198224092976e-08
1767,2.434029608723774e-05,2.4940198224092976e-08,4.84935950696906e-07,2.4940198224092976e-08
1768,2.485419567424937e-05,2.762241077139801e-08,5.567022063652465e-07,2.762241077139801e-08
1769,2.4533685583654525e-05,2.762241077139801e-08,5.332394843143058e-07,2.762241077139801e-08
1770,2.4827569047504638e-05,2.762241077139801e-08,5.252986698321495e-07,2.762241077139801e-08
1771,2.4219123848264905e-05,2.762241077139801e-08,5.29457845946776e-07,2.762241077139801e-08
1772,2.4935845950884478e-05,1.2885368708534121e-08,7.818786603560771e-07,1.2885368708534121e-08
1773,2.5619666433028344e-05,2.682212547305036e-09,7.205642914089237e-07,2.682212547305036e-09
1774,2.6036899985878597e-05,2.682212547305036e-09,7.0035306976024e-07,2.682212547305036e-09
1775,2.672566656006633e-05,0.0,6.553768676959797e-07,0.0
1776,2.8327496693236753e-05,0.0,6.500758697062078e-07,0.0
1777,2.828038356840677e-05,2.9180503093227473e-09,7.001394034692307e-07,2.9180503093227473e-09
1778,2.8132256505029674e-05,2.9180503093227473e-09,7.120468329243781e-07,2.9180503093227473e-09
1779,2.7143968379407723e-05,2.9180503093227473e-09,5.137777431433019e-07,2.9180503093227473e-09
1780,2.582609652433478e-05,2.9180503093227473e-09,5.471811326580272e-07,2.9180503093227473e-09
1781,2.5575535931108918e-05,2.9180503093227473e-09,4.93022525915876e-07,2.9180503093227473e-09
1782,2.4643363628586356e-05,2.9180503093227473e-09,4.921243024520143e-07,2.9180503093227473e-09
1783,2.3549640640599785e-05,2.9180503093227473e-09,4.6998164699678977e-07,2.9180503093227473e-09
1784,2.3348600474751686e-05,0.0,5.289136879582657e-07,0.0
1785,2.3721886464045383e-05,0.0,5.169295807913191e-07,0.0
1786,2.6697149743475685e-05,0.0,4.925433886780541e-07,0.0
1787,2.8131799678833757e-05,0.0,4.717439878731966e-07,0.0
1788,2.851163273070207e-05,0.0,6.390390418735998e-07,0.0
1789,2.861526315557837e-05,0.0,6.402536314453755e-07,0.0
1790,3.0665843171716135e-05,0.0,6.86289467921597e-07,0.0
1791,3.2010552396449e-05,0.0,6.104037229956052e-07,0.0
1792,3.274000170806955e-05,0.0,6.278283462636734e-07,0.0
1793,3.164413179287554e-05,0.0,6.031954252908431e-07,0.0
1794,3.250125467145283e-05,0.0,6.083482974515521e-07,0.0
1795,3.35744048892853e-05,9.132721245919129e-10,6.087189977474086e-07,9.132721245919129e-10
1796,3.40744830152419e-05,9.132721245919129e-10,5.972655847991908e-07,9.132721245919129e-10
1797,3.412654872850648e-05,1.4801957754733458e-09,5.299408830491561e-07,1.4801957754733458e-09
1798,3.4352560760453343e-05,3.794822487991821e-09,4.946511324988023e-07,3.794822487991821e-09
1799,3.5378866284320664e-05,5.597131266402552e-09,4.7299515821513136e-07,5.597131266402552e-09
1800,3.571607989475264e-05,6.42045908502301e-09,4.5920313799082836e-07,6.42045908502301e-09
1801,3.449813500213038e-05,6.42045908502301e-09,4.6233569759936343e-07,6.42045908502301e-09
1802,3.42028979503084e-05,5.507186960431097e-09,3.1373613954396464e-07,5.507186960431097e-09
1803,3.4310037985311025e-05,5.507186960431097e-09,3.5938414961427565e-07,5.507186960431097e-09
1804,3.4175953000418045e-05,5.2453408600732536e-09,3.801579120071048e-07,5.2453408600732536e-09
1805,3.35393898629783e-05,3.190391649278622e-09,4.115969716167456e-07,3.190391649278622e-09
1806,3.2807064729110736e-05,1.6466329728308843e-09,4.031388211192929e-07,1.6466329728308843e-09
1807,3.325239854997822e-05,8.233051542104266e-10,5.715045533958931e-07,8.233051542104266e-10
1808,3.370403594869588e-05,8.233051542104266e-10,5.782826641669609e-07,8.233051542104266e-10
1809,3.26790229467276e-05,8.233051542104266e-10,5.705130986046112e-07,8.233051542104266e-10
1810,3.2901374132572005e-05,1.4771180945061246e-09,5.351141396658932e-07,1.4771180945061246e-09
1811,3.2594814131568584e-05,1.1720405439825348e-09,5.180887338188508e-07,1.1720405439825348e-09
1812,3.350728573942823e-05,9.12363042258692e-10,5.057770989326725e-07,9.12363042258692e-10
1813,3.2632958079505314e-05,6.53812940295698e-10,4.912460168173181e-07,6.53812940295698e-10
1814,3.253721947008411e-05,6.53812940295698e-10,3.1127077550406413e-07,6.53812940295698e-10
1815,3.333135594272919e-05,6.53812940295698e-10,2.750228925866135e-07,6.53812940295698e-10
1816,3.563585804451057e-05,1.4145038156649597e-09,2.673678705735126e-07,1.4145038156649597e-09
1817,3.520557454196803e-05,9.320384464217568e-10,2.5819117865921726e-07,9.320384464217568e-10
1818,3.5151794301262794e-05,9.320384464217568e-10,2.884304706185503e-07,9.320384464217568e-10
1819,3.570137492455875e-05,1.2326333287404623e-09,3.8144677968635475e-07,1.2326333287404623e-09
1820,3.6779132642550394e-05,1.6748241206597315e-09,3.8697913039089015e-07,1.6748241206597315e-09
1821,3.729079201418374e-05,1.6748241206597315e-09,4.12182004083661e-07,1.6748241206597315e-09
1822,3.7587261821110065e-05,1.6748241206597315e-09,4.579934349229526e-07,1.6748241206597315e-09
1823,3.7045768424702275e-05,9.1413324529047e-10,4.5783004663592563e-07,9.1413324529047e-10
1824,3.821158367957521e-05,1.1451457242778978e-09,5.447978870571595e-07,1.1451457242778978e-09
1825,3.8854571487588275e-05,1.1451457242778978e-09,5.361929262497662e-07,1.1451457242778978e-09
1826,3.941253453376703e-05,9.630490849232842e-10,4.388758928338835e-07,9.630490849232842e-10
1827,4.032227246040877e-05,5.208582930040149e-10,4.89688626917736e-07,5.208582930040149e-10
1828,4.069445016544445e-05,8.518462284763067e-10,4.744302454387902e-07,8.518462284763067e-10
1829,4.1985897301596454e-05,9.92394785396097e-10,4.167633542400446e-07,9.92394785396097e-10
1830,4.2385556818252166e-05,1.0876993274320868e-09,4.1538074770284895e-07,1.0876993274320868e-09
1831,4.29102016953818e-05,7.782339376102446e-10,3.526400961715938e-07,7.782339376102446e-10
1832,4.4015107310510106e-05,8.633833965226196e-10,3.3302259997266705e-07,8.633833965226196e-10
1833,4.405181607580744e-05,8.273634158736546e-10,3.360138427816699e-07,8.273634158736546e-10
1834,4.4203075438937435e-05,8.273634158736546e-10,2.863093888955908e-07,8.273634158736546e-10
1835,4.535769299504214e-05,6.639422821054706e-10,2.9551118123955735e-07,6.639422821054706e-10
1836,4.496391972809631e-05,5.98454904679865e-10,3.335290403226411e-07,5.98454904679865e-10
1837,4.495543336296188e-05,8.129160043525627e-10,3.531600327733031e-07,8.129160043525627e-10
1838,4.517740515958784e-05,7.963470914442081e-10,3.504044424776761e-07,7.963470914442081e-10
1839,4.605960306694864e-05,1.317449125983115e-09,3.6444211153658604e-07,1.317449125983115e-09
1840,4.570352757582441e-05,1.3105568297255843e-09,4.008954793529743e-07,1.3105568297255843e-09
1841,4.5488022026672426e-05,1.3805344407329707e-09,4.2736658250370443e-07,1.3805344407329707e-09
1842,4.5458312212888685e-05,1.3954139510552466e-09,4.455886133720404e-07,1.3954139510552466e-09
1843,4.5240643105769e-05,1.4515018314271393e-09,4.97463405833644e-07,1.4515018314271393e-09
1844,4.6034770743322694e-05,1.20851904674067e-09,5.157686067442617e-07,1.20851904674067e-09
1845,4.595857587576445e-05,1.132193299430944e-09,5.200762416279758e-07,1.132193299430944e-09
1846,4.47848963501331e-05,6.563828052514558e-10,5.516166611739339e-07,6.563828052514558e-10
1847,4.546542861914661e-05,7.020077693756629e-10,5.021075050340837e-07,7.020077693756629e-10
1848,4.631290721590631e-05,9.601561926483475e-10,4.6903938612428776e-07,9.601561926483475e-10
1849,4.611366291231077e-05,1.1001471004031975e-09,4.453258627888447e-07,1.1001471004031975e-09
1850,4.5918218217723605e-05,1.0164679494931557e-09,3.7656237493268107e-07,1.0164679494931557e-09
1851,4.614752262049089e-05,1.1353994728529366e-09,3.423856916080175e-07,1.1353994728529366e-09
1852,4.683581885598999e-05,1.1859610436561395e-09,3.2302496119232925e-07,1.1859610436561395e-09
1853,4.765009102162107e-05,1.1037793853522056e-09,2.8842092498442593e-07,1.1037793853522056e-09
1854,4.744688911679467e-05,1.0330703158002918e-09,3.328503258411989e-07,1.0330703158002918e-09
1855,4.76849678047334e-05,8.099477794803229e-10,4.714363309891009e-07,8.099477794803229e-10
1856,4.8036486987257376e-05,6.366069774507313e-10,4.633494045590071e-07,6.366069774507313e-10
1857,4.857225940213539e-05,6.85405522020994e-10,4.5685265247032346e-07,6.85405522020994e-10
1858,4.842569303166654e-05,6.148981680974077e-10,4.710423492529766e-07,6.148981680974077e-10
1859,4.85589075002021e-05,6.861953743315346e-10,4.6344297694694045e-07,6.861953743315346e-10
1860,4.884779004247061e-05,6.989312422473709e-10,4.5904513155749426e-07,6.989312422473709e-10
1861,4.846125635335089e-05,7.614027424424868e-10,4.199708070830509e-07,7.614027424424868e-10
1862,4.84652939901155e-05,8.23554058282383e-10,2.8724370184006277e-07,8.23554058282383e-10
1863,4.797737502875472e-05,7.221955216391812e-10,3.0041291714561727e-07,7.221955216391812e-10
1864,4.82753556363085e-05,6.259270681128828e-10,2.983613163516046e-07,6.259270681128828e-10
1865,4.8570506935772884e-05,5.991731436402351e-10,3.2025854222540927e-07,5.991731436402351e-10
1866,4.881764938805385e-05,5.215539865068206e-10,3.2576432675211565e-07,5.215539865068206e-10
1867,4.855154319167403e-05,4.6055877762312443e-10,3.1644191064320435e-07,4.6055877762312443e-10
1868,4.961986113422816e-05,4.820205147724823e-10,3.103712933644991e-07,4.820205147724823e-10
1869,4.9922403247494784e-05,3.5445158712883133e-10,3.069017294267594e-07,3.5445158712883133e-10
1870,5.151601206827243e-05,4.756595474640437e-10,2.811113627590852e-07,4.756595474640437e-10
1871,5.301799579423719e-05,5.973877305530197e-10,2.865197379670852e-07,5.973877305530197e-10
1872,5.44276372238528e-05,5.498863388440713e-10,2.537293194596454e-07,5.498863388440713e-10
1873,5.602208693744615e-05,6.22672980637213e-10,2.508545041532021e-07,6.22672980637213e-10
1874,5.7743780676641367e-05,7.816358393863965e-10,2.484149734170517e-07,7.816358393863965e-10
1875,5.914531876831981e-05,7.274308021022944e-10,2.412425560903232e-07,7.274308021022944e-10
1876,6.026452631756131e-05,7.261769003579538e-10,2.660945272379779e-07,7.261769003579538e-10
1877,6.0632976133742235e-05,7.319894254223921e-10,2.8900463787197494e-07,7.319894254223921e-10
