ngram,apartment,aprtment,apartmnt,apartent
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,1.011800642507816e-06,0.0,0.0,0.0
1566,1.011800642507816e-06,0.0,0.0,0.0
1567,1.011800642507816e-06,0.0,0.0,0.0
1568,1.011800642507816e-06,0.0,0.0,0.0
1569,1.011800642507816e-06,0.0,0.0,0.0
1570,1.011800642507816e-06,0.0,0.0,0.0
1571,3.4636523196240887e-06,0.0,0.0,0.0
1572,2.4518516771162728e-06,0.0,0.0,0.0
1573,2.4518516771162728e-06,0.0,0.0,0.0
1574,2.4518516771162728e-06,0.0,0.0,0.0
1575,2.4518516771162728e-06,0.0,0.0,0.0
1576,2.4518516771162728e-06,0.0,0.0,0.0
1577,2.4518516771162728e-06,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,1.2935096102799953e-06,0.0,0.0,0.0
1580,1.2935096102799953e-06,0.0,0.0,0.0
1581,1.2935096102799953e-06,0.0,0.0,0.0
1582,1.2935096102799953e-06,0.0,0.0,0.0
1583,1.2935096102799953e-06,0.0,0.0,0.0
1584,1.2935096102799953e-06,0.0,0.0,0.0
1585,1.2935096102799953e-06,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,3.734529465353782e-07,0.0,0.0,0.0
1590,3.734529465353782e-07,0.0,0.0,0.0
1591,3.734529465353782e-07,0.0,0.0,0.0
1592,3.734529465353782e-07,0.0,0.0,0.0
1593,3.734529465353782e-07,0.0,0.0,0.0
1594,3.734529465353782e-07,0.0,0.0,0.0
1595,3.734529465353782e-07,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,4.423391633931065e-08,0.0,0.0,0.0
1599,4.423391633931065e-08,0.0,0.0,0.0
1600,1.507400010528467e-07,0.0,0.0,0.0
1601,1.507400010528467e-07,0.0,0.0,0.0
1602,5.683428737159244e-07,0.0,0.0,0.0
1603,5.683428737159244e-07,0.0,0.0,0.0
1604,9.088835132128484e-07,0.0,0.0,0.0
1605,8.646495968735377e-07,0.0,0.0,0.0
1606,1.104889926344705e-06,0.0,0.0,0.0
1607,9.983838416311691e-07,0.0,0.0,0.0
1608,9.983838416311691e-07,0.0,0.0,0.0
1609,5.807809689680912e-07,0.0,0.0,0.0
1610,5.807809689680912e-07,0.0,0.0,0.0
1611,2.4024032947116733e-07,0.0,0.0,0.0
1612,2.4024032947116733e-07,0.0,0.0,0.0
1613,1.598104810390006e-07,0.0,0.0,0.0
1614,8.190299760307036e-07,0.0,0.0,0.0
1615,8.190299760307036e-07,0.0,0.0,0.0
1616,8.190299760307036e-07,0.0,0.0,0.0
1617,8.190299760307036e-07,0.0,0.0,0.0
1618,1.5083699216640006e-06,0.0,0.0,0.0
1619,1.5083699216640006e-06,0.0,0.0,0.0
1620,1.4492983544706867e-06,0.0,0.0,0.0
1621,7.900788594789836e-07,0.0,0.0,0.0
1622,7.900788594789836e-07,0.0,0.0,0.0
1623,7.900788594789836e-07,0.0,0.0,0.0
1624,7.900788594789836e-07,0.0,0.0,0.0
1625,1.0073891384568664e-07,0.0,0.0,0.0
1626,1.0073891384568664e-07,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,3.301173754672553e-07,0.0,0.0,0.0
1630,3.301173754672553e-07,0.0,0.0,0.0
1631,3.867973613783501e-07,0.0,0.0,0.0
1632,1.4863109722032926e-06,0.0,0.0,0.0
1633,1.4863109722032926e-06,0.0,0.0,0.0
1634,1.4863109722032926e-06,0.0,0.0,0.0
1635,1.4863109722032926e-06,0.0,0.0,0.0
1636,1.1561935967360374e-06,0.0,0.0,0.0
1637,1.1561935967360374e-06,0.0,0.0,0.0
1638,1.1668486479265994e-06,0.0,0.0,0.0
1639,6.733503710165678e-08,0.0,0.0,0.0
1640,6.733503710165678e-08,0.0,0.0,0.0
1641,6.733503710165678e-08,0.0,0.0,0.0
1642,1.7528487156986167e-07,0.0,0.0,0.0
1643,1.7528487156986167e-07,0.0,0.0,0.0
1644,1.7528487156986167e-07,0.0,0.0,0.0
1645,1.5706666545156622e-07,0.0,0.0,0.0
1646,3.5854348620237684e-07,0.0,0.0,0.0
1647,3.5854348620237684e-07,0.0,0.0,0.0
1648,3.5854348620237684e-07,0.0,0.0,0.0
1649,2.5059365173417193e-07,0.0,0.0,0.0
1650,2.5059365173417193e-07,0.0,0.0,0.0
1651,2.5059365173417193e-07,0.0,0.0,0.0
1652,3.6849100329813413e-07,0.0,0.0,0.0
1653,1.6701418254732354e-07,0.0,0.0,0.0
1654,5.818460522277746e-07,0.0,0.0,0.0
1655,6.399490968890729e-07,0.0,0.0,0.0
1656,6.399490968890729e-07,0.0,0.0,0.0
1657,6.677535294232127e-07,0.0,0.0,0.0
1658,7.213691637681612e-07,0.0,0.0,0.0
1659,6.50856534889499e-07,0.0,0.0,0.0
1660,7.310313350217257e-07,0.0,0.0,0.0
1661,3.161994653412746e-07,0.0,0.0,0.0
1662,2.580964206799763e-07,0.0,0.0,0.0
1663,3.894863778798806e-07,0.0,0.0,0.0
1664,3.616819453457408e-07,0.0,0.0,0.0
1665,3.521579279614733e-07,0.0,0.0,0.0
1666,7.749855472281655e-07,0.0,0.0,0.0
1667,7.597153788602944e-07,0.0,0.0,0.0
1668,9.78481466518133e-07,0.0,0.0,0.0
1669,1.0084355588040644e-06,0.0,0.0,0.0
1670,9.543439379707967e-07,0.0,0.0,0.0
1671,1.1890051021217524e-06,0.0,0.0,0.0
1672,1.1449134851610715e-06,0.0,0.0,0.0
1673,6.998129253231257e-07,0.0,0.0,0.0
1674,7.650303907829376e-07,0.0,0.0,0.0
1675,7.178568007962635e-07,0.0,0.0,0.0
1676,1.2462073349135089e-06,0.0,0.0,0.0
1677,2.7138741448392726e-06,0.0,0.0,0.0
1678,2.499131552115484e-06,0.0,0.0,0.0
1679,2.522203321372477e-06,0.0,0.0,0.0
1680,2.4660766371198406e-06,0.0,0.0,0.0
1681,2.4254579297381236e-06,0.0,0.0,0.0
1682,2.3345095639472546e-06,0.0,0.0,0.0
1683,2.349952848947266e-06,0.0,0.0,0.0
1684,1.03876033920512e-06,0.0,0.0,0.0
1685,1.1602825834091033e-06,0.0,0.0,0.0
1686,1.385873681718814e-06,0.0,0.0,0.0
1687,1.3677717528740426e-06,0.0,0.0,0.0
1688,1.278268363031592e-06,0.0,0.0,0.0
1689,1.260766570762176e-06,0.0,0.0,0.0
1690,8.324106935171065e-07,0.0,0.0,0.0
1691,5.986380569668524e-07,0.0,0.0,0.0
1692,4.5719724133570186e-07,0.0,0.0,0.0
1693,2.085343737689982e-07,0.0,0.0,0.0
1694,2.085343737689982e-07,0.0,0.0,0.0
1695,2.085343737689982e-07,0.0,0.0,0.0
1696,1.4539203415811892e-07,0.0,0.0,0.0
1697,2.130651637344272e-07,0.0,0.0,0.0
1698,3.064065968568944e-07,0.0,0.0,0.0
1699,3.064065968568944e-07,0.0,0.0,0.0
1700,3.324023022547148e-07,0.0,0.0,0.0
1701,4.0973637689083784e-07,0.0,0.0,0.0
1702,4.3370669646135086e-07,0.0,0.0,0.0
1703,4.447479063125164e-07,0.0,0.0,0.0
1704,2.403445092470845e-07,0.0,0.0,0.0
1705,3.7594819600274475e-07,0.0,0.0,0.0
1706,6.196066176958734e-07,0.0,0.0,0.0
1707,9.095746987343643e-07,0.0,0.0,0.0
1708,9.094075628419367e-07,0.0,0.0,0.0
1709,1.1740376472906583e-06,0.0,0.0,0.0
1710,1.2490715519675177e-06,0.0,0.0,0.0
1711,1.2501021140159146e-06,0.0,0.0,0.0
1712,1.0211569941377872e-06,0.0,0.0,0.0
1713,7.991346028087978e-07,0.0,0.0,0.0
1714,4.927424269242562e-07,0.0,0.0,0.0
1715,4.835096102543243e-07,0.0,0.0,0.0
1716,4.074282021601253e-07,0.0,0.0,0.0
1717,3.901257394594333e-07,0.0,0.0,0.0
1718,1.0152574643841814e-06,0.0,0.0,0.0
1719,1.061351561304491e-06,0.0,0.0,0.0
1720,1.3568550341704264e-06,0.0,0.0,0.0
1721,1.4436440624519622e-06,0.0,0.0,0.0
1722,1.6693582348839949e-06,0.0,0.0,0.0
1723,1.5494668811503028e-06,0.0,0.0,0.0
1724,1.5804998635563346e-06,0.0,0.0,0.0
1725,1.0486171545055965e-06,0.0,0.0,0.0
1726,1.1302730220969742e-06,0.0,0.0,0.0
1727,1.0457858528362912e-06,0.0,0.0,0.0
1728,1.3576374889063508e-06,0.0,0.0,0.0
1729,1.4208198909467943e-06,0.0,0.0,0.0
1730,1.5245899638622568e-06,0.0,0.0,0.0
1731,1.7173873873486758e-06,0.0,0.0,0.0
1732,1.7333579925044823e-06,0.0,0.0,0.0
1733,1.8023015724923295e-06,0.0,0.0,0.0
1734,1.8380592824282109e-06,0.0,0.0,0.0
1735,1.6367886408780968e-06,0.0,0.0,0.0
1736,1.456352346654707e-06,0.0,0.0,0.0
1737,1.6683306804614922e-06,0.0,0.0,0.0
1738,1.7931056553217267e-06,0.0,0.0,0.0
1739,1.9617452673108867e-06,0.0,0.0,0.0
1740,2.0271064775962647e-06,0.0,0.0,0.0
1741,1.841875343546105e-06,0.0,0.0,0.0
1742,2.2152746136531017e-06,0.0,0.0,0.0
1743,2.42413596294812e-06,0.0,0.0,0.0
1744,2.6005518196013455e-06,0.0,0.0,0.0
1745,2.9784323812366764e-06,0.0,0.0,0.0
1746,3.442555388184181e-06,0.0,0.0,0.0
1747,3.7586227595706338e-06,0.0,0.0,0.0
1748,4.727326313513913e-06,0.0,0.0,0.0
1749,4.810993004866759e-06,0.0,0.0,0.0
1750,5.586890698136163e-06,0.0,0.0,0.0
1751,6.21203675369283e-06,0.0,0.0,0.0
1752,6.917735325779566e-06,0.0,0.0,0.0
1753,7.433457605137457e-06,0.0,0.0,0.0
1754,8.80092745449344e-06,0.0,0.0,0.0
1755,9.483033539124466e-06,0.0,0.0,0.0
1756,1.088314586793006e-05,0.0,0.0,0.0
1757,1.3269560960387544e-05,0.0,0.0,0.0
1758,1.4321944815622243e-05,0.0,0.0,0.0
1759,1.4748240053969702e-05,0.0,0.0,0.0
1760,1.507766345249755e-05,0.0,0.0,0.0
1761,1.438662794888452e-05,0.0,0.0,0.0
1762,1.4087820740574638e-05,0.0,0.0,0.0
1763,1.4266253596620767e-05,0.0,0.0,0.0
1764,1.2669296795918075e-05,0.0,0.0,0.0
1765,1.2679426747906422e-05,0.0,0.0,0.0
1766,1.2575138238649483e-05,0.0,0.0,0.0
1767,1.3266196349702244e-05,0.0,0.0,0.0
1768,1.3781900114346562e-05,0.0,0.0,0.0
1769,1.389726496979295e-05,0.0,0.0,0.0
1770,1.3617981754318212e-05,0.0,0.0,0.0
1771,1.367081196284354e-05,0.0,0.0,0.0
1772,1.32884308966043e-05,0.0,0.0,0.0
1773,1.3313242951491183e-05,0.0,0.0,0.0
1774,1.3633688597890017e-05,0.0,0.0,0.0
1775,1.4688566287596977e-05,0.0,0.0,0.0
1776,1.5096350840134879e-05,0.0,0.0,0.0
1777,1.638962554092619e-05,0.0,0.0,0.0
1778,1.6499852790730074e-05,0.0,0.0,0.0
1779,1.754547403314583e-05,0.0,0.0,0.0
1780,1.7356191165163182e-05,0.0,0.0,0.0
1781,1.7572654542163946e-05,0.0,0.0,0.0
1782,1.7121463575417044e-05,0.0,0.0,0.0
1783,1.702676425858434e-05,0.0,0.0,0.0
1784,1.6047217936180198e-05,0.0,0.0,0.0
1785,1.5899567448026835e-05,0.0,0.0,0.0
1786,1.5201839752470342e-05,0.0,0.0,0.0
1787,1.5870247287758893e-05,0.0,0.0,0.0
1788,1.592771384041823e-05,0.0,0.0,0.0
1789,1.654017562811662e-05,0.0,0.0,0.0
1790,1.6958056091555462e-05,0.0,0.0,0.0
1791,1.7123396251658312e-05,0.0,0.0,0.0
1792,1.8082625891630804e-05,0.0,0.0,0.0
1793,1.8624258050944525e-05,9.860221210950775e-10,0.0,0.0
1794,1.9253390616670784e-05,9.860221210950775e-10,0.0,0.0
1795,1.8615046168893707e-05,9.860221210950775e-10,0.0,0.0
1796,1.836977259829707e-05,9.860221210950775e-10,0.0,0.0
1797,1.9043066848618245e-05,9.860221210950775e-10,0.0,0.0
1798,1.9176908348786776e-05,9.860221210950775e-10,0.0,0.0
1799,1.949221119243053e-05,9.860221210950775e-10,0.0,0.0
1800,1.9061157477803397e-05,0.0,0.0,4.116639093102289e-10
1801,1.8769509811785872e-05,0.0,0.0,4.116639093102289e-10
1802,1.8911995409455684e-05,0.0,0.0,4.116639093102289e-10
1803,1.9035722029262354e-05,0.0,0.0,4.116639093102289e-10
1804,1.8410183007030616e-05,0.0,0.0,4.116639093102289e-10
1805,1.820797504998544e-05,0.0,0.0,6.713414110340718e-10
1806,1.706038697843074e-05,0.0,0.0,6.713414110340718e-10
1807,1.7225218860923114e-05,0.0,2.092212276443612e-10,2.5967750172384285e-10
1808,1.7217848315859946e-05,0.0,2.092212276443612e-10,2.5967750172384285e-10
1809,1.738466419608033e-05,1.809248148124506e-10,2.092212276443612e-10,2.5967750172384285e-10
1810,1.6588030770695434e-05,1.809248148124506e-10,2.092212276443612e-10,2.5967750172384285e-10
1811,1.658525863084443e-05,1.809248148124506e-10,2.092212276443612e-10,2.5967750172384285e-10
1812,1.6722975358009406e-05,1.809248148124506e-10,2.092212276443612e-10,0.0
1813,1.6793852539974197e-05,3.7490421878061397e-10,2.092212276443612e-10,0.0
1814,1.6913141605203107e-05,3.7490421878061397e-10,0.0,2.0895813650818289e-10
1815,1.6855800562812613e-05,3.7490421878061397e-10,0.0,4.0209884628288657e-10
1816,1.739841133842544e-05,3.8415212281047873e-10,0.0,4.0209884628288657e-10
1817,1.9966334288515748e-05,3.8415212281047873e-10,0.0,4.0209884628288657e-10
1818,2.1964426585847313e-05,3.8415212281047873e-10,0.0,4.0209884628288657e-10
1819,2.3060327683716813e-05,3.8415212281047873e-10,0.0,5.523962874422393e-10
1820,2.4254926496983637e-05,1.901727188423154e-10,0.0,8.471901592953048e-10
1821,2.5679563675242078e-05,1.901727188423154e-10,0.0,6.382320227871219e-10
1822,2.642057708206786e-05,4.3971052196159887e-10,0.0,6.946291161317017e-10
1823,2.645721542648971e-05,2.4953780311928343e-10,0.0,8.350918845323463e-10
1824,2.5587422507149832e-05,2.4953780311928343e-10,0.0,1.103331917892295e-09
1825,2.4546895344558705e-05,2.4953780311928343e-10,0.0,1.103331917892295e-09
1826,2.4118495275615714e-05,2.4953780311928343e-10,2.3699648592818383e-10,1.190030962661126e-09
1827,2.391798391597279e-05,2.4953780311928343e-10,2.3699648592818383e-10,8.952370908080606e-10
1828,2.3465803678845987e-05,2.4953780311928343e-10,2.3699648592818383e-10,1.0055663999887697e-09
1829,2.325281353218348e-05,7.027427845989515e-11,2.3699648592818383e-10,8.263028753293814e-10
1830,2.3454487485910897e-05,7.027427845989515e-11,2.3699648592818383e-10,6.858401069287368e-10
1831,2.3191465515992604e-05,7.027427845989515e-11,2.3699648592818383e-10,4.1760007356878807e-10
1832,2.303264591319021e-05,7.027427845989515e-11,2.3699648592818383e-10,4.1760007356878807e-10
1833,2.2702090843397726e-05,7.027427845989515e-11,0.0,1.8060358764060425e-10
1834,2.242219878618406e-05,7.027427845989515e-11,0.0,1.8060358764060425e-10
1835,2.1774548388618443e-05,7.027427845989515e-11,0.0,7.027427845989515e-11
1836,2.163015778933186e-05,0.0,0.0,0.0
1837,2.1162982323273483e-05,0.0,0.0,7.744141042717193e-11
1838,2.0596050100201474e-05,0.0,0.0,1.5376715773689805e-10
1839,2.094447907958446e-05,0.0,0.0,3.811114598509643e-10
1840,2.0986478765345445e-05,0.0,0.0,3.811114598509643e-10
1841,2.1020701231983757e-05,0.0,0.0,3.811114598509643e-10
1842,2.112139632767399e-05,0.0,0.0,3.811114598509643e-10
1843,2.094363039109989e-05,0.0,0.0,3.811114598509643e-10
1844,2.0637527216292385e-05,0.0,0.0,3.704529064460108e-10
1845,2.0337637969143024e-05,0.0,0.0,3.608659244440966e-10
1846,1.937391425599344e-05,0.0,0.0,1.9874212196592722e-10
1847,1.9132466279968086e-05,0.0,0.0,2.593475870568288e-10
1848,1.8596004727961762e-05,0.0,0.0,2.593475870568288e-10
1849,1.818236212004974e-05,0.0,0.0,3.1308712368703443e-10
1850,1.7828499819318366e-05,0.0,0.0,3.1308712368703443e-10
1851,1.7697577797142522e-05,0.0,0.0,2.927328617603158e-10
1852,1.741930516020927e-05,0.0,0.0,2.259940964525039e-10
1853,1.7122822360501493e-05,0.0,0.0,1.60773596816607e-10
1854,1.6765208783908747e-05,5.05018606298892e-11,0.0,2.0117185298548383e-10
1855,1.646044867292013e-05,1.0300360960994023e-10,0.0,2.5367360196553486e-10
1856,1.6039003120178158e-05,1.0300360960994023e-10,0.0,2.993316745263692e-10
1857,1.5742534742457792e-05,1.5113783637308942e-10,0.0,2.993316745263692e-10
1858,1.4979934998596686e-05,1.5113783637308942e-10,0.0,2.529030794308694e-10
1859,1.4398759179000211e-05,1.5113783637308942e-10,0.0,3.1383246794953427e-10
1860,1.3858638729808653e-05,1.5113783637308942e-10,0.0,3.1383246794953427e-10
1861,1.3253645582673406e-05,1.0063597574320023e-10,0.0,2.128287466897559e-10
1862,1.2835658708354458e-05,4.8134226763149204e-11,0.0,2.1604526897637096e-10
1863,1.20875865832204e-05,4.8134226763149204e-11,0.0,1.1664765978533102e-10
1864,1.1570250795297657e-05,0.0,0.0,1.1664765978533102e-10
1865,1.1566366213498571e-05,0.0,0.0,3.3778042267990875e-10
1866,1.1315699339320417e-05,0.0,0.0,3.2109065406515924e-10
1867,1.1162873566458334e-05,0.0,0.0,3.2109065406515924e-10
1868,1.132643488485233e-05,0.0,0.0,3.2109065406515924e-10
1869,1.0968041611444537e-05,0.0,0.0,3.0495826895484054e-10
1870,1.0859639587579295e-05,0.0,0.0,3.8943118967666683e-10
1871,1.053667321165059e-05,0.0,0.0,4.300072520280196e-10
1872,1.0392983053212187e-05,0.0,0.0,2.0887448913344186e-10
1873,1.01387367976713e-05,0.0,0.0,1.6463486922952646e-10
1874,9.99960723545103e-06,0.0,0.0,1.6463486922952646e-10
1875,9.22434881951111e-06,0.0,0.0,1.6463486922952646e-10
1876,9.184949898813752e-06,0.0,0.0,1.633809674851859e-10
1877,9.199217661911721e-06,0.0,3.4951672508601714e-11,1.1385971927196132e-10
1878,9.059229796548607e-06,0.0,3.4951672508601714e-11,1.821397397984624e-10
1879,8.710061268045268e-06,3.4913813903461997e-11,3.4951672508601714e-11,2.1705355370192437e-10
1880,8.794450682866487e-06,3.4913813903461997e-11,3.4951672508601714e-11,2.499402371577578e-10
1881,8.522152256773552e-06,3.4913813903461997e-11,3.4951672508601714e-11,3.130714279090238e-10
1882,8.600240757264796e-06,3.4913813903461997e-11,3.4951672508601714e-11,3.130714279090238e-10
1883,8.377372458718518e-06,3.4913813903461997e-11,3.4951672508601714e-11,3.389846994375897e-10
1884,7.947618217128496e-06,3.4913813903461997e-11,0.0,3.04033026928988e-10
1885,7.697118689975468e-06,6.39370917321358e-11,0.0,3.693166149882592e-10
1886,7.577654611980376e-06,2.90232778286738e-11,0.0,3.3440280108479724e-10
1887,7.291347758707291e-06,2.90232778286738e-11,0.0,3.015161176289638e-10
1888,7.245549893143886e-06,2.90232778286738e-11,0.0,2.3838492687769785e-10
1889,7.309735143020849e-06,2.90232778286738e-11,0.0,2.3838492687769785e-10
1890,7.807204058605879e-06,2.90232778286738e-11,0.0,1.7413967093712505e-10
1891,7.987139464863244e-06,2.90232778286738e-11,0.0,2.509548283465993e-10
1892,8.137152820251816e-06,0.0,0.0,9.928673954424333e-11
1893,8.24365335055128e-06,0.0,0.0,1.223484131467651e-10
1894,8.139070879613947e-06,2.2091772855503677e-11,0.0,1.223484131467651e-10
1895,8.118250207189703e-06,2.2091772855503677e-11,0.0,1.4351962079090745e-10
1896,8.242646085169067e-06,2.2091772855503677e-11,0.0,1.4351962079090745e-10
1897,7.984329840837745e-06,4.066852806897511e-11,0.0,1.6209637600437888e-10
1898,8.085771891533763e-06,4.066852806897511e-11,0.0,1.0331938677626035e-10
1899,8.175370632151108e-06,4.066852806897511e-11,0.0,9.906171121493962e-11
1900,8.019686577296983e-06,4.066852806897511e-11,0.0,7.600003761241782e-11
1901,8.114965372182528e-06,3.5713442124242685e-11,0.0,7.600003761241782e-11
1902,7.979847396200057e-06,1.0458660326673197e-10,0.0,5.4828829968275474e-11
1903,7.538920986657363e-06,1.8428232947556974e-10,0.0,8.670711965879413e-11
1904,7.1483556374524985e-06,1.8155931420991778e-10,0.0,6.81303644453227e-11
1905,6.766316411293312e-06,1.9680617651436043e-10,3.0493724608885284e-11,5.0092196263966975e-11
1906,6.530514513412657e-06,1.9680617651436043e-10,4.600871073012769e-11,4.739327581176107e-11
1907,6.476013173336728e-06,1.9680617651436043e-10,4.600871073012769e-11,6.204344974288948e-11
1908,6.6207330746692605e-06,1.796694896035892e-10,4.600871073012769e-11,1.169412661943576e-10
1909,6.75696147871869e-06,1.107963284610999e-10,4.600871073012769e-11,1.445032843383487e-10
1910,6.889832288184802e-06,3.1100602252262124e-11,4.600871073012769e-11,1.1262499464783003e-10
1911,7.024184859411824e-06,1.5246862304442642e-11,4.600871073012769e-11,1.8251465220117272e-10
1912,7.212756697429411e-06,2.8828215608329392e-11,2.99290939254071e-11,1.9692876000533743e-10
1913,7.258986443048343e-06,4.3126134607884836e-11,7.160578380238647e-11,2.1000961188320589e-10
1914,7.30711800705259e-06,4.3126134607884836e-11,1.1545525151003742e-10,2.0997592751838467e-10
1915,7.037021012885296e-06,5.906485717188659e-11,1.4733269663804093e-10,2.0289427875892178e-10
1916,7.096621435006714e-06,8.916858224017332e-11,1.623845591721843e-10,1.9038412314907405e-10
1917,7.148905167144091e-06,1.1710005088610183e-10,1.623845591721843e-10,1.9038412314907405e-10
1918,7.24729683757427e-06,1.3148028994912154e-10,1.76764798235204e-10,1.6363518278479054e-10
1919,7.461529678818936e-06,1.0265207434079215e-10,1.9076218382707566e-10,2.628670485647712e-10
1920,7.702905609871128e-06,1.1155581022429369e-10,2.495787822441388e-10,2.574728654487173e-10
1921,8.083508289148864e-06,1.1155581022429369e-10,2.0572931453648787e-10,2.990795924410047e-10
1922,8.58311977935955e-06,9.561708766029194e-11,2.4630575357065254e-10,2.5126342474899946e-10
1923,8.797869408486544e-06,1.1462025178194629e-10,2.8036078022645027e-10,2.8531845140479714e-10
1924,9.227372174791526e-06,8.668878313601778e-11,3.536253730316931e-10,4.074261007934256e-10
1925,9.570362116002279e-06,7.230854407299806e-11,3.622503091144884e-10,4.1029573389599657e-10
1926,9.834511209711699e-06,7.230854407299806e-11,3.567617788492937e-10,3.1957272344269276e-10
1927,1.0088529182082442e-05,1.4006040375110932e-10,2.4075350443400877e-10,3.418478258402199e-10
1928,1.0197935418026255e-05,1.4006040375110932e-10,2.4075350443400877e-10,4.681005008214509e-10
1929,1.0216297466415978e-05,1.4006040375110932e-10,1.6829962027184057e-10,5.692436898836156e-10
1930,1.014020810024314e-05,9.095351456116824e-11,1.7364751700047317e-10,5.201368006936744e-10
1931,9.887834884076646e-06,1.1718652437320287e-10,1.0038292419523032e-10,4.5049517092911525e-10
1932,9.794772137995875e-06,1.1718652437320287e-10,7.737774904941525e-11,4.7541455891079e-10
1933,9.566083203286066e-06,1.1718652437320287e-10,5.4454785918573685e-11,4.988259131152465e-10
1934,9.443604929921484e-06,2.6233009812034627e-11,7.692266070145694e-11,5.881564005668796e-10
1935,9.274296254651354e-06,2.6233009812034627e-11,1.4358965802089126e-10,4.2790284212771267e-10
1936,9.162668512934552e-06,4.7170442155472105e-11,1.4358965802089126e-10,3.895719481133193e-10
1937,9.248340964924345e-06,6.961285912789248e-11,8.913487210231758e-11,4.793416160030008e-10
1938,9.366003333915224e-06,4.337984931585786e-11,1.3263937369080636e-10,4.703800979674203e-10
1939,9.387384385003575e-06,6.827387464904331e-11,1.575333990239918e-10,3.994503596941154e-10
1940,9.538393117379331e-06,6.827387464904331e-11,1.833266613912191e-10,4.04702567093272e-10
1941,9.602129856440505e-06,1.5100958182325185e-10,1.6085878660833585e-10,3.526310295352632e-10
1942,9.62593445105345e-06,1.7591762768720542e-10,1.4400788101680869e-10,4.798569755834084e-10
1943,9.774524707089377e-06,1.978868457985783e-10,1.4400788101680869e-10,5.457646358651504e-10
1944,9.875873989325815e-06,1.9441575135495778e-10,1.4400788101680869e-10,5.318802580906684e-10
1945,1.0104273185009203e-05,3.258016931636679e-10,1.0050337942831992e-10,5.446840161444604e-10
1946,1.0128447684110142e-05,3.340038761440971e-10,9.21574582519418e-11,6.108764327716898e-10
1947,1.0094721281867741e-05,3.671178282006947e-10,6.63641958847145e-11,6.420747901612702e-10
1948,1.0128849290984882e-05,2.8438212102648615e-10,8.346419587214525e-11,6.619390829116461e-10
1949,1.014684962033893e-05,2.5947407516253255e-10,5.0654266495594615e-11,5.63509290816912e-10
