ngram,season,seasn,seaon,seaon
1644,2.4876172184511753e-05,0.0,0.0,0.0
1645,2.5251770109337356e-05,0.0,0.0,0.0
1646,2.5758614875875147e-05,0.0,0.0,0.0
1647,2.9646662629342506e-05,0.0,0.0,0.0
1648,2.936143235794069e-05,0.0,0.0,0.0
1649,2.550661910000989e-05,0.0,0.0,0.0
1650,3.5448427297524177e-05,0.0,0.0,0.0
1651,3.384597247142145e-05,0.0,0.0,0.0
1652,3.4943310830775385e-05,0.0,0.0,0.0
1653,3.3701253934330975e-05,0.0,0.0,0.0
1654,2.965442893452876e-05,0.0,0.0,0.0
1655,3.259440719765345e-05,0.0,0.0,0.0
1656,3.2125708068113977e-05,0.0,0.0,0.0
1657,2.3095711705017103e-05,0.0,0.0,0.0
1658,2.553542110815345e-05,0.0,0.0,0.0
1659,2.5434151211811695e-05,0.0,0.0,0.0
1660,2.364573720115004e-05,0.0,0.0,0.0
1661,2.3439251760594614e-05,0.0,0.0,0.0
1662,1.9479760469818886e-05,0.0,0.0,0.0
1663,1.9663236344058532e-05,0.0,0.0,0.0
1664,2.0966340343875345e-05,0.0,0.0,0.0
1665,1.9769498326890505e-05,0.0,0.0,0.0
1666,2.016835229109607e-05,0.0,0.0,0.0
1667,2.099877994104255e-05,0.0,0.0,0.0
1668,2.2902340138638726e-05,0.0,0.0,0.0
1669,2.3796472565404008e-05,0.0,0.0,0.0
1670,2.7070306844377357e-05,0.0,3.864916818331819e-08,3.864916818331819e-08
1671,2.7320364876816582e-05,0.0,3.864916818331819e-08,3.864916818331819e-08
1672,2.674416022533218e-05,0.0,3.864916818331819e-08,3.864916818331819e-08
1673,2.5246551428738583e-05,0.0,3.864916818331819e-08,3.864916818331819e-08
1674,2.6423515789377105e-05,0.0,3.864916818331819e-08,3.864916818331819e-08
1675,2.3551367511182824e-05,0.0,3.864916818331819e-08,3.864916818331819e-08
1676,2.6222728592983913e-05,0.0,3.864916818331819e-08,3.864916818331819e-08
1677,2.2991739440060754e-05,0.0,0.0,0.0
1678,2.1373246064675705e-05,0.0,0.0,0.0
1679,2.069596692828262e-05,0.0,0.0,0.0
1680,1.9990206185736626e-05,0.0,0.0,0.0
1681,3.069985996262403e-05,0.0,0.0,0.0
1682,3.1185340828544993e-05,0.0,0.0,0.0
1683,2.8456778766537483e-05,0.0,0.0,0.0
1684,2.8495846631163397e-05,0.0,0.0,0.0
1685,2.6100924255193343e-05,0.0,0.0,0.0
1686,2.7832738071863006e-05,0.0,0.0,0.0
1687,2.897273264222479e-05,0.0,0.0,0.0
1688,1.6888586547533384e-05,0.0,0.0,0.0
1689,1.6728317340104176e-05,0.0,0.0,0.0
1690,1.615466577017547e-05,0.0,0.0,0.0
1691,1.6198280718526803e-05,0.0,0.0,0.0
1692,1.7399504031345714e-05,0.0,0.0,0.0
1693,1.4241326620581926e-05,0.0,0.0,0.0
1694,1.2475710653753985e-05,0.0,0.0,0.0
1695,1.3340675715361222e-05,0.0,0.0,0.0
1696,1.4327200070900809e-05,0.0,0.0,0.0
1697,1.7263853481251446e-05,0.0,0.0,0.0
1698,1.8137126906887196e-05,0.0,0.0,0.0
1699,1.725036580475197e-05,0.0,0.0,0.0
1700,2.115959224673653e-05,0.0,0.0,0.0
1701,2.1379349943474934e-05,0.0,0.0,0.0
1702,1.9536430954758544e-05,0.0,0.0,0.0
1703,1.8579737895509296e-05,0.0,0.0,0.0
1704,1.6008404340287336e-05,0.0,0.0,0.0
1705,1.541221523179307e-05,0.0,0.0,0.0
1706,1.5854282147691784e-05,0.0,1.1075382896511395e-08,1.1075382896511395e-08
1707,1.2581886949192267e-05,0.0,1.1075382896511395e-08,1.1075382896511395e-08
1708,1.1970771018760778e-05,0.0,1.1075382896511395e-08,1.1075382896511395e-08
1709,1.2636331705704964e-05,0.0,1.1075382896511395e-08,1.1075382896511395e-08
1710,1.2201237106117852e-05,0.0,1.1075382896511395e-08,1.1075382896511395e-08
1711,1.1475830238591048e-05,0.0,1.1075382896511395e-08,1.1075382896511395e-08
1712,1.0482537423480867e-05,0.0,1.1075382896511395e-08,1.1075382896511395e-08
1713,1.1316330853462984e-05,0.0,0.0,0.0
1714,1.2139086785672199e-05,0.0,0.0,0.0
1715,1.2376345953920723e-05,0.0,0.0,0.0
1716,1.215249540109653e-05,0.0,0.0,0.0
1717,1.1899987709641988e-05,0.0,0.0,0.0
1718,1.2135852297693159e-05,0.0,0.0,0.0
1719,1.1960561096202582e-05,0.0,0.0,0.0
1720,1.039572595930492e-05,0.0,0.0,0.0
1721,9.325281618138043e-06,0.0,0.0,0.0
1722,1.0779807260925217e-05,0.0,0.0,0.0
1723,1.0901332253914526e-05,0.0,0.0,0.0
1724,1.1335708872398495e-05,0.0,0.0,0.0
1725,1.1076811720808369e-05,0.0,0.0,0.0
1726,1.3029178002657968e-05,0.0,0.0,0.0
1727,1.334238095296314e-05,0.0,0.0,0.0
1728,1.3978502075977823e-05,0.0,0.0,0.0
1729,1.3549048552314552e-05,0.0,0.0,0.0
1730,1.3200354390262095e-05,0.0,0.0,0.0
1731,1.2638686062668317e-05,0.0,0.0,0.0
1732,1.4404368292681674e-05,0.0,0.0,0.0
1733,1.3630993245377404e-05,0.0,0.0,0.0
1734,1.8312237183896025e-05,0.0,0.0,0.0
1735,1.79986030031744e-05,0.0,0.0,0.0
1736,1.881035482905905e-05,0.0,0.0,0.0
1737,1.9489998391821117e-05,0.0,0.0,0.0
1738,1.9475096321132567e-05,0.0,0.0,0.0
1739,1.80394446423244e-05,0.0,0.0,0.0
1740,1.697164628110061e-05,0.0,0.0,0.0
1741,1.33642875620613e-05,0.0,0.0,0.0
1742,1.4780658602830954e-05,0.0,0.0,0.0
1743,1.3928300696924062e-05,0.0,0.0,0.0
1744,1.4190730975574947e-05,0.0,4.464060359461135e-09,4.464060359461135e-09
1745,1.5753479471771114e-05,0.0,4.464060359461135e-09,4.464060359461135e-09
1746,1.8008541441564114e-05,4.977977141606971e-09,4.464060359461135e-09,4.464060359461135e-09
1747,1.990664376145495e-05,4.977977141606971e-09,4.464060359461135e-09,4.464060359461135e-09
1748,2.0007368740542525e-05,4.977977141606971e-09,4.464060359461135e-09,4.464060359461135e-09
1749,1.965069973916148e-05,4.977977141606971e-09,4.464060359461135e-09,4.464060359461135e-09
1750,2.152207785651886e-05,4.977977141606971e-09,4.464060359461135e-09,4.464060359461135e-09
1751,2.3215099905168506e-05,4.977977141606971e-09,3.569138635433384e-09,3.569138635433384e-09
1752,2.4137408347866896e-05,4.977977141606971e-09,3.569138635433384e-09,3.569138635433384e-09
1753,2.462093730823004e-05,0.0,3.569138635433384e-09,3.569138635433384e-09
1754,2.6367819892974304e-05,0.0,3.569138635433384e-09,3.569138635433384e-09
1755,2.997587580466643e-05,0.0,3.569138635433384e-09,3.569138635433384e-09
1756,3.342080110866975e-05,0.0,3.569138635433384e-09,3.569138635433384e-09
1757,3.598574377455017e-05,0.0,3.569138635433384e-09,3.569138635433384e-09
1758,3.584605084532606e-05,0.0,0.0,0.0
1759,3.615014429669827e-05,0.0,0.0,0.0
1760,3.5371854080169995e-05,0.0,0.0,0.0
1761,3.723222497293526e-05,0.0,0.0,0.0
1762,3.6893353483589764e-05,0.0,0.0,0.0
1763,3.590988308133092e-05,2.8386745652499356e-09,0.0,0.0
1764,3.641954156462036e-05,2.8386745652499356e-09,0.0,0.0
1765,3.792449336158045e-05,2.8386745652499356e-09,0.0,0.0
1766,4.1324238087067246e-05,2.8386745652499356e-09,0.0,0.0
1767,4.4082344434822775e-05,2.8386745652499356e-09,0.0,0.0
1768,4.4836808228865266e-05,2.8386745652499356e-09,0.0,0.0
1769,4.588928485255954e-05,5.884934190752184e-09,0.0,0.0
1770,4.704613145025048e-05,3.046259625502249e-09,0.0,0.0
1771,4.555911332967558e-05,3.046259625502249e-09,0.0,0.0
1772,4.710829775181732e-05,3.046259625502249e-09,0.0,0.0
1773,4.796754157203915e-05,3.046259625502249e-09,0.0,0.0
1774,4.99683701491449e-05,3.046259625502249e-09,0.0,0.0
1775,4.941702718497254e-05,3.046259625502249e-09,0.0,0.0
1776,4.959857791878416e-05,0.0,0.0,0.0
1777,5.0544388484143254e-05,0.0,0.0,0.0
1778,5.178948725058165e-05,0.0,0.0,0.0
1779,4.9951817345572636e-05,0.0,0.0,0.0
1780,4.7118535543891736e-05,0.0,0.0,0.0
1781,4.4544953457911364e-05,0.0,0.0,0.0
1782,4.4623774426457074e-05,0.0,0.0,0.0
1783,4.454726045618632e-05,0.0,0.0,0.0
1784,4.402130642639739e-05,0.0,0.0,0.0
1785,4.4719991689947036e-05,1.6181223979775235e-09,0.0,0.0
1786,4.5804119768685526e-05,1.6181223979775235e-09,0.0,0.0
1787,4.797144928098922e-05,1.6181223979775235e-09,0.0,0.0
1788,4.9674426658644476e-05,2.924674470859502e-09,0.0,0.0
1789,5.1630881768817615e-05,2.924674470859502e-09,0.0,0.0
1790,5.248318016778545e-05,2.924674470859502e-09,0.0,0.0
1791,5.391992142124634e-05,4.0106407084294915e-09,0.0,0.0
1792,5.433844489743933e-05,2.392518310451968e-09,0.0,0.0
1793,5.654038094300111e-05,2.392518310451968e-09,0.0,0.0
1794,5.6588985379286374e-05,2.392518310451968e-09,0.0,0.0
1795,5.6311314048278814e-05,1.0859662375699892e-09,0.0,0.0
1796,5.641479687515779e-05,1.0859662375699892e-09,0.0,0.0
1797,5.878966476302594e-05,1.0859662375699892e-09,1.133847301762866e-09,1.133847301762866e-09
1798,6.124832465762406e-05,0.0,1.7125039798924847e-09,1.7125039798924847e-09
1799,6.320207155243094e-05,0.0,4.115582351106793e-09,4.115582351106793e-09
1800,6.311304397448631e-05,0.0,4.115582351106793e-09,4.115582351106793e-09
1801,6.548307854765361e-05,0.0,4.579922821942464e-09,4.579922821942464e-09
1802,6.908719868598772e-05,0.0,5.0140496199446716e-09,5.0140496199446716e-09
1803,6.937357102287933e-05,0.0,5.365049579201095e-09,5.365049579201095e-09
1804,7.073759687565533e-05,0.0,4.8413573784854085e-09,4.8413573784854085e-09
1805,6.995168639280434e-05,0.0,4.26270070035579e-09,4.26270070035579e-09
1806,6.947234630518193e-05,0.0,3.1523728706771082e-09,3.1523728706771082e-09
1807,7.061295244576675e-05,0.0,4.1984789930385855e-09,4.1984789930385855e-09
1808,6.917201036620619e-05,0.0,3.734138522202914e-09,3.734138522202914e-09
1809,6.619783432272795e-05,0.0,4.02371098345051e-09,4.02371098345051e-09
1810,6.630220273759082e-05,0.0,3.6727110241940863e-09,3.6727110241940863e-09
1811,6.396647274544063e-05,0.0,3.2969398639742006e-09,3.2969398639742006e-09
1812,6.393609562240141e-05,0.0,4.013064674219484e-09,4.013064674219484e-09
1813,6.181160590910752e-05,0.0,2.7203141326838575e-09,2.7203141326838575e-09
1814,6.125174383799146e-05,0.0,2.0921242833387463e-09,2.0921242833387463e-09
1815,6.207272027885275e-05,0.0,2.671546380942199e-09,2.671546380942199e-09
1816,6.309526621147857e-05,0.0,2.518365294079672e-09,2.518365294079672e-09
1817,6.286722210851232e-05,0.0,2.8610604361846624e-09,2.8610604361846624e-09
1818,6.243908813173351e-05,0.0,2.805711361654671e-09,2.805711361654671e-09
1819,6.272150130826049e-05,0.0,2.3901814337280923e-09,2.3901814337280923e-09
1820,6.475621921708807e-05,0.0,2.6849753055811577e-09,2.6849753055811577e-09
1821,6.620339575290148e-05,0.0,2.524167541650968e-09,2.524167541650968e-09
1822,6.592502489054044e-05,3.743067126090896e-10,2.0695143456071564e-09,2.0695143456071564e-09
1823,6.678028772252478e-05,3.743067126090896e-10,1.7799217100211706e-09,1.7799217100211706e-09
1824,6.706785019819758e-05,3.743067126090896e-10,1.9737066346360776e-09,1.9737066346360776e-09
1825,6.832223984279803e-05,3.743067126090896e-10,2.1745221734370546e-09,2.1745221734370546e-09
1826,6.85811454396961e-05,6.113031985372735e-10,2.5849167806235585e-09,2.5849167806235585e-09
1827,6.953051862572985e-05,6.113031985372735e-10,2.4992641210554366e-09,2.4992641210554366e-09
1828,6.969224341446534e-05,6.113031985372735e-10,2.683472848692097e-09,2.683472848692097e-09
1829,7.036537863314152e-05,2.3699648592818383e-10,3.0506239122120503e-09,3.0506239122120503e-09
1830,7.077138954108315e-05,2.3699648592818383e-10,3.1509165435547206e-09,3.1509165435547206e-09
1831,7.215982207396467e-05,2.3699648592818383e-10,2.8931204733493944e-09,2.8931204733493944e-09
1832,7.326026388909668e-05,2.3699648592818383e-10,3.109316264777411e-09,3.109316264777411e-09
1833,7.36317046435683e-05,0.0,2.728239824532709e-09,2.728239824532709e-09
1834,7.377014221024833e-05,0.0,2.8513393868223602e-09,2.8513393868223602e-09
1835,7.458879346294063e-05,0.0,2.912722571072176e-09,2.912722571072176e-09
1836,7.539759514786835e-05,0.0,3.17141436921377e-09,3.17141436921377e-09
1837,7.573375686271382e-05,0.0,3.5646103212018586e-09,3.5646103212018586e-09
1838,7.538185101501378e-05,0.0,4.0491837819242195e-09,4.0491837819242195e-09
1839,7.443473753353049e-05,0.0,3.832044776735139e-09,3.832044776735139e-09
1840,7.427281421509438e-05,0.0,3.880061541902283e-09,3.880061541902283e-09
1841,7.391422072292439e-05,0.0,3.6877759893424613e-09,3.6877759893424613e-09
1842,7.272442703002266e-05,1.216308799710321e-10,3.489152776227554e-09,3.489152776227554e-09
1843,7.237511869919087e-05,1.8720540990407082e-10,2.8041155429394037e-09,2.8041155429394037e-09
1844,7.300126370474962e-05,3.2077112394850767e-10,2.6975300088898687e-09,2.6975300088898687e-09
1845,7.294277124206669e-05,4.542486545641314e-10,2.7351377036260213e-09,2.7351377036260213e-09
1846,7.356574912721823e-05,4.542486545641314e-10,2.812774013705166e-09,2.812774013705166e-09
1847,7.395287788572855e-05,4.542486545641314e-10,2.9196879200047275e-09,2.9196879200047275e-09
1848,7.403379277093336e-05,4.542486545641314e-10,3.764110864271483e-09,3.764110864271483e-09
1849,7.449564769298636e-05,3.326177745930993e-10,3.889949949455383e-09,3.889949949455383e-09
1850,7.432438100555114e-05,2.670432446600606e-10,4.394014358715432e-09,4.394014358715432e-09
1851,7.35686844564043e-05,1.3347753061562376e-10,4.004757351136082e-09,4.004757351136082e-09
1852,7.406257334098752e-05,5.0561570803202876e-11,3.91175415868718e-09,3.91175415868718e-09
1853,7.369694919491719e-05,5.0561570803202876e-11,3.9860634158474434e-09,3.9860634158474434e-09
1854,7.381565644339259e-05,1.5156529206298127e-10,4.006238293488959e-09,4.006238293488959e-09
1855,7.42408841948158e-05,1.5156529206298127e-10,4.0193933578284e-09,4.0193933578284e-09
1856,7.423768901000065e-05,1.5156529206298127e-10,4.136163887581899e-09,4.136163887581899e-09
1857,7.437582722299599e-05,1.9969951882613047e-10,4.192269864589093e-09,4.192269864589093e-09
1858,7.427593664033338e-05,1.9969951882613047e-10,4.950561516281482e-09,4.950561516281482e-09
1859,7.368000452905627e-05,1.491379480229276e-10,4.486417110831959e-09,4.486417110831959e-09
1860,7.328994667789499e-05,1.491379480229276e-10,4.565516441092297e-09,4.565516441092297e-09
1861,7.224798589179824e-05,1.6110758758815435e-10,4.3994179093382564e-09,4.3994179093382564e-09
1862,7.195090542414359e-05,1.6110758758815435e-10,3.624757763783951e-09,3.624757763783951e-09
1863,7.072991970094986e-05,2.088454686965946e-10,3.364498235569613e-09,3.364498235569613e-09
1864,7.064198247722484e-05,2.0780636338686113e-10,3.869036234251309e-09,3.869036234251309e-09
1865,7.029195798427931e-05,2.520329143797438e-10,3.2744385298449127e-09,3.2744385298449127e-09
1866,7.019734039204195e-05,3.8475177409148994e-10,3.2519190832199942e-09,3.2519190832199942e-09
1867,7.003544409859128e-05,5.576016037789344e-10,3.2469414141494165e-09,3.2469414141494165e-09
1868,7.049716805340722e-05,4.446282429539293e-10,3.893878711532953e-09,3.893878711532953e-09
1869,6.963986587444586e-05,4.446282429539293e-10,4.027278605838498e-09,4.027278605838498e-09
1870,7.060890597391076e-05,4.813632825673153e-10,4.501107613614457e-09,4.501107613614457e-09
1871,7.125202163089333e-05,4.3426816111389957e-10,4.0200416963541235e-09,4.0200416963541235e-09
1872,7.193833152996376e-05,4.309933203978338e-10,3.823486432225869e-09,3.823486432225869e-09
1873,7.196325896074995e-05,3.3728321326341263e-10,4.148410837068184e-09,4.148410837068184e-09
1874,7.250929671239906e-05,2.836555236727735e-10,3.940843572104922e-09,3.940843572104922e-09
1875,7.391344635314974e-05,2.836555236727735e-10,3.356136495697675e-09,3.356136495697675e-09
1876,7.494300059209178e-05,2.836555236727735e-10,3.6515072711549935e-09,3.6515072711549935e-09
1877,7.564968836959451e-05,2.3413427545954894e-10,3.2757193624277647e-09,3.2757193624277647e-09
1878,7.54690554458648e-05,2.3413427545954894e-10,3.1344974076625523e-09,3.1344974076625523e-09
1879,7.563766432992582e-05,1.9318256518273203e-10,3.79654628370117e-09,3.79654628370117e-09
1880,7.648634242026933e-05,1.5417381260540708e-10,3.941044094243498e-09,3.941044094243498e-09
1881,7.736127840221993e-05,3.4951672508601714e-11,4.080252072721383e-09,4.080252072721383e-09
1882,7.713593471895106e-05,6.736125149739029e-11,4.003197582948457e-09,4.003197582948457e-09
1883,7.762297173030674e-05,5.170780549766465e-10,3.769147977854865e-09,3.769147977854865e-09
1884,7.801987521816045e-05,5.7365910038116e-10,3.750810455877789e-09,3.750810455877789e-09
1885,7.931115084959726e-05,5.7365910038116e-10,3.765234409972404e-09,3.765234409972404e-09
1886,8.123250466139455e-05,7.943680277059225e-10,3.271304497129027e-09,3.271304497129027e-09
1887,8.182449632191233e-05,8.220019962320738e-10,3.2162654761691556e-09,3.2162654761691556e-09
1888,8.280588891856106e-05,9.570162023964102e-10,3.2197071675454936e-09,3.2197071675454936e-09
1889,8.372031879844144e-05,1.0031193118217478e-09,3.2358329983748847e-09,3.2358329983748847e-09
1890,8.449039160041139e-05,5.534025083424915e-10,3.4759267844971677e-09,3.4759267844971677e-09
1891,8.509933416332518e-05,4.618697904293764e-10,3.801132297809318e-09,3.801132297809318e-09
1892,8.569732017349452e-05,4.618697904293764e-10,3.8854459966890835e-09,3.8854459966890835e-09
1893,8.515240915585309e-05,2.6422253670713557e-10,4.624700495574936e-09,4.624700495574936e-09
1894,8.557120392132285e-05,2.5868034103648796e-10,4.916973685352235e-09,4.916973685352235e-09
1895,8.539325790479779e-05,6.317751183315679e-10,5.2661075500282095e-09,5.2661075500282095e-09
1896,8.51079509759854e-05,6.11403707424201e-10,5.836765927723166e-09,5.836765927723166e-09
1897,8.521003474015743e-05,6.485572178511439e-10,6.293683288812904e-09,6.293683288812904e-09
1898,8.479382917617581e-05,8.109007374309688e-10,6.630522480272865e-09,6.630522480272865e-09
1899,8.44486546286914e-05,8.291146440044171e-10,6.934485113114468e-09,6.934485113114468e-09
1900,8.472176081600733e-05,9.86759023697508e-10,6.847567084784194e-09,6.847567084784194e-09
1901,8.509856914835317e-05,1.2045808636277196e-09,6.7422735331287444e-09,6.7422735331287444e-09
1902,8.600563160143793e-05,8.34218202453282e-10,6.731215648362163e-09,6.731215648362163e-09
1903,8.633410678677527e-05,8.238943574997596e-10,6.3303882770680636e-09,6.3303882770680636e-09
1904,8.693730550086392e-05,8.025945870206361e-10,6.119446156154546e-09,6.119446156154546e-09
1905,8.774120838747226e-05,7.774728252069834e-10,5.823119954482893e-09,5.823119954482893e-09
1906,8.817997565659295e-05,7.59258918633535e-10,5.564054042902658e-09,5.564054042902658e-09
1907,8.825744693500123e-05,6.664539089246929e-10,5.069245150630357e-09,5.069245150630357e-09
1908,8.828120397603405e-05,5.637848293374833e-10,5.001529159086106e-09,5.001529159086106e-09
1909,8.781770676640528e-05,4.5360052519649585e-10,4.74354174987265e-09,4.74354174987265e-09
1910,8.775948975068917e-05,4.05783092643259e-10,5.087470254596025e-09,5.087470254596025e-09
1911,8.797961553292615e-05,4.318631503995109e-10,5.050438860771627e-09,5.050438860771627e-09
1912,8.823532282674153e-05,3.090555004375035e-10,5.255506506175931e-09,5.255506506175931e-09
1913,8.843244307042499e-05,3.090555004375035e-10,5.204389681117456e-09,5.204389681117456e-09
1914,8.821385459408962e-05,2.5038743598334735e-10,5.948516980579046e-09,5.948516980579046e-09
