ngram,detail,detil,dtail,detal
1605,7.224833577116182e-06,0.0,0.0,0.0
1606,8.586195389982873e-06,0.0,0.0,0.0
1607,6.030049356858009e-06,0.0,0.0,0.0
1608,4.858106186540161e-06,0.0,0.0,0.0
1609,3.0430389464137467e-06,0.0,0.0,0.0
1610,3.0430389464137467e-06,0.0,0.0,0.0
1611,4.104216835847703e-06,0.0,0.0,0.0
1612,3.991779944304394e-06,0.0,0.0,0.0
1613,3.1098495583137264e-06,0.0,0.0,0.0
1614,3.1098495583137264e-06,0.0,0.0,0.0
1615,3.1098495583137264e-06,0.0,0.0,0.0
1616,2.732501603272145e-06,0.0,0.0,0.0
1617,2.732501603272145e-06,0.0,0.0,0.0
1618,2.744405589640207e-06,0.0,0.0,0.0
1619,2.9694745892681695e-06,0.0,0.0,0.0
1620,3.1952155917939048e-06,0.0,0.0,0.0
1621,3.730469594691905e-06,0.0,0.0,0.0
1622,3.730469594691905e-06,0.0,0.0,0.0
1623,6.155197281389389e-06,0.0,0.0,0.0
1624,1.571245760650137e-05,0.0,0.0,0.0
1625,1.3447483443737188e-05,0.0,0.0,0.0
1626,1.6666741560454413e-05,0.0,0.0,0.0
1627,1.5961569131052655e-05,0.0,0.0,0.0
1628,1.5819384900948664e-05,0.0,0.0,0.0
1629,1.590191424481548e-05,0.0,0.0,0.0
1630,1.4770921593156214e-05,0.0,0.0,0.0
1631,5.440381211688613e-06,0.0,0.0,0.0
1632,5.990138017101085e-06,0.0,0.0,0.0
1633,2.545810900755896e-06,0.0,0.0,0.0
1634,3.903410653752612e-06,0.0,0.0,0.0
1635,3.5103408809586005e-06,0.0,0.0,0.0
1636,3.5146559460892083e-06,0.0,0.0,0.0
1637,2.220920911050988e-06,0.0,0.0,0.0
1638,2.128871041609922e-06,0.0,0.0,0.0
1639,2.1242058535010855e-06,0.0,0.0,0.0
1640,2.1242058535010855e-06,0.0,0.0,0.0
1641,1.0054944498603748e-06,0.0,0.0,0.0
1642,1.1134442843285797e-06,0.0,0.0,0.0
1643,1.0265998753311578e-06,0.0,0.0,0.0
1644,1.3932457412530702e-06,0.0,0.0,0.0
1645,1.5532766367089477e-06,0.0,0.0,0.0
1646,1.7133538757921736e-06,0.0,0.0,0.0
1647,1.7133538757921736e-06,0.0,0.0,0.0
1648,1.749560941074638e-06,0.0,0.0,0.0
1649,1.7980666565823152e-06,0.0,0.0,0.0
1650,2.3251083121067495e-06,0.0,0.0,0.0
1651,2.173462852234869e-06,0.0,0.0,0.0
1652,2.49114727271912e-06,0.0,0.0,0.0
1653,2.162857299481402e-06,0.0,0.0,0.0
1654,2.370273234321628e-06,0.0,0.0,0.0
1655,2.1532808643444568e-06,0.0,0.0,0.0
1656,3.1295085867506193e-06,0.0,0.0,0.0
1657,2.824902391499303e-06,0.0,0.0,0.0
1658,2.931595783398474e-06,0.0,0.0,0.0
1659,2.447879134186743e-06,0.0,0.0,0.0
1660,2.071000251037601e-06,0.0,0.0,0.0
1661,1.8635843161973753e-06,0.0,0.0,0.0
1662,1.805481271536077e-06,0.0,0.0,0.0
1663,2.0523925822349805e-06,0.0,0.0,0.0
1664,2.222986941952903e-06,0.0,0.0,0.0
1665,2.033567990825499e-06,0.0,0.0,0.0
1666,2.10464124198292e-06,0.0,0.0,0.0
1667,2.137093557865098e-06,0.0,0.0,0.0
1668,2.180846773772568e-06,0.0,0.0,0.0
1669,2.2707090486002405e-06,0.0,0.0,0.0
1670,1.0070619660090024e-06,0.0,0.0,0.0
1671,6.140321460179621e-07,0.0,0.0,0.0
1672,5.309585020540908e-07,0.0,0.0,0.0
1673,3.312165099649584e-07,0.0,0.0,0.0
1674,8.843136437722673e-07,0.0,0.0,0.0
1675,9.09197426933263e-07,0.0,0.0,0.0
1676,8.193351521055905e-07,0.0,0.0,0.0
1677,7.369738495656617e-07,0.0,0.0,0.0
1678,7.768109924199962e-07,0.0,0.0,0.0
1679,8.660404051040262e-07,0.0,0.0,0.0
1680,9.565500533881277e-07,0.0,0.0,0.0
1681,7.513900064688122e-07,0.0,0.0,2.237584746061267e-08
1682,8.238802422511071e-07,0.0,0.0,2.237584746061267e-08
1683,1.0886869818347935e-06,0.0,0.0,2.237584746061267e-08
1684,1.2888734204352659e-06,0.0,0.0,2.237584746061267e-08
1685,1.3500654339233215e-06,0.0,0.0,2.237584746061267e-08
1686,1.2668932315916339e-06,0.0,0.0,2.237584746061267e-08
1687,1.1763835833075324e-06,0.0,0.0,2.237584746061267e-08
1688,1.0755436505860416e-06,0.0,0.0,0.0
1689,1.2816992693842622e-06,0.0,0.0,0.0
1690,1.2245954427011644e-06,0.0,0.0,0.0
1691,9.908228061509102e-07,0.0,0.0,0.0
1692,1.0554699656495359e-06,0.0,0.0,0.0
1693,1.1569675280043157e-06,0.0,0.0,0.0
1694,1.2788952809777193e-06,0.0,0.0,0.0
1695,1.2009342559135154e-06,0.0,0.0,0.0
1696,1.0111108557404286e-06,0.0,0.0,0.0
1697,2.3756819668311176e-06,0.0,0.0,0.0
1698,3.5891205730617263e-06,0.0,0.0,0.0
1699,3.606417830529348e-06,0.0,0.0,0.0
1700,3.5926382387125547e-06,0.0,0.0,0.0
1701,3.5577113197047894e-06,0.0,0.0,0.0
1702,3.4639893117725606e-06,0.0,0.0,0.0
1703,3.494230432871908e-06,0.0,0.0,0.0
1704,1.9999123099166482e-06,0.0,0.0,0.0
1705,1.3359420043863274e-06,0.0,0.0,0.0
1706,1.5627576073841607e-06,0.0,0.0,0.0
1707,1.4926959417087865e-06,0.0,0.0,1.2152453012147037e-08
1708,1.444278577114996e-06,0.0,0.0,1.2152453012147037e-08
1709,1.3965372188197631e-06,0.0,0.0,1.2152453012147037e-08
1710,1.501492030391611e-06,1.72150233116294e-08,0.0,1.2152453012147037e-08
1711,1.4816901016599462e-06,1.72150233116294e-08,0.0,1.2152453012147037e-08
1712,9.865388993343264e-07,1.72150233116294e-08,0.0,1.2152453012147037e-08
1713,6.632938444844123e-07,1.72150233116294e-08,0.0,1.2152453012147037e-08
1714,1.0785312757174585e-06,1.72150233116294e-08,0.0,0.0
1715,1.221105459795321e-06,1.72150233116294e-08,0.0,0.0
1716,1.1698353392018492e-06,1.72150233116294e-08,0.0,0.0
1717,1.0070838446348977e-06,0.0,0.0,0.0
1718,1.0727979754067616e-06,0.0,0.0,0.0
1719,1.0909144561667614e-06,0.0,0.0,0.0
1720,1.2852653047242972e-06,0.0,0.0,0.0
1721,9.985944911607345e-07,0.0,0.0,0.0
1722,1.3197299730498863e-06,0.0,0.0,0.0
1723,1.6875607603391733e-06,0.0,0.0,0.0
1724,1.8218482539720883e-06,0.0,0.0,0.0
1725,2.3229811420476054e-06,0.0,0.0,0.0
1726,3.3172597276071817e-06,0.0,0.0,0.0
1727,3.576939304496461e-06,0.0,0.0,0.0
1728,4.0169343914645395e-06,0.0,0.0,0.0
1729,3.6994285892433254e-06,0.0,0.0,0.0
1730,3.6091561729075953e-06,0.0,0.0,0.0
1731,3.5470002330839634e-06,0.0,0.0,0.0
1732,3.2161498698509864e-06,0.0,0.0,0.0
1733,2.535800019489086e-06,0.0,0.0,0.0
1734,2.5630159338366606e-06,0.0,0.0,0.0
1735,2.348356637022724e-06,0.0,0.0,0.0
1736,2.599043000373058e-06,0.0,0.0,0.0
1737,2.734849009097421e-06,0.0,0.0,0.0
1738,3.120437895631767e-06,0.0,0.0,0.0
1739,3.03952775279218e-06,0.0,0.0,0.0
1740,2.9301947311718583e-06,0.0,0.0,7.48727860663426e-09
1741,2.7367093805098974e-06,0.0,0.0,7.48727860663426e-09
1742,2.5012134301505284e-06,0.0,0.0,7.48727860663426e-09
1743,2.508783836674411e-06,0.0,0.0,7.48727860663426e-09
1744,2.6490361051401123e-06,0.0,0.0,7.48727860663426e-09
1745,2.6483883500207284e-06,0.0,0.0,7.48727860663426e-09
1746,3.1370426703298496e-06,0.0,0.0,7.48727860663426e-09
1747,3.454772110801839e-06,0.0,0.0,0.0
1748,3.622787029858695e-06,0.0,0.0,0.0
1749,4.392790255483955e-06,0.0,0.0,0.0
1750,5.1306920210793446e-06,0.0,0.0,0.0
1751,5.9280622021365815e-06,0.0,0.0,0.0
1752,6.288443046287284e-06,0.0,0.0,0.0
1753,7.155706206114181e-06,0.0,0.0,5.029352426585579e-09
1754,8.418673944886126e-06,0.0,0.0,5.029352426585579e-09
1755,9.891633843445951e-06,0.0,0.0,5.029352426585579e-09
1756,1.143153706704782e-05,0.0,0.0,5.029352426585579e-09
1757,1.2516163029171626e-05,0.0,0.0,5.029352426585579e-09
1758,1.3107884439835158e-05,0.0,0.0,5.029352426585579e-09
1759,1.3927754870175185e-05,0.0,0.0,5.029352426585579e-09
1760,1.4021951236437807e-05,0.0,0.0,0.0
1761,1.438190312390881e-05,0.0,0.0,0.0
1762,1.3753518162827407e-05,0.0,0.0,0.0
1763,1.3086074302139292e-05,0.0,0.0,0.0
1764,1.3535619083475986e-05,2.810679688991513e-09,0.0,0.0
1765,1.3644294345535205e-05,2.810679688991513e-09,0.0,0.0
1766,1.4543491358511216e-05,2.810679688991513e-09,0.0,0.0
1767,1.4858842535301977e-05,2.810679688991513e-09,0.0,2.9445022927835194e-09
1768,1.4929091386355659e-05,2.810679688991513e-09,0.0,2.9445022927835194e-09
1769,1.6125424606018767e-05,5.8569393144937615e-09,0.0,2.9445022927835194e-09
1770,1.6995821169984993e-05,5.8569393144937615e-09,0.0,2.9445022927835194e-09
1771,1.731087767049238e-05,3.046259625502249e-09,0.0,2.9445022927835194e-09
1772,1.7994800405826288e-05,3.046259625502249e-09,0.0,5.5805841217956444e-09
1773,1.859831614378241e-05,3.046259625502249e-09,0.0,5.5805841217956444e-09
1774,2.0125882396574264e-05,3.046259625502249e-09,0.0,2.6360818290121254e-09
1775,2.107039836118929e-05,3.046259625502249e-09,0.0,2.6360818290121254e-09
1776,2.1432803415726604e-05,0.0,0.0,2.6360818290121254e-09
1777,2.2417038573101828e-05,0.0,0.0,8.47218244765762e-09
1778,2.2693645275597062e-05,0.0,0.0,1.1253326143949899e-08
1779,2.29978899629454e-05,0.0,0.0,8.617244314937774e-09
1780,2.349127212905192e-05,2.349140310846971e-09,0.0,8.617244314937774e-09
1781,2.2484660023889903e-05,2.349140310846971e-09,0.0,8.617244314937774e-09
1782,2.2772132589515032e-05,2.349140310846971e-09,0.0,8.617244314937774e-09
1783,2.301881067978684e-05,2.349140310846971e-09,0.0,8.617244314937774e-09
1784,2.2880714303547783e-05,2.349140310846971e-09,0.0,4.445615811984485e-09
1785,2.306746085066282e-05,2.349140310846971e-09,0.0,1.664472115692206e-09
1786,2.2659048616852878e-05,2.349140310846971e-09,0.0,3.0045704337209956e-09
1787,2.1795005263161977e-05,0.0,0.0,3.0045704337209956e-09
1788,2.291057509345202e-05,0.0,0.0,4.311122506602974e-09
1789,2.2876160333648192e-05,0.0,0.0,4.311122506602974e-09
1790,2.3011652436772628e-05,0.0,0.0,4.311122506602974e-09
1791,2.2927737518330105e-05,0.0,0.0,2.6466503909107685e-09
1792,2.315171436099003e-05,0.0,0.0,2.6466503909107685e-09
1793,2.3922371318414143e-05,9.860221210950775e-10,0.0,2.292574193977056e-09
1794,2.4376323511075627e-05,2.981993255498797e-09,0.0,3.290559761178916e-09
1795,2.465437319187913e-05,3.8952653800907095e-09,9.132721245919129e-10,2.89727981288885e-09
1796,2.550860803499485e-05,3.8952653800907095e-09,9.132721245919129e-10,2.89727981288885e-09
1797,2.561182658869906e-05,3.8952653800907095e-09,9.132721245919129e-10,3.4642034637702832e-09
1798,2.5540979809842872e-05,3.8952653800907095e-09,9.132721245919129e-10,4.042860141899902e-09
1799,2.5929136037510553e-05,4.496034972894287e-09,9.132721245919129e-10,4.643629734703479e-09
1800,2.584102497036968e-05,4.333340670419667e-09,1.3249360339021417e-09,3.6576076136084014e-09
1801,2.627077524916136e-05,2.8017100068516196e-09,1.3249360339021417e-09,3.588302988077885e-09
1802,2.641487532985463e-05,1.8884378822597067e-09,4.116639093102289e-10,3.109157661488179e-09
1803,2.5659551153824266e-05,2.2394378415161296e-09,4.116639093102289e-10,4.16215750753679e-09
1804,2.5595059923944063e-05,2.544515392039719e-09,4.116639093102289e-10,3.900311407178947e-09
1805,2.5355103519229617e-05,2.544515392039719e-09,4.116639093102289e-10,3.841009732497014e-09
1806,2.453897702382944e-05,2.202295901199136e-09,4.116639093102289e-10,3.2402401396934367e-09
1807,2.425328368969661e-05,1.3789680825786783e-09,0.0,4.286346262054914e-09
1808,2.3577801974689855e-05,1.1499908009986776e-09,0.0,3.3576653203835706e-09
1809,2.3293346073062692e-05,1.5118404306235789e-09,0.0,4.009087442976725e-09
1810,2.3124671185671885e-05,1.814653411662854e-09,0.0,2.956087596928114e-09
1811,2.3998145999420168e-05,2.2127276836211453e-09,0.0,3.354161868886406e-09
1812,2.4472342764576232e-05,2.690144202637563e-09,0.0,3.0735151249469286e-09
1813,2.4459509794334216e-05,2.6255735046427323e-09,0.0,3.0735151249469286e-09
1814,2.5404360972710754e-05,2.8345316411509155e-09,0.0,2.4453252756018173e-09
1815,2.590897825679609e-05,2.985449871444652e-09,0.0,2.638465985376521e-09
1816,2.5762870791368186e-05,2.6236002418197504e-09,0.0,2.1234352371684348e-09
1817,2.582103479653597e-05,2.4838300146815382e-09,1.7134757105249524e-10,2.29478280822093e-09
1818,2.5051620208874476e-05,1.7806781921996568e-09,1.7134757105249524e-10,2.307770450928258e-09
1819,2.4654119312929523e-05,1.6038565555019447e-09,1.7134757105249524e-10,2.3696570737387545e-09
1820,2.4621625925647095e-05,1.5572740874603141e-09,1.7134757105249524e-10,3.843626464724739e-09
1821,2.3882452556530813e-05,1.4768702054952193e-09,1.7134757105249524e-10,3.8113729632678024e-09
1822,2.354651691608264e-05,1.4648954985549016e-09,1.7134757105249524e-10,3.867770056612382e-09
1823,2.334873248141126e-05,1.4648954985549016e-09,1.7134757105249524e-10,3.2972518842251067e-09
1824,2.322783205142644e-05,1.353212835437339e-09,0.0,3.3941443465325604e-09
1825,2.316209351452666e-05,1.4798296397801535e-09,0.0,3.1844720987146094e-09
1826,2.3317661283986775e-05,1.29773300042554e-09,0.0,3.5948667059011133e-09
1827,2.338781996513717e-05,1.4640478829264225e-09,0.0,2.748320951769959e-09
1828,2.343277836709084e-05,1.6664815638556263e-09,0.0,2.3626581802105306e-09
1829,2.4111422005392213e-05,1.5732719650861172e-09,0.0,2.2536689340110374e-09
1830,2.407207336675908e-05,1.6685765071221071e-09,0.0,2.920800744123296e-09
1831,2.4207546240566963e-05,1.2662164570821842e-09,0.0,3.117033995993422e-09
1832,2.435785401238328e-05,1.3098985705641196e-09,8.5149458912375e-11,3.2917624499211637e-09
1833,2.4435395971522667e-05,1.686269901490789e-09,8.5149458912375e-11,2.9106860096764618e-09
1834,2.440307123054351e-05,1.5386784703506707e-09,8.5149458912375e-11,2.698563341039874e-09
1835,2.4510659776361926e-05,1.2914739357304329e-09,8.5149458912375e-11,3.285047154934416e-09
1836,2.3652783576315934e-05,1.1604991808792216e-09,8.5149458912375e-11,3.5948656749797335e-09
1837,2.347539053256956e-05,1.1426360492704036e-09,8.5149458912375e-11,3.1600580882188265e-09
1838,2.3070324979406515e-05,1.1426360492704036e-09,8.5149458912375e-11,2.7719105502984777e-09
1839,2.272496333586917e-05,1.0481185681270639e-09,0.0,2.621184927839185e-09
1840,2.2378460406408912e-05,7.800068924090908e-10,7.558596605759606e-11,2.669201693006329e-09
1841,2.2104757330712994e-05,6.8386411612918e-10,7.558596605759606e-11,2.673766390832404e-09
1842,2.169724497694655e-05,7.217115952481582e-10,7.558596605759606e-11,2.391359784795607e-09
1843,2.164511793775351e-05,7.68312826058905e-10,7.558596605759606e-11,2.137716297629615e-09
1844,2.1540066102586153e-05,8.244371296761699e-10,7.558596605759606e-11,2.2393063673195204e-09
1845,2.163108781262833e-05,1.0913921909074175e-09,7.558596605759606e-11,2.3631969080030656e-09
1846,2.1647551745575455e-05,1.080831253861904e-09,7.558596605759606e-11,2.680593334604607e-09
1847,2.165285981651063e-05,1.2783116192555915e-09,0.0,2.4844799233798246e-09
1848,2.1838009031073723e-05,1.317709358295005e-09,5.4687675023399966e-11,2.3927402916155772e-09
1849,2.207471516157966e-05,1.2498180149541786e-09,5.4687675023399966e-11,2.4111003035390664e-09
1850,2.2285996497625353e-05,1.0530944251550623e-09,5.4687675023399966e-11,2.451726250589965e-09
1851,2.2277438672192928e-05,1.0588145003622073e-09,5.4687675023399966e-11,2.6749551145550346e-09
1852,2.2267152287115876e-05,9.435441515405684e-10,1.0524924582660284e-10,3.4354086559622895e-09
1853,2.2182765990562204e-05,9.748423338403915e-10,1.0524924582660284e-10,3.070135574339312e-09
1854,2.240506000816822e-05,6.516077915336943e-10,1.0524924582660284e-10,3.1913303428459424e-09
1855,2.2573050435832037e-05,6.472359394469964e-10,1.0306331978325391e-10,3.1257130534661267e-09
1856,2.267636903395344e-05,9.413880230901839e-10,1.0306331978325391e-10,3.0020710520669726e-09
1857,2.281810858611217e-05,1.1339249301427807e-09,1.0306331978325391e-10,3.1016611025590025e-09
1858,2.3185097753802048e-05,1.0522426541204055e-09,1.0306331978325391e-10,3.120553101635234e-09
1859,2.3653991385279888e-05,1.0224167187481266e-09,5.250174898005103e-11,2.403600826309368e-09
1860,2.396169916859695e-05,1.1088836634634954e-09,5.250174898005103e-11,2.286978685793274e-09
1861,2.4040263399781126e-05,1.1208533030287222e-09,1.6547510980505616e-10,2.379374269041128e-09
1862,2.4257013657396393e-05,1.1272863476019523e-09,1.1297336082500514e-10,2.3954568963345325e-09
1863,2.4347510459067833e-05,8.271326084369995e-10,1.607112419334454e-10,2.4830889725332585e-09
1864,2.4441488026890772e-05,6.345957013844026e-10,1.607112419334454e-10,2.758385995806277e-09
1865,2.4468089447639484e-05,6.212187391480789e-10,2.0493779292632804e-10,2.7130694516383105e-09
1866,2.4487166228936985e-05,6.320788218224952e-10,2.0493779292632804e-10,2.7347896169871433e-09
1867,2.4611727764879886e-05,5.355181100151287e-10,2.4815025034818916e-10,2.7577304725515515e-09
1868,2.4764199614375165e-05,4.225447491901235e-10,1.3517688952318403e-10,2.94487581938999e-09
1869,2.490961872224164e-05,5.486235156647114e-10,1.3517688952318403e-10,3.0225574265685395e-09
1870,2.530726487748325e-05,5.431220949171842e-10,8.743900841474378e-11,3.0740218148750387e-09
1871,2.5875931377023725e-05,5.431220949171842e-10,8.743900841474378e-11,2.745817652614692e-09
1872,2.6343174145690034e-05,6.217506747547524e-10,4.321245742186111e-11,2.5427127229146353e-09
1873,2.6871043571320896e-05,6.45066825352306e-10,4.321245742186111e-11,2.5503362596371713e-09
1874,2.7329308847713817e-05,6.381233398831756e-10,0.0,3.2344234909434786e-09
1875,2.794414883412953e-05,7.183534005734365e-10,0.0,2.97279163190873e-09
1876,2.8512649545778652e-05,4.808380915655164e-10,0.0,2.923174527832576e-09
1877,2.887197037385444e-05,5.434566447653261e-10,3.4951672508601714e-11,3.07460625213553e-09
1878,2.8813903554691933e-05,6.160273640405072e-10,3.4951672508601714e-11,2.9720005980036846e-09
1879,2.9029273719061166e-05,6.677413066924487e-10,3.4951672508601714e-11,2.888783609148301e-09
1880,2.8877087450902244e-05,5.774796632948157e-10,3.4951672508601714e-11,3.141909288295608e-09
1881,2.9054138264785123e-05,6.558262068333067e-10,3.4951672508601714e-11,2.6055250814037224e-09
1882,2.922476622708408e-05,6.728248791443292e-10,9.977083048617885e-11,2.9976155684658626e-09
1883,2.9383337407905075e-05,8.655606430009653e-10,2.9250659434281497e-10,3.140676496649064e-09
1884,2.9604698283947073e-05,8.522383473533576e-10,2.880658291269457e-10,3.0785057836268948e-09
1885,2.9992251906410923e-05,8.66737463546739e-10,3.170891069556195e-10,3.4194979863550704e-09
1886,3.033607832289168e-05,7.473456218955375e-10,3.170891069556195e-10,3.754462233171044e-09
1887,3.09138693929916e-05,7.092062235100219e-10,3.170891069556195e-10,3.974392434206006e-09
1888,3.164284966520167e-05,6.053839354417231e-10,3.170891069556195e-10,3.842819935278336e-09
1889,3.223273389656762e-05,5.343260972567876e-10,2.522699489780424e-10,3.836423337740971e-09
1890,3.284684498794377e-05,3.921817136915655e-10,8.482987526711331e-11,3.740846204231778e-09
1891,3.33782315595142e-05,4.5427931059739887e-10,5.431896797438083e-11,3.85139958020935e-09
1892,3.409732900243918e-05,5.020389719025329e-10,2.529569014570703e-11,3.778412218023521e-09
1893,3.461849960980804e-05,6.544168084416618e-10,2.529569014570703e-11,3.521914696388454e-09
1894,3.523383877888721e-05,6.488746127710141e-10,4.738746300121071e-11,3.151357714464049e-09
1895,3.5511770485235115e-05,6.372113432145149e-10,4.738746300121071e-11,3.296766447137754e-09
1896,3.5739516273939186e-05,6.498013000693398e-10,6.676788883679713e-11,3.0552825349060088e-09
1897,3.6028451826756024e-05,6.735169406318115e-10,4.147219869109011e-11,3.4999433192898064e-09
1898,3.6504838395298324e-05,5.19886625812863e-10,1.1362487141651302e-10,3.4492677920232903e-09
1899,3.704205976516407e-05,4.032710356126147e-10,1.1362487141651302e-10,3.4005421018739365e-09
1900,3.771530516262699e-05,2.499277808519297e-10,1.3169547595305786e-10,3.6559380285033124e-09
1901,3.830152179164413e-05,2.2783600799642604e-10,1.0960370309755417e-10,3.7259317218842264e-09
1902,3.901497257174924e-05,2.1993017327938602e-10,1.268219933831765e-10,3.74368393428272e-09
1903,3.968505084880495e-05,2.4492590098925046e-10,1.233807123928494e-10,3.963936956452585e-09
1904,4.037617431354842e-05,1.8647262008318422e-10,1.709419332275784e-10,3.926116035454388e-09
1905,4.117488944237786e-05,2.322132060052416e-10,1.4452984642421285e-10,4.048959992683113e-09
1906,4.181559467854511e-05,2.915742300380053e-10,1.4452984642421285e-10,4.09818864558328e-09
1907,4.231710408930667e-05,2.959631121528845e-10,1.5575958974992484e-10,4.208487463281634e-09
1908,4.294871957556877e-05,4.881054776631874e-10,1.832084979756589e-10,4.421707412914446e-09
1909,4.353098691873518e-05,5.225739454257322e-10,1.7977121676203212e-10,4.2807151157120416e-09
1910,4.434268547421587e-05,4.863651455783951e-10,1.913798514504731e-10,4.215156890197136e-09
