ngram,painting,paintng,paintiing,paiting
1609,5.281648392545841e-06,0.0,0.0,0.0
1610,5.1244348112179845e-06,0.0,0.0,0.0
1611,5.091130999192371e-06,0.0,0.0,0.0
1612,4.7979472615874585e-06,0.0,0.0,0.0
1613,2.7151649939176944e-06,0.0,0.0,0.0
1614,4.363213698914998e-06,0.0,0.0,0.0
1615,3.364825699593764e-06,0.0,0.0,0.0
1616,3.519652815547098e-06,0.0,0.0,0.0
1617,4.376628242295867e-06,0.0,0.0,0.0
1618,4.1678685533952375e-06,0.0,0.0,0.0
1619,4.349005824419042e-06,0.0,0.0,0.0
1620,4.633818345415161e-06,0.0,0.0,0.0
1621,3.521023643315857e-06,0.0,0.0,0.0
1622,4.154159285008063e-06,0.0,0.0,0.0
1623,3.9721386022912545e-06,0.0,0.0,0.0
1624,3.6069276266711573e-06,0.0,0.0,0.0
1625,6.415714746513654e-06,0.0,0.0,0.0
1626,6.654442196512329e-06,0.0,0.0,0.0
1627,6.689094074577692e-06,0.0,0.0,0.0
1628,6.350374958076697e-06,0.0,0.0,0.0
1629,6.212415395826351e-06,0.0,0.0,0.0
1630,6.2773299954902285e-06,0.0,0.0,0.0
1631,6.3808688212572766e-06,0.0,0.0,0.0
1632,4.481492039433631e-06,0.0,0.0,0.0
1633,4.478090594212907e-06,0.0,0.0,0.0
1634,4.0858415591823615e-06,0.0,0.0,0.0
1635,5.041782628723013e-06,0.0,0.0,0.0
1636,4.807139784393907e-06,0.0,0.0,0.0
1637,4.934998108702919e-06,0.0,0.0,0.0
1638,4.690813658011653e-06,0.0,0.0,0.0
1639,4.228017798725757e-06,0.0,0.0,0.0
1640,3.953786014270528e-06,0.0,0.0,0.0
1641,3.826393862839593e-06,0.0,0.0,0.0
1642,4.401115258393215e-06,0.0,0.0,0.0
1643,4.2309044699452765e-06,0.0,0.0,0.0
1644,3.95761050445539e-06,0.0,0.0,0.0
1645,3.449828812205981e-06,0.0,0.0,0.0
1646,3.005475605277752e-06,0.0,0.0,0.0
1647,3.0104255951560584e-06,0.0,0.0,0.0
1648,3.211926054648627e-06,0.0,0.0,0.0
1649,2.1105509030608767e-06,0.0,0.0,0.0
1650,2.854711023506492e-06,0.0,0.0,0.0
1651,3.1274050473127446e-06,0.0,0.0,0.0
1652,4.198270695659241e-06,0.0,0.0,0.0
1653,4.248283841791688e-06,0.0,0.0,0.0
1654,4.246933502015184e-06,0.0,0.0,0.0
1655,5.146152797611389e-06,0.0,0.0,0.0
1656,4.565637928927961e-06,0.0,0.0,0.0
1657,4.231635159612779e-06,0.0,0.0,0.0
1658,3.8223275932328505e-06,0.0,0.0,0.0
1659,3.2000704176685498e-06,0.0,0.0,0.0
1660,3.851066894964918e-06,0.0,0.0,0.0
1661,3.839347471057408e-06,0.0,0.0,0.0
1662,3.552980331278377e-06,0.0,0.0,0.0
1663,4.4274027004576055e-06,0.0,0.0,0.0
1664,5.066709328665249e-06,0.0,0.0,0.0
1665,5.097748466401494e-06,0.0,0.0,0.0
1666,5.30992591458406e-06,0.0,0.0,0.0
1667,4.930057977097542e-06,0.0,0.0,0.0
1668,4.65820517904701e-06,0.0,0.0,0.0
1669,3.934087033030664e-06,0.0,0.0,0.0
1670,3.439498194828567e-06,0.0,0.0,0.0
1671,2.573483121588132e-06,0.0,0.0,0.0
1672,2.5651586140286653e-06,0.0,0.0,0.0
1673,2.0040819939432756e-06,0.0,0.0,0.0
1674,1.9400376507811804e-06,0.0,0.0,0.0
1675,2.151962998401099e-06,0.0,0.0,0.0
1676,2.1140703958215975e-06,0.0,0.0,0.0
1677,4.879618326672894e-06,0.0,0.0,0.0
1678,4.665602688191939e-06,0.0,0.0,0.0
1679,4.505768414121901e-06,0.0,0.0,0.0
1680,4.796577542265368e-06,0.0,0.0,0.0
1681,4.550621022352581e-06,0.0,0.0,0.0
1682,4.348563261861013e-06,0.0,0.0,0.0
1683,4.7505251318723045e-06,0.0,0.0,0.0
1684,1.8228305529126892e-06,0.0,0.0,2.9221579568781764e-08
1685,2.1469856424768556e-06,0.0,0.0,2.9221579568781764e-08
1686,2.1281867280517223e-06,0.0,0.0,2.9221579568781764e-08
1687,1.7630349020691938e-06,0.0,0.0,2.9221579568781764e-08
1688,2.256846203506159e-06,0.0,0.0,2.9221579568781764e-08
1689,2.2104324801018393e-06,0.0,0.0,2.9221579568781764e-08
1690,1.823617188685083e-06,0.0,0.0,2.9221579568781764e-08
1691,1.6095550807092098e-06,0.0,0.0,0.0
1692,1.675337110944903e-06,0.0,0.0,0.0
1693,1.6349666468938397e-06,0.0,0.0,0.0
1694,1.7064507866442519e-06,0.0,0.0,0.0
1695,1.4419099280920428e-06,0.0,0.0,0.0
1696,1.8983045362931859e-06,0.0,0.0,0.0
1697,2.8207801798479134e-06,0.0,0.0,0.0
1698,3.269669061215349e-06,0.0,0.0,0.0
1699,2.963741175270635e-06,0.0,0.0,0.0
1700,2.96831492667999e-06,0.0,0.0,0.0
1701,3.9139081228053584e-06,0.0,0.0,9.666759329515377e-09
1702,3.6926100425002266e-06,0.0,0.0,9.666759329515377e-09
1703,3.2519140193341755e-06,0.0,0.0,9.666759329515377e-09
1704,2.237785192197147e-06,0.0,0.0,9.666759329515377e-09
1705,2.1062763835288933e-06,0.0,0.0,9.666759329515377e-09
1706,2.2283206167880313e-06,0.0,0.0,2.0742142226026772e-08
1707,2.1591043548596645e-06,0.0,0.0,2.0742142226026772e-08
1708,1.2209899661489284e-06,0.0,0.0,1.1075382896511395e-08
1709,1.3536637157228273e-06,0.0,0.0,1.1075382896511395e-08
1710,1.7597023064094434e-06,0.0,0.0,1.1075382896511395e-08
1711,1.8582694524736456e-06,0.0,0.0,1.1075382896511395e-08
1712,1.6223183162570161e-06,0.0,0.0,1.1075382896511395e-08
1713,1.929863949661532e-06,0.0,0.0,0.0
1714,2.0222474534291124e-06,0.0,0.0,0.0
1715,2.0008418947067445e-06,0.0,0.0,0.0
1716,2.155644632953876e-06,0.0,0.0,8.854958163543155e-09
1717,1.9830571968019025e-06,0.0,0.0,8.854958163543155e-09
1718,2.50919397006198e-06,0.0,0.0,8.854958163543155e-09
1719,2.734415959691562e-06,0.0,0.0,1.543982922466317e-08
1720,2.568811916197384e-06,0.0,0.0,2.4500957453353423e-08
1721,2.5558270765811486e-06,0.0,0.0,2.4500957453353423e-08
1722,2.6992280644273185e-06,0.0,0.0,2.4500957453353423e-08
1723,2.884716877815663e-06,0.0,0.0,1.5645999289810268e-08
1724,2.7874322573292635e-06,0.0,0.0,1.5645999289810268e-08
1725,2.515979044151858e-06,0.0,0.0,1.5645999289810268e-08
1726,2.7288833410109092e-06,0.0,0.0,9.061128228690255e-09
1727,2.909606109824381e-06,0.0,0.0,0.0
1728,3.3461260175369844e-06,0.0,0.0,0.0
1729,3.352910165891184e-06,0.0,0.0,0.0
1730,3.3083701964642387e-06,0.0,0.0,0.0
1731,3.465862456713304e-06,0.0,0.0,0.0
1732,6.7098613141882065e-06,0.0,0.0,0.0
1733,6.485587683917922e-06,0.0,0.0,0.0
1734,6.604271350494985e-06,0.0,0.0,5.161731613562941e-09
1735,6.648415429871031e-06,0.0,0.0,5.161731613562941e-09
1736,6.813181893708783e-06,0.0,0.0,5.161731613562941e-09
1737,6.908616407080055e-06,0.0,0.0,1.2083359836521725e-08
1738,6.998808982773751e-06,0.0,0.0,1.2083359836521725e-08
1739,3.5356750588886954e-06,0.0,0.0,1.2083359836521725e-08
1740,3.700596299235518e-06,0.0,0.0,1.2083359836521725e-08
1741,3.4390404022945276e-06,0.0,0.0,6.921628222958784e-09
1742,3.6536512685155946e-06,0.0,0.0,6.921628222958784e-09
1743,3.639111696429609e-06,0.0,0.0,6.921628222958784e-09
1744,3.70964989672627e-06,0.0,0.0,0.0
1745,4.856396165970571e-06,0.0,0.0,0.0
1746,5.866517377788634e-06,0.0,0.0,4.977977141606971e-09
1747,6.185053669988909e-06,0.0,0.0,4.977977141606971e-09
1748,6.6421058428594345e-06,0.0,0.0,4.977977141606971e-09
1749,6.862144768352404e-06,0.0,0.0,9.933257518111662e-09
1750,7.8485105794763e-06,0.0,0.0,9.933257518111662e-09
1751,8.793910378049727e-06,0.0,0.0,9.933257518111662e-09
1752,9.04761548424306e-06,0.0,0.0,9.933257518111662e-09
1753,1.1218000119177824e-05,0.0,0.0,4.955280376504691e-09
1754,1.273759153264109e-05,0.0,0.0,9.139349087052194e-09
1755,1.78846312337555e-05,3.85330776810276e-09,0.0,9.139349087052194e-09
1756,1.8525984549861668e-05,3.85330776810276e-09,0.0,7.2195392521377604e-09
1757,2.2450962335694514e-05,3.85330776810276e-09,0.0,7.2195392521377604e-09
1758,2.421276388174322e-05,3.85330776810276e-09,0.0,7.2195392521377604e-09
1759,2.6134286989482852e-05,3.85330776810276e-09,0.0,7.2195392521377604e-09
1760,2.489073878158316e-05,3.85330776810276e-09,0.0,9.880906251932435e-09
1761,2.5821421331784222e-05,3.85330776810276e-09,0.0,8.47240499979307e-09
1762,2.170586984513128e-05,0.0,0.0,8.47240499979307e-09
1763,2.224023994910697e-05,0.0,0.0,5.436934458202813e-09
1764,1.8786695623670573e-05,0.0,0.0,8.247614147194327e-09
1765,1.778211948736238e-05,0.0,0.0,8.247614147194327e-09
1766,1.8373645226737218e-05,0.0,0.0,8.247614147194327e-09
1767,1.8989847116504927e-05,0.0,0.0,5.5862471473996524e-09
1768,1.8353881387156434e-05,0.0,0.0,5.492892236296549e-09
1769,1.9143095804403337e-05,0.0,0.0,1.4631671620333821e-08
1770,1.930760546591565e-05,0.0,0.0,1.4631671620333821e-08
1771,2.0119349366203615e-05,0.0,0.0,1.4453635748574406e-08
1772,1.988778629830839e-05,0.0,0.0,1.708971757758653e-08
1773,1.840999305256576e-05,0.0,0.0,1.708971757758653e-08
1774,1.8038000104882356e-05,0.0,0.0,1.708971757758653e-08
1775,1.744698991907561e-05,0.0,0.0,1.729619419117106e-08
1776,1.7045422022679952e-05,0.0,0.0,1.0869784310736058e-08
1777,1.7319730302135993e-05,0.0,0.0,1.0869784310736058e-08
1778,1.760006411391909e-05,0.0,0.0,8.23714049350396e-09
1779,1.9723507648450322e-05,0.0,2.5616857206906776e-09,8.162744385182513e-09
1780,1.9488001271383837e-05,0.0,4.910826031537649e-09,8.162744385182513e-09
1781,2.004566574344478e-05,0.0,4.910826031537649e-09,8.162744385182513e-09
1782,2.0215415913428713e-05,0.0,4.910826031537649e-09,5.274055224292949e-09
1783,2.1957953192343537e-05,0.0,4.910826031537649e-09,2.5616857206906776e-09
1784,2.2209085727808997e-05,0.0,4.910826031537649e-09,2.5616857206906776e-09
1785,2.1976990735441048e-05,0.0,4.910826031537649e-09,2.5616857206906776e-09
1786,1.9959803466917947e-05,0.0,2.349140310846971e-09,0.0
1787,1.9632203475339338e-05,0.0,0.0,0.0
1788,1.8520587868156974e-05,0.0,0.0,0.0
1789,1.8803472422795104e-05,0.0,0.0,0.0
1790,1.686818982956798e-05,0.0,0.0,2.2096968064845767e-09
1791,1.598322796780849e-05,0.0,0.0,3.2956630440545656e-09
1792,1.5535610535672667e-05,0.0,1.0882620519022827e-09,4.3839250959568486e-09
1793,1.650777565893285e-05,0.0,1.0882620519022827e-09,5.369947217051926e-09
1794,1.717877954173933e-05,9.979855672018596e-10,1.0882620519022827e-09,9.361889485859365e-09
1795,2.026479770782836e-05,9.979855672018596e-10,1.0882620519022827e-09,1.2101705732752471e-08
1796,2.0328815220896752e-05,9.979855672018596e-10,1.0882620519022827e-09,1.3049867345468361e-08
1797,2.080875505531107e-05,9.979855672018596e-10,1.0882620519022827e-09,1.1407094189865217e-08
1798,2.2051236945636837e-05,9.979855672018596e-10,1.0882620519022827e-09,1.0321127952295228e-08
1799,2.225697893923747e-05,1.5987551600054368e-09,0.0,9.232865900392945e-09
1800,2.112237156584992e-05,1.5987551600054368e-09,0.0,8.246843779297869e-09
1801,2.0772106186736243e-05,6.00769592803577e-10,0.0,4.254901510490429e-09
1802,1.861570334377965e-05,6.00769592803577e-10,0.0,1.5150852635973218e-09
1803,1.932817654700817e-05,9.5176955206e-10,0.0,9.17923610137856e-10
1804,1.999877739373395e-05,9.5176955206e-10,0.0,9.611550603036027e-10
1805,1.962693880029422e-05,9.5176955206e-10,0.0,1.74018758133546e-09
1806,1.993316358753613e-05,3.5099995925642295e-10,0.0,2.515837855503784e-09
1807,2.163592450545236e-05,3.5099995925642295e-10,0.0,3.3527227660812287e-09
1808,2.1041877516836394e-05,5.86363148512094e-10,0.0,3.3527227660812287e-09
1809,2.0080821221719297e-05,5.86363148512094e-10,0.0,3.5336475808936794e-09
1810,1.9519934539857786e-05,2.35363189255671e-10,0.0,3.400585273689265e-09
1811,1.8691538181363804e-05,2.35363189255671e-10,0.0,2.7904301726420856e-09
1812,1.838997000699497e-05,2.35363189255671e-10,0.0,2.250105911118437e-09
1813,1.8118803641950114e-05,4.293425932238344e-10,0.0,1.86241444488644e-09
1814,1.6879251493914387e-05,4.293425932238344e-10,0.0,1.234487670817178e-09
1815,1.704331771179568e-05,1.9397940396816337e-10,0.0,1.234487670817178e-09
1816,1.8481131649293404e-05,1.9397940396816337e-10,0.0,1.8142537313739889e-09
1817,1.863302350102458e-05,1.9397940396816337e-10,0.0,1.7676636503744752e-09
1818,1.9186041234726353e-05,1.9397940396816337e-10,0.0,1.9466985166717775e-09
1819,1.901003685946177e-05,1.9397940396816337e-10,0.0,1.7079902571635687e-09
1820,1.9215832903033254e-05,1.4739693592653273e-10,0.0,1.4674283851537746e-09
1821,2.065251724811138e-05,2.759511904696207e-10,0.0,1.3870245031886797e-09
1822,2.105908580623301e-05,2.759511904696207e-10,0.0,1.5117934047483216e-09
1823,2.0506331306283494e-05,5.568767272709099e-10,0.0,1.0320280661803493e-09
1824,2.0058511966323878e-05,5.568767272709099e-10,0.0,9.948005118078284e-10
1825,2.0246949653872954e-05,5.568767272709099e-10,0.0,9.423824498533406e-10
1826,2.0810128262382932e-05,1.0308696991272776e-09,0.0,1.0608806928174325e-09
1827,2.0774971354902455e-05,8.834727632007449e-10,0.0,1.0180543630333716e-09
1828,1.9709397747647017e-05,9.75577127019075e-10,0.0,8.895001084902837e-10
1829,1.90053677735185e-05,9.75577127019075e-10,0.0,9.052797638504322e-10
1830,1.8986634261507008e-05,8.852606742897657e-10,0.0,7.196587690851328e-10
1831,1.9471328154655305e-05,9.781553345078464e-10,0.0,5.855387524051586e-10
1832,1.9121655766087186e-05,1.1484542523325964e-09,0.0,5.44071406974719e-10
1833,1.838252579286096e-05,9.218960674216094e-10,0.0,7.554862132711346e-10
1834,1.7807988115237094e-05,1.004956261065258e-09,0.0,9.000961880596086e-10
1835,1.7260437224259867e-05,7.842976427038398e-10,0.0,1.3190131843897136e-09
1836,1.7606381464117605e-05,8.593588221980245e-10,0.0,1.478709345446662e-09
1837,1.7281495404729086e-05,8.236325589803885e-10,0.0,1.6931704451193598e-09
1838,1.7451432930621585e-05,7.307378987623078e-10,0.0,1.845821939738812e-09
1839,1.7717092954886277e-05,8.635647276631988e-10,0.0,1.9880167829405035e-09
1840,1.8181782641996896e-05,8.428878388906063e-10,0.0,1.7336896997375918e-09
1841,1.840366530814208e-05,8.997828672617305e-10,0.0,1.6944419518288051e-09
1842,1.838079775292759e-05,1.2038600751194751e-09,0.0,1.2755249554987002e-09
1843,1.87348552052364e-05,1.1943734255583293e-09,0.0,1.1720038273210776e-09
1844,1.972194721539771e-05,1.306622032792859e-09,0.0,9.290210426346082e-10
1845,1.9300171386151176e-05,1.3733607981006708e-09,0.0,7.763695480151561e-10
1846,1.9245295334258117e-05,1.0702350513750299e-09,0.0,6.794662451728836e-10
1847,1.894139703446334e-05,1.025293556405111e-09,0.0,6.644857442061891e-10
1848,1.9446168932647977e-05,1.1040890344839381e-09,0.0,4.5455291118402993e-10
1849,1.9910150773024986e-05,1.0687095256375505e-09,0.0,6.695110577048524e-10
1850,1.9937829815067482e-05,1.1455447305027837e-09,0.0,7.101370047557509e-10
1851,1.9375787035512205e-05,8.784133024139099e-10,0.0,6.433541477335325e-10
1852,1.921456116958455e-05,9.127976787125038e-10,0.0,9.467235725527497e-10
1853,1.8579806367467556e-05,9.610570196803637e-10,0.0,8.162825732809559e-10
1854,1.9024164690303485e-05,7.792406164774945e-10,0.0,8.061789688199436e-10
1855,1.860060703100836e-05,7.179951633240478e-10,0.0,9.111824667800456e-10
1856,1.848970584563046e-05,5.983938820643329e-10,0.0,7.459231248547432e-10
1857,1.8361787234815502e-05,5.522526007923594e-10,0.0,7.011104950573253e-10
1858,1.796833566913847e-05,7.250631444450611e-10,0.0,8.163175215157383e-10
1859,1.8181310224463232e-05,6.848693913573203e-10,6.09293885186649e-11,6.957362622525157e-10
1860,1.818528445645435e-05,6.366100503894603e-10,6.09293885186649e-11,1.000712306670997e-09
1861,1.771531138469332e-05,6.366100503894603e-10,6.09293885186649e-11,1.232643856033785e-09
1862,1.7963190007971468e-05,4.791048034493071e-10,6.09293885186649e-11,1.5176682410800169e-09
1863,1.7730720563642016e-05,3.777462668061052e-10,6.09293885186649e-11,1.658920960918258e-09
1864,1.7901985432087842e-05,3.2857293473322255e-10,6.09293885186649e-11,1.5134791753190768e-09
1865,1.7736201958281788e-05,3.7689515397509865e-10,6.09293885186649e-11,1.707857997880678e-09
1866,1.762584646972495e-05,4.044450052642645e-10,4.4239619903915386e-11,1.6577886920364294e-09
1867,1.7806466660528842e-05,4.908699201079867e-10,4.4239619903915386e-11,1.4392375624616704e-09
1868,1.7824954608970855e-05,5.804933161141739e-10,4.4239619903915386e-11,1.2016158504720868e-09
1869,1.7516787141045954e-05,6.596650884268687e-10,4.4239619903915386e-11,9.303456219697129e-10
1870,1.798255133118281e-05,6.541636676793416e-10,4.4239619903915386e-11,9.50576407270682e-10
1871,1.806194606095752e-05,6.882206709286314e-10,4.4239619903915386e-11,1.0657855352226774e-09
1872,1.8571853745795253e-05,7.127981696949551e-10,4.4239619903915386e-11,9.609582455169123e-10
1873,1.8916871600335332e-05,7.023364350417743e-10,0.0,9.06256890959816e-10
1874,1.8899444382571217e-05,8.543558003916627e-10,3.974071468729587e-11,1.0185355535176554e-09
1875,1.935576411986923e-05,8.048474347306061e-10,3.974071468729587e-11,1.1341839768950835e-09
1876,2.0057767999657828e-05,7.640076468299181e-10,3.974071468729587e-11,1.3220821976871783e-09
1877,2.035190456289066e-05,7.567228589776067e-10,3.974071468729587e-11,1.1808032329696516e-09
1878,2.0384497994590284e-05,7.118560939124916e-10,3.974071468729587e-11,1.199925777787111e-09
1879,2.0353014925993712e-05,4.661458322515902e-10,7.465452859075786e-11,1.3093915475691021e-09
1880,2.0265919894362533e-05,5.854484238668586e-10,7.465452859075786e-11,1.2971474093261192e-09
1881,2.0052444337384907e-05,5.67963315267761e-10,3.4913813903461997e-11,1.28783741210852e-09
1882,1.9923776822646948e-05,6.574866008777849e-10,3.4913813903461997e-11,1.2246060237292816e-09
1883,1.9482172969479245e-05,7.476451283469235e-10,3.4913813903461997e-11,1.2070538100785099e-09
1884,1.8761603704271173e-05,7.432043631310543e-10,3.4913813903461997e-11,1.1371504650613063e-09
1885,1.854663111901443e-05,7.649655591508114e-10,3.4913813903461997e-11,1.0427935063069986e-09
1886,1.8378487636385087e-05,8.20142790982002e-10,0.0,9.216894906024667e-10
1887,1.81149358208391e-05,6.228226942120837e-10,2.7633968526151266e-11,1.0217199388127897e-09
1888,1.854937935214756e-05,5.098748923071383e-10,2.7633968526151266e-11,1.0213462536030298e-09
1889,1.83890042535495e-05,4.3257836598468e-10,2.7633968526151266e-11,1.3166809309517191e-09
1890,1.8286376351690186e-05,4.0527061468636257e-10,2.7633968526151266e-11,1.1287600298892642e-09
1891,1.8233970487407142e-05,4.5157486480310437e-10,2.7633968526151266e-11,1.2055751872987385e-09
1892,1.8045349861495197e-05,5.283578059194533e-10,5.0105550660920326e-11,1.2083916803692522e-09
1893,1.812401933420915e-05,5.654272684983499e-10,5.0105550660920326e-11,1.1305797330076116e-09
1894,1.826599795354663e-05,6.096108142093572e-10,2.247158213476906e-11,1.0310512364521328e-09
1895,1.80925614716086e-05,5.862842750963588e-10,2.247158213476906e-11,8.420313414779303e-10
1896,1.8052866445421906e-05,5.727033371348358e-10,4.185200797035549e-11,7.014134749207455e-10
1897,1.8140226269939115e-05,5.458275974058933e-10,4.185200797035549e-11,7.11691245618746e-10
1898,1.818659776680371e-05,5.592032789206566e-10,4.185200797035549e-11,7.431051012624884e-10
1899,1.8445205309295227e-05,5.336572215876499e-10,7.402214555593138e-11,7.989300253109986e-10
1900,1.8538957582287757e-05,5.31763553825369e-10,7.402214555593138e-11,7.5590407742711e-10
1901,1.8881970650649498e-05,5.218533819359042e-10,1.0829551937747389e-10,7.753121953969964e-10
1902,1.9307756052252705e-05,5.576965833586911e-10,1.7716868051996316e-10,8.269670662538634e-10
1903,1.940144076278167e-05,6.305097436217924e-10,1.896665443748954e-10,6.706563875675491e-10
1904,1.9642967475062634e-05,7.147401281937249e-10,2.055202843227149e-10,6.701720369127275e-10
1905,1.9832066495187712e-05,7.770179142964549e-10,2.055202843227149e-10,6.68671062964421e-10
1906,1.995675068298754e-05,8.694292944319163e-10,1.5087856460236993e-10,5.850197548618041e-10
1907,2.0055864037463573e-05,9.109278291991834e-10,2.2412943029292975e-10,5.713380324401385e-10
1908,1.9880156937038658e-05,9.727256381327924e-10,2.3102941880998833e-10,5.817257786588925e-10
1909,1.9352975089402336e-05,1.0451317351239148e-09,1.6215625766749905e-10,6.26537972297265e-10
1910,1.9287796801238854e-05,1.0850705096337216e-09,1.302779679769804e-10,5.584508867244914e-10
1911,1.8847478194012573e-05,9.54488968022257e-10,1.1442422802916091e-10,4.754305699128381e-10
1912,1.83889738504409e-05,9.461614230194775e-10,1.1442422802916091e-10,3.9753074641625727e-10
1913,1.7802708888276747e-05,8.588499554397697e-10,1.2872214702871635e-10,4.212583139460792e-10
1914,1.7087689229811076e-05,8.29313819997576e-10,5.547128133815653e-11,4.211235764867942e-10
1915,1.624154759026299e-05,9.245073080104455e-10,6.211408669156069e-11,3.7286856142364806e-10
