ngram,patient,patint,patiant,patent
1615,1.980888971177462e-05,0.0,0.0,8.579207003224707e-06
1616,2.3843769408163746e-05,0.0,0.0,8.579207003224707e-06
1617,2.474224077429556e-05,0.0,0.0,7.5518070811345495e-06
1618,2.4895908479395856e-05,0.0,0.0,9.2968494982415e-06
1619,2.304839498330174e-05,0.0,0.0,9.008588075890397e-06
1620,2.113384185317305e-05,0.0,0.0,1.1002275560453459e-05
1621,2.1269973071217203e-05,0.0,0.0,1.0013446285483951e-05
1622,2.1264663830931697e-05,0.0,0.0,7.798135243319848e-06
1623,1.720175012971075e-05,0.0,0.0,8.336963625359723e-06
1624,1.367063314968878e-05,0.0,0.0,8.38854534127417e-06
1625,1.2805753807957185e-05,0.0,0.0,5.92661698257351e-06
1626,1.0460740473458177e-05,0.0,0.0,6.516606390505331e-06
1627,1.0297131211700616e-05,0.0,0.0,2.4453434142352696e-06
1628,9.626648989069508e-06,0.0,0.0,2.7729015365756434e-06
1629,1.0533239674259676e-05,0.0,0.0,3.2802585110403015e-06
1630,1.0264736959340684e-05,0.0,0.0,3.2589241040373703e-06
1631,1.2119912071284489e-05,0.0,0.0,3.130299676610905e-06
1632,1.5278007854898794e-05,0.0,0.0,3.313551945081729e-06
1633,1.5867541411093305e-05,0.0,0.0,4.129305807509809e-06
1634,1.540930874658183e-05,0.0,0.0,3.969534467224938e-06
1635,1.6435923628575567e-05,0.0,0.0,3.888935485260195e-06
1636,1.6930013381560066e-05,0.0,0.0,4.1796741762872055e-06
1637,1.9090235972336294e-05,0.0,0.0,3.808500455956424e-06
1638,1.989913809146466e-05,0.0,0.0,4.177140795036394e-06
1639,1.79609937081945e-05,0.0,0.0,4.305369446098796e-06
1640,1.9228790474049413e-05,0.0,0.0,2.5231169047401636e-06
1641,1.8922344289811527e-05,0.0,0.0,3.657836535759478e-06
1642,1.8617178933969365e-05,0.0,0.0,3.842676733256667e-06
1643,1.7665475102798416e-05,0.0,0.0,2.974232659523425e-06
1644,1.472394952933038e-05,0.0,0.0,3.469542662060121e-06
1645,1.2940011791735223e-05,0.0,0.0,3.4711474979433532e-06
1646,1.3420243573948807e-05,0.0,0.0,4.368527437951083e-06
1647,1.2517245912541902e-05,0.0,0.0,5.309887423469003e-06
1648,1.338483902405382e-05,0.0,0.0,4.58781093064837e-06
1649,1.311424732973267e-05,0.0,0.0,5.016517142004366e-06
1650,1.4367314828892372e-05,0.0,0.0,5.192197688432186e-06
1651,1.570139790731316e-05,0.0,0.0,4.7655678372393595e-06
1652,1.786287780955068e-05,0.0,0.0,4.781996689676557e-06
1653,1.9139281253696288e-05,0.0,0.0,5.156027165347561e-06
1654,1.942358695876984e-05,0.0,0.0,4.3012331778819705e-06
1655,1.9553277525119483e-05,0.0,0.0,4.411517433514486e-06
1656,2.02540885376428e-05,0.0,0.0,3.822855871606277e-06
1657,1.909942732579241e-05,0.0,0.0,4.31448172223879e-06
1658,2.067967307084473e-05,0.0,0.0,5.01094708787215e-06
1659,1.9237253192321596e-05,0.0,0.0,6.770270455750246e-06
1660,1.712813991616713e-05,0.0,0.0,6.790875188146726e-06
1661,1.6180351589615123e-05,0.0,0.0,6.427447788480224e-06
1662,1.4893600174608374e-05,0.0,0.0,9.396108233821515e-06
1663,1.413921810516123e-05,0.0,0.0,1.1226503561699377e-05
1664,1.3343153373820574e-05,0.0,0.0,1.3349708808618743e-05
1665,1.1082116933331626e-05,0.0,0.0,1.327598373888707e-05
1666,1.070229219684344e-05,0.0,0.0,1.3237005134669744e-05
1667,1.3151511796292783e-05,0.0,0.0,1.1633509067061304e-05
1668,1.5879963809441377e-05,0.0,0.0,1.1542891465004296e-05
1669,1.542616220311694e-05,0.0,0.0,1.0417676833185396e-05
1670,1.6813865451175453e-05,0.0,0.0,8.54733251896635e-06
1671,1.7509751679816482e-05,0.0,0.0,5.83504126033014e-06
1672,1.6932972747391822e-05,0.0,0.0,5.341708986504402e-06
1673,1.7468591847448677e-05,0.0,0.0,3.114135978421473e-06
1674,1.6078773244641654e-05,0.0,0.0,3.27678859792156e-06
1675,1.4028501417279976e-05,0.0,0.0,3.644857376424885e-06
1676,1.512743373106267e-05,0.0,0.0,1.4073237001152198e-06
1677,1.367295252358807e-05,0.0,0.0,1.2761872970453884e-06
1678,1.2979582477003402e-05,0.0,0.0,1.8751983645870496e-06
1679,1.731916121830831e-05,0.0,0.0,1.7845793982879904e-06
1680,1.674986106081633e-05,0.0,0.0,1.8437052306450954e-06
1681,1.6466241244675723e-05,0.0,0.0,1.7705560009874586e-06
1682,1.6151284268874277e-05,0.0,0.0,2.3264635891402056e-06
1683,1.5107320125805148e-05,0.0,0.0,2.285892971290845e-06
1684,1.4218323615620778e-05,0.0,0.0,2.6819012240204235e-06
1685,1.3332903823278944e-05,0.0,0.0,2.125904765242532e-06
1686,1.0221922626182536e-05,0.0,0.0,2.0655197415310667e-06
1687,1.0715168757867235e-05,0.0,0.0,1.9981082581515305e-06
1688,1.0100929687593765e-05,0.0,0.0,2.1881543383577603e-06
1689,1.0201641154188629e-05,0.0,0.0,1.2204247557942187e-06
1690,1.0032942814827298e-05,0.0,0.0,1.6929537187999294e-06
1691,1.0749967519326934e-05,0.0,0.0,1.2451189742738019e-06
1692,1.1709913126521445e-05,0.0,0.0,1.24222419880685e-06
1693,1.0722844633294568e-05,0.0,0.0,4.1525878852358545e-06
1694,9.623120214590536e-06,0.0,0.0,7.183967267922396e-06
1695,9.295271151391457e-06,0.0,0.0,7.012965422096126e-06
1696,8.991896460689272e-06,0.0,0.0,7.107441100678054e-06
1697,9.835225487872126e-06,0.0,0.0,6.6935847290291605e-06
1698,1.03261068034044e-05,0.0,0.0,7.4743542362349606e-06
1699,9.238747095098785e-06,0.0,0.0,7.656613450178287e-06
1700,8.338651631285237e-06,0.0,0.0,4.903787336323668e-06
1701,8.669116726066153e-06,0.0,0.0,1.918208697913672e-06
1702,8.583350596122078e-06,0.0,0.0,1.8336313932617746e-06
1703,8.24028581649015e-06,0.0,0.0,2.1366392652615625e-06
1704,7.380440950198265e-06,0.0,0.0,2.0849771971143127e-06
1705,6.606367800746479e-06,0.0,0.0,2.308423089760124e-06
1706,1.008600273572873e-05,0.0,0.0,2.185029783520674e-06
1707,1.0678513327937772e-05,0.0,0.0,2.1500515592671424e-06
1708,1.0791652260065479e-05,0.0,0.0,2.1980928721632154e-06
1709,1.1336205716361292e-05,0.0,0.0,2.2342476313497173e-06
1710,1.2099735613446683e-05,0.0,0.0,2.146634512558064e-06
1711,1.2664514672776153e-05,0.0,0.0,2.090124391023502e-06
1712,1.250109172750464e-05,0.0,0.0,1.0478403049367962e-06
1713,9.819845347789982e-06,0.0,0.0,1.3898989073319562e-06
1714,1.0559363285470422e-05,0.0,0.0,1.4472279313996036e-06
1715,1.0426726475998294e-05,0.0,1.132235334060689e-08,1.5159881507591827e-06
1716,1.0002593886123837e-05,0.0,1.132235334060689e-08,1.5089928209834267e-06
1717,9.687022741543063e-06,0.0,1.132235334060689e-08,1.2831778489287769e-06
1718,9.202783011070486e-06,0.0,1.132235334060689e-08,1.484402991382337e-06
1719,9.569024704043322e-06,0.0,1.132235334060689e-08,1.8093679890236153e-06
1720,1.1990269155960829e-05,0.0,1.132235334060689e-08,1.6525483975523718e-06
1721,1.0811457871438637e-05,0.0,1.132235334060689e-08,1.6646981423816345e-06
1722,1.2775466205182187e-05,0.0,0.0,1.6927233770859727e-06
1723,1.3149590098951844e-05,0.0,0.0,3.2451394369153216e-06
1724,1.2778531722038419e-05,0.0,0.0,3.360695245646639e-06
1725,1.2522493437115503e-05,0.0,0.0,3.2971716694061925e-06
1726,1.2493156516159485e-05,0.0,0.0,3.0763182183233895e-06
1727,1.0234311568118365e-05,0.0,0.0,3.473414519053871e-06
1728,1.0804442354128696e-05,0.0,0.0,3.567459389484741e-06
1729,9.270069053205329e-06,0.0,0.0,3.3993515557995124e-06
1730,1.0265237766101823e-05,0.0,0.0,2.063852605260763e-06
1731,1.0568786300219862e-05,0.0,0.0,2.860485072428024e-06
1732,1.1008999016277293e-05,0.0,0.0,2.8217017172339965e-06
1733,1.0865065892825701e-05,0.0,0.0,3.4794513794622617e-06
1734,1.0838198509840627e-05,0.0,0.0,3.3289942556231315e-06
1735,1.0699436643335503e-05,0.0,0.0,2.9788453486747e-06
1736,1.0894509484517454e-05,0.0,0.0,3.2348404488402593e-06
1737,1.072742595299912e-05,6.921628222958784e-09,0.0,3.6361915444363798e-06
1738,1.0264736959340684e-05,6.921628222958784e-09,0.0,4.045852774327484e-06
1739,9.963916129761077e-06,6.921628222958784e-09,0.0,4.53496307630173e-06
1740,1.1169046371963174e-05,6.921628222958784e-09,0.0,4.0767041338897665e-06
1741,1.161477751208752e-05,6.921628222958784e-09,0.0,3.628036284096327e-06
1742,1.2584195441637089e-05,6.921628222958784e-09,0.0,4.117302864869998e-06
1743,1.3563744752380963e-05,6.921628222958784e-09,0.0,4.0191100489599715e-06
1744,1.3933467861144372e-05,0.0,0.0,3.905719641547226e-06
1745,1.7678376674926506e-05,0.0,0.0,2.6512924965313038e-06
1746,1.8603342141432222e-05,0.0,0.0,3.2889008382751072e-06
1747,1.9894103518579088e-05,0.0,0.0,3.5816713079839246e-06
1748,2.0287186479046276e-05,0.0,0.0,4.35302618890481e-06
1749,2.0938257875968702e-05,0.0,0.0,5.359753085290972e-06
1750,2.2723792686260174e-05,3.298731446729367e-09,0.0,7.107573683892302e-06
1751,2.3726896740429637e-05,3.298731446729367e-09,0.0,7.6060311552542515e-06
1752,2.312701664257994e-05,3.298731446729367e-09,0.0,1.1438912419440125e-05
1753,2.95178553122761e-05,3.298731446729367e-09,0.0,1.2387421195723749e-05
1754,3.2978214741368515e-05,3.298731446729367e-09,0.0,1.380527425810994e-05
1755,3.541638683860323e-05,3.298731446729367e-09,0.0,1.4503452153543808e-05
1756,3.576656620550368e-05,3.298731446729367e-09,0.0,1.4414068313531711e-05
1757,3.7001067539677024e-05,0.0,0.0,1.4302250877205682e-05
1758,3.6913868565794215e-05,0.0,0.0,1.6160700267521732e-05
1759,3.846685285679996e-05,0.0,0.0,1.3647871388197278e-05
1760,3.355845806904004e-05,0.0,0.0,1.3840832122826083e-05
1761,3.506574960608434e-05,0.0,0.0,1.4385918283161508e-05
