ngram,tradition,tradtion,tradtion,trdition
1931,2.1388048480730504e-05,6.757586078011611e-10,6.757586078011611e-10,1.0162199454948656e-10
1932,2.1690451831091195e-05,7.703315921655676e-10,7.703315921655676e-10,1.0162199454948656e-10
1933,2.1879498620234828e-05,7.715525678670637e-10,7.715525678670637e-10,7.8699031418645e-11
1934,2.2130737176796955e-05,8.833509400142856e-10,8.833509400142856e-10,1.0116690620152826e-10
1935,2.2461724126644966e-05,9.03811811106944e-10,9.03811811106944e-10,1.2338923930218674e-10
1936,2.2691575785367085e-05,8.149093225614682e-10,8.149093225614682e-10,1.2338923930218674e-10
1937,2.2933743301629355e-05,6.692024077738421e-10,6.692024077738421e-10,1.2338923930218674e-10
1938,2.2840138366778513e-05,7.382883748796587e-10,7.382883748796587e-10,4.469020788354174e-11
1939,2.2794752242459382e-05,8.179735698300914e-10,8.179735698300914e-10,9.447825854991265e-11
1940,2.2800805579338756e-05,8.053108259607557e-10,8.053108259607557e-10,1.2027152091713996e-10
1941,2.281740151894545e-05,8.686642595710583e-10,8.686642595710583e-10,9.780364613425669e-11
1942,2.2900199058182936e-05,9.043151545056511e-10,9.043151545056511e-10,7.558131303359822e-11
1943,2.3328382147675647e-05,1.0560361077668494e-09,1.0560361077668494e-09,7.558131303359822e-11
1944,2.359814217405593e-05,1.068065239425867e-09,1.068065239425867e-09,7.558131303359822e-11
1945,2.4435092720003532e-05,9.128166536135193e-10,9.128166536135193e-10,7.558131303359822e-11
1946,2.508075911984114e-05,1.0033281408075974e-09,1.0033281408075974e-09,2.5793262367227296e-11
1947,2.583266307608158e-05,1.0657248555867582e-09,1.0657248555867582e-09,0.0
1948,2.6419975776142174e-05,9.818962924480955e-10,9.818962924480955e-10,3.419999997486148e-11
1949,2.70568086437249e-05,1.061430013327147e-09,1.061430013327147e-09,3.419999997486148e-11
1950,2.7572974691533352e-05,9.314966397428697e-10,9.314966397428697e-10,3.419999997486148e-11
1951,2.8119583086143913e-05,1.0400736601333195e-09,1.0400736601333195e-09,3.419999997486148e-11
1952,2.831269037934752e-05,1.2095116257755073e-09,1.2095116257755073e-09,3.419999997486148e-11
1953,2.871729468876895e-05,1.2114589886813576e-09,1.2114589886813576e-09,3.419999997486148e-11
1954,2.904765070914956e-05,1.2636285589324408e-09,1.2636285589324408e-09,3.419999997486148e-11
1955,2.9289414669619873e-05,1.300759587343135e-09,1.300759587343135e-09,0.0
1956,2.9617690545689713e-05,1.3391097357968412e-09,1.3391097357968412e-09,0.0
1957,3.008883426705974e-05,1.5858467237807515e-09,1.5858467237807515e-09,3.8231176161370886e-11
1958,3.068293543557437e-05,1.8607226236002005e-09,1.8607226236002005e-09,1.0964202165223266e-10
1959,3.161349949160857e-05,2.056509153445875e-09,2.056509153445875e-09,1.2093596065053192e-10
1960,3.221782338057112e-05,1.990961475049703e-09,1.990961475049703e-09,1.4211168254079405e-10
1961,3.291838246306205e-05,2.369767303024771e-09,2.369767303024771e-09,1.8713395813100116e-10
1962,3.343182808228968e-05,2.5733012546222003e-09,2.5733012546222003e-09,1.8713395813100116e-10
1963,3.4212034993938035e-05,2.578473577509653e-09,2.578473577509653e-09,1.9703781463574289e-10
1964,3.461036197092783e-05,2.5349226368780772e-09,2.5349226368780772e-09,1.6779994853927908e-10
1965,3.507924390890237e-05,2.403083620983182e-09,2.403083620983182e-09,9.638910304841732e-11
1966,3.4856508136726916e-05,2.441157133579809e-09,2.441157133579809e-09,9.38882354798284e-11
1967,3.5183003222170684e-05,2.637998327717891e-09,2.637998327717891e-09,8.155719254705168e-11
1968,3.5062979025367114e-05,2.378001732036442e-09,2.378001732036442e-09,4.539145844909395e-11
1969,3.520555869077465e-05,2.4673348126518543e-09,2.4673348126518543e-09,5.436834415213048e-11
1970,3.49689284381124e-05,2.544210207590579e-09,2.544210207590579e-09,5.323399657594255e-11
1971,3.482548449288255e-05,2.5786567167277295e-09,2.5786567167277295e-09,6.214248758430938e-11
1972,3.4544894983160444e-05,2.7396828932475206e-09,2.7396828932475206e-09,7.0837932741874e-11
1973,3.443950169769648e-05,2.7880989897762933e-09,2.7880989897762933e-09,7.029895812297023e-11
1974,3.401762920215593e-05,3.0174461659474414e-09,3.0174461659474414e-09,1.1033929821411905e-10
1975,3.393038735209432e-05,3.24856262525129e-09,3.24856262525129e-09,1.4203025858591393e-10
1976,3.387048595219052e-05,3.312169015247589e-09,3.312169015247589e-09,1.410898040264476e-10
1977,3.414398192295006e-05,3.557572395404155e-09,3.557572395404155e-09,1.7245235150612333e-10
1978,3.441986128953951e-05,3.6270165283878798e-09,3.6270165283878798e-09,1.9535019187595053e-10
1979,3.4760972214696396e-05,3.8401893728437895e-09,3.8401893728437895e-09,2.1103784939818e-10
1980,3.5400724300416186e-05,3.965304719498266e-09,3.965304719498266e-09,2.184574074217048e-10
1981,3.5975720363369745e-05,3.894922289455443e-09,3.894922289455443e-09,2.1535118182750398e-10
1982,3.640919333390359e-05,3.942411349758654e-09,3.942411349758654e-09,2.340956401939273e-10
1983,3.71591782563233e-05,4.0042073466496825e-09,4.0042073466496825e-09,2.926817577979841e-10
1984,3.7798326957272366e-05,4.27229981550933e-09,4.27229981550933e-09,2.966532634620021e-10
1985,3.8389623763837987e-05,4.611264830296185e-09,4.611264830296185e-09,3.064921471380393e-10
1986,3.897582791978493e-05,4.640119082616983e-09,4.640119082616983e-09,3.097432647671182e-10
1987,3.959190975625201e-05,4.626329858885876e-09,4.626329858885876e-09,3.4088188224526815e-10
1988,4.041529609821737e-05,4.637730199874568e-09,4.637730199874568e-09,3.5055436728040744e-10
1989,4.149331601053875e-05,4.594649105627013e-09,4.594649105627013e-09,3.0456643060735745e-10
1990,4.221167338463212e-05,4.535045608885671e-09,4.535045608885671e-09,2.5791626869934147e-10
1991,4.285694428420227e-05,4.117511125707145e-09,4.117511125707145e-09,2.466590493363111e-10
1992,4.347734803949217e-05,3.794059701332588e-09,3.794059701332588e-09,2.405569463863928e-10
1993,4.4684551539830863e-05,3.5204909781023322e-09,3.5204909781023322e-09,2.451295228308606e-10
1994,4.561843265297024e-05,3.3939004305340502e-09,3.3939004305340502e-09,2.1132351027805133e-10
1995,4.6634560151557836e-05,3.3237210444221024e-09,3.3237210444221024e-09,1.6864649458682634e-10
1996,4.745429656135717e-05,3.32513362875732e-09,3.32513362875732e-09,1.6164451027700366e-10
1997,4.836065688453216e-05,3.3045113629575393e-09,3.3045113629575393e-09,1.7618726814795848e-10
1998,4.907388886619758e-05,3.3405233817213845e-09,3.3405233817213845e-09,1.66452075337339e-10
1999,5.00908780460512e-05,3.2207651783673033e-09,3.2207651783673033e-09,1.436086299480951e-10
2000,5.0234987221691494e-05,3.083913664119515e-09,3.083913664119515e-09,1.3736398030943826e-10
2001,5.0832079328496805e-05,2.958292024045152e-09,2.958292024045152e-09,1.3956991118391215e-10
2002,5.1129256982156744e-05,2.7714719091116128e-09,2.7714719091116128e-09,1.3753275601713355e-10
2003,5.141193469171412e-05,2.5642140791656433e-09,2.5642140791656433e-09,1.4154699138981186e-10
2004,5.1525439630495384e-05,2.294473595248243e-09,2.294473595248243e-09,1.0703184667924605e-10
2005,5.12255153028361e-05,2.111301038760465e-09,2.111301038760465e-09,8.392069678064829e-11
2006,5.065372066123278e-05,2.0348785513744717e-09,2.0348785513744717e-09,7.766743696592724e-11
2007,5.012089968658984e-05,2.0128100139008407e-09,2.0128100139008407e-09,5.707245093189428e-11
2008,4.872595517164362e-05,1.8260717065438875e-09,1.8260717065438875e-09,4.715133987618993e-11
2009,4.701089502694751e-05,1.7179808528159209e-09,1.7179808528159209e-09,5.3008948916862966e-11
2010,4.632569159314569e-05,1.5441662234597482e-09,1.5441662234597482e-09,4.6786570401643626e-11
2011,4.544245582240235e-05,1.4690583194365558e-09,1.4690583194365558e-09,4.6786570401643626e-11
2012,4.54248370910396e-05,1.345301695440274e-09,1.345301695440274e-09,5.212642792605328e-11
2013,4.591295562152352e-05,1.2734188148399994e-09,1.2734188148399994e-09,4.738875636147087e-11
2014,4.565107935507383e-05,1.0566754455559086e-09,1.0566754455559086e-09,5.241309544117596e-11
2015,4.5400987021691564e-05,1.0278603920380443e-09,1.0278603920380443e-09,5.7983358442029573e-11
2016,4.573875828230355e-05,9.87295745158434e-10,9.87295745158434e-10,4.138864176978745e-11
2017,4.5478364578836285e-05,9.273630659685969e-10,9.273630659685969e-10,4.351053660885581e-11
2018,4.549921432044357e-05,8.788588634622841e-10,8.788588634622841e-10,5.221264393062697e-11
2019,4.4908036215929314e-05,8.369205467539942e-10,8.369205467539942e-10,5.5921054245566815e-11
