ngram,poem,poem,pome,peom
1843,2.209457073019751e-05,2.209457073019751e-05,8.162620903005648e-08,1.8686627879991947e-09
1844,2.2163214972741635e-05,2.2163214972741635e-05,7.918339660152793e-08,1.7699042786922803e-09
1845,2.22206656742076e-05,2.22206656742076e-05,7.831834736293786e-08,2.294227395362368e-09
1846,2.2409733511657187e-05,2.2409733511657187e-05,7.93952626817632e-08,2.0792989076566316e-09
1847,2.3394061697347623e-05,2.3394061697347623e-05,8.263264053961653e-08,2.367345748004774e-09
1848,2.3761528219828116e-05,2.3761528219828116e-05,8.586729701879189e-08,2.1356508942257537e-09
1849,2.3639497677712435e-05,2.3639497677712435e-05,8.554928955715826e-08,2.7126340063077237e-09
1850,2.3719184225358602e-05,2.3719184225358602e-05,8.98240476284887e-08,3.417838662882795e-09
1851,2.412679948195416e-05,2.412679948195416e-05,9.886589274239149e-08,3.794987498853938e-09
1852,2.4093508078034836e-05,2.4093508078034836e-05,1.0649294677835184e-07,3.902200594398307e-09
1853,2.3966222735387938e-05,2.3966222735387938e-05,1.1595626046658123e-07,4.476064376289303e-09
1854,2.329858866037934e-05,2.329858866037934e-05,1.1824827542536046e-07,1.3758286732112879e-08
1855,2.2969381201879253e-05,2.2969381201879253e-05,1.2075786466019573e-07,1.4165185183553523e-08
1856,2.3298085579881445e-05,2.3298085579881445e-05,1.2619882332793558e-07,1.4858137672594092e-08
1857,2.2729611113650856e-05,2.2729611113650856e-05,1.240900299340605e-07,1.4870759766440398e-08
1858,2.192102380961712e-05,2.192102380961712e-05,1.1933225912181505e-07,1.5512115528589935e-08
1859,2.1629169298518847e-05,2.1629169298518847e-05,1.1888526074699257e-07,1.5900982625843037e-08
1860,2.1279026831117725e-05,2.1279026831117725e-05,1.1412853950787394e-07,1.548475271815976e-08
1861,2.085493179038167e-05,2.085493179038167e-05,1.1209896046336456e-07,7.646471329130528e-09
1862,2.0626975258762415e-05,2.0626975258762415e-05,1.1153815039831119e-07,2.0841014945562264e-08
1863,2.0660702960282962e-05,2.0660702960282962e-05,1.0820602572688845e-07,2.007004093077366e-08
1864,2.10428918632845e-05,2.10428918632845e-05,1.1120999131110563e-07,1.9626441805087325e-08
1865,2.1323516713372165e-05,2.1323516713372165e-05,1.1623903515913168e-07,1.9580035243953782e-08
1866,2.1829972735888858e-05,2.1829972735888858e-05,1.1608497020785893e-07,1.9279619361307302e-08
1867,2.1838381144334562e-05,2.1838381144334562e-05,1.1953168816652188e-07,1.9076362140728927e-08
1868,2.244011998949905e-05,2.244011998949905e-05,1.2330757113789203e-07,1.7672093661451934e-08
1869,2.2467115091525818e-05,2.2467115091525818e-05,1.242635261990342e-07,4.296727957558184e-09
1870,2.2763023350437705e-05,2.2763023350437705e-05,1.2407895155774895e-07,4.3941552935982435e-09
1871,2.2709872480066095e-05,2.2709872480066095e-05,1.2189012770542312e-07,5.627398705751066e-09
1872,2.259955856840991e-05,2.259955856840991e-05,1.214402100150177e-07,5.13601063266224e-09
1873,2.2641378693931203e-05,2.2641378693931203e-05,1.215099284682505e-07,4.846811238071577e-09
1874,2.2631790540929486e-05,2.2631790540929486e-05,1.1848144611446645e-07,5.97151797851073e-09
1875,2.230161901804552e-05,2.230161901804552e-05,1.1518250784904791e-07,1.3430758854277819e-08
1876,2.2475393572156982e-05,2.2475393572156982e-05,1.1358955833072417e-07,1.3489868206611228e-08
1877,2.2715289950221112e-05,2.2715289950221112e-05,1.208961017644989e-07,1.3750495218646717e-08
1878,2.3000844781303647e-05,2.3000844781303647e-05,1.1758522435099752e-07,1.259058095876802e-08
1879,2.3313614032563885e-05,2.3313614032563885e-05,1.1173800373853737e-07,1.2674581574754841e-08
1880,2.333747293700331e-05,2.333747293700331e-05,1.1253341978902296e-07,1.2594994666262745e-08
1881,2.3288553295839976e-05,2.3288553295839976e-05,1.1411947298256564e-07,1.1819031372642793e-08
1882,2.3210985091282055e-05,2.3210985091282055e-05,1.1253560521546596e-07,4.604676798588717e-09
1883,2.354402568016667e-05,2.354402568016667e-05,1.0839820825075159e-07,4.601694993309837e-09
1884,2.3145160022457795e-05,2.3145160022457795e-05,1.0057437752461088e-07,3.928157259786807e-09
1885,2.2972066809805775e-05,2.2972066809805775e-05,9.931683462939742e-08,3.964342473342494e-09
1886,2.277915180976769e-05,2.277915180976769e-05,1.0196383978414555e-07,3.817838521515325e-09
1887,2.269508019838083e-05,2.269508019838083e-05,9.931533030891972e-08,3.8600891054991445e-09
1888,2.304507454807338e-05,2.304507454807338e-05,9.88427706667088e-08,3.948728423606797e-09
1889,2.3473908835772557e-05,2.3473908835772557e-05,9.824392118876598e-08,4.007150960256516e-09
1890,2.3330101092661998e-05,2.3330101092661998e-05,9.819693198258911e-08,3.826847759315553e-09
1891,2.333486294706485e-05,2.333486294706485e-05,9.61917265840384e-08,4.136259937733858e-09
1892,2.3213666541518512e-05,2.3213666541518512e-05,9.544090419564912e-08,4.162527053200701e-09
1893,2.3102659594899577e-05,2.3102659594899577e-05,9.468523793592404e-08,4.2564815481784174e-09
1894,2.3008933827181215e-05,2.3008933827181215e-05,9.620502489886868e-08,4.582007915944684e-09
1895,2.2920587590696024e-05,2.2920587590696024e-05,9.141802438859616e-08,4.349376858669984e-09
1896,2.273185106917351e-05,2.273185106917351e-05,9.074383098907544e-08,4.301697220654432e-09
1897,2.253770435345359e-05,2.253770435345359e-05,9.302378194726251e-08,4.55901043900602e-09
1898,2.2217290409441504e-05,2.2217290409441504e-05,9.46277895406768e-08,4.7922830783063225e-09
1899,2.2428741171357353e-05,2.2428741171357353e-05,1.0074985112851209e-07,4.677325859958614e-09
1900,2.211583003892364e-05,2.211583003892364e-05,1.0063514516949518e-07,4.393011129469723e-09
1901,2.1775126307537513e-05,2.1775126307537513e-05,9.674415732011507e-08,4.0432611544563966e-09
1902,2.118939976623681e-05,2.118939976623681e-05,9.761943532891695e-08,3.7855207222849325e-09
1903,2.0363065102303934e-05,2.0363065102303934e-05,9.838296323648268e-08,3.716334605132131e-09
1904,1.9844970406016466e-05,1.9844970406016466e-05,9.610737298057107e-08,3.2985082284601017e-09
1905,1.9314975361339748e-05,1.9314975361339748e-05,9.33280485274476e-08,2.9233670722257035e-09
1906,1.8479963078529442e-05,1.8479963078529442e-05,9.06473727825739e-08,4.4485397270627965e-09
1907,1.826122700419676e-05,1.826122700419676e-05,8.986440544081883e-08,5.1272899894070994e-09
1908,1.7749268278878715e-05,1.7749268278878715e-05,9.158984174259136e-08,5.107194223086253e-09
1909,1.726883705746981e-05,1.726883705746981e-05,9.551934811367704e-08,5.076322457624778e-09
1910,1.6818229986321448e-05,1.6818229986321448e-05,9.875753497518807e-08,4.886016876807073e-09
1911,1.6173390836879014e-05,1.6173390836879014e-05,1.0417753669246719e-07,5.525068894459853e-09
1912,1.5651826808087727e-05,1.5651826808087727e-05,1.0356226657190096e-07,5.628980472214908e-09
1913,1.5139021732985774e-05,1.5139021732985774e-05,1.0246811297877554e-07,4.012374067917181e-09
1914,1.4421494857482945e-05,1.4421494857482945e-05,9.99084365714355e-08,3.3960899013609135e-09
1915,1.3866484290961775e-05,1.3866484290961775e-05,9.902794013376998e-08,3.161896490664974e-09
1916,1.3542360128277714e-05,1.3542360128277714e-05,9.805062311280771e-08,5.172888641245623e-09
1917,1.3554062596605426e-05,1.3554062596605426e-05,9.41718413725669e-08,7.04986058419621e-09
1918,1.3549286839926416e-05,1.3549286839926416e-05,8.780931689703461e-08,6.515181204060281e-09
1919,1.380952705533543e-05,1.380952705533543e-05,9.066869718513512e-08,6.293760544475089e-09
1920,1.435245589423825e-05,1.435245589423825e-05,8.864009767454003e-08,6.427056902553423e-09
1921,1.4863055574616218e-05,1.4863055574616218e-05,9.145353934465155e-08,6.621634082318703e-09
1922,1.5978576811903622e-05,1.5978576811903622e-05,9.362179501489923e-08,7.106605684878023e-09
1923,1.6967744808685632e-05,1.6967744808685632e-05,9.396108323146888e-08,5.423057019322235e-09
1924,1.7808445461144273e-05,1.7808445461144273e-05,9.237473871540455e-08,3.635072877626401e-09
1925,1.8388137635026525e-05,1.8388137635026525e-05,9.45644629268827e-08,3.698284979845669e-09
1926,1.9058651170260938e-05,1.9058651170260938e-05,9.307644331459284e-08,3.8703694852212524e-09
1927,1.9176590545352417e-05,1.9176590545352417e-05,9.493766331810808e-08,3.973405985188297e-09
1928,1.939813747802483e-05,1.939813747802483e-05,9.323449644073532e-08,3.765521355043282e-09
1929,1.936219866495646e-05,1.936219866495646e-05,8.74198247759393e-08,3.544429448356011e-09
1930,1.9294056203632082e-05,1.9294056203632082e-05,8.876796390008426e-08,3.445239871169292e-09
1931,1.919231570874607e-05,1.919231570874607e-05,9.833408703181184e-08,3.4814694619253064e-09
1932,1.9842391858609127e-05,1.9842391858609127e-05,9.952466228924095e-08,3.5645225501415976e-09
1933,1.9708206829298952e-05,1.9708206829298952e-05,1.0013574426791041e-07,3.4079689229368373e-09
1934,1.985635338184823e-05,1.985635338184823e-05,9.851573525208681e-08,3.243119709292078e-09
1935,1.987501543356172e-05,1.987501543356172e-05,1.0198351471249875e-07,3.1436616167366894e-09
1936,1.9161241393054036e-05,1.9161241393054036e-05,1.0832295162442409e-07,3.023516167591619e-09
1937,1.8762304534902796e-05,1.8762304534902796e-05,1.0533645118065188e-07,2.9373865879327762e-09
1938,1.827102122271234e-05,1.827102122271234e-05,9.910963630740558e-08,2.6084966567704473e-09
1939,1.7231318582032274e-05,1.7231318582032274e-05,9.782379757033205e-08,2.4866496480971787e-09
1940,1.665611307544168e-05,1.665611307544168e-05,9.598302191144675e-08,2.3997010093320827e-09
1941,1.61300808291084e-05,1.61300808291084e-05,9.794909366129495e-08,2.2036613486367938e-09
1942,1.5689312411788186e-05,1.5689312411788186e-05,9.367143353041943e-08,2.1914452474902646e-09
1943,1.5858928496267515e-05,1.5858928496267515e-05,9.064521070253509e-08,2.049526262989535e-09
1944,1.5933213165096405e-05,1.5933213165096405e-05,9.085485227647691e-08,1.9870465590392835e-09
1945,1.6230854141342987e-05,1.6230854141342987e-05,9.016759808641187e-08,2.091587030556801e-09
1946,1.6728128425061834e-05,1.6728128425061834e-05,9.070926613016386e-08,1.891859875107522e-09
1947,1.729953770076723e-05,1.729953770076723e-05,9.101812281642196e-08,2.038615340030755e-09
1948,1.7715963362466676e-05,1.7715963362466676e-05,8.876471671978184e-08,3.318929639054399e-09
1949,1.811233544555892e-05,1.811233544555892e-05,9.071096432730233e-08,3.2581193616059475e-09
1950,1.832319373664047e-05,1.832319373664047e-05,9.236448152348333e-08,3.369598980792635e-09
1951,1.8853761243268048e-05,1.8853761243268048e-05,9.154077673656502e-08,3.441842652155255e-09
1952,1.912695006467402e-05,1.912695006467402e-05,8.922821897223393e-08,3.486578803446605e-09
1953,1.931377950573473e-05,1.931377950573473e-05,8.824325854155696e-08,3.805746352979002e-09
1954,1.9366821236742127e-05,1.9366821236742127e-05,8.60520259493569e-08,3.854291520864552e-09
1955,1.939658250194043e-05,1.939658250194043e-05,8.692181653811661e-08,2.704030555022996e-09
1956,1.9598144457891715e-05,1.9598144457891715e-05,8.466459279686336e-08,2.9777284764926596e-09
1957,2.0124458127871287e-05,2.0124458127871287e-05,8.026887294525814e-08,3.119199311539335e-09
1958,2.0120775973607253e-05,2.0120775973607253e-05,7.978175428239151e-08,3.122035138350806e-09
1959,2.1040590321977754e-05,2.1040590321977754e-05,8.150807064209533e-08,3.443330668214831e-09
1960,2.1585066341296105e-05,2.1585066341296105e-05,8.055038896210525e-08,3.4973303618203643e-09
1961,2.2040448519484407e-05,2.2040448519484407e-05,8.206263605156242e-08,3.67112683109992e-09
1962,2.3144103449469965e-05,2.3144103449469965e-05,8.123293326889325e-08,3.683559774663487e-09
1963,2.418545487411653e-05,2.418545487411653e-05,8.221481603446332e-08,3.815526275882267e-09
1964,2.484131073288154e-05,2.484131073288154e-05,8.442394516805507e-08,4.070974065787222e-09
1965,2.583305493837023e-05,2.583305493837023e-05,8.392000897369403e-08,4.3860625290445145e-09
1966,2.596657811539314e-05,2.596657811539314e-05,8.267064950067444e-08,4.396786649049236e-09
1967,2.651384108633335e-05,2.651384108633335e-05,8.350371619566691e-08,4.629907917370295e-09
1968,2.6844257912931164e-05,2.6844257912931164e-05,8.424540607977957e-08,4.579329709082052e-09
1969,2.6625303040158803e-05,2.6625303040158803e-05,8.517488936377049e-08,4.906139240899523e-09
1970,2.6195103470984448e-05,2.6195103470984448e-05,8.864340372838342e-08,5.051644309211107e-09
1971,2.5984797632970314e-05,2.5984797632970314e-05,8.994706998269716e-08,5.048336352128249e-09
1972,2.522734757803846e-05,2.522734757803846e-05,9.033696305290764e-08,5.038406517396002e-09
1973,2.4550470438303558e-05,2.4550470438303558e-05,9.478109319616124e-08,5.0051595249353144e-09
1974,2.3639294990321753e-05,2.3639294990321753e-05,9.31090227140885e-08,4.941716559768241e-09
1975,2.3100160823170362e-05,2.3100160823170362e-05,9.506079123866584e-08,5.272064308923876e-09
1976,2.2549374209899853e-05,2.2549374209899853e-05,9.52724446636109e-08,5.226152272846158e-09
1977,2.225428293708579e-05,2.225428293708579e-05,9.115252298995204e-08,5.087035808466161e-09
1978,2.1720318077963645e-05,2.1720318077963645e-05,8.905768973071255e-08,5.294617633211374e-09
1979,2.1660079645308933e-05,2.1660079645308933e-05,8.824811662374746e-08,5.450687393501344e-09
1980,2.1855410263274928e-05,2.1855410263274928e-05,8.404851468770045e-08,5.5043454873425296e-09
1981,2.1935249086319735e-05,2.1935249086319735e-05,8.233512208529906e-08,5.564051568691346e-09
1982,2.2108116484430085e-05,2.2108116484430085e-05,7.750460793788858e-08,5.543072921300661e-09
1983,2.239153452267471e-05,2.239153452267471e-05,7.428288739674827e-08,5.4361038844977625e-09
1984,2.2654776330455206e-05,2.2654776330455206e-05,7.681957267128123e-08,5.543075712718551e-09
1985,2.2932915661450742e-05,2.2932915661450742e-05,8.004779670857585e-08,5.346262987870887e-09
1986,2.322225113208073e-05,2.322225113208073e-05,7.859335734597802e-08,5.117875456761567e-09
1987,2.3155080270953476e-05,2.3155080270953476e-05,7.775028823938815e-08,4.848395748372322e-09
1988,2.3522001876179794e-05,2.3522001876179794e-05,8.160139941537636e-08,4.456220059623206e-09
1989,2.392040810913646e-05,2.392040810913646e-05,8.279160925082709e-08,3.996942967075614e-09
1990,2.413601266328312e-05,2.413601266328312e-05,8.606618808114166e-08,3.764245486743383e-09
1991,2.421236682234199e-05,2.421236682234199e-05,8.456100683166109e-08,3.4012904556338495e-09
1992,2.419807710144336e-05,2.419807710144336e-05,8.303674547960327e-08,3.0041061067314398e-09
1993,2.4395743301803513e-05,2.4395743301803513e-05,8.410932395008786e-08,2.6960940147091605e-09
1994,2.4604440893329282e-05,2.4604440893329282e-05,8.310859454598227e-08,2.6257682377612515e-09
1995,2.4744623390558574e-05,2.4744623390558574e-05,8.051861552108416e-08,2.5872686850090888e-09
1996,2.4698064277929787e-05,2.4698064277929787e-05,8.054056215606969e-08,2.4437318200755597e-09
1997,2.5063265638891608e-05,2.5063265638891608e-05,7.788810713853828e-08,2.4121227555034305e-09
1998,2.5260438633267768e-05,2.5260438633267768e-05,7.361158895134525e-08,2.225966998027827e-09
1999,2.5746845494722947e-05,2.5746845494722947e-05,6.882786353555406e-08,2.2884158694986515e-09
2000,2.5677242125051896e-05,2.5677242125051896e-05,6.687255041778631e-08,2.1027966986711786e-09
2001,2.578895899724947e-05,2.578895899724947e-05,6.586853221587522e-08,2.013873258631195e-09
2002,2.57826938780324e-05,2.57826938780324e-05,6.397324422583292e-08,1.8420561108202703e-09
2003,2.6083165461646525e-05,2.6083165461646525e-05,6.01914028460929e-08,1.7447397970826728e-09
2004,2.6165601541703965e-05,2.6165601541703965e-05,6.030054424042777e-08,1.5581491811086527e-09
2005,2.632846605722859e-05,2.632846605722859e-05,6.240361878034101e-08,1.4693950818005825e-09
2006,2.6048103401470663e-05,2.6048103401470663e-05,6.220714660847599e-08,1.2804678428679495e-09
2007,2.5752693285799717e-05,2.5752693285799717e-05,5.88723700900573e-08,1.301811277823869e-09
2008,2.505631761908132e-05,2.505631761908132e-05,5.527114918127804e-08,1.1230109223500255e-09
2009,2.420010683376209e-05,2.420010683376209e-05,5.311605327002715e-08,9.990506596605338e-10
2010,2.3664900124588583e-05,2.3664900124588583e-05,5.119151883345044e-08,9.472289857243815e-10
2011,2.326377398276236e-05,2.326377398276236e-05,4.7445381211121326e-08,8.987736428116883e-10
2012,2.315932111482003e-05,2.315932111482003e-05,4.1264428318754653e-08,9.183636866844885e-10
2013,2.354201543702012e-05,2.354201543702012e-05,3.8173338521931196e-08,7.865973110960616e-10
2014,2.354030246871324e-05,2.354030246871324e-05,3.8365169327140136e-08,6.458512415351083e-10
2015,2.3774247893015854e-05,2.3774247893015854e-05,3.7515275457573287e-08,7.025310135220866e-10
2016,2.4363899033882524e-05,2.4363899033882524e-05,3.772197335446695e-08,7.342490464840828e-10
2017,2.456377418032692e-05,2.456377418032692e-05,3.743212495521675e-08,6.703516121827254e-10
2018,2.4473617304465734e-05,2.4473617304465734e-05,3.5884445281908485e-08,6.744348135523381e-10
2019,2.408910313533852e-05,2.408910313533852e-05,3.797781999992367e-08,6.000800065186773e-10
