ngram,comparison,comparson,compaison,comparson
1608,1.393917935794369e-05,0.0,0.0,0.0
1609,1.3376920865734324e-05,0.0,0.0,0.0
1610,1.7816231677768102e-05,0.0,0.0,0.0
1611,1.6934077166297357e-05,0.0,0.0,0.0
1612,2.1811738828806222e-05,0.0,0.0,0.0
1613,2.060354267996445e-05,0.0,0.0,0.0
1614,2.1921981669947854e-05,0.0,0.0,0.0
1615,2.433367110045635e-05,0.0,0.0,0.0
1616,2.828141740402706e-05,0.0,0.0,0.0
1617,3.0058825229519114e-05,0.0,0.0,0.0
1618,3.1583302578448115e-05,0.0,0.0,0.0
1619,2.5357764700727004e-05,0.0,0.0,0.0
1620,2.43778111845521e-05,0.0,0.0,0.0
1621,2.7519822132100152e-05,0.0,0.0,0.0
1622,2.6665022622702444e-05,0.0,0.0,0.0
1623,2.557289878625722e-05,0.0,0.0,0.0
1624,3.865013279989528e-05,0.0,0.0,0.0
1625,3.787091307978179e-05,0.0,0.0,0.0
1626,4.065824448064502e-05,0.0,0.0,0.0
1627,4.1158101209605646e-05,0.0,0.0,0.0
1628,4.0104255926313014e-05,0.0,0.0,0.0
1629,4.086344337598088e-05,0.0,0.0,0.0
1630,4.918783893767146e-05,0.0,0.0,0.0
1631,3.3841414083976164e-05,0.0,0.0,0.0
1632,3.3414067209897826e-05,0.0,0.0,0.0
1633,3.124473758881712e-05,0.0,0.0,0.0
1634,3.136724236745587e-05,0.0,0.0,0.0
1635,3.0430229214419213e-05,0.0,0.0,0.0
1636,2.9582274302291417e-05,0.0,0.0,0.0
1637,2.0585512694586733e-05,0.0,0.0,0.0
1638,1.6395480348104945e-05,0.0,0.0,0.0
1639,1.7783148905436974e-05,0.0,0.0,0.0
1640,1.6514936630431164e-05,0.0,0.0,0.0
1641,1.552770364859108e-05,0.0,0.0,0.0
1642,1.7807905091363603e-05,0.0,0.0,0.0
1643,1.692913325054438e-05,0.0,0.0,0.0
1644,1.6660065479559955e-05,0.0,0.0,0.0
1645,1.739609472549221e-05,0.0,0.0,0.0
1646,2.0604937032788128e-05,0.0,0.0,0.0
1647,2.1968666780074792e-05,0.0,0.0,0.0
1648,2.3601823938536525e-05,0.0,0.0,0.0
1649,2.1590003208465142e-05,0.0,0.0,0.0
1650,2.1140114248347735e-05,0.0,0.0,0.0
1651,2.0998581671197565e-05,0.0,0.0,0.0
1652,2.1450761908324368e-05,0.0,0.0,0.0
1653,1.8220011692652145e-05,0.0,0.0,0.0
1654,1.9374113955044387e-05,0.0,0.0,0.0
1655,1.8969033590110485e-05,0.0,0.0,0.0
1656,1.8269891240509294e-05,0.0,0.0,0.0
1657,2.168187542598129e-05,0.0,0.0,0.0
1658,2.221265302588498e-05,0.0,0.0,0.0
1659,2.158676917523345e-05,0.0,0.0,0.0
1660,2.0335583680467346e-05,0.0,0.0,0.0
1661,1.7967445728572784e-05,0.0,0.0,0.0
1662,1.6633778159302892e-05,0.0,0.0,0.0
1663,1.7879697289962288e-05,0.0,0.0,0.0
1664,1.5878231806709664e-05,0.0,0.0,0.0
1665,1.4872931582691048e-05,0.0,0.0,0.0
1666,1.5129154170218889e-05,0.0,0.0,0.0
1667,1.4371330377928513e-05,0.0,0.0,0.0
1668,1.710289357756015e-05,0.0,0.0,0.0
1669,1.715434525197322e-05,0.0,0.0,0.0
1670,1.5145018746157543e-05,0.0,0.0,0.0
1671,1.3996364097173292e-05,0.0,0.0,0.0
1672,1.4953146936542388e-05,0.0,0.0,0.0
1673,1.4790839811342136e-05,0.0,0.0,0.0
1674,1.6907748431549408e-05,0.0,0.0,0.0
1675,1.492009921223923e-05,0.0,0.0,0.0
1676,1.505544657577827e-05,0.0,0.0,0.0
1677,1.5694437414432677e-05,0.0,0.0,0.0
1678,1.588722573485159e-05,0.0,0.0,0.0
1679,1.410861698656975e-05,0.0,0.0,0.0
1680,1.3408318929058233e-05,0.0,0.0,0.0
1681,1.335087966123995e-05,0.0,0.0,0.0
1682,1.3286009042141294e-05,0.0,0.0,0.0
1683,1.2898122024905336e-05,0.0,0.0,0.0
1684,1.4373411821517429e-05,0.0,0.0,0.0
1685,1.4240491119770532e-05,0.0,0.0,0.0
1686,1.5707688882165322e-05,0.0,0.0,0.0
1687,1.591130408736977e-05,0.0,0.0,0.0
1688,1.4942433933486296e-05,0.0,0.0,0.0
1689,1.4893267169619711e-05,0.0,0.0,0.0
1690,1.4740170757119944e-05,0.0,0.0,0.0
1691,1.3014159256791963e-05,0.0,0.0,0.0
1692,1.3072334435751795e-05,0.0,0.0,0.0
1693,1.213093375034597e-05,0.0,0.0,0.0
1694,1.1665233614621684e-05,0.0,0.0,0.0
1695,1.150696308676353e-05,0.0,0.0,0.0
1696,1.238445500868173e-05,0.0,0.0,0.0
1697,1.4321070401430397e-05,0.0,0.0,0.0
1698,1.6359922353460987e-05,0.0,0.0,0.0
1699,1.5409956696592936e-05,0.0,0.0,0.0
1700,1.5746220664628447e-05,0.0,0.0,0.0
1701,1.6225668982120362e-05,0.0,0.0,0.0
1702,1.584538936835348e-05,0.0,0.0,0.0
1703,1.4819864840579352e-05,0.0,0.0,0.0
1704,1.2894846154917364e-05,0.0,0.0,0.0
1705,1.1490911674627569e-05,0.0,0.0,0.0
1706,1.1797434646203847e-05,0.0,0.0,0.0
1707,1.1588622328417841e-05,0.0,0.0,0.0
1708,1.10441499470783e-05,0.0,0.0,0.0
1709,1.15183068243953e-05,0.0,0.0,0.0
1710,1.118376297069647e-05,0.0,0.0,0.0
1711,1.116655974848462e-05,0.0,0.0,0.0
1712,9.584936378814746e-06,0.0,0.0,0.0
1713,1.037750826071715e-05,0.0,0.0,0.0
1714,1.1550654952381073e-05,0.0,0.0,0.0
1715,1.1530391410425572e-05,0.0,0.0,0.0
1716,1.0844117371431952e-05,0.0,0.0,0.0
1717,1.1646823103157139e-05,0.0,0.0,0.0
1718,1.1631110932544938e-05,0.0,0.0,0.0
1719,1.1987459207115794e-05,0.0,0.0,0.0
1720,1.0999492587870918e-05,0.0,0.0,0.0
1721,9.554609797695385e-06,0.0,0.0,0.0
1722,9.936248586330163e-06,0.0,0.0,0.0
1723,1.0041461272131918e-05,0.0,0.0,0.0
1724,9.214156437207879e-06,0.0,0.0,0.0
1725,9.476221228916465e-06,0.0,0.0,0.0
1726,9.776199281727063e-06,0.0,0.0,0.0
1727,1.0531772854197438e-05,0.0,0.0,0.0
1728,1.0871137809382552e-05,0.0,0.0,0.0
1729,1.0700480483397509e-05,0.0,0.0,0.0
1730,1.0607731642916665e-05,0.0,0.0,0.0
1731,1.0873079320715209e-05,0.0,0.0,0.0
1732,1.0504945488979242e-05,0.0,0.0,0.0
1733,1.1028321231216459e-05,0.0,0.0,0.0
1734,1.1455311973155144e-05,0.0,0.0,0.0
1735,1.1484576524318462e-05,0.0,0.0,0.0
1736,1.1092763998021837e-05,0.0,0.0,0.0
1737,1.1014847716848766e-05,0.0,0.0,0.0
1738,1.1342164595719493e-05,0.0,0.0,0.0
1739,1.1451082303080642e-05,0.0,0.0,0.0
1740,1.0819744602486026e-05,0.0,0.0,0.0
1741,1.0472021001208174e-05,0.0,0.0,0.0
1742,1.0360528514346307e-05,0.0,0.0,0.0
1743,1.0299404493707698e-05,0.0,0.0,0.0
1744,1.0831311815958802e-05,0.0,0.0,0.0
1745,1.1956927794796815e-05,0.0,0.0,0.0
1746,1.254511127107045e-05,0.0,0.0,0.0
1747,1.3554817217352269e-05,0.0,0.0,0.0
1748,1.3465207952581945e-05,0.0,0.0,0.0
1749,1.4500095728310822e-05,0.0,0.0,0.0
1750,1.6393150872318074e-05,0.0,0.0,0.0
1751,1.775013749595798e-05,0.0,0.0,0.0
1752,1.7313692816449994e-05,0.0,0.0,0.0
1753,1.8304599767101797e-05,0.0,0.0,0.0
1754,1.9397719110462015e-05,0.0,0.0,0.0
1755,2.0437221142596434e-05,0.0,0.0,0.0
1756,2.0402149467762293e-05,0.0,0.0,0.0
1757,2.116433331268906e-05,0.0,0.0,0.0
1758,2.0185785355611836e-05,0.0,0.0,0.0
1759,2.0628469688485245e-05,0.0,0.0,0.0
1760,2.040414100130355e-05,0.0,0.0,0.0
1761,2.036109539663552e-05,0.0,0.0,0.0
1762,2.0486484053045778e-05,0.0,0.0,0.0
1763,2.0614459312387874e-05,0.0,0.0,0.0
1764,1.989722399490087e-05,0.0,0.0,0.0
1765,2.101042160315306e-05,0.0,0.0,0.0
1766,2.1761370070245384e-05,0.0,0.0,0.0
1767,2.2708207585050593e-05,0.0,0.0,0.0
1768,2.3052344529008095e-05,0.0,0.0,0.0
1769,2.441705302252168e-05,0.0,0.0,0.0
1770,2.558223267052589e-05,0.0,0.0,0.0
1771,2.6974551864051527e-05,0.0,0.0,0.0
1772,2.7611449435685893e-05,0.0,0.0,0.0
1773,2.8251520364262562e-05,0.0,0.0,0.0
1774,2.7952102495224347e-05,0.0,0.0,0.0
1775,2.7469059984598842e-05,0.0,0.0,0.0
1776,2.691869719585936e-05,0.0,0.0,0.0
1777,2.6664261895348318e-05,0.0,0.0,0.0
1778,2.565073763045283e-05,0.0,0.0,0.0
1779,2.4958012675467345e-05,0.0,0.0,0.0
1780,2.4175563469595674e-05,0.0,0.0,0.0
1781,2.38545321086089e-05,0.0,0.0,0.0
1782,2.4447199653617906e-05,2.1581334814462546e-09,0.0,2.1581334814462546e-09
1783,2.500017944839783e-05,6.507331562488616e-09,0.0,6.507331562488616e-09
1784,2.613318948923344e-05,9.836275793873028e-09,0.0,9.836275793873028e-09
1785,2.7345319852299455e-05,9.836275793873028e-09,0.0,9.836275793873028e-09
1786,2.6943471311824396e-05,9.836275793873028e-09,1.3400983180287896e-09,9.836275793873028e-09
1787,2.7186030950230944e-05,9.836275793873028e-09,1.3400983180287896e-09,9.836275793873028e-09
1788,2.7959938961430453e-05,9.836275793873028e-09,1.3400983180287896e-09,9.836275793873028e-09
1789,2.832037041246492e-05,7.678142312426774e-09,1.3400983180287896e-09,7.678142312426774e-09
1790,2.823930688984027e-05,3.328944231384412e-09,1.3400983180287896e-09,3.328944231384412e-09
1791,2.7414346602329586e-05,0.0,1.3400983180287896e-09,0.0
1792,2.6597822527816917e-05,2.1765241038045654e-09,1.3400983180287896e-09,2.1765241038045654e-09
1793,2.7574261496608544e-05,2.1765241038045654e-09,0.0,2.1765241038045654e-09
1794,2.8145174967773657e-05,2.1765241038045654e-09,0.0,2.1765241038045654e-09
1795,2.827327235926142e-05,2.1765241038045654e-09,0.0,2.1765241038045654e-09
1796,2.87107250187546e-05,3.1246857165204543e-09,0.0,3.1246857165204543e-09
1797,2.8916464153943317e-05,3.1246857165204543e-09,0.0,3.1246857165204543e-09
1798,2.998053163797262e-05,3.1246857165204543e-09,0.0,3.1246857165204543e-09
1799,3.104702383487685e-05,9.481616127158888e-10,6.00769592803577e-10,9.481616127158888e-10
1800,3.159485147209905e-05,9.481616127158888e-10,1.012433502113806e-09,9.481616127158888e-10
1801,3.256267544721985e-05,1.4125020835515605e-09,1.012433502113806e-09,1.4125020835515605e-09
1802,3.3254576140149895e-05,1.4125020835515605e-09,1.012433502113806e-09,1.4125020835515605e-09
1803,3.338962363029298e-05,4.643404708356716e-10,1.012433502113806e-09,4.643404708356716e-10
1804,3.372945138835348e-05,4.643404708356716e-10,1.012433502113806e-09,4.643404708356716e-10
1805,3.3365136914653704e-05,4.643404708356716e-10,1.7914660231456635e-09,4.643404708356716e-10
1806,3.353353947334524e-05,4.643404708356716e-10,1.4492465323050802e-09,4.643404708356716e-10
1807,3.362266371758389e-05,6.735616984800328e-10,1.0375826229948514e-09,6.735616984800328e-10
1808,3.271095868383002e-05,4.445844169000322e-10,1.5083090015061934e-09,4.445844169000322e-10
1809,3.252292143380535e-05,6.255092317124828e-10,1.6892338163186439e-09,6.255092317124828e-10
1810,3.1938837180080425e-05,6.255092317124828e-10,2.343046756614342e-09,6.255092317124828e-10
1811,3.1846604542806745e-05,6.255092317124828e-10,2.343046756614342e-09,6.255092317124828e-10
1812,3.203151988730367e-05,6.255092317124828e-10,1.5640142355824845e-09,6.255092317124828e-10
1813,3.1298623590763395e-05,8.194886356806461e-10,1.3054641336194906e-09,8.194886356806461e-10
1814,3.1404807876762266e-05,6.10267408036285e-10,1.5144222701276737e-09,6.10267408036285e-10
1815,3.179840340245781e-05,3.7490421878061397e-10,1.0436958916163315e-09,3.7490421878061397e-10
1816,3.2030756951176696e-05,1.9397940396816337e-10,1.0529437956461963e-09,1.9397940396816337e-10
1817,3.236610791645944e-05,1.9397940396816337e-10,3.9913085535049827e-10,1.9397940396816337e-10
1818,3.228048912465705e-05,1.9397940396816337e-10,5.781657216478006e-10,1.9397940396816337e-10
1819,3.243919231213762e-05,1.9397940396816337e-10,5.781657216478006e-10,1.9397940396816337e-10
1820,3.3304998526416186e-05,0.0,5.781657216478006e-10,0.0
1821,3.371281854924746e-05,0.0,3.692075851396177e-10,0.0
1822,3.3579490783657615e-05,1.2476890155964171e-10,3.692075851396177e-10,1.2476890155964171e-10
1823,3.3741933813351875e-05,8.270827277025359e-10,1.790348662973023e-10,8.270827277025359e-10
1824,3.377816808227051e-05,8.270827277025359e-10,1.790348662973023e-10,8.270827277025359e-10
1825,3.363410931862225e-05,1.4601667256261157e-09,0.0,1.4601667256261157e-09
1826,3.3611460301991815e-05,2.0526579245862463e-09,0.0,2.0526579245862463e-09
1827,3.3585786046127654e-05,2.157228530728718e-09,1.0457060614247179e-10,2.157228530728718e-09
1828,3.3285571719586316e-05,2.2675578399094273e-09,1.0457060614247179e-10,2.2675578399094273e-09
1829,3.3303744982861516e-05,2.3536117737294707e-09,2.451191630622621e-10,2.3536117737294707e-09
1830,3.370359679268274e-05,1.9372115895548755e-09,4.3572824713424193e-10,1.9372115895548755e-09
1831,3.403312283418407e-05,2.1230009099910366e-09,4.3572824713424193e-10,2.1230009099910366e-09
1832,3.454457640015919e-05,2.171112583366457e-09,5.208777060466169e-10,2.171112583366457e-09
1833,3.493511706307929e-05,1.6610996467214534e-09,5.208777060466169e-10,1.6610996467214534e-09
1834,3.47181547632707e-05,2.1379504278051797e-09,1.2469090363406314e-09,2.1379504278051797e-09
1835,3.51224656956869e-05,2.530321539597123e-09,1.4982592468269574e-09,2.530321539597123e-09
1836,3.573128456732125e-05,2.394559883711622e-09,1.5828942283897212e-09,2.394559883711622e-09
1837,3.5029723221668974e-05,2.8056189435180354e-09,1.3922851443177414e-09,2.8056189435180354e-09
1838,3.501466146969635e-05,2.619829623081874e-09,1.4686108916274675e-09,2.619829623081874e-09
1839,3.488021580519022e-05,2.0144153884642843e-09,1.4592428693965027e-09,2.0144153884642843e-09
1840,3.46165439363436e-05,2.0831090582643495e-09,1.4592428693965027e-09,2.0831090582643495e-09
1841,3.435929517893653e-05,1.641642893052924e-09,6.286409329600165e-10,1.641642893052924e-09
1842,3.4372599267434066e-05,1.2605733520513036e-09,4.989216024447224e-10,1.2605733520513036e-09
1843,3.3999931474681944e-05,1.3166612324231964e-09,2.737380639621685e-10,1.3166612324231964e-09
1844,3.445045825044092e-05,7.532542446929216e-10,3.405209209843869e-10,7.532542446929216e-10
1845,3.467371113531824e-05,1.2871643671554166e-09,4.6441146166793194e-10,1.2871643671554166e-09
1846,3.495113352463315e-05,1.4070444333467792e-09,4.538505246224186e-10,1.4070444333467792e-09
1847,3.510635880437414e-05,1.3164779663224886e-09,5.750614548042218e-10,1.3164779663224886e-09
1848,3.519895108183846e-05,1.176522744307716e-09,5.750614548042218e-10,1.176522744307716e-09
1849,3.5007327304421256e-05,1.8609848979294392e-09,5.071701114633953e-10,1.8609848979294392e-09
1850,3.4739831919848386e-05,2.2994747772564494e-09,5.546400204194311e-10,2.2994747772564494e-09
1851,3.4610876485073406e-05,2.3051948524635944e-09,4.878571633972127e-10,2.3051948524635944e-09
1852,3.456572812865488e-05,1.872407871607505e-09,3.382024462071444e-10,1.872407871607505e-09
1853,3.435724855600191e-05,1.8215243995684765e-09,3.212412875391075e-10,1.8215243995684765e-09
1854,3.4062356592455346e-05,1.811420795107464e-09,2.000303573573043e-10,1.811420795107464e-09
1855,3.4116369663804236e-05,1.9689260420476172e-09,2.000303573573043e-10,1.9689260420476172e-09
1856,3.415907641673195e-05,1.311929426206504e-09,1.462908207270987e-10,1.311929426206504e-09
1857,3.445809540737953e-05,8.385589405397148e-10,9.882091177106287e-11,8.385589405397148e-10
1858,3.4320476385931086e-05,8.14480177746546e-10,2.1402793822947582e-10,8.14480177746546e-10
1859,3.439681157552903e-05,7.742864246588052e-10,2.2439575594493784e-10,7.742864246588052e-10
1860,3.4588708201356765e-05,6.295083938250607e-10,1.7613641497707785e-10,6.295083938250607e-10
1861,3.459782705509237e-05,6.354932136076741e-10,1.7613641497707785e-10,6.354932136076741e-10
1862,3.453411565195503e-05,8.122975942675176e-10,2.3185468624374395e-10,8.122975942675176e-10
1863,3.420258352499721e-05,1.0451042253833975e-09,2.795925673521842e-10,1.0451042253833975e-09
1864,3.3896164885456006e-05,9.959308933105149e-10,2.795925673521842e-10,9.959308933105149e-10
1865,3.3785771977688584e-05,9.249504178449846e-10,1.6438554089377126e-10,9.249504178449846e-10
1866,3.355886240439888e-05,9.082606492302351e-10,1.0345615237510636e-10,9.082606492302351e-10
1867,3.3288509127617415e-05,9.51473106652096e-10,1.0345615237510636e-10,9.51473106652096e-10
1868,3.331906659046321e-05,9.846098222457807e-10,1.4826785037819993e-10,9.846098222457807e-10
1869,3.3355927111447924e-05,8.086437392711738e-10,1.3213546526788126e-10,8.086437392711738e-10
1870,3.3864481728025044e-05,5.956865318473043e-10,8.4397584159441e-11,5.956865318473043e-10
1871,3.455134148160661e-05,6.297435350965941e-10,1.6554970886214652e-10,6.297435350965941e-10
1872,3.516668324924207e-05,6.674204046573453e-10,1.6554970886214652e-10,6.674204046573453e-10
1873,3.556880411841641e-05,8.182245436749724e-10,2.0455846143947147e-10,8.182245436749724e-10
1874,3.602689944922791e-05,9.737156636546729e-10,2.840398908140632e-10,9.737156636546729e-10
1875,3.6384284612722695e-05,1.0846674114439736e-09,3.1945825350123055e-10,1.0846674114439736e-09
1876,3.673393023616102e-05,1.0796518044666114e-09,3.1820435175689e-10,1.0796518044666114e-09
1877,3.6716765212726644e-05,9.806093080401622e-10,3.1820435175689e-10,9.806093080401622e-10
1878,3.6376918225349595e-05,8.994571833374567e-10,2.3705222705418446e-10,8.994571833374567e-10
1879,3.623096667329914e-05,1.0270366382744304e-09,2.3705222705418446e-10,1.0270366382744304e-09
1880,3.617671661361653e-05,1.029312976122806e-09,1.9804347447685951e-10,1.029312976122806e-09
1881,3.603064292942041e-05,9.884373716343271e-10,1.5012764047790077e-10,9.884373716343271e-10
1882,3.6177419263237554e-05,8.526813858164165e-10,6.989757978763983e-11,8.526813858164165e-10
1883,3.59772597481164e-05,7.957213300967072e-10,6.368822334591937e-11,7.957213300967072e-10
1884,3.583149893009769e-05,8.783725255082483e-10,6.368822334591937e-11,8.783725255082483e-10
1885,3.611628510822941e-05,1.168605315690233e-09,2.3782789428304444e-10,1.168605315690233e-09
1886,3.636897080078987e-05,1.2350086112508256e-09,3.2059374401237154e-10,1.2350086112508256e-09
1887,3.652264318329149e-05,1.0929564515332097e-09,4.0349565157336645e-10,1.0929564515332097e-09
1888,3.659675712697208e-05,1.1511512179992626e-09,3.7193005619773345e-10,1.1511512179992626e-09
1889,3.6635727155953646e-05,1.2956992185524691e-09,3.7193005619773345e-10,1.2956992185524691e-09
1890,3.7056794618755316e-05,1.2752184110263543e-09,3.3980742822744704e-10,1.2752184110263543e-09
1891,3.765300789382309e-05,1.5323446995412532e-09,3.6541248003642476e-10,1.5323446995412532e-09
1892,3.7686320346048365e-05,1.2870550736288067e-09,1.9127280909929974e-10,1.2870550736288067e-09
1893,3.77591469649425e-05,1.1495389481578196e-09,1.3156863297249443e-10,1.1495389481578196e-09
1894,3.769029821601829e-05,1.2047298753830355e-09,7.075849826700318e-11,1.2047298753830355e-09
1895,3.7676068002058726e-05,1.1580767971570388e-09,7.075849826700318e-11,1.1580767971570388e-09
1896,3.744770531609122e-05,1.3169377215722327e-09,7.075849826700318e-11,1.3169377215722327e-09
1897,3.7218981950510556e-05,1.3896646888778008e-09,8.933525348047461e-11,1.3896646888778008e-09
1898,3.6988477534448195e-05,1.0340983664607656e-09,6.37302016714969e-11,1.0340983664607656e-09
1899,3.737232327694073e-05,1.2259359876460557e-09,8.194410824494521e-11,1.2259359876460557e-09
1900,3.74068903121432e-05,1.3224838050060077e-09,9.502364371551307e-11,1.3224838050060077e-09
1901,3.781776727659495e-05,1.2634349994782618e-09,7.293187086000939e-11,1.2634349994782618e-09
1902,3.8165442154942344e-05,1.3695579828950803e-09,1.0736845143125403e-10,1.3695579828950803e-09
1903,3.849552740575746e-05,1.3041736500264888e-09,1.0736845143125403e-10,1.3041736500264888e-09
1904,3.8937430092898596e-05,1.8372704231011434e-09,8.87916962177826e-11,1.8372704231011434e-09
1905,3.945504691468419e-05,1.9966119947843553e-09,8.87916962177826e-11,1.9966119947843553e-09
1906,3.968851628347433e-05,1.899466084420709e-09,1.171227480080615e-10,1.899466084420709e-09
1907,4.007549328629726e-05,1.9136011743446447e-09,8.098153893497186e-11,1.9136011743446447e-09
1908,4.048240797211682e-05,2.164129114008111e-09,8.098153893497186e-11,2.164129114008111e-09
1909,4.086102593906357e-05,1.916198487582145e-09,6.032596743572277e-11,1.916198487582145e-09
1910,4.151532734145543e-05,2.040345307390596e-09,6.032596743572277e-11,2.040345307390596e-09
1911,4.191639371648697e-05,1.6381931228215407e-09,6.032596743572277e-11,1.6381931228215407e-09
1912,4.217433784755745e-05,1.7418474143208025e-09,7.474007523988746e-11,1.7418474143208025e-09
1913,4.233577159798837e-05,2.0597459472153953e-09,2.8195116876160243e-11,2.0597459472153953e-09
1914,4.235222721555536e-05,2.088406307015107e-09,7.204458458381119e-11,2.088406307015107e-09
1915,4.207113878302542e-05,1.9299168156429657e-09,1.0392202971181469e-10,1.9299168156429657e-09
1916,4.21026192530657e-05,2.007717833255437e-09,9.014102063981916e-11,2.007717833255437e-09
