ngram,block,blok,bloc,blck
1578,1.3520413111629232e-06,0.0,0.0,0.0
1579,1.3520413111629232e-06,0.0,0.0,0.0
1580,1.3520413111629232e-06,0.0,0.0,0.0
1581,1.3520413111629232e-06,0.0,0.0,0.0
1582,1.3520413111629232e-06,8.379627485867656e-07,0.0,0.0
1583,2.403113025398592e-07,8.379627485867656e-07,0.0,0.0
1584,2.403113025398592e-07,8.379627485867656e-07,0.0,0.0
1585,1.1839017263680165e-06,8.379627485867656e-07,0.0,0.0
1586,1.90279557240761e-06,8.379627485867656e-07,1.4377876920791875e-06,0.0
1587,2.5949546917607743e-06,8.379627485867656e-07,1.7838672517557695e-06,0.0
1588,3.264460506865622e-06,8.379627485867656e-07,1.7838672517557695e-06,0.0
1589,3.824639926668689e-06,0.0,1.7838672517557695e-06,0.0
1590,4.1042799239221495e-06,0.0,1.7838672517557695e-06,0.0
1591,5.1704137799138806e-06,0.0,1.7838672517557695e-06,0.0
1592,4.226823356085723e-06,0.0,1.7838672517557695e-06,0.0
1593,3.7312062366774105e-06,0.0,5.693562863078634e-07,0.0
1594,3.2066787006052825e-06,0.0,2.2327672663128135e-07,0.0
1595,3.8895642221957265e-06,0.0,2.2327672663128135e-07,0.0
1596,3.5398030279663672e-06,0.0,2.2327672663128135e-07,0.0
1597,3.504100098845291e-06,0.0,2.2327672663128135e-07,0.0
1598,3.1457089042825307e-06,0.0,2.2327672663128135e-07,0.0
1599,3.381531200830068e-06,0.0,2.2327672663128135e-07,0.0
1600,3.3712666436258587e-06,0.0,0.0,0.0
1601,3.594282783784105e-06,0.0,0.0,0.0
1602,2.7638950216766844e-06,0.0,0.0,0.0
1603,2.5534767961029762e-06,0.0,0.0,0.0
1604,2.4097690649276567e-06,0.0,0.0,0.0
1605,2.6015215358451575e-06,0.0,0.0,0.0
1606,2.6860196677651923e-06,0.0,0.0,0.0
1607,2.47300749833812e-06,0.0,0.0,0.0
1608,2.0823597748988376e-06,0.0,0.0,0.0
1609,1.560356200310967e-06,0.0,0.0,0.0
1610,3.4720801522780675e-06,0.0,0.0,0.0
1611,3.2339517913117433e-06,0.0,0.0,0.0
1612,2.8724581154295137e-06,0.0,0.0,0.0
1613,2.7119481680009424e-06,0.0,1.598104810390006e-07,0.0
1614,3.3711676629926453e-06,0.0,1.598104810390006e-07,0.0
1615,3.3711676629926453e-06,0.0,1.598104810390006e-07,0.0
1616,3.3711676629926453e-06,0.0,1.598104810390006e-07,0.0
1617,1.4594437110255448e-06,0.0,1.598104810390006e-07,0.0
1618,1.3570314324949453e-06,0.0,2.5828761960968093e-07,0.0
1619,1.156633467352159e-06,0.0,2.5828761960968093e-07,0.0
1620,1.3997786416959052e-06,0.0,9.847713857068032e-08,0.0
1621,1.0973951378088844e-06,0.0,9.847713857068032e-08,0.0
1622,2.5043633026403507e-06,0.0,9.847713857068032e-08,0.0
1623,3.312605908182117e-06,0.0,9.847713857068032e-08,0.0
1624,4.656595592678059e-06,0.0,2.47809331150555e-07,0.0
1625,5.0719190442448185e-06,0.0,1.493321925798747e-07,0.0
1626,5.193559185759763e-06,0.0,1.493321925798747e-07,2.296218164182002e-07
1627,4.790603530377016e-06,0.0,1.493321925798747e-07,2.296218164182002e-07
1628,4.499279165364507e-06,0.0,1.493321925798747e-07,2.296218164182002e-07
1629,3.4224283760002957e-06,0.0,1.493321925798747e-07,2.296218164182002e-07
1630,3.4766757721627073e-06,0.0,2.355811911261948e-07,2.296218164182002e-07
1631,2.3027260454000498e-06,0.0,8.624899854632012e-08,2.296218164182002e-07
1632,2.0706548623041144e-06,0.0,8.624899854632012e-08,2.296218164182002e-07
1633,2.159782419702034e-06,0.0,8.624899854632012e-08,0.0
1634,2.776873210612913e-06,1.2341816305446889e-07,8.624899854632012e-08,0.0
1635,3.6168784163237433e-06,1.2341816305446889e-07,1.6856871200486368e-07,0.0
1636,3.720983077723109e-06,1.2341816305446889e-07,1.6856871200486368e-07,0.0
1637,3.516934238437638e-06,1.2341816305446889e-07,8.231971345854358e-08,0.0
1638,4.289584824489014e-06,1.2341816305446889e-07,8.231971345854358e-08,0.0
1639,4.962905060373097e-06,1.2341816305446889e-07,8.231971345854358e-08,0.0
1640,4.928574136491599e-06,2.2622621794913096e-07,8.231971345854358e-08,0.0
1641,4.490649611657968e-06,1.028080548946621e-07,2.017638881365461e-07,0.0
1642,4.4487314556006045e-06,1.028080548946621e-07,1.194441746780025e-07,0.0
1643,4.737088992052512e-06,1.028080548946621e-07,1.194441746780025e-07,0.0
1644,5.086923985280529e-06,1.028080548946621e-07,1.194441746780025e-07,0.0
1645,4.831869059021951e-06,1.028080548946621e-07,1.194441746780025e-07,0.0
1646,4.781203837670286e-06,1.028080548946621e-07,1.194441746780025e-07,0.0
1647,5.307619078718874e-06,0.0,1.194441746780025e-07,0.0
1648,6.59562835738013e-06,0.0,0.0,0.0
1649,6.27962409842959e-06,0.0,7.822777498794104e-08,0.0
1650,6.303686859610025e-06,0.0,7.822777498794104e-08,0.0
1651,6.585413172745445e-06,0.0,7.822777498794104e-08,0.0
1652,7.01120552548673e-06,0.0,1.3389917187721168e-07,0.0
1653,6.808304468514896e-06,0.0,1.3389917187721168e-07,7.537577825392613e-08
1654,6.39009678187514e-06,0.0,1.3389917187721168e-07,7.537577825392613e-08
1655,5.271539521345403e-06,0.0,1.3389917187721168e-07,7.537577825392613e-08
1656,6.128472315530027e-06,0.0,5.567139688927065e-08,7.537577825392613e-08
1657,7.050095973681891e-06,0.0,8.347582942341042e-08,7.537577825392613e-08
1658,6.189018579659335e-06,0.0,8.347582942341042e-08,7.537577825392613e-08
1659,6.330110831446031e-06,0.0,2.7804432534139778e-08,7.537577825392613e-08
1660,6.127978622316732e-06,0.0,1.0797923266636644e-07,0.0
1661,5.90884324732802e-06,0.0,1.0797923266636644e-07,0.0
1662,5.9662235604004565e-06,0.0,1.0797923266636644e-07,0.0
1663,5.087256178220352e-06,0.0,1.0797923266636644e-07,0.0
1664,3.851322974566886e-06,0.0,8.017480013222666e-08,0.0
1665,4.039680529136344e-06,0.0,8.017480013222666e-08,0.0
1666,3.504231439624813e-06,0.0,1.201231977380043e-07,0.0
1667,3.6550467744486274e-06,0.0,3.9948397605777634e-08,0.0
1668,3.908232591649201e-06,0.0,3.9948397605777634e-08,0.0
1669,3.7718208269715044e-06,0.0,3.9948397605777634e-08,0.0
1670,3.864647689104979e-06,0.0,3.9948397605777634e-08,0.0
1671,3.862527007316073e-06,0.0,3.9948397605777634e-08,0.0
1672,3.6388540008504478e-06,0.0,3.9948397605777634e-08,0.0
1673,3.860011929646134e-06,0.0,0.0,0.0
1674,3.82881096681688e-06,0.0,6.506104861208379e-08,0.0
1675,3.858882694528022e-06,0.0,6.506104861208379e-08,0.0
1676,4.4052795666565155e-06,0.0,6.506104861208379e-08,0.0
1677,5.02958226076901e-06,0.0,6.506104861208379e-08,0.0
1678,5.0176601494708195e-06,0.0,6.506104861208379e-08,0.0
1679,5.085485911747258e-06,0.0,6.506104861208379e-08,0.0
1680,6.770036471997238e-06,0.0,8.316297745685525e-08,0.0
1681,6.965575201840173e-06,0.0,1.8101928844771464e-08,0.0
1682,6.621942767586526e-06,0.0,1.8101928844771464e-08,2.016103297007378e-08
1683,6.644513762564332e-06,0.0,1.8101928844771464e-08,2.016103297007378e-08
1684,6.687573919147585e-06,0.0,1.8101928844771464e-08,2.016103297007378e-08
1685,6.592577230029357e-06,0.0,1.8101928844771464e-08,2.016103297007378e-08
1686,6.987647241528196e-06,0.0,1.8101928844771464e-08,2.016103297007378e-08
1687,4.816068602459771e-06,0.0,0.0,2.016103297007378e-08
1688,4.659140423817527e-06,0.0,0.0,2.016103297007378e-08
1689,4.97939741502965e-06,0.0,3.157116980543963e-08,0.0
1690,5.26243846772039e-06,0.0,3.157116980543963e-08,0.0
1691,4.319213660762346e-06,0.0,3.157116980543963e-08,0.0
1692,4.587621495894771e-06,0.0,3.157116980543963e-08,0.0
1693,4.67165192016442e-06,0.0,3.157116980543963e-08,0.0
1694,4.535463111616471e-06,0.0,3.157116980543963e-08,0.0
1695,4.782717951457016e-06,0.0,3.157116980543963e-08,0.0
1696,4.592101764241566e-06,0.0,0.0,0.0
1697,4.35950206727804e-06,0.0,2.204122446463381e-08,0.0
1698,4.774080090490835e-06,0.0,3.241249503714373e-08,0.0
1699,4.783577813733635e-06,0.0,3.241249503714373e-08,0.0
1700,4.505932468288977e-06,0.0,3.241249503714373e-08,0.0
1701,4.575590667497766e-06,0.0,3.241249503714373e-08,0.0
1702,4.248643270849632e-06,0.0,4.439765482240026e-08,0.0
1703,5.012880429993467e-06,0.0,4.439765482240026e-08,0.0
1704,4.643590370635918e-06,0.0,2.235643035776645e-08,0.0
1705,4.353535652106595e-06,0.0,3.030076913189207e-08,0.0
1706,4.2839551497309e-06,0.0,4.137615202840347e-08,0.0
1707,3.827656379533957e-06,0.0,5.3528605040550504e-08,0.0
1708,3.740007887894795e-06,0.0,6.317447238351243e-08,0.0
1709,3.729577120533837e-06,0.0,6.321432875568331e-08,0.0
1710,2.837262059074419e-06,0.0,6.321432875568331e-08,0.0
1711,2.579248936334417e-06,0.0,6.321432875568331e-08,0.0
1712,2.4163766576228748e-06,0.0,5.576213928699352e-08,0.0
1713,2.133572641988784e-06,0.0,4.4686756390482126e-08,0.0
1714,2.5299924248299377e-06,0.0,4.210591393010483e-08,0.0
1715,2.49138466707726e-06,0.0,3.24600465871429e-08,0.0
1716,2.314622682726102e-06,0.0,2.043503042971549e-08,0.0
1717,2.168998759900985e-06,0.0,2.8076435906346627e-08,0.0
1718,2.286651936498986e-06,0.0,2.8076435906346627e-08,0.0
1719,2.17343743510615e-06,0.0,1.7213016028400878e-08,0.0
1720,2.1964569408997444e-06,0.0,1.7213016028400878e-08,0.0
1721,1.8212069627614774e-06,0.0,7.641405476631137e-09,0.0
1722,1.8158031999908936e-06,7.727586697520955e-09,1.5368992174152092e-08,0.0
1723,1.9558519040531664e-06,7.727586697520955e-09,1.5368992174152092e-08,0.0
1724,2.174010660382919e-06,2.534034544104153e-08,1.3598506447871322e-08,0.0
1725,2.3314301935377964e-06,2.534034544104153e-08,2.8304412528054205e-08,0.0
1726,2.5812062988604467e-06,2.534034544104153e-08,4.10794085731985e-08,0.0
1727,2.658350954983949e-06,3.2183061295297325e-08,4.10794085731985e-08,0.0
1728,3.033188542238869e-06,3.2183061295297325e-08,4.7558968572859935e-08,0.0
1729,3.115892955715286e-06,2.445547459777637e-08,4.620335859937898e-08,0.0
1730,3.3628393794060685e-06,2.445547459777637e-08,4.620335859937898e-08,0.0
1731,3.370975199296871e-06,6.842715854255792e-09,4.033243884902861e-08,0.0
1732,3.428769364940568e-06,6.842715854255792e-09,3.188505662673638e-08,0.0
1733,3.5078649359223036e-06,6.842715854255792e-09,1.9110060581592085e-08,0.0
1734,3.984763485017798e-06,0.0,1.9110060581592085e-08,0.0
1735,4.132327831030125e-06,0.0,1.2630500581930652e-08,6.466926042289092e-09
1736,4.334820914664306e-06,0.0,6.258523857890655e-09,6.466926042289092e-09
1737,4.126282874494791e-06,0.0,6.258523857890655e-09,1.3388554265247876e-08
1738,4.1900834081129034e-06,0.0,6.258523857890655e-09,1.3388554265247876e-08
1739,4.2610924668094545e-06,0.0,3.2309164867326346e-09,1.3388554265247876e-08
1740,4.1530598602029e-06,0.0,3.2309164867326346e-09,1.3388554265247876e-08
1741,3.980731402667256e-06,0.0,9.172267263173645e-09,1.3388554265247876e-08
1742,3.874682566415036e-06,0.0,1.5549639544230687e-08,4.518586089423999e-08
1743,4.278351298125926e-06,0.0,2.5181033131665183e-08,4.518586089423999e-08
1744,4.504073980829812e-06,0.0,3.410915385058745e-08,3.8264232671281206e-08
1745,4.608590480919312e-06,0.0,4.042072987431311e-08,3.8264232671281206e-08
1746,4.361171737140726e-06,0.0,4.2167790529187444e-08,3.8264232671281206e-08
1747,4.481742832597645e-06,0.0,4.632694228234868e-08,3.8264232671281206e-08
1748,4.410551355249481e-06,0.0,4.766505514096155e-08,4.1903964488808147e-08
1749,4.331338719306846e-06,0.0,4.6242963236409196e-08,3.639731817526938e-09
1750,4.5156283314489495e-06,0.0,3.66115696489747e-08,3.639731817526938e-09
1751,4.465249016253178e-06,0.0,3.48217262009192e-08,3.639731817526938e-09
1752,4.663374641365538e-06,0.0,2.8510150177193542e-08,3.639731817526938e-09
1753,5.251095054908157e-06,0.0,2.856152546217215e-08,3.639731817526938e-09
1754,5.651770931893095e-06,0.0,2.4402373709010916e-08,3.639731817526938e-09
1755,5.963381227047648e-06,0.0,2.0976217842059797e-08,0.0
1756,6.251446458398797e-06,0.0,2.2091878548735622e-08,0.0
1757,6.639751583341942e-06,0.0,2.8182125078046738e-08,0.0
1758,7.100037627034388e-06,0.0,2.7259017392517696e-08,0.0
1759,7.2026741690933704e-06,0.0,3.0737812295456024e-08,0.0
1760,6.904727342771366e-06,0.0,3.3692560614489205e-08,0.0
1761,6.859861644313371e-06,0.0,3.3692560614489205e-08,0.0
1762,6.864559184448028e-06,0.0,3.788699893496934e-08,0.0
1763,6.851839641188105e-06,0.0,5.1686779301007846e-08,0.0
1764,6.142033401244719e-06,0.0,4.559653277169673e-08,0.0
1765,5.981851375379067e-06,0.0,4.527618001150456e-08,0.0
1766,6.162533541750495e-06,0.0,4.179738510856623e-08,0.0
1767,6.284959519169726e-06,1.1778009171134078e-08,3.6757786655730995e-08,0.0
1768,6.625231240572507e-06,1.1778009171134078e-08,3.9439999203036025e-08,0.0
1769,6.3358182030372386e-06,1.4824268796636325e-08,3.1392253114453135e-08,0.0
1770,6.925499682048601e-06,1.770719038063362e-08,1.4404453249231404e-08,0.0
1771,7.1008107624948025e-06,1.770719038063362e-08,3.020031564509347e-08,0.0
1772,6.903339908603812e-06,1.770719038063362e-08,2.6941580648960032e-08,0.0
1773,6.744709805518921e-06,1.770719038063362e-08,2.6941580648960032e-08,0.0
1774,6.887136740780468e-06,5.929181209499543e-09,2.9342004635525753e-08,0.0
1775,6.4761824692790725e-06,5.929181209499543e-09,3.5325859570889406e-08,0.0
1776,7.084784491390954e-06,2.8829215839972935e-09,3.803822907449168e-08,0.0
1777,6.553614834306895e-06,0.0,4.099140810913988e-08,0.0
1778,6.394857207072034e-06,0.0,2.519554571327782e-08,0.0
1779,6.798968505401197e-06,0.0,2.2559463884265696e-08,0.0
1780,6.653384129354631e-06,7.047420678775649e-09,2.7257744505959636e-08,0.0
1781,6.464739466796995e-06,7.047420678775649e-09,2.9562885726720978e-08,0.0
1782,6.797525527092928e-06,7.047420678775649e-09,2.5213085206944796e-08,0.0
1783,6.653923524676689e-06,7.047420678775649e-09,3.337371065218317e-08,0.0
1784,6.630676385352022e-06,1.2040836898969637e-08,3.752444247392564e-08,0.0
1785,6.699043296976015e-06,1.2040836898969637e-08,3.9142564871903167e-08,1.6181223979775235e-09
1786,6.931946440350398e-06,1.2040836898969637e-08,1.3189364753379046e-06,1.6181223979775235e-09
1787,6.978744230374494e-06,4.993416220193987e-09,1.316816477953913e-06,2.9072640168286465e-09
1788,6.879245639928351e-06,4.993416220193987e-09,1.3143926187453303e-06,2.9072640168286465e-09
1789,6.46305631692355e-06,4.993416220193987e-09,1.3112397365994916e-06,2.9072640168286465e-09
1790,6.230698870370231e-06,4.993416220193987e-09,1.3036812869872603e-06,2.9072640168286465e-09
1791,6.2630542743136175e-06,2.1719324751399783e-09,1.2980383194971523e-06,3.993230254398636e-09
1792,6.12019312029588e-06,3.260194527042261e-09,1.306214555693178e-06,2.3751078564211117e-09
1793,5.5608179536648095e-06,3.260194527042261e-09,3.726688824201574e-08,2.3751078564211117e-09
1794,5.641689183123942e-06,4.258180094244121e-09,4.267248954192837e-08,1.0859662375699892e-09
1795,5.9817471732718075e-06,4.258180094244121e-09,5.571172424976924e-08,1.9992383621619022e-09
1796,6.316229506150453e-06,4.258180094244121e-09,5.834098588357912e-08,1.9992383621619022e-09
1797,6.607048427602942e-06,4.258180094244121e-09,6.239644813531089e-08,1.9992383621619022e-09
1798,6.765066310825725e-06,2.0862476191041424e-09,6.094586651223771e-08,1.4919288027215316e-09
1799,7.365069775135323e-06,9.979855672018596e-10,5.4756125475055994e-08,1.4919288027215316e-09
1800,7.620636032308019e-06,9.979855672018596e-10,4.7203193734698546e-08,2.3152566213419893e-09
1801,7.935770684395851e-06,1.3930214442276728e-09,4.2934032963769046e-08,2.3152566213419893e-09
1802,8.384939844420711e-06,1.8271482422298796e-09,2.7273350815854817e-08,1.8361112947522835e-09
1803,8.759673554387909e-06,2.5291481607427256e-09,2.8043703740162788e-08,1.8361112947522835e-09
1804,8.787475118359517e-06,2.5291481607427256e-09,2.586001457416387e-08,1.8361112947522835e-09
1805,8.767310776290418e-06,3.0485031641904114e-09,2.6342538816948036e-08,1.2574546166226647e-09
1806,8.628338946436998e-06,3.307053266153405e-09,2.6874722891534475e-08,1.2574546166226647e-09
1807,8.741348600389237e-06,3.934716964946818e-09,2.8602721207399943e-08,4.341267980022069e-10
1808,8.628820588845493e-06,2.541695520719145e-09,3.006598779466328e-08,4.341267980022069e-10
1809,8.056689434202521e-06,2.107568722716938e-09,3.180342262559017e-08,0.0
1810,8.039125662305327e-06,1.405568804204092e-09,4.9034188011530336e-08,2.17937652052009e-10
1811,8.04396768216975e-06,1.8743366858586796e-09,4.759801264242469e-08,2.17937652052009e-10
1812,8.534334093773005e-06,2.309814720443829e-09,4.995120355439602e-08,4.5664591156021773e-10
1813,8.517551447896818e-06,2.051264618480835e-09,4.891807238647873e-08,4.5664591156021773e-10
1814,8.364345311357673e-06,1.6325590561956054e-09,4.7449051164351527e-08,4.5664591156021773e-10
1815,8.369089105794306e-06,2.5982626367897818e-09,4.4202467971591175e-08,4.5664591156021773e-10
1816,8.857332237052365e-06,2.5982626367897818e-09,4.195217214889421e-08,4.5664591156021773e-10
1817,8.542430480572096e-06,2.5982626367897818e-09,2.1529187956202478e-08,2.3870825950820876e-10
1818,8.578397487976222e-06,2.3085296214324965e-09,2.1538776984186825e-08,4.17743125805511e-10
1819,8.161875419838388e-06,6.764404401695044e-09,1.911632211256834e-08,1.790348662973023e-10
1820,8.274101998852399e-06,6.764404401695044e-09,1.9844972014888233e-08,1.790348662973023e-10
1821,8.435842054106096e-06,6.555446265186861e-09,1.9506540002315172e-08,1.790348662973023e-10
1822,8.613677502060974e-06,9.457578513989112e-09,2.206681351931853e-08,3.03803767856944e-10
1823,8.373954707557069e-06,1.2828685082487214e-08,2.4329259622796988e-08,3.03803767856944e-10
1824,8.376706838524634e-06,1.2962805099167189e-08,2.7920919671536078e-08,3.03803767856944e-10
1825,8.354311960699437e-06,1.2783770232869886e-08,2.8592775639221405e-08,1.2476890155964171e-10
1826,8.791102248194096e-06,9.032037847792448e-09,2.978916516635114e-08,2.4326714452373363e-10
1827,8.836327132095384e-06,9.973173271354036e-09,2.8780251071225393e-08,2.4326714452373363e-10
1828,8.88847833786193e-06,1.0193831889715455e-08,4.0350522415418966e-08,4.6392576288515185e-10
1829,9.86667237157235e-06,6.325996060319028e-09,5.4200428526282196e-08,3.391568613255101e-10
1830,9.995886232770448e-06,3.812630354284506e-09,6.356993636253655e-08,4.3446140336150004e-10
1831,1.0159682330725315e-05,3.864299658040693e-09,6.334512317859467e-08,4.3446140336150004e-10
1832,1.0282432932789171e-05,3.864299658040693e-09,7.015326351579785e-08,4.3446140336150004e-10
1833,1.0078308150696103e-05,2.452759011768129e-09,7.035159121926426e-08,3.159631603974081e-10
1834,9.929847432691272e-06,1.5946837818501892e-09,7.334239831331096e-08,3.159631603974081e-10
1835,1.0104817712479936e-05,2.128075763227092e-09,6.291500755293913e-08,9.530454203598993e-11
1836,9.370970993976308e-06,2.5033816448376864e-09,4.7650929043844114e-08,9.530454203598993e-11
1837,9.393065218838664e-06,1.8005236032284495e-09,3.733449739838436e-08,0.0
1838,9.677142770669889e-06,1.843711532651631e-09,3.610785423039228e-08,7.632574730972611e-11
1839,9.930422363270606e-06,3.96559172801046e-09,2.7520476056760605e-08,1.5210718399113635e-10
1840,9.964286618924234e-06,4.549602583558965e-09,2.6447341586585286e-08,2.276931500487324e-10
1841,1.0125416468196948e-05,5.5162065550261124e-09,2.4831784882297014e-08,2.276931500487324e-10
1842,1.0234988881815557e-05,5.0662331631455365e-09,2.3515819894523053e-08,2.276931500487324e-10
1843,1.0093383025377989e-05,9.149995063216311e-09,2.620887024867053e-08,2.276931500487324e-10
1844,1.02018785972697e-05,9.39580936863495e-09,2.5072065312770064e-08,2.944760070709508e-10
1845,1.018921297405281e-05,1.2570509204985164e-08,2.723387610663914e-08,3.516277903768485e-10
1846,1.0171957390931702e-05,1.0579070008898128e-08,2.8038212259876412e-08,2.7584635369543824e-10
1847,1.0249787010252476e-05,9.808229831495145e-09,3.071305419512425e-08,2.002603876378422e-10
1848,1.0663441051812178e-05,9.633568466758748e-09,3.24753542153238e-08,3.0963573768464213e-10
1849,1.0910512823362037e-05,1.0350542439014582e-08,3.609828499609843e-08,3.0963573768464213e-10
1850,1.106209115927673e-05,6.128824194183226e-09,3.697351377443933e-08,4.52045472482914e-10
1851,1.1380481607505186e-05,5.7281270679102445e-09,4.1945757597464505e-08,5.245484047122773e-10
1852,1.1578830188747296e-05,2.3750115525038903e-09,4.426169094732099e-08,5.93317157309465e-10
1853,1.1983661482060728e-05,2.582385947937281e-09,4.939516681393538e-08,7.380951881432094e-10
1854,1.2534861655564913e-05,2.8752935112206858e-09,5.031396455024151e-08,7.380951881432094e-10
1855,1.278552125378545e-05,2.7878169455470517e-09,5.16507507240606e-08,7.862250850365626e-10
1856,1.3023336967827553e-05,1.866163374624514e-09,6.25804251594023e-08,7.862250850365626e-10
1857,1.3441289801059092e-05,1.7250822913007978e-09,6.479133572513871e-08,7.400838037645891e-10
1858,1.4044693801094712e-05,1.7250822913007978e-09,7.114290413921611e-08,7.160050409714205e-10
1859,1.4589824266814893e-05,3.867978834052163e-09,7.741165219954382e-08,6.965469233146036e-10
1860,1.4975110259131594e-05,3.774144274881763e-09,8.364332617004169e-08,7.957497280156442e-10
1861,1.5165168536311415e-05,4.211444756422164e-09,8.834024965511032e-08,9.652097613229875e-10
1862,1.531116361417974e-05,4.0368194897943965e-09,9.44148916508831e-08,1.0862958865764938e-09
1863,1.5636417109427775e-05,3.937421880603356e-09,8.932883892904491e-08,1.1817716487933743e-09
1864,1.6393686174913974e-05,3.982438791437306e-09,9.252849204293462e-08,1.1796934381739073e-09
1865,1.6740109848407364e-05,4.6900636073234276e-09,9.596128437903775e-08,1.0644864117154945e-09
1866,1.704278760631236e-05,3.1601998161180843e-09,9.696647700658495e-08,9.701774859673306e-10
1867,1.7637684452763225e-05,3.780468097299863e-09,9.722578856293954e-08,7.694091078544066e-10
1868,1.811058245948516e-05,3.751453465332994e-09,1.0618935115352152e-07,1.0032543684701523e-09
1869,1.9052826506335157e-05,4.32612913746157e-09,1.1019517082948888e-07,9.225924310233122e-10
1870,1.992413906139388e-05,4.5373114471963e-09,1.1669425349834586e-07,8.271166688064316e-10
1871,2.0435114233155866e-05,5.045243080457697e-09,1.3279768954329745e-07,9.358067416214461e-10
1872,2.0866183279265116e-05,5.033797315486968e-09,1.3886723187234956e-07,9.76758451898263e-10
1873,2.163826060755777e-05,5.774518133502429e-09,1.4931133104515277e-07,1.0833229710119748e-09
1874,2.1959418258380276e-05,5.5858611704349775e-09,1.6030009167674768e-07,1.0401105135901138e-09
1875,2.2299952823751873e-05,5.385672733179295e-09,1.7756723228298403e-07,8.373803634625127e-10
1876,2.2246380207694267e-05,4.504751968273776e-09,1.8905301146787679e-07,6.777829131277002e-10
