ngram,shop,shp,shopp,shopp
1593,1.2398912076605484e-05,0.0,0.0,0.0
1594,1.3215437190540666e-05,0.0,0.0,0.0
1595,1.3447525556590076e-05,0.0,0.0,0.0
1596,1.116223198291014e-05,0.0,0.0,0.0
1597,9.37420736590866e-06,0.0,0.0,0.0
1598,3.382652383671874e-05,0.0,0.0,0.0
1599,3.333263105430108e-05,0.0,0.0,0.0
1600,3.522921139977241e-05,0.0,1.0650608471353604e-07,1.0650608471353604e-07
1601,3.528311806024119e-05,0.0,1.0650608471353604e-07,1.0650608471353604e-07
1602,3.6573939074254925e-05,0.0,1.0650608471353604e-07,1.0650608471353604e-07
1603,3.943253081420802e-05,0.0,1.0650608471353604e-07,1.0650608471353604e-07
1604,3.980355099234397e-05,0.0,1.0650608471353604e-07,1.0650608471353604e-07
1605,1.6479636542499065e-05,0.0,1.0650608471353604e-07,1.0650608471353604e-07
1606,1.7424856975724522e-05,0.0,1.0650608471353604e-07,1.0650608471353604e-07
1607,1.5828220252192944e-05,0.0,0.0,0.0
1608,1.526401735775705e-05,0.0,0.0,0.0
1609,1.3826298072672216e-05,0.0,0.0,0.0
1610,1.0087541763173899e-05,0.0,0.0,0.0
1611,9.204136761452122e-06,0.0,0.0,0.0
1612,6.481468484967731e-06,0.0,0.0,0.0
1613,7.435435138956693e-06,0.0,0.0,0.0
1614,7.677767338723892e-06,0.0,0.0,0.0
1615,8.203152349649048e-06,0.0,0.0,0.0
1616,7.808880971944226e-06,0.0,0.0,0.0
1617,9.526738884752766e-06,0.0,0.0,0.0
1618,9.101349210790691e-06,0.0,0.0,0.0
1619,1.0814037653160216e-05,0.0,0.0,0.0
1620,9.431128351674748e-06,0.0,0.0,0.0
1621,8.62071707225758e-06,0.0,0.0,0.0
1622,8.43356385108304e-06,0.0,0.0,0.0
1623,9.150796082784446e-06,0.0,0.0,0.0
1624,7.199925578658752e-06,0.0,0.0,0.0
1625,9.297957668812679e-06,0.0,0.0,0.0
1626,7.047267769978914e-06,0.0,0.0,0.0
1627,6.512138107999428e-06,0.0,0.0,0.0
1628,7.119859658035109e-06,0.0,0.0,0.0
1629,6.195886580176843e-06,0.0,0.0,0.0
1630,5.894470811134462e-06,0.0,0.0,0.0
1631,6.595338423461986e-06,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08
1632,7.218686343029341e-06,5.6679985911094784e-08,3.3155838861733044e-07,3.3155838861733044e-07
1633,9.000892662567952e-06,5.6679985911094784e-08,6.057439837344905e-07,6.057439837344905e-07
1634,7.722721940288985e-06,5.6679985911094784e-08,6.057439837344905e-07,6.057439837344905e-07
1635,7.595140102369312e-06,5.6679985911094784e-08,6.057439837344905e-07,6.057439837344905e-07
1636,1.430373504263116e-05,5.6679985911094784e-08,6.057439837344905e-07,6.057439837344905e-07
1637,1.4844376372431206e-05,5.6679985911094784e-08,6.057439837344905e-07,6.057439837344905e-07
1638,1.5206207275956071e-05,0.0,5.490639978233958e-07,5.490639978233958e-07
1639,1.2168788941835373e-05,0.0,2.741855951171601e-07,2.741855951171601e-07
1640,1.0695006795101239e-05,0.0,0.0,0.0
1641,1.1053339327255734e-05,0.0,0.0,0.0
1642,1.0934530800048898e-05,0.0,0.0,0.0
1643,4.0842564966884054e-06,0.0,0.0,0.0
1644,3.9589732117357405e-06,0.0,0.0,0.0
1645,3.2381108293780666e-06,0.0,0.0,0.0
1646,3.6639326676127633e-06,0.0,0.0,0.0
1647,3.7716907042652437e-06,0.0,0.0,0.0
1648,4.788835212821141e-06,0.0,0.0,0.0
1649,4.561997132311392e-06,0.0,0.0,0.0
1650,4.905911672332357e-06,0.0,0.0,0.0
1651,4.187313541998654e-06,0.0,0.0,0.0
1652,6.312700926563204e-06,0.0,0.0,0.0
1653,6.939645507892627e-06,0.0,0.0,0.0
1654,7.187194276931612e-06,0.0,0.0,0.0
1655,7.031881165987995e-06,5.81030446612983e-08,0.0,0.0
1656,7.534502011757078e-06,5.81030446612983e-08,0.0,0.0
1657,8.00399298636226e-06,5.81030446612983e-08,2.7804432534139778e-08,2.7804432534139778e-08
1658,7.959917151570803e-06,5.81030446612983e-08,2.7804432534139778e-08,2.7804432534139778e-08
1659,6.7265503470740185e-06,5.81030446612983e-08,2.7804432534139778e-08,2.7804432534139778e-08
1660,6.958885316115422e-06,5.81030446612983e-08,2.7804432534139778e-08,2.7804432534139778e-08
1661,8.176345772881177e-06,3.2684468059025154e-07,2.7804432534139778e-08,2.7804432534139778e-08
1662,1.0650769159578236e-05,2.687416359289533e-07,2.7804432534139778e-08,2.7804432534139778e-08
1663,1.141191670025624e-05,2.687416359289533e-07,2.7804432534139778e-08,2.7804432534139778e-08
1664,1.1624542269471152e-05,2.687416359289533e-07,0.0,0.0
1665,1.309155673620158e-05,2.687416359289533e-07,0.0,0.0
1666,1.2307593806326622e-05,2.687416359289533e-07,0.0,0.0
1667,1.1593668529842813e-05,2.687416359289533e-07,0.0,0.0
1668,1.1156333195166163e-05,0.0,0.0,0.0
1669,7.731332711305835e-06,0.0,0.0,0.0
1670,6.579794087104217e-06,3.864916818331819e-08,0.0,0.0
1671,6.338770845104591e-06,3.864916818331819e-08,0.0,0.0
1672,4.71343792339342e-06,3.864916818331819e-08,0.0,0.0
1673,4.658555082772052e-06,3.864916818331819e-08,0.0,0.0
1674,4.237222404818957e-06,3.864916818331819e-08,0.0,0.0
1675,3.3424622967816376e-06,3.864916818331819e-08,0.0,0.0
1676,3.8029661644551586e-06,3.864916818331819e-08,0.0,0.0
1677,3.915204469454433e-06,0.0,0.0,0.0
1678,3.1978450059406375e-06,1.991857142716721e-08,0.0,0.0
1679,3.5501761236186473e-06,1.991857142716721e-08,0.0,0.0
1680,3.603196643910321e-06,1.991857142716721e-08,0.0,0.0
1681,4.1138859419983675e-06,1.991857142716721e-08,0.0,0.0
1682,4.048654740732413e-06,1.991857142716721e-08,0.0,0.0
1683,3.495101866844509e-06,2.405908625340609e-07,0.0,0.0
1684,3.571375860441809e-06,2.405908625340609e-07,0.0,0.0
1685,3.7985233965238355e-06,2.2067229110689368e-07,2.0205831674502406e-08,2.0205831674502406e-08
1686,3.6729113942003877e-06,2.2067229110689368e-07,2.0205831674502406e-08,2.0205831674502406e-08
1687,3.3227482682767525e-06,2.2067229110689368e-07,2.0205831674502406e-08,2.0205831674502406e-08
1688,3.050261089551246e-06,2.2067229110689368e-07,2.0205831674502406e-08,2.0205831674502406e-08
1689,2.6926809774912338e-06,2.2067229110689368e-07,2.0205831674502406e-08,2.0205831674502406e-08
1690,2.765386633590034e-06,0.0,2.0205831674502406e-08,2.0205831674502406e-08
1691,2.4942582074670227e-06,0.0,2.0205831674502406e-08,2.0205831674502406e-08
1692,2.094171260783436e-06,0.0,0.0,0.0
1693,1.9103574767801286e-06,0.0,0.0,0.0
1694,1.95578355390223e-06,0.0,0.0,0.0
1695,2.048112695060159e-06,0.0,0.0,0.0
1696,2.378460456904057e-06,0.0,0.0,0.0
1697,2.716982992621654e-06,0.0,0.0,0.0
1698,6.1288581036933465e-06,0.0,0.0,0.0
1699,6.211503058953635e-06,0.0,0.0,0.0
1700,6.001973929414817e-06,1.29978526989102e-08,0.0,0.0
1701,5.9703498241755625e-06,1.29978526989102e-08,0.0,0.0
1702,5.723719060110202e-06,1.29978526989102e-08,0.0,0.0
1703,5.5983229003686574e-06,1.29978526989102e-08,0.0,0.0
1704,5.235762809466646e-06,1.29978526989102e-08,0.0,0.0
1705,1.7377814986372999e-06,2.2155657372227973e-08,0.0,0.0
1706,2.0210785903275663e-06,2.2155657372227973e-08,0.0,0.0
1707,2.7677674714660886e-06,9.157804673317775e-09,0.0,0.0
1708,3.3363095651241437e-06,1.88036720162797e-08,0.0,0.0
1709,3.313295808636342e-06,1.88036720162797e-08,0.0,0.0
1710,3.2919299591022925e-06,1.88036720162797e-08,0.0,0.0
1711,3.2121089686500326e-06,4.788065816845639e-08,0.0,0.0
1712,3.162095416493165e-06,3.872285349513861e-08,0.0,0.0
1713,2.857655366434691e-06,3.872285349513861e-08,0.0,0.0
1714,2.3707048545215263e-06,4.829446404690836e-08,0.0,0.0
1715,1.8581861403228167e-06,3.8648596703946425e-08,0.0,0.0
1716,1.8086696107794914e-06,3.8648596703946425e-08,0.0,0.0
1717,1.8503038420801334e-06,3.8648596703946425e-08,0.0,0.0
1718,2.362968205358941e-06,9.571610551769742e-09,0.0,0.0
1719,2.545070612671095e-06,9.571610551769742e-09,0.0,0.0
1720,2.689398570510093e-06,9.571610551769742e-09,0.0,0.0
1721,2.5972391800418597e-06,0.0,0.0,0.0
1722,2.7361409138393356e-06,0.0,0.0,0.0
1723,4.695419810169759e-06,0.0,1.2350352359849888e-08,1.2350352359849888e-08
1724,4.567010104697797e-06,0.0,1.2350352359849888e-08,1.2350352359849888e-08
1725,4.475138212001184e-06,7.352953040091441e-09,1.2350352359849888e-08,1.2350352359849888e-08
1726,4.412393211948386e-06,7.352953040091441e-09,1.2350352359849888e-08,1.2350352359849888e-08
1727,4.485663469365266e-06,1.4195668894347234e-08,1.2350352359849888e-08,1.2350352359849888e-08
1728,4.3048155069819975e-06,3.363434787827048e-08,1.2350352359849888e-08,1.2350352359849888e-08
1729,4.129254867686021e-06,3.363434787827048e-08,1.2350352359849888e-08,1.2350352359849888e-08
1730,2.2909545529208638e-06,3.363434787827048e-08,0.0,0.0
1731,2.318662211564515e-06,8.93682644077996e-08,6.966739566191141e-09,6.966739566191141e-09
1732,2.2469081792613518e-06,9.453235908348948e-08,6.966739566191141e-09,6.966739566191141e-09
1733,2.2864338120598404e-06,1.0155712867491015e-07,1.3991509157611809e-08,1.3991509157611809e-08
1734,2.579784929171832e-06,9.98761444342173e-08,1.3991509157611809e-08,1.3991509157611809e-08
1735,2.9676236213812705e-06,8.043746545029404e-08,1.3991509157611809e-08,1.3991509157611809e-08
1736,3.078631737350536e-06,8.043746545029404e-08,1.3991509157611809e-08,1.3991509157611809e-08
1737,3.355359077821569e-06,8.043746545029404e-08,2.7834765603529377e-08,2.7834765603529377e-08
1738,3.6427544663248616e-06,4.1178997735512116e-08,2.0868026037338235e-08,2.0868026037338235e-08
1739,3.8106689836630333e-06,4.48165329609245e-08,2.409894252407087e-08,2.409894252407087e-08
1740,3.714922984597381e-06,3.7791763369503835e-08,1.70741729326502e-08,1.70741729326502e-08
1741,3.3808071780835495e-06,3.2630031755940895e-08,1.70741729326502e-08,1.70741729326502e-08
1742,3.648407219511033e-06,3.2630031755940895e-08,1.70741729326502e-08,1.70741729326502e-08
1743,3.526711144071929e-06,3.2630031755940895e-08,1.70741729326502e-08,1.70741729326502e-08
1744,3.260438347751915e-06,3.2630031755940895e-08,3.2309164867326346e-09,3.2309164867326346e-09
1745,2.930522344156218e-06,1.61545829411937e-08,3.2309164867326346e-09,3.2309164867326346e-09
1746,3.408141213055517e-06,9.955954283213941e-09,1.4933931424820912e-08,1.4933931424820912e-08
1747,3.5087636953384e-06,1.4115106036375176e-08,1.4933931424820912e-08,1.4933931424820912e-08
1748,3.821779029879378e-06,1.4115106036375176e-08,1.4933931424820912e-08,1.4933931424820912e-08
1749,3.6752153878946307e-06,1.907038641287987e-08,1.4933931424820912e-08,1.4933931424820912e-08
1750,4.292895141588815e-06,3.2265312199797336e-08,1.4933931424820912e-08,1.4933931424820912e-08
1751,4.746849185721658e-06,3.583445083523072e-08,1.4933931424820912e-08,1.4933931424820912e-08
1752,5.439141497325701e-06,3.9733040984352945e-08,1.4933931424820912e-08,1.4933931424820912e-08
1753,5.219556214797194e-06,2.9777086701139003e-08,0.0,0.0
1754,5.887040775373212e-06,3.817014133338554e-08,0.0,0.0
1755,5.774982907626379e-06,4.20234491014883e-08,0.0,0.0
1756,5.6974949010119805e-06,4.010363926657387e-08,0.0,0.0
1757,5.677996244100671e-06,2.69087134796564e-08,0.0,0.0
1758,6.214647295824502e-06,2.9554744429560742e-08,0.0,0.0
1759,6.155941361742277e-06,2.5656154280438515e-08,0.0,0.0
1760,6.111159596652474e-06,2.831752128023319e-08,0.0,0.0
1761,6.300311302506348e-06,1.8540882353233557e-08,0.0,0.0
1762,7.1841750793412625e-06,2.5417902703241324e-08,0.0,0.0
1763,8.055863353157683e-06,2.8059781292150935e-08,2.8386745652499356e-09,2.8386745652499356e-09
1764,8.559614928214745e-06,4.773453911509153e-08,2.8386745652499356e-09,2.8386745652499356e-09
1765,8.748829714022577e-06,4.446677794232658e-08,2.8386745652499356e-09,2.8386745652499356e-09
1766,8.91707382574428e-06,4.7867830080658025e-08,2.8386745652499356e-09,2.8386745652499356e-09
1767,8.91011229344128e-06,4.520646308086336e-08,2.8386745652499356e-09,2.8386745652499356e-09
1768,8.83666293053206e-06,5.047753326437032e-08,2.8386745652499356e-09,2.8386745652499356e-09
1769,8.121579802328987e-06,3.97472051462598e-08,5.884934190752184e-09,5.884934190752184e-09
1770,7.5955500246241825e-06,3.9835699183754514e-08,3.046259625502249e-09,3.046259625502249e-09
1771,7.569219373440969e-06,3.595680375667598e-08,3.046259625502249e-09,3.046259625502249e-09
1772,7.0812234948139774e-06,4.882588581064543e-08,3.046259625502249e-09,3.046259625502249e-09
1773,7.467323744744395e-06,6.618636051923334e-08,3.046259625502249e-09,3.046259625502249e-09
1774,7.504660581097207e-06,7.153128679858258e-08,3.046259625502249e-09,3.046259625502249e-09
1775,7.616555064617257e-06,6.637333831755704e-08,3.046259625502249e-09,3.046259625502249e-09
1776,7.954876634487715e-06,6.90857078211593e-08,0.0,0.0
1777,8.388567623894363e-06,6.331986465316472e-08,0.0,0.0
1778,7.885973120989678e-06,4.752400225730266e-08,0.0,0.0
1779,8.012254251558001e-06,5.220099755628585e-08,7.685057162072034e-09,7.685057162072034e-09
1780,7.783564277425675e-06,3.613775133106044e-08,7.685057162072034e-09,7.685057162072034e-09
1781,8.344499747181544e-06,4.0355409680614684e-08,7.685057162072034e-09,7.685057162072034e-09
1782,8.35255267312667e-06,5.9048055334187666e-08,7.685057162072034e-09,7.685057162072034e-09
1783,8.79097030649843e-06,7.155787936799893e-08,1.2034255243114395e-08,1.2034255243114395e-08
1784,9.285485313219916e-06,8.487365629353657e-08,1.2034255243114395e-08,1.2034255243114395e-08
1785,9.939562005456537e-06,8.649177869151409e-08,1.3652377641091919e-08,1.3652377641091919e-08
1786,9.869921996141784e-06,6.867848956204625e-08,9.987615433106254e-09,9.987615433106254e-09
1787,9.970914626527311e-06,6.784763367002305e-08,1.1276757051957377e-08,1.1276757051957377e-08
1788,1.0142430385583015e-05,5.959160111400154e-08,1.1276757051957377e-08,1.1276757051957377e-08
1789,1.065958076651441e-05,4.848072965302208e-08,1.2440141869011053e-08,1.2440141869011053e-08
1790,1.0787356326805561e-05,3.546823292209313e-08,8.09094378796869e-09,8.09094378796869e-09
1791,1.0594277098009894e-05,2.9754219786428038e-08,8.09094378796869e-09,8.09094378796869e-09
1792,1.0964971547114796e-05,3.793045598245369e-08,6.472821389991168e-09,6.472821389991168e-09
1793,1.1461093630974314e-05,3.820832564624002e-08,7.382636851056239e-09,7.382636851056239e-09
1794,1.1975978460603593e-05,3.733485749129224e-08,6.093495232205117e-09,6.093495232205117e-09
1795,1.1608837017515075e-05,3.7854849667594085e-08,7.00676735679703e-09,7.00676735679703e-09
1796,1.1505167354438786e-05,3.2125194441131755e-08,8.687867314449704e-09,8.687867314449704e-09
1797,1.2290185882842966e-05,3.6718581445224375e-08,9.254790965331137e-09,9.254790965331137e-09
1798,1.2898346800024488e-05,3.4903384309765377e-08,9.833447643460756e-09,9.833447643460756e-09
1799,1.268961399806098e-05,2.9314412992269874e-08,1.0434217236264333e-08,1.0434217236264333e-08
1800,1.2781268326632147e-05,2.8414666175535785e-08,5.915770730423122e-09,5.915770730423122e-09
1801,1.2638382941076998e-05,2.8206752489268183e-08,1.1487856507333812e-08,1.1487856507333812e-08
1802,1.2945159012035998e-05,3.202385683615765e-08,1.05745843827419e-08,1.05745843827419e-08
1803,1.3302954227713468e-05,2.8336048555185504e-08,7.730099608035549e-09,7.730099608035549e-09
1804,1.2675322588100763e-05,2.3973585148797027e-08,8.078408608724885e-09,8.078408608724885e-09
1805,1.254143587305277e-05,2.2861213747457247e-08,8.278784451627125e-09,8.278784451627125e-09
1806,1.2562252517714764e-05,1.969002687880155e-08,7.678014858823547e-09,7.678014858823547e-09
1807,1.2881173850993427e-05,1.9723919640414678e-08,1.0613890591823098e-08,1.0613890591823098e-08
1808,1.3438715931053074e-05,1.9291508707957357e-08,8.572252622026814e-09,8.572252622026814e-09
1809,1.4208707268283303e-05,1.5276183492777103e-08,1.8884967367682748e-08,1.8884967367682748e-08
1810,1.446206702634559e-05,1.6184622531056903e-08,1.9756717975890784e-08,1.9756717975890784e-08
1811,1.4548363781484244e-05,1.5619073653486533e-08,1.907586926514731e-08,1.907586926514731e-08
1812,1.482367328467912e-05,1.309325283114861e-08,2.2593585605587156e-08,2.2593585605587156e-08
1813,1.564025868512025e-05,1.3610887655041942e-08,2.2787565009555318e-08,2.2787565009555318e-08
1814,1.64844098305496e-05,1.2563466076999572e-08,2.194752306878505e-08,2.194752306878505e-08
1815,1.6308536162666443e-05,1.4265788931108351e-08,1.8996497359274097e-08,1.8996497359274097e-08
1816,1.6229634898731353e-05,1.4729365409899792e-08,9.254300786005437e-09,9.254300786005437e-09
1817,1.64153833403751e-05,1.4824097378201323e-08,8.553897748849896e-09,8.553897748849896e-09
1818,1.6985600398454282e-05,1.4381304781961392e-08,8.498548674319904e-09,8.498548674319904e-09
1819,1.726574035793809e-05,1.2683822690563927e-08,7.508343423191986e-09,7.508343423191986e-09
1820,1.7574429615966176e-05,1.2900750626495698e-08,7.461760955150356e-09,7.461760955150356e-09
1821,1.759758353208391e-05,1.2627285502933968e-08,5.339926025170274e-09,5.339926025170274e-09
1822,1.8172589729407002e-05,9.943788649634046e-09,6.632037458891611e-09,6.632037458891611e-09
1823,1.8194677457878633e-05,8.554202616092458e-09,6.482907607566599e-09,6.482907607566599e-09
1824,1.8094307181724745e-05,7.302751863542361e-09,7.384520169953898e-09,7.384520169953898e-09
1825,1.777729188948537e-05,7.136640929011102e-09,8.851503736322691e-09,8.851503736322691e-09
1826,1.7206906964669804e-05,8.581720477098185e-09,7.085437332093087e-09,7.085437332093087e-09
1827,1.6727218150793177e-05,7.858663370845825e-09,8.192887669876216e-09,8.192887669876216e-09
1828,1.604876316767851e-05,9.40425324915038e-09,8.138212833789079e-09,8.138212833789079e-09
1829,1.6298665806451546e-05,8.664263782622226e-09,7.180244906582597e-09,7.180244906582597e-09
1830,1.667625032756145e-05,9.677431681406493e-09,6.949465669592314e-09,6.949465669592314e-09
1831,1.7050144119171557e-05,9.708763507429045e-09,6.155189532667091e-09,6.155189532667091e-09
1832,1.7711152135494297e-05,9.719837442848497e-09,5.530964606949494e-09,5.530964606949494e-09
1833,1.817375180378024e-05,9.308474308815967e-09,4.5678352211808715e-09,4.5678352211808715e-09
1834,1.8471499320834744e-05,9.342550733038024e-09,3.31298794747121e-09,3.31298794747121e-09
1835,1.899358669886299e-05,8.366169725247476e-09,4.1549676397880015e-09,4.1549676397880015e-09
1836,1.9054890019885663e-05,8.40925183455608e-09,4.067075025966054e-09,4.067075025966054e-09
1837,1.9237314648177873e-05,8.39748118660769e-09,4.805762835299479e-09,4.805762835299479e-09
1838,1.960885310836602e-05,9.087944174979157e-09,6.206245232017896e-09,6.206245232017896e-09
1839,1.9562664290008668e-05,8.72007945216881e-09,7.836801937547274e-09,7.836801937547274e-09
1840,2.0126357932375477e-05,8.218088241664288e-09,8.620001474517786e-09,8.620001474517786e-09
1841,1.9998674750760464e-05,7.628149033069218e-09,8.829934307539946e-09,8.829934307539946e-09
1842,1.9753483554398243e-05,7.0782153471782294e-09,9.17735265559827e-09,9.17735265559827e-09
1843,1.95687262021238e-05,7.51743169301124e-09,9.138574024498375e-09,9.138574024498375e-09
1844,1.9310867043844026e-05,6.882246328387964e-09,8.60997425736595e-09,8.60997425736595e-09
1845,1.8794143865566832e-05,6.223335370845819e-09,7.064285394748586e-09,7.064285394748586e-09
1846,1.8619973031621028e-05,6.944470649321894e-09,1.0803544202099756e-08,1.0803544202099756e-08
1847,1.840518416429404e-05,8.567888113272407e-09,1.0109656968713767e-08,1.0109656968713767e-08
1848,1.8774806449073367e-05,1.0101488851737323e-08,1.0884102301973136e-08,1.0884102301973136e-08
1849,1.9256681428357426e-05,1.2857697446427047e-08,1.0438507122171155e-08,1.0438507122171155e-08
1850,1.9364718484991628e-05,1.3451847191703337e-08,1.0411131306271265e-08,1.0411131306271265e-08
1851,1.9789430682846743e-05,1.3497607793360494e-08,1.1356863433802694e-08,1.1356863433802694e-08
1852,2.0011941160191782e-05,1.4197412515467737e-08,1.1678440056276226e-08,1.1678440056276226e-08
1853,2.0210530887457674e-05,1.4690311062841893e-08,6.78287064610166e-09,6.78287064610166e-09
1854,2.0320905865186694e-05,1.3649833771215266e-08,8.994816574110181e-09,8.994816574110181e-09
1855,2.005361602641642e-05,1.6194041663197822e-08,1.2735595816033246e-08,1.2735595816033246e-08
1856,2.0018557864074993e-05,1.7766209075326904e-08,1.4394239324287485e-08,1.4394239324287485e-08
1857,2.022843649943492e-05,1.8704674888324136e-08,1.5993297860664565e-08,1.5993297860664565e-08
1858,2.0127502856277196e-05,1.9030476369355905e-08,1.810307941647287e-08,1.810307941647287e-08
1859,2.047969948242618e-05,1.9290949282435577e-08,2.2766094025834198e-08,2.2766094025834198e-08
1860,2.0766124570010497e-05,1.8936399369197587e-08,2.2672944157063413e-08,2.2672944157063413e-08
1861,2.0977641075400504e-05,2.618276427414555e-08,2.0528664926696853e-08,2.0528664926696853e-08
1862,2.1688946487431948e-05,2.4345307611132024e-08,1.6193535401498593e-08,1.6193535401498593e-08
1863,2.1871471939708238e-05,2.132679759776173e-08,1.4080693563503895e-08,1.4080693563503895e-08
1864,2.2250342746182078e-05,2.032774431321676e-08,1.3040779884525883e-08,1.3040779884525883e-08
1865,2.2363854181354066e-05,2.154124967290727e-08,1.0115287686827758e-08,1.0115287686827758e-08
1866,2.2361006423515e-05,3.4179723813159464e-08,7.386158510211008e-09,7.386158510211008e-09
1867,2.240022643361174e-05,4.680061075187528e-08,7.020367747451977e-09,7.020367747451977e-09
1868,2.2239836263387197e-05,4.538261817137774e-08,7.899262101572293e-09,7.899262101572293e-09
1869,2.2184174927783067e-05,4.874864918085515e-08,9.211427271742828e-09,9.211427271742828e-09
1870,2.2146921505087187e-05,4.9435788795904045e-08,9.731219227252349e-09,9.731219227252349e-09
1871,2.1900194302101488e-05,7.038832577117254e-08,9.34580524081241e-09,9.34580524081241e-09
