ngram,glass,glas,glss,glass
1545,2.000983080766413e-05,3.449339690827661e-05,0.0,2.000983080766413e-05
1546,1.1465042332149875e-05,3.449339690827661e-05,0.0,1.1465042332149875e-05
1547,1.1465042332149875e-05,3.449339690827661e-05,0.0,1.1465042332149875e-05
1548,1.2059526203042229e-05,3.449339690827661e-05,0.0,1.2059526203042229e-05
1549,9.05023352970602e-06,3.449339690827661e-05,0.0,9.05023352970602e-06
1550,9.05023352970602e-06,2.679201023576232e-07,0.0,9.05023352970602e-06
1551,8.493813831072267e-06,2.679201023576232e-07,0.0,8.493813831072267e-06
1552,1.593013874818488e-05,0.0,0.0,1.593013874818488e-05
1553,1.2853370662924135e-05,0.0,0.0,1.2853370662924135e-05
1554,1.2853370662924135e-05,0.0,0.0,1.2853370662924135e-05
1555,1.2258886792031782e-05,0.0,0.0,1.2258886792031782e-05
1556,2.683115495269054e-05,0.0,0.0,2.683115495269054e-05
1557,2.683115495269054e-05,0.0,0.0,2.683115495269054e-05
1558,2.7513203609227537e-05,0.0,0.0,2.7513203609227537e-05
1559,2.213120998411406e-05,0.0,0.0,2.213120998411406e-05
1560,2.3028590476315003e-05,0.0,0.0,2.3028590476315003e-05
1561,2.3028590476315003e-05,0.0,0.0,2.3028590476315003e-05
1562,2.3028590476315003e-05,0.0,0.0,2.3028590476315003e-05
1563,8.456322315656248e-06,9.092434213796099e-07,0.0,8.456322315656248e-06
1564,1.4817969063837414e-05,9.092434213796099e-07,0.0,1.4817969063837414e-05
1565,1.4135920407300415e-05,9.092434213796099e-07,0.0,1.4135920407300415e-05
1566,7.2590272403821084e-06,9.092434213796099e-07,0.0,7.2590272403821084e-06
1567,6.361646748181167e-06,9.092434213796099e-07,0.0,6.361646748181167e-06
1568,6.361646748181167e-06,9.092434213796099e-07,0.0,6.361646748181167e-06
1569,7.104352075007877e-06,9.092434213796099e-07,0.0,7.104352075007877e-06
1570,7.104352075007877e-06,0.0,0.0,7.104352075007877e-06
1571,3.1945570039429834e-06,0.0,0.0,3.1945570039429834e-06
1572,8.914125438812854e-06,0.0,0.0,8.914125438812854e-06
1573,8.914125438812854e-06,0.0,0.0,8.914125438812854e-06
1574,8.914125438812854e-06,0.0,0.0,8.914125438812854e-06
1575,8.914125438812854e-06,0.0,0.0,8.914125438812854e-06
1576,9.072781007749395e-06,0.0,0.0,9.072781007749395e-06
1577,1.4175732823267545e-05,0.0,0.0,1.4175732823267545e-05
1578,1.2928446722071385e-05,0.0,0.0,1.2928446722071385e-05
1579,1.8850464519865845e-05,0.0,0.0,1.8850464519865845e-05
1580,1.8850464519865845e-05,0.0,0.0,1.8850464519865845e-05
1581,1.9443771894397548e-05,0.0,0.0,1.9443771894397548e-05
1582,2.0281734642984312e-05,4.189813742933828e-07,0.0,2.0281734642984312e-05
1583,2.0822241562460215e-05,4.189813742933828e-07,0.0,2.0822241562460215e-05
1584,1.6618401332380017e-05,4.189813742933828e-07,0.0,1.6618401332380017e-05
1585,1.5413835756459904e-05,4.189813742933828e-07,0.0,1.5413835756459904e-05
1586,5.210037215874763e-06,1.1378752203329765e-06,0.0,5.210037215874763e-06
1587,5.210037215874763e-06,2.5221934590393047e-06,0.0,5.210037215874763e-06
1588,6.625247286657603e-06,2.5221934590393047e-06,0.0,6.625247286657603e-06
1589,5.7872845380708374e-06,2.2899385580136107e-06,0.0,5.7872845380708374e-06
1590,9.28495416831408e-06,2.5499142079102706e-06,0.0,9.28495416831408e-06
1591,9.45197643886786e-06,3.3495145999040687e-06,0.0,9.45197643886786e-06
1592,9.45197643886786e-06,3.3495145999040687e-06,0.0,9.45197643886786e-06
1593,8.460742200051235e-06,3.747004451984789e-06,0.0,8.460742200051235e-06
1594,8.628373783332271e-06,2.362686213278461e-06,0.0,8.628373783332271e-06
1595,6.619856338017728e-06,2.362686213278461e-06,0.0,6.619856338017728e-06
1596,6.830274563591436e-06,2.1759597400107722e-06,0.0,6.830274563591436e-06
1597,4.069854721170227e-06,2.5212945209724628e-06,0.0,4.069854721170227e-06
1598,6.7636036646945286e-06,1.7216941289786649e-06,0.0,6.7636036646945286e-06
1599,6.881514812968297e-06,2.193338722073739e-06,0.0,6.881514812968297e-06
1600,6.860985698559878e-06,1.076955023953425e-06,0.0,6.860985698559878e-06
1601,7.2793257004377665e-06,1.076955023953425e-06,0.0,7.2793257004377665e-06
1602,8.01013074383913e-06,1.1813557421191945e-06,0.0,8.01013074383913e-06
1603,7.79971251826542e-06,1.1813557421191945e-06,0.0,7.79971251826542e-06
1604,6.131405858208641e-06,5.760453112608437e-07,0.0,6.131405858208641e-06
1605,3.6083289225124256e-06,5.760453112608437e-07,0.0,3.6083289225124256e-06
1606,9.256185421691043e-06,3.4464104763693673e-07,0.0,9.256185421691043e-06
1607,8.830161082836899e-06,1.0911381228392462e-06,0.0,8.830161082836899e-06
1608,8.443867094294027e-06,1.0911381228392462e-06,0.0,8.443867094294027e-06
1609,7.901736028413455e-06,9.867374046734767e-07,0.0,7.901736028413455e-06
1610,7.901736028413455e-06,1.4965304606968338e-06,0.0,7.901736028413455e-06
1611,8.210223313653842e-06,1.4965304606968338e-06,0.0,8.210223313653842e-06
1612,6.973417449834025e-06,1.4965304606968338e-06,0.0,6.973417449834025e-06
1613,2.0067022238176184e-06,1.2562901312256663e-06,0.0,2.0067022238176184e-06
1614,2.995531498787126e-06,5.09793056023357e-07,0.0,2.995531498787126e-06
1615,3.9386836273739135e-06,5.09793056023357e-07,0.0,3.9386836273739135e-06
1616,4.470858714609806e-06,5.09793056023357e-07,0.0,4.470858714609806e-06
1617,5.335648048847881e-06,0.0,0.0,5.335648048847881e-06
1618,6.190461135702208e-06,0.0,0.0,6.190461135702208e-06
1619,8.666220050404913e-06,0.0,0.0,8.666220050404913e-06
1620,9.378251369136187e-06,0.0,0.0,9.378251369136187e-06
1621,8.389422094166679e-06,0.0,0.0,8.389422094166679e-06
1622,9.145999423968273e-06,0.0,0.0,9.145999423968273e-06
1623,8.425150359211589e-06,0.0,0.0,8.425150359211589e-06
1624,8.45635414797081e-06,0.0,0.0,8.45635414797081e-06
1625,6.782242832871686e-06,0.0,0.0,6.782242832871686e-06
1626,4.536105734587181e-06,0.0,0.0,4.536105734587181e-06
1627,3.0250219944199282e-06,0.0,0.0,3.0250219944199282e-06
1628,3.8111615400079505e-06,6.55116260921724e-08,0.0,3.8111615400079505e-06
1629,2.3244011962170978e-06,6.55116260921724e-08,0.0,2.3244011962170978e-06
1630,4.5668752396263045e-06,6.55116260921724e-08,0.0,4.5668752396263045e-06
1631,4.010962032095579e-06,6.55116260921724e-08,0.0,4.010962032095579e-06
1632,4.2858404348018146e-06,6.55116260921724e-08,0.0,4.2858404348018146e-06
1633,4.056218618383614e-06,6.55116260921724e-08,0.0,4.056218618383614e-06
1634,4.796727580469451e-06,6.55116260921724e-08,0.0,4.796727580469451e-06
1635,4.50450631563269e-06,0.0,0.0,4.50450631563269e-06
1636,4.69977047552155e-06,0.0,0.0,4.69977047552155e-06
1637,2.823097085118726e-06,0.0,0.0,2.823097085118726e-06
1638,2.617687243855471e-06,0.0,0.0,2.617687243855471e-06
1639,2.3428088411492354e-06,0.0,0.0,2.3428088411492354e-06
1640,3.5765055323671343e-06,0.0,0.0,3.5765055323671343e-06
1641,3.015162836358546e-06,0.0,0.0,3.015162836358546e-06
1642,3.816642536743789e-06,0.0,0.0,3.816642536743789e-06
1643,4.382923496645422e-06,0.0,0.0,4.382923496645422e-06
1644,4.2004457765999955e-06,0.0,0.0,4.2004457765999955e-06
1645,4.213126187226278e-06,0.0,0.0,4.213126187226278e-06
1646,6.429371183003241e-06,0.0,0.0,6.429371183003241e-06
1647,5.715902245486047e-06,0.0,0.0,5.715902245486047e-06
1648,6.6829668250128246e-06,0.0,0.0,6.6829668250128246e-06
1649,6.091618826888277e-06,7.822777498794104e-08,0.0,6.091618826888277e-06
1650,8.738478771062677e-06,1.2214791159489584e-07,0.0,8.738478771062677e-06
1651,9.759158176945806e-06,1.2214791159489584e-07,0.0,9.759158176945806e-06
1652,1.0279864422305504e-05,1.7781930848416649e-07,0.0,1.0279864422305504e-05
1653,8.66662565255995e-06,1.7781930848416649e-07,0.0,8.66662565255995e-06
1654,9.805725377581049e-06,2.1930249464016276e-07,0.0,9.805725377581049e-06
1655,1.0170173676929803e-05,2.7740553930146105e-07,0.0,1.0170173676929803e-05
1656,1.0417577673901438e-05,2.444850955336213e-07,0.0,1.0417577673901438e-05
1657,1.0211102107859915e-05,2.2836939146080632e-07,0.0,1.0211102107859915e-05
1658,1.217042212634364e-05,2.2836939146080632e-07,0.0,1.217042212634364e-05
1659,1.3078557523320861e-05,1.7269799457153567e-07,0.0,1.3078557523320861e-05
1660,1.5442018983386724e-05,1.7269799457153567e-07,0.0,1.5442018983386724e-05
1661,1.5395141287756686e-05,1.312148084155394e-07,0.0,1.5395141287756686e-05
1662,1.9852641733970294e-05,1.9491134293860212e-07,0.0,1.9852641733970294e-05
1663,2.1528986897984786e-05,1.496040117185008e-07,0.0,2.1528986897984786e-05
1664,2.2277041612791697e-05,1.21799579184361e-07,0.0,2.2277041612791697e-05
1665,2.0745109135792257e-05,2.540744260061599e-07,0.0,2.0745109135792257e-05
1666,2.1645717684545423e-05,4.937648035203373e-07,0.0,2.1645717684545423e-05
1667,2.010715187290251e-05,4.937648035203373e-07,0.0,2.010715187290251e-05
1668,2.3438815592921207e-05,6.250244512427474e-07,0.0,2.3438815592921207e-05
1669,1.9747146974883174e-05,5.93087146886059e-07,0.0,1.9747146974883174e-05
1670,1.8472068664518053e-05,6.703854832526954e-07,0.0,1.8472068664518053e-05
1671,1.540007412716347e-05,6.703854832526954e-07,0.0,1.540007412716347e-05
1672,1.6179543178753064e-05,6.365130421467516e-07,0.0,1.6179543178753064e-05
1673,1.4766685905799801e-05,3.968226646325742e-07,0.0,1.4766685905799801e-05
1674,1.4542413477361801e-05,4.6188371324465803e-07,0.0,1.4542413477361801e-05
1675,1.0318988448229252e-05,3.649425650564808e-07,0.0,1.0318988448229252e-05
1676,9.202033197652781e-06,3.1802680057678246e-07,0.0,9.202033197652781e-06
1677,8.823312132985198e-06,2.4072846421014607e-07,0.0,8.823312132985198e-06
1678,8.170070032065269e-06,2.606470356373133e-07,0.0,8.170070032065269e-06
1679,6.82051248596898e-06,2.3145993769243693e-07,0.0,6.82051248596898e-06
1680,6.734073264981687e-06,2.3145993769243693e-07,0.0,6.734073264981687e-06
1681,6.738739622440855e-06,1.6639888908035312e-07,0.0,6.738739622440855e-06
1682,7.550289605465618e-06,1.3208038954612027e-07,0.0,7.550289605465618e-06
1683,7.361691911812938e-06,7.07016255319104e-07,0.0,7.361691911812938e-06
1684,7.556555374321761e-06,7.362378348878857e-07,0.0,7.556555374321761e-06
1685,7.303071892498078e-06,7.365250951352209e-07,0.0,7.303071892498078e-06
1686,7.512713994271637e-06,8.330850269950523e-07,0.0,7.512713994271637e-06
1687,8.142013322347858e-06,8.330850269950523e-07,0.0,8.142013322347858e-06
1688,7.725774366917904e-06,8.330850269950523e-07,0.0,7.725774366917904e-06
1689,6.761816978593872e-06,8.330850269950523e-07,0.0,6.761816978593872e-06
1690,6.704751772953646e-06,2.5674323264216324e-07,0.0,6.704751772953646e-06
1691,5.902879333267005e-06,2.2752165307338146e-07,0.0,5.902879333267005e-06
1692,6.300013995184729e-06,2.0731582139887905e-07,0.0,6.300013995184729e-06
1693,5.5620408017732966e-06,7.289177566300558e-08,0.0,5.5620408017732966e-06
1694,4.2234783482594395e-06,7.289177566300558e-08,0.0,4.2234783482594395e-06
1695,4.4548705610785485e-06,7.289177566300558e-08,0.0,4.4548705610785485e-06
1696,4.862838116943229e-06,1.2012961495396928e-07,0.0,4.862838116943229e-06
1697,4.786511827400578e-06,8.5936108007445e-08,0.0,4.786511827400578e-06
1698,5.197366314340408e-06,9.630737857995492e-08,0.0,5.197366314340408e-06
1699,4.769198426401999e-06,9.630737857995492e-08,0.0,4.769198426401999e-06
1700,4.743144391535939e-06,7.795403738392842e-08,0.0,4.743144391535939e-06
1701,5.228910562696651e-06,9.728755604295916e-08,0.0,5.228910562696651e-06
1702,5.2122149034922975e-06,1.0927271582821569e-07,0.0,5.2122149034922975e-06
1703,4.865315239450345e-06,6.203487653725201e-08,0.0,4.865315239450345e-06
1704,4.686042984758387e-06,7.201133505369788e-08,0.0,4.686042984758387e-06
1705,4.869767216015524e-06,8.911347951620233e-08,0.0,4.869767216015524e-06
1706,6.056367802947145e-06,1.0018886241271372e-07,0.0,6.056367802947145e-06
1707,6.752544387771715e-06,1.2364836875024464e-07,0.0,6.752544387771715e-06
1708,6.461538792531688e-06,1.814817888349093e-07,0.0,6.461538792531688e-06
1709,5.7914858513998165e-06,1.6949662904965278e-07,0.0,5.7914858513998165e-06
1710,6.126178212590665e-06,1.6949662904965278e-07,0.0,6.126178212590665e-06
1711,6.0009620028722566e-06,1.521730957116623e-07,0.0,6.0009620028722566e-06
1712,5.3652950750152484e-06,2.224704585630986e-07,0.0,5.3652950750152484e-06
1713,4.485715862756479e-06,2.2221309084865686e-07,0.0,4.485715862756479e-06
1714,4.096209944951365e-06,1.8575573181221573e-07,0.0,4.096209944951365e-06
1715,4.49370717043556e-06,1.199111464091272e-07,0.0,4.49370717043556e-06
1716,5.051357480364718e-06,1.376210627362135e-07,0.0,5.051357480364718e-06
1717,4.927870772267592e-06,1.376210627362135e-07,0.0,4.927870772267592e-06
1718,5.981852772103073e-06,1.763298434249399e-07,0.0,5.981852772103073e-06
1719,6.228833951484246e-06,7.855906553848919e-08,0.0,6.228833951484246e-06
1720,6.339130907560632e-06,8.586330681380008e-08,0.0,6.339130907560632e-06
1721,6.5241906018595075e-06,9.462336488955511e-08,0.0,6.5241906018595075e-06
1722,2.465809880699713e-05,1.8375963861672062e-07,0.0,2.465809880699713e-05
1723,2.5301366934270065e-05,2.1545113172903386e-07,0.0,2.5301366934270065e-05
1724,2.542364316988304e-05,2.271929712297346e-07,0.0,2.542364316988304e-05
1725,2.643952835309652e-05,2.105430506763436e-07,0.0,2.643952835309652e-05
1726,2.6818381814207116e-05,2.2331804672148792e-07,0.0,2.6818381814207116e-05
1727,2.8764744196710774e-05,2.051957902641074e-07,0.0,2.8764744196710774e-05
1728,2.947670145658776e-05,2.0939485218767523e-07,0.0,2.947670145658776e-05
1729,1.1540042513453435e-05,1.216801785679828e-07,0.0,1.1540042513453435e-05
1730,1.2252814160871952e-05,9.682848351693402e-08,0.0,1.2252814160871952e-05
1731,1.1791588544188666e-05,1.0598686271480671e-07,0.0,1.1791588544188666e-05
1732,1.2674641116713506e-05,1.0270357466067383e-07,0.0,1.2674641116713506e-05
1733,1.2320009318500524e-05,1.4612673534689487e-07,0.0,1.2320009318500524e-05
1734,1.1539100406870212e-05,1.6677366180114665e-07,0.0,1.1539100406870212e-05
1735,1.4187204669724451e-05,1.9261609907061938e-07,0.0,1.4187204669724451e-05
1736,1.758892735129588e-05,1.8538447069512847e-07,0.0,1.758892735129588e-05
1737,1.813487467318607e-05,1.608347563067777e-07,0.0,1.813487467318607e-05
1738,1.9654257877326537e-05,1.4542635387978668e-07,0.0,1.9654257877326537e-05
1739,1.888222992160341e-05,1.2988169828531682e-07,0.0,1.888222992160341e-05
1740,2.0201867820495473e-05,8.117082016058572e-08,0.0,2.0201867820495473e-05
1741,2.0832881870904074e-05,6.052389370633396e-08,0.0,2.0832881870904074e-05
1742,1.8821046848773092e-05,4.085445277317896e-08,0.0,1.8821046848773092e-05
1743,1.7366570968338886e-05,5.460491487545889e-08,0.0,1.7366570968338886e-05
1744,1.7592401880912284e-05,5.906897523492002e-08,0.0,1.7592401880912284e-05
1745,2.2387915643256357e-05,5.357715896333762e-08,0.0,2.2387915643256357e-05
1746,2.1675092544423285e-05,1.2003792245910257e-07,0.0,2.1675092544423285e-05
1747,2.2050041739670894e-05,1.2086894735879078e-07,0.0,2.2050041739670894e-05
1748,2.185284379915434e-05,1.8638412210439777e-07,0.0,2.185284379915434e-05
1749,2.2404809637269602e-05,1.9202840765128064e-07,0.0,2.2404809637269602e-05
1750,2.218394404605663e-05,1.7276562047641164e-07,0.0,2.218394404605663e-05
1751,2.2645254570566715e-05,1.790089762770159e-07,0.0,2.2645254570566715e-05
1752,1.8795579437989674e-05,1.9460333687350483e-07,0.0,1.8795579437989674e-05
1753,2.4891689983113402e-05,1.2994100931759282e-07,0.0,2.4891689983113402e-05
1754,2.734891521478338e-05,1.3835898065346036e-07,0.0,2.734891521478338e-05
1755,3.1456860077534134e-05,1.1523018932686163e-07,0.0,3.1456860077534134e-05
1756,3.1475108179230506e-05,1.0259566961069919e-07,0.0,3.1475108179230506e-05
1757,3.367584551077536e-05,1.0868591614001031e-07,0.0,3.367584551077536e-05
1758,3.304512912498987e-05,1.0730125410418623e-07,0.0,3.304512912498987e-05
1759,3.382148549592655e-05,1.1257966292532728e-07,0.0,3.382148549592655e-05
1760,3.089526424966087e-05,1.3682534724271784e-07,0.0,3.089526424966087e-05
1761,3.235529064633218e-05,1.4784474749213977e-07,0.0,3.235529064633218e-05
1762,3.142277741322427e-05,1.349667653828744e-07,0.0,3.142277741322427e-05
1763,3.218745119478886e-05,1.3134090640473266e-07,0.0,3.218745119478886e-05
1764,3.233769608154294e-05,1.7022153489928575e-07,0.0,3.233769608154294e-05
1765,3.3841202821349725e-05,1.9626768172591775e-07,0.0,3.3841202821349725e-05
1766,3.541046264997151e-05,2.53619114281329e-07,0.0,3.541046264997151e-05
1767,3.552186379757976e-05,2.47900095879621e-07,0.0,3.552186379757976e-05
1768,3.8676524127367884e-05,2.389199076040833e-07,0.0,3.8676524127367884e-05
1769,3.977247303867314e-05,2.6424417853831983e-07,0.0,3.977247303867314e-05
1770,4.625589333175283e-05,2.845573711900735e-07,0.0,4.625589333175283e-05
1771,5.2067314494966664e-05,2.474844273641403e-07,0.0,5.2067314494966664e-05
1772,5.904619683860801e-05,3.1755880160387407e-07,0.0,5.904619683860801e-05
1773,6.362143072432705e-05,2.4971536305429254e-07,0.0,6.362143072432705e-05
1774,6.675725256042955e-05,2.3684919727072285e-07,0.0,6.675725256042955e-05
1775,6.277816490702597e-05,3.596194752779931e-07,0.0,6.277816490702597e-05
1776,6.403302644944883e-05,3.210610200556273e-07,0.0,6.403302644944883e-05
1777,6.303635953892288e-05,3.360025603780871e-07,0.0,6.303635953892288e-05
1778,5.883688157025192e-05,3.5869720907807536e-07,0.0,5.883688157025192e-05
1779,5.417235921153666e-05,2.78870790079314e-07,0.0,5.417235921153666e-05
1780,4.8874902339386086e-05,2.8258486801340563e-07,0.0,4.8874902339386086e-05
1781,4.700318874841157e-05,2.776325658260248e-07,0.0,4.700318874841157e-05
1782,4.9077181237018e-05,1.6198440278003545e-07,0.0,4.9077181237018e-05
1783,5.077580499346368e-05,2.4791634193174363e-07,0.0,5.077580499346368e-05
1784,4.8837757536343164e-05,2.5241527522114537e-07,0.0,4.8837757536343164e-05
1785,4.927840252223957e-05,2.428582866238165e-07,0.0,4.927840252223957e-05
1786,4.733295957391549e-05,2.2662211916570284e-07,0.0,4.733295957391549e-05
1787,5.029453106024968e-05,2.2670783599616178e-07,0.0,5.029453106024968e-05
1788,4.921198654171478e-05,2.340358063536639e-07,0.0,4.921198654171478e-05
1789,4.662107936123253e-05,2.3024251508526765e-07,0.0,4.662107936123253e-05
1790,4.1517956560710445e-05,1.556575688661204e-07,0.0,4.1517956560710445e-05
1791,4.158844084096407e-05,1.3236510300527827e-07,0.0,4.158844084096407e-05
1792,4.013370562461205e-05,1.603013026445816e-07,0.0,4.013370562461205e-05
1793,4.196655208943412e-05,1.6866901120238253e-07,0.0,4.196655208943412e-05
1794,4.2212021591175084e-05,1.9141391760513216e-07,0.0,4.2212021591175084e-05
1795,4.5312686519797095e-05,2.5597653063869075e-07,9.132721245919129e-10,4.5312686519797095e-05
1796,4.902215420900445e-05,2.4525015922855733e-07,9.132721245919129e-10,4.902215420900445e-05
1797,5.247014425029712e-05,2.476759034055119e-07,9.132721245919129e-10,5.247014425029712e-05
1798,5.2761747481002074e-05,2.48159573905988e-07,9.132721245919129e-10,5.2761747481002074e-05
1799,5.591837024050099e-05,2.3883857685242607e-07,9.132721245919129e-10,5.591837024050099e-05
1800,5.6293168849411556e-05,2.3714507234119863e-07,9.132721245919129e-10,5.6293168849411556e-05
1801,5.6281504449933504e-05,2.2297229053590074e-07,9.132721245919129e-10,5.6281504449933504e-05
1802,5.498672596461672e-05,1.9222985108464335e-07,0.0,5.498672596461672e-05
1803,5.614112991939432e-05,2.215679068789151e-07,0.0,5.614112991939432e-05
1804,5.880093522137031e-05,2.403333628616825e-07,0.0,5.880093522137031e-05
1805,5.920982377054835e-05,2.455144131171697e-07,0.0,5.920982377054835e-05
1806,6.472794120782055e-05,2.3533833066429516e-07,0.0,6.472794120782055e-05
1807,6.631271493720956e-05,3.0715635546130216e-07,0.0,6.631271493720956e-05
1808,6.476400709029153e-05,3.0464490764968234e-07,0.0,6.476400709029153e-05
1809,6.254897795900303e-05,2.7766094287276897e-07,0.0,6.254897795900303e-05
1810,6.165269639625746e-05,2.569952113974848e-07,2.17937652052009e-10,6.165269639625746e-05
1811,5.805099083642874e-05,2.2974612485476037e-07,2.17937652052009e-10,5.805099083642874e-05
1812,5.956422007459748e-05,2.2942012987771575e-07,2.17937652052009e-10,5.956422007459748e-05
1813,5.17719890922308e-05,2.1352397640482324e-07,2.17937652052009e-10,5.17719890922308e-05
1814,5.038507983304693e-05,1.473827059125402e-07,2.17937652052009e-10,5.038507983304693e-05
1815,5.2272268346444305e-05,1.3988875784726978e-07,2.17937652052009e-10,5.2272268346444305e-05
1816,5.57637722522486e-05,1.5022449113238118e-07,2.17937652052009e-10,5.57637722522486e-05
1817,5.369852234642687e-05,1.443960765560145e-07,0.0,5.369852234642687e-05
1818,5.516652942917842e-05,1.5989296896025606e-07,0.0,5.516652942917842e-05
1819,5.440412860480137e-05,1.7421536061387348e-07,0.0,5.440412860480137e-05
1820,5.692888641663428e-05,1.8451510693954072e-07,0.0,5.692888641663428e-05
1821,5.817388539851111e-05,1.911939508301787e-07,0.0,5.817388539851111e-05
1822,5.8443011637012076e-05,1.9865922545087805e-07,0.0,5.8443011637012076e-05
1823,5.7884486263252e-05,1.8288942779268576e-07,1.4046276840064464e-10,5.7884486263252e-05
1824,5.9293451028809485e-05,1.8114074050247707e-07,1.4046276840064464e-10,5.9293451028809485e-05
1825,5.84806122268284e-05,1.5750190535917292e-07,2.6707957274345924e-10,5.84806122268284e-05
1826,5.8909822005911595e-05,1.3383775256313258e-07,6.225743174960639e-10,5.8909822005911595e-05
1827,5.8637701191141135e-05,1.2710902857244427e-07,6.225743174960639e-10,5.8637701191141135e-05
1828,5.9321696815979e-05,1.1668221588934102e-07,6.225743174960639e-10,5.9321696815979e-05
1829,5.8906520799999793e-05,1.0932984752441501e-07,6.225743174960639e-10,5.8906520799999793e-05
1830,5.836130159358228e-05,1.0725177292312895e-07,5.774160911314092e-10,5.836130159358228e-05
1831,5.723309940159587e-05,1.1698043473578374e-07,7.632054115675707e-10,5.723309940159587e-05
1832,5.737938668711909e-05,1.1352154010475196e-07,6.36588607224756e-10,5.737938668711909e-05
1833,5.529144878632256e-05,1.097028296775144e-07,2.8109386247215136e-10,5.529144878632256e-05
1834,5.422609579649621e-05,1.0285271352066567e-07,2.8109386247215136e-10,5.422609579649621e-05
1835,5.281557813369935e-05,9.911221354741429e-08,2.8109386247215136e-10,5.281557813369935e-05
1836,5.28441762851019e-05,1.0554274406818617e-07,4.312162214605207e-10,5.28441762851019e-05
1837,5.392375377206398e-05,1.0926096649654937e-07,3.359116794245308e-10,5.392375377206398e-05
1838,5.5231023517470544e-05,1.114833817642388e-07,1.5012235898836934e-10,5.5231023517470544e-05
1839,5.799786958959885e-05,1.2721080163860927e-07,3.016852323511898e-10,5.799786958959885e-05
1840,5.8597617420933344e-05,1.2819595493088594e-07,3.772711984087859e-10,5.8597617420933344e-05
1841,5.8755862742795474e-05,1.370003782800008e-07,3.772711984087859e-10,5.8755862742795474e-05
1842,6.080626553739421e-05,1.591856500583942e-07,4.380866383943019e-10,6.080626553739421e-05
1843,6.176485840114765e-05,1.5996073240590443e-07,2.879642794059326e-10,6.176485840114765e-05
1844,6.227083784844061e-05,1.8044992649330587e-07,2.879642794059326e-10,6.227083784844061e-05
1845,6.24274616711773e-05,1.8258771612116626e-07,3.547030447137445e-10,6.24274616711773e-05
1846,6.085276878106275e-05,1.7535521124045772e-07,2.03140171350924e-10,6.085276878106275e-05
