ngram,ideal,idal,idle,idle
1616,2.6222275956960015e-07,0.0,4.093688871112785e-05,4.093688871112785e-05
1617,2.6222275956960015e-07,0.0,4.746356509193512e-05,4.746356509193512e-05
1618,4.5524190487152995e-07,0.0,4.519485290594665e-05,4.519485290594665e-05
1619,5.677764046855113e-07,0.0,5.2610659622587264e-05,5.2610659622587264e-05
1620,1.2138772344120037e-06,0.0,4.926467071137657e-05,4.926467071137657e-05
1621,1.3922952299643448e-06,0.0,4.950681250193156e-05,4.950681250193156e-05
1622,1.3922952299643448e-06,0.0,5.295521207569566e-05,5.295521207569566e-05
1623,1.93112361200422e-06,0.0,5.141526993871334e-05,5.141526993871334e-05
1624,4.021774275640512e-06,0.0,4.301031965171985e-05,4.301031965171985e-05
1625,3.726342851807983e-06,0.0,4.213262270371031e-05,4.213262270371031e-05
1626,3.6138083519940016e-06,0.0,2.9822120268363506e-05,2.9822120268363506e-05
1627,2.8078970412285083e-06,0.0,3.0769855844222806e-05,3.0769855844222806e-05
1628,2.6949906717683395e-06,0.0,2.83862063952256e-05,2.83862063952256e-05
1629,2.6949906717683395e-06,0.0,2.5318248455213116e-05,2.5318248455213116e-05
1630,2.8461542780990257e-06,0.0,2.7378468855334048e-05,2.7378468855334048e-05
1631,7.555036144627333e-07,0.0,3.0209155738702975e-05,3.0209155738702975e-05
1632,1.763391091052264e-06,0.0,3.5004498516043115e-05,3.5004498516043115e-05
1633,1.763391091052264e-06,0.0,3.498749122497559e-05,3.498749122497559e-05
1634,2.5039000531381006e-06,0.0,3.4586693020953264e-05,3.4586693020953264e-05
1635,2.438388427045928e-06,0.0,3.244029617884995e-05,3.244029617884995e-05
1636,2.438388427045928e-06,0.0,3.157022287528629e-05,3.157022287528629e-05
1637,1.7483964386753672e-06,0.0,3.198700323991943e-05,3.198700323991943e-05
1638,1.815731475777024e-06,0.0,3.136913255730178e-05,3.136913255730178e-05
1639,8.078439991874932e-07,0.0,2.932512688857969e-05,2.932512688857969e-05
1640,8.078439991874932e-07,0.0,2.867362465102425e-05,2.867362465102425e-05
1641,1.261776767640705e-06,0.0,2.7586929718381725e-05,2.7586929718381725e-05
1642,1.261776767640705e-06,0.0,3.174810886516103e-05,3.174810886516103e-05
1643,1.261776767640705e-06,0.0,2.902125834225444e-05,2.902125834225444e-05
1644,1.4450997006016614e-06,0.0,2.6502727970572388e-05,2.6502727970572388e-05
1645,1.770699311366895e-06,0.0,2.5234596120883778e-05,2.5234596120883778e-05
1646,2.0729145262521342e-06,0.0,2.272362520930723e-05,2.272362520930723e-05
1647,2.0729145262521342e-06,0.0,2.400558423687471e-05,2.400558423687471e-05
1648,8.784727957130858e-07,0.0,2.707157870775388e-05,2.707157870775388e-05
1649,1.034928345688968e-06,0.0,2.221549519682802e-05,2.221549519682802e-05
1650,1.5619700012134023e-06,0.0,2.5428352923232262e-05,2.5428352923232262e-05
1651,1.7226477179324969e-06,0.0,2.549615939122824e-05,2.549615939122824e-05
1652,1.385384466954877e-06,0.0,2.433071910802807e-05,2.433071910802807e-05
1653,1.2339208085774902e-06,0.0,2.4953390883248566e-05,2.4953390883248566e-05
1654,1.3168871808894828e-06,0.0,2.4960966454403077e-05,2.4960966454403077e-05
1655,1.491196322993866e-06,0.0,2.344090509203462e-05,2.344090509203462e-05
1656,1.3800481042380852e-06,0.0,2.3211129571011823e-05,2.3211129571011823e-05
1657,8.808108812477908e-07,0.0,2.3092144277013305e-05,2.3092144277013305e-05
1658,5.904258659126884e-07,0.0,2.380446208657564e-05,2.380446208657564e-05
1659,5.347544690234177e-07,0.0,2.440462490734977e-05,2.440462490734977e-05
1660,3.840029125155654e-07,0.0,2.3148640398825853e-05,2.3148640398825853e-05
1661,4.3540735816804954e-07,0.0,2.3248783561159924e-05,2.3248783561159924e-05
1662,2.6109821606366624e-07,0.0,2.3588729293676026e-05,2.3588729293676026e-05
1663,4.128758206434213e-07,0.0,2.4966038446499234e-05,2.4966038446499234e-05
1664,5.815862981048017e-07,0.0,2.5155081337808432e-05,2.5155081337808432e-05
1665,5.279706637598533e-07,0.0,2.6400920692789702e-05,2.6400920692789702e-05
1666,5.279706637598533e-07,3.9948397605777634e-08,2.6020538306121515e-05,2.6020538306121515e-05
1667,5.279706637598533e-07,3.9948397605777634e-08,2.76145513323302e-05,2.76145513323302e-05
1668,4.3735306170284663e-07,3.9948397605777634e-08,2.909322107110971e-05,2.909322107110971e-05
1669,5.871235170421382e-07,3.9948397605777634e-08,2.7126784646368052e-05,2.7126784646368052e-05
1670,5.059860817319921e-07,3.9948397605777634e-08,2.869638852384274e-05,2.869638852384274e-05
1671,3.094711717364719e-07,3.9948397605777634e-08,2.7109231398623835e-05,2.7109231398623835e-05
1672,4.816753857994627e-07,3.9948397605777634e-08,2.5947349058697e-05,2.5947349058697e-05
1673,4.816753857994627e-07,0.0,2.7416272392396684e-05,2.7416272392396684e-05
1674,5.467364344115464e-07,0.0,2.8660331736318767e-05,2.8660331736318767e-05
1675,5.029832185040764e-07,0.0,2.6997112529768075e-05,2.6997112529768075e-05
1676,3.532127631647849e-07,0.0,2.7312553876462126e-05,2.7312553876462126e-05
1677,3.044376585746379e-07,0.0,2.5954120376679513e-05,2.5954120376679513e-05
1678,3.044376585746379e-07,0.0,2.78831685136538e-05,2.78831685136538e-05
1679,2.2452052153961892e-07,0.0,2.7242999099793712e-05,2.7242999099793712e-05
1680,4.4174366767687647e-07,0.0,2.5761640634820132e-05,2.5761640634820132e-05
1681,4.438101614466307e-07,0.0,2.4708153952295625e-05,2.4708153952295625e-05
1682,4.438101614466307e-07,0.0,2.4537643184885383e-05,2.4537643184885383e-05
1683,4.438101614466307e-07,4.413445659728106e-08,2.3788184470114565e-05,2.3788184470114565e-05
1684,1.019512536361487e-06,4.413445659728106e-08,2.159273247213735e-05,2.159273247213735e-05
1685,1.4236291617310468e-06,4.413445659728106e-08,1.988643413954248e-05,1.988643413954248e-05
1686,1.3589712913082103e-06,4.413445659728106e-08,2.087112092600104e-05,2.087112092600104e-05
1687,1.1417481451709527e-06,4.413445659728106e-08,2.1425627372601802e-05,2.1425627372601802e-05
1688,1.2143953378134548e-06,4.413445659728106e-08,2.1684697198257447e-05,2.1684697198257447e-05
1689,1.3091088492598959e-06,4.413445659728106e-08,2.1094521408875672e-05,2.1094521408875672e-05
1690,1.3298791401439303e-06,0.0,2.1260818877116045e-05,2.1260818877116045e-05
1691,7.60402524438827e-07,0.0,2.269148977315386e-05,2.269148977315386e-05
1692,4.036219881494877e-07,0.0,2.2234642269073186e-05,2.2234642269073186e-05
1693,4.0734397543928935e-07,0.0,2.2060125567285077e-05,2.2060125567285077e-05
1694,4.0734397543928935e-07,0.0,2.1681140944045702e-05,2.1681140944045702e-05
1695,3.2959645425632645e-07,0.0,2.0900107431641247e-05,2.0900107431641247e-05
1696,2.3488294280988547e-07,0.0,1.9774058923108635e-05,1.9774058923108635e-05
1697,1.4043387445943672e-06,0.0,2.0038326381057103e-05,2.0038326381057103e-05
1698,1.4346532911499059e-06,0.0,1.973750191349869e-05,1.973750191349869e-05
1699,1.3873172020696854e-06,0.0,1.8959853020662975e-05,1.8959853020662975e-05
1700,1.3559660081747488e-06,0.0,1.8272121971157113e-05,1.8272121971157113e-05
1701,1.442966842140387e-06,0.0,1.8520730269041712e-05,1.8520730269041712e-05
1702,1.3809396282990098e-06,0.0,1.981718404359916e-05,1.981718404359916e-05
1703,1.4140632588675674e-06,0.0,2.041702854122767e-05,2.041702854122767e-05
1704,2.4116069953704156e-07,0.0,1.970636107476561e-05,1.970636107476561e-05
1705,1.3744799787218653e-07,0.0,1.9598948970919343e-05,1.9598948970919343e-05
1706,2.039002932211328e-07,0.0,2.1314655376564978e-05,2.1314655376564978e-05
1707,2.1605274623327985e-07,0.0,2.103990196441633e-05,2.103990196441633e-05
1708,1.2905191226764146e-07,0.0,2.125473708604529e-05,2.125473708604529e-05
1709,2.2525204152706075e-07,0.0,2.0018244478186326e-05,2.0018244478186326e-05
1710,5.536439147135752e-07,0.0,2.071554886892305e-05,2.071554886892305e-05
1711,5.46012710092977e-07,0.0,2.1334897350503263e-05,2.1334897350503263e-05
1712,5.8946638960476e-07,0.0,2.1466099497047253e-05,2.1466099497047253e-05
1713,5.338321094378833e-07,0.0,2.0340322537647027e-05,2.0340322537647027e-05
1714,1.2204072114790115e-06,0.0,2.069958048066058e-05,2.069958048066058e-05
1715,1.2656966248414392e-06,0.0,2.0497552083855097e-05,2.0497552083855097e-05
1716,1.178351453745563e-06,0.0,2.0448854099543367e-05,2.0448854099543367e-05
1717,9.2381562970851e-07,0.0,2.0213394756345743e-05,2.0213394756345743e-05
1718,9.528320816798441e-07,0.0,2.0592222946496414e-05,2.0592222946496414e-05
1719,9.159632732291811e-07,0.0,2.1305749604445217e-05,2.1305749604445217e-05
1720,9.142063862758018e-07,0.0,2.1649022008724777e-05,2.1649022008724777e-05
1721,2.592791216013016e-07,0.0,2.1016222880072227e-05,2.1016222880072227e-05
1722,2.8353798851656264e-07,0.0,2.0637774858706897e-05,2.0637774858706897e-05
1723,3.487851424819967e-07,0.0,2.1675557945854962e-05,2.1675557945854962e-05
1724,3.474820152251011e-07,0.0,2.1871952672622035e-05,2.1871952672622035e-05
1725,3.7494981088213664e-07,7.352953040091441e-09,2.1836765881744213e-05,2.1836765881744213e-05
1726,6.49414848753947e-07,7.352953040091441e-09,2.2370244291128722e-05,2.2370244291128722e-05
1727,7.224663128064484e-07,7.352953040091441e-09,2.210790963934934e-05,2.210790963934934e-05
1728,7.499411814088879e-07,7.352953040091441e-09,2.3166435182377298e-05,2.3166435182377298e-05
1729,8.014604588879592e-07,7.352953040091441e-09,2.4566013702756857e-05,2.4566013702756857e-05
1730,8.091907253466551e-07,7.352953040091441e-09,2.4834141575930907e-05,2.4834141575930907e-05
1731,1.0727513841045168e-06,7.352953040091441e-09,2.4979149852047806e-05,2.4979149852047806e-05
1732,1.1692964351693393e-06,0.0,2.5604881427300696e-05,2.5604881427300696e-05
1733,9.374199123612925e-07,0.0,2.5088073795944054e-05,2.5088073795944054e-05
1734,1.1082321772651734e-06,0.0,2.5418618211655746e-05,2.5418618211655746e-05
1735,1.1404278349605842e-06,0.0,2.596199010440614e-05,2.596199010440614e-05
1736,1.1185821295254885e-06,0.0,2.4954342734417878e-05,2.4954342734417878e-05
1737,1.0436713791607742e-06,0.0,2.4809244548253317e-05,2.4809244548253317e-05
1738,8.391886621796272e-07,0.0,2.4431292851139525e-05,2.4431292851139525e-05
1739,7.313926135209061e-07,0.0,2.3507274558401798e-05,2.3507274558401798e-05
1740,8.16990239270256e-07,0.0,2.403255712124519e-05,2.403255712124519e-05
1741,7.244818464511939e-07,5.9413507764410105e-09,2.491953013564593e-05,2.491953013564593e-05
1742,6.592752624458496e-07,5.9413507764410105e-09,2.4777857886095133e-05,2.4777857886095133e-05
1743,6.563673480286525e-07,5.9413507764410105e-09,2.4990101467535298e-05,2.4990101467535298e-05
1744,7.030144461493495e-07,1.4869471495363281e-08,2.573309471439903e-05,2.573309471439903e-05
1745,7.276072316082198e-07,1.4869471495363281e-08,2.5939943692979534e-05,2.5939943692979534e-05
1746,1.021140060889333e-06,1.4869471495363281e-08,2.7364873988387573e-05,2.7364873988387573e-05
1747,1.1026449401794837e-06,1.9028623248524516e-08,2.79908292993371e-05,2.79908292993371e-05
1748,1.3134811272915873e-06,1.6727004289610444e-08,2.8638739292676162e-05,2.8638739292676162e-05
1749,1.537846758635299e-06,1.6727004289610444e-08,2.9754328612138386e-05,2.9754328612138386e-05
1750,1.8373805801275012e-06,1.6727004289610444e-08,3.0226241766026112e-05,3.0226241766026112e-05
1751,2.4048419910676396e-06,1.1368022206121558e-08,2.922668785946111e-05,2.922668785946111e-05
1752,2.866559287083094e-06,1.1368022206121558e-08,3.0321488468741465e-05,3.0321488468741465e-05
1753,3.0713296155227e-06,1.1368022206121558e-08,2.9430211465556306e-05,2.9430211465556306e-05
1754,3.2106995766818206e-06,7.2088704529603225e-09,2.9331450215457672e-05,2.9331450215457672e-05
1755,3.1900979300709357e-06,3.569138635433384e-09,3.015479134254357e-05,3.015479134254357e-05
1756,3.1520928912089275e-06,3.569138635433384e-09,2.8940116473157624e-05,2.8940116473157624e-05
1757,3.243464854157147e-06,3.569138635433384e-09,2.899511127907317e-05,2.899511127907317e-05
1758,3.1786923955223756e-06,6.215169585337727e-09,2.8660412031708154e-05,2.8660412031708154e-05
1759,3.3903689719798943e-06,6.215169585337727e-09,2.759992665752569e-05,2.759992665752569e-05
1760,3.473206918767703e-06,6.215169585337727e-09,2.7904120673026356e-05,2.7904120673026356e-05
1761,3.85308645231167e-06,6.215169585337727e-09,2.7130312706244047e-05,2.7130312706244047e-05
1762,4.213319698465057e-06,6.215169585337727e-09,2.6327091680806397e-05,2.6327091680806397e-05
1763,4.440044124619037e-06,6.215169585337727e-09,2.7528123090243234e-05,2.7528123090243234e-05
1764,4.692033176719893e-06,9.02584927432924e-09,2.9076985551260543e-05,2.9076985551260543e-05
1765,5.111367662331239e-06,5.758088101564291e-09,3.0109517735711832e-05,3.0109517735711832e-05
1766,5.384577986790516e-06,9.159140239895741e-09,3.013304870234736e-05,3.013304870234736e-05
1767,5.413968827789566e-06,9.159140239895741e-09,3.106782865610772e-05,3.106782865610772e-05
1768,5.39995864658392e-06,9.159140239895741e-09,3.109982000231477e-05,3.109982000231477e-05
1769,5.240447373060826e-06,9.159140239895741e-09,3.1323739676736295e-05,3.1323739676736295e-05
1770,5.541540628785567e-06,9.159140239895741e-09,3.014072249892966e-05,3.014072249892966e-05
1771,5.613186138881636e-06,6.348460550904227e-09,2.9461941656856133e-05,2.9461941656856133e-05
1772,5.267617520335729e-06,6.037133967343575e-09,2.8893328427719617e-05,2.8893328427719617e-05
1773,4.824581992579624e-06,2.6360818290121254e-09,2.9710895562727402e-05,2.9710895562727402e-05
1774,4.8833619855161355e-06,2.6360818290121254e-09,2.8470821364732857e-05,2.8470821364732857e-05
1775,4.962013658119499e-06,2.6360818290121254e-09,2.9264164238286738e-05,2.9264164238286738e-05
1776,5.056184623494378e-06,2.6360818290121254e-09,2.9259437464393807e-05,2.9259437464393807e-05
1777,4.9165326864957545e-06,2.6360818290121254e-09,3.0102367028510863e-05,3.0102367028510863e-05
1778,5.234822700523571e-06,1.0979513171654226e-08,2.8998387278988957e-05,2.8998387278988957e-05
1779,5.6960772911095e-06,1.3466802784023457e-08,2.8983095814640236e-05,2.8983095814640236e-05
1780,5.926373497849065e-06,1.3466802784023457e-08,2.844144234716493e-05,2.844144234716493e-05
1781,5.7452907640254125e-06,1.3466802784023457e-08,2.9099644962116145e-05,2.9099644962116145e-05
1782,5.7738471436355865e-06,1.5624936265469713e-08,2.8191233858316472e-05,2.8191233858316472e-05
1783,5.9546508574775155e-06,1.5624936265469713e-08,2.729975468745189e-05,2.729975468745189e-05
1784,6.042603022901208e-06,1.728940838116192e-08,2.7580241294344887e-05,2.7580241294344887e-05
1785,5.722519940068846e-06,1.056409943649734e-08,2.773270430874878e-05,2.773270430874878e-05
1786,5.310671635275607e-06,8.120924631173563e-09,2.64438650836902e-05,2.64438650836902e-05
1787,5.144185641776338e-06,8.120924631173563e-09,2.6592028786710997e-05,2.6592028786710997e-05
1788,5.233402069799402e-06,9.427476704055543e-09,2.6660781908763704e-05,2.6660781908763704e-05
1789,5.163205709582794e-06,7.269343222609288e-09,2.720389498530754e-05,2.720389498530754e-05
1790,5.141187687383665e-06,8.374191625851576e-09,2.7542318483548505e-05,2.7542318483548505e-05
1791,5.203879222140781e-06,6.70971951015937e-09,2.6481277538031073e-05,2.6481277538031073e-05
1792,4.979214736522408e-06,5.091597112181847e-09,2.684678708776898e-05,2.684678708776898e-05
1793,5.002818657625799e-06,2.411400476124267e-09,2.8023124676630168e-05,2.8023124676630168e-05
1794,5.098372184875188e-06,2.411400476124267e-09,2.8073212628701833e-05,2.8073212628701833e-05
1795,5.086112716006548e-06,3.844664650135396e-09,2.7344899925602867e-05,2.7344899925602867e-05
1796,4.903119913381358e-06,4.792826262851284e-09,2.7412162255911555e-05,2.7412162255911555e-05
1797,5.239440724835731e-06,4.821825161371862e-09,2.7341461515918907e-05,2.7341461515918907e-05
1798,5.191804770480043e-06,4.821825161371862e-09,2.7641391560402034e-05,2.7641391560402034e-05
1799,5.300696167458747e-06,6.624133939782593e-09,2.7055399186792783e-05,2.7055399186792783e-05
1800,5.133648820836763e-06,7.035797849092822e-09,2.6555870395636054e-05,2.6555870395636054e-05
1801,4.881761339804923e-06,7.964478790764166e-09,2.6574436820478047e-05,2.6574436820478047e-05
1802,4.930204860491878e-06,6.961169735879886e-09,2.7086437382552375e-05,2.7086437382552375e-05
1803,5.090717682573345e-06,6.36400808242042e-09,2.7087975468020886e-05,2.7087975468020886e-05
1804,4.5791371771234224e-06,6.1453934322283234e-09,2.6654611117139992e-05,2.6654611117139992e-05
1805,4.4533261253881e-06,7.443780988428525e-09,2.688699740766814e-05,2.688699740766814e-05
1806,4.477773083116128e-06,6.417122484186117e-09,2.648023031984589e-05,2.648023031984589e-05
1807,4.550620425496683e-06,6.633122273669301e-09,2.699967054858072e-05,2.699967054858072e-05
1808,4.56546760168359e-06,5.939804521253629e-09,2.671147454488424e-05,2.671147454488424e-05
1809,4.347957915992343e-06,4.203297329244801e-09,2.6085620317774427e-05,2.6085620317774427e-05
1810,4.147601755123885e-06,5.159923250579774e-09,2.5236500992572735e-05,2.5236500992572735e-05
1811,4.200589111340898e-06,4.479074539836298e-09,2.5208448797846878e-05,2.5208448797846878e-05
1812,4.193766147052104e-06,3.419395243144306e-09,2.448000616693337e-05,2.448000616693337e-05
1813,4.015099810723248e-06,3.807621329343647e-09,2.46344534389209e-05,2.46344534389209e-05
1814,4.0329314937740235e-06,4.43370648131999e-09,2.448831453096188e-05,2.448831453096188e-05
1815,4.136948129079039e-06,5.550328228766586e-09,2.457249580142421e-05,2.457249580142421e-05
1816,4.4532494679775226e-06,6.6913645735411365e-09,2.489309736120049e-05,2.489309736120049e-05
1817,4.664634096635771e-06,5.726433835054731e-09,2.54717703813055e-05,2.54717703813055e-05
1818,4.825114891510955e-06,6.566259060290593e-09,2.5744811864569783e-05,2.5744811864569783e-05
1819,5.026352937420597e-06,7.229335479459158e-09,2.6277590482745188e-05,2.6277590482745188e-05
1820,5.302536659915599e-06,6.8024438145844866e-09,2.6782154236570932e-05,2.6782154236570932e-05
1821,5.481006545388871e-06,6.062911981987083e-09,2.7059896508165237e-05,2.7059896508165237e-05
