ngram,ideal,idal,idle,idle
1822,5.472184641673396e-06,5.334771576873518e-09,2.7645744921755977e-05,2.7645744921755977e-05
1823,5.4772424716377695e-06,4.474660768900256e-09,2.7760730777767355e-05,2.7760730777767355e-05
1824,5.517049235744967e-06,4.400205660155214e-09,2.7736838871663038e-05,2.7736838871663038e-05
1825,5.441555718529603e-06,4.465547677666239e-09,2.7492121392112623e-05,2.7492121392112623e-05
1826,5.432487406713855e-06,4.1562541979495955e-09,2.712472269195132e-05,2.712472269195132e-05
1827,5.391371165127826e-06,3.6284107147415465e-09,2.7050323166934375e-05,2.7050323166934375e-05
1828,5.431137716576424e-06,3.2245230057499033e-09,2.671494595623309e-05,2.671494595623309e-05
1829,5.377276206023193e-06,3.1628727018403626e-09,2.5162877136608586e-05,2.5162877136608586e-05
1830,5.44755422587124e-06,3.549078975151332e-09,2.5189469202554653e-05,2.5189469202554653e-05
1831,5.534625025965008e-06,4.209785512251532e-09,2.5187685033805402e-05,2.5187685033805402e-05
1832,5.799506717656706e-06,3.666280525203648e-09,2.5119604158265118e-05,2.5119604158265118e-05
1833,5.957661674723827e-06,3.3212241131888985e-09,2.520486045146494e-05,2.520486045146494e-05
1834,6.070774426396903e-06,3.6104440627658464e-09,2.479518531929768e-05,2.479518531929768e-05
1835,6.178489846726214e-06,4.0865985674796795e-09,2.44643004927119e-05,2.44643004927119e-05
1836,6.450574151780789e-06,4.199954939387851e-09,2.509707883291412e-05,2.509707883291412e-05
1837,6.638404231905172e-06,3.997471575978295e-09,2.4710612966113592e-05,2.4710612966113592e-05
1838,6.7750041645402755e-06,3.3738279947570504e-09,2.410387475850127e-05,2.410387475850127e-05
1839,6.810156329655521e-06,3.535596180905186e-09,2.3722738790508758e-05,2.3722738790508758e-05
1840,6.969413659265099e-06,4.195192986650958e-09,2.3377199145865495e-05,2.3377199145865495e-05
1841,7.281790918308875e-06,4.186675101840771e-09,2.329327877045476e-05,2.329327877045476e-05
1842,7.528758162931938e-06,4.512422911519463e-09,2.320279600098729e-05,2.320279600098729e-05
1843,7.853951826421377e-06,4.3614685513964395e-09,2.318869311628597e-05,2.318869311628597e-05
1844,8.139795876819075e-06,4.631431524007976e-09,2.3059308919723014e-05,2.3059308919723014e-05
1845,8.684790113225713e-06,4.726561110755613e-09,2.3225965248587143e-05,2.3225965248587143e-05
1846,9.164546229710271e-06,4.620951748230644e-09,2.3125249624302213e-05,2.3125249624302213e-05
1847,9.549239881120489e-06,4.744213085875312e-09,2.3055706281281475e-05,2.3055706281281475e-05
1848,9.715985210537578e-06,5.0199972432908774e-09,2.2636552915043596e-05,2.2636552915043596e-05
1849,9.946517171296623e-06,4.913858653310399e-09,2.240902826347987e-05,2.240902826347987e-05
1850,1.0095639741588716e-05,5.006371254065048e-09,2.2107167751528323e-05,2.2107167751528323e-05
1851,1.031374787479373e-05,4.968188781008718e-09,2.1959824412728528e-05,2.1959824412728528e-05
1852,1.0176048298100276e-05,5.528426034422702e-09,2.144386988740215e-05,2.144386988740215e-05
1853,1.017047231601152e-05,5.74488913583439e-09,2.1212541988851236e-05,2.1212541988851236e-05
1854,1.0230561461607327e-05,5.623629688906411e-09,2.093973879319882e-05,2.093973879319882e-05
1855,1.0436722342482036e-05,6.328051225880569e-09,2.083556423063523e-05,2.083556423063523e-05
1856,1.056282456244974e-05,6.168042648064491e-09,2.07060033322445e-05,2.07060033322445e-05
1857,1.0737113760634592e-05,6.417349889582218e-09,2.051751029544643e-05,2.051751029544643e-05
1858,1.0860362635867205e-05,6.872991255489426e-09,2.0206506503330145e-05,2.0206506503330145e-05
1859,1.109041139508398e-05,6.948121062626862e-09,2.0135661543463357e-05,2.0135661543463357e-05
1860,1.1351866175703304e-05,7.0553762832048506e-09,1.9995409145069842e-05,1.9995409145069842e-05
1861,1.1670884824915057e-05,7.389049816453053e-09,1.982434826329284e-05,1.982434826329284e-05
1862,1.1928809077029914e-05,7.701985525544939e-09,1.9730487110791728e-05,1.9730487110791728e-05
1863,1.2296522462358034e-05,8.344823816080244e-09,1.9695464028960225e-05,1.9695464028960225e-05
1864,1.2724994251454649e-05,8.797071135039199e-09,1.947150511633871e-05,1.947150511633871e-05
1865,1.3054600458417553e-05,8.617984928857173e-09,1.9357142134270233e-05,1.9357142134270233e-05
1866,1.3673719227621664e-05,8.290019210781857e-09,1.92885246568559e-05,1.92885246568559e-05
1867,1.3910590626307697e-05,8.653682088371234e-09,1.9173000379981075e-05,1.9173000379981075e-05
1868,1.4221271028093594e-05,8.800137761357161e-09,1.909762275837628e-05,1.909762275837628e-05
1869,1.4714109966007527e-05,7.571355479082546e-09,1.8789959410371792e-05,1.8789959410371792e-05
1870,1.5308484502643944e-05,7.422817154585053e-09,1.8441483137264315e-05,1.8441483137264315e-05
1871,1.5763404397668118e-05,6.9968271176890084e-09,1.8298534476863487e-05,1.8298534476863487e-05
1872,1.6204275068178375e-05,7.784766609120197e-09,1.82279602865622e-05,1.82279602865622e-05
1873,1.6405499731523116e-05,8.28620397693872e-09,1.8096942377659226e-05,1.8096942377659226e-05
1874,1.6901213582189355e-05,8.138839189898915e-09,1.7875427667084815e-05,1.7875427667084815e-05
1875,1.7215340838967158e-05,7.51186205302393e-09,1.7664238839643076e-05,1.7664238839643076e-05
1876,1.745043690399533e-05,8.605934948795785e-09,1.7708479260493603e-05,1.7708479260493603e-05
1877,1.7497827814492795e-05,8.89856905621806e-09,1.776556486480071e-05,1.776556486480071e-05
1878,1.7637781898624132e-05,9.203312588214528e-09,1.770379822119139e-05,1.770379822119139e-05
1879,1.78175832843408e-05,8.90876915095516e-09,1.752086687442248e-05,1.752086687442248e-05
1880,1.8258894280214527e-05,8.883418508734816e-09,1.7495303836767562e-05,1.7495303836767562e-05
1881,1.862662039846847e-05,8.606599369695037e-09,1.750583968324853e-05,1.750583968324853e-05
1882,1.9073567662936902e-05,9.173206511852478e-09,1.746703700129209e-05,1.746703700129209e-05
1883,1.948099400449012e-05,8.970449462607024e-09,1.7406271321565976e-05,1.7406271321565976e-05
1884,1.9851422101575216e-05,8.818889047595185e-09,1.720002260948864e-05,1.720002260948864e-05
1885,2.0380800248988506e-05,9.101659299253534e-09,1.7163582015200518e-05,1.7163582015200518e-05
1886,2.082077064967182e-05,8.738823823303425e-09,1.7022937234807095e-05,1.7022937234807095e-05
1887,2.149631291104015e-05,9.019503556727062e-09,1.6734570765817936e-05,1.6734570765817936e-05
1888,2.2235269560561782e-05,9.265223509048935e-09,1.6493137341707813e-05,1.6493137341707813e-05
1889,2.3217343498669963e-05,9.14029195188602e-09,1.6411310882956188e-05,1.6411310882956188e-05
1890,2.3990658519323915e-05,8.959558174735451e-09,1.649310693859921e-05,1.649310693859921e-05
1891,2.530207815912685e-05,8.80472228459439e-09,1.6661773250754258e-05,1.6661773250754258e-05
1892,2.5896936287088984e-05,8.740244845333628e-09,1.6568731163196e-05,1.6568731163196e-05
1893,2.6851419534068555e-05,8.974277194389352e-09,1.6712289444902645e-05,1.6712289444902645e-05
1894,2.739788578765001e-05,9.011917434520456e-09,1.6712027510428535e-05,1.6712027510428535e-05
1895,2.7750572501515436e-05,9.35395088370277e-09,1.6684207106923816e-05,1.6684207106923816e-05
1896,2.8018499506288208e-05,9.526100035779045e-09,1.6668651369400322e-05,1.6668651369400322e-05
1897,2.8497218798812745e-05,1.028618193795897e-08,1.647180033614859e-05,1.647180033614859e-05
1898,2.8401500717986243e-05,1.154059781072192e-08,1.6201896349749794e-05,1.6201896349749794e-05
1899,2.924606997112278e-05,1.232877089307749e-08,1.6148941930233767e-05,1.6148941930233767e-05
1900,2.9696961844040614e-05,1.3394584362304483e-08,1.593509997681914e-05,1.593509997681914e-05
1901,3.0091955652876224e-05,1.4051566386642987e-08,1.5942565109331292e-05,1.5942565109331292e-05
1902,3.073367380628562e-05,1.4080838463468938e-08,1.5842375302911804e-05,1.5842375302911804e-05
1903,3.1062195505780566e-05,1.4824734455893512e-08,1.56102163860591e-05,1.56102163860591e-05
1904,3.167883031502632e-05,1.5019391698599194e-08,1.539843326879366e-05,1.539843326879366e-05
1905,3.2175695066273746e-05,1.483390172601113e-08,1.5374441318272147e-05,1.5374441318272147e-05
1906,3.2309183942353616e-05,1.4615937158980939e-08,1.5458308683134548e-05,1.5458308683134548e-05
1907,3.25850690257669e-05,1.3868016322606179e-08,1.5416378118970897e-05,1.5416378118970897e-05
1908,3.2758276834751344e-05,1.3836084024530595e-08,1.521136774889393e-05,1.521136774889393e-05
1909,3.29048655528043e-05,1.4508617799232785e-08,1.5118513277099868e-05,1.5118513277099868e-05
1910,3.3280925500938406e-05,1.4592533911387103e-08,1.498746977241743e-05,1.498746977241743e-05
1911,3.33035178690417e-05,1.4190141506276177e-08,1.4913142357337555e-05,1.4913142357337555e-05
1912,3.36063744076195e-05,1.3839599180950505e-08,1.4728161659149919e-05,1.4728161659149919e-05
1913,3.380010873245608e-05,1.3898283413027457e-08,1.4435074133091672e-05,1.4435074133091672e-05
1914,3.40006772603374e-05,1.4099107912914275e-08,1.4246291357267182e-05,1.4246291357267182e-05
1915,3.4295474636434976e-05,1.3661322105308824e-08,1.4235497474146541e-05,1.4235497474146541e-05
1916,3.4597124405471345e-05,1.2675561425875718e-08,1.4277508333699579e-05,1.4277508333699579e-05
1917,3.486034672407966e-05,1.2580564907287745e-08,1.4360393834067509e-05,1.4360393834067509e-05
1918,3.4886019940521305e-05,1.2791047459310384e-08,1.4728924075565633e-05,1.4728924075565633e-05
1919,3.48327547336729e-05,1.260811404486211e-08,1.4876348359393887e-05,1.4876348359393887e-05
1920,3.477619195889149e-05,1.2257232435380111e-08,1.4869291200219387e-05,1.4869291200219387e-05
1921,3.4769867592590996e-05,1.2481197282048534e-08,1.491006618640053e-05,1.491006618640053e-05
1922,3.4610688869309213e-05,1.2433980829078856e-08,1.4759916536734505e-05,1.4759916536734505e-05
1923,3.4540712346954804e-05,1.2908967609145553e-08,1.4519020623993129e-05,1.4519020623993129e-05
1924,3.4446002765824755e-05,1.2558491897201357e-08,1.4329770887603185e-05,1.4329770887603185e-05
1925,3.4463858485521216e-05,1.2532328317961725e-08,1.3694079176015553e-05,1.3694079176015553e-05
1926,3.4434091503499076e-05,1.2108095986158268e-08,1.3313413936495116e-05,1.3313413936495116e-05
1927,3.4513374495353287e-05,1.209701519907672e-08,1.3184923123584927e-05,1.3184923123584927e-05
1928,3.436112768083278e-05,1.1818705633207368e-08,1.3238990114976851e-05,1.3238990114976851e-05
1929,3.438770103717356e-05,1.2452139256221732e-08,1.3411705237688563e-05,1.3411705237688563e-05
1930,3.385302105536019e-05,1.2446050031858898e-08,1.345603673793708e-05,1.345603673793708e-05
1931,3.346734748837272e-05,1.2392845479983602e-08,1.3337803725984746e-05,1.3337803725984746e-05
1932,3.310574590744052e-05,1.18336333747899e-08,1.33031019556386e-05,1.33031019556386e-05
1933,3.293286499683745e-05,1.2333330166671073e-08,1.3167066624321575e-05,1.3167066624321575e-05
1934,3.2696352198919545e-05,1.2178505569084206e-08,1.2890085080081398e-05,1.2890085080081398e-05
1935,3.248773282393813e-05,1.1798785440727703e-08,1.2532062490728485e-05,1.2532062490728485e-05
1936,3.19617546275757e-05,1.1156183405652037e-08,1.2101439746662176e-05,1.2101439746662176e-05
1937,3.187924318938583e-05,1.2408041578331514e-08,1.1983648619207088e-05,1.1983648619207088e-05
1938,3.124253583207194e-05,1.205153551556545e-08,1.202762242818218e-05,1.202762242818218e-05
1939,3.1021372706163675e-05,1.1928680773313057e-08,1.2224033525853883e-05,1.2224033525853883e-05
1940,3.0554878061853484e-05,1.1841912720253082e-08,1.225500350951084e-05,1.225500350951084e-05
1941,3.028981752452507e-05,1.2768589994850897e-08,1.2321392335122385e-05,1.2321392335122385e-05
1942,2.993025035331292e-05,1.2865751511778204e-08,1.2177350721945654e-05,1.2177350721945654e-05
1943,2.995889034147175e-05,1.2820177935119709e-08,1.2010744285362307e-05,1.2010744285362307e-05
1944,3.0001121558598243e-05,1.1511755104720578e-08,1.16896822614113e-05,1.16896822614113e-05
1945,3.062984874954314e-05,1.2208982396495166e-08,1.1244268275082245e-05,1.1244268275082245e-05
1946,3.066761486739519e-05,1.2726438569643506e-08,1.0675777697802655e-05,1.0675777697802655e-05
1947,3.110432953690179e-05,1.2930051061589763e-08,1.0302782097174454e-05,1.0302782097174454e-05
1948,3.1232307394800175e-05,1.23052582726554e-08,9.956937122167022e-06,9.956937122167022e-06
1949,3.155078723336503e-05,1.2197378852972309e-08,9.799730573182128e-06,9.799730573182128e-06
1950,3.199523546624862e-05,1.2031110710860763e-08,9.59900249394455e-06,9.59900249394455e-06
1951,3.2210064351342483e-05,1.1855897597001785e-08,9.40259945179735e-06,9.40259945179735e-06
1952,3.220475965853049e-05,1.2633141643902945e-08,9.280822398847835e-06,9.280822398847835e-06
1953,3.262944041385448e-05,1.2475050452971054e-08,9.188492965352322e-06,9.188492965352322e-06
1954,3.261141994568918e-05,1.227548818150126e-08,9.044816449334445e-06,9.044816449334445e-06
1955,3.2922827293597425e-05,1.234453529873138e-08,9.0196052562013e-06,9.0196052562013e-06
1956,3.3274253967517454e-05,1.2562652505567127e-08,8.851428901834879e-06,8.851428901834879e-06
1957,3.349344478920102e-05,1.2976471072282233e-08,8.734215173587603e-06,8.734215173587603e-06
1958,3.380993231465774e-05,1.2900760079251735e-08,8.705986406961788e-06,8.705986406961788e-06
1959,3.426606885373725e-05,1.200891272138246e-08,8.643909365803535e-06,8.643909365803535e-06
1960,3.444961112109013e-05,1.1939519214568658e-08,8.63499254981954e-06,8.63499254981954e-06
1961,3.4884127152119095e-05,1.2231913640700246e-08,8.611530834709161e-06,8.611530834709161e-06
1962,3.501400507437731e-05,1.2016456274466236e-08,8.518164317398e-06,8.518164317398e-06
1963,3.528323629455242e-05,1.2050675505089918e-08,8.459140969664856e-06,8.459140969664856e-06
1964,3.520321843097918e-05,1.1996254402544894e-08,8.469910816139808e-06,8.469910816139808e-06
1965,3.5302384536147914e-05,1.2114208556925275e-08,8.497149272963206e-06,8.497149272963206e-06
1966,3.504839280919571e-05,1.1923973173923384e-08,8.523413790888818e-06,8.523413790888818e-06
1967,3.4925517996141154e-05,1.2021641460080446e-08,8.394929604297171e-06,8.394929604297171e-06
1968,3.452433624521031e-05,1.1836879793796534e-08,8.323453844890796e-06,8.323453844890796e-06
1969,3.4283799842731764e-05,1.2433718943327676e-08,8.1836841932922e-06,8.1836841932922e-06
1970,3.373072987804855e-05,1.2506233889756198e-08,8.002878400605238e-06,8.002878400605238e-06
1971,3.340710203961602e-05,1.282006919670461e-08,7.817646681879914e-06,7.817646681879914e-06
1972,3.2788382148802544e-05,1.3382325850638414e-08,7.501740063681999e-06,7.501740063681999e-06
1973,3.219721215178392e-05,1.3828633476415625e-08,7.161791797573512e-06,7.161791797573512e-06
1974,3.174203863766577e-05,1.391406101447501e-08,6.9510251056012095e-06,6.9510251056012095e-06
1975,3.136003163360458e-05,1.4333064766804325e-08,6.738207827895946e-06,6.738207827895946e-06
1976,3.094260994527888e-05,1.4704958266926432e-08,6.5534658071036186e-06,6.5534658071036186e-06
1977,3.079928137594834e-05,1.430900604353675e-08,6.441080781119776e-06,6.441080781119776e-06
1978,3.060379302561549e-05,1.3903600556578307e-08,6.32505329381924e-06,6.32505329381924e-06
1979,3.059208289154672e-05,1.4264835027485593e-08,6.234518878045492e-06,6.234518878045492e-06
1980,3.070744112067457e-05,1.3895643239233583e-08,6.227469644467679e-06,6.227469644467679e-06
1981,3.07431400869973e-05,1.4170868034568684e-08,6.176505978926018e-06,6.176505978926018e-06
1982,3.075594863081018e-05,1.432403338798492e-08,6.0946192336684494e-06,6.0946192336684494e-06
1983,3.104279598379175e-05,1.3596662462589393e-08,6.030687018210301e-06,6.030687018210301e-06
1984,3.114280661975499e-05,1.4138003783565572e-08,6.028888297545823e-06,6.028888297545823e-06
1985,3.13117299291272e-05,1.4402098815123412e-08,5.9256607138585034e-06,5.9256607138585034e-06
1986,3.143958773372495e-05,1.3527560278297252e-08,5.895896135500932e-06,5.895896135500932e-06
1987,3.166440079179925e-05,1.2913160445699695e-08,5.785623281034142e-06,5.785623281034142e-06
1988,3.1883995429130406e-05,1.2640720216592984e-08,5.679338430906812e-06,5.679338430906812e-06
1989,3.22353709114915e-05,1.1629849718173903e-08,5.6631090826288395e-06,5.6631090826288395e-06
1990,3.225312164951382e-05,1.110992288642722e-08,5.586460896925668e-06,5.586460896925668e-06
1991,3.239344057094838e-05,1.0509178289502025e-08,5.488332979959003e-06,5.488332979959003e-06
1992,3.253269252516995e-05,9.332184231729862e-09,5.46611616820363e-06,5.46611616820363e-06
1993,3.288162302591705e-05,8.750871709801394e-09,5.377599466425766e-06,5.377599466425766e-06
1994,3.3186248661617613e-05,8.496584515325724e-09,5.324072909778417e-06,5.324072909778417e-06
1995,3.362543118003357e-05,7.723290324739601e-09,5.333936834566495e-06,5.333936834566495e-06
1996,3.3949871846873846e-05,7.193596892765949e-09,5.3009943517931135e-06,5.3009943517931135e-06
1997,3.441639637458138e-05,6.525195431602729e-09,5.448102456284687e-06,5.448102456284687e-06
1998,3.468879107718489e-05,5.983744928122243e-09,5.40258419537817e-06,5.40258419537817e-06
1999,3.51739015189066e-05,6.015602111680047e-09,5.380083426384122e-06,5.380083426384122e-06
2000,3.552455746103078e-05,5.82307021649139e-09,5.4522099292496155e-06,5.4522099292496155e-06
2001,3.591194763430394e-05,5.674788575557191e-09,5.571027291547839e-06,5.571027291547839e-06
2002,3.615093581694444e-05,5.382970894426567e-09,5.575382926638538e-06,5.575382926638538e-06
2003,3.670032674563117e-05,5.4812716905010865e-09,5.685984563440018e-06,5.685984563440018e-06
2004,3.692796599352732e-05,5.370720249483643e-09,5.6536616414502665e-06,5.6536616414502665e-06
2005,3.720894008958047e-05,5.316829326013866e-09,5.886219566621419e-06,5.886219566621419e-06
2006,3.710028197799277e-05,5.080035439927347e-09,6.100277849847251e-06,6.100277849847251e-06
2007,3.690877305676362e-05,4.826978087077041e-09,6.175462723539178e-06,6.175462723539178e-06
2008,3.648849919305316e-05,4.380305102762756e-09,6.168339431107077e-06,6.168339431107077e-06
2009,3.645353509844946e-05,4.098239113149913e-09,6.156299800100637e-06,6.156299800100637e-06
2010,3.654871917595821e-05,3.7012428043072175e-09,6.128851444892851e-06,6.128851444892851e-06
2011,3.624783702045014e-05,3.344730143644321e-09,6.143246472285162e-06,6.143246472285162e-06
2012,3.6102296040293626e-05,2.840619422223816e-09,6.089078591945249e-06,6.089078591945249e-06
2013,3.648244403718438e-05,2.4512846831724134e-09,5.968481153623932e-06,5.968481153623932e-06
2014,3.6544414407606905e-05,2.1436958081671217e-09,6.1108005086550425e-06,6.1108005086550425e-06
2015,3.6809847058196154e-05,1.9249602546876433e-09,6.452409771944596e-06,6.452409771944596e-06
2016,3.670862757384644e-05,1.6646574912166606e-09,6.703861540050379e-06,6.703861540050379e-06
2017,3.625564325678473e-05,1.3641787329395545e-09,6.832529303816652e-06,6.832529303816652e-06
2018,3.646901604952291e-05,1.260051840645815e-09,6.983753064560006e-06,6.983753064560006e-06
2019,3.6671892303274944e-05,1.2573432850437882e-09,7.154568152145657e-06,7.154568152145657e-06
