ngram,decision,decison,decsion,deision
1593,8.684012982485001e-06,0.0,0.0,0.0
1594,1.0517144054184818e-05,0.0,0.0,0.0
1595,1.1418738235339074e-05,0.0,0.0,0.0
1596,8.833874257366656e-06,0.0,0.0,0.0
1597,8.573898607469996e-06,0.0,0.0,0.0
1598,3.652634443694426e-05,0.0,0.0,0.0
1599,4.643088102186864e-05,0.0,0.0,0.0
1600,4.787064335687319e-05,0.0,0.0,0.0
1601,4.76446713426932e-05,0.0,0.0,0.0
1602,5.091910575824191e-05,0.0,0.0,0.0
1603,4.734199605341668e-05,0.0,0.0,0.0
1604,6.113389177439135e-05,0.0,0.0,0.0
1605,3.2606719336009906e-05,0.0,0.0,0.0
1606,2.374322416796661e-05,0.0,0.0,0.0
1607,2.1933575210044053e-05,0.0,0.0,0.0
1608,2.037969178607974e-05,0.0,0.0,0.0
1609,1.639233716689757e-05,0.0,0.0,0.0
1610,1.639233716689757e-05,0.0,0.0,0.0
1611,1.2944082072863239e-05,0.0,0.0,0.0
1612,1.271920828977662e-05,0.0,0.0,0.0
1613,1.2157598299771572e-05,0.0,0.0,0.0
1614,1.1411101224569262e-05,0.0,0.0,0.0
1615,1.101174603133716e-05,0.0,0.0,0.0
1616,1.0823072053816369e-05,0.0,0.0,0.0
1617,1.1070154723061673e-05,0.0,0.0,0.0
1618,1.9338694317281935e-05,0.0,0.0,0.0
1619,1.9338694317281935e-05,0.0,0.0,0.0
1620,4.7368375281361553e-05,0.0,0.0,0.0
1621,4.808204726357092e-05,0.0,0.0,0.0
1622,4.9066924978952943e-05,0.0,0.0,0.0
1623,5.337755203527195e-05,0.0,0.0,0.0
1624,5.372779813634614e-05,0.0,0.0,0.0
1625,3.553094136675229e-05,0.0,0.0,0.0
1626,4.241959559944267e-05,0.0,0.0,0.0
1627,1.4709339893670403e-05,0.0,0.0,0.0
1628,2.7360039796673975e-05,0.0,0.0,0.0
1629,3.9084681150468115e-05,0.0,0.0,0.0
1630,3.555029508918649e-05,0.0,0.0,0.0
1631,3.5746486154104264e-05,0.0,0.0,0.0
1632,3.6613928581833276e-05,0.0,0.0,0.0
1633,3.1096202357210654e-05,0.0,0.0,0.0
1634,6.201581436471315e-05,0.0,0.0,0.0
1635,5.0050877559572526e-05,0.0,0.0,0.0
1636,5.4536551163307324e-05,0.0,0.0,0.0
1637,5.39797905503292e-05,0.0,0.0,0.0
1638,5.365761598698425e-05,0.0,0.0,0.0
1639,6.740380414222662e-05,0.0,0.0,0.0
1640,6.634130030696335e-05,0.0,0.0,0.0
1641,3.5817273344816514e-05,0.0,0.0,0.0
1642,3.506553725531246e-05,0.0,0.0,0.0
1643,1.8050989475731122e-05,0.0,0.0,0.0
1644,1.9206431082758562e-05,0.0,0.0,0.0
1645,2.074887585682258e-05,0.0,0.0,0.0
1646,7.331736388290924e-06,0.0,0.0,0.0
1647,7.127357767850688e-06,0.0,0.0,0.0
1648,6.849900752773205e-06,0.0,0.0,0.0
1649,6.749796179000052e-06,0.0,0.0,0.0
1650,7.008352643619478e-06,0.0,0.0,0.0
1651,6.708432668541978e-06,0.0,0.0,0.0
1652,5.028670987680276e-06,0.0,0.0,0.0
1653,4.0198626477052e-06,0.0,0.0,0.0
1654,4.123233030181187e-06,0.0,0.0,0.0
1655,3.903484883137155e-06,0.0,0.0,0.0
1656,5.847793691568118e-06,0.0,0.0,0.0
1657,5.658832232516683e-06,0.0,0.0,0.0
1658,8.2833090573331e-06,0.0,0.0,0.0
1659,9.235968052832635e-06,0.0,0.0,0.0
1660,9.114010627594585e-06,0.0,0.0,0.0
1661,9.175336328683312e-06,0.0,0.0,0.0
1662,9.005897920490367e-06,0.0,0.0,0.0
1663,7.499419341781634e-06,0.0,0.0,0.0
1664,8.703389750865296e-06,0.0,0.0,0.0
1665,6.106201340116968e-06,0.0,0.0,0.0
1666,5.139101160369007e-06,0.0,0.0,0.0
1667,5.696526467805338e-06,0.0,0.0,0.0
1668,5.690304127321204e-06,0.0,0.0,0.0
1669,6.3606696098109495e-06,0.0,0.0,0.0
1670,6.186877515444524e-06,0.0,0.0,0.0
1671,5.593091421880152e-06,0.0,0.0,0.0
1672,5.130416655317406e-06,0.0,0.0,0.0
1673,5.355172610117214e-06,0.0,0.0,0.0
1674,5.357675279680864e-06,0.0,0.0,0.0
1675,5.953118456350889e-06,0.0,0.0,0.0
1676,5.098526896420351e-06,0.0,0.0,0.0
1677,4.7906873013354404e-06,0.0,0.0,0.0
1678,4.667250225663468e-06,0.0,0.0,0.0
1679,4.327567564489852e-06,0.0,0.0,0.0
1680,4.9236459420041816e-06,0.0,0.0,0.0
1681,4.374937816464808e-06,0.0,0.0,0.0
1682,4.081484283753005e-06,0.0,0.0,2.016103297007378e-08
1683,4.5323324359612475e-06,0.0,0.0,2.016103297007378e-08
1684,4.525306329534422e-06,0.0,0.0,2.016103297007378e-08
1685,4.394494161325773e-06,0.0,0.0,2.016103297007378e-08
1686,4.951066557623562e-06,0.0,0.0,2.016103297007378e-08
1687,4.1402457619759455e-06,0.0,0.0,2.016103297007378e-08
1688,4.5332170819684895e-06,0.0,0.0,2.016103297007378e-08
1689,4.915843257029857e-06,0.0,0.0,0.0
1690,4.432977383268215e-06,0.0,0.0,0.0
1691,4.547861830620345e-06,0.0,0.0,0.0
1692,4.012690997764626e-06,0.0,0.0,0.0
1693,4.06537023016946e-06,0.0,0.0,0.0
1694,4.564878265357818e-06,0.0,0.0,0.0
1695,4.47048525334789e-06,0.0,0.0,0.0
1696,4.027220402999124e-06,0.0,0.0,0.0
1697,4.994057121621154e-06,0.0,0.0,0.0
1698,1.7553919097476216e-05,0.0,0.0,0.0
1699,1.7992627038308585e-05,0.0,0.0,0.0
1700,1.7486375846991515e-05,0.0,0.0,0.0
1701,1.6956936633505393e-05,0.0,0.0,0.0
1702,1.6585570262707605e-05,0.0,0.0,0.0
1703,1.657855445306008e-05,0.0,0.0,0.0
1704,1.551670753282711e-05,0.0,0.0,0.0
1705,3.0320295861331814e-06,0.0,0.0,0.0
1706,3.2865189366150716e-06,0.0,0.0,0.0
1707,3.053719832938181e-06,0.0,0.0,0.0
1708,2.985551109954291e-06,0.0,0.0,0.0
1709,2.926821009298562e-06,0.0,0.0,0.0
1710,2.8947721700335805e-06,0.0,0.0,0.0
1711,2.862382254014457e-06,0.0,0.0,0.0
1712,2.262454285885594e-06,0.0,0.0,0.0
1713,1.768703238472621e-06,0.0,0.0,0.0
1714,2.0580061946670218e-06,0.0,0.0,0.0
1715,1.8831171441239088e-06,0.0,0.0,0.0
1716,1.7083207727150044e-06,0.0,0.0,0.0
1717,1.5109643527466687e-06,0.0,0.0,0.0
1718,1.5513210525698793e-06,0.0,0.0,0.0
1719,1.6619598243648528e-06,0.0,0.0,0.0
1720,1.7086489460130646e-06,0.0,0.0,0.0
1721,1.7047346757083557e-06,0.0,0.0,0.0
1722,2.529067793537771e-06,0.0,0.0,0.0
1723,2.565420020671029e-06,0.0,0.0,0.0
1724,2.5915168017880726e-06,0.0,0.0,0.0
1725,2.977300969827671e-06,0.0,0.0,0.0
1726,3.3226921557018485e-06,0.0,0.0,0.0
