ngram,confusion,confusin,confuson,confusion
1873,2.5014653147081845e-05,1.7991741588626757e-09,6.797154783466652e-10,2.5014653147081845e-05
1874,2.4846918157501413e-05,2.0202597531390356e-09,6.762437356121e-10,2.4846918157501413e-05
1875,2.432220805660888e-05,2.1644748691786374e-09,8.320071814044943e-10,2.432220805660888e-05
1876,2.4208408181688617e-05,2.076525792585723e-09,5.153200921537149e-10,2.4208408181688617e-05
1877,2.4193375013835195e-05,2.446424618440801e-09,6.900784586618056e-10,2.4193375013835195e-05
1878,2.411052862173944e-05,3.005536867003603e-09,6.900784586618056e-10,2.411052862173944e-05
1879,2.39221153606195e-05,3.14387857017603e-09,7.887820039988367e-10,2.39221153606195e-05
1880,2.370436283984288e-05,3.2509370275133976e-09,8.178229482513899e-10,2.370436283984288e-05
1881,2.347277768421918e-05,3.0663139170629604e-09,8.727790236560753e-10,2.347277768421918e-05
1882,2.3507180750519702e-05,2.6760446081297573e-09,7.694326128618708e-10,2.3507180750519702e-05
1883,2.3210007514405462e-05,2.953805406618366e-09,8.658004947901889e-10,2.3210007514405462e-05
1884,2.2668568947535406e-05,2.743520918383321e-09,6.910421282820981e-10,2.2668568947535406e-05
1885,2.2365714487802635e-05,2.358830955958727e-09,7.200654061107719e-10,2.2365714487802635e-05
1886,2.205140221381693e-05,2.8300261023517237e-09,6.907646141593052e-10,2.205140221381693e-05
1887,2.1958316730368616e-05,3.147245955911363e-09,5.105730540736328e-10,2.1958316730368616e-05
1888,2.1823881719943268e-05,3.218755294044838e-09,4.428791064040435e-10,2.1823881719943268e-05
1889,2.1645747827798395e-05,3.241119848697492e-09,4.2416306181688613e-10,2.1645747827798395e-05
1890,2.1579139034396837e-05,3.3021317426472153e-09,3.7838656017998215e-10,2.1579139034396837e-05
1891,2.15536848762505e-05,3.4165151977357968e-09,5.064118172423296e-10,2.15536848762505e-05
1892,2.134131838309778e-05,3.308871589423136e-09,5.22331703683194e-10,2.134131838309778e-05
1893,2.119562538739826e-05,2.891796262766937e-09,4.119772400208126e-10,2.119562538739826e-05
1894,2.079343825503851e-05,3.1509702783491125e-09,3.290753324598177e-10,2.079343825503851e-05
1895,2.0662136583788587e-05,3.3562163524538035e-09,4.502709435464222e-10,2.0662136583788587e-05
1896,2.070954230605691e-05,3.7011000930675664e-09,5.655625134881603e-10,2.070954230605691e-05
1897,2.0670521865083303e-05,3.5769991413303615e-09,6.450084157259641e-10,2.0670521865083303e-05
1898,2.0524740258614266e-05,3.976131487551779e-09,9.49899210876483e-10,2.0524740258614266e-05
1899,2.0506886357907206e-05,4.5443121963830075e-09,1.141736832061773e-09,2.0506886357907206e-05
1900,2.0300880350987427e-05,5.389153345802811e-09,1.2863016683541316e-09,2.0300880350987427e-05
1901,2.0209489905807588e-05,5.2694068473714745e-09,1.4062584747469892e-09,2.0209489905807588e-05
1902,1.9850285752909258e-05,5.29111196126816e-09,1.3441514726661045e-09,1.9850285752909258e-05
1903,1.9267305365896652e-05,5.094412669492954e-09,1.2778603730723148e-09,1.9267305365896652e-05
1904,1.8961814930662513e-05,4.960199298916937e-09,1.274653010125653e-09,1.8961814930662513e-05
1905,1.8656022283331758e-05,4.812470739372949e-09,8.722306825216717e-10,1.8656022283331758e-05
1906,1.8354974599787965e-05,4.5176555829584686e-09,6.975098415518133e-10,1.8354974599787965e-05
1907,1.8307014865318445e-05,3.732748554696741e-09,8.459484680216939e-10,1.8307014865318445e-05
1908,1.80753899517835e-05,3.4796391482469093e-09,7.671650239674374e-10,1.80753899517835e-05
1909,1.797470161233962e-05,3.4798942457773106e-09,9.291317338527045e-10,1.797470161233962e-05
1910,1.7818719633006757e-05,3.3344585188237782e-09,8.567141341580304e-10,1.7818719633006757e-05
1911,1.7628841305850074e-05,3.4189921370243935e-09,9.255752652410315e-10,1.7628841305850074e-05
1912,1.7434716418003e-05,2.8811881769286174e-09,9.239097562404755e-10,1.7434716418003e-05
1913,1.721513789172085e-05,2.781399111029259e-09,1.033424835785089e-09,1.721513789172085e-05
1914,1.700576337628133e-05,2.546390019477128e-09,9.304357423411957e-10,1.700576337628133e-05
1915,1.7091729335204165e-05,2.6694912946823024e-09,9.211398251305982e-10,1.7091729335204165e-05
1916,1.7145654575350428e-05,2.5246511865211526e-09,9.590670579135668e-10,1.7145654575350428e-05
1917,1.7275721672506605e-05,2.5569950601322944e-09,1.22518338133545e-09,1.7275721672506605e-05
1918,1.7217545194268625e-05,2.454424663511645e-09,1.0582528087959326e-09,1.7217545194268625e-05
1919,1.737816247831298e-05,2.8369380178361325e-09,1.256716540355894e-09,1.737816247831298e-05
1920,1.755912853695918e-05,2.5793157768358046e-09,1.3635613749229947e-09,1.755912853695918e-05
1921,1.761707088527536e-05,2.8222279116870854e-09,1.4827746966769188e-09,1.761707088527536e-05
1922,1.7562156374749194e-05,2.546462057091097e-09,1.740712788197588e-09,1.7562156374749194e-05
1923,1.7730638449263226e-05,2.4101496671440667e-09,1.5774946190586343e-09,1.7730638449263226e-05
1924,1.7819512192675446e-05,2.4761723465311594e-09,1.451654978763222e-09,1.7819512192675446e-05
1925,1.8022218033105935e-05,2.7895717799201034e-09,1.7219617795153193e-09,1.8022218033105935e-05
1926,1.8158877667571816e-05,2.5871404859704026e-09,1.6092846499837776e-09,1.8158877667571816e-05
1927,1.8304930563317612e-05,2.8108180703613682e-09,1.421818305948262e-09,1.8304930563317612e-05
1928,1.841963395626018e-05,2.646951404093402e-09,1.2038285606459048e-09,1.841963395626018e-05
1929,1.8639823662981924e-05,2.73755730782556e-09,1.1162994021215615e-09,1.8639823662981924e-05
1930,1.8675319422202718e-05,3.0392446813211548e-09,1.1841239258966345e-09,1.8675319422202718e-05
1931,1.886782488976938e-05,2.8864087469366542e-09,1.224848777958698e-09,1.886782488976938e-05
1932,1.9115190817891354e-05,2.596912510429864e-09,1.0203544834449678e-09,1.9115190817891354e-05
1933,1.93533885197082e-05,3.178777590357689e-09,1.0679097844119261e-09,1.93533885197082e-05
1934,1.960499815010865e-05,3.3087157458311367e-09,1.0668277689822909e-09,1.960499815010865e-05
1935,1.989252658469403e-05,3.3221307926822874e-09,1.1978131581840452e-09,1.989252658469403e-05
1936,2.0008990239667973e-05,3.378181544024171e-09,1.1630262388072156e-09,2.0008990239667973e-05
1937,2.019411216939001e-05,3.3225818604368638e-09,1.1295314128467737e-09,2.019411216939001e-05
1938,2.0250250080217874e-05,3.430040029783754e-09,1.0021955725620607e-09,2.0250250080217874e-05
1939,2.0631837157582466e-05,3.399013673696264e-09,1.056986744161849e-09,2.0631837157582466e-05
1940,2.0970461264369078e-05,3.1324477932161342e-09,1.0237829393768193e-09,2.0970461264369078e-05
1941,2.12115854602806e-05,3.0068973660186363e-09,1.0718042961091863e-09,2.12115854602806e-05
1942,2.1311608829169666e-05,3.0249607263499456e-09,9.492131445933337e-10,2.1311608829169666e-05
1943,2.1560814275289886e-05,3.1221236707068556e-09,9.318869564900467e-10,2.1560814275289886e-05
1944,2.178344714463622e-05,3.2509730780410403e-09,9.265606139484208e-10,2.178344714463622e-05
1945,2.206362244448558e-05,3.4254979805073813e-09,1.0242629839523382e-09,2.206362244448558e-05
1946,2.179868274002469e-05,3.714155522820712e-09,9.5763934877218e-10,2.179868274002469e-05
1947,2.1686261659072314e-05,3.726197889924216e-09,9.611288431798926e-10,2.1686261659072314e-05
1948,2.1572439436567947e-05,3.911019317927509e-09,8.916359872657154e-10,2.1572439436567947e-05
1949,2.164612383889367e-05,4.183632805267377e-09,9.11046944234479e-10,2.164612383889367e-05
1950,2.1536167748438728e-05,4.184205553465452e-09,8.962334763218394e-10,2.1536167748438728e-05
1951,2.128469584152169e-05,4.0191044143560765e-09,8.437574845159596e-10,2.128469584152169e-05
1952,2.100057229524412e-05,3.7100504890474895e-09,7.941333543140924e-10,2.100057229524412e-05
1953,2.0986904668721502e-05,3.6155154108692092e-09,8.525959620848361e-10,2.0986904668721502e-05
1954,2.0811103500558863e-05,3.4424679932040394e-09,8.652997207647672e-10,2.0811103500558863e-05
1955,2.0710457517582525e-05,3.264301337172323e-09,9.273479920476494e-10,2.0710457517582525e-05
1956,2.0475070154394155e-05,2.8874272813997746e-09,9.295168999580637e-10,2.0475070154394155e-05
1957,2.0365671714119215e-05,2.77509846848188e-09,1.036287888833698e-09,2.0365671714119215e-05
1958,2.0385627846865517e-05,2.7593451333375795e-09,1.0917168042594889e-09,2.0385627846865517e-05
1959,2.047735974234196e-05,2.840316172734804e-09,1.115580334459005e-09,2.047735974234196e-05
1960,2.0500618120422587e-05,2.735497955137183e-09,1.0273165096386094e-09,2.0500618120422587e-05
1961,2.0500373596275623e-05,2.5766737156627885e-09,9.722014939127023e-10,2.0500373596275623e-05
1962,2.0454530126049315e-05,2.554208892010682e-09,9.029637593194195e-10,2.0454530126049315e-05
1963,2.0580729012311038e-05,2.532445190058955e-09,9.402134150602949e-10,2.0580729012311038e-05
1964,2.0631845992673853e-05,2.2842676163291132e-09,8.77948824751229e-10,2.0631845992673853e-05
1965,2.0683565058529245e-05,2.0933646403621863e-09,7.937459737103073e-10,2.0683565058529245e-05
1966,2.0613572165270204e-05,2.1024780170821244e-09,7.449390231657154e-10,2.0613572165270204e-05
1967,2.055754703178536e-05,2.087561980422338e-09,8.246699037936115e-10,2.055754703178536e-05
1968,2.0497793749590138e-05,2.1322053329291587e-09,8.940431014562275e-10,2.0497793749590138e-05
1969,2.0402659044650916e-05,2.012620292646261e-09,9.136245331704223e-10,2.0402659044650916e-05
1970,2.0090988462990416e-05,2.1771908085911816e-09,8.428579183800927e-10,2.0090988462990416e-05
1971,1.9851700666809586e-05,2.3015704263075675e-09,7.79353423066961e-10,1.9851700666809586e-05
1972,1.953787354328337e-05,2.2804707963278557e-09,7.783963315180894e-10,1.953787354328337e-05
1973,1.9230066235260373e-05,2.35132380232983e-09,7.125330325763457e-10,1.9230066235260373e-05
1974,1.912457966162557e-05,2.3525408922507397e-09,7.183704028460422e-10,1.912457966162557e-05
1975,1.8944239335334195e-05,2.3522170243341277e-09,7.049236511973739e-10,1.8944239335334195e-05
1976,1.8777632119183962e-05,2.4436094100569304e-09,7.687874464019323e-10,1.8777632119183962e-05
1977,1.8767129014512257e-05,2.344472489162237e-09,8.095149312785971e-10,1.8767129014512257e-05
1978,1.8645273874946205e-05,2.3567971383999163e-09,8.15552157553055e-10,1.8645273874946205e-05
1979,1.8673364008593906e-05,2.2915663493756303e-09,8.02882502545391e-10,1.8673364008593906e-05
1980,1.8697368692041243e-05,2.1069640318164116e-09,9.170967517148552e-10,1.8697368692041243e-05
1981,1.8536719445754507e-05,1.9518899512555824e-09,8.625169824392844e-10,1.8536719445754507e-05
1982,1.853354219097777e-05,1.9564077659493607e-09,8.128954216107027e-10,1.853354219097777e-05
1983,1.8503235488814035e-05,1.8014045810588186e-09,8.162897699052049e-10,1.8503235488814035e-05
1984,1.8484807307166712e-05,1.7970994850965587e-09,7.540225348862911e-10,1.8484807307166712e-05
1985,1.8537565275827156e-05,1.7085009597548962e-09,6.822621277459615e-10,1.8537565275827156e-05
1986,1.8429182091495022e-05,1.735729052551197e-09,7.359051027286004e-10,1.8429182091495022e-05
1987,1.8389741463969195e-05,1.912007837770854e-09,6.359076876183423e-10,1.8389741463969195e-05
1988,1.8442573231628296e-05,2.076807472027399e-09,6.14362588580164e-10,1.8442573231628296e-05
1989,1.839827460311686e-05,2.1661643431361963e-09,6.976174677613451e-10,1.839827460311686e-05
1990,1.8407043171464466e-05,2.2444200307804506e-09,6.094845144450594e-10,1.8407043171464466e-05
1991,1.8305557854806205e-05,2.323281963637466e-09,5.893140539051497e-10,1.8305557854806205e-05
1992,1.8196717064711265e-05,2.319092568774701e-09,5.895742981122863e-10,1.8196717064711265e-05
1993,1.827627420425415e-05,2.5558225218753297e-09,5.305682916821399e-10,1.827627420425415e-05
1994,1.838731155398169e-05,2.4866027491045527e-09,5.348593750437963e-10,1.838731155398169e-05
1995,1.848102900631992e-05,2.5183616303436906e-09,5.36348001726036e-10,1.848102900631992e-05
1996,1.8619187747909954e-05,2.5106673089731704e-09,4.0085796190350974e-10,1.8619187747909954e-05
1997,1.8900436771218665e-05,2.6721883911966823e-09,4.0421857131330997e-10,1.8900436771218665e-05
1998,1.9174114121207303e-05,2.827713571232745e-09,3.9290041854909777e-10,1.9174114121207303e-05
1999,1.963444940754146e-05,3.0306504290272026e-09,3.908108479690396e-10,1.963444940754146e-05
2000,1.983955527456211e-05,3.0626511802824196e-09,3.9639669721250724e-10,1.983955527456211e-05
2001,2.005466194532346e-05,3.2662830218299632e-09,3.929876860439155e-10,2.005466194532346e-05
2002,2.0198620404698886e-05,3.4161119012919373e-09,3.7743335837677906e-10,2.0198620404698886e-05
2003,2.0436211863333093e-05,3.4351661198123954e-09,4.10691143791299e-10,2.0436211863333093e-05
2004,2.0489532939141748e-05,3.349114541251197e-09,3.877857439921988e-10,2.0489532939141748e-05
2005,2.0691612007794902e-05,3.282987500899789e-09,3.878991730995754e-10,2.0691612007794902e-05
2006,2.0837785996263847e-05,3.3220592625988435e-09,3.751159779622323e-10,2.0837785996263847e-05
2007,2.113374024962208e-05,3.493957028461685e-09,3.3410073715537235e-10,2.113374024962208e-05
2008,2.1372991925870467e-05,3.82353561510586e-09,2.847155348785689e-10,2.1372991925870467e-05
2009,2.143988967873156e-05,3.8801886465782735e-09,2.571419446420872e-10,2.143988967873156e-05
2010,2.1605219704464878e-05,4.16259880532875e-09,1.8386377960818593e-10,2.1605219704464878e-05
2011,2.2026568071201575e-05,4.439494169109334e-09,1.6206099978853328e-10,2.2026568071201575e-05
2012,2.235993893659075e-05,4.560573252376798e-09,1.379605598908088e-10,2.235993893659075e-05
2013,2.242369581446318e-05,4.874097823760946e-09,1.0728557898227148e-10,2.242369581446318e-05
2014,2.2613157593046447e-05,5.1545391447202096e-09,9.118409574031855e-11,2.2613157593046447e-05
2015,2.2802063800294752e-05,5.068399985422697e-09,6.486828856804611e-11,2.2802063800294752e-05
2016,2.3147054369993774e-05,5.072088526958396e-09,5.664186505739886e-11,2.3147054369993774e-05
2017,2.3303480399287462e-05,5.1245854226777965e-09,6.130596377773578e-11,2.3303480399287462e-05
2018,2.3255919586517848e-05,5.246092005251057e-09,4.7569732875007986e-11,2.3255919586517848e-05
2019,2.3197256268758792e-05,5.511002876268378e-09,4.0772664758326194e-11,2.3197256268758792e-05
