ngram,advertising,adverising,advertiing,advertsing
1941,4.207068923278712e-05,5.549847692520871e-09,5.726035598055798e-10,2.252165105203525e-09
1942,4.141173901319105e-05,6.2868220470794054e-09,6.331625065517496e-10,2.4702294654233015e-09
1943,4.028533917984792e-05,6.758493510870624e-09,6.556476195296312e-10,2.330889941377328e-09
1944,3.9497335300049076e-05,7.209615951861029e-09,6.038205966975494e-10,2.1666114458085417e-09
1945,3.893360657717234e-05,7.315535796184999e-09,5.918892756870012e-10,2.2690415102388783e-09
1946,3.884486120244089e-05,7.710390421371877e-09,6.579379541182817e-10,2.351063344008253e-09
1947,3.890727280772158e-05,7.973935289840028e-09,6.136721210557385e-10,2.2806625477045372e-09
1948,3.909567541476073e-05,8.046256740255688e-09,6.296792690437972e-10,2.2442768278706028e-09
1949,3.9130745010749835e-05,7.813322306609344e-09,5.482556393004196e-10,2.1937732265696143e-09
1950,3.888720207864286e-05,7.379974790008451e-09,5.515755630014496e-10,2.2825861201170028e-09
1951,3.871373961114192e-05,7.191854223265182e-09,5.301820163450266e-10,2.3951946457957872e-09
1952,3.800036522859175e-05,7.203933132566525e-09,5.648919814059208e-10,2.3995630879117667e-09
1953,3.794360652266603e-05,7.1577840162920634e-09,5.118121987731808e-10,2.2725610758302294e-09
1954,3.819835235065382e-05,7.301149716555853e-09,5.948258938975088e-10,2.48667599210352e-09
1955,3.836465007874982e-05,7.298704878572997e-09,4.699143941030595e-10,2.4936782797421333e-09
1956,3.8141952245496213e-05,7.43304541726632e-09,4.153577501783293e-10,2.3995172832818365e-09
1957,3.791075713317176e-05,7.237191671346668e-09,4.2414020113528446e-10,2.456388235673655e-09
1958,3.7634429775477785e-05,7.234703058855985e-09,4.075911027341077e-10,2.297246044185337e-09
1959,3.739260968619159e-05,7.274362699506907e-09,3.4297921149998144e-10,2.124759987002075e-09
1960,3.6608358121676634e-05,7.0501923029756395e-09,3.0139798692533203e-10,2.1219692669660617e-09
1961,3.5637963134961736e-05,6.31126947528823e-09,2.640593230185395e-10,1.7892651328819754e-09
1962,3.4374301841515785e-05,6.135333764843511e-09,2.554743311741373e-10,1.7775032398351494e-09
1963,3.328043515336633e-05,5.7262142963817755e-09,2.717178961989372e-10,1.6872011407035155e-09
1964,3.283279017653383e-05,5.9066537692688465e-09,2.402220942007308e-10,1.6638563225614332e-09
1965,3.1760676522805754e-05,5.491338939123125e-09,2.8429750418913965e-10,1.6285670431262896e-09
1966,3.1358751584775746e-05,5.272553060819973e-09,2.6550096248507364e-10,1.970526678337795e-09
1967,3.079083398915827e-05,4.81133244356613e-09,2.708592774672677e-10,2.087765769788673e-09
1968,3.0077239249034653e-05,4.639901256859551e-09,2.0978337717763347e-10,2.2248526988986684e-09
1969,3.0038945884111206e-05,4.3680954409097694e-09,2.3426429447097925e-10,2.4031490448399903e-09
1970,3.0016452521002585e-05,4.000126357135108e-09,2.396307596796987e-10,2.510041301790571e-09
1971,2.947735551320615e-05,3.4768179763793636e-09,2.2151691195634474e-10,2.633360688239098e-09
1972,2.936661569817391e-05,3.1903088107806556e-09,1.948323922830651e-10,2.6914771681215856e-09
1973,2.9034407946580488e-05,2.7445265108180396e-09,1.8496137161554723e-10,2.4138411269802873e-09
1974,2.8923127112128505e-05,2.7082733516132454e-09,1.9916485127779993e-10,2.4294802994769984e-09
1975,2.9046829045650418e-05,2.672415368363902e-09,2.057802678256948e-10,2.754283499685682e-09
1976,2.900110043161216e-05,2.547849708989247e-09,1.689322694628118e-10,2.7351318987456352e-09
1977,2.9327902146698242e-05,2.642832873180266e-09,1.5793346640400963e-10,2.8427477197620223e-09
1978,2.9058015310770964e-05,2.5785542907235434e-09,1.8820026340920267e-10,2.5660204120267085e-09
1979,2.927079471451829e-05,2.6225693680207283e-09,2.1144787756039689e-10,2.711542101963005e-09
1980,2.8953139657720124e-05,2.5336780927278012e-09,2.106133387731151e-10,2.8742638428066616e-09
1981,2.9265798730193637e-05,2.476238293778822e-09,2.0802481414037922e-10,2.967484956174969e-09
1982,2.9282745474899586e-05,2.5020260149436322e-09,2.0593079870314034e-10,2.7817276418825745e-09
1983,2.9260580569306122e-05,2.582205845972193e-09,2.2750439032659386e-10,2.669237719743478e-09
1984,2.891252890029656e-05,2.401319714501986e-09,2.1077575101946522e-10,2.610099374728796e-09
1985,2.9243687874571022e-05,2.4258615751092195e-09,1.5365625141309077e-10,2.731461786912145e-09
1986,2.928929461631924e-05,2.3986342436087072e-09,1.1992630202398554e-10,2.6705044842145753e-09
1987,2.9529851807248114e-05,2.3851565008773232e-09,1.1094011473367082e-10,2.475421677163224e-09
1988,2.9081201189131078e-05,2.1575543415356233e-09,7.97225326428944e-11,2.4016548432521337e-09
1989,2.874762633707308e-05,1.8955068943021e-09,9.074810793691895e-11,2.345060272952131e-09
1990,2.840407666683729e-05,1.6977305910310341e-09,6.113808516989522e-11,2.3500359436212648e-09
1991,2.8545834668745685e-05,1.4744061606540372e-09,5.37874918216108e-11,2.3516293039855488e-09
1992,2.819121514871118e-05,1.2515420604637078e-09,5.37874918216108e-11,2.317280621357197e-09
1993,2.8007305445498787e-05,1.0160845974129172e-09,6.620301479639704e-11,2.261714054136681e-09
1994,2.8165027418123956e-05,9.763797865452212e-10,5.951554725238038e-11,2.298572062845291e-09
1995,2.8547938200063072e-05,9.97429884717706e-10,5.2584137441183796e-11,2.283588143977714e-09
1996,2.9005192118347622e-05,9.95682568140564e-10,2.562611729959942e-11,2.2076212921210268e-09
1997,2.9507780449681116e-05,9.942593415246392e-10,3.7131166197301724e-11,2.1802140093285516e-09
1998,2.9737846229441596e-05,1.0475257566129009e-09,4.868674114660061e-11,2.1445973568441038e-09
1999,3.0028983798859243e-05,1.1310576285085615e-09,5.953322953658865e-11,2.0540449500014037e-09
2000,2.9703810339144964e-05,1.1266520335720794e-09,4.020915148458418e-11,2.0289976682923746e-09
2001,2.9428886981414898e-05,9.66394377220427e-10,4.020915148458418e-11,1.8400920311277348e-09
2002,2.885727579788571e-05,9.516670467541693e-10,4.020915148458418e-11,1.6894734341680158e-09
2003,2.826825350764141e-05,8.932645654903735e-10,3.906524954712585e-11,1.513058662488171e-09
2004,2.7784618006470347e-05,8.057741378892607e-10,3.260674666779753e-11,1.4308241734285941e-09
2005,2.693530820709254e-05,7.217617614685423e-10,3.5956952693094735e-11,1.3397559252479952e-09
2006,2.6101945227959993e-05,5.685275583644511e-10,2.511046430310669e-11,1.2438538294594942e-09
2007,2.5527015688047478e-05,5.235430144967523e-10,3.584478646440863e-11,1.0863831501062293e-09
2008,2.4473891244269907e-05,4.838585702739349e-10,3.584478646440863e-11,1.0034859847835825e-09
2009,2.3395497139842648e-05,4.3017855745817815e-10,3.584478646440863e-11,8.529247189478387e-10
2010,2.251498907363774e-05,3.618954659754893e-10,3.4780545259325917e-11,8.008541409397298e-10
2011,2.1514643906682197e-05,3.1283921088563563e-10,2.973399924095193e-11,6.938609885067035e-10
2012,2.0603845249362556e-05,2.7420425652291414e-10,1.4828218266355845e-11,5.783273780503504e-10
2013,2.002589280891698e-05,2.7522651023316666e-10,1.4828218266355845e-11,4.834048241063118e-10
2014,1.9048984800714868e-05,2.475336503231824e-10,4.093896105053904e-12,4.591936037761408e-10
2015,1.806406141570603e-05,2.2636933200941607e-10,4.093896105053904e-12,4.3413412150908725e-10
2016,1.7408008976157623e-05,1.6639081779068476e-10,4.093896105053904e-12,4.468638950935347e-10
2017,1.6946345870868147e-05,1.6546534744218042e-10,0.0,4.496980288148933e-10
2018,1.6385995331802404e-05,1.4006421300560844e-10,0.0,4.4214729655323024e-10
2019,1.5800269466126338e-05,1.4704601425385988e-10,0.0,4.592366140143689e-10
