ngram,breakfast,breakfst,breakfat,breakfastt
1615,1.2715829760574188e-06,0.0,0.0,0.0
1616,1.4433335309149697e-06,0.0,0.0,0.0
1617,1.4316127427654074e-06,0.0,0.0,0.0
1618,1.4316127427654074e-06,0.0,0.0,0.0
1619,2.1068197254083188e-06,0.0,0.0,0.0
1620,1.988676591021691e-06,0.0,0.0,0.0
1621,2.345512582126373e-06,0.0,0.0,0.0
1622,2.0349177378063487e-06,0.0,0.0,0.0
1623,1.9439073964479448e-06,0.0,0.0,0.0
1624,1.5732834007004776e-06,0.0,0.0,0.0
1625,1.988606852267237e-06,0.0,0.0,0.0
1626,1.3133998696243258e-06,0.0,0.0,0.0
1627,1.1119220419329525e-06,0.0,0.0,0.0
1628,8.205976769204426e-07,0.0,0.0,0.0
1629,8.327786125456831e-07,0.0,0.0,0.0
1630,7.358624186183858e-07,0.0,0.0,0.0
1631,7.358624186183858e-07,0.0,0.0,0.0
1632,3.2053896705162644e-07,0.0,0.0,0.0
1633,3.2053896705162644e-07,0.0,0.0,0.0
1634,4.439571301060953e-07,0.0,0.0,0.0
1635,6.254046443895536e-07,0.0,0.0,0.0
1636,9.770973373893606e-07,0.0,0.0,0.0
1637,1.097239849709045e-06,0.0,0.0,0.0
1638,1.097239849709045e-06,0.0,0.0,0.0
1639,1.3308505474794532e-06,0.0,0.0,0.0
1640,1.5364666572687774e-06,0.0,0.0,0.0
1641,1.4130484942143084e-06,0.0,0.0,0.0
1642,1.489938849122804e-06,0.0,0.0,0.0
1643,1.3266841603711197e-06,0.0,0.0,0.0
1644,1.1257051174392733e-06,0.0,0.0,0.0
1645,1.1748219484226347e-06,0.0,0.0,0.0
1646,1.142688071403037e-06,0.0,0.0,0.0
1647,9.370719616137129e-07,0.0,0.0,0.0
1648,9.370719616137129e-07,0.0,0.0,0.0
1649,6.914502413175277e-07,0.0,0.0,0.0
1650,2.089448027423454e-06,0.0,0.0,0.0
1651,2.126786804572995e-06,0.0,0.0,0.0
1652,2.690055363733076e-06,0.0,0.0,0.0
1653,2.4885785429822656e-06,0.0,0.0,0.0
1654,2.61302809739001e-06,0.0,0.0,0.0
1655,2.729234186712607e-06,0.0,0.0,0.0
1656,2.696313742944767e-06,0.0,0.0,0.0
1657,1.3610018072540697e-06,0.0,0.0,0.0
1658,1.5000797394090374e-06,0.0,0.0,0.0
1659,1.1771990183920674e-06,0.0,3.2167185232927816e-08,0.0
1660,1.6582478191854274e-06,0.0,3.2167185232927816e-08,0.0
1661,1.8025399007066362e-06,0.0,3.2167185232927816e-08,0.0
1662,2.3765314105211085e-06,0.0,3.2167185232927816e-08,0.0
1663,2.856783908100624e-06,0.0,3.2167185232927816e-08,0.0
1664,2.7589485885723012e-06,0.0,3.2167185232927816e-08,0.0
1665,2.623145259609113e-06,0.0,3.2167185232927816e-08,0.0
1666,2.4534857792397295e-06,0.0,0.0,0.0
1667,2.0048892943285475e-06,0.0,0.0,0.0
1668,1.8236540902145343e-06,0.0,0.0,0.0
1669,1.3131810407328106e-06,0.0,0.0,0.0
1670,7.876212119331935e-07,0.0,0.0,0.0
1671,5.518033329313507e-07,0.0,0.0,0.0
1672,4.1952848610955176e-07,0.0,0.0,0.0
1673,2.996832973524631e-07,0.0,0.0,0.0
1674,3.64822556418533e-07,0.0,0.0,0.0
1675,2.77316124603593e-07,0.0,0.0,0.0
1676,2.693776163401448e-07,0.0,0.0,0.0
1677,4.373086020288091e-07,0.0,0.0,0.0
1678,4.771457448831435e-07,0.0,0.0,0.0
1679,6.15576360425101e-07,0.0,0.0,0.0
1680,6.698821469594154e-07,0.0,0.0,0.0
1681,6.17042266932393e-07,0.0,0.0,0.0
1682,7.581695017831538e-07,0.0,0.0,0.0
1683,5.863834603912567e-07,0.0,0.0,0.0
1684,4.476740542713742e-07,0.0,0.0,0.0
1685,4.078369114170398e-07,0.0,0.0,0.0
1686,3.522939156904873e-07,0.0,0.0,0.0
1687,2.979881291561729e-07,0.0,0.0,0.0
1688,2.9982801257639427e-07,0.0,0.0,0.0
1689,1.5870077772563362e-07,0.0,0.0,0.0
1690,3.456333977120656e-07,0.0,0.0,0.0
1691,3.6534392425632435e-07,0.0,0.0,0.0
1692,3.6534392425632435e-07,0.0,0.0,0.0
1693,4.7056347187078374e-07,0.0,0.0,0.0
1694,4.949490224654645e-07,0.0,0.0,0.0
1695,4.948778545050507e-07,0.0,0.0,0.0
1696,5.421156937960145e-07,0.0,0.0,0.0
1697,5.021245783609629e-07,0.0,0.0,0.0
1698,5.569051739127775e-07,0.0,0.0,0.0
1699,5.699747142833595e-07,0.0,0.0,0.0
1700,4.2086110495022565e-07,0.0,0.0,0.0
1701,4.158090730145757e-07,0.0,0.0,0.0
1702,4.292144605447642e-07,0.0,0.0,0.0
1703,3.9301783110496604e-07,0.0,0.0,0.0
1704,2.9804692453743495e-07,0.0,0.0,0.0
1705,2.2180763790759427e-07,0.0,0.0,0.0
1706,5.631503502253768e-07,0.0,0.0,0.0
1707,5.241567921286463e-07,0.0,0.0,0.0
1708,5.048232734696155e-07,0.0,0.0,0.0
1709,4.569224917158213e-07,0.0,0.0,0.0
1710,4.630963051762852e-07,0.0,0.0,0.0
1711,4.4989502206200474e-07,0.0,0.0,0.0
1712,4.224216070269904e-07,0.0,0.0,0.0
1713,7.882736952069536e-08,0.0,0.0,0.0
1714,7.882736952069536e-08,0.0,0.0,0.0
1715,7.882736952069536e-08,0.0,0.0,0.0
1716,8.451226969035425e-08,0.0,0.0,0.0
1717,8.258005733198712e-08,0.0,0.0,0.0
1718,1.5219533163904737e-07,0.0,0.0,0.0
1719,1.8511968745217799e-07,0.0,0.0,0.0
1720,3.011574654416498e-07,0.0,0.0,0.0
1721,3.887580461992002e-07,0.0,0.0,0.0
1722,4.5830632647688875e-07,0.0,0.0,0.0
1723,6.382020479074007e-07,0.0,0.0,0.0
1724,6.640156767291825e-07,0.0,0.0,0.0
1725,6.218076638983153e-07,0.0,0.0,0.0
1726,6.272082941904955e-07,0.0,0.0,0.0
1727,5.619369452298477e-07,0.0,0.0,0.0
1728,5.844888814213586e-07,0.0,0.0,0.0
1729,6.806119959687099e-07,0.0,0.0,0.0
1730,7.039537877062685e-07,0.0,0.0,0.0
1731,6.837575666297977e-07,0.0,0.0,0.0
1732,6.551321344464409e-07,0.0,0.0,0.0
1733,6.58955763859532e-07,0.0,0.0,0.0
1734,6.593120990113935e-07,0.0,0.0,0.0
1735,6.138288414701622e-07,0.0,0.0,0.0
1736,4.7020674693547857e-07,0.0,0.0,0.0
1737,3.1847559966990957e-07,0.0,0.0,0.0
1738,3.909362545430538e-07,0.0,0.0,0.0
1739,4.6969810593314574e-07,0.0,0.0,0.0
1740,5.398586710368493e-07,0.0,0.0,0.0
1741,7.215132658952175e-07,0.0,0.0,0.0
1742,8.736746569378997e-07,0.0,0.0,0.0
1743,9.960962675644884e-07,0.0,0.0,0.0
1744,1.2438282673039275e-06,0.0,0.0,0.0
1745,1.4155535918039926e-06,0.0,0.0,0.0
1746,1.4137340745687003e-06,0.0,0.0,0.0
1747,1.5426556956299464e-06,0.0,0.0,0.0
1748,1.626636178895881e-06,0.0,2.9117854540215504e-08,0.0
1749,1.6377484176440963e-06,0.0,2.9117854540215504e-08,0.0
1750,1.8726316121891223e-06,0.0,2.9117854540215504e-08,0.0
1751,2.080346722063301e-06,0.0,2.9117854540215504e-08,0.0
1752,2.3649617202993667e-06,0.0,2.9117854540215504e-08,0.0
1753,2.5974935462207734e-06,0.0,2.9117854540215504e-08,0.0
1754,2.7663014796936684e-06,0.0,2.9117854540215504e-08,0.0
1755,2.982042003298245e-06,0.0,0.0,0.0
1756,3.1122846329318624e-06,0.0,0.0,0.0
1757,3.0831197039203417e-06,0.0,0.0,0.0
1758,2.9220437422087083e-06,0.0,0.0,0.0
1759,2.8176282934769655e-06,0.0,0.0,0.0
1760,2.7473851592471225e-06,0.0,0.0,0.0
1761,2.5954741918862316e-06,0.0,0.0,0.0
1762,2.623547792219532e-06,0.0,0.0,0.0
1763,2.9835469084511194e-06,0.0,0.0,0.0
1764,3.2376538813748212e-06,0.0,0.0,0.0
1765,3.932186099778587e-06,0.0,0.0,0.0
1766,3.997058180565156e-06,0.0,0.0,0.0
1767,4.332732471214383e-06,0.0,0.0,0.0
1768,4.710289074085137e-06,0.0,0.0,0.0
1769,4.866955123361549e-06,0.0,0.0,0.0
1770,4.768598598405203e-06,0.0,0.0,0.0
1771,5.377951278465584e-06,0.0,0.0,0.0
1772,5.105384031724368e-06,0.0,0.0,0.0
1773,5.3659978870460435e-06,0.0,0.0,0.0
1774,5.435019504927498e-06,0.0,0.0,0.0
1775,5.559060355153633e-06,0.0,0.0,0.0
1776,5.541645155712363e-06,0.0,0.0,0.0
1777,6.106545502656705e-06,0.0,0.0,0.0
1778,5.540903137963531e-06,0.0,0.0,0.0
1779,5.6160771626829435e-06,0.0,0.0,0.0
1780,5.6158234786250564e-06,0.0,0.0,0.0
1781,6.0684678828692995e-06,0.0,0.0,0.0
1782,6.515139310587463e-06,0.0,0.0,0.0
1783,7.424574765276962e-06,0.0,0.0,0.0
1784,7.2035756732345495e-06,0.0,0.0,0.0
1785,7.4714264753440925e-06,0.0,0.0,0.0
1786,7.236525951676802e-06,0.0,0.0,0.0
1787,7.283323741700899e-06,0.0,0.0,0.0
1788,7.095144935322294e-06,0.0,0.0,0.0
1789,6.939284763315559e-06,0.0,0.0,0.0
1790,6.126852635393984e-06,0.0,0.0,0.0
1791,5.946104920440121e-06,0.0,0.0,0.0
1792,5.864944666557546e-06,0.0,0.0,0.0
1793,6.317826968630211e-06,0.0,0.0,0.0
1794,6.379736467871615e-06,0.0,0.0,0.0
1795,6.441131972678704e-06,9.132721245919129e-10,0.0,0.0
1796,6.967388279528157e-06,9.132721245919129e-10,0.0,0.0
1797,8.079914550762624e-06,9.132721245919129e-10,0.0,0.0
1798,8.61453411614223e-06,9.132721245919129e-10,0.0,0.0
1799,8.867230073000038e-06,9.132721245919129e-10,0.0,0.0
1800,8.83373650140129e-06,9.132721245919129e-10,0.0,0.0
1801,9.088894980128056e-06,9.132721245919129e-10,4.643404708356716e-10,0.0
1802,9.08829581801131e-06,0.0,4.643404708356716e-10,0.0
1803,8.825295935821487e-06,0.0,4.643404708356716e-10,0.0
1804,8.253263266461935e-06,0.0,4.643404708356716e-10,0.0
1805,8.239243145778477e-06,0.0,4.643404708356716e-10,0.0
1806,8.412023427289178e-06,0.0,4.643404708356716e-10,0.0
1807,8.532380304261875e-06,0.0,4.643404708356716e-10,0.0
1808,8.707086570731398e-06,0.0,0.0,0.0
1809,8.637718045585124e-06,0.0,0.0,0.0
1810,8.638960935059004e-06,0.0,0.0,0.0
1811,8.596810533033152e-06,0.0,0.0,0.0
1812,8.76033040445431e-06,0.0,2.3870825950820876e-10,0.0
1813,8.754040079241219e-06,1.9397940396816337e-10,2.3870825950820876e-10,0.0
1814,9.14081855236353e-06,1.9397940396816337e-10,2.3870825950820876e-10,0.0
1815,9.403700719953381e-06,1.9397940396816337e-10,2.3870825950820876e-10,0.0
1816,9.91658635030035e-06,1.9397940396816337e-10,4.2888097835052415e-10,0.0
1817,1.0901206353862238e-05,1.9397940396816337e-10,6.002285494030194e-10,0.0
1818,1.1551533004551726e-05,1.9397940396816337e-10,6.002285494030194e-10,0.0
1819,1.1776330341360466e-05,1.9397940396816337e-10,3.6152028989481066e-10,0.0
1820,1.2445240437435651e-05,0.0,3.6152028989481066e-10,0.0
1821,1.3052987534527866e-05,0.0,3.6152028989481066e-10,0.0
1822,1.3452987851841109e-05,0.0,3.6152028989481066e-10,1.2476890155964171e-10
1823,1.3730844200056578e-05,0.0,1.7134757105249524e-10,1.2476890155964171e-10
1824,1.3603262102281275e-05,0.0,0.0,1.2476890155964171e-10
1825,1.344883185083745e-05,0.0,0.0,1.2476890155964171e-10
1826,1.3605387591399318e-05,0.0,0.0,1.2476890155964171e-10
1827,1.341919856453647e-05,0.0,0.0,1.2476890155964171e-10
1828,1.3117047014280356e-05,0.0,0.0,1.2476890155964171e-10
1829,1.2555198216952184e-05,0.0,0.0,0.0
1830,1.3237622494801013e-05,0.0,9.530454203598993e-11,0.0
1831,1.3331435314155118e-05,0.0,1.8819920225407064e-10,0.0
1832,1.3854983210746599e-05,0.0,2.7334866116644566e-10,0.0
1833,1.415665493758362e-05,0.0,3.558269234815725e-10,0.0
1834,1.4735603144799825e-05,0.0,4.388871171252211e-10,0.0
1835,1.5239762953050168e-05,0.0,6.064539188293289e-10,0.0
1836,1.600753941082595e-05,0.0,6.064539188293289e-10,7.506117949418467e-11
1837,1.5647727585539023e-05,0.0,5.11149376793339e-10,7.506117949418467e-11
1838,1.565100566429984e-05,0.0,4.945804638849844e-10,7.506117949418467e-11
1839,1.5800974584375842e-05,0.0,4.094310049726094e-10,7.506117949418467e-11
1840,1.5977082382180796e-05,0.0,3.2695274265748253e-10,7.506117949418467e-11
1841,1.5862046114177376e-05,0.0,2.4389254901383394e-10,7.506117949418467e-11
1842,1.5475530355096062e-05,0.0,7.632574730972611e-11,7.506117949418467e-11
1843,1.5345522764878945e-05,0.0,7.632574730972611e-11,0.0
1844,1.543098005640786e-05,0.0,1.4310860433194454e-10,6.678285702221842e-11
1845,1.5443613977238003e-05,0.0,6.678285702221842e-11,6.678285702221842e-11
1846,1.5102097677299753e-05,0.0,6.678285702221842e-11,6.678285702221842e-11
1847,1.5081235427974857e-05,0.0,4.3041566342795687e-10,6.678285702221842e-11
1848,1.4937304253440484e-05,0.0,4.851033384513568e-10,6.678285702221842e-11
1849,1.5366236506711823e-05,5.3739536630205616e-11,5.388428750815624e-10,6.678285702221842e-11
1850,1.589292177024098e-05,5.3739536630205616e-11,5.863127840375983e-10,6.678285702221842e-11
1851,1.6313189917127602e-05,5.3739536630205616e-11,5.195299270153799e-10,0.0
1852,1.6353178840030784e-05,5.3739536630205616e-11,5.700914978185828e-10,0.0
1853,1.6622368483305244e-05,5.3739536630205616e-11,5.700914978185828e-10,0.0
1854,1.6839009601556298e-05,5.3739536630205616e-11,2.5696055204273346e-10,0.0
1855,1.7089771582894692e-05,5.3739536630205616e-11,2.022728770193335e-10,0.0
1856,1.70340650324111e-05,0.0,1.9823214498464788e-10,0.0
1857,1.698898891585746e-05,0.0,1.5076223602861205e-10,4.8134226763149204e-11
1858,1.6784258540220825e-05,0.0,2.0836574925781852e-10,4.8134226763149204e-11
1859,1.7215687486376347e-05,0.0,2.1873356697328054e-10,4.8134226763149204e-11
1860,1.7252604915743825e-05,0.0,2.797287758569768e-10,4.8134226763149204e-11
1861,1.7399136205702754e-05,0.0,3.4220027605209273e-10,1.0462090717565177e-10
1862,1.762502064853574e-05,0.0,4.5363681858542494e-10,1.0462090717565177e-10
1863,1.781977516657207e-05,0.0,4.03938013989905e-10,1.0462090717565177e-10
1864,1.772377254383173e-05,0.0,4.5103313544332073e-10,5.648668041250257e-11
1865,1.7931442146488864e-05,0.0,4.818827241998796e-10,1.0071323140538522e-10
1866,1.7934000165301507e-05,0.0,4.2095333568121466e-10,1.0071323140538522e-10
1867,1.80135975824669e-05,4.321245742186111e-11,4.895954990631018e-10,1.0071323140538522e-10
1868,1.7820945036614182e-05,4.321245742186111e-11,4.2143383624119023e-10,4.422655099288266e-11
1869,1.7619599540401915e-05,4.321245742186111e-11,3.0999729370785797e-10,4.422655099288266e-11
1870,1.7479368710025612e-05,4.321245742186111e-11,3.0999729370785797e-10,8.64630113537958e-11
1871,1.7416201444575563e-05,4.321245742186111e-11,2.6290217225444223e-10,1.2703907370514855e-10
1872,1.7196463886648417e-05,4.321245742186111e-11,2.563524908223107e-10,1.237642329890828e-10
1873,1.6741191627391216e-05,4.321245742186111e-11,3.3436999597696067e-10,1.237642329890828e-10
1874,1.6339067639949333e-05,0.0,2.0473262371137731e-10,1.237642329890828e-10
1875,1.5978161172824912e-05,0.0,2.000359560534142e-10,1.237642329890828e-10
1876,1.6053294010427116e-05,0.0,2.383679404654211e-10,1.237642329890828e-10
1877,1.5851735692454634e-05,0.0,3.43222954026144e-10,8.152777262816966e-11
1878,1.5598037732291103e-05,0.0,3.43222954026144e-10,4.0951710276816906e-11
1879,1.5407923456223216e-05,0.0,4.358886069549024e-10,0.0
1880,1.5386665706630864e-05,0.0,4.2364446871191927e-10,0.0
1881,1.5361463348589105e-05,0.0,5.183412588039005e-10,0.0
1882,1.5344253500058714e-05,0.0,5.430453864363471e-10,3.240957898878857e-11
1883,1.4954246970384183e-05,0.0,6.010812839526583e-10,3.240957898878857e-11
1884,1.482760464049144e-05,0.0,4.962262703919354e-10,3.240957898878857e-11
1885,1.4674163269644072e-05,0.0,5.252495482206093e-10,3.240957898878857e-11
1886,1.458383875225471e-05,0.0,3.7826909065381235e-10,1.1517542871811567e-10
1887,1.4366806941065338e-05,0.0,4.2303159784675056e-10,1.1517542871811567e-10
1888,1.4304213176988664e-05,0.0,3.553376501771613e-10,1.1517542871811567e-10
1889,1.4279199344205803e-05,0.0,3.690311806137103e-10,1.0893674454567507e-10
1890,1.436382912548392e-05,0.0,2.979589888310993e-10,1.342324346913821e-10
1891,1.4344930085436708e-05,0.0,3.747741462405736e-10,1.342324346913821e-10
1892,1.4333124844207695e-05,0.0,3.4575086841189974e-10,1.342324346913821e-10
1893,1.4384607181584994e-05,1.6143170927002918e-10,4.104089469063916e-10,5.1466584962055e-11
1894,1.4169288858413762e-05,1.6143170927002918e-10,2.998730728017865e-10,5.1466584962055e-11
1895,1.4165577730247086e-05,1.8260291691417153e-10,3.5755506095596397e-10,5.1466584962055e-11
1896,1.4498082496824541e-05,1.8260291691417153e-10,3.1780322421301067e-10,6.405654181687988e-11
1897,1.4711958881110019e-05,1.8260291691417153e-10,3.110842892807751e-10,7.591436209811572e-11
1898,1.4612049069130859e-05,2.1867925327688298e-10,2.703454682340123e-10,7.591436209811572e-11
1899,1.4517806318638446e-05,2.1867925327688298e-10,3.2498718795435725e-10,7.591436209811572e-11
1900,1.4295198785215949e-05,9.338875307994345e-11,3.0502291169044934e-10,7.591436209811572e-11
1901,1.4388365993259608e-05,9.338875307994345e-11,3.9070634822684676e-10,7.591436209811572e-11
1902,1.4108033220899025e-05,7.221754543580111e-11,3.5767638850714434e-10,7.591436209811572e-11
1903,1.343737676506862e-05,8.815669028106043e-11,3.348546816812308e-10,6.903180011746152e-11
1904,1.2717283815228647e-05,1.198641701766994e-10,3.321316664155789e-10,3.1878289690518664e-11
1905,1.2339111370757954e-05,9.903469611843058e-11,3.722896425663512e-10,3.1878289690518664e-11
1906,1.211256091794764e-05,9.903469611843058e-11,3.331629089672486e-10,3.1878289690518664e-11
1907,1.1857878364805532e-05,6.289348704534094e-11,3.048310126144546e-10,3.1878289690518664e-11
1908,1.143080070115892e-05,6.289348704534094e-11,2.6032093841665827e-10,3.1878289690518664e-11
1909,1.1177672994173398e-05,6.289348704534094e-11,2.086660675597913e-10,3.1878289690518664e-11
1910,1.0888895043795596e-05,4.695434220008161e-11,2.4782248178193255e-10,0.0
1911,1.068800611392362e-05,1.5246862304442642e-11,2.7390253953818444e-10,1.3977931907176761e-11
1912,1.0457265489094425e-05,1.4414107804164696e-11,2.5532465824135945e-10,1.3977931907176761e-11
1913,1.0152731972214366e-05,1.4414107804164696e-11,2.6840551011922797e-10,1.3977931907176761e-11
1914,9.991980602665404e-06,1.4414107804164696e-11,2.829209465910714e-10,2.8594421473483932e-11
1915,9.8777791208704e-06,1.4414107804164696e-11,2.576863068164721e-10,4.453314403748568e-11
1916,9.801361297182406e-06,1.4414107804164696e-11,3.0284189243636103e-10,5.958500657162905e-11
1917,9.78904271115815e-06,2.8379842127128948e-11,3.315407412892871e-10,5.958500657162905e-11
1918,9.733522347232793e-06,5.71403202531684e-11,3.4712789983729463e-10,4.560707466445229e-11
1919,9.87462668230624e-06,4.27262124490037e-11,3.462944554127085e-10,4.560707466445229e-11
1920,1.0104701167230295e-05,6.592786733206069e-11,3.873035820627686e-10,4.560707466445229e-11
1921,1.0334203969770378e-05,6.592786733206069e-11,3.288376237975399e-10,3.099058509814512e-11
1922,1.05576883860132e-05,6.592786733206069e-11,3.1289890123353814e-10,1.5051862534143368e-11
1923,1.0650590151531755e-05,6.592786733206069e-11,2.922967602086197e-10,0.0
1924,1.0792461450494426e-05,7.638366328333035e-11,2.32923882562527e-10,0.0
1925,1.0959203271860523e-05,4.76231851572909e-11,1.7540292631044808e-10,2.3005175145815062e-11
1926,1.1019014112077588e-05,4.76231851572909e-11,1.1857993951837542e-10,2.3005175145815062e-11
1927,1.103532888789362e-05,2.4421530274233915e-11,9.445173214978858e-11,2.3005175145815062e-11
1928,1.0804702209757774e-05,2.4421530274233915e-11,9.445173214978858e-11,2.3005175145815062e-11
1929,1.0638214657124731e-05,2.4421530274233915e-11,9.445173214978858e-11,2.3005175145815062e-11
1930,1.0507402553879988e-05,2.4421530274233915e-11,6.989828755481803e-11,2.3005175145815062e-11
1931,1.037997571984306e-05,0.0,4.547675728058412e-11,2.3005175145815062e-11
1932,1.0338349576548872e-05,1.4185947654660984e-10,4.547675728058412e-11,0.0
1933,1.0215307936180449e-05,1.4185947654660984e-10,4.547675728058412e-11,0.0
1934,1.0039348905723142e-05,1.8679522611237635e-10,2.2467874782883257e-11,0.0
1935,9.952735646428274e-06,1.8679522611237635e-10,4.469020788354174e-11,0.0
1936,9.790177890473778e-06,2.286700907992513e-10,4.469020788354174e-11,0.0
1937,9.736313586472534e-06,2.286700907992513e-10,4.469020788354174e-11,0.0
1938,9.678977741194622e-06,2.286700907992513e-10,4.469020788354174e-11,0.0
1939,9.569255390878035e-06,1.1170463958582693e-10,4.469020788354174e-11,0.0
1940,9.439664219306515e-06,1.1170463958582693e-10,4.469020788354174e-11,0.0
1941,9.477617563139315e-06,6.676889002006042e-11,2.222233310065848e-11,0.0
1942,9.383359741020416e-06,6.676889002006042e-11,2.490804586395358e-11,0.0
1943,9.490547069747532e-06,2.4894025333185457e-11,2.490804586395358e-11,0.0
1944,9.441437863902788e-06,2.4894025333185457e-11,4.3879368392753444e-11,1.8971322528799864e-11
1945,9.294159099226817e-06,2.4894025333185457e-11,4.3879368392753444e-11,1.8971322528799864e-11
