ngram,family,fmily,famly,famliy
1673,1.9241404645851746e-05,3.245231588217783e-08,0.0,0.0
1674,2.0939326792098916e-05,0.0,0.0,0.0
1675,2.003100014137869e-05,0.0,0.0,0.0
1676,2.0028854253593765e-05,0.0,0.0,0.0
1677,2.1350047063606326e-05,0.0,0.0,0.0
1678,2.0447022896925254e-05,0.0,0.0,0.0
1679,1.93679327042316e-05,0.0,0.0,0.0
1680,2.0582904458673772e-05,0.0,0.0,0.0
1681,1.8784815503230285e-05,0.0,0.0,0.0
1682,1.8863582941516404e-05,0.0,0.0,0.0
1683,1.956343365756246e-05,0.0,0.0,0.0
1684,1.6515232800884405e-05,0.0,0.0,0.0
1685,1.6523178406454724e-05,0.0,0.0,0.0
1686,1.8096620286606984e-05,0.0,0.0,0.0
1687,1.6649194029534037e-05,0.0,0.0,0.0
1688,1.7382133721964366e-05,0.0,0.0,0.0
1689,1.5327934241733082e-05,0.0,0.0,0.0
1690,1.3721033155889018e-05,0.0,0.0,0.0
1691,1.4452387988837603e-05,0.0,0.0,0.0
1692,1.313145958192763e-05,0.0,0.0,0.0
1693,1.3311257849376748e-05,0.0,0.0,0.0
1694,1.410180935376307e-05,0.0,0.0,0.0
1695,1.2251517871066295e-05,0.0,0.0,0.0
1696,1.390230525950236e-05,0.0,0.0,0.0
1697,1.6805322047730442e-05,0.0,0.0,0.0
1698,1.7199118961538522e-05,0.0,0.0,0.0
1699,1.8076148470364778e-05,0.0,0.0,0.0
1700,1.7138506206850123e-05,0.0,0.0,0.0
1701,1.4989953862303601e-05,0.0,0.0,0.0
1702,1.4789335961852754e-05,0.0,0.0,0.0
1703,1.2967403108632425e-05,0.0,0.0,0.0
1704,8.415230597945214e-06,0.0,0.0,0.0
1705,8.618633890884147e-06,0.0,9.157804673317775e-09,0.0
1706,9.273342227191148e-06,0.0,9.157804673317775e-09,0.0
1707,8.38536636495389e-06,0.0,9.157804673317775e-09,0.0
1708,9.079242025628836e-06,0.0,9.157804673317775e-09,0.0
1709,8.590241804995458e-06,0.0,9.157804673317775e-09,0.0
1710,1.1986005607208686e-05,0.0,9.157804673317775e-09,0.0
1711,1.2829212989475178e-05,0.0,9.157804673317775e-09,0.0
1712,1.198000505350397e-05,0.0,0.0,0.0
1713,1.0869395477389584e-05,0.0,0.0,0.0
1714,1.1886365752746184e-05,0.0,0.0,0.0
1715,1.2193235566623376e-05,0.0,0.0,0.0
1716,1.264058911536787e-05,0.0,0.0,0.0
1717,1.0835660240055794e-05,0.0,0.0,0.0
1718,1.41762114123724e-05,0.0,0.0,0.0
1719,1.4007936312866929e-05,0.0,0.0,0.0
1720,1.599230979211695e-05,0.0,0.0,0.0
1721,2.0145962740311268e-05,0.0,0.0,0.0
1722,2.1567597416703522e-05,0.0,0.0,0.0
1723,2.639483877179113e-05,0.0,0.0,0.0
1724,2.641304529658685e-05,0.0,0.0,0.0
1725,2.669719171015978e-05,0.0,0.0,0.0
1726,2.802202158948473e-05,0.0,0.0,0.0
1727,2.8049862001872888e-05,0.0,0.0,0.0
1728,2.6827553613527145e-05,0.0,0.0,0.0
1729,2.6931584475927855e-05,0.0,0.0,0.0
1730,2.288309925851146e-05,0.0,0.0,0.0
1731,2.4092464237972827e-05,0.0,0.0,0.0
1732,2.152059304145431e-05,0.0,0.0,0.0
1733,2.4490768087811636e-05,0.0,0.0,0.0
1734,2.6626575813030024e-05,0.0,0.0,0.0
1735,2.6371925611913737e-05,0.0,0.0,0.0
1736,2.7039301390427033e-05,0.0,0.0,0.0
1737,2.9147764767653177e-05,0.0,0.0,0.0
1738,3.967009589749588e-05,0.0,0.0,0.0
1739,4.191932047043727e-05,0.0,3.2309164867326346e-09,0.0
1740,3.949992424168158e-05,0.0,3.2309164867326346e-09,0.0
1741,3.752383184161902e-05,0.0,3.2309164867326346e-09,0.0
1742,3.951123575721535e-05,0.0,3.2309164867326346e-09,0.0
1743,4.3424356200765555e-05,0.0,3.2309164867326346e-09,0.0
1744,4.6126869295091766e-05,0.0,3.2309164867326346e-09,0.0
1745,4.1660515437667656e-05,0.0,3.2309164867326346e-09,0.0
1746,4.4361066621994337e-05,0.0,4.977977141606971e-09,0.0
1747,4.87236180301157e-05,0.0,4.977977141606971e-09,0.0
1748,5.773922073006231e-05,0.0,4.977977141606971e-09,0.0
1749,6.16611203960409e-05,0.0,4.977977141606971e-09,0.0
1750,6.644312712264114e-05,0.0,4.977977141606971e-09,0.0
1751,7.428588599265953e-05,0.0,4.977977141606971e-09,0.0
1752,7.966381235746667e-05,0.0,4.977977141606971e-09,0.0
1753,8.621144245678027e-05,0.0,0.0,0.0
1754,9.097522706724703e-05,0.0,4.184068710547503e-09,0.0
1755,9.302715521438845e-05,0.0,4.184068710547503e-09,0.0
1756,0.00010083207078943295,0.0,4.184068710547503e-09,0.0
1757,0.00010848604246608115,0.0,4.184068710547503e-09,0.0
1758,0.00011437921888760425,0.0,4.184068710547503e-09,0.0
1759,0.00012367065002243699,0.0,4.184068710547503e-09,0.0
1760,0.00012452359390278746,0.0,4.184068710547503e-09,0.0
1761,0.0001276394655828231,0.0,0.0,0.0
1762,0.00012760312841107537,0.0,0.0,0.0
1763,0.0001288671015312762,0.0,2.8386745652499356e-09,0.0
1764,0.00013173888458238383,0.0,8.460033943232962e-09,0.0
1765,0.00013328508170421368,0.0,8.460033943232962e-09,0.0
1766,0.00012994792008872276,3.4010521383314493e-09,8.460033943232962e-09,0.0
1767,0.00013560855586547405,3.4010521383314493e-09,8.460033943232962e-09,1.1778009171134078e-08
1768,0.0001399913162458688,3.4010521383314493e-09,8.460033943232962e-09,1.1778009171134078e-08
1769,0.0001426560931057403,3.4010521383314493e-09,8.460033943232962e-09,1.1778009171134078e-08
1770,0.00014344112735541006,3.4010521383314493e-09,5.621359377983026e-09,1.1778009171134078e-08
1771,0.00014016536650680273,3.4010521383314493e-09,0.0,1.1778009171134078e-08
1772,0.00013997776529452364,3.4010521383314493e-09,0.0,1.1778009171134078e-08
1773,0.00014828106733537943,0.0,0.0,1.4373200026998996e-08
1774,0.00014906604129854322,0.0,0.0,2.5951908558649197e-09
1775,0.00014887770001743256,0.0,0.0,5.483880016754483e-09
1776,0.00015304102063445107,0.0,0.0,5.483880016754483e-09
1777,0.0001558360319385039,0.0,2.9180503093227473e-09,5.483880016754483e-09
1778,0.0001608978719949456,0.0,5.699194005615027e-09,5.483880016754483e-09
1779,0.00016251747937141254,0.0,5.699194005615027e-09,5.483880016754483e-09
1780,0.00015544301381201616,0.0,5.699194005615027e-09,2.8886891608895635e-09
1781,0.0001623106509214267,0.0,9.524227755670317e-09,2.8886891608895635e-09
1782,0.00016073424402358278,2.1581334814462546e-09,1.1682361237116571e-08,0.0
1783,0.0001631807182483109,2.1581334814462546e-09,1.3856960277637751e-08,0.0
1784,0.00016156601486727595,2.1581334814462546e-09,1.4267854199699416e-08,0.0
1785,0.00015780826548247466,2.1581334814462546e-09,1.6341077570457074e-08,0.0
1786,0.00015871058816888502,2.1581334814462546e-09,1.6341077570457074e-08,0.0
1787,0.0001585589987891061,2.1581334814462546e-09,1.6341077570457074e-08,0.0
1788,0.00015525082250990505,2.1581334814462546e-09,1.3822595893283766e-08,0.0
1789,0.00016243825042952916,0.0,1.7481386497105892e-08,0.0
1790,0.00016541454325696186,0.0,1.7516484263069287e-08,0.0
1791,0.00016690421866119972,0.0,1.4187540031684875e-08,2.1719324751399783e-09
1792,0.00017077138181775808,0.0,1.2597958993459152e-08,4.348456578944544e-09
1793,0.00016776737590719546,0.0,1.358398111455423e-08,4.348456578944544e-09
1794,0.00016977371290392642,0.0,1.358398111455423e-08,4.348456578944544e-09
1795,0.00016946299001574516,0.0,1.5017245288565358e-08,4.348456578944544e-09
1796,0.0001684466759408159,9.481616127158888e-10,1.1096644428728756e-08,4.348456578944544e-09
1797,0.00016520303740565266,9.481616127158888e-10,1.512310765505731e-08,4.348456578944544e-09
1798,0.00016696828450741514,9.481616127158888e-10,1.6859077752887482e-08,3.333837460063803e-09
1799,0.00016712283208367547,9.481616127158888e-10,1.719890928088473e-08,1.1573133562592375e-09
1800,0.0001669467185690467,9.481616127158888e-10,1.621288715978965e-08,2.3923051476312398e-09
1801,0.00016779754618515393,1.4125020835515605e-09,1.621288715978965e-08,2.3923051476312398e-09
1802,0.00016745301711905216,1.4125020835515605e-09,1.520957810490537e-08,3.6946855733585184e-09
1803,0.00016992499669348554,8.153404300920946e-10,1.4015254797986439e-08,4.045685532614942e-09
1804,0.00017146796536897973,2.035650632186454e-09,9.304482581232572e-09,4.045685532614942e-09
1805,0.00017243770292095308,2.295328133910297e-09,7.568512483402401e-09,3.1480496780795467e-09
1806,0.00016941800588808422,2.8124283378362846e-09,4.739545200749262e-09,3.1480496780795467e-09
1807,0.00017190775750870152,3.0216495654806455e-09,5.157987656037985e-09,2.540721585500957e-09
1808,0.0001729672762199438,3.263398630691329e-09,6.0994404130606685e-09,2.776084774756628e-09
1809,0.00017401952521010702,3.4443234455037798e-09,5.086632480301643e-09,2.5592532696247108e-09
1810,0.00017130968834473087,3.093323486247357e-09,5.038445502084496e-09,2.208253310368288e-09
1811,0.00017130597968519266,2.107397224980291e-09,3.981825567679818e-09,2.4426372511955817e-09
1812,0.00017101188547842736,1.8477197232564485e-09,4.697950377925102e-09,3.615209369962307e-09
1813,0.00017428314354869405,1.3306195193304608e-09,5.086176464124443e-09,4.003168177898633e-09
1814,0.00017759668948461434,1.3303564281942825e-09,5.085650281852086e-09,3.584462615613404e-09
1815,0.0001771321611678494,6.242668921479272e-10,5.109901105423578e-09,5.473647202158816e-09
1816,0.00017666194513107518,4.4334207733547666e-10,4.576374565016092e-09,5.338961859914702e-09
1817,0.00018250466590481146,6.146896483879719e-10,4.093909195772889e-09,6.367047286229674e-09
1818,0.00018419419939164072,3.8030570756067815e-10,3.983211046712906e-09,6.311698211699682e-09
1819,0.00018621770972718617,3.8030570756067815e-10,4.018573426404057e-09,4.879448591209114e-09
1820,0.00018773875698181136,3.8030570756067815e-10,3.5916817615293847e-09,4.9336805751920565e-09
1821,0.00018823880028711365,1.7134757105249524e-10,3.3023197430561068e-09,4.724722438683873e-09
1822,0.00018928824699417288,2.9611647261213696e-10,3.334767374939064e-09,2.6001746628827912e-09
1823,0.000189656119411146,4.3657924101278157e-10,3.4255201928980382e-09,1.649311084531543e-09
1824,0.00018547986318091198,2.6523166996028635e-10,3.5224126552054915e-09,7.553456748965459e-10
1825,0.00018454942619428039,2.6523166996028635e-10,3.797426920534466e-09,1.5892452433417604e-09
1826,0.00018288944141074483,2.6523166996028635e-10,7.667371095175315e-09,1.8262417292699444e-09
1827,0.0001825232819620786,2.6523166996028635e-10,8.708086672383684e-09,2.5343276366385226e-09
1828,0.0001808774852958907,2.6523166996028635e-10,1.0455130634261828e-08,3.196303507583106e-09
1829,0.00017438938708177635,1.4046276840064464e-10,1.0792190728383031e-08,3.758497735262267e-09
1830,0.00017659863806329668,0.0,1.1559615169837961e-08,3.949106819334247e-09
1831,0.00017582803723468845,0.0,1.287058440776637e-08,3.8149868026542725e-09
1832,0.00017650512537719415,0.0,1.2918696081141791e-08,3.142650203561256e-09
1833,0.00017741415857536986,0.0,9.699395191781995e-09,3.4830015379786315e-09
1834,0.00017635079815850725,8.306019364364862e-11,8.669236630152812e-09,3.2463870004915763e-09
1835,0.00017671691603027284,8.306019364364862e-11,1.240712650079396e-08,3.003328125877098e-09
1836,0.00018107494439131448,2.3318255263201793e-10,1.1822526957416812e-08,2.7413786161746755e-09
1837,0.00017874662756055062,3.880653734863618e-10,1.1316266844220633e-08,2.783093755454047e-09
1838,0.00017880274390336126,3.880653734863618e-10,1.5995768709586855e-08,3.2410482551727326e-09
1839,0.00017724971153906414,3.880653734863618e-10,1.5996605944630053e-08,3.279357610860448e-09
1840,0.00017539526327579682,3.880653734863618e-10,1.5577093012300987e-08,2.8531817226300812e-09
1841,0.00017480327265470156,3.7498279085009957e-10,1.5459349800295286e-08,2.2894076158662203e-09
1842,0.0001731646396884961,3.7498279085009957e-10,1.2217663769575893e-08,2.6610913472779885e-09
1843,0.00017274616610458388,2.9043496179476895e-10,1.4811353096380993e-08,3.3444645782968305e-09
1844,0.00017272225315017358,2.0233499796264353e-10,1.6072400426432002e-08,3.1789232119676977e-09
1845,0.00017336064567124204,3.358125285782673e-10,1.4351925235546657e-08,2.8544462428646357e-09
1846,0.0001733575253248481,4.0103302821416417e-10,1.5691727853603003e-08,2.9320825529437808e-09
1847,0.0001736136307174872,5.828494314170334e-10,1.816362190812778e-08,2.7809106208285884e-09
1848,0.00017274115400921022,5.12871820409647e-10,1.8299450843528575e-08,2.7591486000717272e-09
1849,0.00017237037328803645,5.12871820409647e-10,1.9796895551443024e-08,2.183506018850677e-09
1850,0.00017228726314247718,4.472972904766083e-10,2.0012837609328926e-08,1.4372376067051107e-09
1851,0.0001718512087661241,3.805144334543899e-10,1.9323986728230532e-08,1.7883121174376372e-09
1852,0.00017032538432561393,2.97598473641969e-10,1.5746420611861822e-08,2.4638197196732594e-09
1853,0.00017042070768573985,2.806373149739321e-10,2.603071732768366e-08,2.2485729151660347e-09
1854,0.00017056121058495983,9.882091177106287e-11,2.4495276473857075e-08,2.5010822143503984e-09
1855,0.00017127304246449576,9.882091177106287e-11,2.4779684018990825e-08,2.3304614270104805e-09
1856,0.00017178931947065785,2.4791732952270506e-10,2.16559193434916e-08,2.513093717253818e-09
1857,0.00017194583571316407,2.4791732952270506e-10,1.905836073084239e-08,2.660817994508997e-09
1858,0.0001706857022197385,2.4791732952270506e-10,1.9096144728994854e-08,2.4733746796710777e-09
1859,0.00016960232044636671,1.9735575871950217e-10,1.965870964428161e-08,1.6643895468198317e-09
1860,0.00016842575236556252,2.1009162663533842e-10,9.426414506106897e-09,1.6060784765617849e-09
1861,0.00016610227508603463,2.66578307047841e-10,1.0049244420733722e-08,1.4665425382024262e-09
1862,0.00016393013980372677,3.222965783145071e-10,9.834983494272365e-09,1.3647555625289393e-09
1863,0.00016034254180600068,2.209380416713052e-10,1.0473899906112853e-08,1.0149030068732197e-09
1864,0.00015842969254923185,2.209380416713052e-10,1.0453117799918182e-08,7.711145571282734e-10
1865,0.0001569089966194172,2.209380416713052e-10,1.2971851339114795e-08,1.0271925572029922e-09
1866,0.00015617081122140268,2.651776615752206e-10,2.6578566458823616e-08,1.1599114169147384e-09
1867,0.000155278346418137,2.4739491011338544e-10,2.7227114214006017e-08,1.2794130001468419e-09
1868,0.00015464696584136358,1.9090822970088287e-10,2.6432869797738638e-08,1.256063035328024e-09
1869,0.00015343624649436345,1.3518995843421677e-10,2.7774319479233e-08,1.4774459631907077e-09
1870,0.00015381558582053652,1.2968853768668964e-10,2.9388709751490945e-08,1.80983623326065e-09
1871,0.00015279696630646607,1.2968853768668964e-10,2.8933720054778534e-08,2.074311500344095e-09
1872,0.00015252545459329018,1.2968853768668964e-10,2.616385381364645e-08,1.8335297090134516e-09
1873,0.00015122313509761755,1.2445767036009921e-10,1.1580026461542405e-08,1.8178371109987624e-09
1874,0.00014961782185959497,8.124521293823811e-11,1.0804936627956912e-08,1.992238461502792e-09
1875,0.00014858411824596779,8.124521293823811e-11,9.77935091636287e-09,2.1031902092920926e-09
1876,0.0001495165384507605,8.124521293823811e-11,1.5766839770289413e-08,2.401068756517434e-09
1877,0.00015045268186700663,1.4386376613804786e-10,1.4026311160161446e-08,2.230650632460497e-09
1878,0.00015191761277882115,1.4386376613804786e-10,1.5934232219397667e-08,2.2603143325282205e-09
1879,0.00015296816543143774,1.4386376613804786e-10,1.7442347883494288e-08,2.259000764226471e-09
1880,0.00015404267261536525,1.7062838047238975e-10,2.1763454276830478e-08,2.8654815345926667e-09
1881,0.00015385662845801562,1.7062838047238975e-10,2.2941153104178673e-08,2.893642500215573e-09
1882,0.00015396328152356937,1.7062838047238975e-10,2.5038715862584534e-08,3.3412589520561855e-09
1883,0.0001532746578699776,1.7062838047238975e-10,2.0279001715956772e-08,3.0232602294637853e-09
1884,0.0001512973103672266,9.628427420439932e-11,2.2315919524982875e-08,3.1796810739948e-09
1885,0.00014931951591279358,9.628427420439932e-11,2.2010761721194934e-08,2.91839641342051e-09
1886,0.0001480991528036871,9.628427420439932e-11,2.4043475527995336e-08,3.060240346844775e-09
1887,0.00014684692931561067,3.051090729273247e-11,2.0640846999851548e-08,2.944680594601274e-09
1888,0.00014641683498796607,3.051090729273247e-11,2.0648182846067746e-08,3.033693582058358e-09
1889,0.00014598086168656925,5.668180210908044e-11,1.9110923383485508e-08,2.804236303483825e-09
1890,0.00014526942478758947,5.668180210908044e-11,1.712248362143295e-08,2.9772820240938e-09
1891,0.00014449099087089832,5.177594662532568e-11,1.431380163603129e-08,3.123252180690729e-09
1892,0.00014335397489568486,7.424752876009474e-11,1.3482534263634501e-08,3.623259977761758e-09
1893,0.00014231205152879869,7.424752876009474e-11,1.2361648276432952e-08,3.5598827695183998e-09
1894,0.0001399098795705608,1.4052284732660577e-10,1.2553930910692251e-08,3.4379544925197283e-09
1895,0.0001378158506538187,1.4052284732660577e-10,1.6281072680511344e-08,3.224973716647079e-09
1896,0.00013648707369741584,1.3373237834584424e-10,1.8525936277110792e-08,3.271369619639586e-09
1897,0.00013595650878934457,1.5230913355931567e-10,2.08061517855843e-08,3.6029898112640726e-09
1898,0.00013523634905660792,1.2670408175033795e-10,2.4486472532154428e-08,3.83045370025822e-09
1899,0.00013436178934560821,2.317298456297071e-10,2.5249807578120453e-08,3.8666486203352085e-09
1900,0.0001316329518366339,2.678710547027967e-10,2.574182416432385e-08,4.2123975418917325e-09
1901,0.0001310241163342393,2.530057948860584e-10,2.9088853611572825e-08,4.566076183820655e-09
1902,0.0001295668657153978,3.046606657429253e-10,2.4829344041117045e-08,5.631330830218368e-09
1903,0.00012723669455486482,3.6497596611617666e-10,2.283226446004554e-08,6.345697364399225e-09
1904,0.00012502980929899162,4.732291304852611e-10,2.0847694237602354e-08,6.614543516089302e-09
1905,0.00012316863077493117,4.884759927897037e-10,1.9364325381283313e-08,7.262443091349269e-09
1906,0.00012191388356898512,3.7649363289680796e-10,1.9809464544908095e-08,7.73123964847855e-09
1907,0.00012268415386123315,3.550025977548467e-10,1.854569704156412e-08,8.586245365498663e-09
1908,0.00012269495346117765,3.173169931179411e-10,1.86198325329607e-08,8.858228499925808e-09
1909,0.00012316084757912904,3.2078615854905633e-10,1.8679605418014944e-08,8.404124761187047e-09
1910,0.00012256965211625875,2.548643221070687e-10,1.8182489291973525e-08,8.781077579353029e-09
