ngram,contact,contct,conact,contac
1604,7.04281959380231e-06,0.0,0.0,0.0
1605,1.4251119669747174e-06,0.0,0.0,0.0
1606,4.236751822515673e-06,0.0,0.0,0.0
1607,4.236751822515673e-06,0.0,0.0,0.0
1608,4.041427960796032e-06,0.0,0.0,0.0
1609,4.1898470369363035e-06,0.0,0.0,0.0
1610,4.1898470369363035e-06,0.0,0.0,0.0
1611,4.873429198986352e-06,0.0,0.0,0.0
1612,4.873429198986352e-06,0.0,0.0,0.0
1613,1.7499552313893219e-06,0.0,0.0,0.0
1614,1.7499552313893219e-06,0.0,0.0,0.0
1615,2.5118417365125164e-06,0.0,0.0,0.0
1616,2.306244320087509e-06,0.0,0.0,0.0
1617,2.306244320087509e-06,0.0,0.0,0.0
1618,1.3805986571112174e-06,0.0,0.0,0.0
1619,1.4931331569251988e-06,0.0,0.0,0.0
1620,1.7362783312689447e-06,0.0,0.0,0.0
1621,1.7362783312689447e-06,0.0,0.0,0.0
1622,1.7482243492850102e-06,0.0,0.0,0.0
1623,3.0042850279902008e-06,0.0,0.0,0.0
1624,6.886922067548897e-06,0.0,0.0,0.0
1625,6.788444928978217e-06,0.0,0.0,0.0
1626,6.905532245582435e-06,0.0,0.0,0.0
1627,6.502576590199689e-06,0.0,0.0,0.0
1628,6.568088216291861e-06,0.0,0.0,0.0
1629,5.794255693152601e-06,0.0,0.0,0.0
1630,5.040260483773247e-06,0.0,0.0,0.0
1631,1.1576234442145505e-06,0.0,0.0,0.0
1632,1.61575411539161e-06,0.0,0.0,0.0
1633,1.3861322989734098e-06,0.0,0.0,0.0
1634,5.829185941560614e-06,0.0,0.0,0.0
1635,5.763674315468441e-06,0.0,0.0,0.0
1636,6.024207550581195e-06,0.0,0.0,0.0
1637,5.234877676230099e-06,0.0,0.0,0.0
1638,5.234877676230099e-06,0.0,0.0,0.0
1639,5.088227924586265e-06,0.0,0.0,0.0
1640,5.191035979480928e-06,0.0,0.0,0.0
1641,8.077044242327247e-07,0.0,0.0,0.0
1642,9.156542587009296e-07,0.0,0.0,0.0
1643,6.551210235881757e-07,0.0,0.0,0.0
1644,7.652838291960506e-07,0.0,0.0,0.0
1645,1.4038026401002362e-06,0.0,0.0,0.0
1646,1.7974905769538703e-06,0.0,0.0,0.0
1647,1.6946825220592082e-06,0.0,0.0,0.0
1648,1.955905068890778e-06,0.0,0.0,0.0
1649,1.847955234422573e-06,0.0,0.0,0.0
1650,2.0675559133971026e-06,0.0,0.0,0.0
1651,2.271233695085227e-06,0.0,0.0,0.0
1652,1.855400471738124e-06,0.0,0.0,0.0
1653,1.1502316153512635e-06,0.0,0.0,0.0
1654,1.2331979876632561e-06,0.0,0.0,0.0
1655,9.122533534926853e-07,0.0,0.0,0.0
1656,1.0028680159328879e-06,0.0,0.0,0.0
1657,9.778983586069704e-07,0.0,0.0,0.0
1658,7.517445429324912e-07,0.0,0.0,0.0
1659,1.4940745407849526e-06,0.0,0.0,0.0
1660,1.5742493409171793e-06,0.0,0.0,0.0
1661,1.6256537865696634e-06,0.0,0.0,0.0
1662,1.8692529449383853e-06,0.0,0.0,0.0
1663,2.1728081540978953e-06,0.0,0.0,0.0
1664,2.449812890452969e-06,0.0,0.0,0.0
1665,2.288965991478368e-06,0.0,0.0,0.0
1666,1.403847201280379e-06,0.0,0.0,0.0
1667,1.7131001998547748e-06,0.0,0.0,0.0
1668,1.622482597797768e-06,0.0,0.0,0.0
1669,1.6185161777164986e-06,0.0,0.0,0.0
1670,1.3016446424834221e-06,0.0,0.0,0.0
1671,8.300088844797366e-07,0.0,0.0,0.0
1672,2.306044986458541e-06,0.0,0.0,0.0
1673,2.399348285767441e-06,0.0,0.0,0.0
1674,2.335225726060993e-06,0.0,0.0,0.0
1675,2.325791009687756e-06,0.0,0.0,0.0
1676,2.1291047817482778e-06,0.0,0.0,0.0
1677,2.219737431070306e-06,0.0,0.0,0.0
1678,2.25957457392464e-06,0.0,0.0,0.0
1679,9.219690874877935e-07,0.0,0.0,0.0
1680,8.935844237255099e-07,0.0,0.0,0.0
1681,2.1122127041702958e-06,0.0,0.0,0.0
1682,2.2795045262163124e-06,0.0,0.0,0.0
1683,2.280692472465619e-06,0.0,0.0,0.0
1684,2.521863604800144e-06,0.0,0.0,0.0
1685,2.8053197687378476e-06,0.0,0.0,0.0
1686,2.8879228060369703e-06,0.0,0.0,0.0
1687,2.7431073752787986e-06,0.0,0.0,0.0
1688,1.4321317475410718e-06,0.0,0.0,0.0
1689,1.2936637655717017e-06,0.0,0.0,0.0
1690,1.955719203091836e-06,0.0,0.0,0.0
1691,1.571083138125167e-06,0.0,0.0,0.0
1692,1.3187939690137033e-06,0.0,0.0,0.0
1693,2.195052161368949e-06,0.0,0.0,0.0
1694,2.195052161368949e-06,0.0,0.0,0.0
1695,2.1791895181065357e-06,0.0,0.0,0.0
1696,2.2892525838155313e-06,0.0,0.0,0.0
1697,2.3251172730657084e-06,0.0,0.0,0.0
1698,3.3170357158139396e-06,0.0,0.0,0.0
1699,3.272170658874529e-06,0.0,0.0,0.0
1700,2.1878766663771136e-06,0.0,0.0,0.0
1701,2.255543981683721e-06,0.0,0.0,0.0
1702,2.122344852750757e-06,0.0,0.0,0.0
1703,2.1257988050495314e-06,0.0,0.0,0.0
1704,1.3924059883509341e-06,0.0,0.0,0.0
1705,5.408619827562688e-07,0.0,0.0,0.0
1706,6.697782686566305e-07,0.0,0.0,0.0
1707,7.661524971272879e-07,0.0,0.0,0.0
1708,7.081310491636421e-07,0.0,0.0,0.0
1709,6.603099801541898e-07,0.0,0.0,0.0
1710,6.902309103955824e-07,0.0,0.0,0.0
1711,7.009538011613716e-07,0.0,0.0,0.0
1712,6.33884088837736e-07,0.0,0.0,0.0
1713,4.896467373782798e-07,0.0,0.0,0.0
1714,2.3903129065924337e-06,0.0,0.0,0.0
1715,2.5278576316623003e-06,0.0,0.0,0.0
1716,2.491782581159896e-06,0.0,0.0,0.0
1717,2.3539749451271874e-06,0.0,0.0,0.0
1718,2.442974876869032e-06,0.0,0.0,0.0
1719,2.3847133243342407e-06,0.0,0.0,0.0
1720,2.4645065934691956e-06,0.0,0.0,0.0
1721,1.374274441039753e-06,0.0,0.0,0.0
1722,2.4325873734401933e-06,0.0,0.0,0.0
1723,2.5005143129419594e-06,0.0,0.0,0.0
1724,2.4787090191174296e-06,0.0,5.870919750350367e-09,0.0
1725,2.429148054261532e-06,0.0,5.870919750350367e-09,0.0
1726,3.315826071619605e-06,0.0,5.870919750350367e-09,0.0
1727,3.553665156427347e-06,0.0,5.870919750350367e-09,0.0
1728,2.756970697451574e-06,0.0,5.870919750350367e-09,0.0
1729,1.5642111260863852e-06,0.0,5.870919750350367e-09,0.0
1730,1.8645298861689038e-06,0.0,5.870919750350367e-09,0.0
1731,1.963864057025993e-06,0.0,0.0,0.0
1732,2.09905467077728e-06,0.0,0.0,0.0
1733,1.383610521900534e-06,0.0,0.0,0.0
1734,1.948139730042645e-06,0.0,0.0,0.0
1735,1.999635092683353e-06,0.0,0.0,0.0
1736,2.1743101927183617e-06,0.0,0.0,0.0
1737,2.034478224491717e-06,0.0,0.0,0.0
1738,2.387931983451251e-06,0.0,0.0,0.0
1739,3.092112560157797e-06,0.0,0.0,0.0
1740,3.120962381737107e-06,0.0,0.0,0.0
1741,2.6854668249143288e-06,0.0,0.0,0.0
1742,2.823351061514196e-06,0.0,0.0,0.0
1743,3.5123887950508755e-06,0.0,0.0,0.0
1744,3.4714655937152983e-06,0.0,0.0,0.0
1745,3.697541517664961e-06,0.0,0.0,0.0
1746,2.9486860252550936e-06,0.0,0.0,0.0
1747,3.3121700815692227e-06,0.0,0.0,0.0
1748,3.105827561609788e-06,0.0,0.0,0.0
1749,3.2789538084086544e-06,0.0,0.0,0.0
1750,3.3129468874903978e-06,0.0,0.0,0.0
1751,3.5715986866437433e-06,0.0,0.0,0.0
1752,3.4344546163213508e-06,0.0,0.0,0.0
1753,4.341279333987456e-06,0.0,0.0,0.0
1754,4.177529587780425e-06,0.0,4.184068710547503e-09,0.0
1755,4.377225098193906e-06,0.0,4.184068710547503e-09,0.0
1756,4.249793132008303e-06,0.0,4.184068710547503e-09,0.0
1757,3.8265629882516805e-06,0.0,7.229191975203061e-09,0.0
1758,3.7657611885931275e-06,0.0,7.229191975203061e-09,0.0
1759,4.325076328573882e-06,0.0,7.229191975203061e-09,0.0
1760,3.894333531206939e-06,0.0,1.2551925974792409e-08,0.0
1761,4.676256042200423e-06,0.0,1.9470127097877465e-08,0.0
1762,4.75925285822346e-06,0.0,3.020045521598799e-08,0.0
1763,4.770095042009156e-06,0.0,3.020045521598799e-08,0.0
1764,5.162618046077634e-06,0.0,2.715533195133243e-08,0.0
1765,5.307811047064856e-06,0.0,2.715533195133243e-08,0.0
1766,5.482818096425035e-06,0.0,2.715533195133243e-08,0.0
1767,5.572910887557165e-06,0.0,2.1832597951743082e-08,0.0
1768,5.8456535368480085e-06,2.682212547305036e-09,1.0730328118110525e-08,0.0
1769,6.332316680917367e-06,2.682212547305036e-09,0.0,0.0
1770,9.79469184260649e-06,2.682212547305036e-09,0.0,0.0
1771,1.1326450930937426e-05,2.682212547305036e-09,0.0,0.0
1772,1.3176299164894902e-05,2.682212547305036e-09,0.0,0.0
1773,1.3669923386519908e-05,2.682212547305036e-09,0.0,0.0
1774,1.4071498948656621e-05,2.682212547305036e-09,0.0,0.0
1775,1.3784978623984248e-05,2.8886891608895635e-09,0.0,0.0
1776,1.3871128430764657e-05,2.8886891608895635e-09,0.0,2.712369503602271e-09
1777,1.1128158348583383e-05,2.8886891608895635e-09,0.0,2.712369503602271e-09
1778,1.0068292340292828e-05,2.8886891608895635e-09,0.0,2.712369503602271e-09
1779,8.622925893827674e-06,2.8886891608895635e-09,0.0,2.712369503602271e-09
1780,7.882198588049505e-06,2.8886891608895635e-09,0.0,2.712369503602271e-09
1781,7.87819382302197e-06,2.8886891608895635e-09,0.0,6.537403253657561e-09
1782,8.92812944844731e-06,0.0,0.0,6.537403253657561e-09
1783,9.287162486413894e-06,0.0,0.0,3.825033750055289e-09
1784,9.44209042635131e-06,0.0,0.0,3.825033750055289e-09
1785,9.67459651032446e-06,0.0,0.0,3.825033750055289e-09
1786,1.0139983974763059e-05,0.0,0.0,3.825033750055289e-09
1787,1.0585264785082213e-05,0.0,1.2891416188511228e-09,8.98160022545978e-09
1788,1.0497823300933565e-05,0.0,1.2891416188511228e-09,6.46311854828647e-09
1789,9.1338951538741e-06,0.0,1.2891416188511228e-09,6.46311854828647e-09
1790,8.910064999716788e-06,1.1048484032422883e-09,3.4988384253356995e-09,7.567966951528758e-09
1791,9.404250249644974e-06,1.1048484032422883e-09,3.4988384253356995e-09,7.567966951528758e-09
1792,8.844162948662415e-06,1.1048484032422883e-09,4.587100477237982e-09,7.567966951528758e-09
1793,9.257054833662031e-06,1.1048484032422883e-09,4.587100477237982e-09,7.567966951528758e-09
1794,9.323662847496702e-06,1.1048484032422883e-09,3.297958858386859e-09,3.409386043326127e-09
1795,9.751948774854619e-06,1.1048484032422883e-09,3.297958858386859e-09,2.102833970444148e-09
1796,1.1072426722031586e-05,2.0530100159581774e-09,3.297958858386859e-09,3.050995583160037e-09
1797,1.1761519025250372e-05,1.5150852635973218e-09,1.0882620519022827e-09,3.0799944816806146e-09
1798,1.2115238275457938e-05,1.5150852635973218e-09,1.6669187300319015e-09,4.815964579510787e-09
1799,1.3404146687077758e-05,1.5150852635973218e-09,5.786566781296187e-10,7.2190429507250946e-09
1800,1.363970334620847e-05,1.5150852635973218e-09,1.4019844967500766e-09,8.454034742097098e-09
1801,1.5270252203793332e-05,1.5150852635973218e-09,1.4019844967500766e-09,8.84907061912291e-09
1802,1.595873865361292e-05,1.949212061599529e-09,1.8361112947522835e-09,9.283197417125116e-09
1803,1.6078930977008505e-05,1.0010504488836398e-09,2.5381112132651295e-09,8.335035804409228e-09
1804,1.725672921436074e-05,4.341267980022069e-10,2.5381112132651295e-09,8.116421154217131e-09
1805,1.729326140775811e-05,6.938042997260498e-10,2.4788095385831964e-09,6.8998060598346456e-09
1806,1.912821764043266e-05,6.938042997260498e-10,2.73735964054619e-09,4.7552777905833315e-09
1807,1.9185596361889372e-05,9.03025527370411e-10,2.1232530495700938e-09,4.147949698004741e-09
1808,1.7575724476565873e-05,9.03025527370411e-10,2.3586162388257647e-09,2.9902914430327397e-09
1809,1.6795491709282423e-05,4.68898729368204e-10,3.914662419620843e-09,2.737089459842983e-09
1810,1.653000604814484e-05,4.68898729368204e-10,3.6485378052120154e-09,3.3909024001386813e-09
1811,1.5479391290032902e-05,4.68898729368204e-10,3.882921746039309e-09,2.9444376302224994e-09
1812,1.5927017297404484e-05,2.092212276443612e-10,3.3635667425916236e-09,3.141207437020098e-09
1813,1.3655266879400837e-05,2.092212276443612e-10,3.4929754485649565e-09,3.2706161429934308e-09
1814,1.3539781061159114e-05,0.0,4.119586766953327e-09,2.6429524442000182e-09
1815,1.4516690628495002e-05,0.0,4.270504997247063e-09,2.407589254944347e-09
1816,1.594624323583308e-05,0.0,2.470504737292093e-09,2.2266644401318966e-09
1817,1.583179813938581e-05,0.0,2.377324575293065e-09,2.258241784046179e-09
1818,1.652221583624071e-05,0.0,2.8590800996549805e-09,1.7894739023915918e-09
1819,1.6805149243737105e-05,0.0,2.8590800996549805e-09,1.2236465333056605e-09
1820,1.7689430153820596e-05,0.0,3.3555028755571925e-09,9.830846612958665e-10
1821,1.84089952069501e-05,0.0,3.033887347696813e-09,1.3687474328552947e-09
1822,1.8361163581305717e-05,0.0,3.2714504597361074e-09,1.4935163344149365e-09
1823,1.8353681038466414e-05,1.4046276840064464e-10,4.6263681457198965e-09,1.9149046554771995e-09
1824,1.901641163775431e-05,2.74582785080619e-10,4.9542730870147776e-09,1.6318744213071413e-09
1825,1.8854649689663866e-05,2.74582785080619e-10,5.757535242218686e-09,1.7584912256499559e-09
1826,1.9241604344902692e-05,2.74582785080619e-10,6.231528214075053e-09,2.200684983450734e-09
1827,1.9704125276933026e-05,2.74582785080619e-10,6.079140904954475e-09,2.471570472094088e-09
1828,2.0400784965854007e-05,2.74582785080619e-10,5.8959118222544154e-09,2.5272249372574963e-09
1829,2.164546692386336e-05,2.74582785080619e-10,8.1533127551024e-09,3.105198788576148e-09
1830,2.2043623175704852e-05,1.3412001667997434e-10,7.275354160388556e-09,2.8744195515858652e-09
1831,2.261630470457021e-05,0.0,7.719490063046969e-09,2.4720595015459423e-09
1832,2.357250741624739e-05,0.0,7.051583063498259e-09,2.7711900076253316e-09
1833,2.3688762407151182e-05,0.0,7.072459665532652e-09,2.5086118579257086e-09
1834,2.38174366781355e-05,0.0,7.088007101886871e-09,2.17338962699947e-09
1835,2.3929286856270793e-05,0.0,7.259719587387232e-09,2.486122990014954e-09
1836,2.3771384024127785e-05,0.0,4.603657661433098e-09,1.7833802371366607e-09
1837,2.4342250201568406e-05,0.0,4.1688500746721906e-09,1.9025367947733685e-09
1838,2.4812133363281775e-05,0.0,3.970023088051278e-09,2.131514044632711e-09
1839,2.5420532308219534e-05,7.578143668141024e-11,3.800561373549069e-09,2.2362367830502147e-09
1840,2.5906896293495913e-05,7.578143668141024e-11,4.06155142851361e-09,1.981909699847303e-09
1841,2.6129287756962833e-05,7.578143668141024e-11,3.733875383485749e-09,2.3187151722479727e-09
1842,2.6594609672818998e-05,7.578143668141024e-11,4.143406586086331e-09,2.2944498206151867e-09
1843,2.6720225702904698e-05,7.578143668141024e-11,4.1149466374028924e-09,2.7534715301464577e-09
1844,2.682733325595369e-05,7.578143668141024e-11,4.149753842140415e-09,2.777620181479027e-09
1845,2.7267581182448858e-05,7.578143668141024e-11,3.901232511641492e-09,2.8823367660889078e-09
1846,2.7162543379485476e-05,0.0,4.132286608132014e-09,2.6127487157927884e-09
1847,2.7168756787432358e-05,0.0,3.921876188885319e-09,2.7795846100987985e-09
1848,2.757067834733919e-05,0.0,4.103574971888893e-09,2.57846964414808e-09
1849,2.8111513529438525e-05,0.0,3.836217787878127e-09,2.601037877144766e-09
1850,2.8315432116089922e-05,0.0,4.3990127413755835e-09,2.3793657044635097e-09
1851,2.863269401132129e-05,4.642859509549981e-11,4.921167410084795e-09,2.4168801721862518e-09
1852,2.901789490091947e-05,9.699016589870268e-11,5.062764873997594e-09,2.5888020457490566e-09
1853,2.960618413843414e-05,1.4524950686656268e-10,4.728789994499851e-09,2.8587728057820935e-09
1854,3.064253931890042e-05,1.4524950686656268e-10,4.839864953254391e-09,2.7173546666782654e-09
1855,3.14220324071357e-05,1.4524950686656268e-10,4.973324989927213e-09,2.866116209445023e-09
1856,3.1483361453865655e-05,1.4524950686656268e-10,4.924836221371314e-09,2.4119555638460864e-09
1857,3.228973218938336e-05,2.415179603928611e-10,5.079868018295233e-09,2.6078140678644145e-09
1858,3.2723075751813925e-05,1.9508936529736128e-10,5.385048660956824e-09,2.985230990975347e-09
1859,3.290926438889333e-05,1.4452779449415842e-10,5.002569247736233e-09,2.8451916140553077e-09
1860,3.328800916538707e-05,1.5726366240999467e-10,4.728433168819736e-09,3.717228596362381e-09
1861,3.324564905986855e-05,1.5726366240999467e-10,4.410829067071274e-09,4.12460500674529e-09
1862,3.3268819866602174e-05,1.5726366240999467e-10,3.954395953544219e-09,4.147120646891267e-09
1863,3.366988208394365e-05,1.5726366240999467e-10,3.7876512085485305e-09,4.135355105968788e-09
1864,3.395664316485636e-05,6.099520888369625e-11,3.4382423257690267e-09,4.361478765448266e-09
1865,3.4161749291732644e-05,1.936748618623442e-10,3.1398535200415675e-09,4.231804779613364e-09
1866,3.4477287304720706e-05,1.936748618623442e-10,3.4654213149869814e-09,4.397103887348359e-09
1867,3.4244243059739734e-05,1.7589211040050908e-10,3.4197200150996666e-09,3.3831262553312466e-09
1868,3.417742274385611e-05,1.7589211040050908e-10,3.708163696737797e-09,3.457298225484351e-09
1869,3.5126245035956216e-05,1.7589211040050908e-10,3.825431194037776e-09,3.5423009604938572e-09
1870,3.542413677288485e-05,1.7589211040050908e-10,3.860391324066776e-09,4.1006029048519716e-09
1871,3.558856821785282e-05,1.7589211040050908e-10,4.106771129513171e-09,4.009336101213583e-09
1872,3.597293107304722e-05,1.2511587797549494e-10,4.170679119524274e-09,4.045391767602626e-09
1873,3.6198161459261815e-05,1.2511587797549494e-10,4.003736913433491e-09,3.982621375543869e-09
1874,3.674065841810911e-05,8.190342055363381e-11,4.3405728852466805e-09,4.189819983021639e-09
1875,3.7679101036961325e-05,1.6213348124389475e-10,4.3149346001009854e-09,4.4897985646790465e-09
1876,3.7584350398641876e-05,2.0046546565590162e-10,4.3790595276911e-09,4.819739591559775e-09
1877,3.776997151102738e-05,2.0046546565590162e-10,4.438733571175492e-09,4.848802185161308e-09
1878,3.837106019740791e-05,2.7303618493108266e-10,3.881209829716324e-09,4.970159141391508e-09
1879,3.9199799565332274e-05,1.9113276437744886e-10,3.4052758708063332e-09,5.292518550399044e-09
1880,4.0054189802114184e-05,1.9113276437744886e-10,3.4778782393678806e-09,6.0412207300178775e-09
1881,4.0729673595965975e-05,1.9113276437744886e-10,3.2289890761205697e-09,6.139553119867612e-09
1882,4.149412935865777e-05,1.4331228267597647e-10,3.243045641556007e-09,6.164490632240163e-09
1883,4.1747650227210086e-05,1.0498029826396963e-10,3.5861275219214608e-09,5.9377263106341616e-09
1884,4.2108075701565084e-05,1.6600211284943456e-10,3.6110487298758797e-09,5.796196221398629e-09
1885,4.2365082273525854e-05,9.343139357425351e-11,3.87947020539871e-09,5.977472675563636e-09
1886,4.236339113309181e-05,1.2102000948984885e-10,3.964424725008289e-09,5.744778557621138e-09
1887,4.302368584571273e-05,1.486539780160001e-10,3.997540267062862e-09,5.163552633088589e-09
1888,4.3390642531448975e-05,1.486539780160001e-10,4.460403982672492e-09,5.279194795601175e-09
1889,4.332716655751158e-05,1.1624439902721154e-10,4.420381648019754e-09,5.313878797303622e-09
1890,4.470516588688562e-05,1.4154008917291857e-10,4.097934087304062e-09,5.671612005439133e-09
1891,4.565261822010923e-05,1.0612332639643135e-10,4.086443849971033e-09,6.014762402425536e-09
1892,4.638510914186814e-05,1.285949085312004e-10,4.283115481332597e-09,5.683382082415684e-09
1893,4.7165432728693956e-05,1.2406796621812687e-10,4.43677415441966e-09,5.791771379952999e-09
1894,4.755359363376296e-05,1.1852577054747926e-10,4.541228758116387e-09,5.84103502073877e-09
1895,4.8168807032717655e-05,2.24381808768191e-10,4.218081281085315e-09,5.814284419005032e-09
1896,4.813889713009952e-05,2.24381808768191e-10,4.243114780168509e-09,5.879914396647987e-09
1897,4.774916046049579e-05,1.9908611862248397e-10,4.208338788558308e-09,5.724197560397215e-09
1898,4.762026323338172e-05,1.9151923499486197e-10,4.3200067967319455e-09,5.5687320151979034e-09
1899,4.810057050365556e-05,1.6904765286009293e-10,4.038049926182095e-09,5.77618416589384e-09
1900,4.8988975322572514e-05,1.6405658379411595e-10,4.1382089818345744e-09,5.736079420972016e-09
1901,4.962552702636458e-05,1.9337486968838491e-10,3.719912282968656e-09,6.147982440601092e-09
1902,5.089298117257256e-05,1.0473712175329553e-10,3.8872695221467015e-09,6.690456062179757e-09
1903,5.177196206724537e-05,1.0473712175329553e-10,3.6849549443575468e-09,6.495570303854947e-09
1904,5.273857043773335e-05,1.5229834258802454e-10,4.04765354566905e-09,6.508033604088073e-09
1905,5.4279918653524616e-05,1.3426017440666881e-10,4.175869459745383e-09,6.8840702662141345e-09
1906,5.487319140229374e-05,1.3426017440666881e-10,4.281760247946766e-09,7.626738796062682e-09
1907,5.542623590112531e-05,1.308397438012524e-10,4.042391786386799e-09,8.13207729726579e-09
1908,5.559954141582628e-05,9.315413916434677e-11,4.200638345100824e-09,8.009765549234414e-09
1909,5.534563440180916e-05,8.971685795071999e-11,4.0424596368739324e-09,7.758875954420676e-09
1910,5.6118024596279224e-05,1.0349074771757013e-10,4.484188290529037e-09,7.979021253236494e-09
1911,5.638781606519062e-05,1.2581918443618382e-10,4.318632404068776e-09,8.108877759736645e-09
1912,5.667466809557352e-05,1.834756156528426e-10,4.290575989734131e-09,7.951609022021394e-09
1913,5.748717688090567e-05,2.2636937166023837e-10,4.390957787846008e-09,7.577408034364908e-09
1914,5.777926344308071e-05,4.1635004967486925e-10,4.799107873003956e-09,7.3843620741951915e-09
