ngram,breast,brest,brest,breast
1557,2.1633329327284756e-06,0.0,0.0,2.1633329327284756e-06
1558,2.1633329327284756e-06,0.0,0.0,2.1633329327284756e-06
1559,0.0,0.0,0.0,0.0
1560,6.281663705262222e-06,0.0,0.0,6.281663705262222e-06
1561,6.281663705262222e-06,0.0,0.0,6.281663705262222e-06
1562,6.281663705262222e-06,0.0,0.0,6.281663705262222e-06
1563,6.281663705262222e-06,0.0,0.0,6.281663705262222e-06
1564,3.172825069798689e-05,0.0,0.0,3.172825069798689e-05
1565,3.27400513404947e-05,0.0,0.0,3.27400513404947e-05
1566,3.27400513404947e-05,0.0,0.0,3.27400513404947e-05
1567,2.6458387635232483e-05,0.0,0.0,2.6458387635232483e-05
1568,2.6458387635232483e-05,0.0,0.0,2.6458387635232483e-05
1569,2.6458387635232483e-05,0.0,0.0,2.6458387635232483e-05
1570,2.6458387635232483e-05,0.0,0.0,2.6458387635232483e-05
1571,1.011800642507816e-06,0.0,0.0,1.011800642507816e-06
1572,1.0399215430619993e-05,0.0,0.0,1.0399215430619993e-05
1573,1.5432852835926625e-05,0.0,0.0,1.5432852835926625e-05
1574,1.5432852835926625e-05,0.0,0.0,1.5432852835926625e-05
1575,2.0461971351843594e-05,1.885919482447207e-05,1.885919482447207e-05,2.0461971351843594e-05
1576,2.2264693143370096e-05,1.9760555720235322e-05,1.9760555720235322e-05,2.2264693143370096e-05
1577,2.2264693143370096e-05,1.9760555720235322e-05,1.9760555720235322e-05,2.2264693143370096e-05
1578,2.4673824295210318e-05,1.9760555720235322e-05,1.9760555720235322e-05,2.4673824295210318e-05
1579,1.6214873280010318e-05,1.9760555720235322e-05,1.9760555720235322e-05,1.6214873280010318e-05
1580,1.1181235874703685e-05,1.9760555720235322e-05,1.9760555720235322e-05,1.1181235874703685e-05
1581,1.1774543249235389e-05,2.0947170469298726e-05,2.0947170469298726e-05,1.1774543249235389e-05
1582,9.259313044042625e-06,4.182882483811616e-06,4.182882483811616e-06,9.259313044042625e-06
1583,9.138770305331231e-06,4.963700640863473e-06,4.963700640863473e-06,9.138770305331231e-06
1584,3.2515671656645804e-05,1.575303940626327e-05,1.575303940626327e-05,3.2515671656645804e-05
1585,3.1616285208916194e-05,1.896124688625735e-05,1.896124688625735e-05,3.1616285208916194e-05
1586,3.470827784570117e-05,1.896124688625735e-05,1.896124688625735e-05,3.470827784570117e-05
1587,4.093771004980746e-05,2.7267156318495317e-05,2.7267156318495317e-05,4.093771004980746e-05
1588,4.10139084903806e-05,2.608054156943191e-05,2.608054156943191e-05,4.10139084903806e-05
1589,3.9807105427566315e-05,2.790689073403233e-05,2.790689073403233e-05,3.9807105427566315e-05
1590,5.684317342716635e-05,3.298407838363866e-05,3.298407838363866e-05,5.684317342716635e-05
1591,3.959654181276814e-05,2.6192741643171757e-05,2.6192741643171757e-05,3.959654181276814e-05
1592,3.868376890230658e-05,2.477544954412484e-05,2.477544954412484e-05,3.868376890230658e-05
1593,4.012653672751705e-05,3.906516004852685e-05,3.906516004852685e-05,4.012653672751705e-05
1594,3.624394672182721e-05,3.142977694941302e-05,3.142977694941302e-05,3.624394672182721e-05
1595,4.684436810618665e-05,3.5036153674030045e-05,3.5036153674030045e-05,4.684436810618665e-05
1596,4.70102104372927e-05,3.3008661700608043e-05,3.3008661700608043e-05,4.70102104372927e-05
1597,3.0350018927752638e-05,3.0244344023750663e-05,3.0244344023750663e-05,3.0350018927752638e-05
1598,2.426398310717559e-05,2.6290575915157077e-05,2.6290575915157077e-05,2.426398310717559e-05
1599,2.484612286122813e-05,2.9334017775844196e-05,2.9334017775844196e-05,2.484612286122813e-05
1600,2.018170145642476e-05,1.9837080856177636e-05,1.9837080856177636e-05,2.018170145642476e-05
1601,1.9788097875204714e-05,1.9166554523053492e-05,1.9166554523053492e-05,1.9788097875204714e-05
1602,1.091938714483019e-05,1.556017779843647e-05,1.556017779843647e-05,1.091938714483019e-05
1603,9.44645956581423e-06,1.61390744243103e-05,1.61390744243103e-05,9.44645956581423e-06
1604,9.091107252905723e-06,1.333591768570841e-05,1.333591768570841e-05,9.091107252905723e-06
1605,1.0620989866895667e-05,1.4416052701043164e-05,1.4416052701043164e-05,1.0620989866895667e-05
1606,1.2565002569837297e-05,1.1183297569264791e-05,1.1183297569264791e-05,1.2565002569837297e-05
1607,1.5233381418511271e-05,9.376512285338581e-06,9.376512285338581e-06,1.5233381418511271e-05
1608,1.3879175574922037e-05,9.576189881954633e-06,9.576189881954633e-06,1.3879175574922037e-05
1609,1.2798676899754874e-05,1.0330885792037797e-05,1.0330885792037797e-05,1.2798676899754874e-05
1610,1.5602538626678453e-05,1.2956155501342437e-05,1.2956155501342437e-05,1.5602538626678453e-05
1611,1.4411896797485366e-05,1.1866675492910872e-05,1.1866675492910872e-05,1.4411896797485366e-05
1612,1.3913783180084596e-05,1.1549308745933168e-05,1.1549308745933168e-05,1.3913783180084596e-05
1613,1.3187816193749313e-05,1.0746759057513242e-05,1.0746759057513242e-05,1.3187816193749313e-05
1614,1.6949077787233235e-05,7.760770756704005e-06,7.760770756704005e-06,1.6949077787233235e-05
1615,1.7492874738828895e-05,7.5610931600879534e-06,7.5610931600879534e-06,1.7492874738828895e-05
1616,1.797427963927995e-05,8.248095379518158e-06,8.248095379518158e-06,1.797427963927995e-05
1617,1.776478585010669e-05,5.991615637412906e-06,5.991615637412906e-06,1.776478585010669e-05
1618,1.784358729699826e-05,6.38158904361522e-06,6.38158904361522e-06,1.784358729699826e-05
1619,2.6220482530853978e-05,6.249793841561768e-06,6.249793841561768e-06,2.6220482530853978e-05
1620,2.442775874962016e-05,6.558869504910295e-06,6.558869504910295e-06,2.442775874962016e-05
1621,1.8150112802166924e-05,7.450959466431024e-06,7.450959466431024e-06,1.8150112802166924e-05
1622,1.7781115600103347e-05,7.450959466431024e-06,7.450959466431024e-06,1.7781115600103347e-05
1623,1.678723551127145e-05,6.009261336917657e-06,6.009261336917657e-06,1.678723551127145e-05
1624,1.4790196343840631e-05,3.615807275179707e-06,3.615807275179707e-06,1.4790196343840631e-05
1625,1.5445303818393897e-05,3.954068493580312e-06,3.954068493580312e-06,1.5445303818393897e-05
1626,7.3701365701189e-06,3.738105143773802e-06,3.738105143773802e-06,7.3701365701189e-06
1627,7.085245767614522e-06,3.109291096084884e-06,3.109291096084884e-06,7.085245767614522e-06
1628,5.908787345885815e-06,2.8723173792449027e-06,2.8723173792449027e-06,5.908787345885815e-06
1629,5.547601533960135e-06,3.0373760669785303e-06,3.0373760669785303e-06,5.547601533960135e-06
1630,7.068081913530477e-06,3.0373760669785303e-06,3.0373760669785303e-06,7.068081913530477e-06
1631,7.604352796468967e-06,3.0428193927686413e-06,3.0428193927686413e-06,7.604352796468967e-06
1632,6.999765413898526e-06,2.487050892341358e-06,2.487050892341358e-06,6.999765413898526e-06
1633,6.444591268258851e-06,2.987456826174041e-06,2.987456826174041e-06,6.444591268258851e-06
1634,6.988975720949904e-06,2.8783972701213704e-06,2.8783972701213704e-06,6.988975720949904e-06
1635,9.001706335506501e-06,2.634879608974318e-06,2.634879608974318e-06,9.001706335506501e-06
1636,1.0499636573513271e-05,2.4698209212406904e-06,2.4698209212406904e-06,1.0499636573513271e-05
1637,1.0292557232917585e-05,4.079343690526522e-06,4.079343690526522e-06,1.0292557232917585e-05
1638,1.0370988288091862e-05,4.29925418237482e-06,4.29925418237482e-06,1.0370988288091862e-05
1639,1.043043740927325e-05,4.569467396972218e-06,4.569467396972218e-06,1.043043740927325e-05
1640,1.0327537048786845e-05,4.021050049881783e-06,4.021050049881783e-06,1.0327537048786845e-05
1641,9.762220348160813e-06,4.1285722675508755e-06,4.1285722675508755e-06,9.762220348160813e-06
1642,8.906447159720951e-06,4.47262254965608e-06,4.47262254965608e-06,8.906447159720951e-06
1643,7.808772222363456e-06,4.653267442985712e-06,4.653267442985712e-06,7.808772222363456e-06
1644,6.787066143130817e-06,3.227067606660837e-06,3.227067606660837e-06,6.787066143130817e-06
1645,6.753839313335318e-06,2.7501845514572258e-06,2.7501845514572258e-06,6.753839313335318e-06
1646,6.657437682276525e-06,2.5073081490388305e-06,2.5073081490388305e-06,6.657437682276525e-06
1647,9.05914787706154e-06,3.968895855775502e-06,3.968895855775502e-06,9.05914787706154e-06
1648,1.0090165298087023e-05,3.949611514794274e-06,3.949611514794274e-06,1.0090165298087023e-05
1649,8.616434960068936e-06,3.506873749107139e-06,3.506873749107139e-06,8.616434960068936e-06
1650,1.0526581393475811e-05,4.028951041488783e-06,4.028951041488783e-06,1.0526581393475811e-05
1651,1.0716646296974172e-05,4.3616290830479036e-06,4.3616290830479036e-06,1.0716646296974172e-05
1652,1.0873955878715996e-05,4.833218489303752e-06,4.833218489303752e-06,1.0873955878715996e-05
1653,1.1475537901008335e-05,5.209385303065314e-06,5.209385303065314e-06,1.1475537901008335e-05
1654,9.557183732665311e-06,4.249195496543377e-06,4.249195496543377e-06,9.557183732665311e-06
1655,1.008685330816661e-05,4.313630532643791e-06,4.313630532643791e-06,1.008685330816661e-05
1656,1.0704862623762373e-05,4.544407407333243e-06,4.544407407333243e-06,1.0704862623762373e-05
1657,1.020616874874187e-05,4.175338420152132e-06,4.175338420152132e-06,1.020616874874187e-05
1658,1.014932584959232e-05,4.4099563508228e-06,4.4099563508228e-06,1.014932584959232e-05
1659,1.1611757469966375e-05,4.44957770793865e-06,4.44957770793865e-06,1.1611757469966375e-05
1660,1.1287667803117074e-05,3.851370479424077e-06,3.851370479424077e-06,1.1287667803117074e-05
1661,1.1025251101922809e-05,3.2074819955596467e-06,3.2074819955596467e-06,1.1025251101922809e-05
1662,1.1520745634438104e-05,2.887553900369052e-06,2.887553900369052e-06,1.1520745634438104e-05
1663,1.1484489342754906e-05,2.4752558829277405e-06,2.4752558829277405e-06,1.1484489342754906e-05
1664,1.2679494180442166e-05,2.6525414438895367e-06,2.6525414438895367e-06,1.2679494180442166e-05
1665,1.2813174700048486e-05,1.9901057726201543e-06,1.9901057726201543e-06,1.2813174700048486e-05
1666,1.3170553107296915e-05,1.362324480526565e-06,1.362324480526565e-06,1.3170553107296915e-05
1667,1.3067485919496643e-05,1.4119589439230497e-06,1.4119589439230497e-06,1.3067485919496643e-05
1668,1.457707022772021e-05,1.1432173079940964e-06,1.1432173079940964e-06,1.457707022772021e-05
1669,1.2791406009325459e-05,1.3595752972962925e-06,1.3595752972962925e-06,1.2791406009325459e-05
1670,1.2899761389105282e-05,1.460080341075809e-06,1.460080341075809e-06,1.2899761389105282e-05
1671,1.030171603945616e-05,1.3402435001808044e-06,1.3402435001808044e-06,1.030171603945616e-05
1672,1.0287909000388546e-05,1.5472674996479846e-06,1.5472674996479846e-06,1.0287909000388546e-05
1673,8.39387186195901e-06,1.6158279306312449e-06,1.6158279306312449e-06,8.39387186195901e-06
1674,1.0347580363096703e-05,1.6161407643267012e-06,1.6161407643267012e-06,1.0347580363096703e-05
1675,9.441732865005698e-06,1.95932575966903e-06,1.95932575966903e-06,9.441732865005698e-06
1676,1.0246893452858785e-05,1.5399684717262322e-06,1.5399684717262322e-06,1.0246893452858785e-05
1677,1.0162176749872742e-05,1.3416596686965931e-06,1.3416596686965931e-06,1.0162176749872742e-05
1678,1.0057931246722416e-05,9.70476321526803e-07,9.70476321526803e-07,1.0057931246722416e-05
1679,1.1842658815502155e-05,6.752690881382608e-07,6.752690881382608e-07,1.1842658815502155e-05
1680,1.1160034188963306e-05,5.268118619434452e-07,5.268118619434452e-07,1.1160034188963306e-05
1681,1.0239913730661751e-05,5.085689979620968e-07,5.085689979620968e-07,1.0239913730661751e-05
1682,9.542344612002904e-06,2.8635020044021076e-07,2.8635020044021076e-07,9.542344612002904e-06
1683,9.271417703920243e-06,5.070224915471044e-07,5.070224915471044e-07,9.271417703920243e-06
1684,9.33630092601691e-06,5.026578731661045e-07,5.026578731661045e-07,9.33630092601691e-06
1685,9.69014146383935e-06,5.029451334134397e-07,5.029451334134397e-07,9.69014146383935e-06
1686,7.989099620837286e-06,5.305743400185747e-07,5.305743400185747e-07,7.989099620837286e-06
1687,8.151439487846801e-06,6.1297451939676e-07,6.1297451939676e-07,8.151439487846801e-06
1688,6.944686382277203e-06,5.010952861539408e-07,5.010952861539408e-07,6.944686382277203e-06
1689,6.760917520815772e-06,4.432714279443774e-07,4.432714279443774e-07,6.760917520815772e-06
1690,6.218353973963531e-06,2.2259913683748372e-07,2.2259913683748372e-07,6.218353973963531e-06
1691,5.739295829698676e-06,3.6463992460409956e-07,3.6463992460409956e-07,5.739295829698676e-06
1692,5.449432202502587e-06,3.9177018200981753e-07,3.9177018200981753e-07,5.449432202502587e-06
1693,4.294874185818896e-06,4.5819455911961473e-07,4.5819455911961473e-07,4.294874185818896e-06
1694,3.7727425511288208e-06,3.757943797414295e-07,3.757943797414295e-07,3.7727425511288208e-06
1695,3.818337794265452e-06,4.533283970431512e-07,4.533283970431512e-07,3.818337794265452e-06
1696,4.052862176909652e-06,4.059320031858858e-07,4.059320031858858e-07,4.052862176909652e-06
1697,4.7337199800624925e-06,4.132790780074304e-07,4.132790780074304e-07,4.7337199800624925e-06
1698,4.487987374497087e-06,2.5238798124454273e-07,2.5238798124454273e-07,4.487987374497087e-06
1699,4.478044778417305e-06,2.311909729054865e-07,2.311909729054865e-07,4.478044778417305e-06
1700,5.170722991871506e-06,1.7613094728728485e-07,1.7613094728728485e-07,5.170722991871506e-06
1701,5.337923409699995e-06,1.8579770661680023e-07,1.8579770661680023e-07,5.337923409699995e-06
1702,5.345821396726283e-06,1.6818948722630012e-07,1.6818948722630012e-07,5.345821396726283e-06
1703,4.746415145616213e-06,1.5244354147268625e-07,1.5244354147268625e-07,4.746415145616213e-06
1704,3.998480159290401e-06,1.7108176564306632e-07,1.7108176564306632e-07,3.998480159290401e-06
1705,4.563514461811532e-06,1.9734171376382748e-07,1.9734171376382748e-07,4.563514461811532e-06
1706,5.121457499106847e-06,2.0442878069713644e-07,2.0442878069713644e-07,5.121457499106847e-06
1707,4.43827739867889e-06,2.0189258163684697e-07,2.0189258163684697e-07,4.43827739867889e-06
1708,4.572483866078463e-06,2.018716896502935e-07,2.018716896502935e-07,4.572483866078463e-06
1709,4.334175660655351e-06,1.4194589173907195e-07,1.4194589173907195e-07,4.334175660655351e-06
1710,5.241114617352391e-06,1.9359096370408224e-07,1.9359096370408224e-07,5.241114617352391e-06
1711,5.34831831698414e-06,1.6760566471215759e-07,1.6760566471215759e-07,5.34831831698414e-06
1712,5.17232628486194e-06,7.82779610273922e-07,7.82779610273922e-07,5.17232628486194e-06
1713,4.557269383959854e-06,7.820075081456577e-07,7.820075081456577e-07,4.557269383959854e-06
1714,5.720495274934885e-06,7.742649797494648e-07,7.742649797494648e-07,5.720495274934885e-06
1715,6.875326692222318e-06,9.004873565540297e-07,9.004873565540297e-07,6.875326692222318e-06
1716,7.162847785886177e-06,9.004873565540297e-07,9.004873565540297e-07,7.162847785886177e-06
1717,9.740291846225904e-06,8.564836900656506e-07,8.564836900656506e-07,9.740291846225904e-06
1718,1.0811586889758473e-05,8.642254465079142e-07,8.642254465079142e-07,1.0811586889758473e-05
1719,1.0758369106562376e-05,2.1242028225287868e-07,2.1242028225287868e-07,1.0758369106562376e-05
1720,1.1530405182773912e-05,1.799662367066698e-07,1.799662367066698e-07,1.1530405182773912e-05
1721,1.1214327969355509e-05,2.5637210297548207e-07,2.5637210297548207e-07,1.1214327969355509e-05
1722,1.1122774984479683e-05,2.4414524598829044e-07,2.4414524598829044e-07,1.1122774984479683e-05
1723,1.2557164479533509e-05,2.688459507079902e-07,2.688459507079902e-07,1.2557164479533509e-05
1724,9.901885342904798e-06,2.8468822423276053e-07,2.8468822423276053e-07,9.901885342904798e-06
1725,9.53113853289064e-06,2.7694646779049694e-07,2.7694646779049694e-07,9.53113853289064e-06
1726,1.023042529725769e-05,2.833339658130691e-07,2.833339658130691e-07,1.023042529725769e-05
1727,9.668166837530276e-06,2.833339658130691e-07,2.833339658130691e-07,9.668166837530276e-06
1728,9.501293269360239e-06,2.041315089026544e-07,2.041315089026544e-07,9.501293269360239e-06
1729,9.00037405569622e-06,8.686209846635912e-08,8.686209846635912e-08,9.00037405569622e-06
1730,9.050695617978427e-06,6.216139374665935e-08,6.216139374665935e-08,9.050695617978427e-06
1731,8.411150832086736e-06,4.564445431144902e-08,4.564445431144902e-08,8.411150832086736e-06
1732,9.162474010996188e-06,4.564445431144902e-08,4.564445431144902e-08,9.162474010996188e-06
1733,9.096391555171327e-06,6.735603465455955e-08,6.735603465455955e-08,9.096391555171327e-06
1734,1.0123759498778132e-05,9.316469272237424e-08,9.316469272237424e-08,1.0123759498778132e-05
1735,1.019300062970225e-05,1.70717269400354e-07,1.70717269400354e-07,1.019300062970225e-05
1736,1.0669752620222945e-05,1.64345292676314e-07,1.64345292676314e-07,1.0669752620222945e-05
1737,9.805597528611543e-06,2.3356157490590184e-07,2.3356157490590184e-07,9.805597528611543e-06
1738,1.012522274582547e-05,2.375784678828755e-07,2.375784678828755e-07,1.012522274582547e-05
1739,8.8672324117007e-06,2.5696396578821024e-07,2.5696396578821024e-07,8.8672324117007e-06
1740,9.167990486145885e-06,2.5132672273489985e-07,2.5132672273489985e-07,9.167990486145885e-06
1741,9.040850662651273e-06,3.3246237965808436e-07,3.3246237965808436e-07,9.040850662651273e-06
1742,1.1290399665345571e-05,2.3536893526251594e-07,2.3536893526251594e-07,1.1290399665345571e-05
1743,1.1974526387348305e-05,2.450003288499504e-07,2.450003288499504e-07,1.1974526387348305e-05
1744,1.3716847206524108e-05,1.8471216733928486e-07,1.8471216733928486e-07,1.3716847206524108e-05
1745,1.4941877712512256e-05,1.7372853479612006e-07,1.7372853479612006e-07,1.4941877712512256e-05
1746,1.7118924655993135e-05,1.6927696831560623e-07,1.6927696831560623e-07,1.7118924655993135e-05
1747,1.8595242311546046e-05,1.8424749878168507e-07,1.8424749878168507e-07,1.8595242311546046e-05
1748,1.9391854428769356e-05,8.822237924326665e-08,8.822237924326665e-08,1.9391854428769356e-05
1749,2.00009360144447e-05,8.68002873387143e-08,8.68002873387143e-08,2.00009360144447e-05
1750,2.1223788020766472e-05,9.036381953819728e-08,9.036381953819728e-08,2.1223788020766472e-05
1751,2.1746637295499177e-05,1.1712708466607832e-07,1.1712708466607832e-07,2.1746637295499177e-05
1752,2.4135311053084608e-05,1.1712708466607832e-07,1.1712708466607832e-07,2.4135311053084608e-05
1753,2.6333633026557175e-05,1.1225185809442856e-07,1.1225185809442856e-07,2.6333633026557175e-05
1754,2.766218364870708e-05,8.737169870138522e-08,8.737169870138522e-08,2.766218364870708e-05
1755,3.241295442941399e-05,3.962770622121882e-07,3.962770622121882e-07,3.241295442941399e-05
1756,3.298136159303665e-05,4.1864101721752635e-07,4.1864101721752635e-07,3.298136159303665e-05
1757,3.694754065821014e-05,4.2371683101854227e-07,4.2371683101854227e-07,3.694754065821014e-05
1758,3.7253436987936895e-05,3.9424061475707664e-07,3.9424061475707664e-07,3.7253436987936895e-05
1759,3.7852336650498076e-05,4.1511338417470664e-07,4.1511338417470664e-07,3.7852336650498076e-05
1760,3.791174848239669e-05,4.2900698155839176e-07,4.2900698155839176e-07,3.791174848239669e-05
1761,4.064704444317613e-05,4.2478147729444314e-07,4.2478147729444314e-07,4.064704444317613e-05
1762,4.0285253687345956e-05,1.6397372095054508e-07,1.6397372095054508e-07,4.0285253687345956e-05
1763,4.148871266806964e-05,2.5871749339704107e-07,2.5871749339704107e-07,4.148871266806964e-05
1764,4.08489798116664e-05,3.050923866559125e-07,3.050923866559125e-07,4.08489798116664e-05
1765,4.367789421978939e-05,3.0477203389572036e-07,3.0477203389572036e-07,4.367789421978939e-05
1766,4.48104968069986e-05,3.2131083774597104e-07,3.2131083774597104e-07,4.48104968069986e-05
1767,4.623548582977881e-05,3.150255492658159e-07,3.150255492658159e-07,4.623548582977881e-05
1768,4.5343387942661396e-05,3.120632722389668e-07,3.120632722389668e-07,4.5343387942661396e-05
1769,4.459386452383894e-05,2.6827776723946174e-07,2.6827776723946174e-07,4.459386452383894e-05
1770,4.577201460571294e-05,1.8080981841909045e-07,1.8080981841909045e-07,4.577201460571294e-05
1771,4.569974147930874e-05,1.4249062425213716e-07,1.4249062425213716e-07,4.569974147930874e-05
1772,4.537121484255684e-05,2.657638203475342e-07,2.657638203475342e-07,4.537121484255684e-05
1773,4.559769045694598e-05,2.4911377392657285e-07,2.4911377392657285e-07,4.559769045694598e-05
1774,4.502564115682617e-05,2.421366127285702e-07,2.421366127285702e-07,4.502564115682617e-05
1775,4.386369047486889e-05,2.685477684037453e-07,2.685477684037453e-07,4.386369047486889e-05
1776,5.2925802135307875e-05,2.885772758531857e-07,2.885772758531857e-07,5.2925802135307875e-05
1777,5.25073628523387e-05,4.3490133906841167e-07,4.3490133906841167e-07,5.25073628523387e-05
1778,5.250268493130404e-05,5.003526441425623e-07,5.003526441425623e-07,5.250268493130404e-05
1779,5.24270799360238e-05,4.0448654508346795e-07,4.0448654508346795e-07,5.24270799360238e-05
1780,5.2061900143079196e-05,4.0486728027287556e-07,4.0486728027287556e-07,5.2061900143079196e-05
1781,5.272290893896882e-05,4.247776977146194e-07,4.247776977146194e-07,5.272290893896882e-05
1782,5.4276899650825984e-05,4.08109051314958e-07,4.08109051314958e-07,5.4276899650825984e-05
1783,4.5178426911921375e-05,3.8372124119437754e-07,3.8372124119437754e-07,4.5178426911921375e-05
1784,4.424645989534578e-05,3.17650698126012e-07,3.17650698126012e-07,4.424645989534578e-05
1785,4.324035191010418e-05,3.2943278784257147e-07,3.2943278784257147e-07,4.324035191010418e-05
1786,4.3794274720962024e-05,3.148922514485873e-07,3.148922514485873e-07,4.3794274720962024e-05
1787,4.5202063899653566e-05,3.530505056557688e-07,3.530505056557688e-07,4.5202063899653566e-05
1788,4.520687070908025e-05,3.2898299601973644e-07,3.2898299601973644e-07,4.520687070908025e-05
1789,4.530537885979616e-05,3.81352383068848e-07,3.81352383068848e-07,4.530537885979616e-05
1790,4.555498318430702e-05,4.964321098961071e-07,4.964321098961071e-07,4.555498318430702e-05
1791,4.5729741291974536e-05,4.3696780746163964e-07,4.3696780746163964e-07,4.5729741291974536e-05
1792,4.7758018938891056e-05,4.0958631635541156e-07,4.0958631635541156e-07,4.7758018938891056e-05
1793,4.719082166307739e-05,4.075873150100051e-07,4.075873150100051e-07,4.719082166307739e-05
1794,4.7546534915454686e-05,3.532767267293886e-07,3.532767267293886e-07,4.7546534915454686e-05
1795,4.719657798497272e-05,4.0336683682085095e-07,4.0336683682085095e-07,4.719657798497272e-05
1796,4.70635542504689e-05,3.3968316185247917e-07,3.3968316185247917e-07,4.70635542504689e-05
1797,4.881064056202636e-05,3.214459334900864e-07,3.214459334900864e-07,4.881064056202636e-05
1798,5.038414175422596e-05,2.9441583418840113e-07,2.9441583418840113e-07,5.038414175422596e-05
1799,5.0710842125616704e-05,2.2184210938088915e-07,2.2184210938088915e-07,5.0710842125616704e-05
1800,5.0899076346208206e-05,2.2689792038883233e-07,2.2689792038883233e-07,5.0899076346208206e-05
1801,5.13108830741008e-05,2.980598295161079e-07,2.980598295161079e-07,5.13108830741008e-05
1802,5.193146041295092e-05,4.719582819794661e-07,4.719582819794661e-07,5.193146041295092e-05
1803,5.343497520828221e-05,5.253786299976224e-07,5.253786299976224e-07,5.343497520828221e-05
1804,5.287874020203682e-05,4.850852740442438e-07,4.850852740442438e-07,5.287874020203682e-05
