ngram,breast,brest,brest,breast
1805,5.342450666440917e-05,5.374907992968961e-07,5.374907992968961e-07,5.342450666440917e-05
1806,5.215930078910398e-05,6.16105111816978e-07,6.16105111816978e-07,5.215930078910398e-05
1807,5.457926766082112e-05,1.1575104882207858e-06,1.1575104882207858e-06,5.457926766082112e-05
1808,5.3162264001522476e-05,1.1249008399058117e-06,1.1249008399058117e-06,5.3162264001522476e-05
1809,5.177856707762528e-05,9.868320976888105e-07,9.868320976888105e-07,5.177856707762528e-05
1810,4.975376681873708e-05,1.021152915622484e-06,1.021152915622484e-06,4.975376681873708e-05
1811,4.822953061583186e-05,1.0327181679973104e-06,1.0327181679973104e-06,4.822953061583186e-05
1812,4.712899161469457e-05,1.1429250678572446e-06,1.1429250678572446e-06,4.712899161469457e-05
1813,4.602972642585103e-05,1.0971742645844124e-06,1.0971742645844124e-06,4.602972642585103e-05
1814,4.317939601605758e-05,5.841006530512718e-07,5.841006530512718e-07,4.317939601605758e-05
1815,4.205105610058776e-05,5.589068316729546e-07,5.589068316729546e-07,4.205105610058776e-05
1816,4.290410392318985e-05,5.160893315243291e-07,5.160893315243291e-07,4.290410392318985e-05
1817,4.31396188754921e-05,4.562548200835538e-07,4.562548200835538e-07,4.31396188754921e-05
1818,4.411866029840894e-05,5.332067932580944e-07,5.332067932580944e-07,4.411866029840894e-05
1819,4.5472532552334345e-05,5.050123275753191e-07,5.050123275753191e-07,4.5472532552334345e-05
1820,4.641381955090245e-05,5.285347555172848e-07,5.285347555172848e-07,4.641381955090245e-05
1821,4.68733066684633e-05,5.280067451199752e-07,5.280067451199752e-07,4.68733066684633e-05
1822,4.775033864591803e-05,6.258182289846965e-07,6.258182289846965e-07,4.775033864591803e-05
1823,4.7428902949572406e-05,5.968311752115239e-07,5.968311752115239e-07,4.7428902949572406e-05
1824,4.7080634560968194e-05,5.959794780859998e-07,5.959794780859998e-07,4.7080634560968194e-05
1825,4.6133354252171035e-05,4.891674336704455e-07,4.891674336704455e-07,4.6133354252171035e-05
1826,4.423640140365543e-05,3.4819897263917353e-07,3.4819897263917353e-07,4.423640140365543e-05
1827,4.308128232618661e-05,3.1874303577491704e-07,3.1874303577491704e-07,4.308128232618661e-05
1828,4.250179491854007e-05,3.3079517639375157e-07,3.3079517639375157e-07,4.250179491854007e-05
1829,3.9942148370235895e-05,2.317822500279882e-07,2.317822500279882e-07,3.9942148370235895e-05
1830,3.9222878902884463e-05,2.2971860857978754e-07,2.2971860857978754e-07,3.9222878902884463e-05
1831,3.8497727863224486e-05,2.20143882805652e-07,2.20143882805652e-07,3.8497727863224486e-05
1832,3.821821727407431e-05,1.843850288959662e-07,1.843850288959662e-07,3.821821727407431e-05
1833,3.732704447299641e-05,1.8303596200602052e-07,1.8303596200602052e-07,3.732704447299641e-05
1834,3.718518824566023e-05,1.6645545640260805e-07,1.6645545640260805e-07,3.718518824566023e-05
1835,3.628851586004852e-05,1.2924612795878992e-07,1.2924612795878992e-07,3.628851586004852e-05
1836,3.789758037393247e-05,2.255166435816136e-07,2.255166435816136e-07,3.789758037393247e-05
1837,3.796287169929461e-05,2.5060921465020716e-07,2.5060921465020716e-07,3.796287169929461e-05
1838,3.804851855550494e-05,2.729946645883631e-07,2.729946645883631e-07,3.804851855550494e-05
1839,3.767952460163672e-05,3.384388936719266e-07,3.384388936719266e-07,3.767952460163672e-05
1840,3.7842203580242183e-05,3.708188742734819e-07,3.708188742734819e-07,3.7842203580242183e-05
1841,3.7996921102083956e-05,3.8527567117593466e-07,3.8527567117593466e-07,3.7996921102083956e-05
1842,3.836327700160577e-05,4.670554899023825e-07,4.670554899023825e-07,3.836327700160577e-05
1843,3.777449663695214e-05,3.8839255012135254e-07,3.8839255012135254e-07,3.777449663695214e-05
1844,3.745029191902306e-05,4.056215589441438e-07,4.056215589441438e-07,3.745029191902306e-05
1845,3.735061701653259e-05,4.0340800312930825e-07,4.0340800312930825e-07,3.735061701653259e-05
1846,3.68443299001748e-05,3.61053569771944e-07,3.61053569771944e-07,3.68443299001748e-05
1847,3.679404004027934e-05,3.4833979611903487e-07,3.4833979611903487e-07,3.679404004027934e-05
1848,3.6062040245659386e-05,3.463977224425564e-07,3.463977224425564e-07,3.6062040245659386e-05
1849,3.568426473066211e-05,2.803503227661557e-07,2.803503227661557e-07,3.568426473066211e-05
1850,3.560922518123074e-05,2.8523319680776436e-07,2.8523319680776436e-07,3.560922518123074e-05
1851,3.578614424830968e-05,2.4484867010089927e-07,2.4484867010089927e-07,3.578614424830968e-05
1852,3.517631505798947e-05,2.689822541209911e-07,2.689822541209911e-07,3.517631505798947e-05
1853,3.518090462811025e-05,2.6799460783877294e-07,2.6799460783877294e-07,3.518090462811025e-05
1854,3.475182685568663e-05,2.681237763876457e-07,2.681237763876457e-07,3.475182685568663e-05
1855,3.466956020149935e-05,2.7263097227400325e-07,2.7263097227400325e-07,3.466956020149935e-05
1856,3.4133997749969626e-05,2.573328998778379e-07,2.573328998778379e-07,3.4133997749969626e-05
1857,3.393821056566334e-05,2.5163015493490093e-07,2.5163015493490093e-07,3.393821056566334e-05
1858,3.265490054868029e-05,2.5363169088775196e-07,2.5363169088775196e-07,3.265490054868029e-05
1859,3.23427385800252e-05,2.1601992321913193e-07,2.1601992321913193e-07,3.23427385800252e-05
1860,3.149753865727689e-05,1.9543214031208273e-07,1.9543214031208273e-07,3.149753865727689e-05
1861,3.1063441513521995e-05,1.8591091028546153e-07,1.8591091028546153e-07,3.1063441513521995e-05
1862,3.09234261034622e-05,1.744919911418817e-07,1.744919911418817e-07,3.09234261034622e-05
1863,3.092504604345387e-05,2.1881281903850841e-07,2.1881281903850841e-07,3.092504604345387e-05
1864,3.057450443780648e-05,2.1426554448160979e-07,2.1426554448160979e-07,3.057450443780648e-05
1865,3.057448858661311e-05,2.2977740294598853e-07,2.2977740294598853e-07,3.057448858661311e-05
1866,3.0310564917661914e-05,2.6560434816604227e-07,2.6560434816604227e-07,3.0310564917661914e-05
1867,3.0418496732766342e-05,3.242259042833341e-07,3.242259042833341e-07,3.0418496732766342e-05
1868,2.9963089868293275e-05,3.378159172078605e-07,3.378159172078605e-07,2.9963089868293275e-05
1869,2.91931043778147e-05,3.6085321905180277e-07,3.6085321905180277e-07,2.91931043778147e-05
1870,2.8530103788528193e-05,3.309976709228327e-07,3.309976709228327e-07,2.8530103788528193e-05
1871,2.8202040474362938e-05,3.543186193967683e-07,3.543186193967683e-07,2.8202040474362938e-05
1872,2.7999804712765452e-05,3.616992338655629e-07,3.616992338655629e-07,2.7999804712765452e-05
1873,2.7856066610963482e-05,3.3211637579760076e-07,3.3211637579760076e-07,2.7856066610963482e-05
1874,2.716866661752907e-05,2.8909311668355387e-07,2.8909311668355387e-07,2.716866661752907e-05
1875,2.682239781799061e-05,2.960413598072721e-07,2.960413598072721e-07,2.682239781799061e-05
1876,2.6598118503378438e-05,2.894790104132231e-07,2.894790104132231e-07,2.6598118503378438e-05
1877,2.6709131686532472e-05,2.9387412325831974e-07,2.9387412325831974e-07,2.6709131686532472e-05
1878,2.6478963783509763e-05,2.6166704815620635e-07,2.6166704815620635e-07,2.6478963783509763e-05
1879,2.6405669944194544e-05,2.5221283043005573e-07,2.5221283043005573e-07,2.6405669944194544e-05
1880,2.6275624415055582e-05,2.4806058312216397e-07,2.4806058312216397e-07,2.6275624415055582e-05
1881,2.628729583063562e-05,2.3418295772411772e-07,2.3418295772411772e-07,2.628729583063562e-05
1882,2.616784409578291e-05,2.0177832128963148e-07,2.0177832128963148e-07,2.616784409578291e-05
1883,2.581273422817633e-05,1.858550220390498e-07,1.858550220390498e-07,2.581273422817633e-05
1884,2.52866014177146e-05,1.5643565579434186e-07,1.5643565579434186e-07,2.52866014177146e-05
1885,2.4854020791411e-05,1.5343546420711262e-07,1.5343546420711262e-07,2.4854020791411e-05
1886,2.451912457347914e-05,1.3452399981263496e-07,1.3452399981263496e-07,2.451912457347914e-05
1887,2.4305544814394254e-05,1.1980242423500646e-07,1.1980242423500646e-07,2.4305544814394254e-05
1888,2.4031236534938216e-05,1.2785251714473945e-07,1.2785251714473945e-07,2.4031236534938216e-05
1889,2.4045171033191893e-05,1.2505907217733432e-07,1.2505907217733432e-07,2.4045171033191893e-05
1890,2.403874922103049e-05,1.245038743848324e-07,1.245038743848324e-07,2.403874922103049e-05
1891,2.3791036385643694e-05,1.3167199191294848e-07,1.3167199191294848e-07,2.3791036385643694e-05
1892,2.369548721097609e-05,1.3769870171082793e-07,1.3769870171082793e-07,2.369548721097609e-05
1893,2.3585602320963517e-05,1.3522391384412913e-07,1.3522391384412913e-07,2.3585602320963517e-05
1894,2.3075521832132445e-05,1.501748810385704e-07,1.501748810385704e-07,2.3075521832132445e-05
1895,2.3084830120621647e-05,1.349001306851148e-07,1.349001306851148e-07,2.3084830120621647e-05
1896,2.3060468655395588e-05,1.3390917327374803e-07,1.3390917327374803e-07,2.3060468655395588e-05
1897,2.3188911135158768e-05,1.2962569887317192e-07,1.2962569887317192e-07,2.3188911135158768e-05
1898,2.3096597682784443e-05,1.2550624818784074e-07,1.2550624818784074e-07,2.3096597682784443e-05
1899,2.3063019138394987e-05,1.222505799449079e-07,1.222505799449079e-07,2.3063019138394987e-05
1900,2.279315776831936e-05,1.295771748946858e-07,1.295771748946858e-07,2.279315776831936e-05
1901,2.285135113717323e-05,1.2852454237385506e-07,1.2852454237385506e-07,2.285135113717323e-05
1902,2.2281974712054114e-05,1.5492530382386705e-07,1.5492530382386705e-07,2.2281974712054114e-05
1903,2.1354655992971467e-05,1.6888845420583364e-07,1.6888845420583364e-07,2.1354655992971467e-05
1904,2.0653933461289853e-05,1.7855629356030738e-07,1.7855629356030738e-07,2.0653933461289853e-05
1905,2.006922737304454e-05,1.8547099906689774e-07,1.8547099906689774e-07,2.006922737304454e-05
1906,1.9592738681240007e-05,1.9329655945706952e-07,1.9329655945706952e-07,1.9592738681240007e-05
1907,1.911266138319791e-05,1.9429320933081078e-07,1.9429320933081078e-07,1.911266138319791e-05
1908,1.8297479982720688e-05,1.7382794835287184e-07,1.7382794835287184e-07,1.8297479982720688e-05
1909,1.798898769525944e-05,1.5836154838260491e-07,1.5836154838260491e-07,1.798898769525944e-05
1910,1.7521451029876645e-05,1.4437528810568828e-07,1.4437528810568828e-07,1.7521451029876645e-05
1911,1.7253749319934286e-05,1.3449158789821274e-07,1.3449158789821274e-07,1.7253749319934286e-05
1912,1.681070118918017e-05,1.249913777558374e-07,1.249913777558374e-07,1.681070118918017e-05
1913,1.6035031616671142e-05,1.0521512753111243e-07,1.0521512753111243e-07,1.6035031616671142e-05
1914,1.5601201214719496e-05,8.885047618280493e-08,8.885047618280493e-08,1.5601201214719496e-05
1915,1.5067069788139114e-05,8.581848983827253e-08,8.581848983827253e-08,1.5067069788139114e-05
1916,1.4421284764206835e-05,7.182706543825848e-08,7.182706543825848e-08,1.4421284764206835e-05
1917,1.4124395420367364e-05,7.022120535842597e-08,7.022120535842597e-08,1.4124395420367364e-05
1918,1.3882377710875257e-05,7.429269034884913e-08,7.429269034884913e-08,1.3882377710875257e-05
1919,1.3977404315872783e-05,6.868051930350053e-08,6.868051930350053e-08,1.3977404315872783e-05
1920,1.4239068540129146e-05,6.987180865637908e-08,6.987180865637908e-08,1.4239068540129146e-05
1921,1.4162147376087627e-05,8.355048462606516e-08,8.355048462606516e-08,1.4162147376087627e-05
1922,1.4633912931978038e-05,9.563620041928646e-08,9.563620041928646e-08,1.4633912931978038e-05
1923,1.503135678961241e-05,1.1678972303538363e-07,1.1678972303538363e-07,1.503135678961241e-05
1924,1.548747422930319e-05,1.2964270926626602e-07,1.2964270926626602e-07,1.548747422930319e-05
1925,1.558710040886321e-05,1.3729501497599423e-07,1.3729501497599423e-07,1.558710040886321e-05
1926,1.557251003500174e-05,1.6526202171819803e-07,1.6526202171819803e-07,1.557251003500174e-05
1927,1.5366944093589803e-05,1.67345916679551e-07,1.67345916679551e-07,1.5366944093589803e-05
1928,1.5255807998723217e-05,1.6385302359367415e-07,1.6385302359367415e-07,1.5255807998723217e-05
1929,1.4900021596986335e-05,1.78471045688054e-07,1.78471045688054e-07,1.4900021596986335e-05
1930,1.4514551886739874e-05,1.6948314091840594e-07,1.6948314091840594e-07,1.4514551886739874e-05
1931,1.4113171865964042e-05,1.5941938613650564e-07,1.5941938613650564e-07,1.4113171865964042e-05
1932,1.3621050909153252e-05,1.4685095400019626e-07,1.4685095400019626e-07,1.3621050909153252e-05
1933,1.3405686721463489e-05,1.3082127838158287e-07,1.3082127838158287e-07,1.3405686721463489e-05
1934,1.3076390782121702e-05,1.3088553276117766e-07,1.3088553276117766e-07,1.3076390782121702e-05
1935,1.2787937651280248e-05,1.2858847294897453e-07,1.2858847294897453e-07,1.2787937651280248e-05
1936,1.2411688918031619e-05,1.056733265971031e-07,1.056733265971031e-07,1.2411688918031619e-05
1937,1.2134515470409366e-05,9.598335383641046e-08,9.598335383641046e-08,1.2134515470409366e-05
1938,1.1727877530834771e-05,9.077351137420919e-08,9.077351137420919e-08,1.1727877530834771e-05
1939,1.156450330849371e-05,8.57747102551392e-08,8.57747102551392e-08,1.156450330849371e-05
1940,1.106314968118178e-05,7.052712496553276e-08,7.052712496553276e-08,1.106314968118178e-05
1941,1.0931885429142443e-05,6.305824028020521e-08,6.305824028020521e-08,1.0931885429142443e-05
1942,1.0745195140771102e-05,5.424025673050892e-08,5.424025673050892e-08,1.0745195140771102e-05
1943,1.0686504668098809e-05,5.365976158649184e-08,5.365976158649184e-08,1.0686504668098809e-05
1944,1.0648592771238846e-05,5.472742208618391e-08,5.472742208618391e-08,1.0648592771238846e-05
1945,1.0699392597806373e-05,5.126310804420038e-08,5.126310804420038e-08,1.0699392597806373e-05
1946,1.0637291649930245e-05,5.161712276649918e-08,5.161712276649918e-08,1.0637291649930245e-05
1947,1.0940029824269004e-05,6.073687889137805e-08,6.073687889137805e-08,1.0940029824269004e-05
1948,1.0815871584262432e-05,6.463323590618789e-08,6.463323590618789e-08,1.0815871584262432e-05
1949,1.0910055607382674e-05,7.836493308234691e-08,7.836493308234691e-08,1.0910055607382674e-05
1950,1.0935185595631733e-05,8.623735173581995e-08,8.623735173581995e-08,1.0935185595631733e-05
1951,1.0929316366465563e-05,8.818832039228905e-08,8.818832039228905e-08,1.0929316366465563e-05
1952,1.09156751152893e-05,9.339097825237072e-08,9.339097825237072e-08,1.09156751152893e-05
1953,1.0879801396056013e-05,1.0180603940820479e-07,1.0180603940820479e-07,1.0879801396056013e-05
1954,1.057072989039755e-05,1.0692453449629674e-07,1.0692453449629674e-07,1.057072989039755e-05
1955,1.0571648609974155e-05,1.1156218805906195e-07,1.1156218805906195e-07,1.0571648609974155e-05
1956,1.035417387486502e-05,1.051824014552949e-07,1.051824014552949e-07,1.035417387486502e-05
1957,1.0225211813771498e-05,1.0332508030127688e-07,1.0332508030127688e-07,1.0225211813771498e-05
1958,1.00591947297549e-05,1.1521742493414422e-07,1.1521742493414422e-07,1.00591947297549e-05
1959,9.91412551749298e-06,1.1861231692072189e-07,1.1861231692072189e-07,9.91412551749298e-06
1960,9.822285132291394e-06,1.2065409598400428e-07,1.2065409598400428e-07,9.822285132291394e-06
1961,9.776965920796751e-06,1.2169545117655745e-07,1.2169545117655745e-07,9.776965920796751e-06
1962,9.824651247721963e-06,1.270368069786595e-07,1.270368069786595e-07,9.824651247721963e-06
1963,9.846651015063149e-06,1.3945426603965772e-07,1.3945426603965772e-07,9.846651015063149e-06
1964,9.95339931770494e-06,1.4695842054379682e-07,1.4695842054379682e-07,9.95339931770494e-06
1965,1.015636254513603e-05,1.4094188774801557e-07,1.4094188774801557e-07,1.015636254513603e-05
1966,1.0228946588800422e-05,1.4507466923013063e-07,1.4507466923013063e-07,1.0228946588800422e-05
1967,1.0352724400166022e-05,1.4237090592164998e-07,1.4237090592164998e-07,1.0352724400166022e-05
1968,1.0361011326105135e-05,1.3299849196560638e-07,1.3299849196560638e-07,1.0361011326105135e-05
1969,1.03644524642732e-05,1.24913479940655e-07,1.24913479940655e-07,1.03644524642732e-05
1970,1.0430775156627143e-05,1.0730081509028164e-07,1.0730081509028164e-07,1.0430775156627143e-05
1971,1.0440735552817517e-05,9.441298993400388e-08,9.441298993400388e-08,1.0440735552817517e-05
1972,1.0572108164654179e-05,8.462528100494637e-08,8.462528100494637e-08,1.0572108164654179e-05
1973,1.0932140997153641e-05,7.290687926391521e-08,7.290687926391521e-08,1.0932140997153641e-05
1974,1.1515105922756317e-05,6.134113509200948e-08,6.134113509200948e-08,1.1515105922756317e-05
1975,1.2416836658043654e-05,5.7581483961907254e-08,5.7581483961907254e-08,1.2416836658043654e-05
1976,1.311378218815662e-05,5.4518553988763026e-08,5.4518553988763026e-08,1.311378218815662e-05
1977,1.3800745883989813e-05,5.272116203920112e-08,5.272116203920112e-08,1.3800745883989813e-05
1978,1.4678975016327708e-05,4.877404943418437e-08,4.877404943418437e-08,1.4678975016327708e-05
1979,1.535067050489098e-05,4.5015017237558045e-08,4.5015017237558045e-08,1.535067050489098e-05
1980,1.578564336211587e-05,4.038877194594599e-08,4.038877194594599e-08,1.578564336211587e-05
1981,1.61194034912374e-05,3.913058600955667e-08,3.913058600955667e-08,1.61194034912374e-05
1982,1.6262217806277996e-05,3.447441113532282e-08,3.447441113532282e-08,1.6262217806277996e-05
1983,1.662710837990744e-05,3.191511994365166e-08,3.191511994365166e-08,1.662710837990744e-05
1984,1.7035312859141933e-05,3.240531779421677e-08,3.240531779421677e-08,1.7035312859141933e-05
1985,1.73927541514526e-05,3.080434675593681e-08,3.080434675593681e-08,1.73927541514526e-05
1986,1.7691956340318677e-05,3.285619344848913e-08,3.285619344848913e-08,1.7691956340318677e-05
1987,1.827830081830533e-05,3.358097241549071e-08,3.358097241549071e-08,1.827830081830533e-05
1988,1.8836358971644325e-05,3.366175148146665e-08,3.366175148146665e-08,1.8836358971644325e-05
1989,1.9222602142170736e-05,3.537165836421861e-08,3.537165836421861e-08,1.9222602142170736e-05
1990,1.9597696466787185e-05,3.613782847570032e-08,3.613782847570032e-08,1.9597696466787185e-05
1991,2.0171212132221888e-05,3.40000165164968e-08,3.40000165164968e-08,2.0171212132221888e-05
1992,2.034700966240572e-05,3.4907817588906e-08,3.4907817588906e-08,2.034700966240572e-05
1993,2.0895174852090088e-05,3.3528980480923565e-08,3.3528980480923565e-08,2.0895174852090088e-05
1994,2.1443994877959733e-05,3.3634241296860116e-08,3.3634241296860116e-08,2.1443994877959733e-05
1995,2.224143619449543e-05,3.5057026995640883e-08,3.5057026995640883e-08,2.224143619449543e-05
1996,2.285912705701776e-05,3.550177853282678e-08,3.550177853282678e-08,2.285912705701776e-05
1997,2.352036842369541e-05,3.664578431182365e-08,3.664578431182365e-08,2.352036842369541e-05
1998,2.3776715482069578e-05,3.836756284109859e-08,3.836756284109859e-08,2.3776715482069578e-05
1999,2.445356481725217e-05,3.7947944215537584e-08,3.7947944215537584e-08,2.445356481725217e-05
2000,2.452295484545175e-05,4.090806626777521e-08,4.090806626777521e-08,2.452295484545175e-05
2001,2.5074043930674505e-05,4.1670573531454077e-08,4.1670573531454077e-08,2.5074043930674505e-05
2002,2.5179624052335775e-05,4.2077741925692994e-08,4.2077741925692994e-08,2.5179624052335775e-05
2003,2.5822210383401917e-05,4.512883577945104e-08,4.512883577945104e-08,2.5822210383401917e-05
2004,2.593466966313177e-05,4.6246727082786624e-08,4.6246727082786624e-08,2.593466966313177e-05
2005,2.666269470604935e-05,4.826302963627833e-08,4.826302963627833e-08,2.666269470604935e-05
2006,2.7349561995444155e-05,5.0116923944187874e-08,5.0116923944187874e-08,2.7349561995444155e-05
2007,2.8577737404183218e-05,4.884903148649755e-08,4.884903148649755e-08,2.8577737404183218e-05
2008,2.8689690745003255e-05,4.94232114281853e-08,4.94232114281853e-08,2.8689690745003255e-05
2009,2.9659245358613718e-05,4.758207390003528e-08,4.758207390003528e-08,2.9659245358613718e-05
2010,2.9807409061634515e-05,4.6303508075392786e-08,4.6303508075392786e-08,2.9807409061634515e-05
2011,3.011785442400391e-05,4.521045531597727e-08,4.521045531597727e-08,3.011785442400391e-05
2012,3.0139467915952472e-05,4.2122432526119676e-08,4.2122432526119676e-08,3.0139467915952472e-05
2013,2.984487920392504e-05,4.4152081609841587e-08,4.4152081609841587e-08,2.984487920392504e-05
2014,2.964356177212072e-05,5.218461954622658e-08,5.218461954622658e-08,2.964356177212072e-05
2015,3.009125560181149e-05,5.5072185034532595e-08,5.5072185034532595e-08,3.009125560181149e-05
2016,2.9509385837757562e-05,5.7856100608790125e-08,5.7856100608790125e-08,2.9509385837757562e-05
2017,2.9503064979508054e-05,5.898279790509756e-08,5.898279790509756e-08,2.9503064979508054e-05
2018,2.975822026201058e-05,6.196623090204411e-08,6.196623090204411e-08,2.975822026201058e-05
2019,2.9927035939181224e-05,6.876717062453963e-08,6.876717062453963e-08,2.9927035939181224e-05
