ngram,growth,gowth,grwth,growh
1912,8.81398851301388e-05,2.933249833501707e-09,8.710698630652404e-11,1.5859732971357232e-09
1913,8.917498260936034e-05,3.192432730868079e-09,7.037493306359468e-11,1.4937935571041854e-09
1914,8.90985008611876e-05,3.410770586599808e-09,8.495773826508061e-11,1.5371377583482472e-09
1915,8.87004571268335e-05,3.5706166912063964e-09,7.344755260334829e-11,1.362709540447022e-09
1916,8.819143321099026e-05,3.6138257148670458e-09,1.0355127767163502e-10,1.3115964425658433e-09
1917,8.850550303967404e-05,3.6079174885778845e-09,2.2924288558704272e-10,1.5365829561123486e-09
1918,8.905928552849218e-05,3.5620634378627105e-09,2.1526495367986597e-10,1.8134282488345222e-09
1919,8.957318953304951e-05,3.727531743586659e-09,2.1526495367986597e-10,1.7664354423629902e-09
1920,9.12833254135746e-05,3.7070604998388846e-09,2.241686895633675e-10,1.6412637280995212e-09
1921,9.335618233308196e-05,3.7397349344254445e-09,1.9493571043075316e-10,1.6311713884371265e-09
1922,9.580610744056426e-05,3.7373594378006405e-09,1.789969878667514e-10,1.745174576279445e-09
1923,9.8968374784038e-05,3.7903253234463e-09,1.9800015198840574e-10,1.9027501796387014e-09
1924,0.00010180552219805707,3.779425407555794e-09,1.4557313687824092e-10,1.787366318442959e-09
1925,0.00010416357898585764,3.9260332762580674e-09,1.4557313687824092e-10,1.6147713959619686e-09
1926,0.00010650312261922019,3.781393801257796e-09,1.4557313687824092e-10,1.6799894332818e-09
1927,0.00010775941336760297,3.769811891223591e-09,1.2237148199518392e-10,1.9519234165496104e-09
1928,0.00010864471447088622,3.5566251531195446e-09,1.2237148199518392e-10,2.04106122479532e-09
1929,0.00010945118473110986,3.329860736351569e-09,1.2237148199518392e-10,2.153549402298235e-09
1930,0.0001102057337577987,3.2552245978121975e-09,7.326459280524285e-11,2.0575216451236754e-09
1931,0.00011034978940317939,3.0083255251968565e-09,0.0,2.178757016072349e-09
1932,0.00010959927125700883,2.785930629047227e-09,4.7286492182203283e-11,2.492499920744454e-09
1933,0.00010905382389734899,2.8593392415692573e-09,4.7286492182203283e-11,2.542252979560138e-09
1934,0.00010865452869828525,2.493090670415857e-09,4.7286492182203283e-11,2.4935301759906483e-09
1935,0.00010945013491436839,2.459712417873001e-09,6.950882528286177e-11,2.4402782334525294e-09
1936,0.000109601226410762,2.5706831108252004e-09,9.044625762629924e-11,2.2328391199469675e-09
1937,0.00010921204895047205,2.462111134019348e-09,1.1288867459871962e-10,2.0727772831463653e-09
1938,0.00010850908854211281,2.3865897670814563e-09,1.9989767777569715e-10,2.1450409068027707e-09
1939,0.00010795258900283702,2.277128993303076e-09,1.7750521092667933e-10,1.9248685819864673e-09
1940,0.00010659438911326495,2.1722653834440766e-09,1.7750521092667933e-10,1.708953613542365e-09
1941,0.00010566672946359696,2.549204514146197e-09,2.050837813064429e-10,1.8530176758093019e-09
1942,0.00010315038525732234,2.4979151604296946e-09,2.07769494069738e-10,1.7384836586182522e-09
1943,0.00010155347471092162,2.551655569377991e-09,1.8683206172630052e-10,1.8922681675549923e-09
1944,0.00010057379612200228,2.7013314918278297e-09,1.8336096728268003e-10,1.9697693159110533e-09
1945,0.00010143348169679354,3.0439087599682627e-09,1.1512138464730981e-10,1.8192484344378305e-09
1946,0.00010288109790833135,3.2999012728700858e-09,1.067754634709317e-10,1.8596844064688867e-09
1947,0.0001051680966546493,3.378513246943271e-09,1.3988941552752924e-10,2.052621342737585e-09
1948,0.00010624957212712616,3.41496326455066e-09,1.8071084509748862e-10,1.8099427988106852e-09
1949,0.00010915139760722273,3.729490938297886e-09,2.2382744863896116e-10,2.0947528632321776e-09
1950,0.00011274625077411267,4.0482233121252875e-09,2.745873766458422e-10,2.065125927406898e-09
1951,0.00011533323517401836,4.2286375036480555e-09,2.721651525182191e-10,2.1898455588547402e-09
1952,0.00011789303867512249,4.321195274619478e-09,3.161315286929042e-10,2.2093847703733414e-09
1953,0.00012059348227921873,4.581270981621596e-09,4.407865530908772e-10,2.174800434977848e-09
1954,0.00012381997346113036,5.430234801500384e-09,6.689598151215265e-10,2.1609709260112756e-09
1955,0.000128130529317007,5.843726708880987e-09,6.150540672005584e-10,2.4682812301993604e-09
1956,0.0001327694917563349,5.921226683572708e-09,7.759855099756915e-10,2.3727509798224642e-09
1957,0.0001369209141038092,5.950153703082606e-09,7.76200484838999e-10,2.7519613889280338e-09
1958,0.000141784584099826,6.0240618208037435e-09,7.834550022622899e-10,2.79458275568142e-09
1959,0.00014546762810953493,6.467751921336782e-09,7.658949615391946e-10,3.043086798421817e-09
1960,0.00015010178945626,7.037380963684622e-09,6.77631136718799e-10,3.179478712058069e-09
1961,0.00015413309821659432,6.832516203607903e-09,4.613661982217592e-10,3.4759235807107255e-09
1962,0.0001568647234567574,7.099047318247033e-09,5.284859950454341e-10,3.609718619251063e-09
1963,0.0001596803340362385,8.49754006842269e-09,3.787607549028087e-10,3.860121587452779e-09
1964,0.00016094690363388509,8.62773167195233e-09,4.5369219294131927e-10,3.85770992927803e-09
1965,0.0001624051947146654,9.04106339001081e-09,5.444846399146489e-10,4.179417002956955e-09
1966,0.0001640777731414086,8.916580553273791e-09,7.54307953400511e-10,4.624632803691091e-09
1967,0.00016536538896616548,9.65552254023854e-09,9.490196604757172e-10,5.264351748175094e-09
1968,0.00016802360187284648,9.99683269498064e-09,9.748497168235053e-10,5.581689840486856e-09
1969,0.00017208693316206336,1.0227280229051822e-08,1.03686583921966e-09,5.849319314624576e-09
1970,0.00017490267886647156,1.0990754592147108e-08,1.0365605675387103e-09,5.7702202381295e-09
1971,0.00017899576674348542,1.1406866752748459e-08,1.018065037034737e-09,5.820872101785264e-09
1972,0.00018347801648945148,1.1912323001033492e-08,9.81727976689939e-10,6.037741671706596e-09
1973,0.00018812935741152614,1.2891435094023303e-08,8.340321687251771e-10,6.035694166683925e-09
1974,0.00019203160315685506,1.2505743234620631e-08,6.67856190985004e-10,6.364069842541247e-09
1975,0.00019613764223842218,1.3279755580900395e-08,7.510843693024429e-10,6.5436403597272735e-09
1976,0.00019866500224452466,1.3706537746064181e-08,7.681828189427214e-10,6.563985799346028e-09
1977,0.0002024314017035067,1.256161435187713e-08,8.337326384832977e-10,6.7514227224713915e-09
1978,0.000205949302263824,1.3181567202837284e-08,8.405608272913209e-10,7.081403527057059e-09
1979,0.00020744989160448313,1.3622972845033538e-08,1.0630267618541973e-09,7.071692057333426e-09
1980,0.0002084463818131813,1.3985618250801833e-08,1.1124600447181316e-09,6.881391393217687e-09
1981,0.0002096083584807015,1.435616032401705e-08,1.1988405823615267e-09,6.393525899182708e-09
1982,0.00020950654080869363,1.4013453635592604e-08,1.2152244607424985e-09,6.126038850798718e-09
1983,0.00021077424545572803,1.3748372218458371e-08,1.3209860348441437e-09,6.328931918225018e-09
1984,0.00021004974925225333,1.3578316376034699e-08,2.330553845147116e-09,6.488626144321838e-09
1985,0.00020909895413621728,1.3828005280507633e-08,2.6214230468874736e-09,6.299627803534642e-09
1986,0.00020948048040736467,1.5868876625445083e-08,2.5279547661532273e-09,6.152923821239093e-09
1987,0.00021019857376813889,1.6128239442382763e-08,2.5384049148361296e-09,6.078112616389067e-09
1988,0.0002104698193891506,1.6168463520419404e-08,2.6685999759174753e-09,5.7697073150921236e-09
1989,0.0002090893644240818,2.4255973610617535e-08,2.6444798414563107e-09,5.395570752091723e-09
1990,0.0002068511177120464,2.5237844576102882e-08,3.1369403265456087e-09,4.865139180409983e-09
1991,0.00020577864155971577,2.580483648984e-08,2.1274210171284835e-09,4.462624587325032e-09
1992,0.00020380086373604302,2.5558306455358045e-08,1.8431973962990916e-09,4.0942855137972495e-09
1993,0.00020094260980840772,2.3574667043898704e-08,1.80341607520467e-09,3.870378842815317e-09
1994,0.0001984078823755096,2.2950377979010942e-08,1.694757552548966e-09,3.6297326414366384e-09
1995,0.0001951217501690345,2.297028827464536e-08,1.5308366756767405e-09,3.285850988124902e-09
1996,0.00019226361889325614,1.530826893818877e-08,1.4160026167482037e-09,3.4178539998208635e-09
1997,0.00018885997789246694,1.641803518534094e-08,6.858145599039237e-10,3.2767515684944168e-09
1998,0.00018458490376360714,1.6141096078773184e-08,5.875129589177114e-10,3.091862131400701e-09
1999,0.00018087961611204913,1.5665372871913926e-08,5.045910871676845e-10,2.881364242439994e-09
2000,0.00017634324779334878,1.539401165270452e-08,3.994249018836525e-10,2.7087558386794187e-09
2001,0.00017151534848380834,1.5096904298112738e-08,4.3216987131801584e-10,2.8845131838650673e-09
2002,0.00016886176308616996,1.4583060092832056e-08,3.5709420737844207e-10,2.7893416148267694e-09
2003,0.0001659314480743238,1.3781524746799993e-08,4.854862623027145e-10,2.470913695873378e-09
2004,0.0001634468956451331,1.1369730173222642e-08,5.122356467562079e-10,2.1757311032187333e-09
2005,0.00015938230249698142,1.0018620092263778e-08,5.206678738949628e-10,2.0052787922228023e-09
2006,0.00015418830818297074,9.348466064754542e-09,5.084380258083396e-10,1.909653379872367e-09
2007,0.00014954001069002385,8.012637283830567e-09,4.5149603698581483e-10,1.7494365083565405e-09
2008,0.00014389946487166787,6.667343248929163e-09,3.919693756079415e-10,1.2906415856685426e-09
2009,0.0001412638136701259,5.709823153970157e-09,3.619560385541882e-10,1.3575205642142001e-09
2010,0.0001380471044935153,4.672805888260103e-09,2.22523269651934e-10,1.250761724350521e-09
2011,0.0001309945707492131,3.5187422023749295e-09,1.8093845271278346e-10,1.1980681367619793e-09
2012,0.00012651893069102828,3.125567741132532e-09,1.3162378330124269e-10,1.1432714457677256e-09
2013,0.00012512751397610242,2.394719184855327e-09,1.379970582249257e-10,1.0534954575369682e-09
2014,0.00012235985715441139,1.923662308809883e-09,1.4821714688917353e-10,9.281652351462404e-10
2015,0.00011972488885346268,1.7259514928369413e-09,1.219013397169011e-10,8.190068464689456e-10
2016,0.0001149883319158107,1.2535695497512783e-09,9.286058578829502e-11,6.285932092302865e-10
2017,0.00011134224284129839,9.753241732764668e-10,8.445628860616801e-11,5.088767740524247e-10
2018,0.00011195173137821258,8.714186261471468e-10,8.184947927758479e-11,4.936637210128936e-10
2019,0.00011214896403544117,8.556545194604581e-10,9.29670984292641e-11,4.955978960552443e-10
