ngram,growth,gowth,grwth,growh
1806,3.362510739991974e-05,2.5855010196299387e-10,0.0,5.839672459880976e-09
1807,3.326337303276107e-05,4.677713296073551e-10,0.0,6.055672249364161e-09
1808,3.261709129479381e-05,9.38497708118697e-10,0.0,5.591331778528488e-09
1809,3.069840957843033e-05,9.38497708118697e-10,0.0,4.28895135280121e-09
1810,3.0513502029602284e-05,1.156435360170706e-09,0.0,2.9698268289024554e-09
1811,2.9197071073992576e-05,1.156435360170706e-09,0.0,2.359671727855276e-09
1812,2.846552498730099e-05,1.6338518791871236e-09,0.0,1.5806392068234182e-09
1813,2.7403504645917565e-05,1.3753017772241298e-09,0.0,1.2575184068655938e-09
1814,2.7083868709658937e-05,1.7929549749646461e-09,0.0,8.388128445803642e-10
1815,2.7402634129560154e-05,1.3222285964533042e-09,0.0,8.388128445803642e-10
1816,2.910870716732461e-05,1.3222285964533042e-09,0.0,1.0289855634226797e-09
1817,2.8450381640660843e-05,1.104290944401295e-09,0.0,5.931102593186616e-10
1818,2.7805530148076025e-05,1.104290944401295e-09,0.0,1.1302148423502396e-09
1819,2.807077830116863e-05,1.0777667647232647e-09,0.0,1.2805122835095923e-09
1820,2.8452771792737102e-05,1.0777667647232647e-09,0.0,1.086532879541429e-09
1821,2.9084203041358186e-05,9.65109357510739e-10,0.0,1.006128997576334e-09
1822,2.88570442665202e-05,9.65109357510739e-10,0.0,1.006128997576334e-09
1823,2.7752047701921712e-05,9.65109357510739e-10,0.0,9.564190471346633e-10
1824,2.7607835883307935e-05,1.0992293741907133e-09,0.0,1.2246590804946118e-09
1825,2.8158539082921508e-05,1.0992293741907133e-09,0.0,8.141713018058486e-10
1826,2.8399719927360172e-05,6.483370348523262e-10,0.0,9.008703465746797e-10
1827,2.8783374156254077e-05,7.52907640994798e-10,0.0,1.214582165002095e-09
1828,2.8731604678406647e-05,5.696785582947378e-10,0.0,1.086027910459007e-09
1829,2.918392004046057e-05,5.696785582947378e-10,0.0,1.2265764673787975e-09
1830,2.959053433317292e-05,6.649831003307278e-10,0.0,1.2767227830501326e-09
1831,3.0903816877980717e-05,9.024417245230763e-10,0.0,1.1013774099082647e-09
1832,3.191934488963203e-05,9.875911834354513e-10,0.0,1.1450595233902e-09
1833,3.235769119263361e-05,9.875911834354513e-10,3.299130492605075e-10,1.07301956209227e-09
1834,3.294941416243091e-05,1.2983215455112225e-09,3.299130492605075e-10,9.254281309521519e-10
1835,3.4166110708611086e-05,1.1349004117430388e-09,3.299130492605075e-10,1.176778341438478e-09
1836,3.501105519327601e-05,1.1349004117430388e-09,3.299130492605075e-10,1.0362297845186878e-09
1837,3.572446439648047e-05,1.7365685714817607e-09,3.299130492605075e-10,1.0779449237980592e-09
1838,3.6174908538149407e-05,2.2045731272259316e-09,3.299130492605075e-10,9.850502635799785e-10
1839,3.6601762466099376e-05,2.4983308596507723e-09,3.299130492605075e-10,1.0420956478692948e-09
1840,3.742262041279381e-05,2.8762606740784236e-09,0.0,1.1038970214118292e-09
1841,3.8228959186069134e-05,2.740870149889726e-09,6.997761100738638e-11,1.147709467146691e-09
1842,3.80703027726018e-05,2.877380556043363e-09,6.997761100738638e-11,8.963592566603649e-10
1843,3.852979092958516e-05,3.00852961590944e-09,1.355521409404251e-10,9.619337865934036e-10
1844,4.0112592354749464e-05,2.4451226281791652e-09,1.355521409404251e-10,7.296095632420523e-10
1845,4.1061216117148956e-05,1.8057557195559427e-09,1.355521409404251e-10,7.296095632420523e-10
1846,4.233355762802863e-05,1.6225100310915001e-09,1.355521409404251e-10,8.283677712027173e-10
1847,4.313233460249778e-05,1.3051856817547502e-09,1.961576060313267e-10,7.834262762327983e-10
1848,4.3921327492820895e-05,1.3534012720052756e-09,1.261799950239403e-10,6.281811182340391e-10
1849,4.513376552495174e-05,1.2642822106683533e-09,1.261799950239403e-10,8.968788172453961e-10
1850,4.583627430422764e-05,1.3230127866264191e-09,1.080753740469374e-10,8.787741962683932e-10
1851,4.566144759467404e-05,1.421590044094399e-09,2.0093256423793703e-10,9.716313864593928e-10
1852,4.6368332862454865e-05,1.3224968977075336e-09,2.0093256423793703e-10,9.716313864593928e-10
1853,4.587834960797669e-05,1.4163914565022496e-09,2.0093256423793703e-10,7.903069072184061e-10
1854,4.6520425322731694e-05,2.062812048159961e-09,1.4032709914703545e-10,7.599960898702867e-10
1855,4.707661719294265e-05,1.7871877628599415e-09,1.4032709914703545e-10,8.103119128069888e-10
1856,4.800491816630321e-05,1.671627225530159e-09,1.9002590374255542e-10,6.410118229866718e-10
1857,4.901530441462195e-05,2.2037610228739115e-09,1.425559947865196e-10,7.860788210832328e-10
1858,4.9624961580515704e-05,2.259635629402774e-09,4.969880459551998e-11,9.23635683809059e-10
1859,5.0054047148608204e-05,2.341300653352363e-09,1.1062819311418487e-10,9.845650723277239e-10
1860,5.116067040944472e-05,2.6007014716381403e-09,1.1062819311418487e-10,1.205758294796157e-09
1861,5.070843274422389e-05,1.9501620953020294e-09,1.6711487352668745e-10,1.3366861189340845e-09
1862,5.097732563236994e-05,2.1205334313886428e-09,1.6711487352668745e-10,1.3988374347739807e-09
1863,5.032711851526983e-05,2.307563116778409e-09,1.1741606893116748e-10,1.2994398255829408e-09
1864,5.0356459334060287e-05,1.773930169424176e-09,1.1741606893116748e-10,1.1539980399837597e-09
1865,5.060986482671329e-05,1.751271897340193e-09,1.1741606893116748e-10,1.1004901910384645e-09
1866,5.094120154223804e-05,1.6127233516881135e-09,5.648668041250257e-11,1.1722796622315457e-09
1867,5.112114636826196e-05,1.2366163014222919e-09,5.648668041250257e-11,9.791582386168125e-10
1868,5.206316252172526e-05,1.2697530170159764e-09,0.0,7.863482246303225e-10
1869,5.2665292709467136e-05,1.2052234765747016e-09,3.958588615634742e-11,6.587792969866716e-10
1870,5.389743923192977e-05,1.0877420234375483e-09,8.182234651726056e-11,9.121980591521504e-10
1871,5.511643913840609e-05,1.3051221690675773e-09,8.182234651726056e-11,9.056790000500875e-10
1872,5.653484134070043e-05,1.4492799817387792e-09,8.182234651726056e-11,9.335313553928059e-10
1873,5.7353208831045777e-05,1.5610753721441638e-09,8.182234651726056e-11,9.568475059903596e-10
1874,5.796442149273519e-05,1.865114102843941e-09,1.2156306120455644e-10,9.032198163997204e-10
1875,5.9315661928849295e-05,2.457446214774807e-09,1.2156306120455644e-10,8.938264810837942e-10
1876,6.013042782017562e-05,2.874082416504109e-09,1.2030915946021585e-10,1.4292203412821384e-09
1877,6.106316608825832e-05,3.089604968689993e-09,7.807269909930272e-11,1.245704924133863e-09
1878,6.223416806148765e-05,3.046697925692042e-09,7.807269909930272e-11,1.3502703003328724e-09
1879,6.31729703205305e-05,3.1608880116503914e-09,1.1298651300276471e-10,1.2851669966324713e-09
1880,6.455903608834237e-05,3.4981532591262165e-09,4.418533515261812e-10,1.3922254539698388e-09
1881,6.674641865954203e-05,3.5894454392908823e-09,4.021126368388853e-10,1.3361345046242995e-09
1882,6.811101723412451e-05,3.166766563264137e-09,4.021126368388853e-10,1.5475906429378889e-09
1883,6.973145147120314e-05,2.8808904785547286e-09,3.6378065242687844e-10,1.2938371802511434e-09
1884,7.133966781631378e-05,3.1371511420376562e-09,3.6378065242687844e-10,1.5290429160914292e-09
1885,7.262018230643921e-05,2.9484372245290403e-09,3.9280393025555224e-10,1.4999945888557624e-09
1886,7.462660973292909e-05,2.9213251024578265e-09,3.854787322676856e-10,1.5534596466336227e-09
1887,7.597338844789192e-05,2.870168341091122e-09,8.42458622704204e-11,1.3732680865479502e-09
1888,7.71457759713355e-05,2.9230529584113795e-09,1.1124870469281234e-10,1.4721539463659538e-09
1889,7.821957322968436e-05,2.9778270801575755e-09,1.1124870469281234e-10,1.3374931241903555e-09
1890,7.912283139635942e-05,2.941680312039198e-09,1.1124870469281234e-10,1.0921539149246128e-09
1891,8.062946913664096e-05,2.813052283176124e-09,1.880638621022866e-10,9.40675148886072e-10
1892,8.112583392565804e-05,3.1782305993337853e-09,2.0398374854315093e-10,9.594115343450734e-10
1893,8.129679918056354e-05,3.235115699139003e-09,2.6864182703764273e-10,8.585379153634522e-10
1894,8.15532060057324e-05,3.190624114119649e-09,2.410078585114915e-10,8.860948720799757e-10
1895,8.181505524719666e-05,2.950640493842067e-09,3.1986105430981127e-10,8.93447482663845e-10
1896,8.187675952545501e-05,3.00481782313154e-09,3.586219059809841e-10,1.0077480516734738e-09
1897,8.326434181071818e-05,3.4763544106855957e-09,3.586219059809841e-10,1.2290890606868133e-09
1898,8.246967315374474e-05,3.379131260520093e-09,3.3592125509811817e-10,1.1836877589210815e-09
1899,8.341373177245259e-05,3.4590860969225493e-09,2.9097809082858003e-10,1.285639047602213e-09
1900,8.423062640109233e-05,3.1224531690402355e-09,1.9873139641849288e-10,1.3560277979861114e-09
1901,8.459548033507807e-05,3.118945054606367e-09,2.1586808332926414e-10,1.4340724956747002e-09
1902,8.559670095564798e-05,3.0994474130098736e-09,1.2723033539417473e-10,1.454104027663407e-09
1903,8.592547861293756e-05,3.3050285207027385e-09,8.846948372300188e-11,1.4378043993496752e-09
1904,8.58784987940453e-05,2.9768785373259934e-09,1.9944566434900882e-10,1.4576511267857688e-09
1905,8.668700008586581e-05,2.9431722297396892e-09,1.758248824312858e-10,1.7305936842301354e-09
1906,8.62075186367812e-05,2.6652291009097796e-09,2.0685485467377062e-10,1.7575676628364283e-09
1907,8.597493017857363e-05,2.843936546576791e-09,2.2150502860489903e-10,1.8146848309744508e-09
1908,8.658525101574404e-05,2.847801930779984e-09,2.3181724991986182e-10,1.928119267421583e-09
1909,8.64390583176698e-05,2.9547721412472227e-09,2.145989596342395e-10,2.000557243673841e-09
1910,8.719676926765325e-05,2.959466291077969e-09,2.145989596342395e-10,1.8557220442844929e-09
1911,8.755999754482348e-05,2.9684828246295022e-09,1.1760071091540932e-10,1.6644486186149062e-09
