ngram,street,strret,stree,stret
1584,8.893558775266033e-06,0.0,0.0,0.0
1585,5.910282197874039e-06,0.0,0.0,0.0
1586,8.066963735992821e-06,0.0,0.0,0.0
1587,8.066963735992821e-06,0.0,0.0,0.0
1588,9.48217380677566e-06,0.0,0.0,0.0
1589,1.2005287706935114e-05,0.0,0.0,0.0
1590,1.0642077151195345e-05,0.0,0.0,0.0
1591,1.2774344863178807e-05,0.0,0.0,0.0
1592,1.0698445943749643e-05,0.0,0.0,0.0
1593,1.077453180187149e-05,0.0,0.0,0.0
1594,1.2283216035159836e-05,0.0,0.0,0.0
1595,1.523346639130198e-05,0.0,0.0,0.0
1596,1.3555735547145429e-05,0.0,0.0,0.0
1597,1.505813699103393e-05,0.0,0.0,0.0
1598,1.8455109056958463e-05,0.0,0.0,0.0
1599,1.998795401699941e-05,0.0,1.1791114827376856e-07,0.0
1600,2.616916741057399e-05,0.0,1.1791114827376856e-07,0.0
1601,2.700436951792134e-05,0.0,1.1791114827376856e-07,0.0
1602,2.2880807461790808e-05,0.0,1.1791114827376856e-07,0.0
1603,2.5318562750596486e-05,0.0,1.1791114827376856e-07,0.0
1604,2.5330313422143392e-05,0.0,1.1791114827376856e-07,0.0
1605,2.1487626976782588e-05,0.0,1.1791114827376856e-07,0.0
1606,2.0835663170666002e-05,0.0,0.0,0.0
1607,1.540767068166003e-05,0.0,0.0,0.0
1608,1.80557242726666e-05,0.0,0.0,0.0
1609,1.816388839870342e-05,0.0,0.0,0.0
1610,1.4297683833319752e-05,0.0,0.0,0.0
1611,1.2767751919844678e-05,0.0,0.0,0.0
1612,1.1888200771993849e-05,0.0,0.0,0.0
1613,1.628106570348921e-05,0.0,0.0,0.0
1614,1.5931955382646784e-05,0.0,0.0,0.0
1615,1.4368504626613035e-05,0.0,0.0,0.0
1616,1.4145983820006741e-05,0.0,3.6042453237834185e-07,0.0
1617,1.549712461772807e-05,0.0,3.6042453237834185e-07,0.0
1618,2.5108533074152156e-05,0.0,3.6042453237834185e-07,0.0
1619,2.75650314896276e-05,0.0,3.6042453237834185e-07,0.0
1620,2.4205324799757883e-05,0.0,3.6042453237834185e-07,0.0
1621,2.1925282810895753e-05,0.0,3.6042453237834185e-07,0.0
1622,1.8637490451770384e-05,0.0,3.6042453237834185e-07,0.0
1623,1.9533126598097234e-05,0.0,0.0,0.0
1624,1.956974337450187e-05,0.0,0.0,0.0
1625,1.0595505922797851e-05,0.0,0.0,0.0
1626,8.480114404717045e-06,0.0,0.0,0.0
1627,6.885617689736786e-06,0.0,0.0,0.0
1628,6.987363089397799e-06,0.0,0.0,0.0
1629,7.176783648381908e-06,0.0,0.0,0.0
1630,6.250290425668936e-06,0.0,0.0,0.0
1631,5.514516098108808e-06,0.0,0.0,0.0
1632,5.319240439608361e-06,0.0,0.0,0.0
1633,5.95333767705597e-06,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1634,6.867976578307987e-06,0.0,1.3709279755858006e-07,1.3709279755858006e-07
1635,7.397231749044815e-06,0.0,2.1941251101712363e-07,1.3709279755858006e-07
1636,1.132249040633074e-05,0.0,2.1941251101712363e-07,1.3709279755858006e-07
1637,1.3558903642011241e-05,0.0,2.1941251101712363e-07,1.3709279755858006e-07
1638,1.3392709271491704e-05,0.0,2.1941251101712363e-07,1.3709279755858006e-07
1639,1.3094744515131293e-05,0.0,2.1941251101712363e-07,1.3709279755858006e-07
1640,1.1620962368397159e-05,0.0,8.231971345854358e-08,0.0
1641,1.1163167950404126e-05,0.0,8.231971345854358e-08,0.0
1642,1.2334328110747655e-05,0.0,0.0,0.0
1643,8.349919426109409e-06,0.0,0.0,0.0
1644,9.273295875443313e-06,0.0,0.0,0.0
1645,9.416713445326813e-06,0.0,0.0,0.0
1646,8.752352122038637e-06,0.0,0.0,0.0
1647,1.0316747875549481e-05,0.0,0.0,0.0
1648,1.2566410175298057e-05,0.0,0.0,0.0
1649,1.1189691219572393e-05,0.0,0.0,0.0
1650,1.3422171702716565e-05,0.0,0.0,0.0
1651,1.0604391978371755e-05,0.0,0.0,0.0
1652,1.4396686245683149e-05,0.0,0.0,5.567139688927065e-08
1653,1.5325133907546323e-05,0.0,0.0,5.567139688927065e-08
1654,1.4696809622754309e-05,0.0,8.296637231199253e-08,5.567139688927065e-08
1655,1.3820572803524556e-05,0.0,8.296637231199253e-08,5.567139688927065e-08
1656,1.4669358928845863e-05,0.0,8.296637231199253e-08,5.567139688927065e-08
1657,1.3889785935004642e-05,0.0,1.1077080484613231e-07,5.567139688927065e-08
1658,1.4787946773659704e-05,0.0,1.1077080484613231e-07,5.567139688927065e-08
1659,1.2363252608338371e-05,0.0,1.1077080484613231e-07,0.0
1660,1.3496706482588447e-05,0.0,1.1077080484613231e-07,0.0
1661,1.373028979807194e-05,0.0,2.7804432534139778e-08,0.0
1662,1.624946123359093e-05,0.0,2.7804432534139778e-08,0.0
1663,1.8165926121582743e-05,0.0,2.7804432534139778e-08,0.0
1664,2.0097228636067094e-05,0.0,0.0,0.0
1665,2.1429845609028625e-05,0.0,0.0,0.0
1666,2.1015768782360412e-05,0.0,0.0,0.0
1667,2.0656932585032856e-05,0.0,0.0,0.0
1668,2.171654003697248e-05,0.0,0.0,0.0
1669,1.7766454155727323e-05,0.0,0.0,0.0
1670,1.6074085384129182e-05,0.0,0.0,0.0
1671,1.3709544418816222e-05,0.0,0.0,0.0
1672,1.116018211178016e-05,0.0,0.0,2.4600601428963794e-08
1673,1.0708156618680473e-05,0.0,0.0,2.4600601428963794e-08
1674,9.607437017880979e-06,0.0,3.2530524306041893e-08,2.4600601428963794e-08
1675,8.545446040183638e-06,0.0,3.2530524306041893e-08,5.8919100963196665e-08
1676,1.0188605886339377e-05,0.0,3.2530524306041893e-08,5.8919100963196665e-08
1677,1.0348617706767982e-05,0.0,3.2530524306041893e-08,9.250529891297837e-08
1678,1.0014072748682728e-05,0.0,3.2530524306041893e-08,9.250529891297837e-08
1679,1.0315813142369734e-05,0.0,3.2530524306041893e-08,6.790469748401457e-08
1680,9.708595306230044e-06,0.0,3.2530524306041893e-08,6.790469748401457e-08
1681,1.0280746079973011e-05,0.0,2.237584746061267e-08,6.790469748401457e-08
1682,9.692136115648151e-06,0.0,2.237584746061267e-08,5.374723091985548e-08
1683,8.124498305863068e-06,0.0,2.237584746061267e-08,5.374723091985548e-08
1684,8.30094495540834e-06,0.0,2.237584746061267e-08,2.016103297007378e-08
1685,8.819879180269449e-06,0.0,2.237584746061267e-08,2.016103297007378e-08
1686,9.269069258672452e-06,0.0,2.237584746061267e-08,2.016103297007378e-08
1687,9.397088303688048e-06,0.0,2.237584746061267e-08,2.016103297007378e-08
1688,9.209830230767174e-06,0.0,0.0,2.016103297007378e-08
1689,9.080452855414478e-06,0.0,0.0,0.0
1690,1.0653845687816751e-05,0.0,0.0,0.0
1691,1.1593882001242101e-05,0.0,0.0,0.0
1692,1.111291424292306e-05,0.0,0.0,0.0
1693,1.1811798685812391e-05,0.0,0.0,0.0
1694,1.1953975380103138e-05,0.0,0.0,0.0
1695,1.1688082395266974e-05,0.0,0.0,0.0
1696,1.2756904067958072e-05,0.0,0.0,0.0
1697,1.474590635552886e-05,0.0,0.0,7.347074821544603e-09
1698,1.4590806326201086e-05,0.0,0.0,7.347074821544603e-09
1699,1.4341712228217926e-05,0.0,1.3069540370582087e-08,7.347074821544603e-09
1700,1.330929308096529e-05,0.0,1.3069540370582087e-08,7.347074821544603e-09
1701,1.3140389520620893e-05,0.0,1.3069540370582087e-08,7.347074821544603e-09
1702,1.3257689910720469e-05,0.0,1.3069540370582087e-08,1.9332234606801128e-08
1703,1.2336539384705247e-05,0.0,2.4110750221747627e-08,1.9332234606801128e-08
1704,8.863224203586079e-06,0.0,2.4110750221747627e-08,1.1985159785256525e-08
1705,7.104657470335951e-06,0.0,2.4110750221747627e-08,1.1985159785256525e-08
1706,9.305745542016147e-06,0.0,1.104120985116554e-08,1.1985159785256525e-08
1707,9.29295804650922e-06,0.0,1.104120985116554e-08,2.4137612797403563e-08
1708,9.541849457101697e-06,0.0,1.104120985116554e-08,2.4137612797403563e-08
1709,8.776712352950458e-06,0.0,1.104120985116554e-08,1.2152453012147037e-08
1710,8.74929927314432e-06,0.0,0.0,1.2152453012147037e-08
1711,9.959342086014139e-06,0.0,0.0,1.2152453012147037e-08
1712,9.621291090817457e-06,0.0,0.0,1.2152453012147037e-08
1713,8.287123429389404e-06,0.0,0.0,1.2152453012147037e-08
1714,7.829538844816852e-06,0.0,0.0,9.571610551769742e-09
1715,7.674694708319813e-06,1.132235334060689e-08,0.0,9.571610551769742e-09
1716,8.230928545214868e-06,1.132235334060689e-08,8.854958163543155e-09,9.571610551769742e-09
1717,8.193517000368697e-06,1.132235334060689e-08,1.6496363640174294e-08,9.571610551769742e-09
1718,7.880577933454852e-06,1.132235334060689e-08,1.6496363640174294e-08,9.571610551769742e-09
1719,9.667513755370497e-06,1.132235334060689e-08,1.6496363640174294e-08,1.6156481612889754e-08
1720,1.0320911639740058e-05,1.132235334060689e-08,1.6496363640174294e-08,1.6156481612889754e-08
1721,1.084307840366299e-05,1.132235334060689e-08,1.6496363640174294e-08,3.286504528838512e-08
1722,1.3524504538509063e-05,0.0,1.6496363640174294e-08,4.059263198590608e-08
1723,1.3891637666217451e-05,0.0,7.641405476631137e-09,4.676780816583102e-08
1724,1.4841713631800044e-05,0.0,0.0,5.263872791618139e-08
1725,1.5112583631499937e-05,0.0,0.0,5.263872791618139e-08
1726,1.36082354791662e-05,0.0,0.0,4.6053856855061374e-08
1727,1.3601049691455305e-05,0.0,0.0,4.6053856855061374e-08
1728,1.4018893125467002e-05,0.0,0.0,1.9773682627796267e-08
1729,1.2249849792819337e-05,0.0,6.371976724039996e-09,1.2046095930275312e-08
1730,1.3597048954190022e-05,0.0,6.371976724039996e-09,2.2237395670897187e-08
1731,1.3687438045703207e-05,0.0,6.371976724039996e-09,1.636647592054682e-08
1732,1.3288214436865278e-05,0.0,1.2630500581930652e-08,1.636647592054682e-08
1733,1.4162872893004013e-05,0.0,1.2630500581930652e-08,1.636647592054682e-08
1734,1.5868986468246605e-05,1.5485194840688824e-08,1.2630500581930652e-08,1.636647592054682e-08
1735,1.545844952488551e-05,1.5485194840688824e-08,1.2630500581930652e-08,1.636647592054682e-08
1736,1.4746469527640979e-05,1.5485194840688824e-08,6.258523857890655e-09,1.636647592054682e-08
1737,1.354605007821062e-05,1.5485194840688824e-08,6.258523857890655e-09,0.0
1738,1.2939131790647349e-05,1.5485194840688824e-08,6.258523857890655e-09,0.0
1739,1.3926540175037059e-05,1.5485194840688824e-08,0.0,0.0
1740,1.3027423327522619e-05,1.5485194840688824e-08,0.0,0.0
1741,1.0661436785345099e-05,0.0,0.0,0.0
1742,1.2870661911230335e-05,0.0,6.377372281057043e-09,0.0
1743,1.3285716704558581e-05,0.0,6.377372281057043e-09,0.0
1744,1.3160613759412496e-05,0.0,6.377372281057043e-09,4.464060359461135e-09
1745,1.3817854648680492e-05,0.0,1.26889483047827e-08,4.464060359461135e-09
1746,1.4179916174076165e-05,0.0,1.766692544638967e-08,4.464060359461135e-09
1747,1.5770253412483726e-05,0.0,1.766692544638967e-08,4.464060359461135e-09
1748,1.655969403405574e-05,0.0,2.130665726391661e-08,4.464060359461135e-09
1749,1.6108946381012045e-05,0.0,1.4929284982859566e-08,9.419340735965826e-09
1750,1.6914645519656396e-05,0.0,1.8228016429588934e-08,9.419340735965826e-09
1751,1.7462501351214348e-05,3.569138635433384e-09,1.8228016429588934e-08,4.955280376504691e-09
1752,1.8692915805981363e-05,3.569138635433384e-09,1.1916440405863277e-08,4.955280376504691e-09
1753,1.9614090498570086e-05,3.569138635433384e-09,6.938463264256305e-09,4.955280376504691e-09
1754,1.9998633953426698e-05,7.753207345980887e-09,6.938463264256305e-09,4.955280376504691e-09
1755,2.2034567207031485e-05,7.753207345980887e-09,3.298731446729367e-09,4.955280376504691e-09
1756,2.305049981389727e-05,7.753207345980887e-09,3.298731446729367e-09,6.070941083180514e-09
1757,2.4480295646104162e-05,7.753207345980887e-09,3.045123264655558e-09,1.216118761249163e-08
1758,4.369093689352407e-05,4.184068710547503e-09,6.1527080573244214e-09,1.216118761249163e-08
1759,4.323916151146737e-05,4.184068710547503e-09,9.631502960262748e-09,1.5639982515429958e-08
1760,4.294637126024879e-05,4.184068710547503e-09,9.631502960262748e-09,1.5639982515429958e-08
1761,4.357488926741228e-05,0.0,1.7958205081721904e-08,2.3966684636889113e-08
1762,4.2483058807972285e-05,0.0,2.868853319983243e-08,3.201443072547201e-08
1763,5.002672151022125e-05,0.0,3.720455638805171e-08,2.8782164207541427e-08
1764,5.4721216916472516e-05,0.0,3.978079250137918e-08,2.269191767823031e-08
1765,4.232396427791433e-05,0.0,4.846284135900143e-08,2.563932609080309e-08
1766,4.6647358561001185e-05,0.0,4.838509859439455e-08,2.5561583326196213e-08
1767,4.7978740310229894e-05,2.9445022927835194e-09,5.721860547274511e-08,3.733959249733029e-08
1768,4.9947705649953734e-05,5.6267148400885554e-09,4.889190335128595e-08,2.9012890375871133e-08
1769,5.0061258662026376e-05,8.672974465590805e-09,3.8161575233175427e-08,2.401140391279049e-08
1770,4.284594173701147e-05,8.672974465590805e-09,2.9645552044956147e-08,2.4055650931537846e-08
1771,3.854953216172622e-05,8.672974465590805e-09,2.6656836484205215e-08,2.932093856600204e-08
1772,3.3488361753240626e-05,8.672974465590805e-09,1.750328466292623e-08,2.900961198244139e-08
1773,3.21929528581677e-05,8.672974465590805e-09,1.66974233804597e-08,2.820375069997486e-08
1774,3.1937673806429044e-05,8.400935312481903e-09,2.1226231946716974e-08,2.177066780819002e-08
1775,3.1048465513906975e-05,5.7187227651768674e-09,2.7003610268496103e-08,2.4659356969079582e-08
1776,3.241760168748442e-05,2.672463139674619e-09,2.9715979772098374e-08,2.1613097343577336e-08
1777,3.251659706750486e-05,2.672463139674619e-09,3.263403008142112e-08,2.1648226068902787e-08
1778,3.172576751759542e-05,2.672463139674619e-09,3.000138626418902e-08,2.4726369777080696e-08
1779,3.27219799406261e-05,5.234148860365297e-09,2.7365304435176896e-08,2.209028794806857e-08
1780,3.160947043007971e-05,5.234148860365297e-09,2.4770113579311977e-08,2.8891658335591534e-08
1781,3.221049727082053e-05,4.474202595718322e-09,1.332031500973179e-08,2.3546732056242296e-08
1782,3.316228243680338e-05,4.474202595718322e-09,1.4017337132291426e-08,2.065804289535273e-08
1783,3.5800177231846775e-05,4.474202595718322e-09,1.5654165709731516e-08,2.065804289535273e-08
1784,3.6729828934767283e-05,4.474202595718322e-09,1.4400587516100977e-08,1.7739992586029985e-08
1785,3.8304368250205047e-05,4.474202595718322e-09,1.9254954583150915e-08,9.396561243387883e-09
1786,4.07036069581019e-05,1.9125168750276445e-09,2.1935151219208493e-08,1.2076757879445462e-08
1787,4.458777350789335e-05,1.9125168750276445e-09,3.0959142424283725e-08,5.258479873759825e-09
1788,4.520444625606095e-05,0.0,3.427283384078399e-08,6.565031946641804e-09
1789,4.568346880010462e-05,1.163384817053676e-09,3.2451972664659934e-08,1.0055186397802833e-08
1790,4.45817864341994e-05,3.373081623538253e-09,2.920762298685986e-08,1.778912534738148e-08
1791,4.580124368658289e-05,3.373081623538253e-09,3.514491466104021e-08,2.104702418697408e-08
1792,4.8310310895820816e-05,3.373081623538253e-09,3.355533362281449e-08,2.4311810215798298e-08
1793,4.847291659513887e-05,6.33114792338217e-09,4.2707402186132574e-08,2.9519790548501338e-08
1794,4.817871013074182e-05,7.3291334905840296e-09,3.767535324986479e-08,3.193143527369102e-08
1795,4.836733361506569e-05,7.3291334905840296e-09,3.884204970359763e-08,3.1538155325400955e-08
1796,4.96825814479962e-05,7.113910286246242e-09,4.1773803337110035e-08,3.1840647325103484e-08
1797,5.4533757065655664e-05,4.9042134797616654e-09,4.520434414091921e-08,2.52405556772877e-08
1798,5.63441556421042e-05,6.061526836020903e-09,4.3967803873913777e-08,2.313997019395434e-08
1799,6.07154454753202e-05,9.065374673156157e-09,4.7912252958732486e-08,2.2879032002265376e-08
1800,6.457678838549847e-05,6.10730837331224e-09,4.884156875764997e-08,2.1165813482834243e-08
1801,6.489455595978402e-05,5.573663276946052e-09,5.0886052451102973e-08,1.8497587969282644e-08
1802,6.76056531249612e-05,6.441916872950466e-09,5.0136796301915506e-08,2.0189076696145288e-08
1803,7.161084431572817e-05,6.897755097260269e-09,4.886950273024533e-08,1.9204429919333118e-08
1804,7.001497734953383e-05,7.507910198307449e-09,5.623213843770307e-08,2.5392443830136406e-08
1805,7.52831100336542e-05,7.648984398248411e-09,6.051369234277055e-08,2.5793195515940885e-08
1806,7.243958888076512e-05,4.903686663076152e-09,6.028531020417307e-08,2.615049903604521e-08
1807,7.016509230847337e-05,5.112907890720513e-09,5.442802982916614e-08,2.7298283379804744e-08
1808,7.042507578652086e-05,6.0607464919775515e-09,5.592322592308717e-08,3.2978929428598546e-08
1809,7.138622355081939e-05,5.735267356270819e-09,5.860211871322463e-08,3.5801913180120796e-08
1810,6.958934786130808e-05,4.7671428233491446e-09,5.8604311245094975e-08,4.040379370755838e-08
1811,7.023837159587336e-05,8.141514716365959e-09,5.467534031871375e-08,3.847276338778524e-08
1812,6.663932228028508e-05,6.843127160165758e-09,5.166722719504183e-08,4.1688863409003063e-08
1813,6.746917954712574e-05,6.972535866139091e-09,5.186361207165646e-08,4.2013320822320566e-08
1814,6.873380230639928e-05,6.76331463849473e-09,5.0810139080275414e-08,3.6362243121297004e-08
1815,7.598637811107827e-05,5.737416985951427e-09,5.5060100225188894e-08,3.434725659445803e-08
1816,7.77601100188414e-05,5.3848152444960615e-09,5.2632913138950244e-08,3.29131390078682e-08
1817,8.179615958527262e-05,5.291635082497034e-09,5.590818474843218e-08,3.1500423729775255e-08
1818,8.263935160357505e-05,1.30710808843304e-09,5.456342070228207e-08,3.237581339529275e-08
1819,8.36097460705787e-05,1.6077029707517454e-09,5.714498284094459e-08,3.0156704942742504e-08
1820,8.46258262754418e-05,1.8093319065215496e-09,5.6748004137067e-08,3.059821031468703e-08
1821,8.435012361068013e-05,2.0664404156077255e-09,5.655356360989572e-08,3.124052178853682e-08
1822,7.916364120319486e-05,1.80492789761796e-09,5.2757190108617836e-08,2.9495302454409156e-08
1823,8.049722860700317e-05,2.176606252378223e-09,5.332312318679604e-08,2.8310930742593754e-08
1824,7.840338366804644e-05,2.5045111936731044e-09,5.12383806494654e-08,2.593500626955704e-08
1825,7.984379979981375e-05,3.137595191596684e-09,5.360388349069061e-08,2.3467289825670638e-08
1826,7.96176474458272e-05,3.192495054030583e-09,4.954556587222214e-08,2.3400696237883623e-08
1827,7.99490382113228e-05,3.125760341036811e-09,4.924868436871423e-08,2.2096988366066787e-08
1828,8.18652125807213e-05,3.0893104503120536e-09,4.955007984871632e-08,2.1658610016572766e-08
1829,8.405258163942822e-05,3.175364384132097e-09,4.767873258109441e-08,1.9805792942203685e-08
1830,8.382693756305213e-05,2.7088178525655084e-09,4.722163130363047e-08,1.8044887615888327e-08
1831,8.239657368644007e-05,2.2240070896017983e-09,4.621353661653822e-08,1.683890829947846e-08
1832,8.193317937964042e-05,1.5909230916782186e-09,4.216241222820827e-08,1.5594888047587574e-08
1833,8.319277445220255e-05,1.3179066092407409e-09,4.2433808086376046e-08,1.574572941872735e-08
1834,8.775482274359092e-05,1.0442341594593278e-09,4.882476036170504e-08,1.4666587182838547e-08
1835,8.951808766661478e-05,9.073589419499634e-10,4.998856693662544e-08,1.513692422199548e-08
1836,8.89618625348833e-05,1.0718419881808723e-09,5.08553940546465e-08,1.8977676446192097e-08
1837,8.885857719828241e-05,1.3637445062109066e-09,5.228558310120336e-08,2.00202445098187e-08
1838,9.302586633046823e-05,1.6359096854934307e-09,5.9139962514466656e-08,2.0658013204816987e-08
1839,9.59415836924953e-05,1.863253987607497e-09,6.284037823434119e-08,1.9694939520523543e-08
1840,0.00010020618979719334,2.461049403950406e-09,6.585531967370376e-08,2.2573410569342352e-08
1841,0.00010087069469071659,2.8416673220859376e-09,6.466725060200978e-08,2.3908161418871388e-08
1842,0.00010295778961985238,3.366038336949373e-09,6.678960825671051e-08,2.849518652782633e-08
1843,0.00010723551219728376,3.580903224736127e-09,7.1612333840676e-08,2.7379922202490955e-08
1844,0.00011086051173541429,3.794741854079575e-09,7.586495850578753e-08,2.9563107010030113e-08
1845,0.00011062074502530907,3.603742415592137e-09,7.238528963528421e-08,4.880082395329412e-08
1846,0.00011130992996705962,3.963382606236061e-09,7.287707554886375e-08,5.2687935792050666e-08
1847,0.00011114592052763328,4.434612708794004e-09,7.070148504746093e-08,4.953377340046115e-08
1848,0.0001108600346404793,4.297003292868291e-09,6.689024952980357e-08,5.1267274108519293e-08
1849,0.0001094342244739112,4.9248582672285175e-09,6.468618199814305e-08,5.062183941869794e-08
1850,0.0001069029385689646,4.904326437024256e-09,5.938614425612546e-08,4.7975461317914126e-08
1851,0.0001046828630413594,5.185424058394363e-09,5.5359862471959786e-08,4.606921675888641e-08
1852,0.00010550764792632046,5.879138826563641e-09,5.321844603096386e-08,2.9390804456852493e-08
1853,0.00010579051429106454,6.112563154049764e-09,5.407725974951713e-08,2.666306489881468e-08
1854,0.0001043261103664658,5.718587254526548e-09,5.564243009205581e-08,3.1470716064875755e-08
1855,0.00010351301170885563,5.803917410166345e-09,5.427762163532991e-08,3.033332290109618e-08
1856,0.00010524371256386595,5.1642936910971974e-09,5.8718166075420545e-08,2.6878629100224316e-08
1857,0.00010675200922248353,5.364802380114497e-09,6.07826814911862e-08,2.782772387125273e-08
1858,0.00011070396950734513,5.058694225417477e-09,6.262654344319734e-08,2.8397644870535388e-08
1859,0.0001123296346382371,4.7682476380016075e-09,6.116635020703143e-08,2.7050367533222796e-08
1860,0.00011303487346075209,4.862766951012938e-09,5.8984053197264075e-08,2.7288350373006713e-08
1861,0.0001151054332564984,4.500645824277529e-09,6.04268031167976e-08,2.356277357356313e-08
1862,0.0001188378966097454,4.814618925763625e-09,6.862620947702323e-08,2.4902295336914904e-08
1863,0.000121122484935248,4.743349935054653e-09,6.836418770766223e-08,2.8370864007294065e-08
1864,0.00012332830998015458,4.538343764285255e-09,7.218231142961226e-08,3.008670214553279e-08
1865,0.00012287115740556537,4.537253779040335e-09,7.660909519456385e-08,3.033323459078474e-08
1866,0.0001259124224556477,4.265187124121082e-09,8.634811012240919e-08,3.031518096869539e-08
1867,0.0001330199115078098,3.9984458284030615e-09,9.569606922761003e-08,3.130196165760221e-08
1868,0.00013593679925959025,4.230402821698525e-09,1.0181657472685401e-07,3.2875184225693895e-08
1869,0.00013590375186010663,3.932698801532654e-09,9.771596864993626e-08,3.146285568586141e-08
1870,0.00013652375283917145,3.872183177274938e-09,9.562064207102594e-08,2.8202480351069426e-08
1871,0.0001421695134402918,4.321443298443179e-09,9.767970356376412e-08,2.903379302056562e-08
1872,0.00014491423748300543,4.3607738055482875e-09,9.914618256548888e-08,3.023131408700205e-08
1873,0.00014790082890872976,4.586757259720084e-09,1.0111447526891684e-07,3.109445729470346e-08
1874,0.00014319144039680914,4.415458982569882e-09,9.429171500739488e-08,3.268261115709135e-08
1875,0.000142736140073144,4.750855962600196e-09,8.968445237249917e-08,3.2678079924559304e-08
1876,0.00014479932516613708,5.498687156395883e-09,9.893140376756751e-08,3.241064686473497e-08
