ngram,region,regin,regoin,regin
1500,3.4014233278867323e-06,0.0,0.0,0.0
1501,2.721138662309386e-06,0.0,0.0,0.0
1502,2.267615551924488e-06,0.0,0.0,0.0
1503,5.549167092665032e-05,0.0,0.0,0.0
1504,5.549167092665032e-05,0.0,0.0,0.0
1505,5.386366430164864e-05,0.0,0.0,0.0
1506,5.386366430164864e-05,0.0,0.0,0.0
1507,5.386366430164864e-05,0.0,0.0,0.0
1508,5.386366430164864e-05,0.0,0.0,0.0
1509,5.386366430164864e-05,0.0,0.0,0.0
1510,3.156638480764481e-07,0.0,0.0,0.0
1511,3.156638480764481e-07,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,0.0,0.0,0.0,0.0
1515,0.0,0.0,0.0,0.0
1516,0.0,0.0,0.0,0.0
1517,0.0,0.0,0.0,0.0
1518,0.0,0.0,0.0,0.0
1519,0.0,0.0,0.0,0.0
1520,9.533164432338839e-06,0.0,0.0,0.0
1521,9.533164432338839e-06,0.0,0.0,0.0
1522,2.5401948992761652e-05,0.0,0.0,0.0
1523,4.5115389054574606e-05,0.0,0.0,0.0
1524,4.5115389054574606e-05,0.0,0.0,0.0
1525,4.5115389054574606e-05,0.0,0.0,0.0
1526,0.00013029242212983912,0.0,0.0,0.0
1527,0.00012075925769750029,0.0,0.0,0.0
1528,0.00012180449013093104,0.0,0.0,0.0
1529,0.00010593570557050822,0.0,0.0,0.0
1530,8.840911095830961e-05,0.0,0.0,0.0
1531,9.415395918819871e-05,0.0,0.0,0.0
1532,0.0001085832901221043,0.0,0.0,0.0
1533,2.340625704683979e-05,0.0,0.0,0.0
1534,2.340625704683979e-05,0.0,0.0,0.0
1535,2.2361024613409037e-05,0.0,0.0,0.0
1536,2.2361024613409037e-05,0.0,0.0,0.0
1537,2.0174179163794698e-05,0.0,0.0,0.0
1538,2.078220807431665e-05,0.0,0.0,0.0
1539,1.0503432869362378e-05,0.0,0.0,0.0
1540,1.0503432869362378e-05,0.0,0.0,0.0
1541,1.0503432869362378e-05,0.0,0.0,0.0
1542,1.0503432869362378e-05,0.0,0.0,0.0
1543,1.0503432869362378e-05,0.0,0.0,0.0
1544,1.1338062384831054e-05,0.0,0.0,0.0
1545,5.253105346777634e-06,0.0,0.0,0.0
1546,1.9416682042512027e-06,0.0,0.0,0.0
1547,1.9416682042512027e-06,0.0,0.0,0.0
1548,2.833393978107779e-06,0.0,0.0,0.0
1549,2.833393978107779e-06,0.0,0.0,0.0
1550,4.45443108024587e-06,0.0,0.0,0.0
1551,3.6198015647771953e-06,0.0,0.0,0.0
1552,3.2196321951362605e-05,0.0,0.0,0.0
1553,3.13572033649377e-05,0.0,0.0,0.0
1554,3.13572033649377e-05,0.0,0.0,0.0
1555,3.106646259506566e-05,0.0,0.0,0.0
1556,0.00018511614715472597,0.0,0.0,0.0
1557,0.00018349511005258786,0.0,0.0,0.0
1558,0.00018758740199180984,0.0,0.0,0.0
1559,0.00015874296150286682,0.0,0.0,0.0
1560,0.00015919165174896728,0.0,0.0,0.0
1561,0.00015919165174896728,0.0,0.0,0.0
1562,0.00015859066674498275,0.0,0.0,0.0
1563,4.540982185322459e-06,0.0,0.0,0.0
1564,4.540982185322459e-06,0.0,0.0,0.0
1565,4.4869024610047094e-07,0.0,0.0,0.0
1566,4.4869024610047094e-07,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,7.427053268267108e-07,0.0,0.0,0.0
1570,7.427053268267108e-07,0.0,0.0,0.0
1571,7.427053268267108e-07,0.0,0.0,0.0
1572,7.427053268267108e-07,0.0,0.0,0.0
1573,7.427053268267108e-07,0.0,0.0,0.0
1574,7.427053268267108e-07,0.0,0.0,0.0
1575,7.427053268267108e-07,0.0,0.0,0.0
1576,9.013608957632511e-07,0.0,0.0,0.0
1577,3.4528368035223267e-06,0.0,0.0,0.0
1578,4.898315442655335e-06,0.0,0.0,0.0
1579,4.898315442655335e-06,0.0,0.0,0.0
1580,5.888776286155917e-06,0.0,0.0,0.0
1581,5.888776286155917e-06,0.0,0.0,0.0
1582,6.3077576604492994e-06,0.0,0.0,0.0
1583,5.887019369765767e-06,0.0,0.0,0.0
1584,4.2346550474446436e-06,0.0,0.0,0.0
1585,4.298921112422249e-06,0.0,0.0,0.0
1586,4.298921112422249e-06,0.0,0.0,0.0
1587,4.346698947951414e-06,0.0,0.0,0.0
1588,5.0162047630562616e-06,0.0,0.0,0.0
1589,4.970676335298256e-06,0.0,0.0,0.0
1590,8.389688446186483e-06,0.0,0.0,0.0
1591,8.023643788744397e-06,0.0,0.0,0.0
1592,7.707842671931888e-06,0.0,0.0,0.0
1593,1.0387163391507264e-05,0.0,0.0,0.0
1594,9.68418787903959e-06,0.0,0.0,0.0
1595,1.0367073400630034e-05,0.0,0.0,0.0
1596,1.1466548033110615e-05,0.0,0.0,0.0
1597,4.146429848463283e-05,0.0,0.0,0.0
1598,4.761055285078848e-05,0.0,0.0,0.0
1599,4.865692104821002e-05,0.0,0.0,0.0
1600,4.6936155123538424e-05,0.0,0.0,0.0
1601,6.320342046300149e-05,0.0,0.0,0.0
1602,6.842827445195456e-05,0.0,0.0,0.0
1603,6.69553468729386e-05,0.0,0.0,0.0
1604,3.373904298444229e-05,0.0,0.0,0.0
1605,2.750946925646401e-05,0.0,0.0,0.0
1606,2.823212152439477e-05,0.0,0.0,0.0
1607,2.8766560879895614e-05,0.0,0.0,0.0
1608,1.3561775533941858e-05,0.0,0.0,0.0
1609,7.927900079656475e-06,0.0,0.0,0.0
1610,9.202382670991938e-06,0.0,0.0,0.0
1611,1.0979196011768571e-05,0.0,0.0,0.0
1612,1.4295458640845027e-05,0.0,0.0,0.0
1613,1.181192601507064e-05,0.0,0.0,0.0
1614,1.0978151359657723e-05,0.0,0.0,0.0
1615,1.0342294704709534e-05,0.0,0.0,0.0
1616,1.048019839799963e-05,0.0,0.0,0.0
1617,1.1058835817883456e-05,0.0,0.0,0.0
1618,8.994849752395697e-06,0.0,0.0,0.0
1619,6.579253522431827e-06,0.0,0.0,0.0
1620,7.510166954359322e-06,0.0,0.0,0.0
1621,8.099873379511077e-06,0.0,0.0,0.0
1622,1.0574013718464162e-05,0.0,0.0,0.0
1623,2.161637832744288e-05,0.0,0.0,0.0
1624,7.277618484684873e-05,0.0,0.0,0.0
1625,7.487421693700267e-05,0.0,0.0,0.0
1626,7.85754826730616e-05,0.0,0.0,0.0
1627,7.732490915454296e-05,0.0,0.0,0.0
1628,7.686212277998752e-05,0.0,0.0,0.0
1629,7.41212720153531e-05,0.0,0.0,0.0
1630,6.898380253720202e-05,0.0,0.0,0.0
1631,1.988179495323753e-05,0.0,0.0,0.0
1632,1.839774178539041e-05,0.0,0.0,0.0
1633,1.3894433274279955e-05,0.0,0.0,0.0
1634,2.6446732785448796e-05,0.0,0.0,0.0
1635,2.755394669813021e-05,8.231971345854358e-08,0.0,8.231971345854358e-08
1636,2.8187747960016297e-05,9.507637871917853e-07,0.0,9.507637871917853e-07
1637,2.1933180570548367e-05,9.507637871917853e-07,0.0,9.507637871917853e-07
1638,1.9772972531687367e-05,9.507637871917853e-07,0.0,9.507637871917853e-07
1639,1.9310176672401474e-05,9.507637871917853e-07,0.0,9.507637871917853e-07
1640,1.91730377017458e-05,9.507637871917853e-07,0.0,9.507637871917853e-07
1641,6.460966850292087e-06,9.507637871917853e-07,0.0,9.507637871917853e-07
1642,4.67556322649086e-06,8.684440737332417e-07,0.0,8.684440737332417e-07
1643,3.817553233277847e-06,0.0,0.0,0.0
1644,3.1776133937455597e-06,0.0,0.0,0.0
1645,1.7707202947089433e-06,0.0,0.0,0.0
1646,1.8653373428735775e-05,1.007384103754053e-07,0.0,1.007384103754053e-07
1647,1.876236896285783e-05,1.007384103754053e-07,0.0,1.007384103754053e-07
1648,1.8991615141723222e-05,1.007384103754053e-07,0.0,1.007384103754053e-07
1649,1.9744170856483834e-05,1.007384103754053e-07,0.0,1.007384103754053e-07
1650,2.0659047135853014e-05,1.007384103754053e-07,0.0,1.007384103754053e-07
1651,2.1728387878283684e-05,1.007384103754053e-07,0.0,1.007384103754053e-07
1652,2.182994124463481e-05,1.007384103754053e-07,0.0,1.007384103754053e-07
1653,5.683584747982552e-06,0.0,0.0,0.0
1654,6.490818951273728e-06,0.0,0.0,0.0
1655,7.3074275600707295e-06,0.0,0.0,0.0
1656,7.715527317486703e-06,0.0,0.0,0.0
1657,7.252598931829977e-06,0.0,0.0,0.0
1658,9.522997320995533e-06,0.0,0.0,0.0
1659,1.0975490048232522e-05,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1660,9.934626193950993e-06,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1661,8.741535054923588e-06,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1662,8.142278740511496e-06,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1663,8.450352920265556e-06,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1664,8.631406225439215e-06,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1665,5.4204637162261605e-06,3.2167185232927816e-08,0.0,3.2167185232927816e-08
1666,4.04192898681036e-06,0.0,0.0,0.0
1667,4.417998598325669e-06,0.0,0.0,0.0
1668,4.852419595278791e-06,0.0,0.0,0.0
1669,4.4956833968561635e-06,0.0,0.0,0.0
1670,3.150898911436733e-06,0.0,0.0,0.0
1671,2.6380322830326416e-06,0.0,0.0,0.0
1672,2.909586206507291e-06,0.0,0.0,0.0
1673,2.7119143542872086e-06,0.0,0.0,0.0
1674,2.8435223953238165e-06,0.0,0.0,0.0
1675,2.961100571090875e-06,0.0,0.0,0.0
1676,3.0000778273071253e-06,0.0,0.0,0.0
1677,3.2048033956146227e-06,0.0,0.0,0.0
1678,2.873457191299167e-06,0.0,0.0,0.0
1679,4.827052785166026e-06,0.0,0.0,0.0
1680,4.704516677682997e-06,0.0,0.0,0.0
1681,4.515710839671426e-06,0.0,0.0,0.0
1682,7.962352684996534e-06,0.0,0.0,0.0
1683,8.18658880673086e-06,0.0,0.0,0.0
1684,9.03571777907278e-06,0.0,0.0,0.0
1685,9.157814555952168e-06,0.0,0.0,0.0
1686,6.905611387862466e-06,0.0,0.0,0.0
1687,8.024893044681189e-06,0.0,0.0,0.0
1688,8.257553677789734e-06,0.0,0.0,0.0
1689,4.503395887565732e-06,0.0,0.0,0.0
1690,5.084983318478667e-06,2.0770290884034433e-08,0.0,2.0770290884034433e-08
1691,4.190690625754152e-06,2.0770290884034433e-08,0.0,2.0770290884034433e-08
1692,4.292854685315563e-06,2.0770290884034433e-08,0.0,2.0770290884034433e-08
1693,4.224855022779853e-06,2.0770290884034433e-08,0.0,2.0770290884034433e-08
1694,3.369777597786846e-06,2.0770290884034433e-08,0.0,2.0770290884034433e-08
1695,3.5546493515019913e-06,2.0770290884034433e-08,0.0,2.0770290884034433e-08
1696,3.5379520681999566e-06,2.0770290884034433e-08,0.0,2.0770290884034433e-08
1697,3.1396254485116515e-06,0.0,0.0,0.0
1698,3.360073581656512e-06,0.0,0.0,0.0
1699,3.1675438175885314e-06,0.0,0.0,0.0
1700,3.3280918095052973e-06,1.29978526989102e-08,0.0,1.29978526989102e-08
1701,2.932433679753948e-06,1.29978526989102e-08,0.0,1.29978526989102e-08
1702,2.08734183258587e-06,1.29978526989102e-08,0.0,1.29978526989102e-08
1703,1.8687207930919873e-06,1.29978526989102e-08,0.0,1.29978526989102e-08
1704,1.3756931634491463e-06,1.29978526989102e-08,0.0,1.29978526989102e-08
1705,3.0257659489052458e-06,2.2155657372227973e-08,0.0,2.2155657372227973e-08
1706,3.2333144913211853e-06,2.2155657372227973e-08,0.0,2.2155657372227973e-08
1707,3.0688862539461425e-06,9.157804673317775e-09,0.0,9.157804673317775e-09
1708,3.09767760800891e-06,9.157804673317775e-09,0.0,9.157804673317775e-09
1709,3.0139409180459812e-06,9.157804673317775e-09,0.0,9.157804673317775e-09
1710,3.4729310129932855e-06,9.157804673317775e-09,0.0,9.157804673317775e-09
1711,3.4877761509376015e-06,9.157804673317775e-09,0.0,9.157804673317775e-09
1712,1.356159426027911e-06,0.0,0.0,0.0
1713,1.2518483742951503e-06,0.0,0.0,0.0
1714,5.676839005478282e-06,0.0,0.0,0.0
1715,5.682281519219552e-06,0.0,0.0,0.0
1716,5.722731036225273e-06,0.0,0.0,0.0
1717,5.4793512609714005e-06,0.0,0.0,0.0
1718,5.994087286710835e-06,0.0,0.0,0.0
1719,6.0217631455218775e-06,6.584871061120014e-09,0.0,6.584871061120014e-09
1720,6.180422872148483e-06,6.584871061120014e-09,0.0,6.584871061120014e-09
1721,1.9229896273437978e-06,6.584871061120014e-09,0.0,6.584871061120014e-09
1722,2.9879540355588167e-06,6.584871061120014e-09,0.0,6.584871061120014e-09
1723,3.33784196625077e-06,1.2760047241044958e-08,0.0,1.2760047241044958e-08
1724,3.1137270752878976e-06,1.2760047241044958e-08,0.0,1.2760047241044958e-08
1725,3.4893680062201123e-06,1.2760047241044958e-08,0.0,1.2760047241044958e-08
1726,3.574056027641096e-06,6.175176179924944e-09,0.0,6.175176179924944e-09
1727,3.7270330039973487e-06,6.175176179924944e-09,0.0,6.175176179924944e-09
1728,3.872081622700664e-06,6.175176179924944e-09,0.0,6.175176179924944e-09
1729,3.476225223104328e-06,6.175176179924944e-09,0.0,6.175176179924944e-09
1730,3.790645597031731e-06,0.0,0.0,0.0
1731,4.0527186066745865e-06,0.0,0.0,0.0
1732,4.518614088868032e-06,0.0,0.0,0.0
1733,4.802746876261413e-06,1.4049539182841336e-08,0.0,1.4049539182841336e-08
1734,4.724809611746293e-06,2.437300240996722e-08,0.0,2.437300240996722e-08
1735,4.691628484059558e-06,2.437300240996722e-08,0.0,2.437300240996722e-08
1736,4.2458464771958205e-06,2.437300240996722e-08,0.0,2.437300240996722e-08
1737,3.998267467458001e-06,2.437300240996722e-08,0.0,2.437300240996722e-08
1738,4.293132146163511e-06,2.437300240996722e-08,0.0,2.437300240996722e-08
1739,3.1694882116945725e-06,2.437300240996722e-08,0.0,2.437300240996722e-08
1740,3.0918672239619937e-06,1.0323463227125882e-08,0.0,1.0323463227125882e-08
1741,4.457731425385905e-06,0.0,0.0,0.0
1742,5.089916352777177e-06,0.0,0.0,0.0
1743,5.36183558454338e-06,0.0,0.0,0.0
1744,5.794009406859654e-06,0.0,0.0,0.0
1745,6.1876316327210845e-06,0.0,0.0,0.0
1746,6.65847963838522e-06,1.4933931424820912e-08,0.0,1.4933931424820912e-08
1747,7.011959171774963e-06,1.9093083177982147e-08,0.0,1.9093083177982147e-08
1748,5.789109179334316e-06,1.9093083177982147e-08,0.0,1.9093083177982147e-08
1749,5.276279288019785e-06,2.900364393099153e-08,0.0,2.900364393099153e-08
1750,6.69135910616855e-06,3.5601106824450264e-08,0.0,3.5601106824450264e-08
1751,6.710435562646515e-06,3.917024545988365e-08,0.0,3.917024545988365e-08
1752,6.845103273787702e-06,3.917024545988365e-08,0.0,3.917024545988365e-08
1753,7.235194516397314e-06,2.4236314035062734e-08,0.0,2.4236314035062734e-08
1754,7.227451338362048e-06,2.8445299702996507e-08,0.0,2.8445299702996507e-08
1755,7.62319366133722e-06,2.8445299702996507e-08,0.0,2.8445299702996507e-08
1756,8.499205640483914e-06,2.1570209491577382e-08,0.0,2.1570209491577382e-08
1757,7.388335883920913e-06,2.1062993127429763e-08,0.0,2.1062993127429763e-08
1758,7.04089331650591e-06,1.749385449199638e-08,0.0,1.749385449199638e-08
1759,6.6137998016659234e-06,1.749385449199638e-08,0.0,1.749385449199638e-08
