ngram,region,regin,regoin,regin
1760,6.374926929960825e-06,1.749385449199638e-08,0.0,1.749385449199638e-08
1761,8.136251381074544e-06,9.125717070901374e-09,0.0,9.125717070901374e-09
1762,8.87251066420244e-06,9.125717070901374e-09,0.0,9.125717070901374e-09
1763,8.387408797716489e-06,8.928921094561052e-09,0.0,8.928921094561052e-09
1764,9.116246474150103e-06,8.460033943232962e-09,0.0,8.460033943232962e-09
1765,9.812861792722418e-06,1.140744235580574e-08,0.0,1.140744235580574e-08
1766,1.0784842548413767e-05,1.140744235580574e-08,0.0,1.140744235580574e-08
1767,1.1656362143444962e-05,2.3185451526939816e-08,0.0,2.3185451526939816e-08
1768,1.1581111331387156e-05,2.5867664074244852e-08,0.0,2.5867664074244852e-08
1769,1.1650594907613205e-05,3.196018332524935e-08,0.0,3.196018332524935e-08
1770,1.3161034465675974e-05,2.9121508759999415e-08,0.0,2.9121508759999415e-08
1771,1.4168749398127797e-05,2.350014938201639e-08,0.0,2.350014938201639e-08
1772,1.465821917788292e-05,2.055274096944361e-08,0.0,2.055274096944361e-08
1773,1.622270311989788e-05,2.055274096944361e-08,0.0,2.055274096944361e-08
1774,1.6795447144042036e-05,1.1447194937984153e-08,0.0,1.1447194937984153e-08
1775,1.6327816800704958e-05,1.4542360712458243e-08,0.0,1.4542360712458243e-08
1776,1.7139781838133266e-05,1.1162210965056017e-08,0.0,1.1162210965056017e-08
1777,1.7790834785306027e-05,2.5752463019200278e-08,0.0,2.5752463019200278e-08
1778,1.7277719442582956e-05,2.8533606715492558e-08,0.0,2.8533606715492558e-08
1779,1.6681416647250963e-05,3.109529243618324e-08,0.0,3.109529243618324e-08
1780,1.6520777015622506e-05,3.344443274703021e-08,0.0,3.344443274703021e-08
1781,1.589640487509314e-05,3.077196960735559e-08,0.0,3.077196960735559e-08
1782,1.7331685869846426e-05,2.7152724767022718e-08,0.0,2.7152724767022718e-08
1783,1.689747620860414e-05,2.8789553344462807e-08,0.0,2.8789553344462807e-08
1784,1.572726081836403e-05,1.586377340601075e-08,0.0,1.586377340601075e-08
1785,1.617851804829635e-05,1.308262970971847e-08,0.0,1.308262970971847e-08
1786,1.745615073949531e-05,1.1861042307056583e-08,0.0,1.1861042307056583e-08
1787,1.626212542760186e-05,1.2090185233911858e-08,0.0,1.2090185233911858e-08
1788,1.6682582879314267e-05,1.4703289379675816e-08,0.0,1.4703289379675816e-08
1789,1.535124582525376e-05,1.4871925532336912e-08,0.0,1.4871925532336912e-08
1790,1.4902033918977914e-05,1.052272745129455e-08,0.0,1.052272745129455e-08
1791,1.541798896401555e-05,1.8631951346849618e-08,0.0,1.8631951346849618e-08
1792,1.4960784158444898e-05,2.407326173324366e-08,0.0,2.407326173324366e-08
1793,1.4059945897315629e-05,2.4705207657405026e-08,0.0,2.4705207657405026e-08
1794,1.3860397172850622e-05,2.41228955541065e-08,0.0,2.41228955541065e-08
1795,1.3977593880554195e-05,2.3336335657526367e-08,0.0,2.3336335657526367e-08
1796,1.4380447022891271e-05,2.2905889248850793e-08,0.0,2.2905889248850793e-08
1797,1.6195040968471274e-05,2.403973655061366e-08,0.0,2.403973655061366e-08
1798,1.6197115136102574e-05,1.6002010637196562e-08,0.0,1.6002010637196562e-08
1799,1.6141912575611578e-05,1.5366856993231133e-08,0.0,1.5366856993231133e-08
1800,1.6289474323067615e-05,1.5041468388281894e-08,0.0,1.5041468388281894e-08
1801,1.690866195401343e-05,1.9081923216138615e-08,0.0,1.9081923216138615e-08
1802,1.6508485714439303e-05,1.9860139818409347e-08,4.341267980022069e-10,1.9860139818409347e-08
1803,1.6209399940895048e-05,1.936781643000326e-08,4.341267980022069e-10,1.936781643000326e-08
1804,1.5173924891444455e-05,2.0674589532429114e-08,4.341267980022069e-10,2.0674589532429114e-08
1805,1.4817320853970678e-05,2.0237006990799144e-08,4.341267980022069e-10,2.0237006990799144e-08
1806,1.5039001482364256e-05,1.7757801070875497e-08,4.341267980022069e-10,1.7757801070875497e-08
1807,1.5526198564787463e-05,1.9877127499512426e-08,6.433480256465682e-10,1.9877127499512426e-08
1808,1.53793130916061e-05,1.5488243830321024e-08,6.433480256465682e-10,1.5488243830321024e-08
1809,1.536104121311967e-05,1.5778280015865676e-08,2.092212276443612e-10,1.5778280015865676e-08
1810,1.5237345516132856e-05,1.764334494375979e-08,2.092212276443612e-10,1.764334494375979e-08
1811,1.4860824714040583e-05,1.590587636205295e-08,2.092212276443612e-10,1.590587636205295e-08
1812,1.5279235153034927e-05,1.508490532486917e-08,2.092212276443612e-10,1.508490532486917e-08
1813,1.5075115957837884e-05,1.5473666094477168e-08,2.092212276443612e-10,1.5473666094477168e-08
1814,1.5334578945060328e-05,1.296143287936908e-08,0.0,1.296143287936908e-08
1815,1.5852828515302724e-05,1.3245297747488394e-08,0.0,1.3245297747488394e-08
1816,1.6892458396406645e-05,1.225222786719168e-08,0.0,1.225222786719168e-08
1817,1.7583194156551535e-05,9.325858244376865e-09,0.0,9.325858244376865e-09
1818,1.8172171881555448e-05,8.980776154489587e-09,0.0,8.980776154489587e-09
1819,1.8554513839522508e-05,1.1058416246204469e-08,0.0,1.1058416246204469e-08
1820,1.9219608605323758e-05,1.33542006341969e-08,0.0,1.33542006341969e-08
1821,1.9469674433431855e-05,4.051094275909455e-08,0.0,4.051094275909455e-08
1822,1.939696786783835e-05,3.9702455767454126e-08,0.0,3.9702455767454126e-08
1823,1.9660466412980376e-05,3.850304243689452e-08,0.0,3.850304243689452e-08
1824,1.9880744730471633e-05,3.896506739486938e-08,0.0,3.896506739486938e-08
1825,2.042504066983903e-05,4.164580090306101e-08,0.0,4.164580090306101e-08
1826,2.132707517635676e-05,4.039422491735374e-08,0.0,4.039422491735374e-08
1827,2.226960818266629e-05,3.569644075567575e-08,0.0,3.569644075567575e-08
1828,2.3035732478352395e-05,8.609901521897508e-09,0.0,8.609901521897508e-09
1829,2.372849667153787e-05,8.259998431268758e-09,7.027427845989515e-11,8.259998431268758e-09
1830,2.4634443824262625e-05,7.938902773269824e-09,7.027427845989515e-11,7.938902773269824e-09
1831,2.6110580490369883e-05,7.598655958420051e-09,7.027427845989515e-11,7.598655958420051e-09
1832,2.7341374983994422e-05,5.070749471108067e-09,1.5542373737227015e-10,5.070749471108067e-09
1833,2.8409381879360547e-05,4.839486208599705e-09,1.5542373737227015e-10,4.839486208599705e-09
1834,2.9069829906802624e-05,5.107195777398488e-09,2.384839310159188e-10,5.107195777398488e-09
1835,3.0306708660126397e-05,4.453511242325752e-09,4.060507327200266e-10,4.453511242325752e-09
1836,3.149423563237568e-05,4.881473035313531e-09,3.3577645426013143e-10,4.881473035313531e-09
1837,3.2033620820064766e-05,5.429551760574977e-09,3.3577645426013143e-10,5.429551760574977e-09
1838,3.279047996329609e-05,5.652010193202273e-09,3.3577645426013143e-10,5.652010193202273e-09
1839,3.317501120493814e-05,5.898927822402454e-09,4.779712974618227e-10,5.898927822402454e-09
1840,3.324749273555686e-05,5.6581561023806765e-09,4.779712974618227e-10,5.6581561023806765e-09
1841,3.350308855130736e-05,7.106085370927368e-09,3.9491110381817407e-10,7.106085370927368e-09
1842,3.390967374018926e-05,7.165603412216472e-09,2.881597420995823e-10,7.165603412216472e-09
1843,3.4591526075798485e-05,6.3580717199077495e-09,2.881597420995823e-10,6.3580717199077495e-09
1844,3.5107754229102284e-05,5.8962548177277085e-09,2.881597420995823e-10,5.8962548177277085e-09
1845,3.5752604682264586e-05,5.676494449094857e-09,2.881597420995823e-10,5.676494449094857e-09
1846,3.670247783052868e-05,6.810074536036024e-09,6.081543998551605e-11,6.810074536036024e-09
1847,3.771771246517476e-05,8.160425731976569e-09,3.638427575098595e-10,8.160425731976569e-09
1848,3.8719416417214756e-05,7.224828608392337e-09,4.732181075566594e-10,7.224828608392337e-09
1849,3.945882573524224e-05,7.516094540400381e-09,4.661422042013491e-10,7.516094540400381e-09
1850,3.9437073220532124e-05,8.072045508202206e-09,4.661422042013491e-10,8.072045508202206e-09
1851,4.035304456400419e-05,8.765280342818268e-09,4.661422042013491e-10,8.765280342818268e-09
1852,4.033740541282376e-05,9.309340409657807e-09,5.672653458077548e-10,9.309340409657807e-09
1853,4.0759840755656895e-05,8.479651457195457e-09,5.672653458077548e-10,8.479651457195457e-09
1854,4.079925981516551e-05,8.216925362347638e-09,3.6524174954318967e-10,8.216925362347638e-09
1855,4.132446338189766e-05,7.858196315879695e-09,3.608698974564918e-10,7.858196315879695e-09
1856,4.1879781097772396e-05,7.980217693009145e-09,3.0713036082628623e-10,7.980217693009145e-09
1857,4.273607087920287e-05,9.004322811177547e-09,5.478014946420323e-10,9.004322811177547e-09
1858,4.2349127137900465e-05,9.053281743324045e-09,5.478014946420323e-10,9.053281743324045e-09
1859,4.228924860529203e-05,8.955991123319303e-09,5.076077415542914e-10,8.955991123319303e-09
1860,4.2122015396931344e-05,9.236180201607373e-09,5.686029504379877e-10,9.236180201607373e-09
1861,4.206596505745048e-05,8.220896344620802e-09,4.675992291782092e-10,8.220896344620802e-09
1862,4.206196483989645e-05,8.767392145614394e-09,3.625957312181072e-10,8.767392145614394e-09
1863,4.175635850905175e-05,9.199669724426128e-09,4.1033361232654745e-10,9.199669724426128e-09
1864,4.161076243950187e-05,8.968685984354709e-09,1.696624785108014e-10,8.968685984354709e-09
1865,4.2180743288814225e-05,8.59931668730139e-09,2.1388902950368405e-10,8.59931668730139e-09
1866,4.299113580990317e-05,8.260490957923139e-09,1.9719926088893454e-10,8.260490957923139e-09
1867,4.337166371572364e-05,7.955695340606489e-09,1.7941650942709941e-10,7.955695340606489e-09
1868,4.411641722461874e-05,8.12738923780135e-09,1.7941650942709941e-10,8.12738923780135e-09
1869,4.452018557848143e-05,7.558414909831462e-09,2.1900239558344684e-10,7.558414909831462e-09
1870,4.612547594920865e-05,6.65884813955131e-09,3.402103559186591e-10,6.65884813955131e-09
1871,4.7568245333552894e-05,5.322089245497961e-09,4.2136248062136465e-10,5.322089245497961e-09
1872,4.929747904368144e-05,5.833191263349136e-09,4.590393501821158e-10,5.833191263349136e-09
1873,5.16237887495663e-05,6.857435064233641e-09,4.538084828555254e-10,6.857435064233641e-09
1874,5.334603857980775e-05,7.489446142626223e-09,4.5033674012096014e-10,7.489446142626223e-09
1875,5.523517704984572e-05,7.416841109529417e-09,4.5033674012096014e-10,7.416841109529417e-09
1876,5.672727586768035e-05,8.045914664681471e-09,4.490828383766196e-10,8.045914664681471e-09
1877,5.725866607722959e-05,1.1564332095101041e-08,3.5004034195017045e-10,1.1564332095101041e-08
1878,5.839632389584689e-05,1.2392273746846577e-08,3.7774430012531875e-10,1.2392273746846577e-08
1879,5.873478377387593e-05,1.3205523785586593e-08,2.958408795716849e-10,1.3205523785586593e-08
1880,5.841213559116503e-05,1.440153291858743e-08,2.897188104501934e-10,1.440153291858743e-08
1881,5.969194067542308e-05,1.3553128333906476e-08,2.815436911385305e-10,1.3553128333906476e-08
1882,6.001909267589716e-05,1.3457720779034129e-08,3.139532701273191e-10,1.3457720779034129e-08
1883,6.021742072854457e-05,1.2983412250073506e-08,4.041117975964578e-10,1.2983412250073506e-08
1884,5.991435162806218e-05,9.765560487246766e-09,3.3420845257925436e-10,9.765560487246766e-09
1885,5.983776126023648e-05,9.344509991190567e-09,2.543756475300743e-10,9.344509991190567e-09
1886,6.082430887285487e-05,8.614461461624906e-09,3.9231873305567433e-10,8.614461461624906e-09
1887,6.197936298641642e-05,6.7310144125087845e-09,4.1469998665214346e-10,6.7310144125087845e-09
1888,6.183042205520906e-05,7.58448516689571e-09,5.181485974408468e-10,7.58448516689571e-09
1889,6.204511893364335e-05,7.697681857012282e-09,4.857390184520582e-10,7.697681857012282e-09
1890,6.295764095349503e-05,7.86749414822501e-09,3.572485065709127e-10,7.86749414822501e-09
1891,6.39078363227392e-05,7.608086541718454e-09,4.084586101888681e-10,7.608086541718454e-09
1892,6.47333831044047e-05,7.379695901984665e-09,4.2437849662973244e-10,7.379695901984665e-09
1893,6.523742714697229e-05,7.005924919565944e-09,4.478671203741616e-10,7.005924919565944e-09
