ngram,blue,blu,bluee,bluu
1587,0.00014151207389139536,0.0,0.0,0.0
1588,0.00013973215170283635,0.0,0.0,0.0
1589,0.00014010560464937174,0.0,0.0,0.0
1590,0.00014066488464387867,0.0,0.0,0.0
1591,0.0001417310184998704,2.6653346399793267e-07,0.0,0.0
1592,0.0001441189056744666,2.6653346399793267e-07,0.0,0.0
1593,1.2414140136180712e-05,2.6653346399793267e-07,0.0,0.0
1594,7.212130347917471e-06,2.6653346399793267e-07,0.0,0.0
1595,7.6629274384946e-06,2.6653346399793267e-07,0.0,0.0
1596,7.289474491959222e-06,2.6653346399793267e-07,0.0,0.0
1597,6.249571892372582e-06,2.6653346399793267e-07,0.0,0.0
1598,5.448841534416715e-06,0.0,0.0,0.0
1599,4.475888139105726e-06,1.1791114827376856e-07,0.0,0.0
1600,2.998927958027967e-06,1.1791114827376856e-07,0.0,0.0
1601,4.226255685223025e-06,1.1791114827376856e-07,0.0,0.0
1602,5.759072256036493e-06,1.1791114827376856e-07,0.0,0.0
1603,5.759072256036493e-06,1.1791114827376856e-07,0.0,0.0
1604,6.099612895533417e-06,1.1791114827376856e-07,0.0,0.0
1605,6.171520064006992e-06,1.1791114827376856e-07,0.0,0.0
1606,7.078909285545316e-06,0.0,0.0,0.0
1607,6.546378861977635e-06,0.0,0.0,0.0
1608,6.581208741148917e-06,0.0,0.0,0.0
1609,4.786269057279112e-06,0.0,0.0,0.0
1610,4.786269057279112e-06,0.0,0.0,0.0
1611,4.650552974843387e-06,1.0241227853059951e-07,0.0,0.0
1612,4.313242308333949e-06,1.0241227853059951e-07,0.0,0.0
1613,3.269403155822407e-06,1.0241227853059951e-07,0.0,0.0
1614,3.5990129033182583e-06,1.0241227853059951e-07,0.0,0.0
1615,2.7634786355130406e-06,1.0241227853059951e-07,0.0,0.0
1616,2.57480465799225e-06,1.0241227853059951e-07,0.0,0.0
1617,3.192511306744044e-06,1.0241227853059951e-07,0.0,0.0
1618,3.3815953039655663e-06,0.0,0.0,0.0
1619,4.394405810411886e-06,0.0,0.0,0.0
1620,6.641783979180868e-06,0.0,0.0,0.0
1621,6.847428234583017e-06,0.0,0.0,0.0
1622,6.085541729459822e-06,0.0,0.0,0.0
1623,9.857340468702855e-06,0.0,0.0,0.0
1624,1.1479616627444297e-05,0.0,0.0,0.0
1625,1.1501031524728336e-05,0.0,0.0,0.0
1626,1.2554817366045817e-05,2.296218164182002e-07,0.0,0.0
1627,9.348498029534572e-06,2.296218164182002e-07,0.0,0.0
1628,8.878755652728745e-06,2.296218164182002e-07,0.0,0.0
1629,9.126343692449674e-06,2.296218164182002e-07,0.0,0.0
1630,7.338271911651516e-06,2.296218164182002e-07,0.0,0.0
1631,6.345248826684318e-06,2.296218164182002e-07,0.0,0.0
1632,6.113177643588383e-06,2.296218164182002e-07,0.0,0.0
1633,4.320766890941741e-06,0.0,0.0,0.0
1634,4.371478691414918e-06,0.0,0.0,0.0
1635,4.5529262056983754e-06,0.0,0.0,0.0
1636,4.305338165977446e-06,1.736888179948437e-07,0.0,0.0
1637,2.7605719716510587e-06,1.736888179948437e-07,0.0,0.0
1638,1.5809472862266766e-06,1.736888179948437e-07,0.0,0.0
1639,1.4755652476391593e-06,3.294292777614568e-07,0.0,0.0
1640,1.3041877074166614e-06,3.294292777614568e-07,0.0,0.0
1641,1.2325436590085052e-06,3.294292777614568e-07,0.0,0.0
1642,1.7412333842717738e-06,4.3737911222966173e-07,0.0,0.0
1643,1.83155583093659e-06,2.6369029423481803e-07,0.0,0.0
1644,1.6675794581390489e-06,2.6369029423481803e-07,0.0,0.0
1645,1.7475949058669876e-06,3.1280712521817934e-07,0.0,0.0
1646,2.3748935323705415e-06,1.5706666545156622e-07,0.0,0.0
1647,3.000404352146039e-06,1.5706666545156622e-07,0.0,0.0
1648,2.793492391057433e-06,1.5706666545156622e-07,0.0,0.0
1649,2.428982408478727e-06,4.9116830983361326e-08,0.0,0.0
1650,3.7441043332364643e-06,9.303696759031612e-08,0.0,0.0
1651,3.9851209164355946e-06,9.303696759031612e-08,0.0,0.0
1652,8.180139372728132e-06,4.392013660695479e-08,0.0,0.0
1653,7.776473629356978e-06,4.392013660695479e-08,0.0,0.0
1654,7.421503434151029e-06,4.392013660695479e-08,0.0,0.0
1655,8.549968892371648e-06,4.392013660695479e-08,0.0,0.0
1656,8.61190330527149e-06,4.392013660695479e-08,0.0,0.0
1657,7.595720977146162e-06,5.5608865068279556e-08,0.0,0.0
1658,7.294182540005879e-06,5.5608865068279556e-08,0.0,0.0
1659,3.4343213915885177e-06,1.1994323553413517e-07,0.0,0.0
1660,3.7742166796306265e-06,1.1994323553413517e-07,0.0,0.0
1661,4.744576131088252e-06,1.1994323553413517e-07,0.0,0.0
1662,4.783007869134183e-06,1.1994323553413517e-07,0.0,0.0
1663,4.9211894130556696e-06,1.8563821413408732e-07,0.0,0.0
1664,5.750319733773982e-06,1.3002934906580776e-07,0.0,0.0
1665,5.668132043215987e-06,1.3002934906580776e-07,0.0,0.0
1666,5.425314628025392e-06,6.569497859995213e-08,0.0,0.0
1667,5.335605578693503e-06,6.569497859995213e-08,0.0,0.0
1668,7.2733886327114305e-06,6.569497859995213e-08,0.0,0.0
1669,6.61387478625589e-06,9.56490708858837e-08,0.0,0.0
1670,6.254514947353787e-06,6.860326046924975e-08,0.0,0.0
1671,5.0752327760099954e-06,6.860326046924975e-08,0.0,0.0
1672,5.115162143251187e-06,6.860326046924975e-08,0.0,0.0
1673,5.023928991931825e-06,6.860326046924975e-08,0.0,0.0
1674,4.862605939998892e-06,6.860326046924975e-08,0.0,0.0
1675,1.9242997504014577e-06,1.0292176000348263e-07,0.0,0.0
1676,1.8835225554474683e-06,7.296766771755106e-08,0.0,0.0
1677,2.1554205115340404e-06,6.790469748401457e-08,0.0,0.0
1678,2.116310318862296e-06,6.790469748401457e-08,0.0,0.0
1679,2.6593309192841323e-06,9.097646674100751e-08,0.0,0.0
1680,2.818606487510676e-06,1.0907839558577897e-07,0.0,0.0
1681,3.233770680058764e-06,1.0907839558577897e-07,0.0,0.0
1682,3.1728401544179567e-06,7.475989605154609e-08,0.0,0.0
1683,3.8061658805028335e-06,7.475989605154609e-08,0.0,0.0
1684,3.6238103088440506e-06,7.039527767054616e-08,0.0,0.0
1685,3.8864861185824595e-06,9.060110934504856e-08,0.0,0.0
1686,3.66858703923104e-06,6.752934008805564e-08,0.0,0.0
1687,3.360854244809681e-06,4.942741124328417e-08,0.0,0.0
1688,2.9280563792001757e-06,9.601898958473093e-08,0.0,0.0
1689,2.645801909498654e-06,9.601898958473093e-08,0.0,0.0
1690,2.3057534690451575e-06,9.601898958473093e-08,0.0,0.0
1691,3.4522792507881865e-06,9.126346307246941e-08,0.0,0.0
1692,4.18366133609587e-06,7.105763139796701e-08,0.0,0.0
1693,4.3760618869522915e-06,7.105763139796701e-08,0.0,0.0
1694,5.424640546282587e-06,7.105763139796701e-08,0.0,0.0
1695,5.610152844123409e-06,2.446605305652026e-08,0.0,0.0
1696,6.570655516822756e-06,2.446605305652026e-08,0.0,0.0
1697,6.799093625886599e-06,3.1813127878064865e-08,0.0,0.0
1698,6.005263068280848e-06,7.347074821544603e-09,0.0,0.0
1699,5.560125893160668e-06,7.347074821544603e-09,0.0,0.0
1700,5.403311563765913e-06,7.347074821544603e-09,0.0,0.0
1701,8.985110753201297e-06,3.634735281009073e-08,0.0,0.0
1702,9.613396644324115e-06,6.031767238060379e-08,0.0,0.0
1703,9.889509491196285e-06,1.1552372062137043e-07,0.0,0.0
1704,9.277224860073017e-06,1.1683841246882107e-07,0.0,0.0
1705,9.573819527629115e-06,1.1683841246882107e-07,0.0,0.0
1706,1.0342869407915195e-05,1.1683841246882107e-07,0.0,0.0
1707,1.0296055571806001e-05,1.289908654809681e-07,0.0,0.0
1708,6.2444297392565725e-06,1.096364548353839e-07,0.0,0.0
1709,5.767374887000187e-06,9.769115142229826e-08,0.0,0.0
1710,5.598090833050914e-06,5.970012649316101e-08,0.0,0.0
1711,6.729589618511714e-06,5.103835982416578e-08,0.0,0.0
1712,7.3123313930929205e-06,7.276519958005728e-08,0.0,0.0
1713,6.805711921385539e-06,8.35832147621269e-08,0.0,0.0
1714,8.463654532014126e-06,7.143076174997987e-08,0.0,0.0
1715,1.716923231599919e-05,7.310724774762483e-08,0.0,0.0
1716,1.767288560066455e-05,6.993718975374058e-08,0.0,0.0
1717,1.7965724249994048e-05,5.272216644211117e-08,0.0,0.0
1718,2.2273450278070023e-05,7.59474352613714e-08,0.0,0.0
1719,2.210280412587703e-05,5.422059550547991e-08,0.0,0.0
1720,2.346612382098101e-05,5.246370855210054e-08,0.0,0.0
1721,2.2373290058957146e-05,6.122376662785558e-08,0.0,0.0
1722,1.751686743643534e-05,5.762899998476964e-08,0.0,0.0
1723,1.8020437112552046e-05,5.4949218001151423e-08,0.0,0.0
1724,1.7857934575918728e-05,7.2561976744672e-08,0.0,0.0
1725,1.61053928552844e-05,6.404261400559466e-08,0.0,0.0
1726,1.6230019485062386e-05,7.04301120281668e-08,0.0,0.0
1727,1.9488465243609555e-05,7.505441550798813e-08,0.0,0.0
1728,2.074398162221769e-05,7.925347743155595e-08,0.0,0.0
1729,1.7724281341153464e-05,9.0641820906155e-08,0.0,0.0
1730,1.8650768392295243e-05,8.446664472623005e-08,0.0,8.18323796027341e-09
1731,1.8268209324950086e-05,9.472084424747404e-08,0.0,8.18323796027341e-09
1732,1.9658842835009898e-05,8.62734620251818e-08,6.258523857890655e-09,8.18323796027341e-09
1733,1.881874641185277e-05,7.988596400260966e-08,6.258523857890655e-09,8.18323796027341e-09
1734,1.5899393149863628e-05,7.652399552122396e-08,6.258523857890655e-09,8.18323796027341e-09
1735,1.7317619170041455e-05,8.296565415629889e-08,6.258523857890655e-09,8.18323796027341e-09
1736,1.8009608083957573e-05,8.589902427453516e-08,6.258523857890655e-09,8.18323796027341e-09
1737,1.6937631763929467e-05,9.974228072045272e-08,6.258523857890655e-09,0.0
1738,1.787441260603373e-05,8.835077127043536e-08,6.258523857890655e-09,0.0
1739,1.3434334050543839e-05,1.0470866231214262e-07,0.0,0.0
1740,1.479603348083661e-05,1.1219594091877688e-07,0.0,0.0
1741,1.4652869140263647e-05,1.07813828468092e-07,0.0,0.0
1742,1.3038829950216626e-05,1.0116779439580828e-07,0.0,0.0
1743,1.3635424433492257e-05,8.874988769288653e-08,0.0,0.0
1744,1.4251604365459311e-05,9.27628726848135e-08,0.0,0.0
1745,1.5882719838243376e-05,7.628742387006631e-08,0.0,0.0
1746,1.7679907094653962e-05,6.362696325368233e-08,0.0,0.0
1747,1.832518916801616e-05,6.445798815337054e-08,0.0,0.0
1748,1.9026523919559884e-05,6.579610101198341e-08,0.0,0.0
1749,1.8991876199184583e-05,7.781775833239277e-08,0.0,0.0
1750,1.830731214015811e-05,7.478382763841702e-08,0.0,0.0
1751,1.870040978246834e-05,7.834241852070331e-08,0.0,0.0
1752,1.7414846427397735e-05,8.224100866982553e-08,0.0,0.0
1753,1.7686207164453143e-05,8.737311166636833e-08,0.0,0.0
1754,1.959761188377992e-05,9.579108300223587e-08,0.0,0.0
1755,2.1500298706606763e-05,1.0007154267149027e-07,0.0,0.0
1756,2.1448695146578496e-05,8.440155190620707e-08,0.0,0.0
1757,2.2646028940341368e-05,9.607482860068168e-08,0.0,0.0
1758,2.2091686982353815e-05,8.087516586588858e-08,0.0,0.0
1759,2.2262419796399107e-05,8.741296042558133e-08,0.0,0.0
1760,2.1622519852826372e-05,9.09544729056831e-08,0.0,0.0
1761,2.11807026581872e-05,8.809603560929905e-08,2.7755674584081393e-09,0.0
1762,1.9274956035327966e-05,8.994902245262892e-08,2.7755674584081393e-09,0.0
1763,1.956381700957926e-05,8.651996046588855e-08,2.7755674584081393e-09,0.0
1764,1.918742210753927e-05,7.668125994492974e-08,2.7755674584081393e-09,0.0
1765,1.9887629605364054e-05,9.404535766017424e-08,2.7755674584081393e-09,0.0
1766,2.1863968348562984e-05,1.1421844143504651e-07,2.7755674584081393e-09,0.0
1767,2.262230035349993e-05,1.0442237855353856e-07,2.7755674584081393e-09,0.0
1768,2.2584845542691516e-05,1.120022413861729e-07,0.0,0.0
1769,2.3134927947207222e-05,1.0468185048953923e-07,0.0,0.0
1770,2.7994116732900564e-05,1.1918495244702041e-07,0.0,0.0
1771,3.090274757206706e-05,1.1601820101451007e-07,0.0,0.0
1772,3.327984917892276e-05,1.2670799571472863e-07,0.0,0.0
1773,3.558819298632443e-05,1.0647929065450106e-07,0.0,0.0
1774,3.656149056041613e-05,1.0833563633484897e-07,0.0,0.0
1775,3.5736574188506764e-05,9.554400343907738e-08,0.0,0.0
1776,3.796548636663439e-05,1.084380712208193e-07,0.0,0.0
1777,3.528657543938607e-05,1.0576592097371368e-07,0.0,0.0
1778,3.4317221954032516e-05,1.1162520812441861e-07,0.0,0.0
1779,3.3061419474376764e-05,8.760288900638053e-08,0.0,0.0
1780,3.0201411261389565e-05,9.83643876192478e-08,0.0,0.0
1781,3.1138205875842164e-05,1.1636228793219874e-07,0.0,0.0
1782,3.2526855648029596e-05,1.4870075659700888e-07,2.1581334814462546e-09,0.0
1783,3.175450131363634e-05,1.405871645131031e-07,2.1581334814462546e-09,0.0
1784,3.0920877699307834e-05,1.3306569611261564e-07,2.1581334814462546e-09,0.0
1785,3.102383821637237e-05,1.3650422252859634e-07,2.1581334814462546e-09,0.0
1786,3.0499630156555213e-05,1.289376762818912e-07,2.1581334814462546e-09,0.0
1787,3.16964958204023e-05,1.1681940545063948e-07,2.1581334814462546e-09,0.0
1788,3.02233498327301e-05,9.597096501628194e-08,2.1581334814462546e-09,0.0
1789,2.9134047508705407e-05,6.660027703933988e-08,0.0,0.0
1790,2.7550959202926606e-05,6.456606931643754e-08,0.0,0.0
1791,2.8173836004238444e-05,6.435293288729684e-08,0.0,0.0
1792,2.6987641311799443e-05,6.06724524589351e-08,0.0,0.0
1793,3.523418100875071e-05,6.785247665318042e-08,0.0,0.0
1794,3.5138789566449956e-05,6.681236998572007e-08,0.0,0.0
1795,3.8108740877110646e-05,6.719250679663804e-08,0.0,0.0
1796,3.9986408799969854e-05,6.124762817551397e-08,0.0,0.0
1797,4.280781156142309e-05,5.637730637886307e-08,0.0,0.0
1798,4.334670666139573e-05,5.4126147119859525e-08,0.0,0.0
1799,4.627497557001854e-05,4.7448913623579103e-08,0.0,6.00769592803577e-10
1800,3.897271173108103e-05,4.2940323550867884e-08,0.0,6.00769592803577e-10
1801,3.9210910992031654e-05,3.6813800896595694e-08,0.0,6.00769592803577e-10
1802,3.716199197307495e-05,3.4672126630092796e-08,0.0,6.00769592803577e-10
1803,3.672763913138104e-05,3.565215640171411e-08,0.0,6.00769592803577e-10
1804,3.72945297775524e-05,3.992078502688758e-08,0.0,6.00769592803577e-10
1805,3.6819844743669296e-05,3.577405584463479e-08,0.0,6.00769592803577e-10
1806,3.6104807804804295e-05,3.570547019953503e-08,0.0,0.0
1807,3.7663690039023224e-05,4.102412162357691e-08,0.0,0.0
1808,3.614961237222555e-05,4.199111788441964e-08,0.0,0.0
1809,3.5307423916362624e-05,3.971276412479645e-08,0.0,0.0
1810,3.531974938856105e-05,3.456932835226618e-08,0.0,0.0
1811,3.522725793508081e-05,2.8910457646905537e-08,0.0,0.0
1812,3.6568175866185424e-05,2.7683024507650445e-08,0.0,0.0
1813,3.485452673755519e-05,2.723183164679962e-08,0.0,0.0
1814,3.424832617123944e-05,1.8651130798527253e-08,0.0,0.0
1815,3.6218361076732564e-05,1.853074252774637e-08,0.0,0.0
1816,3.942285599935401e-05,1.7964257510121636e-08,0.0,1.901727188423154e-10
1817,3.9866869233914516e-05,1.9865645382667807e-08,0.0,1.901727188423154e-10
1818,3.97865405830089e-05,2.1405224005986512e-08,0.0,1.901727188423154e-10
1819,4.108794434744466e-05,2.1962203484398353e-08,0.0,1.901727188423154e-10
1820,4.271204618687209e-05,2.3730281232100684e-08,1.4739693592653273e-10,1.901727188423154e-10
1821,4.337441610654683e-05,2.7039978637130195e-08,1.4739693592653273e-10,1.901727188423154e-10
1822,4.346847189091412e-05,2.807907582637524e-08,1.4739693592653273e-10,1.901727188423154e-10
1823,4.2078536872785275e-05,2.709354391632652e-08,1.4739693592653273e-10,0.0
1824,4.197324649015043e-05,2.4605432612036437e-08,1.4739693592653273e-10,0.0
1825,4.140474317994501e-05,2.2893349945921467e-08,2.7401374026934736e-10,1.266168043428146e-10
1826,4.161523247603327e-05,2.326895044900214e-08,2.7401374026934736e-10,1.266168043428146e-10
1827,4.166163957311905e-05,2.0324958478162055e-08,1.266168043428146e-10,1.266168043428146e-10
1828,4.213913208721871e-05,1.6470290020720313e-08,1.266168043428146e-10,1.266168043428146e-10
1829,4.17160642557844e-05,1.5046274067945627e-08,1.266168043428146e-10,1.9689108280270976e-10
1830,4.231076205282339e-05,1.5467397013984348e-08,1.266168043428146e-10,3.875001668746896e-10
1831,4.32878228561354e-05,1.722250202768854e-08,1.266168043428146e-10,3.875001668746896e-10
1832,4.364609724559289e-05,1.7797013894339997e-08,0.0,2.60883362531875e-10
1833,4.262323480881085e-05,1.6530581221323766e-08,0.0,3.4336162484700187e-10
1834,4.276495071410734e-05,1.6429632384732225e-08,0.0,3.4336162484700187e-10
1835,4.268559340354321e-05,1.76498743239709e-08,0.0,4.271450256990558e-10
1836,4.404646564840472e-05,1.675698564034584e-08,0.0,3.5687074723916064e-10
1837,4.426159284776077e-05,1.7573321845329052e-08,0.0,1.662616631671808e-10
1838,4.469730057670469e-05,1.617691441120022e-08,0.0,1.662616631671808e-10
1839,4.587242489963371e-05,1.5470126386268087e-08,0.0,2.4204309984859103e-10
1840,4.641495875798033e-05,1.5394081818799676e-08,0.0,1.5956483753346414e-10
1841,4.7100023428876216e-05,1.55045301042378e-08,0.0,2.9952005954823694e-10
1842,4.773960972670466e-05,1.4503325651560317e-08,0.0,2.15736658696183e-10
1843,4.782387103270074e-05,1.7011635021292803e-08,1.3114905986607742e-10,2.15736658696183e-10
1844,4.821928814635612e-05,1.6064520126844528e-08,1.3114905986607742e-10,2.15736658696183e-10
1845,4.8553351786852416e-05,1.7303055623228503e-08,1.3114905986607742e-10,2.824754240039949e-10
1846,4.7769472335598297e-05,1.920372445190261e-08,1.3114905986607742e-10,2.0669398732258466e-10
1847,4.8126992624020204e-05,2.0859153388690695e-08,1.3114905986607742e-10,4.49115847686191e-10
1848,4.872957599997919e-05,2.1457156813247432e-08,1.3114905986607742e-10,3.638483006948182e-10
1849,4.9429403069163004e-05,2.2864141817941734e-08,1.3114905986607742e-10,4.1758783732502383e-10
1850,4.979105870006606e-05,2.1208225778731763e-08,9.493981791207164e-11,4.1758783732502383e-10
1851,5.0638438551686704e-05,2.140976437406802e-08,9.493981791207164e-11,6.497308088374406e-10
1852,5.1338522877943304e-05,2.301974001893216e-08,1.4550138871527452e-10,7.852383267424403e-10
1853,5.18641245434992e-05,2.1692929103827348e-08,1.9376072968313451e-10,7.852383267424403e-10
1854,5.292195315372997e-05,2.1379636600776005e-08,1.9376072968313451e-10,6.438201876386123e-10
1855,5.348555558677097e-05,2.0730021382015755e-08,1.9376072968313451e-10,7.991395085354164e-10
1856,5.340981234829607e-05,2.1137702635850734e-08,1.9376072968313451e-10,8.447975810962508e-10
1857,5.4276101894044715e-05,2.189160319687744e-08,1.4695513853421208e-10,8.929318078594e-10
1858,5.42960265842599e-05,2.2032491640646057e-08,1.4695513853421208e-10,7.183923495761896e-10
1859,5.5294108148830545e-05,2.0140830209974022e-08,9.639356773100921e-11,8.207930089567026e-10
1860,5.580042904642012e-05,2.052627528265865e-08,1.0912943564684546e-10,1.0647738444914877e-09
1861,5.570084925108988e-05,2.2303515986469132e-08,1.0912943564684546e-10,1.3026901898463957e-09
1862,5.575461545959115e-05,2.3624776293981346e-08,1.0912943564684546e-10,1.25983800772619e-09
1863,5.598696952802129e-05,2.3960968574345187e-08,1.0912943564684546e-10,1.2559161607520304e-09
1864,5.624103245541586e-05,2.5685119301296514e-08,2.4937569469735925e-10,1.3019721768957128e-09
1865,5.6348188081756234e-05,2.6077708373658685e-08,2.4937569469735925e-10,1.465501426561084e-09
1866,5.5960132678072636e-05,2.6920094344161172e-08,2.4937569469735925e-10,1.205094103871675e-09
1867,5.58893131840575e-05,2.7619681779762166e-08,2.3159294323552412e-10,1.0907506406024732e-09
1868,5.6061331893683276e-05,2.621232830790632e-08,2.3159294323552412e-10,7.966422719908804e-10
1869,5.6381444405165636e-05,2.5748700187883903e-08,2.3159294323552412e-10,7.482451126948422e-10
1870,5.766448832998451e-05,2.5382056583518013e-08,2.3159294323552412e-10,7.372422711997879e-10
1871,5.8311714383307844e-05,2.464247980274844e-08,4.321245742186111e-11,6.836280906443091e-10
1872,5.860061979287171e-05,2.4768707212225697e-08,4.321245742186111e-11,5.853504585801821e-10
1873,5.870711902389303e-05,2.5494791547738974e-08,8.222120999918608e-11,6.581371003733238e-10
1874,5.9284198609280535e-05,2.529808515053641e-08,3.900875257732496e-11,5.284997281077405e-10
1875,6.046141788829118e-05,2.4775981647248306e-08,3.900875257732496e-11,7.644932504507246e-10
1876,6.083317514691901e-05,2.47089858415198e-08,3.900875257732496e-11,7.223995647707784e-10
1877,6.012451818345913e-05,2.4586387021534913e-08,3.900875257732496e-11,7.078299890661555e-10
1878,5.981654300869975e-05,2.554045127770418e-08,1.1157947185250602e-10,7.035392863523932e-10
1879,6.036264624396738e-05,2.570266818427821e-08,1.8140709965943002e-10,6.505117833288665e-10
1880,6.05760100630245e-05,2.5826212533632187e-08,1.4239834708210505e-10,5.992588885434763e-10
1881,6.040198994534356e-05,2.5373407248301712e-08,1.4239834708210505e-10,6.623900792947422e-10
1882,5.972728156068895e-05,2.5329462463982314e-08,1.4239834708210505e-10,4.788135919499479e-10
1883,5.900793569578257e-05,2.505864823579681e-08,2.0664360302267782e-10,4.66394879066507e-10
1884,5.8698225205132205e-05,2.5447247864462952e-08,2.0664360302267782e-10,5.79556969875534e-10
1885,5.8400479507067106e-05,2.3320434599278476e-08,1.3407288374749678e-10,5.722948880666173e-10
1886,5.822260365156191e-05,2.3676809084755794e-08,6.424525594057279e-11,6.955875736514017e-10
1887,5.798083137571146e-05,2.6694166876950476e-08,6.424525594057279e-11,7.403500808443399e-10
1888,5.8264540192405025e-05,2.6246643461799327e-08,6.424525594057279e-11,7.852302597826417e-10
1889,5.8388823422969184e-05,2.642418550635739e-08,9.041615075692074e-11,7.403433164140541e-10
1890,5.876480697354834e-05,2.697817766009588e-08,5.1466584962055e-11,8.531678954585128e-10
1891,5.9038645434027005e-05,2.623692044575624e-08,5.1466584962055e-11,7.469176170417567e-10
1892,5.926569013224382e-05,2.6111700738137448e-08,1.1888133334890328e-10,7.40365921347852e-10
1893,5.948209945927374e-05,2.593010834622029e-08,1.1888133334890328e-10,5.933689551611871e-10
1894,5.932326738340115e-05,2.1197617629452126e-08,1.1888133334890328e-10,5.491083996230931e-10
1895,5.967444979302984e-05,2.109340486405082e-08,1.4005254099304564e-10,4.6226823757766766e-10
