ngram,blue,blu,bluee,bluu
1896,5.985134391396839e-05,2.082219171687224e-08,1.1388164617669766e-10,4.099264479449717e-10
1897,6.049414098794971e-05,1.943569876467726e-08,1.257394664579335e-10,3.07163633813826e-10
1898,6.05257493069595e-05,1.86539398531035e-08,1.257394664579335e-10,3.0250114912977466e-10
1899,6.088288500905037e-05,1.8466611351186657e-08,5.832471807108521e-11,3.1645738014190224e-10
1900,6.060039231670089e-05,1.8236317598864715e-08,7.639532260763003e-11,2.7033403293685865e-10
1901,6.088559634268417e-05,1.890114858278074e-08,9.353200951840129e-11,2.3833208819189014e-10
1902,6.0272100589437673e-05,1.9183263739413244e-08,7.236080187425894e-11,2.6881575140461477e-10
1903,5.9641604041514385e-05,1.9452797975613327e-08,1.042390915647776e-10,2.8475489624987406e-10
1904,5.882777155160771e-05,1.9882054098323872e-08,8.293932108565422e-11,2.4215535529162734e-10
1905,5.824968008840058e-05,2.1936562280952136e-08,9.818618339009686e-11,2.004964071750897e-10
1906,5.723246171588211e-05,2.2569886531138243e-08,9.818618339009686e-11,1.7958358014943546e-10
1907,5.680907166346775e-05,2.1774471495713702e-08,8.011557885355205e-11,1.9423375408056387e-10
1908,5.624964355125225e-05,2.2158515784147833e-08,1.0415225428138188e-10,2.4230710493622354e-10
1909,5.609542339308453e-05,2.190151679063287e-08,1.1793326335337743e-10,1.9065223407935657e-10
1910,5.562439816588137e-05,2.216070856978344e-08,1.411505327302593e-10,1.884869790009474e-10
1911,5.520674052864446e-05,2.213451035158544e-08,1.5325265659679336e-10,2.1269122673401546e-10
1912,5.5062322124805565e-05,2.1565651106162217e-08,1.668340099006801e-10,2.1102571773345957e-10
1913,5.5051762631462354e-05,2.053098364334411e-08,2.240256858989019e-10,1.9551073161221717e-10
1914,5.476657055883801e-05,2.0627067292317795e-08,2.240256858989019e-10,2.3932651594631745e-10
1915,5.409570543893746e-05,1.9769608680267733e-08,1.828523235603008e-10,1.5697979126911525e-10
1916,5.346533466113864e-05,2.10924616185691e-08,1.99175039556592e-10,1.7203165380325862e-10
1917,5.322370478617293e-05,2.0803518400011204e-08,1.5804521481215568e-10,1.7222349835937274e-10
1918,5.328968109097332e-05,2.1150365268697768e-08,2.01990550277983e-10,1.5945248791972488e-10
1919,5.36393906388964e-05,1.9646788323208446e-08,1.873680813676718e-10,1.3062427231139547e-10
1920,5.48776967791907e-05,2.0486210315441766e-08,1.3017640536945e-10,1.7702758207750946e-10
1921,5.5199747293954715e-05,2.001310786933378e-08,1.8639962192804457e-10,1.747848403708753e-10
1922,5.648431397275999e-05,2.099575472211005e-08,2.1055091797046137e-10,1.747848403708753e-10
1923,5.710760212553266e-05,2.0108647699349343e-08,1.8044719290217463e-10,2.0883986702667301e-10
1924,5.7857611474381497e-05,2.020403933045145e-08,2.1532451912767821e-10,1.9487413270370879e-10
1925,5.880099342903122e-05,2.086503312982911e-08,1.4342331984749735e-10,1.517334155146496e-10
1926,5.909434185014106e-05,2.198471220944092e-08,2.2090942567284547e-10,1.517334155146496e-10
1927,5.861045896641112e-05,2.21982734416315e-08,2.2090942567284547e-10,2.4176036966012353e-10
1928,5.8432698486805225e-05,2.267057678092702e-08,1.874956955567291e-10,2.3115612598648535e-10
1929,5.732891284943824e-05,2.131339371658214e-08,3.656307776386417e-10,3.070135177831089e-10
1930,5.6689825474417633e-05,2.0326864762815992e-08,3.656307776386417e-10,2.579066285931678e-10
1931,5.5878350394777954e-05,2.021770509738222e-08,3.1678771709017385e-10,2.579066285931678e-10
1932,5.487424329788025e-05,1.8968941211434346e-08,3.404309631812755e-10,3.051931207753711e-10
1933,5.459266217907758e-05,1.8472237580827563e-08,2.719062693255582e-10,3.2836027944302005e-10
1934,5.394315459333094e-05,1.7692927250274286e-08,3.168420188913247e-10,2.3686576509719867e-10
1935,5.386556378133329e-05,1.7087371517732208e-08,2.9403253244884656e-10,1.9124679221224231e-10
1936,5.342669932620733e-05,1.8787022223624002e-08,1.5455844937228846e-10,1.1538940041561879e-10
1937,5.337064326990263e-05,1.9566444972188687e-08,1.7700086634470884e-10,1.3783181738803917e-10
1938,5.2718758005149926e-05,1.9203423359418333e-08,1.7700086634470884e-10,1.3783181738803917e-10
1939,5.240742913364167e-05,1.9550045899612608e-08,1.7825164558679266e-10,1.1543935053902134e-10
1940,5.113229937186199e-05,1.9775135941456157e-08,1.5508448691914367e-10,1.1806545423859964e-10
1941,5.064189411184218e-05,2.148028015775643e-08,1.3772730773314075e-10,1.0070827505259672e-10
1942,4.9654277453165765e-05,2.326555633861257e-08,1.8754339946104792e-10,1.0070827505259672e-10
1943,4.955505625860367e-05,2.451638105225941e-08,1.6763775486808693e-10,1.0070827505259672e-10
1944,4.899876720238743e-05,2.5363746658513264e-08,1.831379829532663e-10,7.826585808017633e-11
1945,4.9388862472759297e-05,2.6482625616251554e-08,1.831379829532663e-10,1.345741177224572e-10
1946,4.883233330994179e-05,2.6963104511017784e-08,1.5824395762008082e-10,1.5932440485969376e-10
1947,4.876024312190046e-05,2.7815793858719318e-08,1.5824395762008082e-10,1.5008811852076524e-10
1948,4.811171363274168e-05,2.7605386928744987e-08,1.3066538724031725e-10,1.396095481284324e-10
1949,4.782345838196177e-05,2.7123369201425314e-08,8.084929551241008e-11,1.396095481284324e-10
1950,4.749090866036048e-05,2.4899620143514767e-08,5.486262039904639e-11,1.396095481284324e-10
1951,4.704681175228741e-05,2.4459978169894773e-08,1.6919975341446657e-11,1.396095481284324e-10
1952,4.5914851008482014e-05,2.3463383616980797e-08,4.8287873699592865e-11,9.898523766522465e-11
1953,4.551258410044413e-05,2.3739497478914018e-08,7.966634693204862e-11,4.9340925194802616e-11
1954,4.4989761850696853e-05,2.2393211348717808e-08,9.418230282966432e-11,3.2783949166503845e-11
1955,4.4508771679829806e-05,2.1915054913636467e-08,1.0867655485841915e-10,3.017820120782793e-11
1956,4.398717802749681e-05,2.122659863752168e-08,1.2214456033911502e-10,4.3646206688523797e-11
1957,4.3167307532192876e-05,2.149747326183972e-08,1.0522458499766835e-10,1.4559601242890097e-10
1958,4.270536685778227e-05,2.0949440024001627e-08,1.1712639290990216e-10,1.6939962825336862e-10
1959,4.243064280931971e-05,2.1437329371971307e-08,1.3093425054495304e-10,1.8759749706046388e-10
1960,4.188652487105823e-05,2.16804758273221e-08,1.1014363825762835e-10,1.9818535800559493e-10
1961,4.1409226209257864e-05,2.204706918616596e-08,9.562768236001266e-11,2.0944092690314672e-10
1962,4.099782433643538e-05,2.1513522645883702e-08,8.113343033125783e-11,2.2555194319405303e-10
1963,4.070281491814447e-05,2.2056116679079552e-08,9.73769953560577e-11,2.6160321924579526e-10
1964,4.0259124424275274e-05,2.1366613367490572e-08,1.2435692555077893e-10,1.8663334370013932e-10
1965,3.997976351196745e-05,2.1475133798227423e-08,1.4771544404323933e-10,2.1572021748271298e-10
1966,3.976238232488478e-05,2.094583072066923e-08,1.113327594797526e-10,2.6976910982856595e-10
1967,3.9715994457115554e-05,2.0307310880493138e-08,1.184342564495923e-10,2.5918124888343487e-10
1968,3.9445405751134134e-05,2.0262557853811813e-08,2.2471275039150284e-10,2.833518459548807e-10
1969,3.9156189554237896e-05,2.0732816098854656e-08,2.3368963609453937e-10,2.707003490412926e-10
1970,3.885419781519366e-05,2.0383350372656295e-08,2.127475745175974e-10,2.387200853659621e-10
1971,3.866285624098964e-05,2.1213623619636176e-08,2.1262034692405762e-10,2.475437573177887e-10
1972,3.810310798663912e-05,2.1469190362008054e-08,2.469235817798803e-10,2.0334871286831202e-10
1973,3.742534266036403e-05,2.1920626583745876e-08,2.4638460716097654e-10,1.3192619615790387e-10
1974,3.675433617900126e-05,2.173107738201452e-08,2.44990255265127e-10,1.6451620819614631e-10
1975,3.662494938388201e-05,2.1928334957367823e-08,1.6304026085561015e-10,1.7774704129193608e-10
1976,3.633639997652998e-05,2.23882844961411e-08,1.9424553037478935e-10,2.080118577385548e-10
1977,3.6445070041476614e-05,2.270327697268775e-08,2.3363448675706167e-10,2.3060489628967673e-10
1978,3.661424437138651e-05,2.305816540878628e-08,2.3126156941824912e-10,2.1112115131513169e-10
1979,3.6907467022371877e-05,2.3376968424518703e-08,2.0233651262405568e-10,2.349365097306258e-10
1980,3.7442512880910984e-05,2.3537212306174686e-08,2.2542972548191186e-10,2.419387993517803e-10
1981,3.791130490883786e-05,2.3456238602242204e-08,2.3202411619000733e-10,2.398679816281327e-10
1982,3.809518342937476e-05,2.3126120700973322e-08,2.2251860671523056e-10,1.986224775921538e-10
1983,3.8502151125742656e-05,2.234384309320246e-08,1.8973895718477074e-10,1.5040388973946202e-10
1984,3.895065154730608e-05,2.2343377180180013e-08,1.5628167857051345e-10,1.249730200278013e-10
1985,3.929447484551929e-05,2.2115174453623306e-08,1.3903596825435927e-10,1.3035538819007797e-10
1986,3.970231409766711e-05,2.1862407503395583e-08,1.1221457394247229e-10,1.0475313969423742e-10
1987,3.99322593044157e-05,2.1565567363625504e-08,1.2767953658629087e-10,9.461759153950311e-11
1988,4.013064244645648e-05,2.167388224449951e-08,2.572811596704813e-10,8.489262665849801e-11
1989,4.056563453299792e-05,2.262255272000857e-08,2.424581696128644e-10,1.040891787445248e-10
1990,4.082548964236464e-05,2.2783107464111448e-08,2.417131262009788e-10,1.1740410330426546e-10
1991,4.074829692919073e-05,2.2377394413654528e-08,2.3358120794712637e-10,1.0270291660769665e-10
1992,4.07211778760289e-05,2.2245361362495586e-08,2.2634713300091162e-10,1.1917476628558228e-10
1993,4.095605774117368e-05,2.196593814777056e-08,2.1253002284647516e-10,1.187075705590322e-10
1994,4.1505669027433866e-05,2.3052443509641307e-08,2.047365308042805e-10,1.183388952306709e-10
1995,4.214491959178953e-05,2.387514617753693e-08,1.0334256218626412e-10,1.2309319139377654e-10
1996,4.275397389262382e-05,2.4080392283362277e-08,1.0964460143385907e-10,1.0908922277413119e-10
1997,4.402400684609477e-05,2.4577931055448843e-08,1.087396636028399e-10,1.015268226632417e-10
1998,4.536768652282522e-05,2.553807146706991e-08,1.0217039516012351e-10,1.0730461013789113e-10
1999,4.6883254461655656e-05,2.5909123227815404e-08,1.0759363935511753e-10,7.99770235157141e-11
2000,4.822696324221657e-05,2.786746884047326e-08,1.543255037650404e-10,1.0469023911663378e-10
2001,4.959038830877814e-05,2.7945254998940072e-08,1.355896436794346e-10,1.2717909017578855e-10
2002,5.093182491171839e-05,3.048203391285499e-08,1.167039153807511e-10,1.6605321036850766e-10
2003,5.241510215065708e-05,3.1845263188350666e-08,1.1040187613315616e-10,1.7408168111386424e-10
2004,5.3785490308655426e-05,3.3178502485092006e-08,1.298820822718102e-10,1.834687942244998e-10
2005,5.570596580842643e-05,3.417082845252091e-08,2.2428536111673836e-10,2.1247116169639416e-10
2006,5.818330464535393e-05,3.667611890380483e-08,2.2915526123482418e-10,2.1191781761948596e-10
2007,6.110742158073532e-05,3.8581773204831345e-08,3.756411877981718e-10,1.861304037485491e-10
2008,6.46979694595627e-05,4.151095365857925e-08,3.7652258592725726e-10,1.9296392955725494e-10
2009,6.788278187741525e-05,4.15035213815632e-08,3.775006963770343e-10,7.964786082654512e-10
2010,7.039021719330256e-05,4.321150878386756e-08,3.856884885871421e-10,8.167850215623496e-10
2011,7.392569386865944e-05,4.4805206909716485e-08,3.604557579996369e-10,8.434269582350115e-10
2012,7.640874745058162e-05,4.967588600785737e-08,3.1945105439880525e-10,8.460258079418764e-10
2013,7.736853876849636e-05,5.175727630606681e-08,3.1985995548639805e-10,8.357326636287965e-10
2014,7.858799342232357e-05,5.1294012592961735e-08,1.682081651545518e-10,8.511485028688576e-10
2015,7.841361470387451e-05,5.17974407492667e-08,1.5247451813043307e-10,9.120026222315352e-10
2016,7.902683137217537e-05,5.120283930182268e-08,1.3806054216525254e-10,3.2542561304424057e-10
2017,7.999773758153121e-05,5.152156094349417e-08,1.5151820828100218e-10,3.3190109225792835e-10
2018,7.916500035207719e-05,5.255779171875474e-08,1.8182184993720264e-10,3.3978710678450594e-10
2019,7.868443935876712e-05,4.8652413653371696e-08,1.3382980574433434e-10,3.5932062533716724e-10
