ngram,band,bnd,bnd,bnd
1500,6.297860295489954e-07,0.0,0.0,0.0
1501,5.038288236391964e-07,0.0,0.0,0.0
1502,5.95568205123224e-07,0.0,0.0,0.0
1503,5.104870329627634e-07,0.0,0.0,0.0
1504,2.4316503705839363e-07,0.0,0.0,0.0
1505,1.506093017919089e-07,0.0,0.0,0.0
1506,1.506093017919089e-07,0.0,0.0,0.0
1507,1.506093017919089e-07,0.0,0.0,0.0
1508,1.506093017919089e-07,0.0,0.0,0.0
1509,0.0,0.0,0.0,0.0
1510,0.0,0.0,0.0,0.0
1511,0.0,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,4.284917200233654e-06,0.0,0.0,0.0
1515,4.284917200233654e-06,0.0,0.0,0.0
1516,4.284917200233654e-06,0.0,0.0,0.0
1517,6.941301242997204e-06,0.0,0.0,0.0
1518,6.941301242997204e-06,0.0,0.0,0.0
1519,6.941301242997204e-06,0.0,0.0,0.0
1520,1.0516238035052083e-05,0.0,0.0,0.0
1521,6.231320834818429e-06,0.0,0.0,0.0
1522,1.2578834555045302e-05,0.0,0.0,0.0
1523,1.750719457049854e-05,6.160450019316548e-07,6.160450019316548e-07,6.160450019316548e-07
1524,1.485081052773499e-05,6.160450019316548e-07,6.160450019316548e-07,6.160450019316548e-07
1525,1.485081052773499e-05,6.160450019316548e-07,6.160450019316548e-07,6.160450019316548e-07
1526,0.0001979178622215321,6.160450019316548e-07,6.160450019316548e-07,6.160450019316548e-07
1527,0.00019434292542947723,6.160450019316548e-07,6.160450019316548e-07,6.160450019316548e-07
1528,0.00019434292542947723,6.160450019316548e-07,6.160450019316548e-07,6.160450019316548e-07
1529,0.00018799541170925034,6.160450019316548e-07,6.160450019316548e-07,6.160450019316548e-07
1530,0.0001830670516937971,0.0,0.0,0.0
1531,0.0001830670516937971,0.0,0.0,0.0
1532,0.0001830670516937971,0.0,0.0,0.0
1533,0.0,0.0,0.0,0.0
1534,5.6178827695215916e-06,0.0,0.0,0.0
1535,8.253449777839705e-06,0.0,0.0,0.0
1536,8.253449777839705e-06,0.0,0.0,0.0
1537,8.253449777839705e-06,0.0,0.0,0.0
1538,8.253449777839705e-06,0.0,0.0,0.0
1539,9.91367206942024e-06,0.0,0.0,0.0
1540,9.91367206942024e-06,0.0,0.0,0.0
1541,4.295789299898648e-06,0.0,0.0,0.0
1542,1.6602222915805344e-06,0.0,0.0,0.0
1543,1.6602222915805344e-06,0.0,0.0,0.0
1544,6.8071042603280925e-06,0.0,0.0,0.0
1545,9.486305186458463e-06,0.0,0.0,0.0
1546,7.82608289487793e-06,0.0,0.0,0.0
1547,7.82608289487793e-06,0.0,0.0,0.0
1548,9.312292604590766e-06,0.0,0.0,0.0
1549,1.0524950344655995e-05,0.0,0.0,0.0
1550,1.2145987446794087e-05,0.0,0.0,0.0
1551,6.999105478046529e-06,0.0,0.0,0.0
1552,6.483237484644633e-06,0.0,0.0,0.0
1553,6.483237484644633e-06,0.0,0.0,0.0
1554,6.483237484644633e-06,0.0,0.0,0.0
1555,9.804907806808063e-06,0.0,0.0,0.0
1556,0.0003499996725752551,0.0,0.0,0.0
1557,0.0003951036752758747,0.0,0.0,0.0
1558,0.00039578572393241174,0.0,0.0,0.0
1559,0.00040049928416660156,0.0,0.0,0.0
1560,0.000404537496251578,0.0,0.0,0.0
1561,0.000404537496251578,0.0,0.0,0.0
1562,0.0004032850453898261,0.0,0.0,0.0
1563,6.324148801338327e-05,0.0,0.0,0.0
1564,1.651644821062551e-05,0.0,0.0,0.0
1565,2.190520340913541e-05,0.0,0.0,0.0
1566,1.6931980748527815e-05,0.0,0.0,0.0
1567,1.3576165981378705e-05,0.0,0.0,0.0
1568,1.3576165981378705e-05,0.0,0.0,0.0
1569,1.1506147464907762e-05,0.0,0.0,0.0
1570,1.1653294612707604e-05,0.0,0.0,0.0
1571,1.1653294612707604e-05,0.0,0.0,0.0
1572,6.62241232670827e-06,0.0,0.0,0.0
1573,9.752379225704186e-06,0.0,0.0,0.0
1574,1.0704116513287382e-05,0.0,0.0,0.0
1575,1.1961396142266625e-05,0.0,0.0,0.0
1576,1.1377346384376454e-05,0.0,0.0,0.0
1577,2.2623713383446947e-05,0.0,0.0,0.0
1578,2.382827895936706e-05,0.0,0.0,0.0
1579,2.602213128609167e-05,0.0,0.0,0.0
1580,2.29694155677862e-05,0.0,0.0,0.0
1581,2.3708510460502502e-05,0.0,0.0,0.0
1582,2.454613767050822e-05,0.0,0.0,0.0
1583,2.845100308539778e-05,0.0,0.0,0.0
1584,1.6592735391895985e-05,0.0,0.0,0.0
1585,1.7275350663632188e-05,0.0,0.0,0.0
1586,1.54793644599392e-05,0.0,0.0,0.0
1587,1.6959238499631673e-05,0.0,0.0,0.0
1588,1.726403226192425e-05,0.0,0.0,0.0
1589,2.0024013857827022e-05,0.0,0.0,0.0
1590,1.9117422263142153e-05,0.0,0.0,0.0
1591,3.900792099947077e-05,0.0,0.0,0.0
1592,3.950862732641066e-05,0.0,0.0,0.0
1593,5.146744297235273e-05,0.0,0.0,0.0
1594,5.420901600570817e-05,0.0,0.0,0.0
1595,5.6038963521132246e-05,0.0,0.0,0.0
1596,5.7917458304603186e-05,0.0,0.0,0.0
1597,5.8618182915129834e-05,0.0,0.0,0.0
1598,4.468482958535398e-05,0.0,0.0,0.0
1599,4.559845443249547e-05,0.0,0.0,0.0
1600,3.5184021336525415e-05,0.0,0.0,0.0
1601,3.113021505539239e-05,0.0,0.0,0.0
1602,2.9232262282416093e-05,0.0,0.0,0.0
1603,2.497153972009463e-05,0.0,0.0,0.0
1604,2.15630726805622e-05,0.0,0.0,0.0
1605,1.6505805953264436e-05,0.0,0.0,0.0
1606,1.680789877614838e-05,0.0,0.0,0.0
1607,1.979770513571566e-05,0.0,0.0,0.0
1608,2.1642694654084543e-05,0.0,0.0,0.0
1609,2.2240134187865935e-05,0.0,0.0,0.0
1610,2.2443886986625978e-05,0.0,0.0,0.0
1611,2.3197827951142764e-05,0.0,0.0,0.0
1612,2.8123855632397215e-05,0.0,0.0,0.0
1613,2.8355702202783766e-05,0.0,0.0,0.0
1614,2.633904270104332e-05,0.0,0.0,0.0
1615,2.3869263714004774e-05,0.0,0.0,0.0
1616,2.60681742604772e-05,0.0,0.0,0.0
1617,3.154548890701595e-05,0.0,0.0,0.0
1618,3.107681277469965e-05,0.0,0.0,0.0
1619,2.7165157397186185e-05,0.0,0.0,0.0
1620,2.5545962151746998e-05,0.0,0.0,0.0
1621,2.730002090954388e-05,0.0,0.0,0.0
1622,2.598729312402221e-05,0.0,0.0,0.0
1623,2.3813895463068286e-05,0.0,0.0,0.0
1624,4.059864305158304e-05,0.0,0.0,0.0
1625,4.659730786573034e-05,0.0,0.0,0.0
1626,4.860600357200643e-05,0.0,0.0,0.0
1627,4.894608884699535e-05,0.0,0.0,0.0
1628,4.5267573341334355e-05,0.0,0.0,0.0
1629,4.711976167267754e-05,0.0,0.0,0.0
1630,5.3201683190958905e-05,0.0,0.0,0.0
1631,3.257088649531527e-05,0.0,0.0,0.0
1632,2.7935474723303093e-05,0.0,0.0,0.0
1633,2.626655090612725e-05,0.0,0.0,0.0
1634,2.543806372809091e-05,0.0,0.0,0.0
1635,2.6370713125548457e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1636,2.6912811855644187e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1637,2.228016806579295e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1638,2.181058607675368e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1639,2.0683320924165726e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1640,1.9997579849067343e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1641,2.1494718177044498e-05,8.231971345854358e-08,8.231971345854358e-08,8.231971345854358e-08
1642,2.0906104899560368e-05,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1643,2.046851139831623e-05,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1644,1.8077799852887567e-05,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1645,1.6744661219750663e-05,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1646,6.499776645796373e-05,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1647,6.42991474575995e-05,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1648,6.304567198510216e-05,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1649,6.278292546215068e-05,0.0,0.0,0.0
1650,6.263551300175354e-05,0.0,0.0,0.0
1651,6.511698536217279e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1652,6.545126832082002e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1653,1.8801552349551847e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1654,1.902397083800419e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1655,1.867933899900111e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1656,1.933093634371679e-05,8.83074124301077e-08,8.83074124301077e-08,8.83074124301077e-08
1657,1.8839853769999797e-05,8.83074124301077e-08,8.83074124301077e-08,8.83074124301077e-08
1658,1.658677969576924e-05,4.530733122010133e-08,4.530733122010133e-08,4.530733122010133e-08
1659,1.6899922619424096e-05,7.747451645302914e-08,7.747451645302914e-08,7.747451645302914e-08
1660,1.5908457498881035e-05,7.747451645302914e-08,7.747451645302914e-08,7.747451645302914e-08
1661,1.62015684119459e-05,7.747451645302914e-08,7.747451645302914e-08,7.747451645302914e-08
1662,1.6076877987610976e-05,7.747451645302914e-08,7.747451645302914e-08,7.747451645302914e-08
1663,1.5283979986894076e-05,3.2167185232927816e-08,3.2167185232927816e-08,3.2167185232927816e-08
1664,1.6112915156034952e-05,3.2167185232927816e-08,3.2167185232927816e-08,3.2167185232927816e-08
1665,1.4915728830341582e-05,3.2167185232927816e-08,3.2167185232927816e-08,3.2167185232927816e-08
1666,1.400045493937796e-05,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1667,1.3622524680353568e-05,7.240071348795546e-08,7.240071348795546e-08,7.240071348795546e-08
1668,1.3613388156435186e-05,1.1615392939542549e-07,1.1615392939542549e-07,1.1615392939542549e-07
1669,1.4178025724374623e-05,1.1615392939542549e-07,1.1615392939542549e-07,1.1615392939542549e-07
1670,1.4371529817123832e-05,1.5480309757874367e-07,1.5480309757874367e-07,1.5480309757874367e-07
1671,1.3773309547104873e-05,1.5480309757874367e-07,1.5480309757874367e-07,1.5480309757874367e-07
1672,1.4492410887864285e-05,1.5480309757874367e-07,1.5480309757874367e-07,1.5480309757874367e-07
1673,1.3294501059135655e-05,1.1485469997296605e-07,1.1485469997296605e-07,1.1485469997296605e-07
1674,1.323413256873859e-05,8.240238409078821e-08,8.240238409078821e-08,8.240238409078821e-08
1675,1.4322178230941063e-05,3.864916818331819e-08,3.864916818331819e-08,3.864916818331819e-08
1676,1.4059099222712185e-05,3.864916818331819e-08,3.864916818331819e-08,3.864916818331819e-08
1677,1.3137435221973906e-05,0.0,0.0,0.0
1678,1.2891288016752306e-05,0.0,0.0,0.0
1679,1.223374426574862e-05,0.0,0.0,0.0
1680,1.2407372975888262e-05,0.0,0.0,0.0
1681,1.6629209182740722e-05,0.0,0.0,0.0
1682,1.439501413967394e-05,0.0,0.0,0.0
1683,1.3341546491574263e-05,0.0,0.0,0.0
1684,1.4261254039281215e-05,0.0,0.0,0.0
1685,1.3858763395546703e-05,0.0,0.0,0.0
1686,1.3966434445527348e-05,2.762920660513503e-08,2.762920660513503e-08,2.762920660513503e-08
1687,1.3989607850817265e-05,2.762920660513503e-08,2.762920660513503e-08,2.762920660513503e-08
1688,9.884439155679761e-06,2.762920660513503e-08,2.762920660513503e-08,2.762920660513503e-08
1689,9.891983414230968e-06,2.762920660513503e-08,2.762920660513503e-08,2.762920660513503e-08
1690,1.080332094716141e-05,4.8399497489169466e-08,4.8399497489169466e-08,4.8399497489169466e-08
1691,9.815294496157939e-06,7.286555054568972e-08,7.286555054568972e-08,7.286555054568972e-08
1692,9.91104401951556e-06,9.653359508579992e-08,9.653359508579992e-08,9.653359508579992e-08
1693,9.328251443158869e-06,6.890438848066488e-08,6.890438848066488e-08,6.890438848066488e-08
1694,9.165213019254484e-06,6.890438848066488e-08,6.890438848066488e-08,6.890438848066488e-08
1695,8.309278590396779e-06,6.890438848066488e-08,6.890438848066488e-08,6.890438848066488e-08
1696,9.046483942906239e-06,6.890438848066488e-08,6.890438848066488e-08,6.890438848066488e-08
1697,9.640412697210974e-06,4.8134097596630454e-08,4.8134097596630454e-08,4.8134097596630454e-08
1698,9.586139380449562e-06,2.3668044540110193e-08,2.3668044540110193e-08,2.3668044540110193e-08
1699,9.568397217663005e-06,1.3069540370582087e-08,1.3069540370582087e-08,1.3069540370582087e-08
1700,9.582060101820389e-06,1.3069540370582087e-08,1.3069540370582087e-08,1.3069540370582087e-08
1701,9.408104493299366e-06,1.3069540370582087e-08,1.3069540370582087e-08,1.3069540370582087e-08
1702,9.07559186608913e-06,6.10101795116082e-08,6.10101795116082e-08,6.10101795116082e-08
1703,8.107203614469785e-06,6.10101795116082e-08,6.10101795116082e-08,6.10101795116082e-08
1704,6.648534118929612e-06,6.10101795116082e-08,6.10101795116082e-08,6.10101795116082e-08
1705,6.462533032650494e-06,8.848359454662256e-08,8.848359454662256e-08,8.848359454662256e-08
1706,6.181386262531825e-06,9.756481996906327e-08,9.756481996906327e-08,9.756481996906327e-08
1707,6.340107055231263e-06,1.0971727298121031e-07,1.0971727298121031e-07,1.0971727298121031e-07
1708,6.1356008700386155e-06,1.1936314032417223e-07,1.1936314032417223e-07,1.1936314032417223e-07
1709,6.0180609580129385e-06,7.142250118314613e-08,7.142250118314613e-08,7.142250118314613e-08
1710,6.4554535908558004e-06,8.863752449477553e-08,8.863752449477553e-08,8.863752449477553e-08
1711,6.608419231010235e-06,9.832985321216775e-08,9.832985321216775e-08,9.832985321216775e-08
1712,7.140884788116507e-06,8.171985805509913e-08,8.171985805509913e-08,8.171985805509913e-08
1713,7.130598662895084e-06,7.038710744414597e-08,7.038710744414597e-08,7.038710744414597e-08
1714,1.3333025825496797e-05,7.737787553553841e-08,7.737787553553841e-08,7.737787553553841e-08
1715,1.3940594076952298e-05,7.905436153318338e-08,7.905436153318338e-08,7.905436153318338e-08
1716,1.4217188501269057e-05,7.905436153318338e-08,7.905436153318338e-08,7.905436153318338e-08
1717,1.4907030487977733e-05,6.183933822155398e-08,6.183933822155398e-08,6.183933822155398e-08
1718,1.5257797388455532e-05,5.214700950416175e-08,5.214700950416175e-08,5.214700950416175e-08
1719,1.443655310140457e-05,4.1283589626216e-08,4.1283589626216e-08,4.1283589626216e-08
1720,1.4843460251410892e-05,3.952670267283663e-08,3.952670267283663e-08,3.952670267283663e-08
1721,8.339109951651022e-06,2.0383481569297146e-08,2.0383481569297146e-08,2.0383481569297146e-08
1722,8.01071519163088e-06,1.678871492621121e-08,1.678871492621121e-08,1.678871492621121e-08
1723,8.012347669656655e-06,1.678871492621121e-08,1.678871492621121e-08,1.678871492621121e-08
1724,6.895597315243711e-06,2.2659634676561576e-08,2.2659634676561576e-08,2.2659634676561576e-08
1725,6.793513551071685e-06,3.001258771665302e-08,3.001258771665302e-08,3.001258771665302e-08
1726,7.029670931452918e-06,3.001258771665302e-08,3.001258771665302e-08,3.001258771665302e-08
1727,6.676005991071829e-06,2.0951459487962765e-08,2.0951459487962765e-08,2.0951459487962765e-08
1728,7.017324735768073e-06,2.0951459487962765e-08,2.0951459487962765e-08,2.0951459487962765e-08
1729,6.770054174661969e-06,1.9595849514481804e-08,1.9595849514481804e-08,1.9595849514481804e-08
1730,6.972762613648749e-06,3.5962325435028627e-08,3.5962325435028627e-08,3.5962325435028627e-08
1731,6.739639567448259e-06,3.70581452508694e-08,3.70581452508694e-08,3.70581452508694e-08
1732,6.467369790438429e-06,4.222223992655927e-08,4.222223992655927e-08,4.222223992655927e-08
1733,6.604486640883676e-06,5.6271779109400607e-08,5.6271779109400607e-08,5.6271779109400607e-08
1734,7.103795724106021e-06,6.143351072296355e-08,6.143351072296355e-08,6.143351072296355e-08
1735,7.657765698760549e-06,6.790043676525264e-08,6.790043676525264e-08,6.790043676525264e-08
1736,8.066899291796809e-06,6.704078511380171e-08,6.704078511380171e-08,6.704078511380171e-08
1737,8.037503253685177e-06,5.0674309193254885e-08,5.0674309193254885e-08,5.0674309193254885e-08
1738,9.337308451254753e-06,4.370756962706375e-08,4.370756962706375e-08,4.370756962706375e-08
1739,9.07984661223184e-06,5.380693681088035e-08,5.380693681088035e-08,5.380693681088035e-08
1740,9.131935842430852e-06,3.975739762803901e-08,3.975739762803901e-08,3.975739762803901e-08
1741,9.048000005610188e-06,3.459566601447607e-08,3.459566601447607e-08,3.459566601447607e-08
1742,8.476351532798227e-06,3.4506112253244025e-08,3.4506112253244025e-08,3.4506112253244025e-08
1743,8.631419340027996e-06,3.862518076808945e-08,3.862518076808945e-08,3.862518076808945e-08
1744,9.32162200634983e-06,4.308924112755059e-08,4.308924112755059e-08,4.308924112755059e-08
1745,8.63294949989982e-06,6.833554522245322e-08,6.833554522245322e-08,6.833554522245322e-08
1746,9.422697075933684e-06,6.563103888928318e-08,6.563103888928318e-08,6.563103888928318e-08
1747,9.474987304461788e-06,7.394934239560566e-08,7.394934239560566e-08,7.394934239560566e-08
1748,9.415140344312281e-06,8.486853784818647e-08,8.486853784818647e-08,8.486853784818647e-08
1749,9.758796815211618e-06,8.344644594363412e-08,8.344644594363412e-08,8.344644594363412e-08
1750,1.032537589448371e-05,7.711378380292899e-08,7.711378380292899e-08,7.711378380292899e-08
1751,1.0224353510628653e-05,7.264972344346785e-08,7.264972344346785e-08,7.264972344346785e-08
1752,1.041584320254125e-05,4.7403419348565224e-08,4.7403419348565224e-08,4.7403419348565224e-08
1753,1.1114888106281537e-05,3.2520863208722924e-08,3.2520863208722924e-08,3.2520863208722924e-08
1754,1.1883116063212843e-05,3.257069712349546e-08,3.257069712349546e-08,3.257069712349546e-08
1755,1.350496625361432e-05,2.165150167091464e-08,2.165150167091464e-08,2.165150167091464e-08
1756,1.3645575433786559e-05,2.2767162377590466e-08,2.2767162377590466e-08,2.2767162377590466e-08
1757,1.4522910402904796e-05,3.469404725413889e-08,3.469404725413889e-08,3.469404725413889e-08
1758,1.4270165463260906e-05,3.469404725413889e-08,3.469404725413889e-08,3.469404725413889e-08
1759,1.4412878694461792e-05,5.2088021768830524e-08,5.2088021768830524e-08,5.2088021768830524e-08
1760,1.4283248154762468e-05,6.036550459498358e-08,6.036550459498358e-08,6.036550459498358e-08
1761,1.4809568451060581e-05,6.865077141680689e-08,6.865077141680689e-08,6.865077141680689e-08
1762,1.4070041418433124e-05,8.206368156444504e-08,8.206368156444504e-08,8.206368156444504e-08
1763,1.4211243199367476e-05,9.018611381504473e-08,9.018611381504473e-08,9.018611381504473e-08
1764,1.3978227278650074e-05,8.058185686974997e-08,8.058185686974997e-08,8.058185686974997e-08
1765,1.494504548255853e-05,9.237149052004107e-08,9.237149052004107e-08,9.237149052004107e-08
1766,1.5626283779316248e-05,8.518067216657852e-08,8.518067216657852e-08,8.518067216657852e-08
1767,1.6336709320187636e-05,8.365184608497397e-08,8.365184608497397e-08,8.365184608497397e-08
1768,1.648606731967967e-05,6.968065438936069e-08,6.968065438936069e-08,6.968065438936069e-08
1769,1.6292380418495407e-05,6.845278274373154e-08,6.845278274373154e-08,6.845278274373154e-08
1770,1.841809366201882e-05,6.290817416194322e-08,6.290817416194322e-08,6.290817416194322e-08
1771,1.8815129676243358e-05,6.518474598189122e-08,6.518474598189122e-08,6.518474598189122e-08
1772,1.8537653366885415e-05,5.8667275989624356e-08,5.8667275989624356e-08,5.8667275989624356e-08
1773,1.8641866388082106e-05,5.365450154012511e-08,5.365450154012511e-08,5.365450154012511e-08
1774,1.8014725096041468e-05,4.454895550866565e-08,4.454895550866565e-08,4.454895550866565e-08
1775,1.7975450776118252e-05,5.3421499604918865e-08,5.3421499604918865e-08,5.3421499604918865e-08
1776,2.031722955767431e-05,4.6661200110114416e-08,4.6661200110114416e-08,4.6661200110114416e-08
1777,1.9159041845081708e-05,4.9684636595413526e-08,4.9684636595413526e-08,4.9684636595413526e-08
1778,1.8883119342457837e-05,5.84735680827667e-08,5.84735680827667e-08,5.84735680827667e-08
1779,1.9334079687333932e-05,6.344814730750516e-08,6.344814730750516e-08,6.344814730750516e-08
1780,1.942238668561913e-05,6.76543268391632e-08,6.76543268391632e-08,6.76543268391632e-08
1781,1.937092149871335e-05,7.263193119959916e-08,7.263193119959916e-08,7.263193119959916e-08
1782,2.1019306846678125e-05,6.539344151893342e-08,6.539344151893342e-08,6.539344151893342e-08
1783,1.9800603175618952e-05,6.86670986738136e-08,6.86670986738136e-08,6.86670986738136e-08
1784,1.9645973744835438e-05,6.365278589929143e-08,6.365278589929143e-08,6.365278589929143e-08
1785,2.0083224756360452e-05,5.3438412805917324e-08,5.3438412805917324e-08,5.3438412805917324e-08
1786,2.0256962410972585e-05,5.257235865688667e-08,5.257235865688667e-08,5.257235865688667e-08
1787,2.070726233276738e-05,5.091064687284026e-08,5.091064687284026e-08,5.091064687284026e-08
1788,2.1725718397647142e-05,4.9793339737139574e-08,4.9793339737139574e-08,4.9793339737139574e-08
1789,2.0247619561684716e-05,5.711092094478383e-08,5.711092094478383e-08,5.711092094478383e-08
1790,1.9967599915357175e-05,6.167070612913708e-08,6.167070612913708e-08,6.167070612913708e-08
1791,2.023751767410431e-05,7.673214191023752e-08,7.673214191023752e-08,7.673214191023752e-08
1792,2.0395639044831375e-05,8.658358296997903e-08,8.658358296997903e-08,8.658358296997903e-08
1793,2.015391484227231e-05,8.41050490204712e-08,8.41050490204712e-08,8.41050490204712e-08
1794,2.0197733257581213e-05,8.335609840466012e-08,8.335609840466012e-08,8.335609840466012e-08
1795,1.956889224987078e-05,9.600205176850198e-08,9.600205176850198e-08,9.600205176850198e-08
1796,1.9667131450010595e-05,9.384981985200674e-08,9.384981985200674e-08,9.384981985200674e-08
1797,2.0262632460799068e-05,9.193011203072793e-08,9.193011203072793e-08,9.193011203072793e-08
1798,2.0196791800637065e-05,7.77333245391024e-08,7.77333245391024e-08,7.77333245391024e-08
1799,2.013824840625083e-05,6.681632009580036e-08,6.681632009580036e-08,6.681632009580036e-08
1800,2.0157523197537686e-05,6.403080427779579e-08,6.403080427779579e-08,6.403080427779579e-08
1801,2.0193249448701473e-05,6.308133139652585e-08,6.308133139652585e-08,6.308133139652585e-08
1802,2.08513333096302e-05,5.041451954314523e-08,5.041451954314523e-08,5.041451954314523e-08
1803,2.1287563348388566e-05,4.479390293608633e-08,4.479390293608633e-08,4.479390293608633e-08
1804,2.083370444389792e-05,4.138744585142311e-08,4.138744585142311e-08,4.138744585142311e-08
1805,2.1036616349842268e-05,4.1135879210888304e-08,4.1135879210888304e-08,4.1135879210888304e-08
1806,2.0600994373255942e-05,4.296835573061994e-08,4.296835573061994e-08,4.296835573061994e-08
1807,2.161442379084682e-05,4.429146852455038e-08,4.429146852455038e-08,4.429146852455038e-08
1808,2.1238583160863656e-05,4.4139122071637105e-08,4.4139122071637105e-08,4.4139122071637105e-08
1809,2.0343452238843645e-05,4.160756615436055e-08,4.160756615436055e-08,4.160756615436055e-08
