ngram,band,bnd,bnd,bnd
1852,2.896618389058858e-05,4.7613024634074463e-08,4.7613024634074463e-08,4.7613024634074463e-08
1853,2.962538591028923e-05,5.163269583314494e-08,5.163269583314494e-08,5.163269583314494e-08
1854,3.0164981581037864e-05,5.13697275193538e-08,5.13697275193538e-08,5.13697275193538e-08
1855,3.101578347143784e-05,4.900957201974572e-08,4.900957201974572e-08,4.900957201974572e-08
1856,3.1651668905396946e-05,4.5845378541084103e-08,4.5845378541084103e-08,4.5845378541084103e-08
1857,3.2493521367931475e-05,4.5951669643987514e-08,4.5951669643987514e-08,4.5951669643987514e-08
1858,3.309980508804854e-05,4.503920690370121e-08,4.503920690370121e-08,4.503920690370121e-08
1859,3.42227727482428e-05,4.5965775439883923e-08,4.5965775439883923e-08,4.5965775439883923e-08
1860,3.458604000375739e-05,4.5867997146485454e-08,4.5867997146485454e-08,4.5867997146485454e-08
1861,3.5018768228058305e-05,4.573026706517729e-08,4.573026706517729e-08,4.573026706517729e-08
1862,3.5388783414548796e-05,4.383605453231862e-08,4.383605453231862e-08,4.383605453231862e-08
1863,3.5455551759306605e-05,4.2332781597614096e-08,4.2332781597614096e-08,4.2332781597614096e-08
1864,3.58474041734423e-05,3.929372230767772e-08,3.929372230767772e-08,3.929372230767772e-08
1865,3.571331555057051e-05,3.994212554354297e-08,3.994212554354297e-08,3.994212554354297e-08
1866,3.5221380780317956e-05,3.900270227420931e-08,3.900270227420931e-08,3.900270227420931e-08
1867,3.508198434636662e-05,3.888944125459862e-08,3.888944125459862e-08,3.888944125459862e-08
1868,3.478141505703596e-05,3.75818431613035e-08,3.75818431613035e-08,3.75818431613035e-08
1869,3.480186153735433e-05,4.062671672094049e-08,4.062671672094049e-08,4.062671672094049e-08
1870,3.483501599735713e-05,4.035962878187352e-08,4.035962878187352e-08,4.035962878187352e-08
1871,3.474165766549829e-05,4.1174980123871915e-08,4.1174980123871915e-08,4.1174980123871915e-08
1872,3.492760931424398e-05,4.27608130491665e-08,4.27608130491665e-08,4.27608130491665e-08
1873,3.485373703629843e-05,4.329291008226781e-08,4.329291008226781e-08,4.329291008226781e-08
1874,3.508126402656282e-05,4.321971199975191e-08,4.321971199975191e-08,4.321971199975191e-08
1875,3.5877425813980934e-05,4.453897669723769e-08,4.453897669723769e-08,4.453897669723769e-08
1876,3.56615284025403e-05,4.513454702045497e-08,4.513454702045497e-08,4.513454702045497e-08
1877,3.621490499686583e-05,4.4644764329859754e-08,4.4644764329859754e-08,4.4644764329859754e-08
1878,3.635009644702742e-05,4.3992948966271276e-08,4.3992948966271276e-08,4.3992948966271276e-08
1879,3.6674622866225294e-05,3.9872036593026546e-08,3.9872036593026546e-08,3.9872036593026546e-08
1880,3.693928530472996e-05,3.8415295071964854e-08,3.8415295071964854e-08,3.8415295071964854e-08
1881,3.677539695802677e-05,3.71236258242139e-08,3.71236258242139e-08,3.71236258242139e-08
1882,3.684159881751319e-05,3.545243032476719e-08,3.545243032476719e-08,3.545243032476719e-08
1883,3.679294864663721e-05,3.261469469098951e-08,3.261469469098951e-08,3.261469469098951e-08
1884,3.627419573604129e-05,3.1751617716021685e-08,3.1751617716021685e-08,3.1751617716021685e-08
1885,3.62010593692373e-05,3.183059860134563e-08,3.183059860134563e-08,3.183059860134563e-08
1886,3.614044076779724e-05,3.254391296130572e-08,3.254391296130572e-08,3.254391296130572e-08
1887,3.601264221028292e-05,3.395735959088597e-08,3.395735959088597e-08,3.395735959088597e-08
1888,3.595824715115928e-05,3.8637012827231436e-08,3.8637012827231436e-08,3.8637012827231436e-08
1889,3.539671940546084e-05,3.831440206373113e-08,3.831440206373113e-08,3.831440206373113e-08
1890,3.5522966105158306e-05,3.842306181159724e-08,3.842306181159724e-08,3.842306181159724e-08
1891,3.543955452706931e-05,3.909653705542431e-08,3.909653705542431e-08,3.909653705542431e-08
1892,3.557773847465536e-05,3.980949868166915e-08,3.980949868166915e-08,3.980949868166915e-08
1893,3.5413863120733625e-05,3.9500297889714734e-08,3.9500297889714734e-08,3.9500297889714734e-08
1894,3.531783607156415e-05,3.7590781535154094e-08,3.7590781535154094e-08,3.7590781535154094e-08
1895,3.569463037170603e-05,3.1819266713536565e-08,3.1819266713536565e-08,3.1819266713536565e-08
1896,3.578455860926104e-05,3.06145272942006e-08,3.06145272942006e-08,3.06145272942006e-08
1897,3.579480419700433e-05,2.8719358827597067e-08,2.8719358827597067e-08,2.8719358827597067e-08
1898,3.61417093829784e-05,2.6437296034893213e-08,2.6437296034893213e-08,2.6437296034893213e-08
1899,3.6192810512147844e-05,2.3678983853057745e-08,2.3678983853057745e-08,2.3678983853057745e-08
1900,3.6138663875005606e-05,2.452535140053312e-08,2.452535140053312e-08,2.452535140053312e-08
1901,3.654579424099731e-05,2.35477524463639e-08,2.35477524463639e-08,2.35477524463639e-08
1902,3.661427659348452e-05,2.2803197298669276e-08,2.2803197298669276e-08,2.2803197298669276e-08
1903,3.6392664437049203e-05,2.187910931793015e-08,2.187910931793015e-08,2.187910931793015e-08
1904,3.6078414268558845e-05,2.1881100106416592e-08,2.1881100106416592e-08,2.1881100106416592e-08
1905,3.5799829285159444e-05,2.087981076925871e-08,2.087981076925871e-08,2.087981076925871e-08
1906,3.529566466957996e-05,1.98199658590121e-08,1.98199658590121e-08,1.98199658590121e-08
1907,3.513468462707741e-05,1.6919644732890252e-08,1.6919644732890252e-08,1.6919644732890252e-08
1908,3.411534635233693e-05,1.6349952883639877e-08,1.6349952883639877e-08,1.6349952883639877e-08
1909,3.323803321109153e-05,1.5183470988436706e-08,1.5183470988436706e-08,1.5183470988436706e-08
1910,3.2697387463745796e-05,1.4634570634695722e-08,1.4634570634695722e-08,1.4634570634695722e-08
1911,3.2125456138081585e-05,1.3587983436837346e-08,1.3587983436837346e-08,1.3587983436837346e-08
1912,3.156937184810106e-05,1.334250360989537e-08,1.334250360989537e-08,1.334250360989537e-08
1913,3.113899687637708e-05,1.3701751098795154e-08,1.3701751098795154e-08,1.3701751098795154e-08
1914,3.039987599809787e-05,1.3287773548142923e-08,1.3287773548142923e-08,1.3287773548142923e-08
1915,2.995026027617444e-05,1.2484294867728555e-08,1.2484294867728555e-08,1.2484294867728555e-08
1916,2.935268483789904e-05,1.2095327025666132e-08,1.2095327025666132e-08,1.2095327025666132e-08
1917,2.878770309117889e-05,1.256544366969235e-08,1.256544366969235e-08,1.256544366969235e-08
1918,2.8240277450614875e-05,1.4709212387791532e-08,1.4709212387791532e-08,1.4709212387791532e-08
1919,2.7777975057168597e-05,1.512250350340797e-08,1.512250350340797e-08,1.512250350340797e-08
1920,2.784238729093756e-05,1.9390376161863643e-08,1.9390376161863643e-08,1.9390376161863643e-08
1921,2.780094889333538e-05,2.0311485699713623e-08,2.0311485699713623e-08,2.0311485699713623e-08
1922,2.810824324634658e-05,2.1583891626367598e-08,2.1583891626367598e-08,2.1583891626367598e-08
1923,2.8625156898799886e-05,2.3966052253854286e-08,2.3966052253854286e-08,2.3966052253854286e-08
1924,2.9104658356767948e-05,2.4417977227488208e-08,2.4417977227488208e-08,2.4417977227488208e-08
1925,2.991234759974759e-05,2.2945132777912088e-08,2.2945132777912088e-08,2.2945132777912088e-08
1926,3.0520051171021934e-05,2.24230758405497e-08,2.24230758405497e-08,2.24230758405497e-08
1927,3.050796450614663e-05,1.7724334127373302e-08,1.7724334127373302e-08,1.7724334127373302e-08
1928,3.046882972869623e-05,1.7104984095794862e-08,1.7104984095794862e-08,1.7104984095794862e-08
1929,3.029336273487258e-05,1.5900976916124624e-08,1.5900976916124624e-08,1.5900976916124624e-08
1930,2.9964423447381705e-05,1.336637061350692e-08,1.336637061350692e-08,1.336637061350692e-08
1931,2.983355235690916e-05,1.2036872831799883e-08,1.2036872831799883e-08,1.2036872831799883e-08
1932,2.963642743582438e-05,1.3020214240100358e-08,1.3020214240100358e-08,1.3020214240100358e-08
1933,2.952472615496455e-05,1.403520512509106e-08,1.403520512509106e-08,1.403520512509106e-08
1934,2.9595082586248672e-05,1.7227553098361374e-08,1.7227553098361374e-08,1.7227553098361374e-08
1935,2.9995907035689534e-05,1.7999871307746877e-08,1.7999871307746877e-08,1.7999871307746877e-08
1936,3.061975335835346e-05,1.8064467128502722e-08,1.8064467128502722e-08,1.8064467128502722e-08
1937,3.1052329826966994e-05,1.904519640407086e-08,1.904519640407086e-08,1.904519640407086e-08
1938,3.114601973460854e-05,1.913465145061569e-08,1.913465145061569e-08,1.913465145061569e-08
1939,3.0833297257361535e-05,1.756092490471214e-08,1.756092490471214e-08,1.756092490471214e-08
1940,3.06564309409753e-05,1.6405841383816877e-08,1.6405841383816877e-08,1.6405841383816877e-08
1941,3.0304203651862087e-05,1.3084933644539173e-08,1.3084933644539173e-08,1.3084933644539173e-08
1942,3.006804087947655e-05,1.2042648148532668e-08,1.2042648148532668e-08,1.2042648148532668e-08
1943,2.985480594881145e-05,1.184999666646393e-08,1.184999666646393e-08,1.184999666646393e-08
1944,2.9934848238813822e-05,1.0526552328217674e-08,1.0526552328217674e-08,1.0526552328217674e-08
1945,3.0419335806592634e-05,1.0360386326624393e-08,1.0360386326624393e-08,1.0360386326624393e-08
1946,3.1035444408189505e-05,1.0082671205883083e-08,1.0082671205883083e-08,1.0082671205883083e-08
1947,3.1900277203281545e-05,9.649797913116994e-09,9.649797913116994e-09,9.649797913116994e-09
1948,3.236621679596803e-05,9.247240814350529e-09,9.247240814350529e-09,9.247240814350529e-09
1949,3.271726382081397e-05,9.108956382825845e-09,9.108956382825845e-09,9.108956382825845e-09
1950,3.31245812828586e-05,9.065661364461773e-09,9.065661364461773e-09,9.065661364461773e-09
1951,3.362173395414304e-05,9.239605271358999e-09,9.239605271358999e-09,9.239605271358999e-09
1952,3.3784157234809496e-05,9.986257535185165e-09,9.986257535185165e-09,9.986257535185165e-09
1953,3.4422271710354835e-05,1.0152027789851153e-08,1.0152027789851153e-08,1.0152027789851153e-08
1954,3.473380222983126e-05,1.0411521042133894e-08,1.0411521042133894e-08,1.0411521042133894e-08
1955,3.575589653337374e-05,1.0895854377476359e-08,1.0895854377476359e-08,1.0895854377476359e-08
1956,3.689337868958579e-05,1.0685164372351404e-08,1.0685164372351404e-08,1.0685164372351404e-08
1957,3.804655248781533e-05,1.0462226640584049e-08,1.0462226640584049e-08,1.0462226640584049e-08
1958,3.861364322282108e-05,1.1270762355154927e-08,1.1270762355154927e-08,1.1270762355154927e-08
1959,3.997831195842342e-05,1.3260633480172146e-08,1.3260633480172146e-08,1.3260633480172146e-08
1960,4.0603533956787684e-05,1.494141280541531e-08,1.494141280541531e-08,1.494141280541531e-08
1961,4.163764762259754e-05,1.598855346531179e-08,1.598855346531179e-08,1.598855346531179e-08
1962,4.2214669520035386e-05,1.5919097659125977e-08,1.5919097659125977e-08,1.5919097659125977e-08
1963,4.263952411877524e-05,1.6312600286434124e-08,1.6312600286434124e-08,1.6312600286434124e-08
1964,4.221859957656956e-05,1.68653621861787e-08,1.68653621861787e-08,1.68653621861787e-08
1965,4.2552401282591745e-05,1.686290510402192e-08,1.686290510402192e-08,1.686290510402192e-08
1966,4.223423716861622e-05,1.4825625425731102e-08,1.4825625425731102e-08,1.4825625425731102e-08
1967,4.238203473505564e-05,1.3407615081665166e-08,1.3407615081665166e-08,1.3407615081665166e-08
1968,4.232324759608933e-05,1.2529625971678473e-08,1.2529625971678473e-08,1.2529625971678473e-08
1969,4.248428428711902e-05,1.2928570848812017e-08,1.2928570848812017e-08,1.2928570848812017e-08
1970,4.230910729217742e-05,1.272355922208947e-08,1.272355922208947e-08,1.272355922208947e-08
1971,4.31098066785905e-05,1.2616362938493758e-08,1.2616362938493758e-08,1.2616362938493758e-08
1972,4.3111318518640473e-05,1.2970728364385714e-08,1.2970728364385714e-08,1.2970728364385714e-08
1973,4.3277503989104715e-05,1.3028723877539505e-08,1.3028723877539505e-08,1.3028723877539505e-08
1974,4.3083648571544995e-05,1.2872993718612439e-08,1.2872993718612439e-08,1.2872993718612439e-08
1975,4.2787500465887464e-05,1.2484890708565542e-08,1.2484890708565542e-08,1.2484890708565542e-08
1976,4.23112724092789e-05,1.2209937442061606e-08,1.2209937442061606e-08,1.2209937442061606e-08
1977,4.2470041080377996e-05,1.2218573454601613e-08,1.2218573454601613e-08,1.2218573454601613e-08
1978,4.214249357963646e-05,1.4300154330523388e-08,1.4300154330523388e-08,1.4300154330523388e-08
1979,4.236763093753585e-05,1.296266928717062e-08,1.296266928717062e-08,1.296266928717062e-08
1980,4.256625834386796e-05,1.2551137906768872e-08,1.2551137906768872e-08,1.2551137906768872e-08
1981,4.28445720379906e-05,1.2357074855425968e-08,1.2357074855425968e-08,1.2357074855425968e-08
1982,4.3216843810764006e-05,1.2354738946182157e-08,1.2354738946182157e-08,1.2354738946182157e-08
1983,4.374506066337095e-05,1.2032748384984058e-08,1.2032748384984058e-08,1.2032748384984058e-08
1984,4.4129199003301824e-05,1.1838863603738251e-08,1.1838863603738251e-08,1.1838863603738251e-08
1985,4.435419655887277e-05,1.1093573044312116e-08,1.1093573044312116e-08,1.1093573044312116e-08
1986,4.472484631280947e-05,1.2027448624353707e-08,1.2027448624353707e-08,1.2027448624353707e-08
1987,4.46570104811274e-05,1.2759631319779276e-08,1.2759631319779276e-08,1.2759631319779276e-08
1988,4.492231112505708e-05,1.3309009132862165e-08,1.3309009132862165e-08,1.3309009132862165e-08
1989,4.512650567838656e-05,1.3641923781092049e-08,1.3641923781092049e-08,1.3641923781092049e-08
1990,4.4864574322543505e-05,1.4837770504324714e-08,1.4837770504324714e-08,1.4837770504324714e-08
1991,4.4427230542558913e-05,1.569566089796938e-08,1.569566089796938e-08,1.569566089796938e-08
1992,4.455894512440344e-05,1.5801480251249293e-08,1.5801480251249293e-08,1.5801480251249293e-08
1993,4.412384545763156e-05,1.5908896422445196e-08,1.5908896422445196e-08,1.5908896422445196e-08
1994,4.4097327190684155e-05,1.5521433789038904e-08,1.5521433789038904e-08,1.5521433789038904e-08
1995,4.392192723961281e-05,1.555208558759854e-08,1.555208558759854e-08,1.555208558759854e-08
1996,4.359947135006743e-05,1.6515980583164946e-08,1.6515980583164946e-08,1.6515980583164946e-08
1997,4.400776794812243e-05,1.6074957111454424e-08,1.6074957111454424e-08,1.6074957111454424e-08
1998,4.456479499432524e-05,1.5534851500425314e-08,1.5534851500425314e-08,1.5534851500425314e-08
1999,4.473393398386959e-05,1.4223758678813932e-08,1.4223758678813932e-08,1.4223758678813932e-08
2000,4.505192867197495e-05,1.338333456755793e-08,1.338333456755793e-08,1.338333456755793e-08
2001,4.543222790484184e-05,1.3396744665986456e-08,1.3396744665986456e-08,1.3396744665986456e-08
2002,4.542892358066248e-05,1.2750448062450102e-08,1.2750448062450102e-08,1.2750448062450102e-08
2003,4.554807414284109e-05,1.165213424160681e-08,1.165213424160681e-08,1.165213424160681e-08
2004,4.50462669375286e-05,1.0578532970230623e-08,1.0578532970230623e-08,1.0578532970230623e-08
2005,4.399409382520909e-05,1.0567340018902932e-08,1.0567340018902932e-08,1.0567340018902932e-08
2006,4.3073868125377756e-05,9.859169353936587e-09,9.859169353936587e-09,9.859169353936587e-09
2007,4.217653154877813e-05,1.0632786207054323e-08,1.0632786207054323e-08,1.0632786207054323e-08
2008,4.120614175917581e-05,9.185634253228159e-09,9.185634253228159e-09,9.185634253228159e-09
2009,4.1589897591620684e-05,8.600264341954552e-09,8.600264341954552e-09,8.600264341954552e-09
2010,4.1227358451578766e-05,9.242971816496898e-09,9.242971816496898e-09,9.242971816496898e-09
2011,4.056464552247364e-05,8.756025333361045e-09,8.756025333361045e-09,8.756025333361045e-09
2012,4.025217588475373e-05,9.139452972206641e-09,9.139452972206641e-09,9.139452972206641e-09
2013,3.976038715336472e-05,8.993226449252996e-09,8.993226449252996e-09,8.993226449252996e-09
2014,3.934884132052373e-05,8.573750820417558e-09,8.573750820417558e-09,8.573750820417558e-09
2015,3.888566425302997e-05,9.036082675757079e-09,9.036082675757079e-09,9.036082675757079e-09
2016,3.722306064446457e-05,8.982044441552262e-09,8.982044441552262e-09,8.982044441552262e-09
2017,3.643473003952143e-05,8.062288466466802e-09,8.062288466466802e-09,8.062288466466802e-09
2018,3.631971558206715e-05,8.823330510665528e-09,8.823330510665528e-09,8.823330510665528e-09
2019,3.610404746723361e-05,7.506192112316512e-09,7.506192112316512e-09,7.506192112316512e-09
