ngram,medium,mdium,medum,medim
1891,2.6935927183201003e-05,3.6986198627607184e-10,3.7042651168661678e-09,1.6843433136332869e-09
1892,2.713550020416733e-05,4.5974831481514807e-10,3.4580567774357617e-09,1.749920634984216e-09
1893,2.771447699550273e-05,5.244063933096399e-10,3.4770184667972816e-09,2.041095465262924e-09
1894,2.8130144658332157e-05,5.022376106270496e-10,3.6977821756981453e-09,1.7315026059775258e-09
1895,2.838297638975616e-05,5.175771834929423e-10,2.032479549742204e-09,2.1914375552307367e-09
1896,2.8280573263015996e-05,5.621375230381785e-10,1.8221214061396397e-09,2.150694733416003e-09
1897,2.81907926234583e-05,5.538385424877898e-10,2.0991926926886404e-09,2.1036621809601895e-09
1898,2.7974962774481226e-05,5.387047752325458e-10,1.916441180352787e-09,2.110617315840914e-09
1899,2.8419745441559436e-05,5.034601664138145e-10,1.9242484748462273e-09,1.966564419245539e-09
1900,2.8600930818356574e-05,6.461313349438922e-10,1.9566023404645907e-09,1.7171871385152875e-09
1901,2.890492240632219e-05,7.634044785209682e-10,1.7204071183536079e-09,1.790276736381356e-09
1902,2.9686048947041854e-05,8.932449660889067e-10,1.687644119690341e-09,1.5271767184188434e-09
1903,3.01888093028018e-05,8.919777020174483e-10,1.7695138687656708e-09,1.5862247547206364e-09
1904,3.107595745989654e-05,9.417775805241136e-10,1.7494840496924878e-09,1.6939935644698168e-09
1905,3.173443370282517e-05,1.0429230019275743e-09,1.6646651834761883e-09,1.5730983658558883e-09
1906,3.217800440324936e-05,1.2520360462683504e-09,1.7354851999940024e-09,1.5090028115949394e-09
1907,3.257325261074584e-05,1.075718879052699e-09,1.7823410683856115e-09,1.4645372057943617e-09
1908,3.3148495016835765e-05,9.661498268087598e-10,1.8237409994879629e-09,1.3961415039937769e-09
1909,3.307060277230838e-05,8.766529803670511e-10,1.7308706372937926e-09,1.3101138269482654e-09
1910,3.408250995562412e-05,8.774353466023399e-10,1.8607308551109115e-09,1.2725221352839965e-09
1911,3.416348876531369e-05,9.164648088041563e-10,1.8772506247900976e-09,1.1325615683383766e-09
1912,3.4800520162597035e-05,9.954546710742663e-10,2.242857090527041e-09,1.1666435912565427e-09
1913,3.525138059298375e-05,8.46083259009589e-10,2.2744903579611073e-09,9.886763392102133e-10
1914,3.563831913717357e-05,9.482639514882658e-10,2.2154180870767195e-09,9.297724891586614e-10
1915,3.610988122610641e-05,9.956412757742124e-10,2.3827847155694873e-09,8.24405401088159e-10
1916,3.697661876295959e-05,1.093577561839254e-09,2.645219027946106e-09,8.220620692104116e-10
1917,3.7264825680592496e-05,1.1228519384128992e-09,2.8447680719015776e-09,8.938091853951034e-10
1918,3.789601708246794e-05,1.0993214434001126e-09,3.1999514783974193e-09,8.966253295383808e-10
1919,3.856097048680697e-05,9.683443015693983e-10,3.178036405466449e-09,7.800622925380196e-10
1920,4.0302033344882405e-05,9.235659142221258e-10,3.0990082880829763e-09,8.566863567744625e-10
1921,4.06756553275045e-05,8.190077425775297e-10,3.512832818281757e-09,8.656959910829138e-10
1922,4.096202870381863e-05,6.997105315788486e-10,3.5814519603962124e-09,9.062724301170785e-10
1923,4.096189357889151e-05,5.190881890992927e-10,3.2075077197443338e-09,9.426797834396643e-10
1924,4.127025022171438e-05,3.9339658118388496e-10,2.9629223043313247e-09,8.308798887008655e-10
1925,4.1908720179760295e-05,2.352139554557502e-10,2.8104147739175087e-09,8.682492661346178e-10
1926,4.185606615335148e-05,2.416713297735486e-10,2.597006403577089e-09,9.434755278623997e-10
1927,4.075199623392629e-05,2.857582622909202e-10,2.3868016769361996e-09,8.492790835669593e-10
1928,4.1221341234631836e-05,2.979635070423013e-10,2.1789170467911845e-09,7.999589879403857e-10
1929,4.172644029105348e-05,3.2438380553096684e-10,2.049892255939767e-09,9.045056767068413e-10
1930,4.2602283169149556e-05,3.7883859144954053e-10,2.308308528447307e-09,8.415411304315715e-10
1931,4.3266565626254305e-05,3.7883859144954053e-10,2.5362874181819197e-09,9.012530721719259e-10
1932,4.435285778267176e-05,4.970548219050488e-10,2.196952445362602e-09,9.050815018087275e-10
1933,4.466115465869994e-05,4.980316040522784e-10,2.1769598346210728e-09,8.141222378783247e-10
1934,4.5402947892268586e-05,5.41614836313542e-10,2.3334234544591936e-09,9.930537265517054e-10
1935,4.587257821445486e-05,5.176310412048833e-10,2.0561866970985373e-09,1.0795944455870605e-09
1936,4.620342536197443e-05,5.089343113606759e-10,1.8487475835929752e-09,1.2375927901534363e-09
1937,4.634732145599888e-05,6.115764482141271e-10,1.691988247922081e-09,1.2184528862059706e-09
1938,4.603303230916416e-05,6.115764482141271e-10,1.5243255705296325e-09,1.3003295821053688e-09
1939,4.536610192319911e-05,4.933602177586189e-10,1.635158690988752e-09,1.6065625575910148e-09
1940,4.619892674132383e-05,5.296578969067006e-10,1.7956382571325337e-09,1.6918206518263495e-09
1941,4.6818109694868326e-05,4.826970489979487e-10,2.094952354449374e-09,1.499831171956702e-09
1942,4.723117672256194e-05,5.627926101338585e-10,2.2106988144849585e-09,1.4964088301816503e-09
1943,4.771240855916403e-05,6.710910160911965e-10,2.5575632564159687e-09,1.4403031386603767e-09
1944,4.826866227501471e-05,6.84735990130747e-10,2.8074221518943024e-09,1.5023040510010942e-09
1945,4.9618855492943635e-05,9.099690286998704e-10,2.972126148367441e-09,1.4507235016455615e-09
1946,5.1923080588624414e-05,1.0589019581809721e-09,3.161495049879599e-09,1.25085261989558e-09
1947,5.322634439965311e-05,1.0955054086103644e-09,2.92169328413345e-09,1.2782197919162082e-09
1948,5.3726847649418884e-05,1.104891123038243e-09,2.5003004349472793e-09,1.462462643050547e-09
1949,5.4560700456412246e-05,1.0483755451064424e-09,2.5403247521411335e-09,1.543198759255761e-09
1950,5.6082433729898185e-05,1.135081933207565e-09,2.385297776757207e-09,1.5350251387451814e-09
1951,5.7309003750560805e-05,1.0470855293931436e-09,2.4736840591772183e-09,1.581843735363821e-09
1952,5.788991672618847e-05,9.002722377106563e-10,2.506334925314998e-09,1.8489840452368916e-09
1953,5.7583695576925364e-05,8.454747299094631e-10,2.2600607179385737e-09,1.8047225460092265e-09
1954,5.810146467410959e-05,8.395804765700835e-10,2.7000790571639145e-09,2.029042553023227e-09
1955,5.9786191351512184e-05,8.648229989281577e-10,3.1192721421697503e-09,2.0505391035945716e-09
1956,6.152685766989765e-05,9.44946414766739e-10,3.207271527726009e-09,1.9301267251137233e-09
1957,6.263723844313063e-05,8.35504015179416e-10,3.123746547143266e-09,1.876050457840149e-09
1958,6.3471346948063e-05,9.43187448778003e-10,2.9538368735109496e-09,2.046417321314006e-09
1959,6.462585484509223e-05,9.55119213877761e-10,2.7342989618515746e-09,1.840049462004905e-09
1960,6.691031740047038e-05,1.0515652951578351e-09,3.1452050329251945e-09,1.9749009411944893e-09
1961,6.758405756305106e-05,1.0044454712421214e-09,3.193092695014903e-09,1.894865692924392e-09
1962,6.768468301743269e-05,1.0227310506419736e-09,3.324212000903921e-09,1.9604253458689006e-09
1963,6.773171792571832e-05,1.0033331229334204e-09,3.3828775177927437e-09,2.1624764042929965e-09
1964,6.721075208458518e-05,9.928088985842821e-10,3.757534727810707e-09,2.422478487648253e-09
1965,6.712799326383642e-05,9.169760347863384e-10,3.814344237288278e-09,2.3179748913954815e-09
1966,6.684352826726223e-05,9.848998045696484e-10,4.059580068930099e-09,2.4124380112614372e-09
1967,6.506077105378998e-05,9.358331649294322e-10,3.824190900455651e-09,2.5954625274390455e-09
1968,6.471910143903057e-05,9.029863523579706e-10,3.695563315681787e-09,2.667595398543808e-09
1969,6.482987269659393e-05,8.385039963952425e-10,3.4735414227477737e-09,2.6463533110897076e-09
1970,6.443741897653257e-05,8.237574749309878e-10,3.458708177004967e-09,2.669172042121407e-09
1971,6.494684618831213e-05,8.500588487083047e-10,3.4557395040784353e-09,2.595317151664135e-09
1972,6.573668464885227e-05,8.137217883635068e-10,3.6148514975004834e-09,2.6960733962815605e-09
1973,6.598281990071493e-05,7.54495672288564e-10,3.442193355748405e-09,2.8153730458058135e-09
1974,6.641814460246158e-05,7.107508470660662e-10,3.3095645271937914e-09,2.668322102954741e-09
1975,6.67459420843183e-05,8.175604717029574e-10,3.2300629155506452e-09,2.853661719624613e-09
1976,6.671140623179131e-05,7.670333178135178e-10,3.45815975855146e-09,2.974378457817498e-09
1977,6.742970643764628e-05,7.734258630368426e-10,3.583019246379747e-09,3.2007566121348775e-09
1978,6.807660039547565e-05,8.260497365496024e-10,3.641890186248783e-09,3.385480943204503e-09
1979,6.827502407499455e-05,9.184724568202438e-10,3.4639771685972066e-09,3.75176534284094e-09
1980,6.910459965833329e-05,1.0153439834935186e-09,3.5479133599279423e-09,4.057544998405303e-09
1981,6.948572887007945e-05,1.04728052420709e-09,3.6960961592922915e-09,4.224475563014656e-09
1982,7.015730911267124e-05,1.0089919296899348e-09,3.951373672705927e-09,4.35950659698798e-09
1983,7.063357666733541e-05,1.1458359895831295e-09,3.958611819295957e-09,4.3851286094362e-09
1984,7.059943475594212e-05,1.2459576227895143e-09,4.147875217900118e-09,4.159379666087862e-09
1985,6.98175686661021e-05,1.1441623125131782e-09,4.055635351361632e-09,4.034845600488422e-09
1986,6.90644166232752e-05,1.0909260241197062e-09,4.046289049851128e-09,3.89057966795495e-09
1987,6.818756602504956e-05,9.418176040641514e-10,4.1290491660715494e-09,3.456943969177522e-09
1988,6.740239457160766e-05,9.23013582232457e-10,4.184185601171667e-09,3.3103186541134325e-09
1989,6.628465780522674e-05,9.543879932381672e-10,3.7897001727214635e-09,2.8707881151644544e-09
1990,6.488790209654585e-05,8.558723531480541e-10,3.782563468795226e-09,2.692191200129709e-09
1991,6.367351566690818e-05,7.404628537306073e-10,3.6058919659711007e-09,2.5553672669939178e-09
1992,6.274820251357076e-05,8.05478537043872e-10,3.871614584483041e-09,2.3405179699104953e-09
1993,6.186206051747181e-05,7.653294149217211e-10,3.946177416582129e-09,2.0109451881467066e-09
1994,6.102481971278654e-05,8.48579738223419e-10,3.925295961287085e-09,1.8781688268124495e-09
1995,6.003075395710766e-05,8.015484942447415e-10,3.859470806436402e-09,1.6746924006280243e-09
1996,5.89637082677135e-05,7.35380883171948e-10,4.118911941678302e-09,1.552858904954998e-09
1997,5.806388799101114e-05,7.006065965471058e-10,3.747449366693039e-09,1.4697362691963788e-09
1998,5.6919208353584895e-05,6.64831753141978e-10,3.4201730495350293e-09,1.4370481312856294e-09
1999,5.5762787919125655e-05,5.437358063797859e-10,2.8649579692745827e-09,1.3353442320150423e-09
2000,5.481246937831331e-05,5.443259374983609e-10,2.6389796221286996e-09,1.2490400301347547e-09
2001,5.370906105131975e-05,4.446877231524736e-10,2.3562800123753748e-09,1.209706366824191e-09
2002,5.276697837481541e-05,4.1302773304671293e-10,2.150765755968921e-09,1.1630433758926172e-09
2003,5.2041889180795155e-05,3.2022357781309145e-10,1.784188209872996e-09,1.1138132717723538e-09
2004,5.128642910027078e-05,3.138697714431617e-10,1.6832842104313223e-09,1.0299574288679431e-09
2005,5.0134991657354734e-05,2.793164747113711e-10,1.6658222420521236e-09,9.336937175799927e-10
2006,4.905098155307185e-05,2.5164691065076335e-10,1.4804917371412175e-09,8.69611271880899e-10
2007,4.771406851692258e-05,2.0596343380807625e-10,1.3070942978770412e-09,7.841356770248759e-10
2008,4.703436258880954e-05,1.9670337085355071e-10,1.242494210692716e-09,7.065295888024942e-10
2009,4.785028223912897e-05,2.225735558160556e-10,1.1917485331913724e-09,6.860390113137629e-10
2010,4.820516759147202e-05,2.1422269513848846e-10,1.0742614417072867e-09,6.555021525578297e-10
2011,4.733262487986524e-05,1.9665816197722563e-10,9.75744778625958e-10,6.284454385457089e-10
2012,4.714954775408842e-05,1.7789757960391077e-10,8.26173542277177e-10,5.821008754379266e-10
2013,4.715747335077529e-05,1.8900852609217622e-10,7.934187434039635e-10,5.532659489279215e-10
2014,4.692748137001347e-05,1.5680555960827037e-10,7.747461006069045e-10,4.881743719582182e-10
2015,4.599984666648587e-05,1.3564124129450406e-10,8.0051694638174e-10,4.849771675522316e-10
2016,4.396059739519842e-05,8.381821923039316e-11,7.285889272853499e-10,3.980677037995761e-10
2017,4.247582061604286e-05,8.345928577864943e-11,7.162864745779984e-10,3.7366429163817233e-10
2018,4.2428614688105884e-05,6.115500883474567e-11,7.360560050351239e-10,3.379080987242489e-10
2019,4.229084697726648e-05,4.8409509040281407e-11,8.079329982813022e-10,3.38282370865306e-10
