ngram,wood,wod,ood,wood
1534,7.049542058926559e-05,0.0,0.0,7.049542058926559e-05
1535,8.517929362434578e-05,0.0,0.0,8.517929362434578e-05
1536,8.517929362434578e-05,0.0,0.0,8.517929362434578e-05
1537,8.299244817473144e-05,0.0,0.0,8.299244817473144e-05
1538,1.9799118165662678e-05,0.0,0.0,1.9799118165662678e-05
1539,1.9727396128083846e-05,0.0,0.0,1.9727396128083846e-05
1540,1.9727396128083846e-05,0.0,0.0,1.9727396128083846e-05
1541,1.5513984180870466e-05,0.0,0.0,1.5513984180870466e-05
1542,1.1362635632394813e-05,0.0,0.0,1.1362635632394813e-05
1543,1.1362635632394813e-05,0.0,2.2816985230227666e-05,1.1362635632394813e-05
1544,1.6926832748660153e-05,0.0,2.2816985230227666e-05,1.6926832748660153e-05
1545,3.594916077937731e-05,2.679201023576232e-07,2.3084905332585288e-05,3.594916077937731e-05
1546,6.308966840151697e-05,2.679201023576232e-07,2.3084905332585288e-05,6.308966840151697e-05
1547,6.308966840151697e-05,2.679201023576232e-07,2.3084905332585288e-05,6.308966840151697e-05
1548,6.814278146651174e-05,2.679201023576232e-07,2.3084905332585288e-05,6.814278146651174e-05
1549,5.882291471997243e-05,2.679201023576232e-07,2.3084905332585288e-05,5.882291471997243e-05
1550,6.0984297566132485e-05,2.679201023576232e-07,2.679201023576232e-07,6.0984297566132485e-05
1551,5.7781297592945134e-05,2.679201023576232e-07,2.679201023576232e-07,5.7781297592945134e-05
1552,6.688229820740941e-05,0.0,0.0,6.688229820740941e-05
1553,3.8911679439479485e-05,0.0,0.0,3.8911679439479485e-05
1554,4.8168281604635664e-05,0.0,0.0,4.8168281604635664e-05
1555,4.672107856354809e-05,0.0,0.0,4.672107856354809e-05
1556,4.5508420823482864e-05,0.0,0.0,4.5508420823482864e-05
1557,5.2692046145758855e-05,0.0,0.0,5.2692046145758855e-05
1558,5.169494631575487e-05,0.0,0.0,5.169494631575487e-05
1559,5.279841388983186e-05,0.0,0.0,5.279841388983186e-05
1560,6.356697979624317e-05,0.0,4.4869024610047094e-07,6.356697979624317e-05
1561,5.431037763108699e-05,0.0,4.4869024610047094e-07,5.431037763108699e-05
1562,5.781532594742852e-05,7.110858340248731e-06,2.226404831162654e-06,5.781532594742852e-05
1563,6.145229963294696e-05,8.92934518300795e-06,2.226404831162654e-06,6.145229963294696e-05
1564,5.210729146451091e-05,8.92934518300795e-06,8.58805157934382e-06,5.210729146451091e-05
1565,5.276679543645254e-05,1.0952946468023583e-05,8.58805157934382e-06,5.276679543645254e-05
1566,6.542075217501926e-05,1.0952946468023583e-05,8.58805157934382e-06,6.542075217501926e-05
1567,6.488814584112593e-05,1.1635343785850896e-05,8.821758651070663e-06,6.488814584112593e-05
1568,6.488814584112593e-05,1.1635343785850896e-05,8.821758651070663e-06,6.488814584112593e-05
1569,5.926269815453062e-05,4.524485445602165e-06,7.04404406600848e-06,5.926269815453062e-05
1570,6.771382270796624e-05,5.728023162581459e-06,8.555056345877737e-06,6.771382270796624e-05
1571,8.978048832172394e-05,5.728023162581459e-06,2.1934095976965703e-06,8.978048832172394e-05
1572,9.919602390644806e-05,3.704421877565827e-06,2.7133703822203515e-06,9.919602390644806e-05
1573,5.983208965127622e-05,3.704421877565827e-06,3.9717797335470095e-06,5.983208965127622e-05
1574,8.445766902046412e-05,3.5667361057026677e-06,3.289382415719696e-06,8.445766902046412e-05
1575,9.451590605229805e-05,3.5667361057026677e-06,4.546662044698938e-06,9.451590605229805e-05
1576,0.00010564954832911358,4.468097001465919e-06,4.997342492580563e-06,0.00010564954832911358
1577,9.356145009015953e-05,1.4460724417274053e-06,3.486330212711307e-06,9.356145009015953e-05
1578,7.583122039380084e-05,2.1688117612939095e-06,3.7272433246471337e-06,7.583122039380084e-05
1579,7.085963131560544e-05,2.1688117612939095e-06,5.147546955543346e-06,7.085963131560544e-05
1580,7.428557780388343e-05,2.1688117612939095e-06,4.879598447717269e-06,7.428557780388343e-05
1581,5.010357199353166e-05,1.6241002153297553e-06,4.879598447717269e-06,5.010357199353166e-05
1582,4.46541302413347e-05,8.74678354583531e-06,4.04130019303141e-06,4.46541302413347e-05
1583,3.371725636368085e-05,7.845422650072059e-06,3.5906197451497846e-06,3.371725636368085e-05
1584,3.551547953455676e-05,7.845422650072059e-06,3.5906197451497846e-06,3.551547953455676e-05
1585,3.608571400296309e-05,1.1463199241136732e-05,3.915860913496415e-06,3.608571400296309e-05
1586,3.1055953903497926e-05,1.1463199241136732e-05,2.694490344116015e-06,3.1055953903497926e-05
1587,3.1342620916672915e-05,1.2155358360489896e-05,1.7040295006154338e-06,3.1342620916672915e-05
1588,2.4680122675947912e-05,1.6172393251118982e-05,2.3735353157202814e-06,2.4680122675947912e-05
1589,2.3619130323433118e-05,9.049709920613428e-06,1.9545539414268987e-06,2.3619130323433118e-05
1590,2.8436342290660832e-05,9.049709920613428e-06,1.9545539414268987e-06,2.8436342290660832e-05
1591,2.770425297577666e-05,1.0915444233562863e-05,1.9545539414268987e-06,2.770425297577666e-05
1592,3.055821564755336e-05,7.171900116580738e-06,1.3883996611444412e-06,3.055821564755336e-05
1593,4.69825671253992e-05,7.395176843212019e-06,8.927825417361288e-07,4.69825671253992e-05
1594,4.226181915458126e-05,6.703017723858855e-06,1.2280457082982008e-06,4.226181915458126e-05
1595,4.590833473879944e-05,2.6859828332297705e-06,5.585398931933534e-07,4.590833473879944e-05
1596,5.03564246433338e-05,2.6859828332297705e-06,7.689581187670618e-07,5.03564246433338e-05
1597,6.589033377427509e-05,2.6859828332297705e-06,1.2532064894393052e-06,6.589033377427509e-05
1598,6.725706524386104e-05,8.202485202803343e-07,1.3416743221179267e-06,6.725706524386104e-05
1599,6.539198940507569e-05,9.307436162738927e-07,1.3416743221179267e-06,6.539198940507569e-05
1600,5.242913032686504e-05,1.0269851437832195e-06,1.2249036802001813e-06,5.242913032686504e-05
1601,6.439779281208757e-05,1.2223090055028609e-06,1.0849643753577505e-06,6.439779281208757e-05
1602,6.69655130747872e-05,3.936727645330913e-06,1.0849643753577505e-06,6.69655130747872e-05
1603,6.432705179447242e-05,5.5851680826890515e-06,1.286656259123577e-06,6.432705179447242e-05
1604,4.7912672276392444e-05,5.925708722185975e-06,9.726782081997953e-07,4.7912672276392444e-05
1605,5.042703040609402e-05,6.3754562883592115e-06,1.896142375049489e-06,5.042703040609402e-05
1606,6.134829527582042e-05,5.748069505833493e-06,2.1363827045206563e-06,6.134829527582042e-05
1607,6.61534774865556e-05,5.428551251692884e-06,2.7763736950094298e-06,6.61534774865556e-05
1608,7.324292424267956e-05,5.8322601635804205e-06,2.7807274299058397e-06,7.324292424267956e-05
1609,7.338872196019761e-05,3.117841523752369e-06,3.7240973012688172e-06,7.338872196019761e-05
1610,7.618797930522955e-05,1.4694010863942303e-06,3.3119871919292824e-06,7.618797930522955e-05
1611,7.640655842676227e-05,1.9481586751421024e-06,3.1417168721808205e-06,7.640655842676227e-05
1612,7.468734371026844e-05,2.3054132936652294e-06,2.3987856008846265e-06,7.468734371026844e-05
1613,6.602085600856558e-05,2.385143667587337e-06,2.47816623349146e-06,6.602085600856558e-05
1614,6.455663762088599e-05,2.7147534150831883e-06,5.027766568283758e-06,6.455663762088599e-05
1615,4.818021989194676e-05,2.1157206414760106e-06,6.351861981914096e-06,4.818021989194676e-05
1616,5.041801029749747e-05,2.1157206414760106e-06,6.129341175307802e-06,5.041801029749747e-05
1617,4.745005727662439e-05,2.2392619760986624e-06,6.870589166802736e-06,4.745005727662439e-05
1618,4.377905458698349e-05,1.4199637478538664e-06,7.461452014467795e-06,4.377905458698349e-05
1619,5.247970290968494e-05,6.129615631575039e-07,7.755123760944116e-06,5.247970290968494e-05
1620,5.148183130846259e-05,1.0575845651926232e-06,8.342152990995341e-06,5.148183130846259e-05
1621,5.2519323097450456e-05,7.279748176967717e-07,5.9381455425214625e-06,5.2519323097450456e-05
1622,5.100218692989854e-05,7.98323225938345e-07,4.55506934875822e-06,5.100218692989854e-05
1623,4.3506197601215846e-05,7.98323225938345e-07,4.103634475021474e-06,4.3506197601215846e-05
1624,4.458941358669628e-05,6.747818913156931e-07,3.5117186761064138e-06,4.458941358669628e-05
1625,6.60963526440485e-05,6.747818913156931e-07,3.751502731574874e-06,6.60963526440485e-05
1626,6.082672838861721e-05,6.747818913156931e-07,3.1888302568664325e-06,6.082672838861721e-05
1627,5.6709921149636754e-05,3.898910888113148e-07,2.9212654258766894e-06,5.6709921149636754e-05
1628,4.9987138741666316e-05,8.4847247957701e-07,2.618780091065024e-06,4.9987138741666316e-05
1629,5.119277843082922e-05,7.781240713354367e-07,3.138318025516388e-06,5.119277843082922e-05
1630,4.900637473578432e-05,7.781240713354367e-07,3.6451448295338196e-06,4.900637473578432e-05
1631,5.316354041237251e-05,7.781240713354367e-07,3.9492525242427035e-06,5.316354041237251e-05
1632,3.590393368670318e-05,7.781240713354367e-07,3.485110158050832e-06,3.590393368670318e-05
1633,3.4180241657720346e-05,9.152168688940167e-07,4.170574162084709e-06,3.4180241657720346e-05
1634,3.484713098649601e-05,5.956741883242753e-07,4.148579591856105e-06,3.484713098649601e-05
1635,3.93716730156614e-05,1.3709279755858006e-07,4.0528932458983036e-06,3.93716730156614e-05
1636,4.044292498812345e-05,1.3709279755858006e-07,4.434791435414809e-06,4.044292498812345e-05
1637,4.438751134979871e-05,2.8341305226474235e-07,4.536471968614413e-06,4.438751134979871e-05
1638,3.766182089748327e-05,2.8341305226474235e-07,5.160392674952163e-06,3.766182089748327e-05
1639,3.5998075483283696e-05,2.8341305226474235e-07,5.261109533551332e-06,3.5998075483283696e-05
1640,3.281047169626358e-05,1.4632025470616229e-07,4.781261639306779e-06,3.281047169626358e-05
1641,3.072042311811986e-05,1.4632025470616229e-07,4.64194754710791e-06,3.072042311811986e-05
1642,3.011791769884959e-05,1.4632025470616229e-07,4.579828604229468e-06,3.011791769884959e-05
1643,2.6071010909488124e-05,1.4632025470616229e-07,4.169952798552653e-06,2.6071010909488124e-05
1644,2.0477219225410537e-05,0.0,3.842000052957571e-06,2.0477219225410537e-05
1645,2.0899605975241036e-05,0.0,3.3540413986494447e-06,2.0899605975241036e-05
1646,2.3201210686758194e-05,0.0,3.189035217993868e-06,2.3201210686758194e-05
1647,2.561529572631116e-05,2.080911047284774e-07,3.295555773417748e-06,2.561529572631116e-05
1648,2.6753753510482576e-05,2.5394034050155566e-07,3.322120651968622e-06,2.6753753510482576e-05
1649,2.3562330105570644e-05,2.5394034050155566e-07,3.6725990802161893e-06,2.3562330105570644e-05
1650,2.9905928256214664e-05,2.5394034050155566e-07,3.303862773204206e-06,2.9905928256214664e-05
1651,3.25356751480805e-05,2.5394034050155566e-07,3.31289503005142e-06,3.25356751480805e-05
1652,3.586982841495358e-05,2.5394034050155566e-07,3.280207075866721e-06,3.586982841495358e-05
1653,4.532543529681529e-05,3.2931611875548175e-07,3.505622316879453e-06,4.532543529681529e-05
1654,4.4357818686486485e-05,1.2122501402700436e-07,3.6083175213466997e-06,4.4357818686486485e-05
1655,4.747527210773634e-05,5.983031720851224e-07,3.4525942282925826e-06,4.747527210773634e-05
1656,4.7768984846438146e-05,5.983031720851224e-07,3.2140044368134113e-06,4.7768984846438146e-05
1657,4.3942107367911376e-05,5.983031720851224e-07,3.506572251613501e-06,4.3942107367911376e-05
1658,4.592681969890171e-05,5.983031720851224e-07,3.4837275636943687e-06,4.592681969890171e-05
1659,4.139406649171308e-05,5.983031720851224e-07,3.023515132229347e-06,4.139406649171308e-05
1660,2.9777433675397852e-05,5.229273938311962e-07,2.736409076728056e-06,2.9777433675397852e-05
1661,2.9001902865794754e-05,5.229273938311962e-07,3.2621729246784525e-06,2.9001902865794754e-05
1662,3.2999261488190056e-05,0.0,3.157153798838408e-06,3.2999261488190056e-05
1663,3.296751102815116e-05,0.0,2.8105507599970484e-06,3.296751102815116e-05
1664,3.461765066146784e-05,0.0,2.490279996436584e-06,3.461765066146784e-05
1665,3.057177881211308e-05,0.0,2.2186733385102083e-06,3.057177881211308e-05
1666,3.3037598768714815e-05,3.9948397605777634e-08,2.481707351112813e-06,3.3037598768714815e-05
1667,3.239818943256978e-05,3.9948397605777634e-08,2.8577769626281224e-06,3.239818943256978e-05
1668,3.3042240050105776e-05,3.9948397605777634e-08,2.1797005404420944e-06,3.3042240050105776e-05
1669,2.763963363707132e-05,3.9948397605777634e-08,2.2356422927519555e-06,2.763963363707132e-05
1670,2.845946099634083e-05,3.9948397605777634e-08,2.6569440478851902e-06,2.845946099634083e-05
1671,2.5071114578167908e-05,3.9948397605777634e-08,2.9295586857967592e-06,2.5071114578167908e-05
1672,2.4744503986897015e-05,3.9948397605777634e-08,3.1570210044914608e-06,2.4744503986897015e-05
1673,2.1108213981538677e-05,2.4742870355761885e-08,3.242857100563664e-06,2.1108213981538677e-05
1674,1.9622055203529142e-05,2.4742870355761885e-08,2.88650728310001e-06,1.9622055203529142e-05
1675,1.9750950351798175e-05,5.906136988999476e-08,3.2760394950465913e-06,1.9750950351798175e-05
1676,2.044137168663188e-05,5.906136988999476e-08,3.83542875884554e-06,2.044137168663188e-05
1677,1.7518222063829724e-05,5.906136988999476e-08,3.519317861641217e-06,1.7518222063829724e-05
1678,1.7788503750385382e-05,7.897994131716197e-08,3.34950107117038e-06,1.7788503750385382e-05
1679,1.8201295071256546e-05,7.897994131716197e-08,3.1112785206590033e-06,1.8201295071256546e-05
1680,1.9467573370742946e-05,5.4237070961400084e-08,3.13655701640008e-06,1.9467573370742946e-05
1681,1.9096694424141397e-05,7.661291842201276e-08,3.2567022247219157e-06,1.9096694424141397e-05
1682,1.8263914820896128e-05,4.229441888777988e-08,2.9877103315811837e-06,1.8263914820896128e-05
1683,1.72589728078622e-05,1.30563332082342e-07,2.6142591715532556e-06,1.72589728078622e-05
1684,1.77433906044046e-05,1.30563332082342e-07,2.4580912817587626e-06,1.77433906044046e-05
1685,1.754927792977209e-05,1.1064476065517478e-07,2.4831805376379634e-06,1.754927792977209e-05
1686,1.7103226517584907e-05,1.3827396726030982e-07,2.422795513926498e-06,1.7103226517584907e-05
1687,1.5027806447116226e-05,1.3827396726030982e-07,2.075745620848985e-06,1.5027806447116226e-05
1688,1.463702866593459e-05,1.1589811979969714e-07,2.440821471541962e-06,1.463702866593459e-05
1689,1.2814897770242948e-05,1.1589811979969714e-07,2.278760039839004e-06,1.2814897770242948e-05
1690,1.0494044382929652e-05,2.762920660513503e-08,2.063294800791482e-06,1.0494044382929652e-05
1691,9.446197996762099e-06,2.762920660513503e-08,2.4309739988633998e-06,9.446197996762099e-06
1692,9.179377457257942e-06,2.762920660513503e-08,2.540629891102851e-06,9.179377457257942e-06
1693,9.881983942250372e-06,0.0,2.472630228567141e-06,9.881983942250372e-06
1694,1.227520224996884e-05,0.0,2.641656570696276e-06,1.227520224996884e-05
1695,1.146578821525119e-05,1.550680346034434e-08,2.2373409933607036e-06,1.146578821525119e-05
1696,1.3212240576519565e-05,1.550680346034434e-08,2.378499573296722e-06,1.3212240576519565e-05
1697,1.4881662666864162e-05,3.754802792497815e-08,2.395021713904758e-06,1.4881662666864162e-05
1698,2.3739507664036603e-05,5.8290569069997996e-08,2.0368036643958476e-06,2.3739507664036603e-05
1699,2.3137149582908023e-05,5.8290569069997996e-08,1.7333468105919434e-06,2.3137149582908023e-05
1700,2.200838980570552e-05,5.8290569069997996e-08,2.166849721366556e-06,2.200838980570552e-05
1701,1.962457859657921e-05,6.795732839951338e-08,2.1642258941158488e-06,1.962457859657921e-05
1702,1.988075908749514e-05,7.642084450968209e-08,2.1466755372655044e-06,1.988075908749514e-05
1703,1.8337357882306344e-05,9.850326421201316e-08,2.1267962893034564e-06,1.8337357882306344e-05
1704,1.5602385636676835e-05,7.646203974737936e-08,2.0741280682809053e-06,1.5602385636676835e-05
1705,7.237433367533543e-06,5.5719498602359504e-08,2.1749775506967647e-06,7.237433367533543e-06
1706,7.411941364158078e-06,6.67948814988709e-08,2.4148627062459127e-06,7.411941364158078e-06
1707,7.148179325408169e-06,1.415717145545971e-06,2.1962236879906934e-06,7.148179325408169e-06
1708,7.348674184218648e-06,1.4253421209023794e-06,2.1859510752619826e-06,7.348674184218648e-06
1709,6.644020816435971e-06,1.4013718013318664e-06,2.271202301277039e-06,6.644020816435971e-06
1710,7.488041904122968e-06,1.3792893816295354e-06,2.2043651597414282e-06,7.488041904122968e-06
1711,7.685346970122606e-06,1.3792893816295354e-06,2.1546517083541924e-06,7.685346970122606e-06
1712,8.592994618084049e-06,1.3792893816295354e-06,2.1480918316488636e-06,8.592994618084049e-06
1713,9.195732218358899e-06,1.3682139987330238e-06,1.9546629671042737e-06,9.195732218358899e-06
1714,9.494405536055897e-06,1.9291734685923856e-08,1.8441129441271187e-06,9.494405536055897e-06
1715,9.412525092297333e-06,0.0,1.7908298397222616e-06,9.412525092297333e-06
1716,1.0845293802828695e-05,0.0,1.7007577720765506e-06,1.0845293802828695e-05
1717,1.17602511896361e-05,0.0,1.7997462659228143e-06,1.17602511896361e-05
1718,1.3084528745821444e-05,1.5483512884527173e-08,2.087839155657483e-06,1.3084528745821444e-05
1719,1.2074090526376885e-05,1.5483512884527173e-08,2.1408845571256407e-06,1.2074090526376885e-05
1720,1.2392503322189441e-05,2.454464111321743e-08,2.2235414819858434e-06,1.2392503322189441e-05
1721,1.2351735157218563e-05,6.834493149199261e-08,2.3179449856667944e-06,1.2351735157218563e-05
1722,1.7512274033444036e-05,3.8517598609035174e-07,2.3774186307231763e-06,1.7512274033444036e-05
1723,1.744586454930998e-05,4.0370151412259604e-07,2.5094280187788953e-06,1.744586454930998e-05
1724,1.8681030074471243e-05,4.095724338729464e-07,2.463770670146914e-06,1.8681030074471243e-05
1725,1.9919276447970852e-05,3.940889209884192e-07,2.1679944178945983e-06,1.9919276447970852e-05
1726,2.0500770850568578e-05,4.004764190109914e-07,2.1397527884151453e-06,2.0500770850568578e-05
1727,2.0925019595909233e-05,3.914152907823011e-07,2.0870733286366364e-06,2.0925019595909233e-05
1728,2.178948190183811e-05,3.4761500040352597e-07,1.9897357788067893e-06,2.178948190183811e-05
1729,1.7433052562410012e-05,3.715592252920682e-08,1.907718326167794e-06,1.7433052562410012e-05
1730,1.9232730145241866e-05,2.6813632457235925e-08,1.6287784611839534e-06,1.9232730145241866e-05
1731,1.6913073263172658e-05,2.0942712706885558e-08,1.4602419469156303e-06,1.6913073263172658e-05
1732,1.83477595783188e-05,2.0942712706885558e-08,1.653023965835538e-06,1.83477595783188e-05
1733,2.2452389852592853e-05,3.562952244351436e-08,1.5188569315276773e-06,2.2452389852592853e-05
1734,2.4193786105440396e-05,4.07912540570773e-08,1.442856306052168e-06,2.4193786105440396e-05
1735,2.462978474276107e-05,4.07912540570773e-08,1.3454102258947387e-06,2.462978474276107e-05
1736,2.4960494036869413e-05,3.4419277333037305e-08,1.3730246288495046e-06,2.4960494036869413e-05
1737,2.378987093314728e-05,3.315766759572268e-08,1.31192267969839e-06,2.378987093314728e-05
1738,2.410005306176442e-05,3.315766759572268e-08,1.2944749008576245e-06,2.410005306176442e-05
1739,2.1207857831281478e-05,3.638858408245531e-08,1.0770750691335707e-06,2.1207857831281478e-05
1740,1.7661756698674124e-05,2.280155492988862e-08,1.0938125163712748e-06,1.7661756698674124e-05
1741,1.636951440429714e-05,1.763982331632568e-08,1.0363610272179358e-06,1.636951440429714e-05
1742,2.136857412032051e-05,1.763982331632568e-08,1.091966307090583e-06,2.136857412032051e-05
1743,2.2750641489567768e-05,1.763982331632568e-08,1.043445122052487e-06,2.2750641489567768e-05
1744,2.34336109445264e-05,1.9646315812289165e-08,1.0621568224321111e-06,2.34336109445264e-05
1745,2.4732425507474026e-05,2.5957891836014824e-08,1.1150284616892999e-06,2.4732425507474026e-05
1746,2.742681603454652e-05,1.0735258269635648e-07,1.1274486350235487e-06,2.742681603454652e-05
1747,2.8742512378292823e-05,1.0402445584288347e-07,1.1282635585173142e-06,2.8742512378292823e-05
1748,3.10131048796133e-05,1.076641876604104e-07,1.1427685129612136e-06,3.10131048796133e-05
1749,2.56357294087398e-05,1.1757474841341978e-07,1.0866620040620286e-06,2.56357294087398e-05
1750,2.577738372825219e-05,1.241722113068785e-07,1.0883944940230452e-06,2.577738372825219e-05
1751,2.6040369838093674e-05,1.1881322922338963e-07,1.1159788349297223e-06,2.6040369838093674e-05
1752,2.9165201600075568e-05,1.1250165319966397e-07,1.1776269194082748e-06,2.9165201600075568e-05
1753,3.162840533020374e-05,2.7876045852589674e-08,1.1491461902681164e-06,3.162840533020374e-05
1754,3.4650708195321e-05,2.790096280997594e-08,1.1082523444981364e-06,3.4650708195321e-05
1755,3.958716531217631e-05,2.4261230992449e-08,1.1195808156116982e-06,3.958716531217631e-05
1756,4.4489500266666126e-05,2.0421611322620137e-08,1.1455525168457825e-06,4.4489500266666126e-05
1757,5.584392186262578e-05,1.3824148429161402e-08,1.1039443523129324e-06,5.584392186262578e-05
1758,5.896572006999382e-05,1.6470179379065745e-08,1.1116042466190784e-06,5.896572006999382e-05
1759,5.8328054624975524e-05,2.6906564087880724e-08,1.0212794531331123e-06,5.8328054624975524e-05
1760,5.7876422423370446e-05,2.95679310876754e-08,9.999257193677685e-07,5.7876422423370446e-05
1761,5.994827318188202e-05,2.5383862377127897e-08,1.040979148975956e-06,5.994827318188202e-05
1762,5.6957402453658036e-05,3.611419049523842e-08,1.0793104690622255e-06,5.6957402453658036e-05
1763,5.665016422946272e-05,3.004324941205791e-08,1.0607578490505278e-06,5.665016422946272e-05
1764,5.089022410434804e-05,6.658208536894758e-08,1.0328749177850632e-06,5.089022410434804e-05
1765,5.27144646704463e-05,6.331432419618263e-08,1.0774389238576987e-06,5.27144646704463e-05
1766,5.623384744727186e-05,5.627899162569909e-08,1.049899911517319e-06,5.623384744727186e-05
1767,5.8985850565867235e-05,8.895165213930665e-08,1.0709082403081993e-06,5.8985850565867235e-05
1768,6.306653917168401e-05,8.895165213930665e-08,1.0870447064397531e-06,6.306653917168401e-05
1769,6.507956277346238e-05,8.73601034052334e-08,1.0318446795411416e-06,6.507956277346238e-05
1770,7.068269769661129e-05,9.02430249892307e-08,1.0339685445615032e-06,7.068269769661129e-05
1771,7.181354573861296e-05,5.633683284957312e-08,1.0371996462968776e-06,7.181354573861296e-05
1772,7.375918357865885e-05,9.293065263347802e-08,9.122882715928426e-07,7.375918357865885e-05
1773,7.53930289647542e-05,1.0769593699373153e-07,9.181758205808624e-07,7.53930289647542e-05
1774,7.875712513591029e-05,7.770683575967854e-08,9.163518695588988e-07,7.875712513591029e-05
1775,7.561367445824934e-05,1.0659372736857417e-07,9.326615294672333e-07,7.561367445824934e-05
1776,7.696116725648088e-05,1.0016731748813917e-07,8.704832786016985e-07,7.696116725648088e-05
1777,7.452711101255513e-05,9.728439590414187e-08,8.342348069488383e-07,7.452711101255513e-05
1778,7.248892039310053e-05,1.1133861477219398e-07,8.576041677445443e-07,7.248892039310053e-05
1779,6.871159920202834e-05,7.692075801709766e-08,8.526618030048536e-07,6.871159920202834e-05
1780,6.694650385595326e-05,6.580184219728835e-08,8.247881290961751e-07,6.694650385595326e-05
1781,6.479293162036421e-05,6.045691591793911e-08,8.193035999478784e-07,6.479293162036421e-05
1782,6.638240613808324e-05,3.1570024309043477e-08,7.451893314477534e-07,6.638240613808324e-05
1783,6.637077396070319e-05,4.4079848342854737e-08,7.898979593587033e-07,6.637077396070319e-05
1784,6.619686506123148e-05,8.402717810440663e-08,7.959568831341e-07,6.619686506123148e-05
1785,6.805873012386396e-05,7.057656021507747e-08,7.398790395589978e-07,6.805873012386396e-05
1786,7.006324033552249e-05,7.617397531792644e-08,7.489132778053837e-07,7.006324033552249e-05
1787,7.289459608728066e-05,8.717453704930125e-08,8.016229458007729e-07,7.289459608728066e-05
1788,7.247286079551227e-05,9.240074534082915e-08,8.028329716580629e-07,7.247286079551227e-05
1789,7.143996481318027e-05,9.472751497493651e-08,8.165928631699768e-07,7.143996481318027e-05
1790,7.114967697166971e-05,8.834410866346129e-08,8.724151306133925e-07,7.114967697166971e-05
1791,7.372817448672972e-05,9.292139654551842e-08,9.423229130334221e-07,7.372817448672972e-05
1792,7.431456781757464e-05,9.730298598599672e-08,1.0480965540539598e-06,7.431456781757464e-05
1793,7.721680906667774e-05,9.052628792614672e-08,1.1036092847202132e-06,7.721680906667774e-05
1794,7.681703989094655e-05,7.347629108319812e-08,1.0821424487923132e-06,7.681703989094655e-05
1795,8.112539113166608e-05,7.007662704085402e-08,1.0870447957651258e-06,8.112539113166608e-05
1796,8.389829599764198e-05,7.154250385761024e-08,1.1198294974487259e-06,8.389829599764198e-05
1797,8.560763256225203e-05,6.497141123519765e-08,1.1240343350696743e-06,8.560763256225203e-05
1798,8.543379226466641e-05,2.739067398290932e-08,1.0749763045428802e-06,8.543379226466641e-05
1799,8.664690851998915e-05,3.779592676928749e-08,1.0450492027302971e-06,8.664690851998915e-05
1800,8.528975844715856e-05,3.632182186765119e-08,1.1023936394849443e-06,8.528975844715856e-05
1801,8.596050715173728e-05,4.2753283833820074e-08,1.116212956731033e-06,8.596050715173728e-05
1802,8.353503445895123e-05,4.743864145950738e-08,1.145627753170889e-06,8.353503445895123e-05
