ngram,wood,wod,ood,wood
1803,8.214042151978771e-05,5.136799430260908e-08,1.1654149310353595e-06,8.214042151978771e-05
1804,8.345743013446086e-05,6.191355644042623e-08,1.1736809548373067e-06,8.345743013446086e-05
1805,8.171921841234766e-05,8.327452353082013e-08,1.2399179922795156e-06,8.171921841234766e-05
1806,8.153243106789887e-05,6.757838733051358e-08,1.2037077681270603e-06,8.153243106789887e-05
1807,8.323771804238536e-05,1.3247764028635955e-07,1.156390932724857e-06,8.323771804238536e-05
1808,8.113809703250549e-05,1.3163836192526495e-07,1.174866050795182e-06,8.113809703250549e-05
1809,7.757854577253706e-05,1.2983050520379687e-07,1.207141825229233e-06,7.757854577253706e-05
1810,7.777091377647594e-05,1.2690313409637254e-07,1.2245555467416125e-06,7.777091377647594e-05
1811,7.537116367270105e-05,1.197150919348847e-07,1.2316541366479733e-06,7.537116367270105e-05
1812,7.734441481131528e-05,1.1719073660693929e-07,1.2020401933503827e-06,7.734441481131528e-05
1813,7.444334914907813e-05,1.1660960045186844e-07,1.2778000382240862e-06,7.444334914907813e-05
1814,7.195809510968891e-05,5.5718066351216426e-08,1.2905618080237348e-06,7.195809510968891e-05
1815,7.243274220465017e-05,5.357013372580306e-08,1.28629127565156e-06,7.243274220465017e-05
1816,7.693314546486363e-05,5.818455203357839e-08,1.2575115176462402e-06,7.693314546486363e-05
1817,7.614832533623226e-05,7.086737698257042e-08,1.221206438068683e-06,7.614832533623226e-05
1818,7.621200139900404e-05,1.0516693750771213e-07,1.212949363044962e-06,7.621200139900404e-05
1819,7.568074215669185e-05,8.88551845434904e-08,1.1854091813542515e-06,7.568074215669185e-05
1820,7.743572392168321e-05,1.0391262047651903e-07,1.1316494692437118e-06,7.743572392168321e-05
1821,7.889091232625236e-05,1.0321985958025185e-07,1.2001551600146091e-06,7.889091232625236e-05
1822,7.949953682587616e-05,1.0389314805284552e-07,1.2251827164228807e-06,7.949953682587616e-05
1823,7.616065080843068e-05,9.73839398962387e-08,1.2033998635680682e-06,7.616065080843068e-05
1824,7.582431135233492e-05,9.398908851210308e-08,1.1838675066298623e-06,7.582431135233492e-05
1825,7.500420282927475e-05,6.318072287569976e-08,1.202277303491428e-06,7.500420282927475e-05
1826,7.512439021541337e-05,6.378433400503322e-08,1.4944210826277932e-06,7.512439021541337e-05
1827,7.496758605287011e-05,5.409188449537591e-08,1.492063574914937e-06,7.496758605287011e-05
1828,7.452250948907542e-05,5.867789784222818e-08,1.496554887125967e-06,7.452250948907542e-05
1829,7.28876912035048e-05,6.185473745899475e-08,1.5049939422949267e-06,7.28876912035048e-05
1830,7.383235892380721e-05,6.924306766060389e-08,1.5186782645417094e-06,7.383235892380721e-05
1831,7.41228463344409e-05,6.24991441457366e-08,1.5302011401477752e-06,7.41228463344409e-05
1832,7.513454121570768e-05,5.636296585009859e-08,1.4720873033573817e-06,7.513454121570768e-05
1833,7.351704594579392e-05,5.280639849201764e-08,1.1688366937180814e-06,7.351704594579392e-05
1834,7.292723187544783e-05,5.383549631484844e-08,1.1709799342237863e-06,7.292723187544783e-05
1835,7.328354695346206e-05,5.6283401304670274e-08,1.0967065528737813e-06,7.328354695346206e-05
1836,7.560074508156893e-05,7.171037021334672e-08,1.0318346344969801e-06,7.560074508156893e-05
1837,7.550734257425315e-05,7.514247332299614e-08,9.90792061981795e-07,7.550734257425315e-05
1838,7.572418897845117e-05,8.558769515332187e-08,9.644230414908504e-07,7.572418897845117e-05
1839,7.731199210476396e-05,9.147389233378687e-08,9.437072695358697e-07,7.731199210476396e-05
1840,7.789933234952124e-05,9.50866291101907e-08,9.640077921955838e-07,7.789933234952124e-05
1841,7.903825982274222e-05,9.436435683645478e-08,9.809226233820873e-07,7.903825982274222e-05
1842,7.919682164876056e-05,9.182330679940215e-08,1.0778690255262648e-06,7.919682164876056e-05
1843,7.824426575098187e-05,7.571061847296992e-08,1.102454193967008e-06,7.824426575098187e-05
1844,7.904623323286484e-05,1.0174994611946073e-07,1.1507895822303129e-06,7.904623323286484e-05
1845,7.836480238308598e-05,9.998335010712773e-08,1.1715509020047778e-06,7.836480238308598e-05
1846,7.66047669458203e-05,1.0442190350496666e-07,1.2021794516061033e-06,7.66047669458203e-05
1847,7.655447968448113e-05,1.0259633244556556e-07,1.2302546273141551e-06,7.655447968448113e-05
1848,7.683470487661128e-05,1.0775687136239348e-07,1.2366186053571125e-06,7.683470487661128e-05
1849,7.783804799795948e-05,1.0274553626946467e-07,1.1661038732719525e-06,7.783804799795948e-05
1850,7.779611665422895e-05,1.0444299342842506e-07,1.1878362816527703e-06,7.779611665422895e-05
1851,7.790940019601424e-05,6.872040765009452e-08,1.2114195604746264e-06,7.790940019601424e-05
1852,7.908333438016208e-05,5.6899713892935977e-08,1.2719999956191584e-06,7.908333438016208e-05
1853,7.973762902630759e-05,5.619041968226871e-08,1.3524136030745076e-06,7.973762902630759e-05
1854,8.066754422283598e-05,5.541224799644949e-08,1.3945833968266795e-06,8.066754422283598e-05
1855,8.02249986528685e-05,8.620052760477392e-08,1.4302437908294711e-06,8.02249986528685e-05
1856,7.955379779949518e-05,8.734519875628979e-08,1.4306742741609924e-06,7.955379779949518e-05
1857,8.007470127527736e-05,8.39134722342903e-08,1.4378807366353743e-06,8.007470127527736e-05
1858,8.044321605536555e-05,8.849236188268605e-08,1.424899356347201e-06,8.044321605536555e-05
1859,8.108361778015803e-05,9.556768887364342e-08,1.3758458732939159e-06,8.108361778015803e-05
1860,8.121965116255783e-05,9.254824868370243e-08,1.3597499446404981e-06,8.121965116255783e-05
1861,8.043625192450625e-05,9.236674003432199e-08,1.3233971977959818e-06,8.043625192450625e-05
1862,8.051046045563583e-05,8.399136979570748e-08,1.3142394144389463e-06,8.051046045563583e-05
1863,8.01160276751034e-05,1.0450438939609999e-07,1.3576347035788267e-06,8.01160276751034e-05
1864,8.051474183698051e-05,1.0767427685972767e-07,1.3874390398476471e-06,8.051474183698051e-05
1865,7.97319652130162e-05,1.0388119773909108e-07,1.4111811391818004e-06,7.97319652130162e-05
1866,7.856389960839547e-05,1.0358068586973396e-07,1.4290373298665924e-06,7.856389960839547e-05
1867,7.866079769363361e-05,9.884423387721394e-08,1.4802824840184518e-06,7.866079769363361e-05
1868,7.920210711225601e-05,9.965669432533884e-08,1.50328012945725e-06,7.920210711225601e-05
1869,7.91767316903653e-05,7.020764363525294e-08,1.4729726314856504e-06,7.91767316903653e-05
1870,7.982433453435078e-05,5.1350641833940765e-08,1.480060388660474e-06,7.982433453435078e-05
1871,8.061253798327275e-05,6.186604092509437e-08,1.4655740220145423e-06,8.061253798327275e-05
1872,8.152543263609655e-05,6.430034917213692e-08,1.4415805610821865e-06,8.152543263609655e-05
1873,8.274398195291204e-05,6.183283168021652e-08,1.439324803089091e-06,8.274398195291204e-05
1874,8.204996577530568e-05,6.478221641665576e-08,1.3477566166589635e-06,8.204996577530568e-05
1875,8.279081729207454e-05,6.36065026680756e-08,1.37284722053924e-06,8.279081729207454e-05
1876,8.297287630349664e-05,6.619085926981175e-08,1.4062069340070593e-06,8.297287630349664e-05
1877,8.299362525576726e-05,6.472956164722226e-08,1.35401593784731e-06,8.299362525576726e-05
1878,8.210002020600118e-05,5.235640035802394e-08,1.3203751417937122e-06,8.210002020600118e-05
1879,8.176347390482468e-05,5.0706233878372586e-08,1.3459242284495434e-06,8.176347390482468e-05
1880,8.134293810664011e-05,4.729976207532413e-08,1.347107757153156e-06,8.134293810664011e-05
1881,8.19507913547568e-05,4.708632468058178e-08,1.3368179614709724e-06,8.19507913547568e-05
1882,8.184479104654332e-05,4.347690588498868e-08,1.2929356541592694e-06,8.184479104654332e-05
1883,8.140938215157283e-05,4.17108052224486e-08,1.2705253636470713e-06,8.140938215157283e-05
1884,8.089452083887798e-05,4.386156936066397e-08,1.2668697796211096e-06,8.089452083887798e-05
1885,8.042845625563391e-05,4.72995877385886e-08,1.279093713232474e-06,8.042845625563391e-05
1886,7.996909698704258e-05,5.4860209073938545e-08,1.2590056225495313e-06,7.996909698704258e-05
1887,7.910366132689108e-05,5.50961290559014e-08,1.2771414016502343e-06,7.910366132689108e-05
1888,7.869874804912667e-05,5.216487533995665e-08,1.2995531376093692e-06,7.869874804912667e-05
1889,7.826258973052193e-05,5.635766748517719e-08,1.2896922986068863e-06,7.826258973052193e-05
1890,7.830878166714683e-05,5.414588041422316e-08,1.2677812557220541e-06,7.830878166714683e-05
1891,7.840234736379768e-05,4.815459573949608e-08,1.247729755959881e-06,7.840234736379768e-05
1892,7.810494259631793e-05,4.658812408868991e-08,1.2117254430320048e-06,7.810494259631793e-05
1893,7.768683384970895e-05,3.881530474814099e-08,1.191312386643923e-06,7.768683384970895e-05
1894,7.771465295393552e-05,3.885024923988567e-08,1.1497421447919415e-06,7.771465295393552e-05
1895,7.717046121667539e-05,4.258955854652413e-08,1.1157174282873581e-06,7.717046121667539e-05
1896,7.623876029226397e-05,4.095658060318133e-08,1.0799734419768875e-06,7.623876029226397e-05
1897,7.649187838459122e-05,5.746543862983344e-08,1.0688985087524218e-06,7.649187838459122e-05
1898,7.505682463358556e-05,6.472931447985633e-08,1.0527061086967088e-06,7.505682463358556e-05
1899,7.514814413817865e-05,6.308632651195825e-08,1.0495646977558084e-06,7.514814413817865e-05
1900,7.477289701845231e-05,6.773904510331314e-08,1.0417897523698879e-06,7.477289701845231e-05
1901,7.436606288787775e-05,6.92596928380291e-08,1.0101063756857393e-06,7.436606288787775e-05
1902,7.471054310112127e-05,6.535264976800395e-08,1.0082723796196141e-06,7.471054310112127e-05
1903,7.512354932259768e-05,6.967110977029733e-08,9.97361861923959e-07,7.512354932259768e-05
1904,7.488190021831542e-05,5.465768992962694e-08,9.931108349649418e-07,7.488190021831542e-05
1905,7.649169960391841e-05,5.325819277654123e-08,1.0131335069932642e-06,7.649169960391841e-05
1906,7.763880005638515e-05,5.119780307641772e-08,1.011985887089395e-06,7.763880005638515e-05
1907,7.784195934488838e-05,4.499134423748988e-08,9.953955831016564e-07,7.784195934488838e-05
1908,7.844258548824914e-05,4.385294210302553e-08,1.011541282228531e-06,7.844258548824914e-05
1909,7.817245100990735e-05,4.290412520495985e-08,9.90170657847297e-07,7.817245100990735e-05
1910,7.786177697458438e-05,3.552022371471659e-08,9.863652589306833e-07,7.786177697458438e-05
1911,7.793811008533729e-05,3.528575222487364e-08,9.68680556720106e-07,7.793811008533729e-05
1912,7.701882194461567e-05,3.069197822875529e-08,9.097844245583733e-07,7.701882194461567e-05
1913,7.573210210206785e-05,2.862782950379434e-08,8.798673434284865e-07,7.573210210206785e-05
1914,7.579945148401228e-05,2.6967542992346287e-08,8.75955801607883e-07,7.579945148401228e-05
1915,7.511204603360966e-05,2.4117844356551033e-08,8.724669149679747e-07,7.511204603360966e-05
1916,7.455742992793343e-05,2.5331242500418024e-08,8.929968414252341e-07,7.455742992793343e-05
1917,7.43834545054207e-05,2.661409670423609e-08,8.970714507735725e-07,7.43834545054207e-05
1918,7.423359160644136e-05,2.5777552917613126e-08,8.999985295434141e-07,7.423359160644136e-05
1919,7.380882224034784e-05,2.4327048692945093e-08,9.028564623544558e-07,7.380882224034784e-05
1920,7.481589377026207e-05,2.9994366228842343e-08,8.731299122441019e-07,7.481589377026207e-05
1921,7.531728416714551e-05,3.3048632529032925e-08,8.366090631690375e-07,7.531728416714551e-05
1922,7.510693207482941e-05,3.775544321626967e-08,7.828492617331254e-07,7.510693207482941e-05
1923,7.585980139473187e-05,3.934889569734423e-08,7.244530511992966e-07,7.585980139473187e-05
1924,7.597230640905244e-05,4.1794885774493196e-08,6.713814611560207e-07,7.597230640905244e-05
1925,7.566154818050563e-05,4.285823784755394e-08,6.348461170091468e-07,7.566154818050563e-05
1926,7.66135282382103e-05,4.7355987322004826e-08,5.953220271034557e-07,7.66135282382103e-05
1927,7.52232049957716e-05,4.815491243854402e-08,5.758239386263345e-07,7.52232049957716e-05
1928,7.38320273480245e-05,4.951119184478817e-08,5.512871276940652e-07,7.38320273480245e-05
1929,7.301435523134257e-05,4.5266544544477124e-08,5.399129788332045e-07,7.301435523134257e-05
1930,7.132523335582976e-05,4.426832437128983e-08,5.237933058716797e-07,7.132523335582976e-05
1931,7.012053122577657e-05,4.4731190687993405e-08,5.168722623238864e-07,7.012053122577657e-05
1932,6.888603093102574e-05,4.375264189044563e-08,4.98111238097668e-07,6.888603093102574e-05
1933,6.695408020667466e-05,4.046886051664192e-08,4.863787686255299e-07,6.695408020667466e-05
1934,6.586528200257038e-05,3.8240834498992626e-08,4.808333479949007e-07,6.586528200257038e-05
1935,6.591196870431304e-05,3.729571419950974e-08,4.778580172829347e-07,6.591196870431304e-05
1936,6.489794395747595e-05,3.6487069873406397e-08,4.869909438249514e-07,6.489794395747595e-05
1937,6.507364793963331e-05,3.413534267947073e-08,5.011133258189407e-07,6.507364793963331e-05
1938,6.431101740288016e-05,2.9775942219803904e-08,5.140733817045527e-07,6.431101740288016e-05
1939,6.469739673775621e-05,2.8379340274601158e-08,5.29841908506309e-07,6.469739673775621e-05
1940,6.494351639828113e-05,2.7623531145033146e-08,5.600423987419032e-07,6.494351639828113e-05
1941,6.569236938958056e-05,2.290980713074272e-08,5.924170766645278e-07,6.569236938958056e-05
1942,6.489392139233782e-05,2.039300537960896e-08,6.204623770957239e-07,6.489392139233782e-05
1943,6.557676741587264e-05,2.0584664385734997e-08,6.296685342022101e-07,6.557676741587264e-05
1944,6.507547368528321e-05,2.321533441675326e-08,6.385602172745816e-07,6.507547368528321e-05
1945,6.547525117639452e-05,2.4084245201346936e-08,6.394408680015269e-07,6.547525117639452e-05
1946,6.62155486809622e-05,2.3487372554801108e-08,6.302563682376266e-07,6.62155486809622e-05
1947,6.591017673989492e-05,3.095744714544578e-08,6.344030875230342e-07,6.591017673989492e-05
1948,6.474689559711675e-05,3.14789329840843e-08,6.194746008856913e-07,6.474689559711675e-05
1949,6.494982933093394e-05,3.2623667323150585e-08,6.01607358216175e-07,6.494982933093394e-05
1950,6.446790939662606e-05,3.3532356320214214e-08,5.900217843191058e-07,6.446790939662606e-05
1951,6.389494696382567e-05,3.2401650378639195e-08,5.735127501793613e-07,6.389494696382567e-05
1952,6.28352900093887e-05,3.197225037102466e-08,5.598186589850229e-07,6.28352900093887e-05
1953,6.020613000146113e-05,3.243016369732946e-08,5.557647406411499e-07,6.020613000146113e-05
1954,5.8401573499265525e-05,2.6706749573739737e-08,5.346069298996423e-07,5.8401573499265525e-05
1955,5.7335777715447224e-05,2.7865467647611046e-08,5.179844281753634e-07,5.7335777715447224e-05
1956,5.507340028998442e-05,2.6766124808627216e-08,5.047319088394683e-07,5.507340028998442e-05
1957,5.3586111399844026e-05,2.6743371961401863e-08,4.8837575507475e-07,5.3586111399844026e-05
1958,5.214637505040238e-05,2.569818871985977e-08,4.785986139462953e-07,5.214637505040238e-05
1959,5.11516908383263e-05,3.252265276135599e-08,4.641979793567381e-07,5.11516908383263e-05
1960,5.055005749454722e-05,3.327565194816933e-08,4.527306844335856e-07,5.055005749454722e-05
1961,5.0218582535827796e-05,3.329151430721465e-08,4.31666437959523e-07,5.0218582535827796e-05
1962,4.926718871242234e-05,3.4643902476919463e-08,4.2380049032025066e-07,4.926718871242234e-05
1963,4.8620580595784956e-05,3.5788676149601477e-08,4.1844781760249005e-07,4.8620580595784956e-05
1964,4.7573334346192754e-05,3.792142625310849e-08,4.149609489039514e-07,4.7573334346192754e-05
1965,4.722609186761214e-05,4.038790863652204e-08,4.195895379715304e-07,4.722609186761214e-05
1966,4.6083505107422494e-05,3.632680569052939e-08,4.28715846315494e-07,4.6083505107422494e-05
1967,4.517675707964892e-05,3.7572717762454233e-08,4.2695999776956993e-07,4.517675707964892e-05
1968,4.398796071265159e-05,3.613207561719329e-08,4.3352635056440446e-07,4.398796071265159e-05
1969,4.358956721262075e-05,3.404778452826511e-08,4.27582457567561e-07,4.358956721262075e-05
1970,4.308654336325292e-05,3.278293167089227e-08,4.211900699959058e-07,4.308654336325292e-05
1971,4.276433329713265e-05,3.250512164194268e-08,4.1926069879342063e-07,4.276433329713265e-05
1972,4.206917687302588e-05,3.005980404274007e-08,4.037557995876081e-07,4.206917687302588e-05
1973,4.227339117538317e-05,3.822463437838256e-08,3.9487745035720376e-07,4.227339117538317e-05
1974,4.2037254128704914e-05,3.564558603841306e-08,3.867558332006281e-07,4.2037254128704914e-05
1975,4.281736203535859e-05,3.524006787967794e-08,3.7715903999924194e-07,4.281736203535859e-05
1976,4.304313084243664e-05,3.5665733477685535e-08,3.7902285043855954e-07,4.304313084243664e-05
1977,4.4191619443673904e-05,3.620115458196389e-08,3.687756061156376e-07,4.4191619443673904e-05
1978,4.499321169402849e-05,3.374974610892423e-08,3.6809754939375647e-07,4.499321169402849e-05
1979,4.5626312515066403e-05,3.268663054508839e-08,3.637040159836553e-07,4.5626312515066403e-05
1980,4.6068448032851196e-05,2.205417968882882e-08,3.5094654192237484e-07,4.6068448032851196e-05
1981,4.633094535425438e-05,2.2091030718992703e-08,3.4251639086895533e-07,4.633094535425438e-05
1982,4.61893760075327e-05,2.138415768269754e-08,3.38526945142803e-07,4.61893760075327e-05
1983,4.590270847464646e-05,2.005454418403068e-08,3.2621978464573787e-07,4.590270847464646e-05
1984,4.486065725879078e-05,2.514787311724831e-08,3.225125908556947e-07,4.486065725879078e-05
1985,4.390341512459729e-05,2.4904732752263825e-08,3.068823965739804e-07,4.390341512459729e-05
1986,4.330057812954432e-05,2.4717798601565326e-08,2.9881327025447847e-07,4.330057812954432e-05
1987,4.291777648696942e-05,2.429462853115183e-08,2.974948480576651e-07,4.291777648696942e-05
1988,4.256140424071678e-05,2.3878356308110986e-08,2.893450771677765e-07,4.256140424071678e-05
1989,4.1786635847529396e-05,2.3753905636121024e-08,2.7375233254848095e-07,4.1786635847529396e-05
1990,4.139847650159416e-05,2.34197165787415e-08,2.6977626126673773e-07,4.139847650159416e-05
1991,4.1111001337412745e-05,1.7027577443278526e-08,2.6731229395084354e-07,4.1111001337412745e-05
1992,4.087906823510171e-05,1.6442958613741406e-08,2.6811464692855225e-07,4.087906823510171e-05
1993,4.0683316910872236e-05,1.7336956378447406e-08,2.674183515897052e-07,4.0683316910872236e-05
1994,4.01622689553603e-05,1.7878304931733576e-08,2.5917767792244764e-07,4.01622689553603e-05
1995,3.997706049371378e-05,1.7829845663389473e-08,2.5577772890171347e-07,3.997706049371378e-05
1996,3.979680851833629e-05,1.783129123720885e-08,2.5899666817557385e-07,3.979680851833629e-05
1997,3.9451459867580396e-05,1.7407784547174288e-08,2.533383605753313e-07,3.9451459867580396e-05
1998,3.9147015091397665e-05,1.692886034529043e-08,2.464355475240154e-07,3.9147015091397665e-05
1999,3.867520302134965e-05,1.7947956517819615e-08,2.3664801826076394e-07,3.867520302134965e-05
2000,3.826190108416735e-05,1.8254647317559958e-08,2.2774721181966534e-07,3.826190108416735e-05
2001,3.7923957279417664e-05,1.726972774309031e-08,2.2258972519141806e-07,3.7923957279417664e-05
2002,3.7583539649079156e-05,1.6900367200938556e-08,2.1768652150707828e-07,3.7583539649079156e-05
2003,3.759087173550922e-05,2.2079358405083634e-08,2.2125913444272426e-07,3.759087173550922e-05
2004,3.7509188717064846e-05,2.2174934396649145e-08,2.1268082710841035e-07,3.7509188717064846e-05
2005,3.7883043010619334e-05,2.3230597509130542e-08,2.1154607411842464e-07,3.7883043010619334e-05
2006,3.822672078968026e-05,2.3246107641991135e-08,2.1473194676348483e-07,3.822672078968026e-05
2007,3.882803035334551e-05,2.263633965985231e-08,2.2044642378205026e-07,3.882803035334551e-05
2008,3.9289597355361495e-05,2.1768986867089424e-08,2.2471350900689556e-07,3.9289597355361495e-05
2009,3.929937884095125e-05,2.2214709437053315e-08,2.360649306508224e-07,3.929937884095125e-05
2010,3.913886861742607e-05,1.6981234196578043e-08,2.3087895937935953e-07,3.913886861742607e-05
2011,3.9189461988696295e-05,1.8230645437711246e-08,2.2903313176162294e-07,3.9189461988696295e-05
2012,3.905794333799609e-05,1.6836224731824652e-08,2.2344319664365946e-07,3.905794333799609e-05
2013,3.88660300814081e-05,1.5044011369980126e-08,2.1122711351446404e-07,3.88660300814081e-05
2014,3.913094354045045e-05,1.4507700310925235e-08,1.9973363204631562e-07,3.913094354045045e-05
2015,3.909405027765648e-05,1.612197334363178e-08,1.9439137182481708e-07,3.909405027765648e-05
2016,3.9599250677773466e-05,1.8243567418656833e-08,1.7913470579904762e-07,3.9599250677773466e-05
2017,4.0041876976223044e-05,1.8862622426970194e-08,1.6865538062423488e-07,4.0041876976223044e-05
2018,4.0284015994984657e-05,1.7812624797386435e-08,1.684013255953687e-07,4.0284015994984657e-05
2019,4.0469656596542336e-05,1.9845490584202707e-08,1.6748776943131816e-07,4.0469656596542336e-05
