ngram,courage,corage,curage,courage
1584,5.32407311766292e-05,1.6211396963886467e-06,0.0,5.32407311766292e-05
1585,5.5079797026077616e-05,1.3802265844528198e-06,0.0,5.5079797026077616e-05
1586,3.6970661962446426e-05,1.3802265844528198e-06,0.0,3.6970661962446426e-05
1587,6.717513835090878e-05,2.7645448231591478e-06,0.0,6.717513835090878e-05
1588,9.047172586308858e-05,2.7645448231591478e-06,0.0,9.047172586308858e-05
1589,9.38875564315822e-05,2.345563448865765e-06,0.0,9.38875564315822e-05
1590,0.00010738893251982518,1.6442938886029879e-06,0.0,0.00010738893251982518
1591,0.0001125240903223,1.6442938886029879e-06,5.330669279958653e-07,0.0001125240903223
1592,0.00011685316712828353,1.6442938886029879e-06,5.330669279958653e-07,0.00011685316712828353
1593,0.00013292909196544706,2.760677586723302e-06,5.330669279958653e-07,0.00013292909196544706
1594,0.0001034257992224801,1.3763593480169739e-06,5.330669279958653e-07,0.0001034257992224801
1595,8.589359562652785e-05,1.3763593480169739e-06,5.330669279958653e-07,8.589359562652785e-05
1596,8.354284182132687e-05,1.3763593480169739e-06,5.330669279958653e-07,8.354284182132687e-05
1597,6.396156849015304e-05,2.8112530604370737e-06,5.330669279958653e-07,6.396156849015304e-05
1598,5.0896908695514344e-05,2.8112530604370737e-06,0.0,5.0896908695514344e-05
1599,4.757981936823593e-05,3.282897653532148e-06,2.3582229654753713e-07,4.757981936823593e-05
1600,3.949185085210567e-05,2.2730200401253697e-06,2.3582229654753713e-07,3.949185085210567e-05
1601,4.462269998839474e-05,2.2730200401253697e-06,2.3582229654753713e-07,4.462269998839474e-05
1602,3.898559387900085e-05,2.2730200401253697e-06,2.3582229654753713e-07,3.898559387900085e-05
1603,5.229627231528866e-05,2.2730200401253697e-06,2.3582229654753713e-07,5.229627231528866e-05
1604,4.877457708321994e-05,7.484209975570723e-07,2.3582229654753713e-07,4.877457708321994e-05
1605,5.445917642126525e-05,7.484209975570723e-07,2.3582229654753713e-07,5.445917642126525e-05
1606,5.3277022483858415e-05,2.7677640446199803e-07,0.0,5.3277022483858415e-05
1607,5.648652274560716e-05,1.7027031974846197e-07,0.0,5.648652274560716e-05
1608,5.606163956274811e-05,1.7027031974846197e-07,0.0,5.606163956274811e-05
1609,6.593175852945674e-05,1.7027031974846197e-07,0.0,6.593175852945674e-05
1610,7.309319984675053e-05,1.189856431795176e-06,0.0,7.309319984675053e-05
1611,7.644575349071861e-05,1.019586112046714e-06,0.0,7.644575349071861e-05
1612,8.691558676738558e-05,1.019586112046714e-06,0.0,8.691558676738558e-05
1613,8.530384210254332e-05,1.019586112046714e-06,0.0,8.530384210254332e-05
1614,7.970975119470885e-05,1.019586112046714e-06,0.0,7.970975119470885e-05
1615,7.879771510488354e-05,1.019586112046714e-06,0.0,7.879771510488354e-05
1616,7.76224494204923e-05,1.019586112046714e-06,0.0,7.76224494204923e-05
1617,6.476526894922634e-05,0.0,0.0,6.476526894922634e-05
1618,6.31465450818983e-05,0.0,0.0,6.31465450818983e-05
1619,5.166975773006145e-05,0.0,0.0,5.166975773006145e-05
1620,5.197146050964615e-05,0.0,0.0,5.197146050964615e-05
1621,5.564583053845646e-05,0.0,0.0,5.564583053845646e-05
1622,5.064711188294625e-05,0.0,0.0,5.064711188294625e-05
1623,4.548484074413344e-05,0.0,0.0,4.548484074413344e-05
1624,4.25332222481042e-05,0.0,0.0,4.25332222481042e-05
1625,4.621126611579841e-05,0.0,0.0,4.621126611579841e-05
1626,5.4019694419236786e-05,0.0,0.0,5.4019694419236786e-05
1627,5.3077771294088704e-05,0.0,0.0,5.3077771294088704e-05
1628,4.7861756294358724e-05,0.0,0.0,4.7861756294358724e-05
1629,5.3316904606098046e-05,0.0,0.0,5.3316904606098046e-05
1630,5.1713820929372946e-05,0.0,0.0,5.1713820929372946e-05
1631,5.042095186321863e-05,0.0,0.0,5.042095186321863e-05
1632,4.944457344078858e-05,0.0,0.0,4.944457344078858e-05
1633,3.80903706432686e-05,0.0,0.0,3.80903706432686e-05
1634,4.619106740782237e-05,0.0,0.0,4.619106740782237e-05
1635,5.1760753194685094e-05,0.0,0.0,5.1760753194685094e-05
1636,5.0820552392646535e-05,0.0,0.0,5.0820552392646535e-05
1637,5.4121441280585714e-05,0.0,0.0,5.4121441280585714e-05
1638,5.476591234452956e-05,0.0,0.0,5.476591234452956e-05
1639,5.148507365707441e-05,0.0,0.0,5.148507365707441e-05
1640,5.443199162462926e-05,0.0,0.0,5.443199162462926e-05
1641,4.580089236177238e-05,0.0,0.0,4.580089236177238e-05
1642,3.9515930828721526e-05,0.0,0.0,3.9515930828721526e-05
1643,3.722688701860274e-05,0.0,0.0,3.722688701860274e-05
1644,3.303243517750941e-05,0.0,0.0,3.303243517750941e-05
1645,3.6267320215951516e-05,0.0,0.0,3.6267320215951516e-05
1646,4.340003215475008e-05,0.0,0.0,4.340003215475008e-05
1647,4.5438772628715795e-05,0.0,0.0,4.5438772628715795e-05
1648,4.591792588014089e-05,0.0,0.0,4.591792588014089e-05
1649,4.663932512422824e-05,0.0,0.0,4.663932512422824e-05
1650,4.882140300261588e-05,0.0,0.0,4.882140300261588e-05
1651,5.004105046931987e-05,0.0,0.0,5.004105046931987e-05
1652,4.70883343431134e-05,0.0,0.0,4.70883343431134e-05
1653,3.801689217652893e-05,0.0,0.0,3.801689217652893e-05
1654,4.4361267880179055e-05,0.0,0.0,4.4361267880179055e-05
1655,4.297476763375536e-05,0.0,0.0,4.297476763375536e-05
1656,4.180659262991477e-05,0.0,0.0,4.180659262991477e-05
1657,4.103731030876848e-05,0.0,0.0,4.103731030876848e-05
1658,3.8736932895387455e-05,0.0,0.0,3.8736932895387455e-05
1659,3.4205455579337596e-05,0.0,0.0,3.4205455579337596e-05
1660,3.514157625821619e-05,0.0,0.0,3.514157625821619e-05
1661,2.779911483230535e-05,0.0,0.0,2.779911483230535e-05
1662,2.9180767212112967e-05,0.0,0.0,2.9180767212112967e-05
1663,3.0945441592068945e-05,0.0,0.0,3.0945441592068945e-05
1664,3.2746750418612335e-05,7.860596237411041e-08,0.0,3.2746750418612335e-05
1665,3.565395724893149e-05,7.860596237411041e-08,0.0,3.565395724893149e-05
1666,3.780275905488192e-05,7.860596237411041e-08,0.0,3.780275905488192e-05
1667,4.0045844278730715e-05,7.860596237411041e-08,0.0,4.0045844278730715e-05
1668,3.859013408405839e-05,7.860596237411041e-08,0.0,3.859013408405839e-05
1669,3.9294831887153645e-05,7.860596237411041e-08,0.0,3.9294831887153645e-05
1670,4.916257551355686e-05,7.860596237411041e-08,0.0,4.916257551355686e-05
1671,4.67429230671509e-05,0.0,0.0,4.67429230671509e-05
1672,4.316716850943132e-05,0.0,0.0,4.316716850943132e-05
1673,4.321783775854523e-05,0.0,0.0,4.321783775854523e-05
1674,4.4206501115695573e-05,0.0,0.0,4.4206501115695573e-05
1675,4.3942558996994716e-05,0.0,0.0,4.3942558996994716e-05
1676,4.368021862839149e-05,0.0,0.0,4.368021862839149e-05
1677,3.573102601097032e-05,0.0,0.0,3.573102601097032e-05
1678,3.3902442477743276e-05,0.0,0.0,3.3902442477743276e-05
1679,3.3311613411309994e-05,0.0,0.0,3.3311613411309994e-05
1680,3.07517441667317e-05,0.0,0.0,3.07517441667317e-05
1681,2.9507918692875785e-05,0.0,0.0,2.9507918692875785e-05
1682,2.9098881246422286e-05,0.0,0.0,2.9098881246422286e-05
1683,2.8690438609503743e-05,0.0,0.0,2.8690438609503743e-05
1684,2.4737486195850318e-05,0.0,0.0,2.4737486195850318e-05
1685,2.5402359824511223e-05,0.0,0.0,2.5402359824511223e-05
1686,2.6100786011998673e-05,0.0,0.0,2.6100786011998673e-05
1687,2.4057226385463893e-05,0.0,0.0,2.4057226385463893e-05
1688,2.1492014509151757e-05,0.0,0.0,2.1492014509151757e-05
1689,1.8765635884067577e-05,0.0,0.0,1.8765635884067577e-05
1690,1.6579779704833137e-05,0.0,0.0,1.6579779704833137e-05
1691,1.5637995212663164e-05,0.0,0.0,1.5637995212663164e-05
1692,1.3913459952163976e-05,0.0,0.0,1.3913459952163976e-05
1693,1.183768641307584e-05,0.0,0.0,1.183768641307584e-05
1694,1.1404734323150478e-05,0.0,0.0,1.1404734323150478e-05
1695,1.033099293376186e-05,0.0,0.0,1.033099293376186e-05
1696,1.0595344325078518e-05,0.0,0.0,1.0595344325078518e-05
1697,1.1645070117083378e-05,1.4694149643089207e-08,0.0,1.1645070117083378e-05
1698,1.1325920110851126e-05,2.5065420215599132e-08,0.0,1.1325920110851126e-05
1699,1.0892751691114557e-05,3.813496058618122e-08,0.0,1.0892751691114557e-05
1700,1.0892576678348373e-05,3.813496058618122e-08,0.0,1.0892576678348373e-05
1701,1.0980935517831572e-05,3.813496058618122e-08,0.0,1.0980935517831572e-05
1702,1.0292447573842115e-05,3.813496058618122e-08,0.0,1.0292447573842115e-05
1703,9.232085176336113e-06,3.813496058618122e-08,0.0,9.232085176336113e-06
1704,9.245835696804403e-06,2.3440810943092013e-08,0.0,9.245835696804403e-06
1705,9.01239582162816e-06,1.3069540370582087e-08,0.0,9.01239582162816e-06
1706,8.855072467537997e-06,0.0,0.0,8.855072467537997e-06
1707,7.742434685756702e-06,0.0,1.4582943289756907e-06,7.742434685756702e-06
1708,7.95245013510534e-06,0.0,1.4582943289756907e-06,7.95245013510534e-06
1709,8.832627859841782e-06,0.0,1.4582943289756907e-06,8.832627859841782e-06
1710,9.1978309748291e-06,0.0,1.4582943289756907e-06,9.1978309748291e-06
1711,7.113803641394563e-06,0.0,1.4582943289756907e-06,7.113803641394563e-06
1712,6.814719167128455e-06,3.47629436094264e-07,1.4582943289756907e-06,6.814719167128455e-06
1713,6.996583676612188e-06,3.584474512763336e-07,1.4582943289756907e-06,6.996583676612188e-06
1714,8.549238633090031e-06,3.584474512763336e-07,0.0,8.549238633090031e-06
1715,8.456448735419794e-06,3.8109215795754737e-07,0.0,8.456448735419794e-06
1716,7.56868829349904e-06,3.8994711612109055e-07,0.0,7.56868829349904e-06
1717,8.66791385435915e-06,3.8994711612109055e-07,0.0,8.66791385435915e-06
1718,9.667340301738087e-06,3.8994711612109055e-07,0.0,9.667340301738087e-06
1719,9.41691048085756e-06,4.2317680026826565e-08,0.0,9.41691048085756e-06
1720,1.0146130989596713e-05,4.056079307344719e-08,0.0,1.0146130989596713e-05
1721,1.2741448829599125e-05,4.056079307344719e-08,0.0,1.2741448829599125e-05
1722,1.3502472289214243e-05,1.791608639223341e-08,0.0,1.3502472289214243e-05
1723,1.4525804739865375e-05,1.5236304408615198e-08,0.0,1.4525804739865375e-05
1724,1.5343568585584372e-05,1.5236304408615198e-08,0.0,1.5343568585584372e-05
1725,1.7203453938106706e-05,1.5236304408615198e-08,0.0,1.7203453938106706e-05
1726,1.8693337291811724e-05,1.5236304408615198e-08,0.0,1.8693337291811724e-05
1727,1.8932458000823056e-05,6.175176179924944e-09,0.0,1.8932458000823056e-05
1728,1.601547046448104e-05,6.175176179924944e-09,0.0,1.601547046448104e-05
1729,1.5587766418840537e-05,6.175176179924944e-09,0.0,1.5587766418840537e-05
1730,1.653262786151442e-05,0.0,0.0,1.653262786151442e-05
1731,1.5970714230206795e-05,0.0,0.0,1.5970714230206795e-05
1732,1.4605035695629859e-05,0.0,0.0,1.4605035695629859e-05
1733,1.5198511261717482e-05,1.4752015431440668e-07,0.0,1.5198511261717482e-05
1734,1.527988531181888e-05,1.4752015431440668e-07,0.0,1.527988531181888e-05
1735,1.5813292260905394e-05,1.4752015431440668e-07,0.0,1.5813292260905394e-05
1736,1.6690475604264066e-05,1.4752015431440668e-07,0.0,1.6690475604264066e-05
1737,1.7005961905981947e-05,1.4752015431440668e-07,0.0,1.7005961905981947e-05
1738,1.8945960619021207e-05,1.9694650177370931e-07,0.0,1.8945960619021207e-05
1739,1.92390574998821e-05,2.0987016772063987e-07,0.0,1.92390574998821e-05
1740,1.8621159402495584e-05,6.235001340623317e-08,0.0,1.8621159402495584e-05
1741,1.8604592306863716e-05,6.235001340623317e-08,0.0,1.8604592306863716e-05
1742,1.9434372916293796e-05,6.235001340623317e-08,0.0,1.9434372916293796e-05
1743,2.0703407504437825e-05,6.235001340623317e-08,0.0,2.0703407504437825e-05
1744,2.3215444083949217e-05,6.235001340623317e-08,0.0,2.3215444083949217e-05
1745,2.3897725181346425e-05,1.2923665946930539e-08,0.0,2.3897725181346425e-05
1746,2.552680195679256e-05,2.9867862849641824e-08,0.0,2.552680195679256e-05
1747,2.845379250564812e-05,2.9867862849641824e-08,0.0,2.845379250564812e-05
1748,2.953200055344496e-05,7.354464465996508e-08,0.0,2.953200055344496e-05
1749,3.111960359092336e-05,7.354464465996508e-08,9.910560753009382e-09,3.111960359092336e-05
1750,3.290785441224996e-05,7.354464465996508e-08,9.910560753009382e-09,3.290785441224996e-05
1751,3.2373698819096065e-05,7.354464465996508e-08,9.910560753009382e-09,3.2373698819096065e-05
1752,3.194165609394466e-05,7.354464465996508e-08,9.910560753009382e-09,3.194165609394466e-05
1753,3.296050558024685e-05,4.367678181032326e-08,9.910560753009382e-09,3.296050558024685e-05
1754,3.5065628773216826e-05,4.367678181032326e-08,9.910560753009382e-09,3.5065628773216826e-05
1755,4.271613319620623e-05,1.7725215327248277e-07,9.910560753009382e-09,4.271613319620623e-05
1756,4.736108270922809e-05,1.7725215327248277e-07,0.0,4.736108270922809e-05
1757,5.210132024201032e-05,1.7725215327248277e-07,0.0,5.210132024201032e-05
1758,5.7392139361971726e-05,1.9900524656739954e-07,0.0,5.7392139361971726e-05
1759,6.250441635659496e-05,1.9900524656739954e-07,1.3915179611753307e-08,6.250441635659496e-05
1760,6.392288560164161e-05,1.9900524656739954e-07,1.3915179611753307e-08,6.392288560164161e-05
1761,6.150221088319086e-05,1.9900524656739954e-07,1.3915179611753307e-08,6.150221088319086e-05
1762,5.508116165791372e-05,2.7118257353972045e-08,1.3915179611753307e-08,5.508116165791372e-05
1763,5.094608059152961e-05,2.995693191922198e-08,1.3915179611753307e-08,5.094608059152961e-05
1764,4.75570720612138e-05,4.963168974216257e-08,1.9536538989736333e-08,4.75570720612138e-05
1765,4.4464404969143546e-05,3.9668230097536905e-08,1.9536538989736333e-08,4.4464404969143546e-05
1766,4.183957727426397e-05,3.9668230097536905e-08,5.621359377983026e-09,4.183957727426397e-05
1767,4.443704996707051e-05,3.9668230097536905e-08,2.917737772025118e-08,4.443704996707051e-05
1768,4.757397047277274e-05,5.576150538136712e-08,2.917737772025118e-08,4.757397047277274e-05
1769,4.996869237012496e-05,5.6488860573316354e-08,2.917737772025118e-08,4.996869237012496e-05
1770,5.144184979144484e-05,5.6533107592063713e-08,2.917737772025118e-08,5.144184979144484e-05
1771,5.203304109662505e-05,3.685834976912312e-08,2.3556018342268155e-08,5.203304109662505e-05
1772,5.273458217353826e-05,1.4105631558030446e-07,2.3556018342268155e-08,5.273458217353826e-05
1773,5.261382466414943e-05,1.4105631558030446e-07,2.3556018342268155e-08,5.261382466414943e-05
1774,5.124388397754436e-05,1.570910949258827e-07,0.0,5.124388397754436e-05
1775,5.045774742029607e-05,1.785507787336168e-07,2.8886891608895635e-09,5.045774742029607e-05
1776,5.474248661942381e-05,1.751706289862146e-07,5.601058664491834e-09,5.474248661942381e-05
1777,5.501028395623767e-05,1.7228770740221728e-07,5.601058664491834e-09,5.501028395623767e-05
1778,5.620873240072147e-05,1.7784999479480185e-07,5.601058664491834e-09,5.620873240072147e-05
1779,5.634295770765415e-05,8.747925152517513e-08,5.601058664491834e-09,5.634295770765415e-05
1780,5.85165351887034e-05,9.6875812768563e-08,1.0299339286185777e-08,5.85165351887034e-05
1781,5.686673830496147e-05,8.466606717304006e-08,1.0299339286185777e-08,5.686673830496147e-05
1782,5.6197913571460436e-05,7.516884334027704e-08,7.4106501252962124e-09,5.6197913571460436e-05
1783,5.240092234868955e-05,7.898027121200357e-08,9.047478702736304e-09,5.240092234868955e-05
1784,5.278259985581306e-05,1.1559865953358894e-07,1.2376422934120716e-08,5.278259985581306e-05
1785,5.2142999525780655e-05,1.6181628887628513e-07,1.7230790001170656e-08,5.2142999525780655e-05
1786,5.206661912130325e-05,1.402197276385258e-07,1.7230790001170656e-08,5.206661912130325e-05
1787,5.012070167660048e-05,1.475820070595546e-07,1.3821650998327835e-08,5.012070167660048e-05
1788,5.041509783560676e-05,1.4898318160102724e-07,1.5128203071209815e-08,5.041509783560676e-05
1789,5.1468149259952565e-05,1.3256129451276267e-07,1.5128203071209815e-08,5.1468149259952565e-05
1790,5.0551625463413075e-05,1.7465082535750298e-07,1.8512943939746103e-08,5.0551625463413075e-05
1791,4.9552026861679875e-05,1.445482347151028e-07,1.518399970836169e-08,4.9552026861679875e-05
1792,4.9679932479713375e-05,1.6568187482286184e-07,1.0329632641311751e-08,4.9679932479713375e-05
1793,4.871767773043497e-05,1.6264760198987055e-07,1.0329632641311751e-08,4.871767773043497e-05
1794,4.895814657044996e-05,1.5087868928834576e-07,1.0038476589662487e-08,4.895814657044996e-05
1795,4.932860922833372e-05,2.406327829694378e-07,1.4211557010566724e-08,4.932860922833372e-05
1796,4.8929026109232965e-05,2.3089525802433286e-07,1.5159718623282614e-08,4.8929026109232965e-05
1797,5.062768884402301e-05,2.0779349371328033e-07,7.992703324585397e-09,5.062768884402301e-05
1798,5.0898716706017565e-05,2.1053620288416903e-07,3.171762782575424e-08,5.0898716706017565e-05
1799,4.9951391182340945e-05,1.448318811547722e-07,5.634918049628774e-08,4.9951391182340945e-05
1800,5.0091679440811276e-05,1.5166747337401277e-07,5.8819164079031746e-08,5.0091679440811276e-05
1801,5.2032594664654296e-05,1.4946358829957619e-07,6.617930692343066e-08,5.2032594664654296e-05
1802,5.366660843719728e-05,1.3696737471186842e-07,6.590919613255356e-08,5.366660843719728e-05
1803,5.467769577600328e-05,1.4068705083453941e-07,8.426603199345501e-08,5.467769577600328e-05
1804,5.385221707651259e-05,1.261582789981373e-07,8.430926344362075e-08,5.385221707651259e-05
1805,5.5106054268045614e-05,1.2806590454772504e-07,7.616498910932381e-08,5.5106054268045614e-05
1806,5.491454274826018e-05,1.3869662726254513e-07,5.51531378028309e-08,5.491454274826018e-05
1807,5.543163829965384e-05,2.7272700136344543e-07,5.833212731890366e-08,5.543163829965384e-05
1808,5.289736925208542e-05,2.762957644262899e-07,5.209226764232458e-08,5.289736925208542e-05
1809,5.090437999959769e-05,2.0720011205201316e-07,5.1586791092818526e-08,5.090437999959769e-05
1810,4.9133594854668316e-05,2.2969806983447987e-07,3.44611700445593e-08,4.9133594854668316e-05
1811,4.805215628169078e-05,2.2457487602878246e-07,4.3226372576603874e-08,4.805215628169078e-05
1812,4.649881313006128e-05,2.4109890262025147e-07,3.194247127120369e-08,4.649881313006128e-05
1813,4.5430162572301924e-05,2.242288418433499e-07,2.9098687523035745e-08,4.5430162572301924e-05
1814,4.388871613108287e-05,9.449642554163315e-08,2.4912421332195274e-08,4.388871613108287e-05
1815,4.3263261821786205e-05,9.837807685946537e-08,2.3180434016722984e-08,4.3263261821786205e-05
1816,4.2059986299136654e-05,9.887224918157602e-08,2.0187943317040435e-08,4.2059986299136654e-05
1817,4.2440288650271085e-05,7.247176776153147e-08,2.8118073520338223e-08,4.2440288650271085e-05
1818,4.218072717776522e-05,9.13189808215975e-08,1.0897629192691787e-07,4.218072717776522e-05
1819,4.2147576355741224e-05,1.3532069991535017e-07,1.2557088810031099e-07,4.2147576355741224e-05
1820,4.281413202988915e-05,1.4054147395065846e-07,1.252371612763576e-07,4.281413202988915e-05
1821,4.270068373963503e-05,1.3883479597711e-07,1.257027681310165e-07,4.270068373963503e-05
1822,4.3462672952695615e-05,1.6216117401260784e-07,1.3217877649550148e-07,4.3462672952695615e-05
1823,4.475514703829374e-05,1.55020778816858e-07,1.334169402257755e-07,4.475514703829374e-05
1824,4.526410391138468e-05,1.669875448076904e-07,1.2867223426431857e-07,4.526410391138468e-05
1825,4.519041976891458e-05,1.50764059522349e-07,4.008467665731327e-08,4.519041976891458e-05
1826,4.50139980655097e-05,8.594507962454503e-08,2.215578780757304e-08,4.50139980655097e-05
1827,4.443595857342838e-05,1.040147899240245e-07,2.6523844961648787e-08,4.443595857342838e-05
1828,4.420593281143478e-05,1.2074290672054693e-07,2.492651913448591e-08,4.420593281143478e-05
1829,4.166587573958428e-05,8.809363702003533e-08,1.81345036289114e-08,4.166587573958428e-05
1830,4.088991304992565e-05,8.316221019758327e-08,1.5661308139236496e-08,4.088991304992565e-05
1831,3.899073271895759e-05,8.26730106595619e-08,1.642755488782756e-08,3.899073271895759e-05
1832,3.8421448282731164e-05,7.73402146135384e-08,1.8017215862111058e-08,3.8421448282731164e-05
1833,3.7992482767939304e-05,7.805531649600945e-08,1.9261151102638914e-08,3.7992482767939304e-05
1834,3.7109308842835685e-05,5.5788379757107775e-08,1.694270902939467e-08,3.7109308842835685e-05
1835,3.630876640922257e-05,3.677435866933365e-08,2.3649526606891617e-08,3.630876640922257e-05
1836,3.782309899439237e-05,7.451730217005498e-08,3.814112124546552e-08,3.782309899439237e-05
1837,3.784100928377094e-05,9.322849032449604e-08,3.9445751046482e-08,3.784100928377094e-05
1838,3.826264219242148e-05,8.560922789716382e-08,3.583345328398277e-08,3.826264219242148e-05
1839,3.8174131727178716e-05,1.0193452811993861e-07,3.547746858194907e-08,3.8174131727178716e-05
1840,3.796517661872453e-05,1.1543501215222867e-07,3.3765414083778266e-08,3.796517661872453e-05
1841,3.871561576878386e-05,1.2715717900846357e-07,3.1693473877071806e-08,3.871561576878386e-05
1842,3.972952462001038e-05,1.4937709380546949e-07,2.5932792548287254e-08,3.972952462001038e-05
1843,3.9930330655936685e-05,1.4580295827824686e-07,1.4256202948307158e-08,3.9930330655936685e-05
1844,3.976380633373212e-05,1.3883790371340054e-07,2.5430924287052547e-08,3.976380633373212e-05
1845,3.9858151077558955e-05,1.412747760046581e-07,2.3846517332210785e-08,3.9858151077558955e-05
1846,4.011952374379949e-05,1.414303158396381e-07,2.1423366128711256e-08,4.011952374379949e-05
1847,4.014569588304896e-05,1.304629445745117e-07,1.9656294814041075e-08,4.014569588304896e-05
