ngram,injur,injry,injruy
1788,5.646906624840702e-08,0.0,0.0
1789,6.145987782194392e-08,0.0,0.0
1790,5.3901428209712776e-08,0.0,0.0
1791,7.099270644366535e-08,0.0,0.0
1792,7.916894263969101e-08,0.0,0.0
1793,7.203816870011387e-08,0.0,0.0
1794,8.85461294127968e-08,0.0,0.0
1795,9.531917096897555e-08,0.0,0.0
1796,1.0023451681360842e-07,0.0,0.0
1797,1.0769152122439404e-07,0.0,0.0
1798,9.695879350195874e-08,0.0,0.0
1799,1.1119521760503761e-07,0.0,0.0
1800,1.2931828661878952e-07,0.0,0.0
1801,1.2772427940685054e-07,0.0,0.0
1802,1.2613572916312217e-07,0.0,0.0
1803,1.3823830207521886e-07,0.0,0.0
1804,1.5156787875574601e-07,0.0,0.0
1805,1.503306533225311e-07,0.0,0.0
1806,1.418128771238766e-07,0.0,0.0
1807,1.3696194502342352e-07,0.0,0.0
1808,1.3419597471348815e-07,4.70726378511342e-10,0.0
1809,1.4053112705271686e-07,4.70726378511342e-10,0.0
1810,1.2859001482671113e-07,6.88664030563351e-10,0.0
1811,1.26520979344085e-07,6.88664030563351e-10,0.0
1812,1.2025799886064954e-07,6.88664030563351e-10,0.0
1813,1.286044591454681e-07,6.88664030563351e-10,0.0
1814,1.2670094662325937e-07,8.976221670715339e-10,0.0
1815,1.2008197915390285e-07,4.268957885601919e-10,0.0
1816,1.2088133161114456e-07,4.268957885601919e-10,0.0
1817,1.1934851430948713e-07,2.0895813650818289e-10,0.0
1818,1.1521990980359728e-07,2.0895813650818289e-10,0.0
1819,1.144683941285101e-07,2.0895813650818289e-10,0.0
1820,1.0652779686941877e-07,2.0895813650818289e-10,0.0
1821,1.035987042184518e-07,0.0,0.0
1822,1.029779507380876e-07,1.2476890155964171e-10,0.0
1823,9.855147250651239e-08,1.2476890155964171e-10,0.0
1824,9.736884619217432e-08,2.5888891823961606e-10,0.0
1825,9.200042378714507e-08,2.5888891823961606e-10,0.0
1826,9.076866648781237e-08,2.5888891823961606e-10,0.0
1827,8.603885147197485e-08,2.5888891823961606e-10,0.0
1828,8.712234895418597e-08,2.5888891823961606e-10,0.0
1829,8.785555394297262e-08,1.3412001667997434e-10,0.0
1830,9.099402323694708e-08,1.3412001667997434e-10,0.0
1831,9.038004630415994e-08,0.0,0.0
1832,8.789261889725302e-08,0.0,0.0
1833,8.710429203314821e-08,0.0,0.0
1834,8.530103912107734e-08,8.306019364364862e-11,0.0
1835,7.981272379506013e-08,8.306019364364862e-11,0.0
1836,7.575709456578547e-08,8.306019364364862e-11,0.0
1837,6.556023279813417e-08,8.306019364364862e-11,0.0
1838,6.419913844979419e-08,1.5938594095337473e-10,0.0
1839,6.059292394817411e-08,2.3516737763478497e-10,0.0
1840,5.973161622461833e-08,2.3516737763478497e-10,0.0
1841,5.895306033819127e-08,1.5210718399113635e-10,0.0
1842,5.898892143006508e-08,5.169998080439037e-10,0.0
1843,6.072798035867371e-08,5.825743379769424e-10,0.0
1844,6.026883373319184e-08,5.825743379769424e-10,0.0
1845,5.684890729591123e-08,5.062485906672163e-10,6.673876530781188e-11
1846,5.849482726765538e-08,4.95687653621703e-10,6.673876530781188e-11
1847,6.25595499213562e-08,4.95687653621703e-10,6.673876530781188e-11
1848,6.543671610919383e-08,5.50375328645103e-10,6.673876530781188e-11
1849,7.046204990907817e-08,3.467013144829524e-10,1.204783019380175e-10
1850,7.398301958362805e-08,3.285966935059495e-10,1.6794821089405332e-10
1851,7.960445001588465e-08,4.678824827575312e-10,1.6794821089405332e-10
1852,8.602196034855427e-08,5.690056243639369e-10,1.0120944558624144e-10
1853,9.14472337854022e-08,5.0378512472804e-10,1.0120944558624144e-10
1854,9.121425291271277e-08,5.542869853579293e-10,1.0120944558624144e-10
1855,9.154273478933256e-08,4.995993103345293e-10,1.0120944558624144e-10
1856,9.083599548733088e-08,6.365735359471967e-10,4.746990895603582e-11
1857,9.323617839689697e-08,5.891036269911609e-10,4.8134226763149204e-11
1858,9.345571377090372e-08,4.4981783773957925e-10,4.8134226763149204e-11
1859,9.423015459982967e-08,3.4869469613317353e-10,4.8134226763149204e-11
1860,9.181866695533764e-08,3.4869469613317353e-10,1.701246445305417e-10
1861,9.034764048010402e-08,2.9819283550328434e-10,1.701246445305417e-10
1862,8.956696413114124e-08,2.9819283550328434e-10,1.701246445305417e-10
1863,8.88982226245259e-08,0.0,2.1786252563898197e-10
1864,8.300225065990422e-08,0.0,2.168234203292485e-10
1865,7.942868661205336e-08,0.0,2.610499713221312e-10
1866,7.852734386558171e-08,0.0,2.610499713221312e-10
1867,8.030352814460327e-08,0.0,1.3905955355473865e-10
1868,8.230736828604027e-08,0.0,1.3905955355473865e-10
1869,8.196333973436204e-08,0.0,1.3905955355473865e-10
1870,8.363096120384788e-08,0.0,9.132167244629841e-11
1871,8.49935923546192e-08,0.0,4.422655099288266e-11
1872,8.925451514382335e-08,0.0,0.0
1873,8.936830754789429e-08,0.0,0.0
1874,8.88106167654509e-08,0.0,3.974071468729587e-11
1875,9.034625796695244e-08,0.0,3.974071468729587e-11
1876,9.380257129773132e-08,0.0,7.807269909930272e-11
1877,9.339517755993906e-08,0.0,7.807269909930272e-11
1878,9.9036881806569e-08,0.0,7.807269909930272e-11
1879,9.934211980017998e-08,3.4913813903461997e-11,7.807269909930272e-11
1880,1.0465329073180588e-07,3.4913813903461997e-11,7.807269909930272e-11
1881,1.1120989488030578e-07,3.4913813903461997e-11,3.833198441200685e-11
1882,1.1695965237582381e-07,3.4913813903461997e-11,3.833198441200685e-11
1883,1.2552584800167616e-07,3.4913813903461997e-11,0.0
1884,1.349254148408363e-07,3.4913813903461997e-11,0.0
1885,1.4096661362015895e-07,3.4913813903461997e-11,2.90232778286738e-11
1886,1.4768617769992227e-07,0.0,2.90232778286738e-11
1887,1.5022920000059718e-07,0.0,2.90232778286738e-11
1888,1.5271222204254237e-07,0.0,2.90232778286738e-11
1889,1.5178283214416816e-07,0.0,2.90232778286738e-11
1890,1.4617202128062801e-07,2.529569014570703e-11,5.431896797438083e-11
1891,1.3930013206423349e-07,2.529569014570703e-11,5.431896797438083e-11
1892,1.333124990716377e-07,1.8259676707163156e-10,7.023885441524515e-11
1893,1.27711314032045e-07,1.8259676707163156e-10,9.330052801776695e-11
1894,1.2273188433807392e-07,1.8259676707163156e-10,9.330052801776695e-11
1895,1.1640419371263175e-07,2.2493918235991624e-10,1.9915656623847866e-10
1896,1.0966217039205211e-07,2.2493918235991624e-10,2.766782695808244e-10
1897,1.0664346409125106e-07,2.553737578546235e-10,3.814198619643351e-10
1898,1.0541119621620965e-07,2.553737578546235e-10,3.9945803014569085e-10
1899,1.0365683777990853e-07,9.807268092869898e-11,3.5451486587615276e-10
1900,1.020735831096837e-07,9.807268092869898e-11,3.3145319227363094e-10
1901,1.0095006583047247e-07,9.807268092869898e-11,3.828632510234036e-10
1902,1.0806122929807316e-07,5.5730265640414296e-11,3.6309866423080347e-10
1903,1.1396712652965237e-07,5.5730265640414296e-11,3.6527268709729555e-10
1904,1.1423358005556241e-07,0.0,2.9865036435935567e-10
1905,1.1300877693949068e-07,3.0493724608885284e-11,3.1110592078688523e-10
1906,1.1370370397604087e-07,1.5461361357882453e-10,3.2662090690812763e-10
1907,1.1450340865946731e-07,1.6926378750995293e-10,3.4127108083925606e-10
1908,1.1357918034653786e-07,2.2416160396142105e-10,3.4475883854095153e-10
1909,1.0569980446462068e-07,2.379426130334166e-10,2.724483961848355e-10
1910,9.971197455018097e-08,2.9303817210081714e-10,2.0652655974284784e-10
1911,9.971967683343661e-08,2.9303817210081714e-10,1.5708953185874667e-10
1912,9.927315147706395e-08,3.2020087870859067e-10,1.5542402285819079e-10
1913,9.816285841322627e-08,1.960809897386514e-10,1.5420695573650382e-10
1914,9.606656448113426e-08,1.81430815807523e-10,1.980227400706041e-10
1915,9.567927098227561e-08,2.540427798680689e-10,2.0687981387514298e-10
1916,9.408959503584161e-08,2.4026177079607333e-10,1.9309880480314741e-10
1917,9.226573130912844e-08,1.851662117286728e-10,1.793249150362973e-10
1918,8.984599324841319e-08,2.2830692891773197e-10,2.3724818240930135e-10
1919,8.75052746453418e-08,1.8485624439909135e-10,3.0786019269582864e-10
1920,8.254280560647333e-08,2.0805789928214835e-10,2.9356227369627316e-10
1921,7.895492107731375e-08,2.361695075614456e-10,2.350963154310445e-10
1922,7.65846784085105e-08,1.0865972704943161e-10,1.7134142517503748e-10
1923,7.16698984604136e-08,1.823200588518021e-10,2.2044831436497858e-10
1924,6.955463252974628e-08,2.0674158912603602e-10,2.9371290717022143e-10
1925,6.672908321141741e-08,2.0961122222860696e-10,2.2181170789004057e-10
1926,6.399352768328623e-08,1.954054755305888e-10,1.452944451260255e-10
1927,6.284440345893927e-08,1.7220382064753181e-10,1.452944451260255e-10
1928,6.311364434249559e-08,1.4409221236823455e-10,1.6810393156850368e-10
1929,6.119106085325906e-08,1.9466380689931688e-10,1.6810393156850368e-10
1930,6.045683978836028e-08,1.2100347509694639e-10,1.4622443533784946e-10
1931,5.9565720229264637e-08,1.4904796444678174e-10,1.2542586215667584e-10
1932,5.8021509882369826e-08,1.2668086024625325e-10,1.7271235433887914e-10
1933,5.741660353513518e-08,1.2668086024625325e-10,2.424580258786335e-10
1934,5.524757844861077e-08,1.2668086024625325e-10,2.424580258786335e-10
1935,5.261320319099079e-08,1.4890319334691172e-10,2.1964853943615533e-10
1936,5.3105617427360944e-08,9.833159881582937e-11,2.615234041230303e-10
1937,5.5394553198441695e-08,9.833159881582937e-11,2.3429601116374346e-10
1938,5.6183349020752105e-08,6.76178299860045e-11,2.4708674392240736e-10
1939,5.713126682849179e-08,1.1865666187700034e-10,1.9980025174020406e-10
1940,5.8717933626439844e-08,2.2182971134590953e-10,1.0713161706960811e-10
1941,6.337359640237342e-08,2.769868521054367e-10,1.347101874493717e-10
1942,6.483276645699984e-08,2.5476451900477825e-10,1.347101874493717e-10
1943,6.338897965260262e-08,2.762178442321834e-10,9.283532276249673e-11
1944,6.151213481432802e-08,3.5210313434738284e-10,1.118066452912966e-10
1945,6.026691526780528e-08,4.0542856571956776e-10,1.028581525508443e-10
1946,5.8819199162079324e-08,3.803908002078923e-10,1.85598673334881e-10
1947,5.69288463988674e-08,3.103317027955807e-10,2.021556493631798e-10
1948,5.276113971116761e-08,3.748745579829864e-10,1.745770789834162e-10
1949,5.174041563447775e-08,3.748745579829864e-10,1.745770789834162e-10
1950,5.046583595458287e-08,4.0418116076246235e-10,2.0841702966630952e-10
1951,4.9698364027303144e-08,3.6139406744961633e-10,2.2254390393986308e-10
1952,4.880511030234759e-08,3.9610403251051045e-10,1.6623564429758224e-10
1953,4.773235825642327e-08,3.4645972004008843e-10,8.349512351354552e-11
1954,4.662746176466369e-08,3.2786172388110657e-10,1.3951793093840743e-10
1955,4.6026666922216464e-08,2.2265597996292844e-10,1.5401218296716224e-10
1956,4.4665621804337463e-08,2.2265597996292844e-10,1.80948193928554e-10
1957,4.47572874000863e-08,1.9738350339114164e-10,1.9808314611584928e-10
1958,4.403890484029814e-08,1.8808892241325585e-10,1.6498494931349583e-10
1959,4.3043984630587925e-08,1.0088915318253098e-10,2.1016070530669292e-10
1960,4.245050533313588e-08,1.1147701412766204e-10,3.266271766944051e-10
1961,4.0946615748842826e-08,1.3072776591397225e-10,2.76558531036348e-10
1962,3.9950821571567626e-08,1.4683878220487856e-10,2.824677912207006e-10
1963,3.89673639387768e-08,1.4683878220487856e-10,2.7533949326879233e-10
1964,3.789772660768774e-08,1.573245710294126e-10,2.333579004635108e-10
1965,3.705075459135644e-08,1.5115111840729208e-10,2.4217298206468437e-10
1966,3.743293116745658e-08,2.077008812955456e-10,2.0579029750119763e-10
1967,3.6349325581243516e-08,2.236470572228707e-10,9.816850507097082e-11
1968,3.648292893184849e-08,2.075934325234436e-10,1.6422278418090234e-10
1969,3.639481148200373e-08,1.8596504990681899e-10,2.964263259456043e-10
1970,3.622920376398854e-08,1.947345588353728e-10,3.292356665074436e-10
1971,3.570144713194168e-08,1.6771221911238143e-10,3.47095059043718e-10
1972,3.532783716358219e-08,1.6747294622516355e-10,4.339298781408374e-10
1973,3.468466809002686e-08,1.5436807982676422e-10,4.746613895585077e-10
1974,3.564804629263563e-08,2.093090760237258e-10,4.821117166201435e-10
1975,3.583631372602472e-08,2.2403399373744596e-10,4.665317983122894e-10
1976,3.484080985621014e-08,3.4364000633153273e-10,3.38034038260826e-10
1977,3.3865207780893666e-08,4.793458973005395e-10,3.175226282300539e-10
1978,3.299082860865253e-08,5.76474070860097e-10,3.314695670719736e-10
1979,3.252754966963169e-08,6.241047876910853e-10,3.1709667530632757e-10
1980,3.1765290588379817e-08,6.286034589678532e-10,2.9891940212760966e-10
1981,3.076602591737096e-08,6.386860128073022e-10,3.1314359042308327e-10
1982,2.9608928388467704e-08,6.358939922243171e-10,3.290960282065214e-10
1983,2.958765676908115e-08,5.813361498534825e-10,3.197917456636874e-10
1984,2.946198916577357e-08,5.17717277778321e-10,3.244390678732881e-10
1985,2.9562048808884356e-08,4.695108032518444e-10,2.9087350137640174e-10
1986,2.9391778915461534e-08,4.2521486133738154e-10,2.924991533703736e-10
1987,2.9331722320843515e-08,4.148706239659461e-10,3.012766479745402e-10
1988,2.955682175200179e-08,3.371758566794725e-10,3.1234591252712486e-10
1989,3.0187085846884136e-08,3.075298765642387e-10,3.298401646058467e-10
1990,3.085055766405276e-08,2.801070585795833e-10,3.6163739116396824e-10
1991,3.177473573146017e-08,2.1238906764261704e-10,3.6430003507884455e-10
1992,3.2863987087239366e-08,1.9269054308506435e-10,3.888776919528222e-10
1993,3.477056103357816e-08,2.5570254544701344e-10,3.70388624532885e-10
1994,3.67493580962933e-08,2.5404350746065825e-10,4.0179824943388706e-10
1995,4.129450711535096e-08,2.848906061455761e-10,5.198880770329595e-10
1996,4.436019957714572e-08,3.1640080139228033e-10,5.01684440022489e-10
1997,4.6996696312362474e-08,3.2157128448157783e-10,5.298650169421088e-10
1998,5.074631914681049e-08,3.2576611051572865e-10,5.251161331162482e-10
1999,5.248616119502003e-08,3.1470825746980427e-10,5.909227987884894e-10
2000,5.324335715174909e-08,2.465478773519944e-10,6.199729341016535e-10
2001,5.488367550908281e-08,2.2351481776539117e-10,6.244994561160106e-10
2002,5.155062002667624e-08,2.1638477517730133e-10,4.91663939719952e-10
2003,5.001067395125704e-08,1.9519085455087038e-10,4.2406793751162807e-10
2004,4.678017211696377e-08,1.5855777107942615e-10,3.7451785323787996e-10
2005,4.284993743957395e-08,1.5613018913443862e-10,3.6469409436801214e-10
2006,4.0112713658605314e-08,1.4960025579435765e-10,2.9280855716264295e-10
2007,3.581569758231191e-08,1.393901293992147e-10,2.2081347266540112e-10
2008,3.1413788142182445e-08,1.0918609815882948e-10,1.5533468063409573e-10
2009,2.665877169809911e-08,8.820093911185038e-11,1.5338398507663038e-10
2010,2.1125506613880622e-08,9.426024891179274e-11,1.409392280461917e-10
2011,1.758579320260927e-08,8.84054055159757e-11,1.157064974586865e-10
2012,1.3445390769005274e-08,8.417933959019891e-11,9.08635304893871e-11
2013,9.78392160939328e-09,7.429509636471186e-11,6.513067020232275e-11
2014,8.01662507805239e-09,7.412368536423891e-11,4.88577759598969e-11
2015,5.41806060334287e-09,7.426327707544494e-11,3.827561680301374e-11
2016,4.781008287681386e-09,5.7668560403202813e-11,1.3383542290285838e-11
2017,4.727677212675492e-09,4.8175138646818404e-11,6.061708426874368e-12
2018,4.665812447512962e-09,4.4811454547044606e-11,7.274050112249242e-12
2019,4.4959662659493915e-09,3.7324816848371967e-11,9.092562640311552e-12
