ngram,risk,rsk,riskk,riisk
1544,4.294179039529159e-06,0.0,0.0,0.0
1545,4.562099141886782e-06,0.0,0.0,0.0
1546,1.5213607542006815e-06,0.0,0.0,0.0
1547,1.5213607542006815e-06,0.0,0.0,0.0
1548,2.1158446250930344e-06,0.0,0.0,0.0
1549,2.1158446250930344e-06,0.0,0.0,0.0
1550,2.6561903366330497e-06,0.0,0.0,0.0
1551,1.6824558802649596e-06,0.0,0.0,0.0
1552,2.856757776368925e-06,0.0,0.0,0.0
1553,2.577051580893957e-06,0.0,0.0,0.0
1554,2.577051580893957e-06,0.0,0.0,0.0
1555,2.583552713986137e-06,0.0,0.0,0.0
1556,3.6244289926149316e-06,0.0,0.0,0.0
1557,3.0840832810749167e-06,0.0,0.0,0.0
1558,5.130229250685911e-06,0.0,0.0,0.0
1559,3.688007252224322e-06,0.0,0.0,0.0
1560,4.585387744425264e-06,0.0,0.0,0.0
1561,4.585387744425264e-06,0.0,0.0,0.0
1562,3.98440274044073e-06,0.0,0.0,0.0
1563,3.852769883191545e-06,0.0,0.0,0.0
1564,3.852769883191545e-06,0.0,0.0,0.0
1565,2.8184245560883677e-06,0.0,0.0,0.0
1566,2.8184245560883677e-06,0.0,0.0,0.0
1567,1.921044063887426e-06,0.0,0.0,0.0
1568,1.921044063887426e-06,0.0,0.0,0.0
1569,6.3772760248476904e-06,0.0,0.0,0.0
1570,5.46803260346808e-06,0.0,0.0,0.0
1571,5.46803260346808e-06,0.0,0.0,0.0
1572,4.456231960960265e-06,0.0,0.0,0.0
1573,4.456231960960265e-06,0.0,0.0,0.0
1574,4.456231960960265e-06,0.0,0.0,0.0
1575,4.456231960960265e-06,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,4.81826223871654e-07,0.0,0.0,0.0
1579,6.949374015416002e-06,0.0,0.0,0.0
1580,6.949374015416002e-06,0.0,0.0,0.0
1581,8.135988764479407e-06,0.0,0.0,0.0
1582,8.135988764479407e-06,0.0,0.0,0.0
1583,1.005847918479828e-05,0.0,0.0,0.0
1584,1.005847918479828e-05,0.0,0.0,0.0
1585,9.576652960926627e-06,0.0,0.0,0.0
1586,5.984680553540654e-06,0.0,0.0,0.0
1587,7.0229192325704e-06,0.0,0.0,0.0
1588,5.836304483506995e-06,0.0,0.0,0.0
1589,6.023030956774684e-06,0.0,0.0,0.0
1590,4.10054053645581e-06,0.0,0.0,0.0
1591,4.10054053645581e-06,0.0,0.0,0.0
1592,5.294484123753916e-06,0.0,0.0,0.0
1593,2.642185466226822e-06,0.0,0.0,0.0
1594,1.6039467871970764e-06,0.0,0.0,0.0
1595,1.6039467871970764e-06,0.0,0.0,0.0
1596,5.415166729757662e-06,0.0,0.0,0.0
1597,5.536228822425723e-06,0.0,0.0,0.0
1598,6.8190123719042665e-06,0.0,0.0,0.0
1599,5.860891081153698e-06,0.0,0.0,0.0
1600,6.489663032230705e-06,0.0,0.0,0.0
1601,7.466282340828911e-06,0.0,0.0,0.0
1602,1.0702704685172648e-05,0.0,0.0,0.0
1603,6.704758269344373e-06,0.0,0.0,0.0
1604,9.648561834702768e-06,0.0,0.0,0.0
1605,8.365778285224224e-06,0.0,0.0,0.0
1606,8.610436647619021e-06,0.0,0.0,0.0
1607,7.758387969910732e-06,0.0,0.0,0.0
1608,6.781768661312526e-06,0.0,0.0,0.0
1609,3.922694272010371e-06,0.0,0.0,0.0
1610,3.922694272010371e-06,0.0,0.0,0.0
1611,6.388091703359221e-06,0.0,0.0,0.0
1612,6.388091703359221e-06,0.0,0.0,0.0
1613,6.0674215254558864e-06,0.0,0.0,0.0
1614,6.0674215254558864e-06,0.0,0.0,0.0
1615,6.4483647780174835e-06,0.0,0.0,0.0
1616,6.0710168229759025e-06,0.0,0.0,0.0
1617,6.194558157598554e-06,0.0,0.0,0.0
1618,1.9444978615216054e-06,0.0,0.0,0.0
1619,2.169566861149568e-06,0.0,0.0,0.0
1620,2.9164065722397936e-06,0.0,0.0,0.0
1621,3.094824567792135e-06,0.0,0.0,0.0
1622,2.7842297234721106e-06,0.0,0.0,0.0
1623,4.1313006460898445e-06,0.0,0.0,0.0
1624,4.007759311467193e-06,0.0,0.0,0.0
1625,3.1428799697355965e-06,0.0,0.0,0.0
1626,7.969490671452409e-06,0.0,0.0,0.0
1627,7.062840479323183e-06,0.0,0.0,0.0
1628,7.343003874536537e-06,0.0,0.0,0.0
1629,7.850360849001195e-06,0.0,0.0,0.0
1630,6.675787923476102e-06,0.0,0.0,0.0
1631,7.469307758713382e-06,0.0,0.0,0.0
1632,7.512114978323682e-06,0.0,0.0,0.0
1633,2.460435276978907e-06,0.0,0.0,0.0
1634,3.447780581414658e-06,0.0,0.0,0.0
1635,3.0715189041075064e-06,0.0,0.0,0.0
1636,2.6675023393961183e-06,0.0,0.0,0.0
1637,2.4950043423034785e-06,0.0,0.0,0.0
1638,1.7688195441678545e-06,0.0,0.0,0.0
1639,2.167261377345702e-06,0.0,0.0,0.0
1640,2.167261377345702e-06,0.0,0.0,0.0
1641,1.359082338987199e-06,0.0,0.0,0.0
1642,1.2767626255286553e-06,0.0,0.0,0.0
1643,1.1030738075338116e-06,0.0,0.0,0.0
1644,1.3780581988547574e-06,0.0,0.0,0.0
1645,1.7036578096199913e-06,0.0,0.0,0.0
1646,8.470853052650844e-07,0.0,0.0,0.0
1647,8.470853052650844e-07,0.0,0.0,0.0
1648,8.513159822801494e-07,0.0,0.0,0.0
1649,9.295437572680904e-07,0.0,0.0,0.0
1650,1.500505561580212e-06,0.0,0.0,0.0
1651,1.311521332679279e-06,0.0,0.0,0.0
1652,1.2526150499070354e-06,0.0,0.0,0.0
1653,1.2526150499070354e-06,0.0,0.0,0.0
1654,1.5429973489387651e-06,0.0,0.0,0.0
1655,1.4177034505077505e-06,0.0,0.0,0.0
1656,1.3394756755198095e-06,0.0,0.0,0.0
1657,9.075360318482646e-07,0.0,0.0,0.0
1658,2.0010798168966304e-06,0.0,0.0,0.0
1659,1.892221746402356e-06,0.0,0.0,0.0
1660,2.2129209469312627e-06,0.0,0.0,0.0
1661,1.9225386478995332e-06,0.0,0.0,0.0
1662,1.986235182422596e-06,0.0,0.0,0.0
1663,2.3804050540223088e-06,0.0,0.0,0.0
1664,2.437897803377252e-06,0.0,0.0,0.0
1665,1.2583538559088732e-06,0.0,0.0,0.0
1666,1.0731319589142783e-06,0.0,0.0,0.0
1667,9.146943438866271e-07,0.0,0.0,0.0
1668,1.1334604315444658e-06,0.0,0.0,0.0
1669,1.2812476849636108e-06,0.0,0.0,0.0
1670,1.2349203310740059e-06,0.0,0.0,0.0
1671,1.116625806421975e-06,0.0,0.0,0.0
1672,1.1412264078509388e-06,0.0,0.0,0.0
1673,1.101278010245161e-06,0.0,0.0,0.0
1674,1.1992606191922408e-06,0.0,0.0,0.0
1675,1.1177685296713337e-06,0.0,0.0,0.0
1676,9.34074717763776e-07,0.0,0.0,0.0
1677,7.541631857423324e-07,0.0,0.0,0.0
1678,7.755356534744351e-07,0.0,0.0,0.0
1679,7.740068213024642e-07,0.0,0.0,0.0
1680,9.912299674397218e-07,0.0,0.0,0.0
1681,5.877430664570836e-06,0.0,0.0,0.0
1682,5.780478732374052e-06,0.0,0.0,0.0
1683,5.694585711678103e-06,0.0,0.0,0.0
1684,5.964978421551288e-06,0.0,0.0,0.0
1685,5.966414724818085e-06,0.0,0.0,0.0
1686,6.274893434822713e-06,0.0,0.0,0.0
1687,6.098870378374548e-06,0.0,0.0,0.0
1688,1.138791800160886e-06,0.0,0.0,0.0
1689,1.1931832456671794e-06,0.0,0.0,0.0
1690,1.5878187785542e-06,0.0,0.0,0.0
1691,1.4430877034296178e-06,0.0,0.0,0.0
1692,1.3893946361674483e-06,0.0,0.0,0.0
1693,1.4027072999007423e-06,0.0,0.0,0.0
1694,1.605362716158457e-06,0.0,0.0,0.0
1695,1.4965304200943917e-06,1.550680346034434e-08,0.0,0.0
1696,1.4333088001551784e-06,1.550680346034434e-08,0.0,0.0
1697,1.663174621009083e-06,1.550680346034434e-08,0.0,0.0
1698,1.6081212176491784e-06,1.550680346034434e-08,0.0,0.0
1699,1.6261328304218686e-06,1.550680346034434e-08,0.0,0.0
1700,1.37225466037957e-06,1.550680346034434e-08,0.0,0.0
1701,1.3024008223640391e-06,1.550680346034434e-08,0.0,0.0
1702,1.3207480833443697e-06,0.0,0.0,0.0
1703,1.5763276378168354e-06,0.0,0.0,0.0
1704,1.0297821851119288e-06,0.0,0.0,0.0
1705,1.0110302883146817e-06,0.0,0.0,0.0
1706,1.4108486539043952e-06,0.0,0.0,0.0
1707,1.4292357621213471e-06,0.0,0.0,0.0
1708,1.4577973063621487e-06,0.0,0.0,0.0
1709,1.4340661290849051e-06,0.0,0.0,0.0
1710,1.4912951412173112e-06,0.0,0.0,0.0
1711,1.5490318381645402e-06,0.0,0.0,0.0
1712,1.372698197396208e-06,0.0,0.0,0.0
1713,9.508041906818627e-07,0.0,0.0,0.0
1714,1.3200126391309044e-06,0.0,0.0,0.0
1715,1.2872847321432346e-06,0.0,0.0,0.0
1716,1.3656689158584153e-06,0.0,0.0,0.0
1717,1.1589137614009815e-06,0.0,0.0,0.0
1718,1.0851552149558432e-06,0.0,0.0,0.0
1719,1.1470594724219803e-06,0.0,0.0,0.0
1720,1.2850099803277511e-06,0.0,0.0,0.0
1721,9.290702637697125e-07,0.0,0.0,0.0
1722,1.1842522269489564e-06,7.727586697520955e-09,0.0,0.0
1723,1.2189732266116543e-06,7.727586697520955e-09,0.0,0.0
1724,1.275168273195959e-06,1.3598506447871322e-08,0.0,0.0
1725,1.4705875709556234e-06,1.3598506447871322e-08,0.0,0.0
1726,1.4993670934667795e-06,1.3598506447871322e-08,0.0,0.0
1727,1.366043534289929e-06,1.3598506447871322e-08,0.0,0.0
1728,1.4053917181757112e-06,1.3598506447871322e-08,0.0,0.0
1729,1.1587897980851786e-06,5.870919750350367e-09,0.0,0.0
1730,1.0471836568675435e-06,5.870919750350367e-09,0.0,0.0
1731,9.788446147597694e-07,0.0,0.0,0.0
1732,9.59315164956414e-07,6.258523857890655e-09,0.0,0.0
1733,1.0007969422076712e-06,6.258523857890655e-09,0.0,0.0
1734,1.370998201569559e-06,6.258523857890655e-09,0.0,0.0
1735,1.38361620624242e-06,6.258523857890655e-09,0.0,0.0
1736,1.4587678184138246e-06,6.258523857890655e-09,0.0,0.0
1737,1.6619838041671237e-06,6.258523857890655e-09,0.0,0.0
1738,2.3878139927546727e-06,6.258523857890655e-09,0.0,0.0
1739,2.60554933057782e-06,0.0,0.0,0.0
1740,2.826755852376144e-06,0.0,0.0,0.0
1741,3.377095741338313e-06,0.0,0.0,0.0
1742,3.4256967670184428e-06,0.0,0.0,0.0
1743,3.461071628407808e-06,0.0,0.0,0.0
1744,3.429729823827594e-06,0.0,0.0,0.0
1745,2.805715065993094e-06,0.0,0.0,0.0
1746,2.857909505239929e-06,0.0,0.0,0.0
1747,2.9269087430553294e-06,0.0,0.0,0.0
1748,2.6245394987459543e-06,0.0,0.0,0.0
1749,2.847306713452521e-06,0.0,0.0,0.0
1750,3.379749045961944e-06,0.0,0.0,0.0
1751,3.865899137573641e-06,0.0,0.0,0.0
1752,4.2000793720425075e-06,0.0,0.0,0.0
1753,4.300877370561855e-06,0.0,0.0,0.0
1754,4.542160013443208e-06,0.0,0.0,0.0
1755,4.39628563851459e-06,0.0,0.0,0.0
1756,4.560439979936096e-06,0.0,0.0,0.0
1757,4.750036753518673e-06,0.0,0.0,0.0
1758,4.754860908308599e-06,0.0,0.0,0.0
1759,4.8196470093638965e-06,0.0,0.0,0.0
1760,4.8178870071881515e-06,0.0,0.0,0.0
1761,4.960103004642795e-06,0.0,0.0,0.0
1762,4.949597041559173e-06,0.0,0.0,0.0
1763,5.069006809727787e-06,0.0,0.0,0.0
1764,5.185108485810426e-06,0.0,0.0,0.0
1765,5.114725224432602e-06,0.0,0.0,0.0
1766,5.134742033468294e-06,0.0,0.0,0.0
1767,5.128628799866419e-06,0.0,0.0,0.0
1768,4.960587180643675e-06,0.0,0.0,0.0
1769,5.148490085308108e-06,0.0,0.0,0.0
1770,6.047801434760913e-06,0.0,0.0,0.0
1771,5.755266946445252e-06,2.6326438172320975e-09,0.0,0.0
1772,5.980148281586091e-06,2.6326438172320975e-09,0.0,0.0
1773,6.5355217364932675e-06,2.6326438172320975e-09,0.0,0.0
1774,7.1294343147850924e-06,2.6326438172320975e-09,0.0,0.0
1775,7.690288579656876e-06,2.6326438172320975e-09,0.0,0.0
1776,8.300057223615503e-06,2.6326438172320975e-09,0.0,0.0
1777,7.762557288515382e-06,5.550694126554845e-09,0.0,0.0
1778,7.756789987719717e-06,5.699194005615027e-09,0.0,0.0
1779,7.788001182364366e-06,5.699194005615027e-09,0.0,0.0
1780,7.9019464465091e-06,5.699194005615027e-09,0.0,0.0
1781,8.053767357653538e-06,7.611710880642671e-09,0.0,0.0
1782,8.544612293397741e-06,7.611710880642671e-09,0.0,0.0
1783,8.679009364901244e-06,7.611710880642671e-09,0.0,0.0
1784,9.310387213190552e-06,4.693660571319924e-09,0.0,0.0
1785,9.973515261663124e-06,1.9125168750276445e-09,0.0,0.0
1786,1.2321148200758866e-05,1.9125168750276445e-09,0.0,0.0
1787,1.2493299046972034e-05,1.9125168750276445e-09,0.0,0.0
1788,1.2875455468019936e-05,0.0,0.0,0.0
1789,1.2632770189416728e-05,0.0,0.0,0.0
1790,1.2558813328463917e-05,0.0,0.0,0.0
1791,1.2437884963998971e-05,0.0,0.0,0.0
1792,1.2740520235508615e-05,0.0,0.0,0.0
1793,1.2637783454140714e-05,9.860221210950775e-10,0.0,0.0
1794,1.2861659212960927e-05,9.860221210950775e-10,0.0,0.0
1795,1.280529210946822e-05,2.812566370278903e-09,0.0,0.0
1796,1.320088956293018e-05,2.812566370278903e-09,0.0,0.0
1797,1.4315645785245579e-05,2.812566370278903e-09,0.0,0.0
1798,1.4802796093655551e-05,4.548536468109075e-09,0.0,0.0
1799,1.5447376426891424e-05,5.750075653716229e-09,0.0,0.0
1800,1.4370702696656476e-05,5.1757174419313805e-09,0.0,0.0
1801,1.4956714169654464e-05,5.640057912767052e-09,0.0,0.0
1802,1.606205621231181e-05,3.813513663583226e-09,0.0,0.0
1803,1.664088462608301e-05,3.813513663583226e-09,0.0,0.0
1804,1.6615115522914232e-05,5.033823865677586e-09,0.0,0.0
1805,1.6673957621346096e-05,3.297853767847414e-09,0.0,0.0
1806,1.655014940687189e-05,2.6134147861662474e-09,0.0,0.0
1807,1.68088560842859e-05,2.201750876856019e-09,0.0,0.0
1808,1.707040337350918e-05,1.972773595276018e-09,0.0,0.0
1809,1.7505903997516725e-05,2.1536984100884685e-09,0.0,0.0
1810,1.8058746848380126e-05,2.1536984100884685e-09,0.0,0.0
1811,1.864871423354738e-05,9.333882079941093e-10,0.0,0.0
1812,1.9413401137821245e-05,9.333882079941093e-10,0.0,0.0
1813,1.9625830516036202e-05,8.042468120044483e-10,0.0,0.0
1814,2.045536582175243e-05,1.2221630850208142e-09,0.0,0.0
1815,2.0831228019752806e-05,9.86799895765143e-10,0.0,0.0
1816,2.0273185457751553e-05,1.1862205186373232e-09,0.0,0.0
1817,2.0115925768290515e-05,1.3575680896898185e-09,1.7134757105249524e-10,0.0
1818,1.982165096186301e-05,1.5366029559871208e-09,1.7134757105249524e-10,0.0
1819,1.953742269376692e-05,2.1377927206245317e-09,1.7134757105249524e-10,0.0
1820,2.03125476088774e-05,2.0446277845412706e-09,1.7134757105249524e-10,0.0
1821,2.018009789545821e-05,1.7552657660679927e-09,1.7134757105249524e-10,0.0
1822,2.0177201024905245e-05,2.129572478677082e-09,1.7134757105249524e-10,0.0
1823,2.0724048486694562e-05,1.7492270409924515e-09,1.7134757105249524e-10,0.0
1824,2.139150222189658e-05,2.248479553339828e-09,0.0,0.0
1825,2.1837234141587813e-05,2.1960614913853404e-09,0.0,0.0
1826,2.237584833762542e-05,1.7133699697120213e-09,0.0,0.0
1827,2.2364233050861264e-05,1.5231467040014275e-09,0.0,0.0
1828,2.2628001066290642e-05,1.5049217586390488e-09,0.0,0.0
1829,2.3713441935667235e-05,1.3414378814096445e-09,0.0,1.405485569197903e-10
1830,2.3965239181831877e-05,1.8179605757292654e-09,0.0,1.405485569197903e-10
1831,2.402804498810188e-05,1.8905177740740395e-09,0.0,1.405485569197903e-10
1832,2.4043882409127298e-05,1.7639009697312247e-09,0.0,1.405485569197903e-10
1833,2.4261100147019272e-05,1.6454027267671328e-09,0.0,1.405485569197903e-10
1834,2.4420663716487718e-05,1.7069525079119581e-09,0.0,1.405485569197903e-10
1835,2.4659906557644717e-05,3.020941005286001e-09,0.0,1.405485569197903e-10
1836,2.4019999338114368e-05,3.2604852468714237e-09,0.0,0.0
1837,2.3944889627663152e-05,3.171169612617827e-09,0.0,0.0
1838,2.3600993310018176e-05,2.5043380781829073e-09,0.0,0.0
1839,2.3688587524312815e-05,2.95902668241104e-09,0.0,0.0
1840,2.355923606955912e-05,3.185784580583828e-09,0.0,0.0
1841,2.3434173272107728e-05,3.1596194153113035e-09,0.0,0.0
1842,2.325618385969262e-05,1.978563368698616e-09,0.0,0.0
1843,2.3486884986466195e-05,1.987218001264779e-09,0.0,0.0
1844,2.3606968950064455e-05,1.8671423692876286e-09,0.0,0.0
1845,2.375283241105665e-05,2.05777168320915e-09,0.0,0.0
1846,2.400994344498031e-05,1.7335240782528111e-09,0.0,0.0
1847,2.421499578174137e-05,2.11282081512871e-09,0.0,6.060546509090159e-11
1848,2.436529783673385e-05,2.082240943160737e-09,0.0,6.060546509090159e-11
1849,2.4584876882727258e-05,1.9464582564790842e-09,0.0,6.060546509090159e-11
1850,2.4833218049025163e-05,1.5823763648598848e-09,0.0,6.060546509090159e-11
1851,2.4810242393868975e-05,1.547387908283428e-09,0.0,6.060546509090159e-11
1852,2.4977295782134335e-05,1.4826791302649918e-09,0.0,6.060546509090159e-11
1853,2.4901657005622318e-05,1.641794192660687e-09,0.0,6.060546509090159e-11
1854,2.5123710916627067e-05,1.1367432788717785e-09,0.0,0.0
1855,2.5365879212456222e-05,1.3948801716853358e-09,0.0,0.0
1856,2.5328223533246535e-05,1.734690351679851e-09,0.0,0.0
1857,2.521213718864601e-05,1.9285558943466744e-09,0.0,0.0
1858,2.5589649210035403e-05,2.0996375194037853e-09,0.0,0.0
1859,2.584028360225992e-05,2.202038178784298e-09,0.0,0.0
1860,2.6090926569720197e-05,2.095467743767898e-09,0.0,6.099520888369625e-11
1861,2.643229579137239e-05,2.163924055815463e-09,0.0,6.099520888369625e-11
1862,2.6678925808352816e-05,1.963566626755104e-09,0.0,1.1671348015036235e-10
1863,2.7163572667632252e-05,1.7072288979339385e-09,0.0,1.6445136125880262e-10
1864,2.731349455383939e-05,1.9835649947960323e-09,0.0,2.1154648271221836e-10
1865,2.721994860621635e-05,1.889926247246519e-09,0.0,2.1154648271221836e-10
1866,2.7276758503701005e-05,1.8064774121029359e-09,0.0,2.1154648271221836e-10
1867,2.73962091991312e-05,1.8395540646309883e-09,0.0,1.505512738285221e-10
1868,2.7434420709531488e-05,1.8941525173740305e-09,0.0,1.505512738285221e-10
1869,2.7363192462611812e-05,1.8457553580779923e-09,0.0,9.4833002561856e-11
1870,2.7501129027638983e-05,1.8659861433789615e-09,0.0,4.709512145341575e-11
1871,2.760162871189615e-05,1.5848771342926886e-09,0.0,0.0
1872,2.7671412421373782e-05,1.4800498445869233e-09,0.0,0.0
1873,2.7914501385696765e-05,1.6099305222283533e-09,0.0,0.0
1874,2.8014179666310417e-05,1.672053241895201e-09,0.0,0.0
1875,2.8046419434498864e-05,1.5282248165350764e-09,0.0,0.0
1876,2.7917528703775523e-05,1.5244631113020546e-09,0.0,3.833198441200685e-11
1877,2.7567798627257745e-05,1.697749195196861e-09,0.0,3.833198441200685e-11
1878,2.7320160890147755e-05,1.667714268270361e-09,0.0,7.461734404959738e-11
1879,2.746849739716189e-05,1.742266220183808e-09,0.0,1.0953115795305938e-10
1880,2.7255319634735186e-05,1.6213942252310938e-09,0.0,1.7530452486472622e-10
1881,2.7243710064794868e-05,1.6588651722112706e-09,0.0,1.7530452486472622e-10
1882,2.698792897198083e-05,1.7406830104300347e-09,0.0,2.0771410385351478e-10
1883,2.724571563054009e-05,1.8505454628987244e-09,0.0,1.6938211944150794e-10
1884,2.747078152814148e-05,1.557609787182303e-09,0.0,1.998930267342404e-10
1885,2.7573922904723857e-05,1.5067752125373447e-09,0.0,1.6360766709664987e-10
1886,2.7215680477508742e-05,1.310230551038976e-09,0.0,1.286938531931879e-10
1887,2.7290487456152084e-05,1.4392653497579439e-09,5.526793705230253e-11,6.292048628152104e-11
1888,2.7097552707086186e-05,1.258623610096115e-09,5.526793705230253e-11,6.292048628152104e-11
1889,2.7069634078153676e-05,1.3059428697178736e-09,5.526793705230253e-11,3.051090729273247e-11
1890,2.7061409647493357e-05,1.3340413615051512e-09,5.526793705230253e-11,5.58065974384395e-11
1891,2.7015824733617982e-05,1.4985591577167311e-09,5.526793705230253e-11,2.529569014570703e-11
1892,2.7017486770221565e-05,1.5425836084683097e-09,5.526793705230253e-11,7.023885441524515e-11
1893,2.738342456203619e-05,1.644311147559157e-09,5.526793705230253e-11,7.023885441524515e-11
1894,2.7372400446828188e-05,1.594354378678783e-09,0.0,9.233062727074883e-11
1895,2.7680542968612697e-05,1.8404219101090087e-09,0.0,9.233062727074883e-11
1896,2.796448591522806e-05,1.9799024324791095e-09,0.0,9.233062727074883e-11
1897,2.7947309458146003e-05,2.0241736223677466e-09,0.0,6.703493712504179e-11
1898,2.8025108934213806e-05,1.9124284536938976e-09,0.0,8.507310530639752e-11
1899,2.8163258321001194e-05,1.9202357481873378e-09,0.0,5.834384761030772e-11
1900,2.8163827924540135e-05,2.0248720319518807e-09,0.0,5.834384761030772e-11
1901,2.8400273419850108e-05,2.0925943359070433e-09,0.0,3.6252074754804047e-11
1902,2.8665920711188975e-05,1.9525686623111937e-09,0.0,5.3470365040426366e-11
1903,2.86242276550703e-05,1.8746864536924234e-09,1.5939144845259332e-11,6.940950988568569e-11
1904,2.888151902880054e-05,2.0689243175807194e-09,1.5939144845259332e-11,8.526324983350518e-11
1905,2.905993044675727e-05,2.244803073584275e-09,1.5939144845259332e-11,8.247194395659209e-11
1906,2.9466997927686733e-05,2.238048159495877e-09,1.5939144845259332e-11,6.425803738314378e-11
1907,2.9937570226528415e-05,2.3298230011903343e-09,1.5939144845259332e-11,9.355838524540059e-11
1908,3.0202784078677985e-05,2.199856043359562e-09,1.5939144845259332e-11,9.355838524540059e-11
1909,3.0549930150820206e-05,2.303325213099632e-09,1.5939144845259332e-11,9.012110403177382e-11
1910,3.096059949062432e-05,2.2527419770871202e-09,0.0,8.795584895336463e-11
1911,3.1380922726904305e-05,1.9849229402981094e-09,0.0,1.2801383663425218e-10
1912,3.185042597968797e-05,3.0773213977042246e-09,0.0,1.2718108213397424e-10
1913,3.189310674705277e-05,3.057848323757233e-09,0.0,1.2718108213397424e-10
1914,3.198679769411683e-05,2.8815746614238182e-09,0.0,9.788073427171743e-11
1915,3.204238912855674e-05,2.9851863838002502e-09,0.0,1.1381945683571918e-10
1916,3.182349194373403e-05,2.986854002224553e-09,0.0,1.0003844776372363e-10
1917,3.191158612025902e-05,3.1435465817710094e-09,0.0,1.0023029231983775e-10
1918,3.17429969852258e-05,3.221884679684349e-09,0.0,4.4318564691130695e-11
1919,3.1326337453460186e-05,2.07921129519966e-09,0.0,2.9904456886966e-11
1920,3.1051997731473034e-05,2.1056627869902353e-09,0.0,2.9904456886966e-11
1921,3.057252433791291e-05,2.1540364095581512e-09,0.0,2.9904456886966e-11
1922,3.0002465791767463e-05,2.0448974894346097e-09,0.0,1.396573432296425e-11
1923,2.949529126843637e-05,1.895132194031289e-09,0.0,1.396573432296425e-11
1924,2.8859701030471895e-05,1.7378511487007943e-09,0.0,0.0
1925,2.8264455197911176e-05,1.5969023722409555e-09,0.0,2.3005175145815062e-11
1926,2.7559533139408033e-05,1.5103769029118602e-09,0.0,2.3005175145815062e-11
1927,2.7218331524636596e-05,1.5052808682065282e-09,0.0,2.3005175145815062e-11
1928,2.6932917015593766e-05,1.3663238239227026e-09,0.0,2.3005175145815062e-11
1929,2.684540933322361e-05,1.4029546175591585e-09,0.0,2.3005175145815062e-11
1930,2.6639050442359542e-05,1.4788009784970158e-09,0.0,5.0232568105101905e-11
1931,2.657572362555324e-05,1.4688712865077287e-09,0.0,7.646557791713654e-11
1932,2.6350519224901552e-05,1.5442675154504165e-09,0.0,5.346040277132147e-11
1933,2.678494508602723e-05,1.5693882304823603e-09,0.0,5.346040277132147e-11
1934,2.6652903865656947e-05,1.6113484277039243e-09,0.0,5.346040277132147e-11
1935,2.661126252080846e-05,1.8528583270846104e-09,0.0,5.346040277132147e-11
1936,2.6730893036333976e-05,1.784088892493279e-09,0.0,5.346040277132147e-11
1937,2.6845385426505735e-05,1.7362391365896963e-09,0.0,4.8675426784455005e-11
1938,2.7391961599018293e-05,1.8744110708013295e-09,0.0,4.419466776666476e-11
1939,2.7724706472197014e-05,1.9864949685199917e-09,0.0,4.419466776666476e-11
1940,2.7571096714902004e-05,2.0875096889178782e-09,0.0,9.578119250111935e-11
1941,2.7822454805053504e-05,2.0436344680011385e-09,0.0,9.578119250111935e-11
