ngram,tool,tol,toll,tool
1801,4.701648257261175e-06,5.232766763388749e-07,5.232728361599064e-06,4.701648257261175e-06
1802,4.5922915238147e-06,5.236112973047316e-07,6.128706120632289e-06,4.5922915238147e-06
1803,4.2554208578491985e-06,5.633149433898714e-07,6.827525014939186e-06,4.2554208578491985e-06
1804,4.198479798235764e-06,5.964833868737125e-07,6.51124966160361e-06,4.198479798235764e-06
1805,4.097817639246516e-06,6.23526009998646e-07,7.079092808583352e-06,4.097817639246516e-06
1806,4.234345267052829e-06,6.290062352880861e-07,7.2093079584841945e-06,4.234345267052829e-06
1807,4.351313951441885e-06,6.204006695043063e-07,7.38040444048238e-06,4.351313951441885e-06
1808,4.200055855108076e-06,6.135350076874602e-07,7.355612134623308e-06,4.200055855108076e-06
1809,4.086042313896801e-06,6.205723285087775e-07,6.744348995977946e-06,4.086042313896801e-06
1810,4.109884847431593e-06,6.030026448960208e-07,6.204406677820121e-06,4.109884847431593e-06
1811,3.950587629982952e-06,5.957532493994222e-07,6.304263414287041e-06,3.950587629982952e-06
1812,4.067433792442898e-06,5.885849369795843e-07,6.059507086320082e-06,4.067433792442898e-06
1813,3.94441069927e-06,6.00574350885706e-07,6.1474208580745786e-06,3.94441069927e-06
1814,3.7115999995356626e-06,5.896096045684576e-07,6.1680940624293205e-06,3.7115999995356626e-06
1815,3.693661678231105e-06,5.771728126546805e-07,6.282606526448424e-06,3.693661678231105e-06
1816,3.919116644673133e-06,5.527980338878738e-07,6.426525292876509e-06,3.919116644673133e-06
1817,3.6931916643620103e-06,5.242989077812256e-07,6.526552559600012e-06,3.6931916643620103e-06
1818,3.663489646247139e-06,4.893111338333256e-07,6.712276639778533e-06,3.663489646247139e-06
1819,3.5229600793432577e-06,4.597111699565305e-07,6.7419094063682546e-06,3.5229600793432577e-06
1820,3.5464796123311056e-06,4.211149757793464e-07,7.243757603906228e-06,3.5464796123311056e-06
1821,3.6576498132490087e-06,3.994349607897415e-07,7.509836580408903e-06,3.6576498132490087e-06
1822,3.8511355212124594e-06,3.988435659201579e-07,7.562273952186972e-06,3.8511355212124594e-06
1823,3.807639326883613e-06,4.0521795848949947e-07,7.603553707927599e-06,3.807639326883613e-06
1824,3.838092295284566e-06,3.9220974404737975e-07,7.828207214645642e-06,3.838092295284566e-06
1825,3.996679847010195e-06,3.918655084232471e-07,7.776290983331688e-06,3.996679847010195e-06
1826,4.032507571797136e-06,3.836082669295138e-07,8.084925411822041e-06,4.032507571797136e-06
1827,4.003540587811065e-06,3.829163241724538e-07,7.968505802377227e-06,4.003540587811065e-06
1828,3.954135666260429e-06,3.8985197241865013e-07,8.120317878430277e-06,3.954135666260429e-06
1829,3.982134655546231e-06,3.803611191090438e-07,8.452775611138869e-06,3.982134655546231e-06
1830,3.882341226406945e-06,3.5812305603550545e-07,8.719561589844358e-06,3.882341226406945e-06
1831,3.788575116102168e-06,3.6354010392512593e-07,9.121133254146635e-06,3.788575116102168e-06
1832,3.7177986931575494e-06,3.5748634884060137e-07,9.595645159216864e-06,3.7177986931575494e-06
1833,3.6831284303064294e-06,3.54772477554174e-07,9.619314109191432e-06,3.6831284303064294e-06
1834,3.676742835523328e-06,3.5070510762125195e-07,9.796543054108042e-06,3.676742835523328e-06
1835,3.6599738645496212e-06,3.465927623632784e-07,9.639482024275431e-06,3.6599738645496212e-06
1836,3.4614715137390055e-06,3.4098870774609426e-07,9.378991048184357e-06,3.4614715137390055e-06
1837,3.429398995129824e-06,3.3725769250330426e-07,9.334696967146425e-06,3.429398995129824e-06
1838,3.5554384274811516e-06,3.4548621588978025e-07,9.282800679752004e-06,3.5554384274811516e-06
1839,3.629366639350857e-06,3.3816073953728066e-07,8.767641832361863e-06,3.629366639350857e-06
1840,3.702357194664988e-06,3.4049129128886436e-07,8.673289812577423e-06,3.702357194664988e-06
1841,3.721362710556215e-06,3.392275443405067e-07,8.453069962602708e-06,3.721362710556215e-06
1842,3.8527942771387254e-06,3.444467446505379e-07,8.725036682985124e-06,3.8527942771387254e-06
1843,3.901852486316264e-06,3.55013079505235e-07,8.984528774038023e-06,3.901852486316264e-06
1844,4.059456029738483e-06,3.523358031998214e-07,8.859306425230379e-06,4.059456029738483e-06
1845,4.0637357869854895e-06,3.4409840411951465e-07,8.462756730815662e-06,4.0637357869854895e-06
1846,4.084167910280355e-06,3.47995893434927e-07,8.509015320409422e-06,4.084167910280355e-06
1847,4.209480753810827e-06,3.5237149680662175e-07,8.462649020657409e-06,4.209480753810827e-06
1848,4.411056319700687e-06,3.650719569187848e-07,8.698711878553564e-06,4.411056319700687e-06
1849,4.6189772027511415e-06,3.719476678400367e-07,8.55718086053717e-06,4.6189772027511415e-06
1850,4.67893616067678e-06,3.7519101527193145e-07,8.361906891098312e-06,4.67893616067678e-06
1851,4.803515886513716e-06,3.929382005805694e-07,8.468290486364691e-06,4.803515886513716e-06
1852,4.96698066854151e-06,4.063387726611316e-07,8.519288192993762e-06,4.96698066854151e-06
1853,5.234948080864602e-06,4.164407333259338e-07,8.585938823151601e-06,5.234948080864602e-06
1854,5.371398141765635e-06,4.218010108810891e-07,8.464174373200097e-06,5.371398141765635e-06
1855,5.4177088973769316e-06,4.222075022296069e-07,8.148348180319382e-06,5.4177088973769316e-06
1856,5.3332419806143406e-06,4.249807342863018e-07,8.182209447633276e-06,5.3332419806143406e-06
1857,5.425849264741243e-06,4.220384255404497e-07,8.055085215476407e-06,5.425849264741243e-06
1858,5.43522193246255e-06,4.12169466049558e-07,8.02409743170886e-06,5.43522193246255e-06
1859,5.454640034128845e-06,4.1822107326489846e-07,8.052400906828033e-06,5.454640034128845e-06
1860,5.45520996248732e-06,4.138536066225892e-07,8.255760154237837e-06,5.45520996248732e-06
1861,5.686041991534044e-06,4.09786671135797e-07,8.348511203491529e-06,5.686041991534044e-06
1862,5.868812162849021e-06,4.1150336674685863e-07,8.316408379219606e-06,5.868812162849021e-06
1863,6.1255753150492505e-06,4.0540912290712837e-07,8.288427384936117e-06,6.1255753150492505e-06
1864,6.624123021278397e-06,4.092789375980439e-07,8.223838774158918e-06,6.624123021278397e-06
1865,6.999728936664594e-06,4.117585287336364e-07,8.197509812037293e-06,6.999728936664594e-06
1866,7.455522661205448e-06,4.007560180850435e-07,8.029219835797058e-06,7.455522661205448e-06
1867,7.586987326898712e-06,4.020719107497176e-07,7.867483223630448e-06,7.586987326898712e-06
1868,7.341709468684192e-06,3.999636289466123e-07,7.692687306968895e-06,7.341709468684192e-06
1869,7.45712616532858e-06,3.9334014851582264e-07,7.496580565202748e-06,7.45712616532858e-06
1870,7.432834341411113e-06,3.890229395762747e-07,7.222821100835322e-06,7.432834341411113e-06
1871,7.411340902763186e-06,3.777477429269181e-07,7.19039183292937e-06,7.411340902763186e-06
1872,7.4943538623171794e-06,3.82797805644129e-07,6.849462351965485e-06,7.4943538623171794e-06
1873,7.68468264920687e-06,3.755337486057085e-07,6.730398971350431e-06,7.68468264920687e-06
1874,7.729339228847363e-06,3.7603859530983233e-07,6.415007192117628e-06,7.729339228847363e-06
1875,8.061013756689914e-06,3.666210050466491e-07,6.253566360620815e-06,8.061013756689914e-06
1876,7.964248977389485e-06,3.619290274465519e-07,6.055395715520717e-06,7.964248977389485e-06
1877,8.201672439359495e-06,3.6136868532464307e-07,5.833647589627487e-06,8.201672439359495e-06
1878,8.067529636589046e-06,3.584298034248994e-07,5.7385972078399e-06,8.067529636589046e-06
1879,8.07655572186507e-06,3.540495876157885e-07,5.731729353491184e-06,8.07655572186507e-06
1880,8.052361343808506e-06,3.5541108900360996e-07,5.632532325502585e-06,8.052361343808506e-06
1881,8.267147027904034e-06,3.4657065027334154e-07,5.586371896372709e-06,8.267147027904034e-06
1882,8.33498259973047e-06,3.56201427718718e-07,5.412880779788663e-06,8.33498259973047e-06
1883,8.311258560362539e-06,3.530720919440812e-07,5.333831593036718e-06,8.311258560362539e-06
1884,8.209148420844161e-06,3.5082557100655064e-07,5.336256955550718e-06,8.209148420844161e-06
1885,8.317880591286147e-06,3.495692543050869e-07,5.19626701134257e-06,8.317880591286147e-06
1886,8.20536219440068e-06,3.4553255545688444e-07,5.330832729149344e-06,8.20536219440068e-06
1887,8.001540923682374e-06,3.417261820816618e-07,5.220291898565067e-06,8.001540923682374e-06
1888,7.922644597004234e-06,3.452343873634943e-07,5.159918860694493e-06,7.922644597004234e-06
1889,8.125439567915496e-06,3.3762062149175366e-07,5.061106678892559e-06,8.125439567915496e-06
1890,8.486619143306079e-06,3.342582683022296e-07,4.946679837303236e-06,8.486619143306079e-06
1891,8.73562515023098e-06,3.300054385947858e-07,4.8596246935111206e-06,8.73562515023098e-06
1892,8.957167145646444e-06,3.300628748093004e-07,4.76224944837408e-06,8.957167145646444e-06
1893,9.226262461327548e-06,3.260588162642567e-07,4.420522275592832e-06,9.226262461327548e-06
1894,9.598410932604956e-06,3.2957839835034974e-07,4.452020480779798e-06,9.598410932604956e-06
1895,9.95386705783728e-06,3.243207556481918e-07,4.456043370737461e-06,9.95386705783728e-06
1896,1.0184388234587719e-05,3.254865167231661e-07,4.5452962435125044e-06,1.0184388234587719e-05
1897,1.0464311604404689e-05,3.3249524530479644e-07,4.619732538100964e-06,1.0464311604404689e-05
1898,1.096743939602415e-05,3.3252042287910755e-07,4.6313779031541865e-06,1.096743939602415e-05
1899,1.1360748820672078e-05,3.355477328373776e-07,4.697577229048225e-06,1.1360748820672078e-05
1900,1.2305410694222831e-05,3.43157937874951e-07,4.891551010846992e-06,1.2305410694222831e-05
1901,1.2919133301433508e-05,3.429343524073504e-07,5.0058768335605104e-06,1.2919133301433508e-05
1902,1.3584539374278393e-05,3.4738320258449154e-07,5.056955615145853e-06,1.3584539374278393e-05
1903,1.396442998416855e-05,3.45389862234567e-07,5.204314415355579e-06,1.396442998416855e-05
1904,1.4819154395289453e-05,3.394856743657978e-07,5.374800236625431e-06,1.4819154395289453e-05
1905,1.527529587162592e-05,3.418857577993809e-07,5.537752778244405e-06,1.527529587162592e-05
1906,1.5838312590078984e-05,3.344279783894828e-07,5.6818869000250875e-06,1.5838312590078984e-05
1907,1.5892966985120438e-05,3.23929047648822e-07,5.777910116324035e-06,1.5892966985120438e-05
1908,1.607808813527559e-05,3.1769353167224577e-07,5.969395845438287e-06,1.607808813527559e-05
1909,1.6220310239337516e-05,3.157250521975844e-07,6.19838998058445e-06,1.6220310239337516e-05
1910,1.6659045286360197e-05,3.1161926829424503e-07,6.472210900808152e-06,1.6659045286360197e-05
1911,1.6577274956424454e-05,3.154942313748117e-07,6.938008222537714e-06,1.6577274956424454e-05
1912,1.6829836178138586e-05,3.0982353190925747e-07,7.332120276259957e-06,1.6829836178138586e-05
1913,1.7094902432290837e-05,3.101024909873169e-07,7.792006921850511e-06,1.7094902432290837e-05
1914,1.7384864674698163e-05,3.1417138351181553e-07,8.304761974743866e-06,1.7384864674698163e-05
1915,1.8250149358729167e-05,3.176043646492742e-07,8.567601915793993e-06,1.8250149358729167e-05
1916,1.881954605258735e-05,3.1606453327575376e-07,8.72219152370235e-06,1.881954605258735e-05
1917,1.908406609020728e-05,3.166558347597207e-07,8.735961143559376e-06,1.908406609020728e-05
1918,1.9703350647302743e-05,3.127092327304126e-07,8.431996775470907e-06,1.9703350647302743e-05
1919,2.002295566074151e-05,3.1488622198594385e-07,8.17582427511557e-06,2.002295566074151e-05
1920,2.0008212491770143e-05,3.194042343628618e-07,7.978279167478572e-06,2.0008212491770143e-05
1921,1.9839513177950202e-05,3.188558821420884e-07,7.720532396758375e-06,1.9839513177950202e-05
1922,1.898034627499458e-05,3.194923944452707e-07,7.63443482095941e-06,1.898034627499458e-05
1923,1.828022323024925e-05,3.159634575565308e-07,7.696969987591729e-06,1.828022323024925e-05
1924,1.7779055789495552e-05,3.1228432411418386e-07,7.71193364406437e-06,1.7779055789495552e-05
1925,1.7036025123421234e-05,3.077719392357332e-07,7.952507920500856e-06,1.7036025123421234e-05
1926,1.6425287737677407e-05,3.0285039136807814e-07,8.238294607768434e-06,1.6425287737677407e-05
1927,1.608433376532048e-05,2.9794836515455767e-07,8.47188117144729e-06,1.608433376532048e-05
1928,1.565812609832002e-05,2.887043584515985e-07,8.554555669044411e-06,1.565812609832002e-05
1929,1.5395035916299094e-05,2.7986820327896567e-07,8.462429182795209e-06,1.5395035916299094e-05
1930,1.5255745243588795e-05,2.8505521397294486e-07,8.396688437122585e-06,1.5255745243588795e-05
1931,1.5254502613970544e-05,2.948439389781145e-07,8.34704652723823e-06,1.5254502613970544e-05
1932,1.5194442312349565e-05,2.9574841521805085e-07,8.346900488374689e-06,1.5194442312349565e-05
1933,1.5088751752045937e-05,3.0055581338014494e-07,8.14584486111666e-06,1.5088751752045937e-05
1934,1.5145221238656501e-05,2.9641098616853666e-07,7.891354406248346e-06,1.5145221238656501e-05
1935,1.5391863988562754e-05,3.007633893048478e-07,7.850421167989094e-06,1.5391863988562754e-05
1936,1.5822237011369517e-05,3.052215577424379e-07,8.023356778202079e-06,1.5822237011369517e-05
1937,1.6734203459886237e-05,2.968397601372479e-07,7.894351775965852e-06,1.6734203459886237e-05
1938,1.8106881465688014e-05,2.864236055951811e-07,7.921025046796006e-06,1.8106881465688014e-05
1939,2.0103876522625796e-05,2.9208762595901915e-07,7.708117274367915e-06,2.0103876522625796e-05
1940,2.216346105602237e-05,2.857431898714172e-07,7.685924304366512e-06,2.216346105602237e-05
1941,2.44090380354984e-05,2.920851695112755e-07,7.645914333157375e-06,2.44090380354984e-05
1942,2.615625739313795e-05,2.937451272698256e-07,7.449763156078656e-06,2.615625739313795e-05
1943,2.725110789469909e-05,2.9463499475111477e-07,7.131294751161477e-06,2.725110789469909e-05
1944,2.7867212078750265e-05,2.953282570875412e-07,7.270716456072737e-06,2.7867212078750265e-05
1945,2.798966436655194e-05,2.920934199274987e-07,7.142307172866172e-06,2.798966436655194e-05
1946,2.7660428583788287e-05,2.8082128876251643e-07,7.158408022535566e-06,2.7660428583788287e-05
1947,2.7153877194255722e-05,2.7810046633801123e-07,7.09263687375434e-06,2.7153877194255722e-05
1948,2.675009636732284e-05,2.704209610523581e-07,7.133344882147087e-06,2.675009636732284e-05
1949,2.6924893193479094e-05,2.717843220320252e-07,7.340872148883396e-06,2.6924893193479094e-05
1950,2.7510003876938883e-05,2.6665301382828535e-07,7.73692084164525e-06,2.7510003876938883e-05
1951,2.823379665122567e-05,2.6627798937235117e-07,7.84484135302981e-06,2.823379665122567e-05
1952,2.842200488625427e-05,2.661425436859385e-07,8.413070320654827e-06,2.842200488625427e-05
1953,2.8714692754354993e-05,2.6751227112851795e-07,8.588674193431092e-06,2.8714692754354993e-05
1954,2.8861745834417108e-05,2.7024597670788353e-07,8.680819973960752e-06,2.8861745834417108e-05
1955,2.865069551002567e-05,2.7720785413163996e-07,8.608066114642757e-06,2.865069551002567e-05
1956,2.8423859216023368e-05,2.716597334386149e-07,8.391190086903017e-06,2.8423859216023368e-05
1957,2.8234601424108924e-05,2.7159115185375935e-07,7.902240408189495e-06,2.8234601424108924e-05
1958,2.77123498173231e-05,2.696505621965376e-07,7.505288652152688e-06,2.77123498173231e-05
1959,2.775867428031883e-05,2.718482830589762e-07,6.833148420680248e-06,2.775867428031883e-05
1960,2.7465882210110847e-05,2.7375758041411504e-07,6.489203769888263e-06,2.7465882210110847e-05
1961,2.7302971700139877e-05,2.712831985718367e-07,6.26407940477033e-06,2.7302971700139877e-05
1962,2.6969549903047403e-05,2.6390401330900204e-07,6.125281288404949e-06,2.6969549903047403e-05
1963,2.6610063027224635e-05,2.597942584868308e-07,6.194260354927142e-06,2.6610063027224635e-05
1964,2.6397020909436314e-05,2.610422963503619e-07,6.229246212439778e-06,2.6397020909436314e-05
1965,2.620630844571029e-05,2.5989529360361174e-07,6.121544889278344e-06,2.620630844571029e-05
1966,2.5748679036041722e-05,2.61326176444397e-07,5.994513555508872e-06,2.5748679036041722e-05
1967,2.5478326278971508e-05,2.609873044028583e-07,5.892119588679634e-06,2.5478326278971508e-05
1968,2.5176901544909924e-05,2.650923737032177e-07,5.767044188230232e-06,2.5176901544909924e-05
1969,2.5163378398117076e-05,2.672657655823839e-07,5.661011852810459e-06,2.5163378398117076e-05
1970,2.49232224242795e-05,2.670960169228108e-07,5.489277879990238e-06,2.49232224242795e-05
1971,2.4720284272916615e-05,2.6323258899602866e-07,5.4418941155225705e-06,2.4720284272916615e-05
1972,2.462210042202579e-05,2.6123405559376677e-07,5.456752530465435e-06,2.462210042202579e-05
1973,2.5071538402698934e-05,2.605899059712361e-07,5.564891645397958e-06,2.5071538402698934e-05
1974,2.5316112961653353e-05,2.5957428460645004e-07,5.813654882201393e-06,2.5316112961653353e-05
1975,2.5739865512670284e-05,2.5492115542289996e-07,6.19645996786338e-06,2.5739865512670284e-05
1976,2.5936545041206826e-05,2.5589484258554354e-07,6.514720358349482e-06,2.5936545041206826e-05
1977,2.6594605515128933e-05,2.5609391026851623e-07,6.722478506812227e-06,2.6594605515128933e-05
1978,2.70537818453574e-05,2.551872374364653e-07,7.047983477345302e-06,2.70537818453574e-05
1979,2.7737842174246907e-05,2.56183061050511e-07,7.4118978383402075e-06,2.7737842174246907e-05
1980,2.833225464980517e-05,2.51090138395479e-07,7.831534990795522e-06,2.833225464980517e-05
1981,2.9120371306947034e-05,2.45189807758704e-07,8.151439098063357e-06,2.9120371306947034e-05
1982,2.9805683360401808e-05,2.447179261772752e-07,8.401423331503923e-06,2.9805683360401808e-05
1983,3.085249149340338e-05,2.387141608193945e-07,8.707937403024907e-06,3.085249149340338e-05
1984,3.160850298757266e-05,2.3905279736676934e-07,9.07186443198173e-06,3.160850298757266e-05
1985,3.2398966141045094e-05,2.3853772290749475e-07,9.236323941357633e-06,3.2398966141045094e-05
1986,3.2949101815964763e-05,2.3601695886554808e-07,9.387787810867718e-06,3.2949101815964763e-05
1987,3.335686934795896e-05,2.330516975592088e-07,9.458278587512073e-06,3.335686934795896e-05
1988,3.37899338254439e-05,2.2950741700762072e-07,9.466430388524064e-06,3.37899338254439e-05
1989,3.421734696270765e-05,2.275066200192149e-07,9.402568788833118e-06,3.421734696270765e-05
1990,3.439308056840673e-05,2.2658510090423079e-07,9.345746808061709e-06,3.439308056840673e-05
1991,3.4872484580513886e-05,2.2359810105042145e-07,9.276800613276595e-06,3.4872484580513886e-05
1992,3.5326109874793996e-05,2.2042735484514457e-07,9.324467880235585e-06,3.5326109874793996e-05
1993,3.59153413488197e-05,2.1674728957675272e-07,9.391544673625113e-06,3.59153413488197e-05
1994,3.6603626670382384e-05,2.162097457260513e-07,9.500112355453894e-06,3.6603626670382384e-05
1995,3.712470113116849e-05,2.2200958328864674e-07,9.53670795362476e-06,3.712470113116849e-05
1996,3.778842853664953e-05,2.201476852243494e-07,9.593501090421341e-06,3.778842853664953e-05
1997,3.864765728524487e-05,2.2051904327976706e-07,9.590956714029225e-06,3.864765728524487e-05
1998,3.891066340396979e-05,2.2253872040372308e-07,9.527307676242864e-06,3.891066340396979e-05
1999,3.970011623875637e-05,2.219999990822024e-07,9.490477948150198e-06,3.970011623875637e-05
2000,4.0867127868945575e-05,2.2818003182172625e-07,9.55234281718731e-06,4.0867127868945575e-05
2001,4.160921318024131e-05,2.2834660943057576e-07,9.545251746853215e-06,4.160921318024131e-05
2002,4.235738898777137e-05,2.266460634408369e-07,9.520929130043701e-06,4.235738898777137e-05
2003,4.313394518768681e-05,2.2826080022956115e-07,9.409686364441378e-06,4.313394518768681e-05
2004,4.356528474350593e-05,2.2395576593225996e-07,9.27424545287587e-06,4.356528474350593e-05
2005,4.418799393793701e-05,2.207894190015785e-07,9.11417282623006e-06,4.418799393793701e-05
2006,4.456718046900018e-05,2.1864897397400845e-07,8.858511202041492e-06,4.456718046900018e-05
2007,4.51960669514457e-05,2.1088752077957906e-07,8.450363956009304e-06,4.51960669514457e-05
2008,4.542558495554009e-05,2.126018086658275e-07,7.995434966038115e-06,4.542558495554009e-05
2009,4.588584800200936e-05,2.0795821090554716e-07,7.475499517438168e-06,4.588584800200936e-05
2010,4.6000693795836666e-05,2.0210626619895526e-07,7.013304769186236e-06,4.6000693795836666e-05
2011,4.543218424909615e-05,2.0007509858390093e-07,6.642375475556557e-06,4.543218424909615e-05
2012,4.4831333590471854e-05,1.9090368904731543e-07,6.326008458147823e-06,4.4831333590471854e-05
2013,4.445267976344829e-05,1.8540800031782316e-07,6.04029589469844e-06,4.445267976344829e-05
2014,4.2844640639876684e-05,1.8892118142892806e-07,5.725798148757479e-06,4.2844640639876684e-05
2015,4.1671055701694316e-05,1.8751230105148613e-07,5.451821120264608e-06,4.1671055701694316e-05
2016,4.081664519617334e-05,1.890689276251578e-07,5.298666045356575e-06,4.081664519617334e-05
2017,4.001762863481417e-05,1.889236808475895e-07,5.268379027256742e-06,4.001762863481417e-05
2018,3.997236490249634e-05,1.891746364890423e-07,5.178265655558789e-06,3.997236490249634e-05
2019,4.016646653326461e-05,1.9943504980801663e-07,5.062952141088317e-06,4.016646653326461e-05
