ngram,tool,tol,toll,tool
1526,6.255180388896926e-06,0.0,2.6605008705311254e-06,6.255180388896926e-06
1527,5.3614461908832056e-06,0.0,2.064678093509948e-06,5.3614461908832056e-06
1528,5.3614461908832056e-06,0.0,2.064678093509948e-06,5.3614461908832056e-06
1529,5.3614461908832056e-06,0.0,2.064678093509948e-06,5.3614461908832056e-06
1530,4.129356187019896e-06,7.289485048594153e-07,2.064678093509948e-06,4.129356187019896e-06
1531,0.0,7.289485048594153e-07,0.0,0.0
1532,9.018331833691004e-07,7.289485048594153e-07,0.0,9.018331833691004e-07
1533,9.018331833691004e-07,7.289485048594153e-07,0.0,9.018331833691004e-07
1534,9.018331833691004e-07,7.289485048594153e-07,0.0,9.018331833691004e-07
1535,9.018331833691004e-07,7.289485048594153e-07,0.0,9.018331833691004e-07
1536,9.018331833691004e-07,7.289485048594153e-07,0.0,9.018331833691004e-07
1537,9.018331833691004e-07,0.0,0.0,9.018331833691004e-07
1538,4.078271753574622e-06,0.0,0.0,4.078271753574622e-06
1539,4.38518854934955e-05,0.0,0.0,4.38518854934955e-05
1540,4.38518854934955e-05,0.0,0.0,4.38518854934955e-05
1541,4.38518854934955e-05,0.0,0.0,4.38518854934955e-05
1542,4.38518854934955e-05,0.0,0.0,4.38518854934955e-05
1543,4.38518854934955e-05,0.0,0.0,4.38518854934955e-05
1544,4.440830519212925e-05,1.391049246584381e-07,1.391049246584381e-07,4.440830519212925e-05
1545,4.123186662192373e-05,1.391049246584381e-07,1.478705387723624e-06,4.123186662192373e-05
1546,5.564196986337525e-07,1.391049246584381e-07,2.877236430062372e-06,5.564196986337525e-07
1547,3.83356090034275e-06,3.416246126367436e-06,2.877236430062372e-06,3.83356090034275e-06
1548,4.130802835788927e-06,3.416246126367436e-06,3.471720300954725e-06,4.130802835788927e-06
1549,4.130802835788927e-06,3.416246126367436e-06,3.471720300954725e-06,4.130802835788927e-06
1550,4.130802835788927e-06,3.416246126367436e-06,4.01206601249474e-06,4.130802835788927e-06
1551,3.5743831371551745e-06,3.277141201708998e-06,3.872961087836302e-06,3.5743831371551745e-06
1552,7.179938198273053e-06,3.277141201708998e-06,2.533360624771116e-06,7.179938198273053e-06
1553,7.179938198273053e-06,3.277141201708998e-06,1.134829582432368e-06,7.179938198273053e-06
1554,3.902796996564055e-06,9.256602165156177e-06,1.134829582432368e-06,3.902796996564055e-06
1555,3.605555061117879e-06,9.256602165156177e-06,5.40345711540015e-07,3.605555061117879e-06
1556,6.728184026932078e-06,9.256602165156177e-06,5.40345711540015e-07,6.728184026932078e-06
1557,1.607319219536813e-05,9.256602165156177e-06,0.0,1.607319219536813e-05
1558,1.607319219536813e-05,9.256602165156177e-06,0.0,1.607319219536813e-05
1559,1.7625306749583354e-05,9.256602165156177e-06,0.0,1.7625306749583354e-05
1560,1.8073996995683827e-05,9.256602165156177e-06,4.4869024610047094e-07,1.8073996995683827e-05
1561,1.8073996995683827e-05,0.0,4.4869024610047094e-07,1.8073996995683827e-05
1562,1.8073996995683827e-05,0.0,4.4869024610047094e-07,1.8073996995683827e-05
1563,1.4951368029869627e-05,4.5462171068980493e-07,4.4869024610047094e-07,1.4951368029869627e-05
1564,5.606359861433573e-06,4.5462171068980493e-07,4.4869024610047094e-07,5.606359861433573e-06
1565,5.606359861433573e-06,4.5462171068980493e-07,4.4869024610047094e-07,5.606359861433573e-06
1566,4.4869024610047094e-07,4.5462171068980493e-07,4.4869024610047094e-07,4.4869024610047094e-07
1567,0.0,4.5462171068980493e-07,6.823973178273133e-07,0.0
1568,0.0,4.5462171068980493e-07,6.823973178273133e-07,0.0
1569,0.0,4.5462171068980493e-07,6.823973178273133e-07,0.0
1570,0.0,0.0,6.823973178273133e-07,0.0
1571,0.0,0.0,3.134248994943586e-06,0.0
1572,0.0,0.0,5.21409213303871e-06,0.0
1573,0.0,0.0,5.21409213303871e-06,0.0
1574,0.0,5.447115459641541e-07,4.531694815211397e-06,0.0
1575,0.0,5.447115459641541e-07,4.531694815211397e-06,0.0
1576,4.5068044788162555e-07,5.447115459641541e-07,5.433055710974648e-06,4.5068044788162555e-07
1577,4.5068044788162555e-07,5.447115459641541e-07,5.433055710974648e-06,4.5068044788162555e-07
1578,6.915935598174526e-07,7.856246578999812e-07,3.46303025773003e-06,6.915935598174526e-07
1579,6.915935598174526e-07,7.856246578999812e-07,2.029941924774903e-06,6.915935598174526e-07
1580,6.915935598174526e-07,7.856246578999812e-07,2.029941924774903e-06,6.915935598174526e-07
1581,1.2849009343491552e-06,2.40913111935827e-07,2.029941924774903e-06,1.2849009343491552e-06
1582,1.2849009343491552e-06,6.598944862292098e-07,2.4489232990682856e-06,1.2849009343491552e-06
1583,8.342204864675296e-07,6.598944862292098e-07,2.028185008384753e-06,8.342204864675296e-07
1584,8.342204864675296e-07,6.598944862292098e-07,2.028185008384753e-06,8.342204864675296e-07
1585,7.820254625455294e-07,4.189813742933828e-07,2.1125130647955563e-06,7.820254625455294e-07
1586,1.500919308585123e-06,4.189813742933828e-07,1.4657582596555585e-06,1.500919308585123e-06
1587,2.539157987614869e-06,4.189813742933828e-07,1.4657582596555585e-06,2.539157987614869e-06
1588,1.9458506130831665e-06,4.189813742933828e-07,2.135264074760406e-06,1.9458506130831665e-06
1589,2.319303559618545e-06,0.0,3.583547433143914e-06,2.319303559618545e-06
1590,2.319303559618545e-06,0.0,3.3629004779608555e-06,2.319303559618545e-06
1591,2.319303559618545e-06,2.6653346399793267e-07,3.629433941958788e-06,2.319303559618545e-06
1592,2.727557265253771e-06,2.6653346399793267e-07,3.063279661676331e-06,2.727557265253771e-06
1593,2.2319401458454583e-06,2.6653346399793267e-07,3.5098331149388936e-06,2.2319401458454583e-06
1594,1.3613330500967486e-06,2.6653346399793267e-07,3.5098331149388936e-06,1.3613330500967486e-06
1595,1.8121301406738764e-06,2.6653346399793267e-07,2.840327299834046e-06,1.8121301406738764e-06
1596,1.4386771941384983e-06,4.769516895716411e-07,9.730625671571552e-07,1.4386771941384983e-06
1597,2.286111875296878e-06,4.769516895716411e-07,7.130869172604954e-07,2.286111875296878e-06
1598,3.2592580185207354e-06,2.546521419130191e-07,9.331265248744915e-07,3.2592580185207354e-06
1599,2.6622862248716828e-06,2.546521419130191e-07,1.1689488214220286e-06,2.6622862248716828e-06
1600,2.758527752381009e-06,5.741703960536273e-07,1.4679379286722645e-06,2.758527752381009e-06
1601,2.590896169099973e-06,7.694942577732686e-07,1.8585856521115472e-06,2.590896169099973e-06
1602,2.244499796688615e-06,7.694942577732686e-07,1.8585856521115472e-06,2.244499796688615e-06
1603,2.244499796688615e-06,5.590760321995601e-07,1.8585856521115472e-06,2.244499796688615e-06
1604,1.567335435278697e-06,7.293463519480221e-07,1.8585856521115472e-06,1.567335435278697e-06
1605,5.941892920548395e-07,7.975493271520204e-07,1.4844494720429274e-06,5.941892920548395e-07
1606,6.742693991717325e-07,7.975493271520204e-07,1.2486271754953902e-06,6.742693991717325e-07
1607,3.547511450311244e-07,4.780310730114122e-07,5.030846149825916e-07,3.547511450311244e-07
1608,5.544287416471758e-07,2.827072112917709e-07,7.114696651504866e-07,5.544287416471758e-07
1609,4.5002802348140645e-07,2.827072112917709e-07,7.114696651504866e-07,4.5002802348140645e-07
1610,4.5002802348140645e-07,7.92500267315128e-07,9.663661931621651e-07,4.5002802348140645e-07
1611,5.869945312042546e-07,7.246422260972654e-07,1.4784275939356512e-06,5.869945312042546e-07
1612,8.559952594363754e-07,1.1502067910181983e-06,1.3659907023923421e-06,8.559952594363754e-07
1613,7.759151523194825e-07,1.3100172720571988e-06,1.3659907023923421e-06,7.759151523194825e-07
1614,7.759151523194825e-07,1.6396270195530503e-06,1.6956004498881936e-06,7.759151523194825e-07
1615,5.76237555703431e-07,1.6396270195530503e-06,1.096567676281016e-06,5.76237555703431e-07
1616,5.76237555703431e-07,2.000051551931392e-06,1.096567676281016e-06,5.76237555703431e-07
1617,5.76237555703431e-07,1.490258495908035e-06,1.088753817514641e-06,5.76237555703431e-07
1618,3.6747786680280115e-07,1.3878462173774357e-06,7.736466938825158e-07,3.6747786680280115e-07
1619,9.847713857068032e-08,1.1874482522346495e-06,7.736466938825158e-07,9.847713857068032e-08
1620,5.014327939534269e-07,1.3298545127327088e-06,1.1766023492652624e-06,5.014327939534269e-07
1621,5.014327939534269e-07,1.1786627607891984e-06,8.469926017694109e-07,5.014327939534269e-07
1622,5.717812021950002e-07,1.2490111690307719e-06,8.469926017694109e-07,5.717812021950002e-07
1623,5.717812021950002e-07,8.8858663665243e-07,1.655235207311177e-06,5.717812021950002e-07
1624,1.6171065340131463e-06,1.0379188292323046e-06,1.8561490995645208e-06,1.6171065340131463e-06
1625,1.518629395442466e-06,1.0379188292323046e-06,1.65919482242316e-06,1.518629395442466e-06
1626,1.518629395442466e-06,7.003153379108491e-07,1.65919482242316e-06,1.518629395442466e-06
1627,1.1156737400597194e-06,7.176412769435306e-07,1.2562391670404135e-06,1.1156737400597194e-06
1628,1.1811853661518917e-06,6.047349074833619e-07,1.518285671409103e-06,1.1811853661518917e-06
1629,1.2758956456439461e-06,5.343864992417886e-07,1.765873711130033e-06,1.2758956456439461e-06
1630,1.3621446441902663e-06,5.343864992417886e-07,9.576311055882667e-07,1.3621446441902663e-06
1631,3.1681931237212015e-07,1.2352541115693124e-06,6.229945159118091e-07,3.1681931237212015e-07
1632,3.1681931237212015e-07,1.60175864851096e-06,8.062467843826328e-07,3.1681931237212015e-07
1633,3.1681931237212015e-07,1.73885144606954e-06,9.433395819412129e-07,3.1681931237212015e-07
1634,2.4149280924185793e-06,1.4193087654997986e-06,1.4370122341590883e-06,2.4149280924185793e-06
1635,2.514055893243494e-06,1.600756279783257e-06,1.9158431671582676e-06,2.514055893243494e-06
1636,2.696374841499554e-06,1.7744450977781007e-06,2.0156327634270255e-06,2.696374841499554e-06
1637,2.6101258429532337e-06,1.7744450977781007e-06,2.2351131454862686e-06,2.6101258429532337e-06
1638,2.6101258429532337e-06,1.193585441277329e-06,2.4584283632326072e-06,2.6101258429532337e-06
1639,2.92160676248646e-06,1.0606916021060897e-06,5.389985225130138e-06,2.92160676248646e-06
1640,3.1272228722757845e-06,9.235988045475096e-07,5.76693269392438e-06,3.1272228722757845e-06
1641,1.26800244158533e-06,1.043042979225512e-06,5.392704216384507e-06,1.26800244158533e-06
1642,1.2113128491364478e-06,7.960838388498814e-07,4.975676274300765e-06,1.2113128491364478e-06
1643,8.639352131467604e-07,6.223950208550377e-07,4.8089435316407096e-06,8.639352131467604e-07
1644,8.639352131467604e-07,7.140564873355158e-07,4.8644475409024124e-06,8.639352131467604e-07
1645,1.6498045088805417e-06,4.9383316991225e-07,4.67512283616348e-06,1.6498045088805417e-06
1646,1.6405388042325545e-06,2.602224721418419e-07,1.6610521161705298e-06,1.6405388042325545e-06
1647,1.4349226944432303e-06,2.602224721418419e-07,1.1470118498177077e-06,1.4349226944432303e-06
1648,1.4711297597256947e-06,2.3247676900999587e-07,1.2109646182320181e-06,1.4711297597256947e-06
1649,1.4414077002454308e-06,2.3247676900999587e-07,1.1217984397912266e-06,1.4414077002454308e-06
1650,1.5292479734593404e-06,4.520774479845256e-07,1.4681952019860286e-06,1.5292479734593404e-06
1651,1.8732486231393913e-06,5.32416306344073e-07,1.4082112167151145e-06,1.8732486231393913e-06
1652,1.2543935099529335e-06,7.059850629177942e-07,1.594889096980166e-06,1.2543935099529335e-06
1653,1.1783056379499612e-06,8.567366194256465e-07,2.021781142502732e-06,1.1783056379499612e-06
1654,1.3442383825739462e-06,8.982198055816428e-07,2.1047475148147247e-06,1.3442383825739462e-06
1655,1.2434521100398603e-06,1.0970365492214893e-06,1.97945361638371e-06,1.2434521100398603e-06
1656,1.4370683223725273e-06,1.3688805365420973e-06,1.7900776307604765e-06,1.4370683223725273e-06
1657,1.5160546484237005e-06,1.2326931572001091e-06,1.4020581358766191e-06,1.5160546484237005e-06
1658,1.4401321745286362e-06,1.1679241010499806e-06,1.50875152777579e-06,1.4401321745286362e-06
1659,1.8842945337382844e-06,1.0417400671615593e-06,1.592896580859815e-06,1.8842945337382844e-06
1660,1.6581671908560175e-06,1.0513381109181604e-06,1.706664526019657e-06,1.6581671908560175e-06
1661,1.6266052641965092e-06,1.009854924762164e-06,1.7580689716721411e-06,1.6266052641965092e-06
1662,1.6552954207327275e-06,7.193397095761611e-07,1.8217655061952037e-06,1.6552954207327275e-06
1663,1.3834514334121195e-06,6.445806580554095e-07,2.564797918174528e-06,1.3834514334121195e-06
1664,1.609654654138077e-06,6.397733207969785e-07,2.8974115155376367e-06,1.609654654138077e-06
1665,1.5179429461958144e-06,6.648168989288803e-07,2.707992564410233e-06,1.5179429461958144e-06
1666,1.0665599948619535e-06,6.881605340173078e-07,2.6094063270777823e-06,1.0665599948619535e-06
1667,1.228821580363209e-06,5.9271556551721e-07,2.16272182537328e-06,1.228821580363209e-06
1668,1.2257104101211423e-06,6.802219973321501e-07,2.1158574392237436e-06,1.2257104101211423e-06
1669,1.1125733863082132e-06,8.599465469874953e-07,2.113874229183109e-06,1.1125733863082132e-06
1670,1.4604159040183212e-06,7.788091116773492e-07,1.4028328223503195e-06,1.4604159040183212e-06
1671,1.3020472481782365e-06,7.002031493032388e-07,1.009417449690123e-06,1.3020472481782365e-06
1672,1.470089208461494e-06,7.893337112818699e-07,9.017432042972879e-07,1.470089208461494e-06
1673,1.4340099677870706e-06,7.43717135622189e-07,5.821560234510668e-07,1.4340099677870706e-06
1674,1.4669315321823108e-06,7.438735524699171e-07,4.850336990460034e-07,1.4669315321823108e-06
1675,1.541582881665298e-06,7.593226192576757e-07,5.348012653679948e-07,1.541582881665298e-06
1676,1.7952926896214194e-06,6.654910902982789e-07,4.5793140657224285e-07,1.7952926896214194e-06
1677,1.6153811575999758e-06,5.495435898085686e-07,5.485640558942708e-07,1.6153811575999758e-06
1678,1.4803128465246118e-06,6.092993040900703e-07,5.898550991137849e-07,1.4803128465246118e-06
1679,1.2974068031975809e-06,4.571092030606191e-07,6.344698054557998e-07,1.2974068031975809e-06
1680,1.4452213820602213e-06,4.7339023824731286e-07,7.792852362139715e-07,1.4452213820602213e-06
1681,1.6528034783342655e-06,4.978325794776797e-07,8.159487460293999e-07,1.6528034783342655e-06
1682,1.8097910664697077e-06,4.553601797852025e-07,7.99640945712911e-07,1.8097910664697077e-06
1683,1.6868912747928074e-06,5.018705288810972e-07,7.566944353649368e-07,1.6868912747928074e-06
1684,1.6358466073792703e-06,5.018705288810972e-07,6.764281904127399e-07,1.6358466073792703e-06
1685,1.859547061095717e-06,4.825264779486003e-07,5.77122593524239e-07,1.859547061095717e-06
1686,1.8085615027173065e-06,4.961987899930267e-07,5.631656989635303e-07,1.8085615027173065e-06
1687,1.7018329328623492e-06,5.704895004652956e-07,4.595503578944512e-07,1.7018329328623492e-06
1688,1.4388424217161498e-06,4.80986110622845e-07,4.184784298136687e-07,1.4388424217161498e-06
1689,1.1706573478217512e-06,4.520741815180632e-07,4.237969112149845e-07,1.1706573478217512e-06
1690,1.157687969615446e-06,4.0275197526235776e-07,4.653374929830534e-07,1.157687969615446e-06
1691,1.2120640186757164e-06,4.7615013037167433e-07,4.266048583596265e-07,1.2120640186757164e-06
1692,1.3857996594067247e-06,4.830745561028899e-07,4.774031643656989e-07,1.3857996594067247e-06
1693,1.4320388085512344e-06,6.196452955821639e-07,5.161983348703611e-07,1.4320388085512344e-06
1694,1.3647806521735869e-06,4.792304874204742e-07,6.700826499387144e-07,1.3647806521735869e-06
1695,1.3645671482923457e-06,5.257508978015071e-07,6.389267070971982e-07,1.3645671482923457e-06
1696,1.474550929612763e-06,5.099256737496814e-07,7.015933850392944e-07,1.474550929612763e-06
1697,1.5019544110016016e-06,4.7092695914281127e-07,8.878121207089862e-07,1.5019544110016016e-06
1698,1.6625727019865216e-06,4.286426157510245e-07,1.0670479712514082e-06,1.6625727019865216e-06
1699,1.3093087026001221e-06,4.205151477825504e-07,1.1398087817074805e-06,1.3093087026001221e-06
1700,1.3215248080606606e-06,2.400503465846019e-07,1.3447058141277272e-06,1.3215248080606606e-06
1701,1.4076510329427298e-06,2.833321112965288e-07,1.1979552060178581e-06,1.4076510329427298e-06
1702,1.5197781522147125e-06,2.8475234005652184e-07,1.3037202312001942e-06,1.5197781522147125e-06
1703,1.4034105382571788e-06,3.0213002487146567e-07,1.368716701628208e-06,1.4034105382571788e-06
1704,1.2895688753035626e-06,3.1001817392604737e-07,1.2102515175424093e-06,1.2895688753035626e-06
1705,1.1316865067913438e-06,3.7964021463007415e-07,1.1194506360620186e-06,1.1316865067913438e-06
1706,1.2094292206451688e-06,3.7365774119280104e-07,1.2304194975903165e-06,1.2094292206451688e-06
1707,1.1498292207891479e-06,3.589690891203645e-07,1.016536048479923e-06,1.1498292207891479e-06
1708,1.0336818669592113e-06,3.395311084984444e-07,1.0453691905760415e-06,1.0336818669592113e-06
1709,9.142686963059532e-07,3.998156127441429e-07,9.858020949390526e-07,9.142686963059532e-07
1710,9.464441827081568e-07,3.8390700548721466e-07,9.212195258052296e-07,9.464441827081568e-07
1711,1.0190260338406785e-06,3.61013393655542e-07,9.682333370619745e-07,1.0190260338406785e-06
1712,9.645253596447998e-07,3.580483191204361e-07,9.177736209104686e-07,9.645253596447998e-07
1713,9.161059405674418e-07,3.789122493864332e-07,1.0416703487083266e-06,9.161059405674418e-07
1714,1.4480317612911416e-06,3.8332217400238733e-07,1.0906057273781959e-06,1.4480317612911416e-06
1715,1.516378932007813e-06,3.917046050056732e-07,1.047405849671382e-06,1.516378932007813e-06
1716,1.596622748171025e-06,3.631740810305928e-07,1.1074249154522216e-06,1.596622748171025e-06
1717,1.6060214745396349e-06,3.6124186867222565e-07,9.86832308821509e-07,1.6060214745396349e-06
1718,1.6134605565249721e-06,4.173242008472958e-07,9.402001686404609e-07,1.6134605565249721e-06
1719,1.5663965200474195e-06,4.1174161680146426e-07,8.79632293861375e-07,1.5663965200474195e-06
1720,1.592653096135369e-06,4.2107943544676475e-07,6.097352910826106e-07,1.592653096135369e-06
1721,1.2754773430450378e-06,4.3616489518529177e-07,5.370531519182415e-07,1.2754773430450378e-06
1722,1.3405263530330558e-06,4.3364623637996503e-07,6.035447179491322e-07,1.3405263530330558e-06
1723,1.4305909823113844e-06,4.40404082472209e-07,5.89679909726978e-07,1.4305909823113844e-06
1724,1.4592019316036646e-06,5.073141510690351e-07,7.55744051973904e-07,1.4592019316036646e-06
1725,1.4123282799768537e-06,4.5891959692718434e-07,8.257743482025554e-07,1.4123282799768537e-06
1726,1.4420946692033404e-06,3.922813951768538e-07,8.952473373418408e-07,1.4420946692033404e-06
1727,1.3659187386240644e-06,3.6306707735483154e-07,9.028399696424978e-07,1.3659187386240644e-06
1728,1.1649082287996343e-06,3.6462370595862534e-07,9.387129661523172e-07,1.1649082287996343e-06
1729,1.0850585324208493e-06,4.061102499365786e-07,8.956021296009047e-07,1.0850585324208493e-06
1730,9.46139664392831e-07,3.605739737265269e-07,8.312383426657886e-07,9.46139664392831e-07
1731,9.060593941155406e-07,3.062480524412032e-07,6.451687275849898e-07,9.060593941155406e-07
1732,1.0145053823050278e-06,3.3206852581965253e-07,6.118575340354125e-07,1.0145053823050278e-06
1733,1.1019742000176587e-06,3.627166904607293e-07,7.689367700030354e-07,1.1019742000176587e-06
1734,1.4072290274011072e-06,3.904438910597362e-07,8.22947754386405e-07,1.4072290274011072e-06
1735,2.9267166610225104e-06,4.032893059502385e-07,8.356920976179286e-07,2.9267166610225104e-06
1736,2.915895606747654e-06,3.573205812504706e-07,8.720538338431132e-07,2.915895606747654e-06
1737,2.8768201575855656e-06,3.579341612943868e-07,8.650977585083248e-07,2.8768201575855656e-06
1738,3.016500946679506e-06,3.5203446811595184e-07,9.04199639860183e-07,3.016500946679506e-06
1739,2.9022650989775556e-06,3.6052939224516324e-07,1.311520439425554e-06,2.9022650989775556e-06
1740,2.892290995402748e-06,3.492549061385424e-07,1.200887019032442e-06,2.892290995402748e-06
1741,2.653990504443625e-06,3.2890358170334366e-07,1.0780806738759047e-06,2.653990504443625e-06
1742,1.4067883041337024e-06,2.962107369545005e-07,1.312521017585563e-06,1.4067883041337024e-06
1743,1.5854836224856887e-06,2.7549399054091085e-07,1.4403335423399507e-06,1.5854836224856887e-06
1744,1.693025459254776e-06,2.964610672506751e-07,1.6340457469660968e-06,1.693025459254776e-06
1745,1.6431921007356972e-06,3.565442889501875e-07,1.7481471193799995e-06,1.6431921007356972e-06
1746,1.7335128502184359e-06,3.5515580723962816e-07,1.4385284714535373e-06,1.7335128502184359e-06
1747,1.8990277632318403e-06,3.393461988870123e-07,1.470954556128033e-06,1.8990277632318403e-06
1748,1.952766573205216e-06,3.3779379293719103e-07,1.798316134227207e-06,1.952766573205216e-06
1749,1.810088796056724e-06,3.618371075780098e-07,1.637283422236838e-06,1.810088796056724e-06
1750,1.9103972915347967e-06,3.857226309784372e-07,1.7027509946793934e-06,1.9103972915347967e-06
1751,1.9637972335268775e-06,3.5177889401438733e-07,1.572313928071318e-06,1.9637972335268775e-06
1752,2.0479094960787085e-06,3.0871430770470655e-07,1.4756054318760498e-06,2.0479094960787085e-06
1753,2.1861680222303093e-06,2.993748568412359e-07,1.497829227251454e-06,2.1861680222303093e-06
1754,2.4602006273458495e-06,3.079174116952085e-07,1.5992933981578972e-06,2.4602006273458495e-06
1755,2.6787355084577158e-06,3.256799772088925e-07,1.5095457927470437e-06,2.6787355084577158e-06
1756,2.8175919136888946e-06,3.5808487552912993e-07,1.5842154052084619e-06,2.8175919136888946e-06
1757,2.952102801957933e-06,3.722978862340044e-07,1.5712868730588525e-06,2.952102801957933e-06
1758,3.1296018343190165e-06,3.8725096374037093e-07,1.8351533737716506e-06,3.1296018343190165e-06
1759,3.254662975190773e-06,3.7957421739065467e-07,2.2586682786953005e-06,3.254662975190773e-06
1760,3.4177190367959805e-06,3.80433430028201e-07,2.5566367217574485e-06,3.4177190367959805e-06
1761,3.6006158227662255e-06,4.177171380855985e-07,3.2408345467566894e-06,3.6006158227662255e-06
1762,3.773990848847981e-06,4.162517472293205e-07,5.340505189061722e-06,3.773990848847981e-06
1763,4.026794288490367e-06,4.052609097828151e-07,6.726082769351446e-06,4.026794288490367e-06
1764,4.118571951039485e-06,3.804283912651434e-07,7.86017218550634e-06,4.118571951039485e-06
1765,4.245023546900484e-06,4.01765189751911e-07,8.21924462408268e-06,4.245023546900484e-06
1766,4.392142825184107e-06,4.4187812672394753e-07,8.312860342942128e-06,4.392142825184107e-06
1767,4.426063307099477e-06,4.1011170789520944e-07,8.062409766093229e-06,4.426063307099477e-06
1768,4.412494815499356e-06,4.0490891097176374e-07,7.5955904971384114e-06,4.412494815499356e-06
1769,4.355512178985269e-06,3.9122232310871497e-07,5.816980709434054e-06,4.355512178985269e-06
1770,4.296366114431294e-06,3.6638220381389276e-07,5.1420497584331315e-06,4.296366114431294e-06
1771,4.357416725854689e-06,3.8477281602159306e-07,4.028755353959111e-06,4.357416725854689e-06
1772,4.355781259489179e-06,3.9637620627023094e-07,3.7445207843640153e-06,4.355781259489179e-06
1773,4.255745742349453e-06,3.716675495622569e-07,3.5736914339525228e-06,4.255745742349453e-06
1774,4.710466068250493e-06,3.8498193686921566e-07,3.95995110531138e-06,4.710466068250493e-06
1775,4.482301262344533e-06,3.7012950266606434e-07,4.035495749121765e-06,4.482301262344533e-06
1776,4.516507488006027e-06,4.224148020577039e-07,3.884968204407155e-06,4.516507488006027e-06
1777,4.774590966657602e-06,4.2005881287618e-07,3.3306697397555193e-06,4.774590966657602e-06
1778,4.576358216062155e-06,4.846594703979333e-07,3.6142915048133417e-06,4.576358216062155e-06
1779,4.516219210667519e-06,4.671318671561104e-07,3.6492746663238255e-06,4.516219210667519e-06
1780,4.591982328098051e-06,5.002892018118083e-07,4.217238321351553e-06,4.591982328098051e-06
1781,4.1865645406297906e-06,5.263804000930707e-07,4.035269155013209e-06,4.1865645406297906e-06
1782,4.081525016122864e-06,5.427137109238953e-07,3.966884378314717e-06,4.081525016122864e-06
1783,4.114385384517456e-06,5.108441476815122e-07,4.091824264053555e-06,4.114385384517456e-06
1784,3.871943265819157e-06,5.469680510421833e-07,4.722749606246777e-06,3.871943265819157e-06
1785,3.938893769372953e-06,4.49324667377888e-07,4.469514351512771e-06,3.938893769372953e-06
1786,4.410899854130028e-06,4.5473061455985384e-07,4.608820518114953e-06,4.410899854130028e-06
1787,4.473915818640048e-06,4.315820782656894e-07,4.329260946178692e-06,4.473915818640048e-06
1788,4.559893081282748e-06,4.3328527762501577e-07,4.701697142601395e-06,4.559893081282748e-06
1789,4.911915961461741e-06,4.1558257229163633e-07,5.0944897144030876e-06,4.911915961461741e-06
1790,5.000784247905747e-06,4.342779829715125e-07,6.080546784557685e-06,5.000784247905747e-06
1791,5.076466810091265e-06,4.2714306200001116e-07,6.030003370532151e-06,5.076466810091265e-06
1792,5.1775872244823925e-06,4.562246057763072e-07,6.292422248017309e-06,5.1775872244823925e-06
1793,4.780333386276782e-06,5.023343630585129e-07,6.2414694964120694e-06,4.780333386276782e-06
1794,4.9863814248445645e-06,5.124771616595223e-07,6.570344729490378e-06,4.9863814248445645e-06
1795,4.918953956283596e-06,5.2320457046205e-07,6.222992234532805e-06,4.918953956283596e-06
1796,5.153594494393994e-06,5.303712141215198e-07,5.951506701811533e-06,5.153594494393994e-06
1797,5.088407111283491e-06,5.155094210554775e-07,5.506206662175828e-06,5.088407111283491e-06
1798,5.016546310798731e-06,5.13345798123867e-07,5.186175290613651e-06,5.016546310798731e-06
1799,4.867555877094024e-06,5.306508309591404e-07,5.33806116566536e-06,4.867555877094024e-06
1800,4.837720877860972e-06,5.07489102931556e-07,5.400286064676558e-06,4.837720877860972e-06
