ngram,entertainment,entertinment,enterainment,enterntainment
1928,1.0547678747181116e-05,1.4316677407081154e-10,1.3005129671585435e-09,4.897497486920445e-11
1929,1.058655340914681e-05,1.695870725594771e-10,1.2624208979770758e-09,4.897497486920445e-11
1930,1.0609053268646157e-05,1.4503362796450655e-10,1.0740151863102604e-09,2.4421530274233915e-11
1931,1.0522068675657334e-05,1.4865658704010798e-10,1.2422821263743548e-09,0.0
1932,1.0533986694229367e-05,1.7229983313120963e-10,1.0371497708280435e-09,0.0
1933,1.0662815969096431e-05,2.418013091341566e-10,1.061293711642922e-09,0.0
1934,1.0738859080967294e-05,2.6426918391703984e-10,1.2169458060310286e-09,0.0
1935,1.0777842622441572e-05,2.1865021103208348e-10,1.3028993756896462e-09,0.0
1936,1.0829100964266608e-05,1.6807861650100112e-10,1.2847015197690682e-09,0.0
1937,1.0883207063930708e-05,1.905210334734215e-10,1.6069828404471513e-09,0.0
1938,1.0836536213381415e-05,1.81559515437841e-10,1.5967182258919926e-09,0.0
1939,1.0752211112828394e-05,1.8281029467992482e-10,1.849410822897722e-09,0.0
1940,1.0432770717930648e-05,2.1648186814588703e-10,1.9915076571968323e-09,0.0
1941,1.0266117767189695e-05,2.767497005372123e-10,1.947632436280092e-09,0.0
1942,1.0114051552331407e-05,3.016577464011659e-10,2.0714360385706445e-09,0.0
1943,1.0049089983762574e-05,3.016577464011659e-10,2.1838615994949707e-09,0.0
