ngram,thanks,thnks,thaks,thankss
1911,2.031502793085695e-05,2.1168015158184213e-10,3.6442703914087357e-10,5.515129424577785e-11
1912,1.9960738687327e-05,2.39675611698623e-10,3.93255254749203e-10,5.515129424577785e-11
1913,1.9426158749930827e-05,2.9565021760134616e-10,3.622252825067182e-10,5.515129424577785e-11
1914,1.8918985266022253e-05,3.1026670716765333e-10,3.1827476071333294e-10,5.515129424577785e-11
1915,1.8654636213406256e-05,3.580828748596586e-10,1.5579558377514553e-10,1.3977931907176761e-11
1916,1.8333607970687028e-05,3.3179170918654476e-10,1.295044181020317e-10,1.3977931907176761e-11
1917,1.8143977285944857e-05,3.599150233798579e-10,1.4366199698111005e-10,4.190940055310526e-11
1918,1.7827866031439044e-05,2.7725435538686737e-10,2.0279218185656082e-10,5.6691946771967954e-11
1919,1.7737622589005957e-05,2.6242352636168016e-10,2.449926967645106e-10,5.6691946771967954e-11
1920,1.793151672505441e-05,2.141355892207716e-10,2.9139600653062455e-10,7.989360165502494e-11
1921,1.7999042029259726e-05,1.9951909965446442e-10,4.6006565620640826e-10,1.361168182136195e-10
1922,1.7995274382493725e-05,1.5170293196245917e-10,5.407321178120737e-10,1.361168182136195e-10
1923,1.8016002806169646e-05,1.366510694283158e-10,5.256802552779303e-10,1.361168182136195e-10
1924,1.808716193149199e-05,1.191753957423864e-10,5.465918471804696e-10,1.0818534956769099e-10
1925,1.8195414668298326e-05,1.2204502884495738e-10,4.77560284967942e-10,1.0243004658746661e-10
1926,1.8312415964568834e-05,1.3947946171060417e-10,8.42067859885276e-10,1.711989339974502e-10
1927,1.8262866173504983e-05,1.3901618546783923e-10,8.411413073997462e-10,1.479972791143932e-10
1928,1.833641493119233e-05,1.3901618546783923e-10,6.724716577239625e-10,1.1458354899827685e-10
1929,1.8424938908927807e-05,1.3901618546783923e-10,6.011522708198364e-10,1.3986934626381801e-10
1930,1.836919104139919e-05,1.9347097138641293e-10,6.011522708198364e-10,2.2155152315913743e-10
1931,1.8338303302048837e-05,3.5268050384879805e-10,6.047752298954379e-10,2.2155152315913743e-10
1932,1.8247725945132386e-05,3.7759989183047283e-10,6.533378639682143e-10,2.22189594104424e-10
1933,1.8079055994998532e-05,4.0125544157173666e-10,2.409687172022501e-10,1.534207066944404e-10
1934,1.7917274038024645e-05,3.7851706293144463e-10,2.628955822877746e-10,1.7588858147732367e-10
1935,1.77407891897019e-05,3.7851706293144463e-10,3.073402484890916e-10,1.5307909503484548e-10
1936,1.7451607553604325e-05,3.994544952748821e-10,3.4486674627132174e-10,1.277932977693043e-10
1937,1.7124712030636147e-05,3.449997093563084e-10,4.121940011536651e-10,4.61111208739849e-11
1938,1.6678696088742333e-05,1.6136864661968938e-10,3.5972798152959587e-10,4.61111208739849e-11
1939,1.6471914412769756e-05,9.043890834638444e-11,3.1494304783156023e-10,2.2467874782883257e-11
1940,1.6216063678647125e-05,4.6730694710664775e-11,3.433624138983658e-10,2.2467874782883257e-11
1941,1.6219456093884738e-05,1.0188783547019194e-10,2.7595879153225715e-10,2.7578570379763587e-11
1942,1.6099442291306332e-05,1.0188783547019194e-10,2.3151412533094018e-10,2.7578570379763587e-11
1943,1.616624571657407e-05,1.0240372835415964e-10,1.9015515551057405e-10,2.7578570379763587e-11
1944,1.6206836724969825e-05,1.0240372835415964e-10,1.2282790062823068e-10,2.7578570379763587e-11
1945,1.640337956944547e-05,1.7748141052058893e-10,1.41597321169838e-10,2.7578570379763587e-11
1946,1.6315133117521846e-05,1.9402951467739626e-10,1.414535829738891e-10,2.7578570379763587e-11
1947,1.654536780344123e-05,1.8479322833846775e-10,8.986705823943453e-11,2.7578570379763587e-11
1948,1.6504189261468127e-05,1.6383608755380204e-10,8.986705823943453e-11,1.709999998743074e-11
1949,1.6665685377250027e-05,1.8084224990515858e-10,1.7489786603113496e-10,1.709999998743074e-11
1950,1.6746333390723782e-05,1.593889246777534e-10,1.7036451614517644e-10,1.709999998743074e-11
1951,1.6921344078062767e-05,1.593889246777534e-10,3.855027884215799e-10,3.364909838860746e-11
1952,1.7031855220141422e-05,1.313630890572729e-10,4.137852144259213e-10,4.933304756768056e-11
1953,1.7354802496681388e-05,1.6188269574041973e-10,3.7983013857172716e-10,6.502228418390845e-11
1954,1.7269393148516038e-05,1.5984167560973665e-10,4.088620503669585e-10,6.502228418390845e-11
1955,1.7379973672047656e-05,1.2564167563487517e-10,5.248160665969972e-10,6.241653622523252e-11
1956,1.724494749006616e-05,1.3557152424491037e-10,5.60997307140289e-10,6.241653622523252e-11
1957,1.7144046069006436e-05,1.9929015382391668e-10,6.715145909568549e-10,6.241653622523252e-11
1958,1.702949729016317e-05,2.230937696483843e-10,5.51590781978322e-10,4.586743782405581e-11
1959,1.68745760415082e-05,1.7604192310243556e-10,5.7230257140471e-10,4.1477427643281977e-11
1960,1.662707680744851e-05,1.5014993415274347e-10,6.83667670095137e-10,3.637605197218516e-11
1961,1.6562714725815958e-05,1.4688954715267955e-10,7.334247415740386e-10,3.637605197218516e-11
1962,1.6374524420825765e-05,1.4688954715267955e-10,6.990847741964298e-10,2.1881799943430328e-11
1963,1.630812325207184e-05,1.2985739269602955e-10,6.769112889263137e-10,3.178565644817206e-11
1964,1.614073465004497e-05,8.412538324683742e-11,7.11353618866793e-10,3.178565644817206e-11
1965,1.6185462300200015e-05,1.0439717741077864e-10,7.131050511992904e-10,3.178565644817206e-11
1966,1.6215829548725325e-05,1.8353481829563075e-10,7.50858272383478e-10,2.0491717449872785e-11
1967,1.6166771404511693e-05,1.7120377536285402e-10,7.299400845666477e-10,9.90385650474173e-12
1968,1.5992379043642097e-05,1.7766128944980101e-10,7.662861377179451e-10,1.8760397996991126e-11
1969,1.5724775299271903e-05,2.315226016854791e-10,7.475102877955006e-10,3.6714169403064185e-11
1970,1.5395395946273182e-05,2.4792727196639875e-10,7.186277961590548e-10,2.681031289832246e-11
1971,1.5144375798367296e-05,3.104987596401289e-10,6.194045118082922e-10,2.681031289832246e-11
1972,1.4716583401812905e-05,2.838142399668493e-10,6.267839580686996e-10,3.550575805588707e-11
1973,1.426041762897512e-05,2.2118479270361036e-10,5.955539712181641e-10,4.3759854866693666e-11
1974,1.3921686721524956e-05,2.449301257843674e-10,5.95335360374451e-10,5.190735787625427e-11
1975,1.366215954996213e-05,2.7587404186465593e-10,6.504998286059407e-10,4.3050816384004875e-11
1976,1.3512315230660274e-05,2.541584542032587e-10,6.921352340467329e-10,3.313347612150202e-11
1977,1.3460800021545896e-05,2.6798198382582683e-10,6.621112190265319e-10,4.918629789177739e-11
1978,1.3479487149327594e-05,2.44543375628657e-10,6.973740553282783e-10,4.918629789177739e-11
1979,1.3568817459080102e-05,2.759186906731159e-10,6.499226196903557e-10,4.861855362747747e-11
1980,1.3725345265161845e-05,2.8292098029427034e-10,6.696776823554375e-10,4.8201284233836563e-11
1981,1.3927519960686499e-05,2.579607668346766e-10,6.171687367511375e-10,4.7683579802924674e-11
1982,1.4172464554056724e-05,2.389497478851231e-10,6.099221207454621e-10,4.7683579802924674e-11
1983,1.4423604755263244e-05,2.956340935944546e-10,5.424610443378291e-10,3.964714865935446e-11
1984,1.462450628813323e-05,2.7755381822234884e-10,5.464325500018471e-10,2.3594326889079096e-11
1985,1.4879118030616415e-05,2.204343186159744e-10,5.063860085220893e-10,3.082840183529381e-11
1986,1.5058034477988258e-05,1.9930233356525917e-10,5.116690959816594e-10,2.2700700942029125e-11
1987,1.5280297312918784e-05,2.359790587142767e-10,4.443770331866556e-10,1.4863873524863435e-11
1988,1.549972798134799e-05,2.5607489938041436e-10,4.672139520505475e-10,2.1096894568607892e-11
1989,1.5679506629697115e-05,2.4638495410567174e-10,4.1059325185864385e-10,2.7748906347316702e-11
1990,1.5851690347647362e-05,1.7086980838180007e-10,4.201829618371329e-10,3.440636862718703e-11
1991,1.610948103396887e-05,1.6195656423110905e-10,4.1549500942991303e-10,4.0975637069903417e-11
1992,1.628922655072529e-05,1.7468125656267778e-10,3.9579648487236037e-10,4.010390828947306e-11
1993,1.665023436154505e-05,1.7925383300714566e-10,3.7226764726394634e-10,4.010390828947306e-11
1994,1.6962551204155068e-05,1.2556975449519647e-10,4.300584689951949e-10,4.010390828947306e-11
1995,1.7289185312360394e-05,1.0423124664958396e-10,4.0491001028288206e-10,2.624108866707989e-11
1996,1.778270909978476e-05,1.0948336879947261e-10,3.2368597881392095e-10,1.9589076888371082e-11
1997,1.8406922598452574e-05,1.2493106747525828e-10,4.036392767644717e-10,2.4436663506203058e-11
1998,1.893536292690052e-05,1.1757031806447493e-10,4.220015408546678e-10,4.0978544962084435e-11
1999,1.955743287648407e-05,1.6992455607283448e-10,4.4890639618243103e-10,5.6309175576276156e-11
2000,2.016368905190445e-05,1.4810261796711314e-10,4.5699010448834494e-10,6.150160490008588e-11
2001,2.0907511238224936e-05,2.1766043927546567e-10,3.825908726733702e-10,6.65723349462561e-11
2002,2.1651854435081725e-05,2.488531835955131e-10,3.583365915501727e-10,8.267799639360973e-11
2003,2.234544600859018e-05,2.339613012254065e-10,3.537609838003394e-10,8.267799639360973e-11
2004,2.2953025628729457e-05,2.657572282278269e-10,2.423450854676419e-10,7.117294749590743e-11
2005,2.369953784052216e-05,3.196025646515618e-10,4.3796548233292805e-10,6.296757857190575e-11
2006,2.458375976337785e-05,2.8025649459869785e-10,3.883262689582548e-10,5.15677461050095e-11
2007,2.5534119621235213e-05,3.128089245962862e-10,3.5769588779028487e-10,5.174247786185074e-11
2008,2.654745315209896e-05,2.896587682012429e-10,3.8459198326012967e-10,4.6671747815680526e-11
2009,2.7291541690439252e-05,3.1430908173765305e-10,3.9093864653442067e-10,3.05660863683269e-11
2010,2.7875452100748328e-05,3.6130735308376975e-10,4.562779142609179e-10,4.284777493130625e-11
2011,2.9007499376478207e-05,3.7038475857770996e-10,4.550654674513004e-10,5.6774965681175413e-11
2012,2.9951137808633837e-05,3.4814063933273434e-10,2.23026626928429e-10,6.322861480421795e-11
2013,3.046317345121809e-05,3.4916289304298687e-10,2.2363997756854762e-10,5.29354704911381e-11
2014,3.103792369074654e-05,4.101406079838808e-10,2.231257440714935e-10,5.276405949066516e-11
2015,3.120668900789626e-05,4.006751835079163e-10,2.5125624200253837e-10,5.819473078031276e-11
2016,3.168135221390652e-05,3.822543948039936e-10,2.305837802442566e-10,5.819473078031276e-11
2017,3.219834252377041e-05,3.790964903105376e-10,1.6871395715674828e-10,5.356521592022231e-11
2018,3.204219829058275e-05,3.5742545034800344e-10,1.829586815382811e-10,4.478019205444994e-11
2019,3.1948905416356865e-05,3.813685547915391e-10,1.913193492519838e-10,1.8596237397194848e-11
