ngram,device,devie,devce,deivce
1593,3.215294132782479e-05,0.0,0.0,0.0
1594,1.7952862858042602e-05,0.0,0.0,0.0
1595,1.953734243085949e-05,0.0,0.0,0.0
1596,1.734400838618707e-05,0.0,0.0,0.0
1597,1.6510527107779387e-05,0.0,0.0,0.0
1598,1.1749248934782891e-05,0.0,0.0,0.0
1599,8.882301114811395e-06,0.0,0.0,0.0
1600,6.1824514107554156e-06,0.0,0.0,0.0
1601,7.019131414511191e-06,0.0,0.0,0.0
1602,1.1759993900081359e-05,0.0,0.0,0.0
1603,1.1751267558273476e-05,0.0,0.0,0.0
1604,1.4941112405202667e-05,0.0,0.0,0.0
1605,1.4275859907034569e-05,0.0,0.0,0.0
1606,1.4398189088231967e-05,0.0,0.0,0.0
1607,1.3972164749377822e-05,0.0,0.0,0.0
1608,1.399828712627433e-05,0.0,0.0,0.0
1609,7.00343925278243e-06,0.0,0.0,0.0
1610,6.591329143442895e-06,0.0,0.0,0.0
1611,5.13300636027582e-06,0.0,0.0,0.0
1612,4.165201224688124e-06,0.0,0.0,0.0
1613,4.7240133166529375e-06,0.0,0.0,0.0
1614,4.7240133166529375e-06,0.0,0.0,0.0
1615,4.66877749464142e-06,0.0,0.0,0.0
1616,5.750051059294492e-06,0.0,0.0,0.0
1617,5.873592393917144e-06,0.0,0.0,0.0
1618,4.892854893309309e-06,0.0,0.0,0.0
1619,5.524130163589039e-06,0.0,0.0,0.0
1620,7.646506211196019e-06,0.0,0.0,0.0
1621,7.82492420674836e-06,0.0,0.0,0.0
1622,1.012916645290066e-05,0.0,0.0,0.0
1623,9.047892888247588e-06,0.0,0.0,0.0
1624,9.521680323944435e-06,0.0,0.0,0.0
1625,8.044523204781789e-06,0.0,0.0,0.0
1626,7.373869022688138e-06,0.0,0.0,0.0
1627,4.931754590740768e-06,0.0,0.0,0.0
1628,7.046243419089089e-06,6.55116260921724e-08,0.0,0.0
1629,4.91964094960297e-06,6.55116260921724e-08,0.0,0.0
1630,5.69588194464034e-06,6.55116260921724e-08,0.0,0.0
1631,6.62891274519747e-06,6.55116260921724e-08,0.0,0.0
1632,8.186557027199473e-06,6.55116260921724e-08,0.0,0.0
1633,9.053677591249912e-06,6.55116260921724e-08,0.0,0.0
1634,1.0425635991850868e-05,6.55116260921724e-08,0.0,0.0
1635,9.696803707421558e-06,0.0,0.0,0.0
1636,8.984245076654978e-06,0.0,0.0,0.0
1637,8.7201249568482e-06,0.0,0.0,0.0
1638,8.334461004519003e-06,0.0,0.0,0.0
1639,7.94487011392318e-06,0.0,0.0,0.0
1640,7.773400219386012e-06,0.0,0.0,0.0
1641,6.45962657992121e-06,0.0,0.0,0.0
1642,5.219401535733985e-06,0.0,0.0,0.0
1643,5.514715115038728e-06,0.0,0.0,0.0
1644,5.644224497050995e-06,0.0,0.0,0.0
1645,6.120384341556928e-06,4.9116830983361326e-08,0.0,0.0
1646,6.06045344803923e-06,4.9116830983361326e-08,0.0,0.0
1647,5.863499836777919e-06,4.9116830983361326e-08,0.0,0.0
1648,5.784493396276957e-06,4.9116830983361326e-08,0.0,0.0
1649,1.0232538085931861e-05,4.9116830983361326e-08,0.0,0.0
1650,1.0734758006947231e-05,4.9116830983361326e-08,0.0,0.0
1651,1.1340130088553582e-05,4.9116830983361326e-08,0.0,0.0
1652,1.7123570257483933e-05,0.0,0.0,0.0
1653,1.6392326642744592e-05,0.0,0.0,0.0
1654,1.7240368801399848e-05,0.0,0.0,0.0
1655,1.7188597764418644e-05,0.0,0.0,0.0
1656,1.2869776875439648e-05,0.0,0.0,0.0
1657,1.1937007846946862e-05,0.0,0.0,0.0
1658,1.2512937051464437e-05,0.0,0.0,0.0
1659,7.038672590299809e-06,0.0,0.0,0.0
1660,7.383366924581683e-06,0.0,0.0,0.0
1661,7.150714022178103e-06,0.0,0.0,0.0
1662,7.0281917357663455e-06,0.0,0.0,0.0
1663,7.232068225805831e-06,0.0,0.0,0.0
1664,7.859876404836541e-06,0.0,0.0,0.0
1665,7.800609572378952e-06,0.0,0.0,0.0
1666,6.469804377827261e-06,0.0,0.0,0.0
1667,8.117250217765104e-06,0.0,0.0,0.0
1668,8.0861386127903e-06,0.0,0.0,0.0
1669,8.550791855148937e-06,0.0,0.0,0.0
1670,8.898720417554224e-06,0.0,0.0,0.0
1671,8.658661110010663e-06,0.0,0.0,0.0
1672,7.68221564482831e-06,0.0,0.0,0.0
1673,8.047961598224771e-06,0.0,0.0,0.0
1674,6.980163496856611e-06,0.0,0.0,0.0
1675,6.18234448016405e-06,0.0,0.0,0.0
1676,6.292422377945124e-06,0.0,0.0,0.0
1677,5.791336986606309e-06,0.0,0.0,0.0
1678,5.727655596794128e-06,0.0,0.0,0.0
1679,5.955594198374976e-06,0.0,0.0,0.0
1680,5.660393656268882e-06,0.0,0.0,0.0
1681,5.410837534977223e-06,0.0,0.0,0.0
1682,5.601696167494603e-06,0.0,0.0,0.0
1683,5.272379472184444e-06,0.0,0.0,0.0
1684,5.382239675912258e-06,0.0,0.0,0.0
1685,5.2320834648916e-06,0.0,0.0,0.0
1686,4.880026576107152e-06,0.0,0.0,0.0
1687,4.539855906062128e-06,0.0,0.0,0.0
1688,3.860923698084662e-06,0.0,0.0,0.0
1689,3.407856914756329e-06,0.0,0.0,0.0
1690,3.542892743878058e-06,0.0,0.0,0.0
1691,3.1005019504196492e-06,0.0,0.0,0.0
1692,2.8562720899572014e-06,0.0,0.0,0.0
1693,2.6320878500233188e-06,0.0,0.0,0.0
1694,2.570728189052066e-06,0.0,0.0,0.0
1695,2.6476928789114548e-06,0.0,0.0,0.0
1696,2.6942964755757463e-06,0.0,0.0,0.0
1697,3.440285533023208e-06,7.347074821544603e-09,0.0,0.0
1698,3.9224131894245924e-06,1.7718345394054528e-08,0.0,0.0
1699,3.6507518400087846e-06,1.7718345394054528e-08,0.0,0.0
1700,3.5757750132298886e-06,1.7718345394054528e-08,0.0,0.0
1701,3.578203217914831e-06,1.7718345394054528e-08,0.0,0.0
1702,3.5719568083030547e-06,1.7718345394054528e-08,0.0,0.0
1703,3.5598552991749396e-06,1.7718345394054528e-08,0.0,0.0
1704,2.3830846284259418e-06,1.0371270572509924e-08,0.0,0.0
1705,1.9036928944972585e-06,0.0,0.0,0.0
1706,2.3267666620085947e-06,2.215076579302279e-08,0.0,0.0
1707,2.193723373368682e-06,2.215076579302279e-08,0.0,0.0
1708,2.0580962590039623e-06,2.215076579302279e-08,0.0,0.0
1709,1.8791957115484235e-06,2.215076579302279e-08,0.0,0.0
1710,1.9364247236808296e-06,2.215076579302279e-08,0.0,0.0
1711,1.857634288171539e-06,2.215076579302279e-08,0.0,0.0
1712,1.8791775541363416e-06,2.215076579302279e-08,0.0,0.0
1713,1.7256749548063714e-06,0.0,0.0,0.0
1714,2.375366518338394e-06,0.0,0.0,0.0
1715,2.3648702592384197e-06,0.0,0.0,0.0
1716,2.3659686527415554e-06,0.0,0.0,0.0
1717,2.266193169881652e-06,0.0,0.0,0.0
1718,2.684005908447164e-06,0.0,7.741756442263587e-09,0.0
1719,2.6267466393749473e-06,0.0,7.741756442263587e-09,0.0
1720,2.7973311733018946e-06,0.0,7.741756442263587e-09,0.0
1721,2.3372257942355645e-06,0.0,7.741756442263587e-09,0.0
1722,2.8540696023680667e-06,0.0,7.741756442263587e-09,0.0
1723,2.940405888044292e-06,0.0,7.741756442263587e-09,0.0
1724,2.848524819195778e-06,0.0,7.741756442263587e-09,0.0
1725,3.282989398810189e-06,0.0,0.0,0.0
1726,3.3682695500049576e-06,0.0,0.0,0.0
1727,3.166925093215208e-06,0.0,0.0,0.0
1728,2.9732269045520558e-06,0.0,0.0,0.0
1729,2.4401608129664965e-06,0.0,0.0,0.0
1730,2.808300686345839e-06,0.0,0.0,0.0
1731,2.850725495915997e-06,0.0,0.0,0.0
1732,2.137521546176556e-06,0.0,0.0,0.0
1733,2.1247022021140893e-06,0.0,0.0,0.0
1734,2.162972342440688e-06,0.0,0.0,0.0
1735,2.1819309381498897e-06,0.0,0.0,0.0
1736,2.183853837323113e-06,0.0,0.0,0.0
1737,1.7405940541591138e-06,0.0,0.0,0.0
1738,1.9244606538190316e-06,0.0,0.0,0.0
1739,1.8273959361587394e-06,0.0,0.0,0.0
1740,1.968554922119178e-06,0.0,0.0,0.0
1741,2.0182621532122928e-06,0.0,0.0,0.0
1742,2.2954634703507637e-06,0.0,0.0,0.0
1743,2.5415785265587535e-06,0.0,0.0,0.0
1744,3.1128848344711254e-06,0.0,0.0,0.0
1745,3.0432167282664783e-06,0.0,0.0,0.0
1746,3.68243094531603e-06,0.0,0.0,0.0
1747,3.550963908440151e-06,0.0,0.0,0.0
1748,3.37373925114142e-06,0.0,0.0,0.0
1749,3.108469318898902e-06,0.0,0.0,0.0
1750,3.2436187374124918e-06,0.0,0.0,0.0
1751,2.92367980949036e-06,0.0,0.0,0.0
1752,3.0822434220161606e-06,0.0,0.0,0.0
1753,3.634044511662588e-06,0.0,0.0,0.0
1754,3.924065838743575e-06,0.0,0.0,0.0
1755,4.2102426992382135e-06,3.85330776810276e-09,0.0,0.0
1756,4.347179291081764e-06,3.85330776810276e-09,0.0,0.0
1757,4.7357089637703865e-06,3.85330776810276e-09,0.0,0.0
1758,4.760626520042674e-06,3.85330776810276e-09,0.0,0.0
1759,4.988554662434451e-06,1.428969247691774e-08,0.0,0.0
1760,4.292408838019972e-06,1.428969247691774e-08,0.0,0.0
1761,4.525804537739272e-06,1.706525993532588e-08,0.0,0.0
1762,5.244325166131603e-06,1.321195216722312e-08,0.0,0.0
1763,5.511125177041062e-06,1.321195216722312e-08,0.0,0.0
1764,5.499584533806358e-06,1.321195216722312e-08,0.0,0.0
1765,5.609601365514598e-06,1.321195216722312e-08,0.0,0.0
1766,5.566844395486571e-06,2.7755674584081393e-09,0.0,0.0
1767,5.5609580158488825e-06,2.7755674584081393e-09,0.0,0.0
1768,5.6512740229663905e-06,0.0,0.0,0.0
1769,4.963384071743349e-06,0.0,0.0,0.0
1770,5.123605530700713e-06,0.0,0.0,0.0
1771,5.05279662580246e-06,0.0,0.0,0.0
1772,5.217359427790923e-06,0.0,0.0,0.0
1773,5.083395600585001e-06,0.0,0.0,0.0
1774,5.209755402445028e-06,0.0,0.0,0.0
1775,5.450179677219629e-06,0.0,0.0,0.0
1776,5.6830978272565905e-06,2.712369503602271e-09,0.0,0.0
1777,5.885700829821872e-06,2.712369503602271e-09,0.0,0.0
1778,5.6942990340758115e-06,2.712369503602271e-09,0.0,0.0
1779,5.7913378961010106e-06,2.712369503602271e-09,0.0,0.0
1780,5.720985525061094e-06,2.712369503602271e-09,0.0,0.0
1781,5.750064149521807e-06,2.712369503602271e-09,0.0,0.0
1782,6.1969558698495216e-06,2.712369503602271e-09,0.0,0.0
1783,6.134604291219148e-06,0.0,0.0,0.0
1784,5.8310850558232886e-06,0.0,0.0,0.0
1785,5.930297090474466e-06,0.0,0.0,0.0
1786,5.844430071582403e-06,0.0,0.0,0.0
1787,6.200168627401581e-06,0.0,0.0,0.0
1788,6.022389633082119e-06,0.0,0.0,0.0
1789,5.097721961127328e-06,0.0,0.0,0.0
1790,5.089119310598887e-06,0.0,0.0,0.0
1791,4.887494761922946e-06,2.71491558123671e-08,0.0,0.0
1792,4.903511158512888e-06,2.71491558123671e-08,0.0,0.0
1793,6.778142408490696e-06,2.71491558123671e-08,0.0,0.0
1794,6.8349795908164064e-06,2.71491558123671e-08,0.0,0.0
1795,6.789536363222786e-06,2.71491558123671e-08,0.0,0.0
1796,6.8033360613688795e-06,2.71491558123671e-08,0.0,9.481616127158888e-10
1797,6.7217790079407024e-06,3.05506977176557e-08,0.0,9.481616127158888e-10
1798,6.892445916102068e-06,4.558855261547836e-09,0.0,9.481616127158888e-10
1799,6.721833869960392e-06,4.558855261547836e-09,0.0,9.481616127158888e-10
1800,4.646791824468112e-06,4.558855261547836e-09,0.0,9.481616127158888e-10
1801,4.631094270735048e-06,7.344898150003181e-09,0.0,9.481616127158888e-10
1802,4.777306328053653e-06,7.344898150003181e-09,0.0,9.481616127158888e-10
1803,4.9508241448035865e-06,7.344898150003181e-09,0.0,0.0
1804,5.183701757362412e-06,4.858588896285352e-09,3.0507755052358986e-10,0.0
1805,5.3108884198341655e-06,3.960953041749958e-09,3.0507755052358986e-10,0.0
1806,5.572347163251834e-06,1.301020708626461e-08,5.636276524865837e-10,0.0
1807,5.876607247046195e-06,1.301020708626461e-08,5.636276524865837e-10,0.0
1808,5.8376329304467485e-06,1.0224164197809266e-08,5.636276524865837e-10,0.0
1809,5.861244127507754e-06,1.6918382203126977e-08,5.636276524865837e-10,0.0
1810,5.7490119615977164e-06,1.8008070415806036e-08,5.636276524865837e-10,0.0
1811,5.763539580324764e-06,1.7092837764235265e-08,2.5855010196299387e-10,0.0
1812,5.733376578323909e-06,1.7071868522019632e-08,2.5855010196299387e-10,0.0
1813,5.871511218304347e-06,8.410573285441307e-09,0.0,0.0
1814,6.024745809034877e-06,1.008223837750677e-08,0.0,0.0
1815,5.899170316427314e-06,1.0661660475110222e-08,0.0,0.0
1816,6.132099185508975e-06,4.537960642179785e-09,0.0,0.0
1817,6.148671997964682e-06,3.962315142658213e-09,0.0,0.0
1818,6.223344631247788e-06,3.962315142658213e-09,0.0,0.0
1819,6.392453932286506e-06,4.324796647787415e-09,0.0,0.0
1820,6.25617550602848e-06,5.263410215608896e-09,0.0,0.0
1821,6.028188441372809e-06,3.5917451235434328e-09,0.0,0.0
1822,6.151808910155003e-06,3.0123230259399794e-09,0.0,0.0
1823,6.054595165291435e-06,3.003655927155283e-09,0.0,1.4046276840064464e-10
1824,6.213624991297755e-06,3.964933397477515e-09,0.0,2.74582785080619e-10
1825,6.126600640397685e-06,4.471400614848773e-09,0.0,2.74582785080619e-10
1826,5.999722621449369e-06,3.988709093175455e-09,0.0,2.74582785080619e-10
1827,5.953259330583803e-06,2.6621367174176467e-09,0.0,2.74582785080619e-10
1828,5.807145628620804e-06,3.4344418578921167e-09,0.0,2.74582785080619e-10
1829,7.378414141255364e-06,5.331847392169615e-09,0.0,2.74582785080619e-10
1830,7.270778626531994e-06,5.151214486710996e-09,0.0,1.3412001667997434e-10
1831,7.212414402602008e-06,3.6758943032312784e-09,9.289466021808072e-11,0.0
1832,7.032683372796912e-06,3.4248754625971448e-09,9.289466021808072e-11,0.0
1833,6.939128330226854e-06,3.9662033181540684e-09,9.289466021808072e-11,0.0
1834,6.9155902825254345e-06,4.381504286372311e-09,9.289466021808072e-11,0.0
1835,6.948761633144126e-06,3.609199145897841e-09,9.289466021808072e-11,0.0
1836,5.483575802957473e-06,2.6875889291844146e-09,9.289466021808072e-11,0.0
1837,5.503290334932639e-06,2.538694984391806e-09,1.7033607064525265e-10,0.0
1838,5.534041325258191e-06,3.3782781810083e-09,1.5376715773689805e-10,0.0
1839,5.829296047262947e-06,3.1228298042711752e-09,1.5376715773689805e-10,0.0
1840,6.117271368566435e-06,3.672379162671697e-09,1.5376715773689805e-10,0.0
1841,6.2773727092592575e-06,4.166787137549477e-09,2.2374476874428443e-10,0.0
1842,6.446833010288953e-06,4.410048897491541e-09,2.845602087298005e-10,0.0
1843,6.4520607208708365e-06,3.696551699659624e-09,2.845602087298005e-10,0.0
1844,6.4699101390682956e-06,3.79814176934953e-09,2.73901655324847e-10,0.0
1845,6.48759052117904e-06,3.1587748607263067e-09,1.9757590801512086e-10,0.0
1846,6.418672195910144e-06,3.2892158599981005e-09,1.9757590801512086e-10,0.0
1847,6.335895640014704e-06,2.8071060158880404e-09,1.9757590801512086e-10,0.0
1848,6.4997346791122775e-06,2.280210790025653e-09,1.2759829700773447e-10,0.0
1849,6.451226584301496e-06,2.7893025111858094e-09,6.678285702221842e-11,0.0
1850,6.451688152862646e-06,4.2359210821502864e-09,6.678285702221842e-11,0.0
1851,6.519172334914661e-06,4.366292732133863e-09,0.0,0.0
1852,6.626242598680879e-06,4.772815293779027e-09,0.0,0.0
1853,6.653627419187355e-06,5.511042416068384e-09,0.0,0.0
1854,6.761035105487931e-06,5.18779168829602e-09,0.0,0.0
1855,6.8929604302476425e-06,5.697507703723253e-09,5.250174898005103e-11,0.0
1856,7.227565414983214e-06,5.342744659385192e-09,5.250174898005103e-11,0.0
1857,7.439232506710271e-06,4.1633044630832015e-09,5.250174898005103e-11,0.0
1858,7.619663457652288e-06,4.102243116627895e-09,5.250174898005103e-11,0.0
1859,7.6224127302079325e-06,3.6173630440267904e-09,5.250174898005103e-11,0.0
1860,7.92112535106883e-06,2.9926757580004246e-09,5.250174898005103e-11,0.0
1861,8.20032781640683e-06,3.0405543162613314e-09,5.250174898005103e-11,0.0
1862,8.107253376822752e-06,3.3738265197464604e-09,5.571827126666611e-11,0.0
1863,8.430983468445317e-06,3.883255812147419e-09,5.571827126666611e-11,0.0
1864,8.883327804401883e-06,3.7776354108335195e-09,1.499085141734976e-10,0.0
1865,9.276694916999467e-06,3.860902867255536e-09,1.499085141734976e-10,0.0
1866,9.663084191353327e-06,4.2699195290651915e-09,1.499085141734976e-10,0.0
1867,1.0021742387574964e-05,4.371638352905296e-09,1.9312097159535872e-10,0.0
1868,1.0059618424358113e-05,4.054180007579638e-09,1.9312097159535872e-10,0.0
1869,1.1277130787285777e-05,4.015954711635215e-09,1.3740270032869262e-10,0.0
1870,1.1250924736876705e-05,3.48906313364848e-09,1.3740270032869262e-10,0.0
1871,1.1333354320543418e-05,3.430391589834666e-09,4.321245742186111e-11,0.0
1872,1.1627623150291453e-05,3.6400785877585153e-09,4.321245742186111e-11,0.0
1873,1.2165248725588234e-05,3.343255672305645e-09,4.321245742186111e-11,0.0
1874,1.2430941491662192e-05,3.5141852919703555e-09,3.974071468729587e-11,0.0
1875,1.286652150156442e-05,3.500095285031384e-09,3.974071468729587e-11,0.0
1876,1.24645392653682e-05,3.3474822517095706e-09,1.547366639582342e-10,0.0
1877,1.3034174116910435e-05,3.107160790565595e-09,2.246400089754376e-10,0.0
1878,1.3249420460072412e-05,3.141115185416916e-09,2.246400089754376e-10,0.0
1879,1.3530157437864026e-05,2.6544190099921293e-09,2.595538228788996e-10,0.0
1880,1.371785258795301e-05,2.5847999058597234e-09,2.595538228788996e-10,0.0
1881,1.412168252759979e-05,2.51008897000915e-09,2.513787035672367e-10,0.0
1882,1.4925975977218644e-05,2.681430077977609e-09,2.513787035672367e-10,6.481915797757714e-11
1883,1.5359372939980987e-05,1.8713248728374765e-09,1.3638275429629842e-10,6.481915797757714e-11
1884,1.571136739845055e-05,1.9756054411449296e-09,1.2750122386455994e-10,6.481915797757714e-11
1885,1.654041976248014e-05,1.9827923905931957e-09,1.2750122386455994e-10,9.384243580625094e-11
1886,1.7121452531552806e-05,2.0491956861537884e-09,1.2017602587669326e-10,9.384243580625094e-11
1887,1.7992629831756597e-05,2.2440038557495055e-09,2.5834586652490847e-10,9.384243580625094e-11
1888,1.848573239320623e-05,2.153122458103951e-09,2.267802711492755e-10,9.384243580625094e-11
1889,1.8849593938544524e-05,2.123145199333416e-09,2.5295116596562346e-10,2.90232778286738e-11
1890,2.0246221278544647e-05,2.2777221378841463e-09,3.035425462570375e-10,7.961465812008787e-11
1891,2.1147134248167276e-05,2.1360550867781977e-09,2.425207316715726e-10,7.961465812008787e-11
1892,2.2527209044450762e-05,2.6061209143105455e-09,2.649923138063416e-10,1.1800612867826236e-10
1893,2.332164253207988e-05,2.6300365139699166e-09,2.374036978907463e-10,1.1800612867826236e-10
1894,2.486384333419015e-05,2.5138044265230317e-09,1.4341740295353844e-10,1.4009790153376604e-10
1895,2.6156371989470373e-05,2.4803356115020237e-09,1.8575981824182312e-10,1.4009790153376604e-10
1896,2.7206218354487127e-05,2.7612785629444706e-09,1.5958892342547515e-10,1.4009790153376604e-10
1897,2.7339631872434567e-05,2.7533783427838696e-09,2.390348256632789e-10,1.080832764558234e-10
1898,2.8370906095785487e-05,3.2101413749430208e-09,2.5707299384463463e-10,1.080832764558234e-10
1899,2.8923240409182783e-05,2.8073112247538135e-09,2.710292248567622e-10,4.066852806897511e-11
1900,3.0944091901931514e-05,2.905062745917064e-09,3.975234526474937e-10,4.066852806897511e-11
1901,3.203212509106379e-05,2.8505568064726307e-09,4.04749965686259e-10,1.0426019174986883e-10
1902,3.391612881387118e-05,2.9462276428051025e-09,4.4849900182608593e-10,2.0756993346360275e-10
1903,3.4788474035199867e-05,2.897689231419674e-09,5.441338669325597e-10,2.7132651284464005e-10
1904,3.6548678118768816e-05,3.0968887454463356e-09,4.458040642989809e-10,3.161647174224466e-10
1905,3.818150071310811e-05,2.888383342027266e-09,5.497407945531663e-10,3.6190530334450395e-10
1906,3.90885527719677e-05,3.0199062615667215e-09,6.219178842549664e-10,4.860251923144432e-10
1907,3.9457417837443897e-05,2.827455412658862e-09,5.540243521887486e-10,5.153255401767e-10
1908,3.9265719741316775e-05,2.9546142992537786e-09,6.124099263419122e-10,4.982643702395556e-10
1909,3.912642776932833e-05,3.1615207277521253e-09,6.090045313283149e-10,4.362976567330788e-10
1910,3.983419602653677e-05,3.039302270175475e-09,5.960130028404009e-10,3.863149671188916e-10
1911,4.0049701055977494e-05,2.5943690212011053e-09,6.901069081268117e-10,3.508558711419672e-10
1912,4.0724563275164526e-05,2.488731014922101e-09,6.978589769549412e-10,3.339435008282392e-10
1913,4.1796104986652995e-05,2.0266257085209206e-09,7.465311860751659e-10,3.5280279590623106e-10
1914,4.2289778191064086e-05,2.026154117500718e-09,8.340953800661006e-10,3.673519157516252e-10
1915,4.308819760418763e-05,2.0452048467488127e-09,8.358708011460944e-10,4.103007031353023e-10
1916,4.2154270756457534e-05,1.6658892519418244e-09,7.5318474473158e-10,4.592688461678231e-10
1917,4.0977695919407e-05,1.475548778400488e-09,8.101987572902861e-10,4.4549495640097293e-10
1918,3.97016795302209e-05,1.55107073217055e-09,6.98777611171256e-10,4.3191933164963917e-10
1919,3.785970797512813e-05,1.6043515722279673e-09,5.974621373036218e-10,4.1729686273932794e-10
1920,3.601348933963371e-05,2.7142617360047846e-09,6.025966015859347e-10,3.6712429822362477e-10
1921,3.473132996337621e-05,2.7345237502934036e-09,4.5643171187048637e-10,3.7949804707456837e-10
1922,3.353964971860738e-05,2.593020940823619e-09,3.9316324997238997e-10,3.1622958517647197e-10
1923,3.334067098746475e-05,2.8432600401069e-09,3.9316324997238997e-10,2.5047185853166454e-10
1924,3.353080423299356e-05,2.930342318003503e-09,3.2677049360036696e-10,2.5047185853166454e-10
1925,3.348025815544783e-05,3.3731639069247065e-09,4.044109551206075e-10,2.360916194686448e-10
1926,3.350315871232722e-05,3.510379542603914e-09,3.7599946172457114e-10,2.448088359014682e-10
1927,3.37393103109207e-05,2.3939204586907537e-09,3.0454140003450496e-10,1.5200221636924027e-10
1928,3.3687645814747415e-05,2.374312968456138e-09,3.5016037291946134e-10,9.577899981064571e-11
