ngram,bunch,bunh,bunc,bunc
1620,5.72890582718953e-07,0.0,4.421442473098328e-07,4.421442473098328e-07
1621,1.4649805442396818e-06,0.0,2.909524953663224e-07,2.909524953663224e-07
1622,1.4649805442396818e-06,0.0,2.909524953663224e-07,2.909524953663224e-07
1623,1.7343947352596193e-06,0.0,2.909524953663224e-07,2.909524953663224e-07
1624,2.980634024295016e-06,0.0,2.909524953663224e-07,2.909524953663224e-07
1625,5.472574668731665e-06,0.0,2.909524953663224e-07,2.909524953663224e-07
1626,5.2475056691037025e-06,0.0,1.7841799555234112e-07,1.7841799555234112e-07
1627,5.306538095542887e-06,0.0,1.7841799555234112e-07,1.7841799555234112e-07
1628,4.4144481340221575e-06,0.0,6.55116260921724e-08,6.55116260921724e-08
1629,4.4144481340221575e-06,0.0,6.55116260921724e-08,6.55116260921724e-08
1630,4.317531940094861e-06,0.0,6.55116260921724e-08,6.55116260921724e-08
1631,2.9942499395474442e-06,0.0,6.55116260921724e-08,6.55116260921724e-08
1632,5.023092951107953e-07,0.0,1.5713776032758427e-07,1.5713776032758427e-07
1633,6.394020926693753e-07,0.0,1.5713776032758427e-07,1.5713776032758427e-07
1634,4.796307523845047e-07,0.0,1.5713776032758427e-07,1.5713776032758427e-07
1635,1.0558687303533328e-06,0.0,9.162613423541188e-08,9.162613423541188e-08
1636,1.4032463663430202e-06,0.0,9.162613423541188e-08,9.162613423541188e-08
1637,1.4502287513096235e-06,0.0,9.162613423541188e-08,9.162613423541188e-08
1638,1.347523830677996e-06,0.0,9.162613423541188e-08,9.162613423541188e-08
1639,1.4253940605613025e-06,0.0,0.0,0.0
1640,1.3911093178973845e-06,0.0,0.0,0.0
1641,1.3911093178973845e-06,0.0,0.0,0.0
1642,9.228211743967612e-07,0.0,0.0,0.0
1643,5.754435384070738e-07,0.0,0.0,0.0
1644,6.309475476687762e-07,0.0,0.0,0.0
1645,5.636125105671194e-07,0.0,0.0,0.0
1646,4.857422806838128e-07,0.0,0.0,0.0
1647,4.869797781533894e-07,0.0,0.0,0.0
1648,6.703767212457024e-07,0.0,0.0,0.0
1649,7.188824367533795e-07,0.0,0.0,0.0
1650,1.158083794702439e-06,0.0,0.0,0.0
1651,9.260994845914996e-07,0.0,4.300008121000636e-08,4.300008121000636e-08
1652,9.260994845914996e-07,0.0,4.300008121000636e-08,4.300008121000636e-08
1653,9.260994845914996e-07,0.0,4.300008121000636e-08,4.300008121000636e-08
1654,1.07095304104275e-06,0.0,8.448326736600262e-08,8.448326736600262e-08
1655,1.2942774187000135e-06,0.0,8.448326736600262e-08,8.448326736600262e-08
1656,1.1831291999442328e-06,0.0,8.448326736600262e-08,8.448326736600262e-08
1657,1.216603184924939e-06,0.0,1.122876999001424e-07,1.122876999001424e-07
1658,1.4416812794999195e-06,0.0,6.928761869013605e-08,6.928761869013605e-08
1659,1.9885234142488377e-06,0.0,6.928761869013605e-08,6.928761869013605e-08
1660,1.9885234142488377e-06,0.0,6.928761869013605e-08,6.928761869013605e-08
1661,1.873995123397825e-06,0.0,2.7804432534139778e-08,2.7804432534139778e-08
1662,1.5890733818326095e-06,0.0,2.7804432534139778e-08,2.7804432534139778e-08
1663,1.5437660506125082e-06,0.0,9.349941113409191e-08,9.349941113409191e-08
1664,1.1103936888697978e-06,0.0,6.569497859995213e-08,6.569497859995213e-08
1665,8.86407130045492e-07,0.0,6.569497859995213e-08,6.569497859995213e-08
1666,6.192037907177499e-07,0.0,6.569497859995213e-08,6.569497859995213e-08
1667,7.165607403944055e-07,0.0,6.569497859995213e-08,6.569497859995213e-08
1668,6.696963542448689e-07,0.0,1.0944819450742216e-07,1.0944819450742216e-07
1669,5.778508673464395e-07,0.0,1.0944819450742216e-07,1.0944819450742216e-07
1670,6.937983678361499e-07,0.0,4.3753215907470026e-08,4.3753215907470026e-08
1671,6.936055793208393e-07,0.0,8.286340857921459e-08,8.286340857921459e-08
1672,6.987151652180858e-07,0.0,1.5666521692635017e-07,1.5666521692635017e-07
1673,4.1907636979690975e-07,0.0,1.5666521692635017e-07,1.5666521692635017e-07
1674,3.54249944426296e-07,0.0,1.5666521692635017e-07,1.5666521692635017e-07
1675,3.3538051167982174e-07,0.0,1.4723050055311303e-07,1.4723050055311303e-07
1676,5.631054814817357e-07,0.0,1.4723050055311303e-07,1.4723050055311303e-07
1677,5.815027727911521e-07,0.0,1.4723050055311303e-07,1.4723050055311303e-07
1678,8.212525882202369e-07,0.0,1.0812030788136845e-07,1.0812030788136845e-07
1679,8.181949238762951e-07,0.0,3.431849953423287e-08,3.431849953423287e-08
1680,8.90602639255381e-07,0.0,3.431849953423287e-08,3.431849953423287e-08
1681,9.028238098705645e-07,0.0,3.431849953423287e-08,3.431849953423287e-08
1682,1.0357971323823482e-06,0.0,0.0,0.0
1683,7.781180702945026e-07,0.0,0.0,0.0
1684,8.7754591504563e-07,0.0,0.0,0.0
1685,6.997150632871905e-07,0.0,2.0205831674502406e-08,2.0205831674502406e-08
1686,7.640883511937448e-07,0.0,7.546424488477247e-08,7.546424488477247e-08
1687,6.91680635814659e-07,0.0,7.546424488477247e-08,7.546424488477247e-08
1688,6.935205192348803e-07,0.0,7.546424488477247e-08,7.546424488477247e-08
1689,5.234813674600705e-07,0.0,7.546424488477247e-08,7.546424488477247e-08
1690,5.857922380820517e-07,0.0,7.546424488477247e-08,7.546424488477247e-08
1691,3.7648565458831787e-07,0.0,7.546424488477247e-08,7.546424488477247e-08
1692,3.701286764063687e-07,0.0,5.525841321027006e-08,5.525841321027006e-08
1693,2.5961184998582863e-07,0.0,0.0,0.0
1694,3.083829511751901e-07,0.0,0.0,0.0
1695,3.858458005164981e-07,0.0,1.550680346034434e-08,1.550680346034434e-08
1696,4.802421967399693e-07,0.0,1.550680346034434e-08,1.550680346034434e-08
1697,5.1344330082819e-07,0.0,3.754802792497815e-08,3.754802792497815e-08
1698,5.408335986040973e-07,0.0,7.903311021501785e-08,7.903311021501785e-08
1699,4.5923096081423864e-07,0.0,7.903311021501785e-08,7.903311021501785e-08
1700,6.022073445624951e-07,0.0,9.203096291392804e-08,9.203096291392804e-08
1701,6.887708739863488e-07,0.0,1.2103124090247418e-07,1.2103124090247418e-07
1702,6.605977245856463e-07,0.0,1.1750959722738636e-07,1.1750959722738636e-07
1703,5.787949979613976e-07,0.0,1.285508070785519e-07,1.285508070785519e-07
1704,5.35253621235045e-07,0.0,1.3249488160584277e-07,1.3249488160584277e-07
1705,5.291862927541453e-07,0.0,1.0932540866243861e-07,1.0932540866243861e-07
1706,5.936444357043261e-07,0.0,1.2040079155895e-07,1.2040079155895e-07
1707,4.992778640046578e-07,0.0,1.5601275090862794e-07,1.5601275090862794e-07
1708,3.7358910073440453e-07,0.0,1.3665834026304375e-07,1.3665834026304375e-07
1709,2.777078224523523e-07,0.0,1.6074823098019157e-07,1.6074823098019157e-07
1710,2.6797302967094895e-07,0.0,1.6692204444065544e-07,1.6692204444065544e-07
1711,2.2569476040449184e-07,0.0,1.4093674544873075e-07,1.4093674544873075e-07
1712,2.6681309707653e-07,0.0,1.226211361020952e-07,1.226211361020952e-07
1713,2.0010342893783672e-07,0.0,1.2236376838765344e-07,1.2236376838765344e-07
1714,1.7063683799278806e-07,0.0,1.1204039854614426e-07,1.1204039854614426e-07
1715,2.062803840122537e-07,0.0,1.5900629689115574e-07,1.5900629689115574e-07
1716,3.1253988197477156e-07,0.0,1.229312463887514e-07,1.229312463887514e-07
1717,3.468824871788456e-07,0.0,1.05716223077122e-07,1.05716223077122e-07
1718,3.526736713459806e-07,0.0,1.05716223077122e-07,1.05716223077122e-07
1719,2.9869066813554515e-07,0.0,1.3205570732160205e-07,1.3205570732160205e-07
1720,3.4223942029549495e-07,0.0,1.3029882036822267e-07,1.3029882036822267e-07
1721,4.1069677994950584e-07,0.0,1.0077243623689875e-07,1.0077243623689875e-07
1722,4.7359358035237165e-07,0.0,5.18882572464463e-08,5.18882572464463e-08
1723,3.8585961042209807e-07,0.0,6.423860960629619e-08,6.423860960629619e-08
1724,3.8166707534108877e-07,0.0,8.185136834981677e-08,8.185136834981677e-08
1725,4.323601388023235e-07,0.0,9.655727442999965e-08,9.655727442999965e-08
1726,4.569232662074033e-07,0.0,1.0854277629083039e-07,1.0854277629083039e-07
1727,4.2992736228240703e-07,1.3685431708511584e-08,1.1316707977065172e-07,1.1316707977065172e-07
1728,3.8768370050742564e-07,1.3685431708511584e-08,1.1088658169455812e-07,1.1088658169455812e-07
1729,4.5154085017072377e-07,1.3685431708511584e-08,1.4139085534127715e-07,1.4139085534127715e-07
1730,5.884968357707164e-07,1.3685431708511584e-08,1.53590217369778e-07,1.53590217369778e-07
1731,5.239167190243929e-07,1.3685431708511584e-08,1.3597745862625743e-07,1.3597745862625743e-07
1732,5.578765244048814e-07,1.3685431708511584e-08,1.3378860026185585e-07,1.3378860026185585e-07
1733,5.21463348945872e-07,1.3685431708511584e-08,1.095131533393864e-07,1.095131533393864e-07
1734,6.076505810272335e-07,5.161731613562941e-09,1.2163637969868952e-07,1.2163637969868952e-07
1735,5.946282917485795e-07,5.161731613562941e-09,1.1515681969902808e-07,1.1515681969902808e-07
1736,6.541025864440339e-07,5.161731613562941e-09,1.0448658522526394e-07,1.0448658522526394e-07
1737,5.401508421495496e-07,5.161731613562941e-09,1.0070175550578955e-07,1.0070175550578955e-07
1738,5.676099245225227e-07,5.161731613562941e-09,1.0619357177737194e-07,1.0619357177737194e-07
1739,5.223991215481354e-07,5.161731613562941e-09,1.1306202196692539e-07,1.1306202196692539e-07
1740,5.836848779543808e-07,5.161731613562941e-09,1.214743180964563e-07,1.214743180964563e-07
1741,5.057748860995812e-07,0.0,1.0754836158152362e-07,1.0754836158152362e-07
1742,6.328745639296227e-07,0.0,1.6494471261856753e-07,1.6494471261856753e-07
1743,4.4951387475781044e-07,0.0,1.566458739229607e-07,1.566458739229607e-07
1744,5.463699770708834e-07,0.0,1.448091099730066e-07,1.448091099730066e-07
1745,5.630919263564595e-07,0.0,1.8980990189122947e-07,1.8980990189122947e-07
1746,7.421312773203681e-07,0.0,1.903363125523226e-07,1.903363125523226e-07
1747,7.263176412055015e-07,0.0,1.7203362899311158e-07,1.7203362899311158e-07
1748,7.19787392102132e-07,0.0,1.8198931834539118e-07,1.8198931834539118e-07
1749,6.396375705922505e-07,0.0,1.642352103203848e-07,1.642352103203848e-07
1750,6.409615715646006e-07,0.0,1.6806354352638664e-07,1.6806354352638664e-07
1751,5.846658877674469e-07,0.0,1.6984283896752978e-07,1.6984283896752978e-07
1752,7.393129521915398e-07,0.0,1.193502307777245e-07,1.193502307777245e-07
1753,6.662873001265066e-07,0.0,1.3464379021245675e-07,1.3464379021245675e-07
1754,8.005761742424511e-07,0.0,1.4722091330148552e-07,1.4722091330148552e-07
1755,9.25590630426346e-07,0.0,1.3694244570063218e-07,1.3694244570063218e-07
1756,1.1680660106451666e-06,0.0,1.0640661380583489e-07,1.0640661380583489e-07
1757,1.3743753908914056e-06,0.0,1.0767647954220852e-07,1.0767647954220852e-07
1758,1.3730824061245324e-06,0.0,1.1250698759925268e-07,1.1250698759925268e-07
1759,1.2299150284889038e-06,0.0,1.403373468227593e-07,1.403373468227593e-07
1760,1.1381712933403572e-06,0.0,1.1311597956721795e-07,1.1311597956721795e-07
1761,1.0983189083292797e-06,0.0,1.0193083964184422e-07,1.0193083964184422e-07
1762,1.078315701111673e-06,0.0,9.57360803965912e-08,9.57360803965912e-08
1763,8.871348638552133e-07,2.8386745652499356e-09,1.0082304261313116e-07,1.0082304261313116e-07
1764,8.02795974712873e-07,2.8386745652499356e-09,1.0456885338580183e-07,1.0456885338580183e-07
1765,9.902129331099526e-07,2.8386745652499356e-09,9.49257459938378e-08,9.49257459938378e-08
1766,1.2168395561015392e-06,2.8386745652499356e-09,8.750169909278935e-08,8.750169909278935e-08
1767,1.3419811710134257e-06,2.8386745652499356e-09,8.835110522552116e-08,8.835110522552116e-08
1768,1.4438550855239946e-06,2.8386745652499356e-09,9.621103304523006e-08,9.621103304523006e-08
1769,1.4711777436917015e-06,2.8386745652499356e-09,1.1216968687222106e-07,1.1216968687222106e-07
1770,1.744207744585375e-06,0.0,1.1527384304242463e-07,1.1527384304242463e-07
1771,1.8518165429018803e-06,0.0,1.055955526193689e-07,1.055955526193689e-07
1772,1.7865806804755785e-06,0.0,1.1024506311027185e-07,1.1024506311027185e-07
1773,1.6781711207970927e-06,0.0,1.0281470455960776e-07,1.0281470455960776e-07
1774,1.8820309800763165e-06,0.0,1.1001597702683544e-07,1.1001597702683544e-07
1775,1.8011615696065877e-06,0.0,1.0527098177297895e-07,1.0527098177297895e-07
1776,1.886535431237592e-06,0.0,9.750901089741351e-08,9.750901089741351e-08
1777,1.8826992800313747e-06,0.0,9.188368263072075e-08,9.188368263072075e-08
1778,1.7621642070610375e-06,0.0,7.623631986015361e-08,7.623631986015361e-08
1779,1.7000786231489786e-06,0.0,7.337704970617714e-08,7.337704970617714e-08
1780,1.772860579356867e-06,0.0,6.5099376556077e-08,6.5099376556077e-08
1781,1.6596285864319986e-06,0.0,7.583983295335526e-08,7.583983295335526e-08
1782,2.0711279051153852e-06,0.0,7.364816591502534e-08,7.364816591502534e-08
1783,2.1352699539940138e-06,0.0,7.965771103053093e-08,7.965771103053093e-08
1784,2.1882335009390123e-06,0.0,7.79723422336279e-08,7.79723422336279e-08
1785,2.1818118187054225e-06,0.0,8.004556560438556e-08,8.004556560438556e-08
1786,2.21245168826759e-06,0.0,7.772090171442869e-08,7.772090171442869e-08
1787,2.3022579236047543e-06,0.0,8.204661229780998e-08,8.204661229780998e-08
1788,2.340011276049024e-06,0.0,5.9191032773599413e-08,5.9191032773599413e-08
1789,2.0315538092420738e-06,0.0,5.620678678042168e-08,5.620678678042168e-08
1790,1.8841037022606803e-06,0.0,4.1054788267404415e-08,4.1054788267404415e-08
1791,1.5747148154332535e-06,0.0,3.2153922064586434e-08,3.2153922064586434e-08
1792,1.5412318735538326e-06,0.0,3.1652603205145624e-08,3.1652603205145624e-08
1793,1.7927027735303064e-06,0.0,4.009651950147892e-08,4.009651950147892e-08
1794,1.672799669449887e-06,9.979855672018596e-10,3.506447056521113e-08,3.506447056521113e-08
1795,1.6103638488727614e-06,9.979855672018596e-10,3.753771909182595e-08,3.753771909182595e-08
1796,1.615472025865269e-06,9.979855672018596e-10,3.59438878660967e-08,3.59438878660967e-08
1797,1.7637624734691469e-06,9.979855672018596e-10,3.549295968241495e-08,3.549295968241495e-08
1798,1.9867046034960367e-06,9.979855672018596e-10,3.961490373833547e-08,3.961490373833547e-08
1799,2.095775715003713e-06,9.979855672018596e-10,4.006801227315496e-08,4.006801227315496e-08
1800,1.8810741754090747e-06,9.979855672018596e-10,3.079200577056034e-08,3.079200577056034e-08
1801,1.9106117536336697e-06,0.0,3.1443468400433565e-08,3.1443468400433565e-08
1802,1.990250471603109e-06,1.3023804257272786e-09,2.591881725117722e-08,2.591881725117722e-08
1803,1.9703829821082763e-06,1.3023804257272786e-09,2.6479493708819746e-08,2.6479493708819746e-08
1804,2.0130750856748947e-06,1.3023804257272786e-09,2.464657106975616e-08,2.464657106975616e-08
1805,1.9067225918791207e-06,1.3023804257272786e-09,1.9438660776265644e-08,1.9438660776265644e-08
1806,1.942493473247201e-06,1.3023804257272786e-09,1.6442354715857325e-08,1.6442354715857325e-08
1807,2.0147571961258237e-06,1.3023804257272786e-09,1.2750936560580937e-08,1.2750936560580937e-08
1808,2.01249300906576e-06,1.3023804257272786e-09,1.1402616248038352e-08,1.1402616248038352e-08
1809,1.8864248626674192e-06,0.0,1.2343610768437787e-08,1.2343610768437787e-08
1810,1.8933715831995608e-06,2.17937652052009e-10,1.0976299298042541e-08,1.0976299298042541e-08
1811,1.7744273301494623e-06,2.17937652052009e-10,1.1653363797746254e-08,1.1653363797746254e-08
1812,1.7880498229975013e-06,2.17937652052009e-10,1.2369488607991538e-08,1.2369488607991538e-08
1813,1.7208944232801774e-06,2.17937652052009e-10,1.1917493722027724e-08,1.1917493722027724e-08
1814,1.683764984201324e-06,2.17937652052009e-10,1.2752273903515743e-08,1.2752273903515743e-08
1815,1.7103257213031092e-06,2.17937652052009e-10,1.0036611414981117e-08,1.0036611414981117e-08
1816,1.744077475710323e-06,2.17937652052009e-10,8.98805417394653e-09,8.98805417394653e-09
1817,1.7338203081505656e-06,0.0,9.954536813897415e-09,9.954536813897415e-09
1818,1.777737874622939e-06,0.0,8.216138690033046e-09,8.216138690033046e-09
1819,1.8268667970135409e-06,0.0,8.251501069724197e-09,8.251501069724197e-09
1820,1.937440077069498e-06,1.9161601829052545e-09,8.662408441344788e-09,8.662408441344788e-09
1821,2.016417933451261e-06,1.9161601829052545e-09,7.762068892398183e-09,7.762068892398183e-09
1822,2.060064259369808e-06,1.9161601829052545e-09,8.305566964342655e-09,8.305566964342655e-09
1823,2.0828502036757916e-06,1.9161601829052545e-09,8.38765273109792e-09,8.38765273109792e-09
1824,2.14609417525935e-06,1.9161601829052545e-09,7.404442011907772e-09,7.404442011907772e-09
1825,2.200509243266424e-06,1.9161601829052545e-09,6.710083250942895e-09,6.710083250942895e-09
1826,2.25665952971862e-06,2.0346584258693466e-09,6.7880837776154326e-09,6.7880837776154326e-09
1827,2.281581633464417e-06,1.1849824296409191e-10,6.58787973379609e-09,6.58787973379609e-09
1828,2.327777760261337e-06,3.391568613255101e-10,6.919847266623995e-09,6.919847266623995e-09
1829,2.328914563674646e-06,7.60802532084881e-10,7.272686928873538e-09,7.272686928873538e-09
1830,2.3895164044266233e-06,9.514116161568609e-10,7.192346623036932e-09,7.192346623036932e-09
1831,2.3930834426469768e-06,9.514116161568609e-10,6.769649126984031e-09,6.769649126984031e-09
1832,2.41043647162899e-06,1.2920094518063608e-09,6.9006954753600016e-09,6.9006954753600016e-09
1833,2.339818852955692e-06,1.255989471157396e-09,7.225903399442148e-09,7.225903399442148e-09
1834,2.3518855089475565e-06,1.3390496648010446e-09,6.238765662810611e-09,6.238765662810611e-09
1835,2.301987348930977e-06,1.285957848143734e-09,5.88952318660217e-09,5.88952318660217e-09
1836,2.3205292174160216e-06,1.2396180589949575e-09,5.16437511802589e-09,5.16437511802589e-09
1837,2.2842785451108024e-06,1.0490089749229777e-09,6.725181078692799e-09,6.725181078692799e-09
1838,2.2802352564862564e-06,1.2779862247823205e-09,7.601433355779769e-09,7.601433355779769e-09
1839,2.2925172678307197e-06,9.373883891328205e-10,7.999913810761785e-09,7.999913810761785e-09
1840,2.305687530679279e-06,1.0816680249904819e-09,7.298733966416242e-09,7.298733966416242e-09
1841,2.2926025004770575e-06,1.138563053361606e-09,7.347111078256521e-09,7.347111078256521e-09
1842,2.3294783204619307e-06,9.709962516574982e-10,7.140399414597352e-09,7.140399414597352e-09
1843,2.368481968265509e-06,6.612648999799425e-10,7.504554596796505e-09,7.504554596796505e-09
1844,2.4889957655562156e-06,7.280477570021609e-10,5.6487922910670414e-09,5.6487922910670414e-09
1845,2.5205921961709725e-06,4.990705071428181e-10,4.789665045531624e-09,4.789665045531624e-09
1846,2.5295429233145635e-06,5.64291006778715e-10,4.402051834162535e-09,4.402051834162535e-09
1847,2.578693218830657e-06,3.981385736968284e-10,4.372774301383434e-09,4.372774301383434e-09
1848,2.6113633404228106e-06,3.6755870172885553e-10,4.508603236784227e-09,4.508603236784227e-09
1849,2.6503848857828416e-06,5.287773116194724e-10,4.8748364392789e-09,4.8748364392789e-09
1850,2.6311676525178233e-06,5.106726906424695e-10,4.899347372244733e-09,4.899347372244733e-09
1851,2.5960227633601918e-06,5.367470238112507e-10,5.1747249025473656e-09,5.1747249025473656e-09
1852,2.626045670695021e-06,8.906780035733419e-10,6.0747459126478785e-09,6.0747459126478785e-09
1853,2.6395013524701686e-06,9.21976185873165e-10,6.518168703197245e-09,6.518168703197245e-09
1854,2.684993855187453e-06,9.623744420420417e-10,6.952462098094461e-09,6.952462098094461e-09
1855,2.7128351121064043e-06,9.055008409752929e-10,7.3418731411883135e-09,7.3418731411883135e-09
1856,2.7894200554458493e-06,7.93981035680196e-10,7.223481876142809e-09,7.223481876142809e-09
1857,2.8636805252192843e-06,8.427795802504587e-10,6.950620079493319e-09,6.950620079493319e-09
1858,2.952347001285359e-06,7.49922390059459e-10,6.726194173063098e-09,6.726194173063098e-09
1859,3.04916667508743e-06,6.397089643720274e-10,6.438302684636759e-09,6.438302684636759e-09
1860,3.122835616003223e-06,6.041854913200037e-10,6.6930200746741414e-09,6.6930200746741414e-09
1861,3.1448554896737084e-06,5.596684504727278e-10,6.512328549439823e-09,6.512328549439823e-09
1862,3.267170963486673e-06,5.628849727593429e-10,5.970191039951698e-09,5.970191039951698e-09
1863,3.2735941074081765e-06,5.13186168163823e-10,5.986554141301781e-09,5.986554141301781e-09
1864,3.3588323731237324e-06,4.1691771463752454e-10,5.685279517006084e-09,5.685279517006084e-09
1865,3.3707533800354994e-06,4.611442656304072e-10,5.830246190592041e-09,5.830246190592041e-09
1866,3.3609501315368107e-06,2.61666331459663e-10,5.789438325568394e-09,5.789438325568394e-09
1867,3.3704224538918685e-06,2.0067112257596672e-10,5.088083636956802e-09,5.088083636956802e-09
1868,3.386758862689021e-06,1.4418444216346415e-10,5.351289157827312e-09,5.351289157827312e-09
1869,3.3449324356687223e-06,1.2805205705314548e-10,5.530105928741591e-09,5.530105928741591e-09
1870,3.3298041606550603e-06,1.2805205705314548e-10,5.309872383055644e-09,5.309872383055644e-09
1871,3.2647973122428605e-06,2.0920418175585098e-10,5.880860719033519e-09,5.880860719033519e-09
1872,3.3201568255338188e-06,1.6497763076296834e-10,6.077448354093105e-09,6.077448354093105e-09
1873,3.309196699774475e-06,1.2073801085905293e-10,5.501887802493246e-09,5.501887802493246e-09
1874,3.271828875637896e-06,1.604787255463488e-10,5.698671185732402e-09,5.698671185732402e-09
1875,3.321403385468459e-06,2.4070878623660974e-10,5.7203862599156506e-09,5.7203862599156506e-09
1876,3.308950973795228e-06,2.011229000802623e-10,5.503648267283065e-09,5.503648267283065e-09
1877,3.339210414716425e-06,2.36074572588864e-10,5.786129670631064e-09,5.786129670631064e-09
1878,3.380373040532244e-06,1.9120780752374904e-10,5.557133864186881e-09,5.557133864186881e-09
