ngram,bunch,bunh,bunc,bunc
1879,3.374271922699076e-06,2.2612162142721104e-10,5.500165656258105e-09,5.500165656258105e-09
1880,3.4417051730477918e-06,2.590083048830445e-10,5.5934106235611125e-09,5.5934106235611125e-09
1881,3.5331699694194995e-06,2.508331855713816e-10,5.446258491811509e-09,5.446258491811509e-09
1882,3.5983170749074944e-06,1.7060312488112065e-10,5.034460594442538e-09,5.034460594442538e-09
1883,3.6909159137264524e-06,1.7060312488112065e-10,5.423159699091684e-09,5.423159699091684e-09
1884,3.7610019327465646e-06,1.661623596652514e-10,5.2816296098561514e-09,5.2816296098561514e-09
1885,3.838924807756225e-06,2.169468354962234e-10,5.303240513399032e-09,5.303240513399032e-09
1886,3.8843837566154046e-06,2.0962163750835672e-10,5.300292649224048e-09,5.300292649224048e-09
1887,3.907339305442292e-06,1.767349540525233e-10,5.290016044260223e-09,5.290016044260223e-09
1888,3.963679124093947e-06,2.531807283664581e-10,5.558923416819945e-09,5.558923416819945e-09
1889,4.031645013518366e-06,3.5786430763184995e-10,5.50520759138148e-09,5.50520759138148e-09
1890,4.061287199874641e-06,3.83159997777557e-10,5.37628652708122e-09,5.37628652708122e-09
1891,4.099582318823585e-06,4.0385919410277996e-10,5.4377813997673135e-09,5.4377813997673135e-09
1892,4.129251854984821e-06,3.3926094076898647e-10,5.13824081695345e-09,5.13824081695345e-09
1893,4.17765438344629e-06,3.5779567205843476e-10,5.74493303722485e-09,5.74493303722485e-09
1894,4.224691240649138e-06,3.7988744491393843e-10,5.6173855408506566e-09,5.6173855408506566e-09
1895,4.227666652565988e-06,3.1421849051265534e-10,5.394262433558847e-09,5.394262433558847e-09
1896,4.237565333044456e-06,2.6767618875402274e-10,5.439667319758915e-09,5.439667319758915e-09
1897,4.30677300755633e-06,2.7953400903525857e-10,5.013598139821543e-09,5.013598139821543e-09
1898,4.339486362628772e-06,3.004765781427261e-10,4.760986557375954e-09,4.760986557375954e-09
1899,4.393003889293011e-06,2.9621890258140533e-10,4.7510550731694985e-09,4.7510550731694985e-09
1900,4.439406308977466e-06,2.5009555537636174e-10,3.994834780434482e-09,3.994834780434482e-09
1901,4.521124862679114e-06,2.2800378252085807e-10,4.01032258195195e-09,4.01032258195195e-09
1902,4.630093566707469e-06,2.20097947803818e-10,3.878469704129575e-09,3.878469704129575e-09
1903,4.660562288855934e-06,2.0977410285029562e-10,3.9733836221245156e-09,3.9733836221245156e-09
1904,4.737071711653178e-06,2.0432807231899171e-10,4.214698368087966e-09,4.214698368087966e-09
1905,4.8656631536557275e-06,3.303846105425937e-10,4.496883881139573e-09,4.496883881139573e-09
1906,4.929296859959972e-06,3.121707039691454e-10,4.606815437061382e-09,4.606815437061382e-09
1907,4.997239817125124e-06,3.414710518314022e-10,4.6594820065796026e-09,4.6594820065796026e-09
1908,5.068982578190376e-06,5.061645011858066e-10,5.233176558760988e-09,5.233176558760988e-09
1909,5.175092610443244e-06,5.130709488218191e-10,6.087822309755861e-09,6.087822309755861e-09
1910,5.304259892519829e-06,4.790274060354324e-10,6.373107121403012e-09,6.373107121403012e-09
1911,5.41856687570024e-06,4.612978580469702e-10,6.841338289526837e-09,6.841338289526837e-09
1912,5.4812534732004025e-06,2.919168627062747e-10,6.954924763087027e-09,6.954924763087027e-09
1913,5.6290110218729495e-06,3.062147817058301e-10,7.312362271250095e-09,7.312362271250095e-09
1914,5.651942631500008e-06,3.499968787012975e-10,7.880788529693713e-09,7.880788529693713e-09
1915,5.706766712267251e-06,2.171808744748966e-10,7.629359874020532e-09,7.629359874020532e-09
1916,5.767988568550209e-06,2.0594157133592616e-10,7.135506281079935e-09,7.135506281079935e-09
1917,5.826175960724608e-06,1.92167681569076e-10,7.008702507249609e-09,7.008702507249609e-09
1918,5.767352636861947e-06,2.788514191379551e-10,6.63824043353348e-09,6.63824043353348e-09
1919,5.690050329576479e-06,3.352576817351936e-10,6.368993523052171e-09,6.368993523052171e-09
1920,5.580421462322452e-06,3.673630725017521e-10,5.9087963093824265e-09,5.9087963093824265e-09
1921,5.6154469478185225e-06,3.2239223592332525e-10,5.143170651271995e-09,5.143170651271995e-09
1922,5.523176761406441e-06,3.6296867495748993e-10,4.694024534148054e-09,4.694024534148054e-09
1923,5.353264181654335e-06,3.574183944841737e-10,4.956025240992241e-09,4.956025240992241e-09
1924,5.179691015655408e-06,3.8183992475840766e-10,4.501879821309071e-09,4.501879821309071e-09
1925,5.083322451225415e-06,2.811782552823518e-10,3.984159129594949e-09,3.984159129594949e-09
1926,5.046734323903885e-06,1.959437770767839e-10,3.568641620305917e-09,3.568641620305917e-09
1927,4.927439931634581e-06,1.495404673106699e-10,3.1013655929105053e-09,3.1013655929105053e-09
1928,4.736112714454066e-06,1.67047831916329e-10,3.0743558651228196e-09,3.0743558651228196e-09
1929,4.604048756716241e-06,1.19879745019702e-10,3.52803892449722e-09,3.52803892449722e-09
1930,4.4786482119109546e-06,1.4978108634330515e-10,2.6681804702174563e-09,2.6681804702174563e-09
1931,4.432071169243759e-06,1.2535955606907123e-10,2.6148421523280216e-09,2.6148421523280216e-09
1932,4.358735168352723e-06,1.4900280216017288e-10,2.621222857815805e-09,2.621222857815805e-09
1933,4.30301913313867e-06,1.7216996082782187e-10,2.5775746775076006e-09,2.5775746775076006e-09
1934,4.250061790246816e-06,1.9463783561070513e-10,2.6430847827845535e-09,2.6430847827845535e-09
1935,4.234960085471227e-06,1.7124119582640722e-10,2.3640865614333553e-09,2.3640865614333553e-09
1936,4.205230717551396e-06,1.4595539856086604e-10,1.6335380349983909e-09,1.6335380349983909e-09
1937,4.234890444162634e-06,9.150061264229237e-11,2.5779396553967817e-09,2.5779396553967817e-09
1938,4.147032801224018e-06,9.150061264229237e-11,2.354633297864593e-09,2.354633297864593e-09
1939,4.10871663396912e-06,6.785736655119073e-11,2.2426709616369625e-09,2.2426709616369625e-09
1940,4.034917375455345e-06,4.469020788354174e-11,2.369478954314782e-09,2.369478954314782e-09
1941,4.062138227059872e-06,2.222233310065848e-11,2.365428765558976e-09,2.365428765558976e-09
1942,4.04485821750963e-06,2.490804586395358e-11,2.339784088700725e-09,2.339784088700725e-09
1943,4.045031606178132e-06,4.6361371091358756e-11,2.4527255385439364e-09,2.4527255385439364e-09
1944,3.963500668240678e-06,6.533269362015862e-11,1.5478472075487154e-09,1.5478472075487154e-09
1945,3.932214570210947e-06,8.410211416176594e-11,1.7829011838316993e-09,1.7829011838316993e-09
1946,3.846474360865873e-06,1.0065021831857329e-10,1.8404602128033583e-09,1.8404602128033583e-09
1947,3.7341160350479186e-06,1.5032114442092848e-10,1.720388482467123e-09,1.720388482467123e-09
1948,3.628654667409137e-06,1.5032114442092848e-10,1.6536599232809733e-09,1.6536599232809733e-09
1949,3.553826185712491e-06,1.4241926090833142e-10,1.6663713900807613e-09,1.6663713900807613e-09
1950,3.5008480543703106e-06,1.2096593568092625e-10,1.627677738623236e-09,1.627677738623236e-09
1951,3.4470957481452e-06,1.0199461315212638e-10,1.4424024990284628e-09,1.4424024990284628e-09
1952,3.404294407768508e-06,8.322519261051907e-11,1.3616670648173924e-09,1.3616670648173924e-09
1953,3.3735326009523954e-06,9.805556168616749e-11,1.3522195109670422e-09,1.3522195109670422e-09
1954,3.3275478342277765e-06,4.8384635583812294e-11,1.3256862591808677e-09,1.3256862591808677e-09
1955,3.253672243122959e-06,4.8384635583812294e-11,1.374705777783853e-09,1.374705777783853e-09
1956,3.197219971947821e-06,4.4846478713151634e-11,1.362722062176707e-09,1.362722062176707e-09
1957,3.1011311096205773e-06,2.48746090193906e-10,1.2365746680588684e-09,1.2365746680588684e-09
1958,3.067559386441384e-06,2.725497060183736e-10,1.3277090062300901e-09,1.3277090062300901e-09
1959,3.0049777381334153e-06,3.1772546201157073e-10,1.3566003717205684e-09,1.3566003717205684e-09
1960,2.9526968644079588e-06,2.9693484972424603e-10,1.3957759868534124e-09,1.3957759868534124e-09
1961,2.931564755012265e-06,2.9693484972424603e-10,1.5222244893158582e-09,1.5222244893158582e-09
1962,2.9215062308399605e-06,2.9693484972424603e-10,1.6049541219840891e-09,1.6049541219840891e-09
1963,2.887185993521208e-06,3.2308227026251705e-10,1.6873703228321396e-09,1.6873703228321396e-09
1964,2.8993730276332438e-06,1.3716927891157686e-10,1.7068109782668118e-09,1.7068109782668118e-09
1965,2.9062783011925475e-06,1.3981090789062988e-10,1.9483210441809516e-09,1.9483210441809516e-09
1966,2.9051888889495914e-06,1.122212947568535e-10,2.0164049477752346e-09,2.0164049477752346e-09
1967,2.953817361880543e-06,1.0163343381172244e-10,2.025764698844666e-09,2.025764698844666e-09
1968,2.989931609980496e-06,1.1934651679622122e-10,1.9940180935001148e-09,1.9940180935001148e-09
1969,3.0100177355052438e-06,1.2832340249925777e-10,1.9866523981448836e-09,1.9866523981448836e-09
1970,3.041436814653155e-06,9.747748540884465e-11,2.009776408787697e-09,2.009776408787697e-09
1971,3.067577836191049e-06,1.0634356788021191e-10,2.125205122993634e-09,2.125205122993634e-09
1972,3.0430915752991235e-06,8.859376823425587e-11,1.8671750336350458e-09,1.8671750336350458e-09
1973,3.060947100103866e-06,7.926172218564176e-11,1.7074523065271511e-09,1.7074523065271511e-09
1974,3.075400042819508e-06,7.926172218564176e-11,1.7959404439795078e-09,1.7959404439795078e-09
1975,3.083400510409514e-06,8.587713873353664e-11,1.6990496152859335e-09,1.6990496152859335e-09
1976,3.0830400581700294e-06,1.8941028606667132e-10,1.589531205072246e-09,1.589531205072246e-09
1977,3.0978529009319445e-06,1.9669359890839289e-10,1.4854879548664712e-09,1.4854879548664712e-09
1978,3.1410771888269144e-06,1.7800082489321285e-10,1.335404992935147e-09,1.335404992935147e-09
1979,3.2356910131576503e-06,2.01816183308707e-10,1.3971994196536132e-09,1.3971994196536132e-09
1980,3.3216120820205627e-06,2.013989139150661e-10,1.4598027548678211e-09,1.4598027548678211e-09
1981,3.4309143107488386e-06,2.3191810822966096e-10,1.4019810074777134e-09,1.4019810074777134e-09
1982,3.5427264200344714e-06,2.2982409279242207e-10,1.3785153970705517e-09,1.3785153970705517e-09
1983,3.695941586556728e-06,1.247165654480068e-10,1.3652029665475344e-09,1.3652029665475344e-09
1984,3.885090791300172e-06,1.2336493037430023e-10,1.379737356112441e-09,1.379737356112441e-09
1985,4.005449487262272e-06,1.2243907673451356e-10,1.3539862088661282e-09,1.3539862088661282e-09
1986,4.2207309109341755e-06,8.99282731614548e-11,1.2840882008496074e-09,1.2840882008496074e-09
1987,4.329458144119209e-06,8.209144574428911e-11,1.2117813102158997e-09,1.2117813102158997e-09
1988,4.457560407900019e-06,5.1572251429694256e-11,1.119420381786743e-09,1.119420381786743e-09
1989,4.592007436648211e-06,7.590184928986586e-11,1.142623820956804e-09,1.142623820956804e-09
1990,4.730230167686906e-06,9.512919271759124e-11,1.1735801536920982e-09,1.1735801536920982e-09
1991,4.8637637389349815e-06,8.69972744637388e-11,1.0612959479493001e-09,1.0612959479493001e-09
1992,5.024434618202836e-06,9.248789184909282e-11,1.1465306402693086e-09,1.1465306402693086e-09
1993,5.183173925615847e-06,1.1825332925176546e-10,1.1417592982176927e-09,1.1417592982176927e-09
1994,5.3175489093908775e-06,1.2475645913160146e-10,1.1507101382868257e-09,1.1507101382868257e-09
1995,5.4522075905489535e-06,1.3753072192994916e-10,1.1765145286573337e-09,1.1765145286573337e-09
1996,5.6730488202967015e-06,9.726867922221771e-11,1.1793193802464179e-09,1.1793193802464179e-09
1997,5.948413997560108e-06,7.639135455158756e-11,1.159733634522756e-09,1.159733634522756e-09
1998,6.21066802913057e-06,8.137766105817005e-11,1.2831249713534427e-09,1.2831249713534427e-09
1999,6.4711169735736414e-06,1.2830865388026502e-10,1.2285634255958045e-09,1.2285634255958045e-09
2000,6.689007022941951e-06,1.3369779142918022e-10,1.24407203586482e-09,1.24407203586482e-09
2001,7.038249350443948e-06,1.4747758173402507e-10,1.2401188171600503e-09,1.2401188171600503e-09
2002,7.311871676003128e-06,1.50808980383031e-10,1.2320542681314756e-09,1.2320542681314756e-09
2003,7.539205398643389e-06,1.7029762818175443e-10,1.1977372109989964e-09,1.1977372109989964e-09
2004,7.759672761104802e-06,1.6959164975127727e-10,1.1722172914880552e-09,1.1722172914880552e-09
2005,7.979756056946436e-06,1.6300466829496533e-10,1.2035186339584163e-09,1.2035186339584163e-09
2006,8.390758271811397e-06,1.3422841707181173e-10,1.3184595478879908e-09,1.3184595478879908e-09
2007,8.834302207105793e-06,1.3527680860412972e-10,1.2760959907812515e-09,1.2760959907812515e-09
2008,9.430023055756465e-06,1.2028496799789045e-10,1.2721243106536155e-09,1.2721243106536155e-09
2009,9.862900826971912e-06,1.1247666488665788e-10,1.1862329848558569e-09,1.1862329848558569e-09
2010,1.0212363641975181e-05,9.077987394539339e-11,1.0928973044015728e-09,1.0928973044015728e-09
2011,1.0836296236707962e-05,9.501812209068903e-11,1.016587576024059e-09,1.016587576024059e-09
2012,1.135779426216946e-05,1.0072924364652141e-10,9.48599262632196e-10,9.48599262632196e-10
2013,1.1532401133860861e-05,6.984980971601131e-11,6.869418744155048e-10,6.869418744155048e-10
2014,1.1719489131272504e-05,4.803834339246154e-11,6.61873593630981e-10,6.61873593630981e-10
2015,1.159129013623377e-05,4.817793510366755e-11,5.625994134847037e-10,5.625994134847037e-10
2016,1.1810808635865605e-05,3.98805767675465e-11,6.841169872659084e-10,6.841169872659084e-10
2017,1.2040649532233752e-05,4.175112743957469e-11,7.264933030159959e-10,7.264933030159959e-10
2018,1.1860826816700865e-05,3.710264109835215e-11,7.808009822030116e-10,7.808009822030116e-10
2019,1.1711802017089212e-05,2.76888000375064e-11,6.863139535850937e-10,6.863139535850937e-10
