ngram,finance,finace,fince,financ
1882,5.5918334120568554e-06,1.3980669003440686e-10,7.168392406648699e-08,3.427884420759142e-09
1883,5.270406550802623e-06,1.3980669003440686e-10,7.180147016632483e-08,3.4570252375029244e-09
1884,5.258342493367049e-06,5.491963074786912e-10,6.664393303879024e-08,4.166508757056217e-09
1885,5.141568116024635e-06,5.491963074786912e-10,6.676651181131937e-08,4.369596525880379e-09
1886,5.375896177741067e-06,6.595507711410725e-10,5.0718529566649654e-08,4.805877886125489e-09
1887,5.426671447951646e-06,6.871847396672237e-10,5.0915400657507755e-08,5.0968341927922924e-09
1888,5.580953581686897e-06,7.681932649518584e-10,4.137968038061704e-08,5.009768219313823e-09
1889,5.5065443770477685e-06,8.205350545845544e-10,4.0141356651344854e-08,5.418457492213844e-09
1890,5.841263568332319e-06,8.458307447302613e-10,3.529637483877325e-08,5.484284264818078e-09
1891,5.9672815950762015e-06,3.22239489060548e-10,3.6667900462004713e-08,5.251557474597998e-09
1892,6.213641751985831e-06,3.4471107119531704e-10,3.641923791113706e-08,5.354607614447917e-09
1893,6.387092525983462e-06,2.8047995473797927e-10,3.722801673282967e-08,5.191210699401998e-09
1894,6.573041641136765e-06,2.749377590673317e-10,3.0051881745001604e-08,5.047113647650901e-09
1895,6.6484167941130834e-06,1.93929233782697e-10,3.176065810350792e-08,5.213059254113464e-09
1896,6.912059299273616e-06,1.4158744415000106e-10,3.0708101712256005e-08,5.52681716265673e-09
1897,6.851025773357833e-06,1.534452644312369e-10,3.135001896177008e-08,5.580184758713358e-09
1898,7.027005917085002e-06,1.999928853476821e-10,3.118843570705719e-08,5.441611034789113e-09
1899,7.086103648491969e-06,1.9573520978636135e-10,2.991135669308928e-08,5.574316310129137e-09
1900,7.199193792725314e-06,3.122473073753034e-10,3.291741837837695e-08,5.858278750991985e-09
1901,7.3479274890684924e-06,3.0729222143057097e-10,3.67690589087033e-08,6.055043514204986e-09
1902,7.588389442909309e-06,3.245105117161933e-10,3.5163784519097267e-08,6.202903143507196e-09
1903,7.781747042047624e-06,4.360845236504675e-10,3.3595270057925775e-08,6.0808305692359815e-09
1904,8.025184862552643e-06,4.306384931191636e-10,3.415244290546785e-08,6.413091708472913e-09
1905,8.231012088799616e-06,4.042264063157981e-10,3.4114945281414425e-08,6.844743946235862e-09
1906,8.590085859136057e-06,4.1704247198483454e-10,3.488721058074264e-08,7.397855153864644e-09
1907,8.995928770413489e-06,4.741596401228573e-10,2.975149168297061e-08,7.447554699930541e-09
1908,9.440641276471848e-06,5.393696778892882e-10,2.3700113110131886e-08,8.090022620064831e-09
1909,9.828714870049485e-06,5.359323966756615e-10,2.246160768493155e-08,8.397120395845344e-09
1910,1.032425864520649e-05,5.896450579785067e-10,2.391450516979278e-08,9.593829032793013e-09
1911,1.0822269489705962e-05,5.998713757869391e-10,2.1368650087489575e-08,1.0974015030029705e-08
1912,1.1382206009459748e-05,5.685448976690464e-10,1.8990850416043614e-08,1.2177501737145998e-08
1913,1.1948290583469706e-05,5.375149254265616e-10,1.618809898827424e-08,1.2980598373957264e-08
1914,1.2581854857022076e-05,3.616117802022042e-10,1.64900263602671e-08,1.5185330453399663e-08
1915,1.3418226964339347e-05,2.7926505552500203e-10,1.7047044030350988e-08,1.721447568619234e-08
1916,1.4599854953952932e-05,3.7084708220946894e-10,1.6249927752604824e-08,2.0979028419227623e-08
1917,1.5667021736070247e-05,3.033205502243698e-10,1.15358823446091e-08,2.356430174797554e-08
1918,1.6827052084928645e-05,4.1956937824843317e-10,1.1927975178999922e-08,2.6338994985053432e-08
1919,1.779187212897731e-05,6.040357222339818e-10,1.1663766079956467e-08,2.8804618373052497e-08
1920,1.8368978349566794e-05,6.736406868831527e-10,1.803564370866135e-08,3.0309609552351246e-08
1921,1.8805559843063486e-05,6.297912191755017e-10,2.22976264753681e-08,3.0031084159125905e-08
1922,1.8986868391428808e-05,6.539425152179185e-10,2.4448664299419372e-08,2.955892952627437e-08
1923,1.8920232053330566e-05,7.204535975738732e-10,2.8102806938688574e-08,2.8301737334654068e-08
1924,1.9057245351307627e-05,6.471149865960868e-10,2.883412048808915e-08,2.716082850692406e-08
1925,1.893097734344857e-05,6.959789312326642e-10,3.138173099159758e-08,2.589193646786368e-08
1926,1.9018513869793552e-05,6.117132970796999e-10,3.156479496827355e-08,2.5457702993289137e-08
1927,1.9647795332795276e-05,5.42108332430529e-10,2.723314830786551e-08,2.6088004899195638e-08
1928,2.0570859435663025e-05,6.789652550504804e-10,2.445521296579045e-08,3.447260052017295e-08
1929,2.1784719917507444e-05,6.548139590080635e-10,2.4005722869852823e-08,3.6028148845243125e-08
1930,2.280383419669566e-05,5.101672338549333e-10,2.226045785797786e-08,3.707151487373851e-08
1931,2.3454141877924224e-05,5.644447349993444e-10,2.1658238504228067e-08,4.1769369169791e-08
1932,2.4290593501063995e-05,3.810414107257338e-10,2.0423512151320925e-08,4.2825485126383814e-08
1933,2.494383573191174e-05,4.0542954509487876e-10,2.1273402468174092e-08,4.7019536201072954e-08
1934,2.5300927518401295e-05,4.27897419877762e-10,2.0922334214341324e-08,4.78213791106035e-08
1935,2.5410922067489343e-05,3.1326283035846917e-10,2.922021113960227e-08,4.1307311095449354e-08
1936,2.574762817987773e-05,4.388874204540118e-10,2.7372587498218437e-08,4.2936758656456475e-08
1937,2.5890009835295912e-05,4.789872823770683e-10,2.748008779259895e-08,4.414495029842718e-08
1938,2.611967881551079e-05,4.872972541354009e-10,2.66354190766752e-08,4.2276714192926845e-08
1939,2.602243434271908e-05,4.885480333774847e-10,2.524208296352169e-08,4.274228260214841e-08
1940,2.584851920671229e-05,3.75338343738818e-10,2.4269242869325225e-08,3.9669651183008425e-08
1941,2.5796023432381583e-05,4.907633248198349e-10,2.3646601375406007e-08,4.1920675438892174e-08
1942,2.582888633436856e-05,4.685409917191765e-10,1.3123437067211593e-08,4.414740573110976e-08
1943,2.518779027533518e-05,4.716363569531471e-10,1.4578564514319429e-08,4.4642331228520304e-08
1944,2.5186726686245364e-05,4.4225174712840346e-10,1.2486272967951858e-08,4.502965720933259e-08
1945,2.4962953050687376e-05,4.678592632359876e-10,1.328156809928974e-08,4.422778283290947e-08
1946,2.500428854546044e-05,5.918981673839038e-10,1.2896793347546724e-08,4.5593666239288466e-08
1947,2.5066118853698883e-05,6.323328091298716e-10,1.475836075570669e-08,4.6223866892855115e-08
1948,2.5349271059634964e-05,5.115399532534021e-10,1.4389489346098929e-08,4.597013106685413e-08
1949,2.5321549920980552e-05,5.795646026588283e-10,1.4924751847088047e-08,4.6080748867487794e-08
1950,2.5626918483924654e-05,5.185245486951016e-10,1.331657742805906e-08,4.5132249937296365e-08
1951,2.5821052466718747e-05,7.122692872015993e-10,1.3656402104394211e-08,4.725201055829789e-08
1952,2.6464961203081267e-05,7.408083154850484e-10,1.340107783473091e-08,4.893607550928079e-08
1953,2.71198038847485e-05,7.801462293637635e-10,1.643688994436486e-08,5.311383485410001e-08
1954,2.8226849151126642e-05,1.1203650745234788e-09,1.4340524196703491e-08,5.566217201443838e-08
1955,2.8706662955560853e-05,1.3931501111460624e-09,1.742551601426255e-08,5.806347859658802e-08
1956,2.9521550459321588e-05,1.5002095359634942e-09,1.6143322678630057e-08,5.870185911963485e-08
1957,2.9951577224502607e-05,1.5089919869204493e-09,1.656570874126422e-08,6.185671708180962e-08
1958,3.052866824353779e-05,1.4201262943380755e-09,1.5932542967484712e-08,6.196795660733706e-08
1959,3.042902348430029e-05,1.4370858867986313e-09,1.5545621615383912e-08,6.363540348632211e-08
1960,3.0492166843032464e-05,1.3652815148265267e-09,2.35420680410365e-08,5.99275686852252e-08
1961,3.0090869716202307e-05,1.0713904525465929e-09,3.8685376362630157e-08,5.841829876983086e-08
1962,2.9957400069438984e-05,9.957422981392889e-10,4.0524829396965904e-08,5.7003295544128766e-08
1963,2.9813281538996046e-05,9.593122169653562e-10,5.1373209305641665e-08,5.824754113957299e-08
1964,3.0119549722128015e-05,1.0717093799707455e-09,6.345225576710942e-08,5.744865713300637e-08
1965,2.9854691872190286e-05,1.1228194802497577e-09,7.8669554553252e-08,5.588865192862613e-08
1966,3.0245470822722253e-05,1.1757380545342399e-09,9.129510557061491e-08,5.42948604171605e-08
1967,3.036180377031477e-05,1.2361651622962354e-09,9.23292721008043e-08,5.6412434596658e-08
1968,3.057497269765008e-05,1.362736098567804e-09,9.163237584581501e-08,5.7620186209663057e-08
1969,3.083715949157652e-05,1.4537133243207124e-09,9.782675444317387e-08,5.7575110901098014e-08
1970,3.124774697685747e-05,1.455371474128648e-09,9.881153317792268e-08,5.8196888578062756e-08
1971,3.143203762842209e-05,1.5439898724624511e-09,9.572934495898672e-08,6.108583404186772e-08
1972,3.192953175000314e-05,1.6891804304514884e-09,1.160678400375608e-07,6.418885283616354e-08
1973,3.2086559908098676e-05,1.7587860057233229e-09,1.0968207269408075e-07,6.771674471955131e-08
1974,3.2435003959108144e-05,1.8670550185260838e-09,1.019339208596648e-07,6.913869908333123e-08
1975,3.2539613519994805e-05,1.863103893384732e-09,9.285908321641858e-08,7.086922236356128e-08
1976,3.272089036597338e-05,1.8230920106887538e-09,8.706914655931541e-08,7.366853184618907e-08
1977,3.2730614683324734e-05,2.092126836851703e-09,7.671951632711885e-08,7.419807498568584e-08
1978,3.273901477639031e-05,2.190005653014891e-09,6.889756752416685e-08,7.299407859103927e-08
1979,3.2582586365086695e-05,2.281651455073229e-09,3.650628726299081e-08,7.281293790128984e-08
1980,3.2543049331122476e-05,2.275301137975662e-09,3.077777436085885e-08,7.226297680875047e-08
1981,3.2398110696314166e-05,2.3182198858963586e-09,2.69034927669054e-08,7.01450691816977e-08
1982,3.233727433585695e-05,2.4387961332956412e-09,2.2052437209651998e-08,6.895247192265483e-08
1983,3.247796744939738e-05,2.5881342148790866e-09,1.7187592174902226e-08,6.713731132939366e-08
1984,3.220438676570276e-05,2.597771077615464e-09,1.7272788532807226e-08,6.661715039919208e-08
1985,3.204238653000045e-05,2.5334795848509982e-09,1.5966239124460506e-08,6.643040860256275e-08
1986,3.18549490267677e-05,2.3859621897262937e-09,1.2876495552356054e-08,6.512145388017285e-08
1987,3.1797881092643365e-05,2.4393591273914286e-09,1.2498873301426881e-08,6.30916626879038e-08
1988,3.171731441398151e-05,2.353877124962521e-09,1.1557247222729724e-08,6.165222288245786e-08
1989,3.1739209329576367e-05,2.2375978054561027e-09,1.1727135072549442e-08,5.927056534460462e-08
1990,3.145948254054279e-05,2.0627261327581844e-09,1.1266933544870232e-08,5.68910105057187e-08
1991,3.1634714624877756e-05,1.913082311614086e-09,1.01271076603991e-08,5.392485290047132e-08
1992,3.153127649316697e-05,1.881960317743189e-09,1.2361905277202823e-08,5.072462373943511e-08
1993,3.141478321465131e-05,1.8112744161667494e-09,1.2561398905169036e-08,4.7156778545546074e-08
1994,3.1438249217379575e-05,1.665676136702083e-09,1.502191767802482e-08,4.461290105593564e-08
1995,3.1335087052346875e-05,1.5891422146450752e-09,1.558460852432323e-08,4.205813246877759e-08
1996,3.126503725070506e-05,1.513522815014109e-09,1.6578968927863765e-08,4.0048271492716074e-08
1997,3.092949633095746e-05,1.4751925395525438e-09,1.8034927329324546e-08,3.781301367260832e-08
1998,3.035383113975903e-05,1.4600751718774063e-09,1.9111177910044067e-08,3.606891039810632e-08
1999,3.0020846419834663e-05,1.32655952889138e-09,1.8829819227659883e-08,3.369901107370359e-08
2000,2.9437130381536137e-05,1.191881117611006e-09,2.013072134384889e-08,3.249111760591664e-08
2001,2.8603831067032714e-05,1.1112080858640842e-09,1.7475240048676303e-08,3.027014677010291e-08
2002,2.809113591086186e-05,1.0417766411434976e-09,1.8954853559754222e-08,2.938144254877833e-08
2003,2.729180726289217e-05,9.449793963207347e-10,1.938746851948281e-08,2.7891871923202416e-08
2004,2.6835454523929263e-05,8.395254095080621e-10,1.9243637159961835e-08,2.710038644287189e-08
2005,2.6101869350116302e-05,6.548630764641977e-10,1.8997596765554396e-08,2.5356915297639456e-08
2006,2.5014751372509636e-05,6.165134910521683e-10,1.80120176551668e-08,2.416027276654274e-08
2007,2.4111550633928607e-05,6.298687841141007e-10,1.6326621578498035e-08,2.3134810638631668e-08
2008,2.3150600100052543e-05,6.078203813280376e-10,1.5936820244430043e-08,2.1732816689125556e-08
2009,2.1754299138722543e-05,5.609705596868305e-10,1.371889881061707e-08,1.9400029392459472e-08
2010,2.0809651427303572e-05,5.184781552504601e-10,1.0915506879324458e-08,1.8113747961885044e-08
2011,1.9726663595065475e-05,4.6437535761167936e-10,8.06742030322129e-09,1.5868912533229766e-08
2012,1.896860781666224e-05,4.0015490524300136e-10,7.621890467974474e-09,1.3503641189365517e-08
2013,1.8943364661286717e-05,3.402360932674193e-10,5.561858386547515e-09,1.189677518403138e-08
2014,1.8410593838780187e-05,2.6977735719960604e-10,4.6097493600072426e-09,9.983986589848622e-09
2015,1.7831712414460655e-05,2.664405581086017e-10,4.080934003423766e-09,8.438194079981746e-09
2016,1.7795087582531517e-05,3.1679218177276576e-10,4.1206838893462614e-09,7.564543467810024e-09
2017,1.7672312120945815e-05,3.409336054212749e-10,4.28685742459578e-09,6.733319753611984e-09
2018,1.7619753998587838e-05,3.5062612258052185e-10,4.871255954164155e-09,6.065183288939124e-09
2019,1.7543978174217045e-05,4.289379025579354e-10,2.921199532268659e-09,6.086319004339202e-09
