ngram,finance,finace,fince,financ
1800,4.525916535515405e-06,1.1573133562592375e-09,2.064075020565984e-05,5.614782733991725e-09
1801,4.3046132174952485e-06,1.1573133562592375e-09,1.7526362950905294e-05,5.081137637625537e-09
1802,4.172826980461e-06,1.5914401542614444e-09,1.2324601097394147e-05,6.338499471324001e-09
1803,4.071921953904426e-06,1.5914401542614444e-09,8.69141133210048e-06,6.689499430580424e-09
1804,4.254019164103998e-06,1.5914401542614444e-09,7.442753030773019e-06,5.598883578983305e-09
1805,4.327755472591629e-06,4.341267980022069e-10,6.0057385391181536e-06,5.539581904301372e-09
1806,4.167713638837865e-06,4.341267980022069e-10,4.824151281874427e-06,5.714462585666118e-09
1807,3.972863136628543e-06,4.341267980022069e-10,3.650288525542627e-06,5.309577222334383e-09
1808,3.7721203105840166e-06,6.69489987257878e-10,2.9389819116788985e-06,5.080599940754382e-09
1809,3.807979023154725e-06,2.35363189255671e-10,2.4378879775862776e-06,3.2718156120889066e-09
1810,3.7796018464827545e-06,2.35363189255671e-10,2.0575874941641814e-06,3.356690956936502e-09
1811,3.6965216492847375e-06,2.35363189255671e-10,1.6367282366250687e-06,2.9809197967166158e-09
1812,4.032250379688256e-06,2.35363189255671e-10,1.3912547396038072e-06,2.9389813122853478e-09
1813,4.306702164415453e-06,8.173013694395032e-10,1.145132959631415e-06,2.3573104420851874e-09
1814,4.86119402661903e-06,8.173013694395032e-10,8.088581548041215e-07,2.147826123304648e-09
1815,5.2101847489081725e-06,1.1613602777872855e-09,6.00274181091923e-07,1.9124629340489766e-09
1816,5.374867864052898e-06,1.1613602777872855e-09,1.540797431484212e-06,1.5506133044240755e-09
1817,5.499109647644218e-06,1.1613602777872855e-09,1.411072242417179e-06,1.6287807134775433e-09
1818,5.41174930341575e-06,1.1613602777872855e-09,1.3803865164569679e-06,2.1105362378394587e-09
1819,5.156833984593894e-06,1.1613602777872855e-09,1.2499280259703482e-06,1.9337146011417464e-09
1820,5.161573621340462e-06,5.794220976034531e-10,1.23582255489347e-06,2.6241167810121216e-09
1821,4.606728517891108e-06,5.794220976034531e-10,1.2026753972398701e-06,2.6722671535901147e-09
1822,4.225770063775209e-06,8.733823188476566e-10,1.1933667890064368e-06,2.9218049567093983e-09
1823,3.7997951299725434e-06,8.733823188476566e-10,9.965744318662928e-08,3.2027304935106874e-09
1824,3.585357944757561e-06,8.733823188476566e-10,8.9869202365581e-08,2.8228077970331763e-09
1825,3.7133290464095936e-06,8.733823188476566e-10,7.224479731909079e-08,2.2332851361867814e-09
1826,3.6432027822489284e-06,8.733823188476566e-10,7.234290347720876e-08,2.16968673979626e-09
1827,3.348892050780705e-06,8.733823188476566e-10,4.9101777374208466e-08,1.3898757621001933e-09
1828,3.4470389696902463e-06,8.733823188476566e-10,5.099206974128785e-08,1.1327672530140172e-09
1829,3.9173472876947405e-06,0.0,4.674864457448231e-08,3.3428292118513933e-09
1830,3.952866271512383e-06,2.859136419682987e-10,5.9072859366032e-08,3.3478173170184024e-09
1831,4.122443280201489e-06,4.717029624044602e-10,5.929218208474854e-08,3.492381296852999e-09
1832,3.94674517727773e-06,4.717029624044602e-10,6.382946590325186e-08,3.5360634103349345e-09
1833,3.952232451151108e-06,6.366594870347139e-10,6.802747520850971e-08,3.628979973667258e-09
1834,4.076011107047504e-06,6.366594870347139e-10,5.8205082150867126e-08,3.773589948455733e-09
1835,4.1560386827248815e-06,6.366594870347139e-10,4.742597552771193e-08,4.276290369428384e-09
1836,3.7294842383874183e-06,6.366594870347139e-10,5.031792557222811e-08,1.966812966460095e-09
1837,3.7544072516279163e-06,4.281872554935871e-10,4.2890677168624536e-08,1.83578214534614e-09
1838,3.8539749636713945e-06,4.713751849167685e-10,5.161653123967166e-08,2.2440298666889393e-09
1839,3.987524418594798e-06,4.713751849167685e-10,5.225072869612697e-08,2.22529382222701e-09
1840,4.007436180992434e-06,3.064186602865147e-10,4.6085077341574884e-08,2.0465527050816945e-09
1841,3.8503529659854915e-06,3.763962712939011e-10,4.490642169230341e-08,2.0772825681802942e-09
1842,3.7353379736617043e-06,3.763962712939011e-10,5.195582351648552e-08,1.939474771260409e-09
1843,3.7637105703782126e-06,3.763962712939011e-10,4.512359222782639e-08,1.9860760020711562e-09
1844,3.7446555195076925e-06,4.32520574911166e-10,4.2414478278780214e-08,2.031541744353303e-09
1845,3.5833133357040684e-06,2.0354332505182323e-10,4.011619328788843e-08,1.5448263144892037e-09
1846,3.431774692736716e-06,2.6876382468772013e-10,3.9007294917934946e-08,1.980247933884373e-09
1847,3.3480489816741155e-06,2.6876382468772013e-10,4.129873941240346e-08,1.950286931950984e-09
1848,3.377710592238665e-06,1.9878621368033374e-10,5.740215490236876e-08,1.834439505061474e-09
1849,3.4206239628734432e-06,2.5252575031053937e-10,4.992874482111022e-08,1.6307654908993235e-09
1850,3.5805611397725964e-06,2.5252575031053937e-10,5.1727746911264405e-08,1.8612710737743653e-09
1851,3.6166602512821555e-06,1.1896003626610252e-10,5.259005776890392e-08,1.753779700828874e-09
1852,3.551230942580982e-06,2.2008317787250827e-10,4.3040450188008047e-08,1.7558096960484144e-09
1853,3.5148029188089173e-06,2.0312201920447137e-10,3.797789333808461e-08,1.3618625671618645e-09
1854,3.6233372091893604e-06,2.0312201920447137e-10,3.930083509422795e-08,1.6446665220191748e-09
1855,3.690535777423065e-06,2.0312201920447137e-10,2.4178737742123043e-08,1.6381087518192926e-09
1856,3.888255767898434e-06,1.4938248257426575e-10,2.8382521983465788e-08,1.824781762202069e-09
1857,3.902713095677817e-06,1.4938248257426575e-10,3.5594381283691034e-08,1.8307606303962537e-09
1858,4.2208402451901094e-06,1.4938248257426575e-10,3.500611762368473e-08,2.0835245275106574e-09
1859,4.4072558336795605e-06,4.825934096786e-11,4.7142563630586665e-08,2.0640664098538407e-09
1860,4.562547993763084e-06,0.0,8.268603706491312e-08,2.0540146726334895e-09
1861,4.492094246545873e-06,1.1297336082500514e-10,8.511004751759238e-08,1.9889198542090624e-09
1862,4.610689302353421e-06,1.1297336082500514e-10,9.230216717932243e-08,2.5557521495958977e-09
1863,4.595936063976426e-06,1.1297336082500514e-10,9.815769555895518e-08,3.1626181356309805e-09
1864,4.6734938743091855e-06,1.1297336082500514e-10,1.0109589533767251e-07,3.1061710663899636e-09
1865,4.795473159902031e-06,1.1297336082500514e-10,1.0760704124582584e-07,3.5566279128167774e-09
1866,4.915127127398071e-06,1.5721298072892053e-10,1.291937152814171e-07,3.8162359621602656e-09
1867,4.9120562835014425e-06,1.5721298072892053e-10,1.0720506894910744e-07,3.892525080040343e-09
1868,5.131810797008386e-06,8.905131790700897e-11,1.0827283603020987e-07,3.7776634994760425e-09
1869,5.1385786069399075e-06,8.905131790700897e-11,1.0117128316064086e-07,3.290841266156974e-09
1870,5.167358527354996e-06,1.312877782679221e-10,1.0942406650623785e-07,2.8006847158883782e-09
1871,5.335922066608743e-06,1.312877782679221e-10,1.340398217816333e-07,2.910836476616956e-09
1872,5.170308928167547e-06,1.312877782679221e-10,1.326363090470295e-07,2.6880824708998473e-09
1873,5.401953785622027e-06,6.721794668492923e-10,1.0339948326126042e-07,2.83081756448565e-09
1874,5.856748625124705e-06,6.721794668492923e-10,1.042335315202893e-07,3.127912817646461e-09
1875,5.910173123473734e-06,6.273677688461987e-10,1.0360318368287023e-07,3.1044294753915634e-09
1876,6.302497630323549e-06,6.273677688461987e-10,1.0609887622438561e-07,3.480225916975753e-09
1877,6.414294732946603e-06,7.249379985196924e-10,9.346374950171463e-08,3.4350449151787643e-09
1878,6.380716058629332e-06,7.249379985196924e-10,6.031283967493956e-08,3.3835565143342753e-09
1879,6.179460862248172e-06,7.249379985196924e-10,7.060949006440101e-08,3.2291983373003828e-09
1880,5.9077361973842405e-06,1.3980669003440686e-10,7.375217592198169e-08,3.071593899863144e-09
1881,5.549965797919347e-06,1.3980669003440686e-10,7.086682022158389e-08,3.3043637667365797e-09
