ngram,towel,towl,towl,towel
1617,0.0,0.0,0.0,0.0
1618,9.847713857068032e-08,0.0,0.0,9.847713857068032e-08
1619,9.847713857068032e-08,0.0,0.0,9.847713857068032e-08
1620,9.847713857068032e-08,0.0,0.0,9.847713857068032e-08
1621,9.847713857068032e-08,0.0,0.0,9.847713857068032e-08
1622,9.847713857068032e-08,0.0,0.0,9.847713857068032e-08
1623,9.847713857068032e-08,0.0,0.0,9.847713857068032e-08
1624,9.847713857068032e-08,0.0,0.0,9.847713857068032e-08
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,4.79314037095589e-07,0.0,0.0,4.79314037095589e-07
1628,4.79314037095589e-07,0.0,0.0,4.79314037095589e-07
1629,4.79314037095589e-07,0.0,0.0,4.79314037095589e-07
1630,4.79314037095589e-07,0.0,0.0,4.79314037095589e-07
1631,4.79314037095589e-07,5.6679985911094784e-08,5.6679985911094784e-08,4.79314037095589e-07
1632,4.79314037095589e-07,5.6679985911094784e-08,5.6679985911094784e-08,4.79314037095589e-07
1633,4.79314037095589e-07,5.6679985911094784e-08,5.6679985911094784e-08,4.79314037095589e-07
1634,0.0,1.8009814896556365e-07,1.8009814896556365e-07,0.0
1635,8.231971345854358e-08,1.8009814896556365e-07,1.8009814896556365e-07,8.231971345854358e-08
1636,8.231971345854358e-08,1.8009814896556365e-07,1.8009814896556365e-07,8.231971345854358e-08
1637,8.231971345854358e-08,1.8009814896556365e-07,1.8009814896556365e-07,8.231971345854358e-08
1638,1.4965475056020035e-07,1.2341816305446889e-07,1.2341816305446889e-07,1.4965475056020035e-07
1639,1.4965475056020035e-07,1.2341816305446889e-07,1.2341816305446889e-07,1.4965475056020035e-07
1640,1.4965475056020035e-07,1.2341816305446889e-07,1.2341816305446889e-07,1.4965475056020035e-07
1641,1.4965475056020035e-07,0.0,0.0,1.4965475056020035e-07
1642,2.8323470603806656e-07,0.0,0.0,2.8323470603806656e-07
1643,2.8323470603806656e-07,0.0,0.0,2.8323470603806656e-07
1644,2.8323470603806656e-07,0.0,0.0,2.8323470603806656e-07
1645,2.1589966893640978e-07,0.0,0.0,2.1589966893640978e-07
1646,2.1589966893640978e-07,0.0,0.0,2.1589966893640978e-07
1647,2.1589966893640978e-07,0.0,0.0,2.1589966893640978e-07
1648,2.1589966893640978e-07,0.0,0.0,2.1589966893640978e-07
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,1.7200032484002543e-07,0.0,0.0,1.7200032484002543e-07
1652,2.276717217292961e-07,0.0,0.0,2.276717217292961e-07
1653,3.030474999832222e-07,0.0,0.0,3.030474999832222e-07
1654,4.2749705439096684e-07,0.0,0.0,4.2749705439096684e-07
1655,4.2749705439096684e-07,0.0,0.0,4.2749705439096684e-07
1656,4.2749705439096684e-07,0.0,0.0,4.2749705439096684e-07
1657,4.831059194592464e-07,0.0,0.0,4.831059194592464e-07
1658,3.6472122896416946e-07,0.0,0.0,3.6472122896416946e-07
1659,3.412170173078266e-07,0.0,0.0,3.412170173078266e-07
1660,3.4601603918612713e-07,0.0,0.0,3.4601603918612713e-07
1661,2.2156648477838254e-07,0.0,0.0,2.2156648477838254e-07
1662,2.2156648477838254e-07,0.0,0.0,2.2156648477838254e-07
1663,2.2156648477838254e-07,0.0,0.0,2.2156648477838254e-07
1664,1.6595761971010298e-07,0.0,0.0,1.6595761971010298e-07
1665,1.1234198536515447e-07,0.0,0.0,1.1234198536515447e-07
1666,8.017480013222666e-08,0.0,0.0,8.017480013222666e-08
1667,3.245231588217783e-08,0.0,0.0,3.245231588217783e-08
1668,3.245231588217783e-08,0.0,0.0,3.245231588217783e-08
1669,3.245231588217783e-08,0.0,0.0,3.245231588217783e-08
1670,3.245231588217783e-08,0.0,0.0,3.245231588217783e-08
1671,3.245231588217783e-08,0.0,0.0,3.245231588217783e-08
1672,1.0625412422931341e-07,0.0,0.0,1.0625412422931341e-07
1673,1.309969945850753e-07,0.0,0.0,1.309969945850753e-07
1674,9.854467870289746e-08,0.0,0.0,9.854467870289746e-08
1675,1.3286317823713034e-07,0.0,0.0,1.3286317823713034e-07
1676,1.3286317823713034e-07,0.0,0.0,1.3286317823713034e-07
1677,1.6644937618691203e-07,0.0,0.0,1.6644937618691203e-07
1678,1.6644937618691203e-07,0.0,0.0,1.6644937618691203e-07
1679,9.264756783977646e-08,0.0,0.0,9.264756783977646e-08
1680,6.790469748401457e-08,0.0,0.0,6.790469748401457e-08
1681,6.790469748401457e-08,0.0,0.0,6.790469748401457e-08
1682,5.374723091985548e-08,0.0,0.0,5.374723091985548e-08
1683,5.374723091985548e-08,0.0,0.0,5.374723091985548e-08
1684,7.860419210763731e-08,0.0,0.0,7.860419210763731e-08
1685,7.860419210763731e-08,0.0,0.0,7.860419210763731e-08
1686,7.860419210763731e-08,0.0,0.0,7.860419210763731e-08
1687,7.860419210763731e-08,0.0,0.0,7.860419210763731e-08
1688,1.2519577044908407e-07,0.0,0.0,1.2519577044908407e-07
1689,1.0503473747901029e-07,0.0,0.0,1.0503473747901029e-07
1690,1.0503473747901029e-07,0.0,0.0,1.0503473747901029e-07
1691,4.659157834144675e-08,0.0,0.0,4.659157834144675e-08
1692,7.025962288155694e-08,0.0,0.0,7.025962288155694e-08
1693,1.0161081677649366e-07,3.135119389493671e-08,3.135119389493671e-08,1.0161081677649366e-07
1694,1.0161081677649366e-07,3.135119389493671e-08,3.135119389493671e-08,1.0161081677649366e-07
1695,5.50192384350469e-08,3.135119389493671e-08,3.135119389493671e-08,5.50192384350469e-08
1696,7.076518418866076e-08,3.135119389493671e-08,3.135119389493671e-08,7.076518418866076e-08
1697,1.0750056032650588e-07,3.8698268716481314e-08,3.8698268716481314e-08,1.0750056032650588e-07
1698,1.3861437204403565e-07,3.8698268716481314e-08,3.8698268716481314e-08,1.3861437204403565e-07
1699,1.4108540824508964e-07,3.8698268716481314e-08,3.8698268716481314e-08,1.4108540824508964e-07
1700,1.0973421435015293e-07,2.0344927520454803e-08,2.0344927520454803e-08,1.0973421435015293e-07
1701,1.0973421435015293e-07,2.0344927520454803e-08,2.0344927520454803e-08,1.0973421435015293e-07
1702,1.0973421435015293e-07,2.0344927520454803e-08,2.0344927520454803e-08,1.0973421435015293e-07
1703,9.398826859653906e-08,2.0344927520454803e-08,2.0344927520454803e-08,9.398826859653906e-08
1704,5.7252892458693946e-08,1.29978526989102e-08,1.29978526989102e-08,5.7252892458693946e-08
1705,2.6139080741164174e-08,1.29978526989102e-08,1.29978526989102e-08,2.6139080741164174e-08
1706,1.1075382896511395e-08,3.514861849193299e-08,3.514861849193299e-08,1.1075382896511395e-08
1707,3.538028892080547e-08,2.215076579302279e-08,2.215076579302279e-08,3.538028892080547e-08
1708,4.5026156263767396e-08,2.215076579302279e-08,2.215076579302279e-08,4.5026156263767396e-08
1709,4.5026156263767396e-08,2.215076579302279e-08,2.215076579302279e-08,4.5026156263767396e-08
1710,6.22411795753968e-08,2.215076579302279e-08,2.215076579302279e-08,6.22411795753968e-08
1711,6.22411795753968e-08,2.215076579302279e-08,2.215076579302279e-08,6.22411795753968e-08
1712,6.22411795753968e-08,2.215076579302279e-08,2.215076579302279e-08,6.22411795753968e-08
1713,5.1165796678885404e-08,0.0,0.0,5.1165796678885404e-08
1714,4.600411175813081e-08,9.571610551769742e-09,9.571610551769742e-09,4.600411175813081e-08
1715,1.0429236648893233e-07,9.571610551769742e-09,9.571610551769742e-09,1.0429236648893233e-07
1716,1.2200228281601865e-07,9.571610551769742e-09,9.571610551769742e-09,1.2200228281601865e-07
1717,1.200700704576515e-07,9.571610551769742e-09,9.571610551769742e-09,1.200700704576515e-07
1718,1.355535833421787e-07,9.571610551769742e-09,9.571610551769742e-09,1.355535833421787e-07
1719,1.421384544032987e-07,9.571610551769742e-09,9.571610551769742e-09,1.421384544032987e-07
1720,1.693218380743084e-07,9.571610551769742e-09,9.571610551769742e-09,1.693218380743084e-07
1721,1.5893867504652398e-07,0.0,0.0,1.5893867504652398e-07
1722,1.1418731306532339e-07,0.0,0.0,1.1418731306532339e-07
1723,9.647739673823708e-08,0.0,0.0,9.647739673823708e-08
1724,9.293642528567553e-08,0.0,0.0,9.293642528567553e-08
1725,8.48058654412398e-08,0.0,0.0,8.48058654412398e-08
1726,7.822099438011979e-08,0.0,0.0,7.822099438011979e-08
1727,6.472304241762166e-08,0.0,0.0,6.472304241762166e-08
1728,6.244254434152805e-08,0.0,0.0,6.244254434152805e-08
1729,5.837571442108518e-08,0.0,0.0,5.837571442108518e-08
1730,5.837571442108518e-08,0.0,0.0,5.837571442108518e-08
1731,5.360061448657559e-08,0.0,0.0,5.360061448657559e-08
1732,5.876470916226546e-08,0.0,0.0,5.876470916226546e-08
1733,7.28142483451068e-08,0.0,0.0,7.28142483451068e-08
1734,7.977574309084698e-08,0.0,0.0,7.977574309084698e-08
1735,9.916388726034192e-08,0.0,0.0,9.916388726034192e-08
1736,8.004795708822193e-08,0.0,0.0,8.004795708822193e-08
1737,8.004795708822193e-08,6.921628222958784e-09,6.921628222958784e-09,8.004795708822193e-08
1738,9.504848260836038e-08,6.921628222958784e-09,6.921628222958784e-09,9.504848260836038e-08
1739,1.116096837807033e-07,6.921628222958784e-09,6.921628222958784e-09,1.116096837807033e-07
1740,1.5745837345093605e-07,6.921628222958784e-09,6.921628222958784e-09,1.5745837345093605e-07
1741,1.486941485495663e-07,6.921628222958784e-09,6.921628222958784e-09,1.486941485495663e-07
1742,3.651665859852723e-07,6.921628222958784e-09,6.921628222958784e-09,3.651665859852723e-07
1743,3.844293731601413e-07,6.921628222958784e-09,6.921628222958784e-09,3.844293731601413e-07
1744,4.0228561459798584e-07,0.0,0.0,4.0228561459798584e-07
1745,3.9294150155910756e-07,0.0,0.0,3.9294150155910756e-07
1746,4.0866504694544605e-07,0.0,0.0,4.0866504694544605e-07
1747,3.986766391303068e-07,0.0,0.0,3.986766391303068e-07
1748,3.8679393757742477e-07,0.0,0.0,3.8679393757742477e-07
1749,1.543643567255718e-07,0.0,0.0,1.543643567255718e-07
1750,1.5489395873860952e-07,0.0,0.0,1.5489395873860952e-07
